names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_COAa-PAA-MEA Barhl2 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Ntrk3,-4.267896,-1.5786918,1.973249903825628e-05,0.006797592937922387,0.4722222222222222,0.778741709983868,0.8749411,1.644416
Ankrd11,-4.2689304,-1.2404157,1.9641244742126366e-05,0.006797592937922387,0.5277777777777778,0.7815020613013085,0.6542106,1.1575744
Gfod1,-4.275901,-2.4562685,1.9036592905827688e-05,0.006730437518152499,0.2222222222222222,0.5591324610145187,0.12144807,0.5357111
Ildr2,-4.317423,-1.9972119,1.57861382778372e-05,0.005655647140339807,0.16666666666666666,0.5451514608352751,0.16478062,0.53950405
Zfp536,-4.3216114,-3.9766505,1.5489373227033335e-05,0.005624317008248455,0.08333333333333333,0.4780068112564976,0.061127312,0.689318
Camk2a,-4.3266582,-1.6056104,1.5138852975035142e-05,0.005572342184098552,0.4444444444444444,0.7880623767700304,0.7612342,1.4978554
Zfp407,-4.3361416,-1.8715873,1.4500547693125729e-05,0.0054115238404762265,0.2777777777777778,0.6548485391647249,0.2670823,0.75156003
Wasf1,-4.3398337,-1.6021235,1.4259056543019424e-05,0.005396349990294816,0.3611111111111111,0.7188385015235705,0.48115587,1.0564069
Med13l,-4.354902,-1.4403095,1.3312664623204915e-05,0.005110161406078801,0.3888888888888889,0.7237139272271016,0.44136384,0.91856354
Qki,-4.3596797,-1.7693393,1.30253014689627e-05,0.005072316673493156,0.4722222222222222,0.8301846208998028,0.7689119,1.5985028
Nexmif,-4.362544,-1.9084065,1.285585608227447e-05,0.005072316673493156,0.3333333333333333,0.6249507080121885,0.24015944,0.70260954
Apba1,-4.3630404,-1.5859796,1.2826708330868102e-05,0.005072316673493156,0.4166666666666667,0.7297006632012906,0.4714976,1.0326344
Sidt1,-4.369101,-1.9101932,1.2475908457380956e-05,0.005072316673493156,0.19444444444444445,0.58892274601183,0.22462575,0.6660927
Garem1,-4.38995,-2.0516896,1.1337673717401818e-05,0.004686819889024413,0.25,0.6017924359204159,0.20847134,0.67345446
Apba2,-4.3970757,-1.5652025,1.0971920576594291e-05,0.00460649227957951,0.3888888888888889,0.7197347194837784,0.46959156,1.020132
Sema6d,-4.398472,-1.8505723,1.0901588646429875e-05,0.00460649227957951,0.2777777777777778,0.7065065423911095,0.48208106,1.1737094
Rapgef5,-4.4164767,-1.7619213,1.0032273771026609e-05,0.004347858003669113,0.4444444444444444,0.717189460476788,0.47656456,1.1218761
Dab1,-4.4200134,-1.8032285,9.869472340095513e-06,0.004347421668497811,0.5833333333333334,0.8781502061301308,1.521709,2.6022758
Plcb1,-4.448733,-1.3255023,8.63784562309401e-06,0.0038683151982089343,0.6666666666666666,0.8722351675927585,1.4885715,2.2615736
Ak5,-4.4538207,-1.885974,8.435551548398136e-06,0.0038417503407704736,0.25,0.6714106470693673,0.39540258,1.0269386
Sfpq,-4.4587746,-1.4253817,8.242958162801403e-06,0.003818763548870236,0.4444444444444444,0.7643305251837247,0.54050976,1.0734458
Enox1,-4.4593534,-1.5602132,8.220718409216723e-06,0.003818763548870236,0.5555555555555556,0.7870586126545976,0.84096473,1.5868849
Il1rapl1,-4.4793134,-1.3104572,7.488356290545682e-06,0.0035930738129814725,0.8055555555555556,0.9251837246818426,2.033112,2.8600929
Pip4k2a,-4.495622,-2.9306371,6.936678678953716e-06,0.003388882838245206,0.16666666666666666,0.5528947840114716,0.09601421,0.57005024
Crebbp,-4.5008864,-1.5090151,6.767072311235063e-06,0.0033672450556090023,0.4444444444444444,0.770138017565872,0.5149677,1.0706003
Clock,-4.5079703,-2.0547612,6.545072228897371e-06,0.00331822812812212,0.25,0.6315468721993188,0.19893163,0.64943373
Pid1,-4.5135136,-2.4830332,6.376237859355938e-06,0.003294798293863347,0.19444444444444445,0.5882057716436637,0.18377693,0.75514203
Tbc1d5,-4.5481687,-1.6134055,5.411471635125118e-06,0.0028511028007021945,0.4444444444444444,0.7802473561570173,0.5515638,1.1792272
Fat3,-4.551344,-1.805162,5.330437497433144e-06,0.0028511028007021945,0.4166666666666667,0.739021329987453,0.5894445,1.3366226
Ptprk,-4.5863404,-2.2284858,4.510830851643979e-06,0.002473592346605586,0.25,0.6797275497400967,0.37748882,1.1471722
St6galnac5,-4.614408,-2.0827057,3.942175118293078e-06,0.0022067967797611463,0.3333333333333333,0.7215271554041943,0.5148891,1.3487872
Kcnab1,-4.646054,-2.1472824,3.3834488039279853e-06,0.0019343248800328715,0.25,0.6771105932962896,0.3770441,1.1081535
Pcdh9,-4.664017,-1.3548907,3.100951171824797e-06,0.0018113599562376587,0.8611111111111112,0.9716795124574297,2.9338698,3.8400798
Nebl,-4.684287,-1.7747887,2.809357254912727e-06,0.0016774984319889994,0.4444444444444444,0.7479835095895322,0.6231294,1.3760093
Zswim6,-4.696139,-1.9455305,2.6512518710912e-06,0.0016190713130959215,0.3611111111111111,0.7139989245384477,0.3680557,0.9983321
Fam13c,-4.709325,-2.2442093,2.4853881322626087e-06,0.0015530785840441,0.25,0.6347374081376591,0.20678477,0.7363735
4930578G10Rik,-4.723441,-2.8772826,2.3188694650186614e-06,0.001483524345834558,0.16666666666666666,0.5676286072772898,0.110183045,0.61835414
Cacna2d3,-4.775574,-2.259679,1.7919522897151942e-06,0.0011743843420645675,0.3611111111111111,0.7468721993188744,0.56299233,1.5303895
Atp9b,-4.823922,-1.8885543,1.407624995062283e-06,0.0009455720904330885,0.3611111111111111,0.7271912529127084,0.36529148,0.9679762
Kctd16,-4.82477,-2.0898283,1.4016491922121394e-06,0.0009455720904330885,0.4722222222222222,0.8049471231403478,0.89932835,1.9749665
Igf1r,-4.8249664,-1.9848063,1.4002680403147846e-06,0.0009455720904330885,0.2777777777777778,0.6879369062556013,0.29956135,0.8681234
Dleu2,-4.826311,-2.3899379,1.3908531049519397e-06,0.0009455720904330885,0.25,0.6567126725219573,0.21338487,0.80946875
Med12l,-4.833881,-1.8487704,1.33896571883452e-06,0.0009455720904330885,0.3888888888888889,0.6989066140885464,0.3550068,0.9302372
Slc35f3,-4.845009,-2.8872256,1.2660602837707075e-06,0.0009455720904330885,0.19444444444444445,0.5913963075820039,0.13835116,0.74087614
Atp8a1,-4.870367,-1.7132179,1.113912161249381e-06,0.0008803182286109078,0.4722222222222222,0.8168488976519089,0.6567185,1.3973131
Slc44a5,-4.874524,-2.585984,1.0907096368835979e-06,0.0008803182286109078,0.1388888888888889,0.610181036027962,0.19042249,0.8151241
C130071C03Rik,-4.8763857,-1.7232538,1.0804718567748755e-06,0.0008803182286109078,0.4444444444444444,0.777487004839577,0.630718,1.361526
Vti1a,-4.8950734,-1.8192616,9.826904147412613e-07,0.0008517706917450868,0.3611111111111111,0.7473023839397741,0.4193825,1.0433425
Slit2,-4.925106,-2.8766599,8.431466815788086e-07,0.0007551783778007529,0.08333333333333333,0.57443986377487,0.16991359,0.858756
Pcdh15,-4.931011,-2.4033213,8.180509343814121e-07,0.0007551783778007529,0.3055555555555556,0.7435024197884925,0.568445,1.6193315
Prkn,-4.9347444,-1.6276526,8.025576662421774e-07,0.0007551783778007529,0.5,0.8335544004301846,0.8721311,1.6679763
St6galnac3,-5.0064855,-2.2648304,5.54328728454747e-07,0.0005516597382807056,0.2777777777777778,0.7041046782577522,0.34323683,1.0879109
Egfem1,-5.013787,-2.2198498,5.33691575926598e-07,0.0005515497171210649,0.4444444444444444,0.7738304355619287,0.78040946,1.8730226
Msra,-5.1151257,-2.33636,3.1353202647067447e-07,0.00033698422205068093,0.3055555555555556,0.7421401684889766,0.46014535,1.3739384
Il1rap,-5.119893,-2.7068765,3.057085758244383e-07,0.00033698422205068093,0.19444444444444445,0.6415845133536476,0.20730664,0.9179025
Arl15,-5.1339993,-1.9855723,2.836488743665771e-07,0.00033137588061869246,0.4444444444444444,0.7628248790105754,0.5485296,1.3593675
Fut8,-5.232267,-1.9517132,1.6744360396229493e-07,0.00021424807802223166,0.3888888888888889,0.7385194479297366,0.36895585,1.0028906
Ldlrad4,-5.2868404,-2.1436548,1.2444698480273047e-07,0.00016719452408246838,0.4166666666666667,0.744792973651192,0.40971133,1.1748329
Sez6l,-5.2944,-2.697489,1.1940751638272186e-07,0.00016719452408246838,0.2222222222222222,0.6464599390571787,0.17081444,0.7922202
Map7,-5.3465953,-2.3647435,8.962405343420366e-08,0.00013378879532094737,0.2777777777777778,0.6971141781681305,0.27060792,0.9557464
Zbtb16,-5.4518127,-3.969189,4.98589721992175e-08,7.880650488193966e-05,0.08333333333333333,0.5804624484674673,0.06025476,0.6794105
Nfia,-5.4538913,-2.5965915,4.927932269223655e-08,7.880650488193966e-05,0.2222222222222222,0.740383581286969,0.37475622,1.3217262
Pde8b,-5.461213,-3.0117438,4.7289142144167965e-08,7.880650488193966e-05,0.1388888888888889,0.6393260440939237,0.13360532,0.76680493
Ptk2,-5.476695,-2.0514226,4.333433011500744e-08,7.880650488193966e-05,0.4166666666666667,0.7981358666427675,0.51667094,1.3360372
Acap2,-5.4953723,-2.024304,3.8988720500539253e-08,7.880650488193966e-05,0.3611111111111111,0.75633626097867,0.3912151,1.0810019
Mark3,-5.555065,-2.4281023,2.7750856768035315e-08,6.213879344642574e-05,0.3055555555555556,0.6949991037820398,0.20969729,0.81342065
Clstn2,-5.6798697,-2.812433,1.3479754131498512e-08,3.292736304666955e-05,0.2777777777777778,0.7525004481089801,0.4489896,1.605649
Slc9a9,-5.707844,-2.9120815,1.1441620099116942e-08,3.074363320632722e-05,0.25,0.6876142677899265,0.18828839,0.9398014
Thrb,-5.746926,-2.993271,9.08806972027843e-09,2.713293704265349e-05,0.25,0.6942462806954651,0.230255,1.1189802
Tcf4,-5.9974756,-1.8984474,2.0040818435945922e-09,6.731209892173337e-06,0.6666666666666666,0.9342892991575551,1.6232048,2.783209
Slc17a7,-6.1140275,-2.9703622,9.714745721016826e-10,3.7290745360531725e-06,0.25,0.7152536296827389,0.19175918,0.97706455
Tcf12,-6.1469455,-2.4053104,7.898923673917487e-10,3.537401318636048e-06,0.3333333333333333,0.8133357232478939,0.43703175,1.3618946
Nfix,-6.1701937,-29.63818,6.820631901145869e-10,3.537401318636048e-06,0.0,0.594120810181036,0.0,0.6073524
Epha4,-6.4223056,-4.0042825,1.3422552636753666e-10,9.016599733739276e-07,0.1111111111111111,0.7016669654059867,0.12496976,1.1429981
Zeb2,-6.439018,-2.866893,1.2024893588855954e-10,9.016599733739276e-07,0.4166666666666667,0.8610503674493637,0.66879094,2.0723968
Ube2e2,-6.7709064,-2.4906704,1.2797812476068564e-11,1.7193861061598116e-07,0.4166666666666667,0.8387166158809822,0.64684176,1.8102115
Nfib,-7.3622904,-3.7835693,1.807810036759443e-13,4.857585568772624e-09,0.2777777777777778,0.8191073669116329,0.2843915,1.7101955
