names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Zfp2,-2.838004,-0.34303242,0.00453966055694549,0.04987993114534212,0.29979035639413,0.36723910171730517,0.167603,0.13440312
Itm2b,-2.8516982,-0.26313967,0.004348638432997369,0.048482983578800674,0.7568134171907757,0.8031704095112285,0.7402508,0.64901286
Dvl1,-2.8543658,-0.36066756,0.004312285532392051,0.048229509243858465,0.3836477987421384,0.4557463672391017,0.25244698,0.20183833
Pdia3,-2.8551483,-0.31361815,0.0043016744052800735,0.048229509243858465,0.493361285814116,0.5574636723910171,0.3508733,0.29131672
Eef1g,-2.8599145,-0.34730825,0.004237552687334501,0.04774549024700856,0.37945492662473795,0.44517833553500663,0.24487408,0.19729017
Nfe2l1,-2.8638625,-0.30051592,0.00418509477797581,0.047355305661334376,0.39343116701607267,0.46367239101717306,0.25203055,0.20923689
Otud6b,-2.8652143,-0.30983728,0.004167272027012035,0.04725428525827414,0.30677847658979734,0.37780713342140027,0.16709945,0.13690737
Rnf227,-2.8656766,-0.37121856,0.004161190596598125,0.04724104428386054,0.3403214535290007,0.41611624834874505,0.21923743,0.17354539
D030068K23Rik,-2.8675618,-0.4715843,0.004136480314793455,0.04710622009076148,0.22152341020265548,0.29590488771466317,0.15675187,0.115457445
Slc9a6,-2.8706207,-0.31454304,0.0040966675686285115,0.04675305361619542,0.40670859538784065,0.47291941875825627,0.2589217,0.21320574
Bex3,-2.8727193,-0.61918426,0.004069555640007978,0.04669441541585828,0.2662473794549266,0.332892998678996,0.20014647,0.13475668
Txnl1,-2.8729327,-0.26436734,0.004066807637666255,0.04669441541585828,0.519916142557652,0.5891677675033025,0.36686313,0.3140751
Cdk5r1,-2.8772008,-0.34327942,0.004012200098544937,0.04613595892536791,0.43675751222921033,0.5099075297225891,0.29694137,0.24100375
Rps19,-2.8802598,-0.3699655,0.003973475111726856,0.04583949300987822,0.33962264150943394,0.4134742404227213,0.246182,0.1955608
