names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LSX GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Pnisr,-3.2851186,-1.1324083,0.001019394491488202,0.04266531150512148,0.37209302325581395,0.737205146533238,0.55642295,0.9677246
Tbc1d30,-3.2851942,-2.7096174,0.0010191214933098895,0.04266531150512148,0.06976744186046512,0.3584345961401001,0.04141675,0.2442123
Ankhd1,-3.2853827,-0.8956849,0.0010184392938858671,0.04266531150512148,0.3953488372093023,0.6977841315225161,0.5135383,0.8103763
Rab3c,-3.285779,-1.0330386,0.0010170080506938276,0.04266531150512148,0.32558139534883723,0.6453538241601143,0.51843536,0.8714073
Zfp407,-3.286109,-1.0803123,0.0010158167704103418,0.04266531150512148,0.32558139534883723,0.6533238027162259,0.4242659,0.75021034
Tasor,-3.2887218,-1.1491442,0.0010064340999685348,0.042453507482189214,0.32558139534883723,0.6636526090064332,0.39821923,0.7347192
Iqgap1,-3.288854,-1.8810852,0.0010059620221029577,0.042453507482189214,0.13953488372093023,0.42869907076483205,0.09758443,0.32032645
Septin8,-3.2894106,-1.0934771,0.0010039748024057457,0.042453507482189214,0.16279069767441862,0.4692280200142959,0.19203945,0.37279063
Syne1,-3.2905803,-1.1072791,0.0009998101122775378,0.042373655704885556,0.5348837209302325,0.817977126518942,1.0364387,1.5931423
Rbm26,-3.29125,-1.0586606,0.0009974326976510258,0.042339678650684144,0.4186046511627907,0.7165117941386705,0.5224766,0.88762605
Calb1,-3.2913537,-2.4320803,0.0009970648343916064,0.042339678650684144,0.046511627906976744,0.33888491779842744,0.06454928,0.30736881
Gabrb2,-3.292014,-1.1351285,0.0009947268277088622,0.042339678650684144,0.4186046511627907,0.7204074338813438,0.72770554,1.2092097
Gm33228,-3.2939005,-1.957247,0.0009880747474663044,0.042142172165745395,0.11627906976744186,0.41333095067905645,0.10479956,0.35700804
Scaf4,-3.2945137,-1.4759725,0.0009859217053465991,0.04211719590248508,0.2558139534883721,0.5316654753395282,0.1840658,0.4460761
St6galnac5,-3.296051,-1.1825129,0.0009805416288828563,0.04195406619121393,0.4883720930232558,0.7199070764832023,0.81195945,1.3460982
Pola1,-3.2965794,-1.4592404,0.0009786995421150906,0.041942036198775894,0.16279069767441862,0.45164403145103643,0.15809877,0.38591722
Tspan5,-3.2968624,-0.9777797,0.0009777140286026814,0.041942036198775894,0.46511627906976744,0.7373481057898499,0.7298342,1.1367525
Fnip2,-3.2978435,-1.06654,0.0009743046919755698,0.0418873073174137,0.13953488372093023,0.4598641887062187,0.20123215,0.383125
Mast2,-3.299343,-1.1029058,0.0009691136172682703,0.04173090207692055,0.37209302325581395,0.6446032880629021,0.4083176,0.73387617
Gpd2,-3.3007581,-1.3898826,0.0009642398683023006,0.04158768099724369,0.13953488372093023,0.45260900643316654,0.15796447,0.3704891
Sypl,-3.3011448,-2.8332405,0.000962911666124638,0.04158768099724369,0.046511627906976744,0.3444603288062902,0.03660375,0.23562357
Farp1,-3.3018618,-1.1363423,0.0009604541133703567,0.04155781324679788,0.32558139534883723,0.6005360972122945,0.4025152,0.736876
Rnf169,-3.3040972,-0.99323064,0.0009528276833480333,0.041361033685883127,0.27906976744186046,0.5898498927805575,0.33266786,0.5797966
Sbf2,-3.3043802,-1.2202256,0.0009518663221420693,0.041361033685883127,0.4186046511627907,0.7845604002859186,0.71416354,1.232205
Ccdc57,-3.3073232,-1.9843475,0.0009419212889311569,0.041020137817796086,0.11627906976744186,0.4145818441744103,0.083192036,0.29509762
Tbcd,-3.3093324,-1.4229407,0.0009351872731756698,0.040792990308815336,0.23255813953488372,0.5345246604717655,0.19842666,0.46279126
Fat4,-3.309408,-2.5414455,0.0009349352236053174,0.040792990308815336,0.046511627906976744,0.34578270192995,0.05310124,0.27573252
Trim24,-3.310191,-1.6967958,0.0009323239204848935,0.040792990308815336,0.16279069767441862,0.4592923516797713,0.12565221,0.36049354
Large1,-3.3129358,-0.9628074,0.000923221911735241,0.04046814480966709,0.6511627906976745,0.8447105075053609,1.397752,1.936887
Neurod2,-3.3137186,-1.6462379,0.0009206409380985203,0.0404209509913517,0.06976744186046512,0.36897784131522515,0.095235206,0.27212983
Efr3b,-3.3142657,-1.8094685,0.0009188413363854698,0.04040796515331845,0.16279069767441862,0.4576483202287348,0.13509282,0.4101145
Ube3c,-3.3180482,-0.96804833,0.0009064881614639482,0.03993006048940375,0.3953488372093023,0.6913152251608292,0.4991991,0.81821084
Zfp365,-3.325104,-2.594924,0.000883855722573382,0.03899704969712114,0.06976744186046512,0.3676554681915654,0.0485347,0.26271695
Vgll4,-3.3255284,-1.5917696,0.0008825109928354574,0.03899704969712114,0.11627906976744186,0.4190493209435311,0.12999825,0.34956384
Nell1,-3.3262453,-1.4761661,0.0008802441995349996,0.038965669920107804,0.18604651162790697,0.5041458184417441,0.35384962,0.7798333
Sec14l1,-3.3271697,-1.3105762,0.0008773291968142529,0.03890071867722603,0.18604651162790697,0.49428162973552536,0.18741058,0.4129482
Syt1,-3.3272924,-0.861037,0.0008769431858263527,0.03890071867722603,0.813953488372093,0.9508934953538242,2.5757914,3.1378222
Pgbd5,-3.3285751,-0.9196464,0.0008729143464092083,0.03883312663578713,0.20930232558139536,0.5326661901358113,0.2904375,0.4931759
Exoc6b,-3.3309994,-1.1381903,0.0008653478421032124,0.03862441281945734,0.5116279069767442,0.8186204431736955,0.93859094,1.4874166
Kcnj6,-3.3328483,-1.2404658,0.0008596182043893715,0.03849656858657068,0.3488372093023256,0.6314510364546104,0.4356496,0.82854587
Coro2b,-3.3363194,-1.7799736,0.0008489554404444827,0.038146208502915134,0.18604651162790697,0.4639385275196569,0.118799895,0.35991338
Nln,-3.3369515,-1.6540256,0.0008470273713448286,0.03812332574210309,0.11627906976744186,0.4227305218012866,0.113482356,0.32077414
