names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Microglia (for_DEGs),mean_expr_Rest (for_DEGs)
Ncf1,8.604668,5.330949,7.653838724783404e-18,3.2285501810821043e-17,0.1593851132686084,0.017506532288167228,0.2953318,0.0084995385
Kctd12,8.490827,2.4257948,2.0517213541916216e-17,8.548573854416013e-17,0.29449838187702265,0.2068682344158268,0.5602568,0.1308432
Gm40645,8.477065,5.5229945,2.3094528330614883e-17,9.610499864389374e-17,0.15453074433656958,0.014184397163120567,0.2911605,0.0073233848
Trim30a,8.408774,4.7748427,4.1431880335626095e-17,1.7129937292172229e-16,0.1593851132686084,0.021127286300858528,0.30378184,0.012883217
Sipa1l2,8.397783,2.0609825,4.5498667566545304e-17,1.8791103558454846e-16,0.33737864077669905,0.28521836506159015,0.6638648,0.203611
Ggta1,8.397711,4.9749727,4.5526534232533815e-17,1.8799722987984996e-16,0.156957928802589,0.018551698394923478,0.28843436,0.010574743
Gm26740,8.386463,4.7814703,5.009863773874702e-17,2.0665495794291257e-16,0.156957928802589,0.018439716312056736,0.3107849,0.01316633
Rassf2,8.361962,2.5377586,6.168340059866587e-17,2.5377935600767906e-16,0.23220064724919093,0.11340052258305337,0.43720338,0.090238236
Tmem164,8.311195,1.8543438,9.474245964147825e-17,3.877730221731181e-16,0.36326860841423947,0.33142963792459873,0.7415533,0.26543012
Hps3,8.298432,2.4470997,1.054943093155401e-16,4.311227515298194e-16,0.32119741100323623,0.2625233296005972,0.6298488,0.14918102
Tmem273,8.261598,5.8328238,1.437355057720873e-16,5.842040599146854e-16,0.1488673139158576,0.011758118701007838,0.27644107,0.005571184
Pwwp2a,8.260821,1.3232374,1.4467399183954786e-16,5.878406412715335e-16,0.46116504854368934,0.5625606569615528,0.9437211,0.48688486
Rhobtb1,8.234659,2.9678903,1.8006979431549597e-16,7.294550540113639e-16,0.2532362459546926,0.15147443075774542,0.49609914,0.07889879
Sipa1,8.174629,3.88127,2.9677721433079023e-16,1.1943093828168838e-15,0.17637540453074432,0.046733855916386714,0.32989442,0.026175985
Nfe2l2,8.174503,3.4535015,2.9708714813854364e-16,1.195377608637716e-15,0.18042071197411003,0.05106382978723404,0.35163206,0.037744217
Il21r,8.153703,5.711301,3.529473837604498e-16,1.415477045021386e-15,0.1464401294498382,0.01101157148189623,0.25708836,0.005579803
Apobec3,8.081753,4.4996147,6.384249055852437e-16,2.5440422976531958e-15,0.156957928802589,0.02474804031354983,0.29643312,0.015138229
Gal3st4,8.072878,4.766929,6.866020520013631e-16,2.7331847610780186e-15,0.1553398058252427,0.02306830907054871,0.29670677,0.01260722
Gm26510,8.051259,5.4080563,8.194631836669089e-16,3.2572449327115153e-15,0.14724919093851133,0.013885778275475923,0.27892354,0.0075480035
Gm57375,8.047845,5.6769843,8.426443953153002e-16,3.3479010649300778e-15,0.14563106796116504,0.012094064949608062,0.2779136,0.0062424582
Agps,8.008591,1.4511839,1.1603044004984277e-15,4.588282449064423e-15,0.4457928802588997,0.5309443822321762,0.92921215,0.44498855
Arhgap31,7.9680037,1.9541471,1.6125792301704253e-15,6.362702483800195e-15,0.2896440129449838,0.19899216125419933,0.5866746,0.18726146
Heatr5a,7.967304,2.431131,1.6217287339771131e-15,6.397863908672005e-15,0.2993527508090615,0.23045912653975364,0.5947413,0.1403404
Dgkd,7.8866234,1.2302473,3.1047268166850815e-15,1.2173356130793542e-14,0.46601941747572817,0.5837625979843225,0.9764233,0.5338067
Mir142hg,7.8276434,5.525946,4.970990712597102e-15,1.9405857975807662e-14,0.1423948220064725,0.012579320642030609,0.26919943,0.0066821068
Gsap,7.806489,2.3194098,5.8803158689524795e-15,2.2909103581086433e-14,0.24433656957928804,0.14154535274356103,0.46506226,0.11210441
9930111J21Rik2,7.7535014,5.1633186,8.939266587013053e-15,3.464062491967706e-14,0.14401294498381878,0.015864128406121687,0.2730133,0.008721814
Rab39,7.725691,4.1102347,1.1124822738245943e-14,4.299208787238148e-14,0.16181229773462782,0.037625979843225084,0.2987577,0.019960059
Apobec1,7.657482,4.44126,1.8961351202701415e-14,7.273254915297459e-14,0.1488673139158576,0.023292273236282194,0.2809642,0.014822247
Gmip,7.6567507,3.2797086,1.9069658618750087e-14,7.313755739163786e-14,0.2111650485436893,0.10365808137364688,0.3996802,0.04935561
Gm34589,7.61376,5.380697,2.6623534873407274e-14,1.01774702240497e-13,0.14158576051779936,0.015901455767077268,0.26272082,0.0071858694
Naip2,7.5604167,5.487307,4.017806098981685e-14,1.528507006649269e-13,0.1383495145631068,0.013064576334453154,0.2544148,0.0064374753
Vav2,7.5353765,3.1854575,4.869276810732181e-14,1.847725856579208e-13,0.19983818770226539,0.09044419559537141,0.3811514,0.049742196
Gpr183,7.4988728,4.544234,6.43689338849354e-14,2.434675187905707e-13,0.14724919093851133,0.02456140350877193,0.26849535,0.013114207
Snx18,7.4643,2.4031093,8.374352510433864e-14,3.15594462770488e-13,0.2977346278317152,0.2400522583053378,0.5859815,0.14031105
Scamp2,7.4154663,2.4336765,1.2119779742486826e-13,4.54576328420744e-13,0.2783171521035599,0.20768943635684958,0.52572,0.120468006
Slc24a3,7.3983192,0.34778327,1.3791911811258358e-13,5.163559570412597e-13,0.5946601941747572,0.7347144456886898,1.3612806,1.1877615
Rab8b,7.356188,1.7910594,1.8923671159491795e-13,7.051435918118771e-13,0.37459546925566345,0.38379992534527807,0.75290024,0.28106937
Cd300c2,7.3423796,4.911763,2.0982927582442953e-13,7.807938846977456e-13,0.13673139158576053,0.015192235908921239,0.24649176,0.009243352
Ski,7.3396125,1.3251612,2.142130627611142e-13,7.969959839921266e-13,0.44660194174757284,0.553116834639791,0.91658986,0.46935105
Snx13,7.1811433,0.9887163,6.91308170404087e-13,2.5386702936665053e-12,0.47896440129449835,0.6329600597237776,1.0083467,0.6298714
Lrp1,7.14378,1.2557956,9.079853113547379e-13,3.3248249272420015e-12,0.4571197411003236,0.5630832400149309,0.93540525,0.49977446
Man1a2,7.1271224,0.7504441,1.0248905308441427e-12,3.745757421624335e-12,0.4975728155339806,0.6676371780515118,1.0677936,0.75833625
Nuak1,7.1135154,1.8533828,1.1312385519557895e-12,4.128820957763117e-12,0.37216828478964403,0.39018290406868233,0.75960326,0.2736659
Slc29a3,7.071048,3.3769982,1.5376803556264021e-12,5.594025339247417e-12,0.17313915857605178,0.06465098917506533,0.32459313,0.036245696
Pdgfb,7.0523996,2.7698839,1.758582868403902e-12,6.388146772206684e-12,0.24110032362459546,0.15849197461739456,0.46162972,0.08251368
Rffl,7.0498195,1.7519011,1.7914995657807838e-12,6.506838785148644e-12,0.33737864077669905,0.30302351623740204,0.66638684,0.24782068
Lpxn,7.036261,3.9980996,1.9746655719081964e-12,7.161460914721721e-12,0.15372168284789645,0.04165733482642777,0.2838593,0.020334272
Gm15503,6.998848,5.008193,2.580760669983866e-12,9.329347397076076e-12,0.13268608414239483,0.017319895483389323,0.23776342,0.008305695
Rptor,6.9984107,1.0119488,2.588819554744451e-12,9.357221070215684e-12,0.4741100323624595,0.6362821948488242,1.0047054,0.6197215
Gcnt1,6.952006,4.9083557,3.601283872893843e-12,1.294535085814817e-11,0.13106796116504854,0.016274729376633074,0.2348652,0.008777017
Arhgap39,6.939886,0.5755151,3.924166881091213e-12,1.4094688423328549e-11,0.5169902912621359,0.6882045539380366,1.0940603,0.8471355
Pald1,6.9381294,3.3437922,3.973259017423892e-12,1.4269108500157709e-11,0.17718446601941748,0.07275102650242628,0.33087277,0.037900966
Asb2,6.9127493,5.2605867,4.753488582902373e-12,1.703925269778372e-11,0.12864077669902912,0.014296379245987308,0.2368465,0.0069471723
Frrs1,6.9039054,3.8623803,5.0591989583413106e-12,1.8118176197605094e-11,0.15048543689320387,0.040276222471071293,0.28201267,0.02215305
Ebf3,6.873601,4.4898534,6.260113371697181e-12,2.232964905051152e-11,0.12944983818770225,0.015565509518477044,0.23560987,0.011755035
Irag2,6.85277,4.530972,7.243348132246586e-12,2.5802567189906638e-11,0.13996763754045308,0.02877939529675252,0.25852892,0.012680667
Herc2,6.851087,0.4364643,7.32908455774556e-12,2.610106057874396e-11,0.5372168284789643,0.7483762597984323,1.1543021,0.9573732
Adcy7,6.8100367,4.4206448,9.757402625931943e-12,3.46388437784108e-11,0.14158576051779936,0.03154162000746547,0.26593506,0.014124878
Trim30d,6.7980156,5.3453193,1.0607014041012443e-11,3.7588732695231186e-11,0.12459546925566344,0.011758118701007838,0.22613698,0.0062222625
Dennd1c,6.791674,5.767145,1.1083978027969299e-11,3.926001708562287e-11,0.12297734627831715,0.010078387458006719,0.22509003,0.004624472
Adap2os,6.788247,4.9233093,1.1350410666557262e-11,4.017196188229631e-11,0.12864077669902912,0.016573348264277716,0.23893347,0.008855336
Cysltr1,6.7763085,5.379495,1.232850581864768e-11,4.357628931163682e-11,0.12378640776699029,0.011235535647629713,0.22927594,0.0061711464
Acss1,6.7318454,2.0667922,1.6752441795405604e-11,5.899582058224753e-11,0.2807443365695793,0.22314296379245988,0.5646797,0.16647844
Rnase4,6.710621,4.2293096,1.937981374603895e-11,6.81170498368646e-11,0.13268608414239483,0.022508398656215005,0.2464075,0.014787496
Arhgap4,6.6604543,3.4908822,2.7298207741992623e-11,9.543362503608401e-11,0.17313915857605178,0.07364688316536021,0.32949883,0.034125138
Lgals9,6.6594367,4.9468803,2.7487876147606414e-11,9.60841982680089e-11,0.12378640776699029,0.013363195222097798,0.21915996,0.007913003
Cyba,6.6278396,4.098873,3.4063496479707905e-11,1.186987615626704e-10,0.12944983818770225,0.020156774916013438,0.24709229,0.016225835
Tubgcp5,6.6204824,1.8377689,3.5802817212469476e-11,1.2467881006986194e-10,0.37297734627831713,0.40619634191862636,0.7579171,0.27550256
Itgav,6.5716395,1.785778,4.976421737934895e-11,1.722706159473211e-10,0.32281553398058255,0.2967525195968645,0.6374254,0.22998656
Plekho1,6.5512075,2.6703038,5.707361950903863e-11,1.972434927598544e-10,0.22896440129449838,0.15177304964539007,0.43833613,0.0828891
Cerk,6.538572,2.0027378,6.210910268283604e-11,2.1442523308336172e-10,0.32281553398058255,0.30242627846211273,0.62735504,0.19700411
Rab3il1,6.482084,4.4439836,9.046434580321069e-11,3.1072184222577926e-10,0.1302588996763754,0.024337439343038447,0.24616136,0.012741696
Lpar6,6.44859,3.6867573,1.1289559482979681e-10,3.8672930049421726e-10,0.14563106796116504,0.04307577454273983,0.27131382,0.023916058
Tlr4,6.3665495,3.9413419,1.9332780070659452e-10,6.56810975469237e-10,0.13187702265372167,0.02814483016050765,0.2489527,0.01823349
Son,6.3362217,0.3024194,2.3546768943558325e-10,7.976571879896774e-10,0.5687702265372169,0.79324374766704,1.2163699,1.0735701
Mknk1,6.3305492,2.5575254,2.4428991397872324e-10,8.270215432289648e-10,0.25,0.189324374766704,0.47636503,0.09862707
Fcgr1,6.276181,5.167705,3.4698972765489824e-10,1.1672025515882718e-09,0.11488673139158576,0.010526315789473684,0.20326702,0.006251163
Il10rb,6.229965,4.020355,4.665393616104935e-10,1.5628865037369357e-09,0.13187702265372167,0.030944382232176184,0.24703687,0.017121375
Gns,6.199114,1.8369787,5.67818761879818e-10,1.8981450773464428e-09,0.36245954692556637,0.39212392683837255,0.7218966,0.25946456
Arpc1b,6.179639,2.909053,6.424846916468751e-10,2.1437431596363506e-09,0.15857605177993528,0.06326987681970885,0.29306728,0.04433873
Nr6a1os,6.1312504,3.079087,8.719095621315082e-10,2.8959468398607695e-09,0.17637540453074432,0.08805524449421426,0.35192075,0.048706308
Bach2,6.1266084,0.79135185,8.977212863991969e-10,2.9794677576020776e-09,0.48058252427184467,0.6221351250466592,1.052088,0.7308316
Nlrp3,6.101299,5.7470603,1.0521016464846983e-09,3.4785248235565206e-09,0.11003236245954692,0.0083986562150056,0.19952635,0.004103156
Bco2,6.0161443,5.275764,1.7862042633195985e-09,5.868832056174812e-09,0.11084142394822007,0.01093691675998507,0.20519076,0.005861912
Itpkb,5.997546,2.3940167,2.003212814612804e-09,6.568191376283838e-09,0.20711974110032363,0.13060843598357597,0.39898884,0.08918586
Rap1a,5.988089,1.1876353,2.1232076631550286e-09,6.959086351424204e-09,0.4441747572815534,0.5569988801791713,0.92184466,0.5096127
Rab31,5.985286,1.5453026,2.1600984354609855e-09,7.07827377571179e-09,0.32928802588996764,0.31097424412094066,0.638432,0.2670743
Ltc4s,5.9541564,4.446557,2.6141665045976584e-09,8.540140301342138e-09,0.11326860841423948,0.014557670772676373,0.2089978,0.010603854
Lmo2,5.9472237,3.1436799,2.7272880779254713e-09,8.90536282098158e-09,0.15776699029126215,0.06767450541246733,0.28661734,0.036868334
Slfn8,5.921635,5.6774325,3.187561094138553e-09,1.039312784850175e-08,0.1076051779935275,0.009070548712206047,0.203193,0.004392851
Eml4,5.902142,0.8275813,3.5881242995854737e-09,1.168357972974572e-08,0.4692556634304207,0.6411720791340052,0.9872961,0.6672499
Lacc1,5.9000187,2.9205837,3.6346085656505704e-09,1.1833506865264853e-08,0.1925566343042071,0.11478163493840986,0.36428794,0.05642276
Ighm,5.8674073,4.6999254,4.426622624789418e-09,1.4375555949733098e-08,0.11245954692556634,0.015453527435610303,0.21790108,0.0093237385
Nfkb1,5.854106,1.3666031,4.795823320982086e-09,1.555574271303581e-08,0.4077669902912621,0.4995147443075775,0.8247449,0.40339062
Man1a,5.826407,0.63220346,5.663341569140585e-09,1.8320971341537147e-08,0.49514563106796117,0.5597237775289287,1.0754935,0.809216
Parp14,5.8232985,4.765166,5.769743308179838e-09,1.865844297638612e-08,0.11003236245954692,0.013549832026875699,0.2153975,0.008800001
Traf3ip3,5.80967,5.429723,6.259614863042725e-09,2.022070826760736e-08,0.10679611650485436,0.010265024262784622,0.1957179,0.0050029564
Dennd2c,5.798458,4.781032,6.692750512460255e-09,2.159133224514432e-08,0.11165048543689321,0.01593878312803285,0.20879999,0.0084100375
Irf5,5.7575564,5.0734563,8.53402581477145e-09,2.7426058323514992e-08,0.10922330097087378,0.013960432997387084,0.19278094,0.006294598
Map4k4,5.7490487,0.8908895,8.974706137334036e-09,2.882160319232288e-08,0.47815533980582525,0.6415453527435611,1.0081385,0.6619771
Clic1,5.7318654,4.0191493,9.933199862428318e-09,3.1850248246234956e-08,0.11407766990291263,0.01959686450167973,0.20582734,0.013997071
Ulk2,5.7248573,0.6758879,1.0352080666145274e-08,3.316961692097824e-08,0.49271844660194175,0.6852183650615902,1.0301634,0.75502366
ENSMUSG00000095041,5.7150207,0.81469196,1.096907418118074e-08,3.510469547979115e-08,0.45792880258899676,0.566106756252333,0.95559347,0.6469835
Liph,5.71184,5.265371,1.117611260537334e-08,3.575025544123591e-08,0.1076051779935275,0.013027248973497574,0.19759591,0.0056640436
Cmklr1,5.703201,5.052892,1.175782719525116e-08,3.75752636460988e-08,0.1076051779935275,0.013101903695408734,0.1964272,0.0065172594
Tm6sf1,5.698618,2.5350904,1.2078257320266772e-08,3.857634306377845e-08,0.21601941747572814,0.15143710339678984,0.40717468,0.08315232
Trim14,5.682728,4.8831277,1.3256326257871636e-08,4.224854543340184e-08,0.11084142394822007,0.017245240761478164,0.20969942,0.007874973
Cd300a,5.6824956,5.2366953,1.3274322066267817e-08,4.229586551886828e-08,0.10598705501618123,0.011720791340052258,0.20218053,0.005925049
I830077J02Rik,5.6555014,5.2549257,1.553919866188971e-08,4.940096455904409e-08,0.10679611650485436,0.013139231056364315,0.19526315,0.0056311483
Arid1a,5.632858,1.104801,1.772473581704765e-08,5.6229474782062614e-08,0.44660194174757284,0.5831653602090332,0.9078249,0.5233379
Disc1,5.6288056,2.3025846,1.8146191191281186e-08,5.753931523598366e-08,0.25,0.20406868234415826,0.4769456,0.116786085
Dhrs3,5.589817,3.3766658,2.273090400537406e-08,7.188176893308238e-08,0.12864077669902912,0.03915640164240388,0.23017786,0.024613392
Gdi2,5.573107,1.4552928,2.502359309139518e-08,7.897391899997516e-08,0.3988673139158576,0.4767450541246734,0.80525,0.37239224
Myo18b,5.5571394,4.405332,2.7423186332747616e-08,8.642517203388792e-08,0.1156957928802589,0.025121313923105636,0.21827517,0.011445623
Rp2,5.5290427,2.4538603,3.219827573375624e-08,1.0122471849374402e-07,0.23300970873786409,0.17984322508398656,0.44710824,0.09794541
Ms4a6b,5.5273314,5.0534687,3.251388571636114e-08,1.0219301780309087e-07,0.10436893203883495,0.01276595744680851,0.19318917,0.0063969474
Ctsb,5.491295,1.442247,3.9899741041206386e-08,1.249832177404075e-07,0.3932038834951456,0.4471071295259425,0.81565326,0.38111138
Fes,5.403397,5.2280655,6.539053573066153e-08,2.031029586270807e-07,0.10032362459546926,0.010526315789473684,0.1773962,0.0051654493
Swap70,5.3911333,2.7268364,7.001477432734265e-08,2.1726492506937258e-07,0.14320388349514562,0.05983575961179544,0.26271114,0.044385426
Tcirg1,5.368062,3.3871756,7.958724369672612e-08,2.464288128752052e-07,0.12864077669902912,0.04363568495707353,0.23421267,0.024911463
Suclg2,5.352882,2.4461381,8.656438290797214e-08,2.676314542327939e-07,0.2111650485436893,0.15106382978723404,0.4060492,0.08792978
Wdfy3,5.3435054,0.25288302,9.116604077637486e-08,2.8166396638624727e-07,0.5266990291262136,0.7609182530795073,1.1286762,1.0135204
Arhgap17,5.3131723,1.4936361,1.0773303222377237e-07,3.31932871901475e-07,0.3843042071197411,0.4606569615528182,0.7704158,0.34512743
Pacsin2,5.30508,2.138905,1.1262369607105165e-07,3.4660390716174065e-07,0.26294498381877024,0.2309443822321762,0.51146036,0.14115967
Rap1b,5.300943,1.7265856,1.152062093296859e-07,3.542676636173793e-07,0.3454692556634304,0.3783874580067189,0.66828805,0.25256878
Ggt5,5.2909803,4.6684346,1.21662447252668e-07,3.7373613326617006e-07,0.10032362459546926,0.012541993281075027,0.18495123,0.007957373
E330020D12Rik,5.2823396,4.5334387,1.2754462450967056e-07,3.9140293062755227e-07,0.10194174757281553,0.014557670772676373,0.18690081,0.008835012
Ddx60,5.260295,4.2284236,1.4382463733200884e-07,4.405070107273541e-07,0.10517799352750809,0.0185143710339679,0.20365313,0.011977832
Nr3c1,5.256287,0.7982408,1.4699270932294894e-07,4.500050244397446e-07,0.4684466019417476,0.6309070548712206,0.9783638,0.6702055
Smyd3,5.2520223,0.34717527,1.5043813208423572e-07,4.604479563849429e-07,0.5347896440129449,0.7351250466592012,1.2074547,1.0450093
Pum2,5.2350874,0.6763493,1.6490665197643072e-07,5.035846958298321e-07,0.48705501618122976,0.689063083240015,1.0114876,0.7394908
Traf5,5.2315006,3.4707546,1.6813942013476089e-07,5.133400998774032e-07,0.12216828478964402,0.03859649122807018,0.22638342,0.022656884
Sat1,5.2110524,2.3579075,1.8777216741776953e-07,5.721748852932034e-07,0.18042071197411003,0.10981709593131765,0.3385169,0.07565326
Naip5,5.2064357,5.481726,1.9250255674617294e-07,5.863897176929676e-07,0.09546925566343042,0.008809257185516985,0.17662577,0.00431391
Notch2,5.1694264,1.9327433,2.3481336274766753e-07,7.129305149186244e-07,0.23220064724919093,0.18152295632698767,0.4369371,0.13411744
Stard9,5.1479735,1.8064339,2.633157047183948e-07,7.974856836996469e-07,0.3050161812297735,0.30339678984695784,0.60109484,0.21156621
Hcls1,5.136436,5.3272595,2.7999755252435795e-07,8.470540684901485e-07,0.09466019417475728,0.009182530795072788,0.16870312,0.004566824
Trim12a,5.0860395,3.6788456,3.656176977131826e-07,1.100374948202645e-06,0.10598705501618123,0.022508398656215005,0.18902098,0.016115919
B430010I23Rik,5.0623517,3.3020592,4.1411621105521064e-07,1.2429962679907854e-06,0.11731391585760517,0.03598357596117954,0.22108449,0.024776505
Arhgef6,5.031028,2.2095447,4.878572413717454e-07,1.4605820697112867e-06,0.23220064724919093,0.1896976483762598,0.4444698,0.11422166
Il13ra1,5.0279694,3.901335,4.957005554836072e-07,1.4835680469864696e-06,0.10841423948220065,0.026614408361328855,0.20918582,0.015451463
Trp53cor1,5.01284,4.7895703,5.363253803045783e-07,1.6028320508045845e-06,0.09546925566343042,0.012355356476297126,0.17327079,0.0068172337
Pik3r6,5.0046663,4.2415104,5.595886394052456e-07,1.6706829712021056e-06,0.10517799352750809,0.023441582680104517,0.19708285,0.011450832
Slc15a3,4.97917,4.496817,6.385763525440566e-07,1.9018561951738859e-06,0.09870550161812297,0.016573348264277716,0.18337272,0.008874756
Ecscr,4.9716525,5.0288744,6.638462267599025e-07,1.9749278247385493e-06,0.09142394822006472,0.008585293019783502,0.15507965,0.0051251845
Rassf4,4.9684286,4.3764143,6.749758784788665e-07,2.0075937408376294e-06,0.09870550161812297,0.01672265770810004,0.17939143,0.009415864
Snx5,4.9591837,1.887415,7.078999613317926e-07,2.102030275277408e-06,0.3155339805825243,0.33101903695408735,0.610295,0.20482297
Mlph,4.9051948,5.3986034,9.333457273748685e-07,2.7577523306094916e-06,0.08980582524271845,0.008100037327360955,0.16585846,0.004267588
Sting1,4.9038877,5.069797,9.395813210799058e-07,2.7758713686000075e-06,0.09061488673139159,0.008958566629339306,0.16194864,0.0052206344
Il1rl2,4.854013,4.9638424,1.2098789110607893e-06,3.557221396236285e-06,0.09385113268608414,0.013549832026875699,0.17522798,0.0061180717
Ntpcr,4.8377037,3.3284724,1.3134776137150722e-06,3.856752647855315e-06,0.12297734627831715,0.04699514744307577,0.2239177,0.024676235
Akna,4.8254976,4.7172823,1.3965427213662185e-06,4.096179775473234e-06,0.09223300970873786,0.012206047032474803,0.16484588,0.0067896415
Spacdr,4.8020144,2.0130324,1.5707735970886175e-06,4.595175454956032e-06,0.2168284789644013,0.16689063083240016,0.3990841,0.11467768
C3ar1,4.792726,5.4529366,1.6453005616103471e-06,4.806918135312604e-06,0.08818770226537216,0.0083986562150056,0.16205539,0.0040083015
Pycard,4.754342,3.6258261,1.9909387200936917e-06,5.792801668534651e-06,0.11326860841423948,0.0374020156774916,0.20613614,0.018374125
Rel,4.7430797,2.717446,2.1049355180534624e-06,6.121833247115114e-06,0.17233009708737865,0.11082493467711833,0.32162136,0.05607736
Tmsb4x,4.719978,0.51656204,2.3587044471500804e-06,6.8428404766705534e-06,0.5679611650485437,0.7283687943262411,1.322919,1.0734327
Gpr160,4.7057433,4.9173613,2.5294250470670446e-06,7.3294134600120226e-06,0.09061488673139159,0.012653975363941769,0.163749,0.0058704726
Adamts16,4.700474,2.2672143,2.5955877923035338e-06,7.519508784818971e-06,0.20469255663430422,0.15599104143337067,0.3966825,0.096346684
Zc3hav1,4.6846967,3.7261095,2.803748713326278e-06,8.107697796715142e-06,0.10275080906148867,0.026502426278462114,0.1906583,0.015747791
Sdk1,4.6785297,0.95143133,2.8893933650864797e-06,8.348172012889647e-06,0.40614886731391586,0.46592011944755507,0.9117717,0.57089406
Edem1,4.6689286,2.3107836,3.027744902092921e-06,8.743203172405889e-06,0.220873786407767,0.1799925345278089,0.41119033,0.097590595
Pon3,4.643355,4.4767585,3.4279714886041166e-06,9.873469171271585e-06,0.09061488673139159,0.013736468831653602,0.16405542,0.00797499
Rasa4,4.6381497,3.8595226,3.515422815951991e-06,1.0122097199381697e-05,0.1076051779935275,0.03314669652855543,0.19667158,0.014862264
Wdfy2,4.626382,1.516629,3.7210861142751867e-06,1.0699366922479857e-05,0.3640776699029126,0.43269876819708847,0.7310167,0.3195293
Gna12,4.6235304,1.6089228,3.772632186966971e-06,1.084061884972757e-05,0.3325242718446602,0.3613288540500187,0.6633748,0.26896515
Cd200r1,4.6144776,5.099451,3.940847948173258e-06,1.131309662045037e-05,0.08656957928802589,0.009891750653228816,0.1625384,0.005134818
Arhgap12,4.609321,0.89935434,4.039855164154921e-06,1.1589889842071613e-05,0.42394822006472493,0.5387831280328481,0.864032,0.55155224
Eya4,4.604127,2.2654297,4.141995069192144e-06,1.1876577474036164e-05,0.15210355987055016,0.08555431131019037,0.2949497,0.06892145
Ptpn6,4.5962214,4.8567414,4.3022134150673e-06,1.2326772708771417e-05,0.08737864077669903,0.01104889884285181,0.15821956,0.0058987997
Rasal3,4.595745,5.4934893,4.312056881213532e-06,1.2353659067939826e-05,0.08414239482200647,0.007540126913027249,0.1533732,0.0036726273
Mapk14,4.5955133,0.9230469,4.316856411932992e-06,1.23660908090234e-05,0.441747572815534,0.6059350503919373,0.8917874,0.5648444
Txnip,4.5816584,3.7717674,4.6130356851797034e-06,1.3193429362509699e-05,0.09304207119741101,0.017357222844344905,0.1653799,0.013080693
Tifab,4.572307,5.5662246,4.8238342758753436e-06,1.3784582260211687e-05,0.08333333333333333,0.0070921985815602835,0.1531771,0.0034875632
Gsdmd,4.5591354,5.4304733,5.1364681108116045e-06,1.465303090959845e-05,0.08333333333333333,0.007316162747293766,0.14774601,0.0036851685
Snx24,4.553693,1.3769135,5.271229552364938e-06,1.5034278534343051e-05,0.3883495145631068,0.48861515490854796,0.810427,0.3926269
Sncaip,4.553263,1.8985555,5.282012777038596e-06,1.5063434867228517e-05,0.24919093851132687,0.22370287420679358,0.50799173,0.1634302
Cd9,4.5370727,1.7937781,5.704045678735424e-06,1.624459007817921e-05,0.17313915857605178,0.11026502426278462,0.31806862,0.10255945
Hvcn1,4.4996953,5.259976,6.805097938639697e-06,1.9318857011225427e-05,0.0825242718446602,0.007502799552071669,0.14207402,0.003976092
Ptafr,4.498728,5.3272786,6.836129854592156e-06,1.9402852983298958e-05,0.08333333333333333,0.008435983575961179,0.15301475,0.0041097966
Atp6v0b,4.4751334,0.3538484,7.636361450950975e-06,2.1614772167602726e-05,0.5210355987055016,0.7505412467338559,1.1070075,0.94963855
Man1c1,4.4717355,1.6988553,7.758742902174705e-06,2.1951923952978238e-05,0.308252427184466,0.32777155655095186,0.59735745,0.22454798
Bbs9,4.471115,1.2684275,7.781283821881637e-06,2.2013381374390355e-05,0.3932038834951456,0.4984695782008212,0.8314095,0.4306235
Nlrp1c-ps,4.43361,5.6284113,9.266826017587674e-06,2.6136203956395594e-05,0.08090614886731391,0.006980216498693542,0.14856292,0.0032325606
Cryl1,4.4290667,1.9784998,9.464186973373288e-06,2.6687239371869057e-05,0.2872168284789644,0.2931317655841732,0.56663024,0.17684066
Dglucy,4.418358,3.1069973,9.945365113255519e-06,2.802348580045887e-05,0.13268608414239483,0.06703994027622247,0.24616197,0.031880837
Glrp1,4.4111824,5.709671,1.0280773363114291e-05,2.8953399042750343e-05,0.08009708737864078,0.006494960806270996,0.14824565,0.0030487794
Ostf1,4.3965955,2.3549256,1.099619809893254e-05,3.091637992239378e-05,0.1610032362459547,0.10141843971631205,0.293151,0.064465165
Erbin,4.395301,0.9070256,1.1061936349696177e-05,3.1097952470844976e-05,0.40048543689320387,0.44777902202314296,0.8156819,0.51421136
Gm12185,4.382311,5.3495536,1.1742710926232108e-05,3.294973293523984e-05,0.08009708737864078,0.006980216498693542,0.14360785,0.0037804015
Dock1,4.3574796,1.1637976,1.3156887707319586e-05,3.686398046878804e-05,0.30339805825242716,0.2843598357596118,0.6001546,0.31266788
Tal1,4.327236,4.9321632,1.5099205496573683e-05,4.221806989520654e-05,0.08171521035598706,0.009742441209406495,0.14650206,0.005154608
Klf3,4.3237786,1.8389223,1.5337916199643323e-05,4.288105382212216e-05,0.2807443365695793,0.2810377006345651,0.54963386,0.18630448
Actb,4.3183923,0.68806046,1.571700646470463e-05,4.392261713017301e-05,0.517799352750809,0.6903322135125046,1.1321124,0.83500016
Fgd3,4.2902,2.4662514,1.7851208243115815e-05,4.9767790567806795e-05,0.14805825242718446,0.08771929824561403,0.27568808,0.055854205
Oma1,4.255106,2.175367,2.0894987780913254e-05,5.80788581434922e-05,0.22815533980582525,0.19955207166853303,0.42573863,0.111088574
Hk3,4.2322936,5.2412915,2.3131996952168395e-05,6.413752534359351e-05,0.08009708737864078,0.009779768570362075,0.14877887,0.004231975
