names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Microglia (for_DEGs),mean_expr_Rest (for_DEGs)
Gm12239,-2.2888863,-1.6954776,0.022085954318807298,0.049715137182403626,0.0056634304207119745,0.04430757745427398,0.010903448,0.0348919
Spata48,-2.2891777,-0.54061055,0.022069032289284685,0.04968120790994299,0.009708737864077669,0.04860022396416573,0.016330553,0.02366697
1700048O20Rik,-2.2907348,-1.7876182,0.02197876370834924,0.049486289663427524,0.003236245954692557,0.04184397163120567,0.005465169,0.018743109
Gm50163,-2.2949312,-1.5320748,0.02173707408107494,0.048954419626056796,0.003236245954692557,0.041918626353116835,0.006589158,0.018938402
Usb1,-2.2958877,-1.3849806,0.021682309405377274,0.048835176338850574,0.0040453074433656954,0.042777155655095184,0.007445482,0.019329805
Gm20751,-2.2961106,-3.283942,0.021669561978125803,0.04881055665623609,0.0016181229773462784,0.04023889511011571,0.0018751903,0.018116647
Fndc10,-2.2973385,-1.3084565,0.021599465182882374,0.048660822458627434,0.0056634304207119745,0.04445688689809631,0.009532125,0.02344473
Cep112it,-2.2991672,-2.4718714,0.021495455521439905,0.048438685832027026,0.0024271844660194173,0.04113475177304964,0.003222248,0.017746266
Gm32200,-2.300041,-23.894571,0.021445905963034403,0.04833108221309523,0.0,0.03863381858902576,0.0,0.015474573
Acot6,-2.3015835,-0.94554025,0.021358672330017,0.0481425656830431,0.008090614886731391,0.047069802164986935,0.013349004,0.025552077
Etaa1os,-2.3024933,-1.142919,0.021307371843170976,0.048034992988170495,0.0048543689320388345,0.043710339678984696,0.008887981,0.019522764
Lrrc10b,-2.3026767,-1.2849723,0.021297043644841133,0.04801573776949834,0.0056634304207119745,0.044568868980963045,0.009841035,0.023812957
Shpk,-2.3051739,-1.6526951,0.021156831262803624,0.04771162870596168,0.0040453074433656954,0.04288913773796193,0.005932066,0.018534243
Gm47071,-2.3069954,-0.7132035,0.02105508189085136,0.04748615497793991,0.007281553398058253,0.046360582306830905,0.012789319,0.020882418
Scml2,-2.3089478,-2.9938674,0.02094647395226766,0.04724517376793688,0.0016181229773462784,0.040462859275849195,0.0026235285,0.020710694
Gm44767,-2.3111522,-24.00123,0.02082445197102015,0.0469738939272424,0.0,0.03882045539380366,0.0,0.016652139
Trim13,-2.3123748,-1.5326335,0.020757040063595914,0.046825763286778795,0.0056634304207119745,0.04471817842478537,0.009385454,0.026915707
Ddit4l,-2.3125637,-2.760058,0.020746647845025258,0.046806249168415505,0.0024271844660194173,0.041358715938783125,0.0037111414,0.02487487
Gm5817,-2.3127937,-0.30287415,0.02073398537078578,0.04678160944772977,0.010517799352750809,0.04986935423665547,0.019561302,0.024076194
Samd15,-2.313342,-2.2403529,0.020703840219382916,0.046717516517871926,0.003236245954692557,0.04221724524076148,0.0036444883,0.017104968
Stc1,-2.3133671,-3.1237593,0.020702457425192437,0.046717516517871926,0.0016181229773462784,0.04053751399776036,0.002273118,0.019642157
Ccdc81,-2.3158376,-5.598834,0.020567137180139475,0.04643244631409407,0.0008090614886731392,0.03971631205673759,0.0003472906,0.016693864
Zim1,-2.3176534,-2.714622,0.02046815845371117,0.04622452661381905,0.0016181229773462784,0.04061216871967152,0.00308195,0.020059258
Spag5,-2.3177147,-2.7372968,0.020464833736946623,0.046220902959717224,0.0016181229773462784,0.04061216871967152,0.0028255072,0.018691903
U2af1l4,-2.3183763,-1.2957343,0.020428878694653672,0.04614357519547278,0.008090614886731391,0.047331093691676,0.013128431,0.031927884
Slc52a2,-2.3205554,-1.4689243,0.020310850817992894,0.04588469492849076,0.0048543689320388345,0.04400895856662934,0.007631362,0.02098388
Scn7a,-2.3214724,-2.2291434,0.02026136372536807,0.045776746262561174,0.003236245954692557,0.04232922732362822,0.0052413726,0.024340307
Ifit1bl2,-2.325133,-1.1994108,0.020064850268547006,0.045340385730036,0.0048543689320388345,0.04412094064949608,0.007919723,0.018094823
Gm43598,-2.325552,-3.7705808,0.02004246767729463,0.0452936170301856,0.0008090614886731392,0.03990294886151549,0.0011855277,0.016059624
Best3,-2.3266108,-2.9391801,0.01998598393861418,0.04517356901333807,0.0016181229773462784,0.04076147816349384,0.0026644943,0.020256711
Gm11437,-2.3277903,-1.3234539,0.019923238654977072,0.04503553652386926,0.0048543689320388345,0.04415826801045166,0.008034265,0.019986833
Gm43138,-2.3286965,-0.8421463,0.019875148791362658,0.04493061147769768,0.006472491909385114,0.04587532661440836,0.010564013,0.018859694
Gm10778,-2.328862,-0.45195445,0.019866381429094446,0.04491457038281597,0.009708737864077669,0.04927211646136618,0.0159144,0.021706043
Gm7276,-2.3299713,-2.996849,0.01980767013214705,0.04478560219208947,0.0008090614886731392,0.039977603583426655,0.0020827106,0.016505696
Med9,-2.330534,-0.80108845,0.019777944244265044,0.044722154493259426,0.009708737864077669,0.04927211646136618,0.01576056,0.027302817
Zfp599,-2.3326628,-0.94890773,0.019665850800456616,0.04447242981049228,0.0056634304207119745,0.04509145203434117,0.010252617,0.019698273
Mrpl49,-2.3334215,-1.0319027,0.01962603290996553,0.04438985726353315,0.008090614886731391,0.04759238521836506,0.0141845895,0.028791692
Pgbd1,-2.3342197,-0.40554377,0.01958421523987979,0.04429900357736931,0.009708737864077669,0.049384098544232924,0.016584925,0.021909602
Neu2,-2.3362677,-1.9048611,0.0194772954605572,0.044060862857818815,0.0024271844660194173,0.041769316909294515,0.0053556026,0.019909559
Mreg,-2.337233,-1.8241372,0.019427063536819226,0.04395093013676287,0.003236245954692557,0.042627846211272864,0.005229083,0.01839423
Gm48530,-2.3379452,-3.5147333,0.019390093546503052,0.04387531225384629,0.0016181229773462784,0.04094811496827174,0.0024084267,0.027188152
Chrna5,-2.3392973,-1.6306047,0.019320057091257573,0.043730935392308226,0.003236245954692557,0.042665173572228446,0.0067147925,0.020647217
Gm10644,-2.3410735,-1.3437818,0.019228377188539557,0.04352708467195096,0.0048543689320388345,0.044382232176185143,0.008681063,0.021888519
Gm56620,-2.3420482,-2.689263,0.019178244844985638,0.04341725831870959,0.0016181229773462784,0.041022769690182904,0.0028624912,0.01832023
A730020E08Rik,-2.3443062,-1.8671422,0.01906250992482306,0.043158884536568555,0.003236245954692557,0.0427398282941396,0.005440468,0.019705985
Gm42567,-2.345022,-0.3133563,0.019025963585503295,0.04308340144467163,0.009708737864077669,0.049570735349010825,0.017043434,0.021134706
Hbegf,-2.3454983,-1.8847014,0.01900166395485385,0.043032002567797975,0.0040453074433656954,0.04359835759611796,0.0073059476,0.026717825
Gm47710,-2.3460233,-2.7901936,0.01897491994083928,0.042975058901749116,0.0024271844660194173,0.041918626353116835,0.0034777068,0.023812214
