names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Excitatory (for_DEGs),mean_expr_Rest (for_DEGs)
Vdac2,19.93321,-0.33569068,2.0966946463578597e-88,8.991092427008569e-88,0.3976444560124935,0.2165428977721599,0.20859846,0.25674632
Vamp2,19.918154,-0.38984865,2.832422019822034e-88,1.2132501143411136e-87,0.5180895366996356,0.2998103965871386,0.3263021,0.40915173
Atpif1,19.889536,-0.4359269,5.0137110719846847e-88,2.144173428365884e-87,0.5336413326392504,0.30929056723021014,0.3342243,0.4297415
BC031181,19.796146,-0.25984022,3.213610764277924e-87,1.3684583397170812e-86,0.3514445601249349,0.18249328487912783,0.18557468,0.21845329
Eno1,19.701319,-0.27878442,2.100783177835891e-86,8.913318172817052e-86,0.32945080687142114,0.1673250118502133,0.16687626,0.19911471
Bnip3l,19.548374,-0.27572754,4.2588173222347143e-85,1.7975875188257426e-84,0.3674518479958355,0.196160530889556,0.18643558,0.22162977
Igsf8,19.420597,-0.37864697,5.168594039973004e-84,2.1710195693930687e-83,0.4161244143675169,0.23171117080107442,0.22956744,0.28930885
Zfp706,19.408966,-0.44612765,6.481816512801468e-84,2.721775428957266e-83,0.3778630921395107,0.20192763469742456,0.19915053,0.2625344
Tmem50a,19.400486,-0.39284724,7.644420200155017e-84,3.208960643308316e-83,0.3757157730348777,0.20169063043134777,0.19750443,0.2520815
Sub1,19.372257,-0.52526754,1.3232922113665788e-83,5.550555997411797e-83,0.47898230088495575,0.27294991309843575,0.27469277,0.37498397
Arl8a,19.337914,-0.25603467,2.5769147923307262e-83,1.0788672556859865e-82,0.3321186881832379,0.17024806446516036,0.16961059,0.19945574
Ypel3,19.201448,-0.4257981,3.599164767588669e-82,1.5028680233893946e-81,0.41378188443519,0.23147416653499764,0.23644318,0.30624062
Fis1,19.13312,-0.38366663,1.3382313162871868e-81,5.579251430354803e-81,0.3502082248828735,0.18438931900774214,0.17615464,0.22418748
Set,19.089405,-0.4356297,3.092753885711339e-81,1.2866124308571555e-80,0.42080947423217074,0.23574024332437984,0.23785044,0.3098149
Dbndd2,18.836136,-0.26537243,3.8184198468840366e-79,1.5775052473212495e-78,0.32515616866215513,0.16661399905198293,0.16065957,0.19019188
Selenof,18.820105,-0.34583116,5.1682893425363397e-79,2.1332094413817427e-78,0.35079385736595525,0.18620635171433086,0.17986149,0.22348721
Vdac3,18.763159,-0.31928727,1.5114563719958214e-78,6.220375664807432e-78,0.3757157730348777,0.20785274134934428,0.19110188,0.23328866
Ndufv3,18.71817,-0.37602812,3.5203259172030377e-78,1.446126852090592e-77,0.3610749609578345,0.19718754937588875,0.1893332,0.23941879
Slc25a3,18.532282,-0.26129737,1.1337653289332473e-76,4.624206798487607e-76,0.6803748047891723,0.4014852267340812,0.49532434,0.5700267
Spcs2,18.492659,-0.27428684,2.3659993940315492e-76,9.631026165373084e-76,0.33133784487246226,0.17585716542897772,0.16939431,0.20150198
Psma4,18.428907,-0.29120788,7.702353927441893e-76,3.128208132260636e-75,0.2961998958875586,0.14773265918786538,0.14328018,0.1727
Uqcrc1,18.391588,-0.33016047,1.5342118520359328e-75,6.223471084572088e-75,0.32320406038521604,0.16906304313477644,0.16007629,0.19740908
Atp5a1,18.375555,-0.34282,2.0618733458632765e-75,8.361384968811687e-75,0.6474492451847996,0.38402591246642437,0.43619084,0.52678365
H3f3b,18.299034,-0.47327277,8.422855538595057e-75,3.407952542117892e-74,0.4668792295679334,0.27097487754779587,0.2830606,0.37446806
Pkm,18.24082,-0.5196534,2.4475492039238557e-74,9.889570993899851e-74,0.5657860489328475,0.33378100805814503,0.3526679,0.4738793
Ap2m1,18.231346,-0.46829858,2.910685169825293e-74,1.17538488898716e-73,0.3476704841228527,0.1873123716226892,0.1786949,0.23955645
H3f3a,18.21816,-0.4600294,3.703976315121841e-74,1.493729440527287e-73,0.46928682977615827,0.2746089429609733,0.282047,0.37033364
Gnb2,18.149525,-0.31909442,1.29515873526341e-73,5.214401440894191e-73,0.3021212909942738,0.15326275872965714,0.15396313,0.18867758
Emc10,18.115114,-0.43097454,2.421731267786802e-73,9.736932390458083e-73,0.4053878188443519,0.2318691736451256,0.2206168,0.28726935
Prxl2a,18.083654,-0.33118558,4.287075215565286e-73,1.721364480607281e-72,0.37272254034357105,0.2072207299731395,0.20122133,0.24718253
Ldha,18.06611,-0.37056157,5.892399221876008e-73,2.3655874360049057e-72,0.2842920353982301,0.13880549849897297,0.13651226,0.17320092
Cnih2,18.062359,-0.5417053,6.306997273794524e-73,2.5316554638012975e-72,0.3427902134305049,0.18344130194343497,0.19338788,0.270467
Rnf227,18.061768,-0.26002884,6.374742933852557e-73,2.5584666562004214e-72,0.3257418011452369,0.17467214409859377,0.1653073,0.19495669
Tagln3,17.934835,-0.405377,6.305098478412961e-72,2.5184777183730673e-71,0.29359708485163977,0.14591562648127665,0.14436363,0.18705213
Cct8,17.88136,-0.43251017,1.6476914751536903e-71,6.5677896361637226e-71,0.3390161374284227,0.18407331331963975,0.1663117,0.21848802
Cplx1,17.852592,-0.3841825,2.7592563337584496e-71,1.0980630581766816e-70,0.41911764705882354,0.24253436561858113,0.22915982,0.2897726
Stub1,17.736662,-0.3357462,2.1853889279915587e-70,8.654591082554633e-70,0.3240499739718896,0.17427713698846578,0.16436121,0.20330767
Atp5pb,17.716469,-0.4910609,3.129516678596529e-70,1.2386229658843532e-69,0.5612961998958875,0.3371780692052457,0.34820014,0.46083933
Tma7,17.628254,-0.49057624,1.4951464588208117e-69,5.900218144884009e-69,0.3531363872982821,0.19505451098119767,0.19111285,0.25919634
6330403K07Rik,17.58143,-0.2845633,3.418437002736086e-69,1.3478122122306475e-68,0.2876756897449245,0.14441459946279034,0.1541015,0.18476644
Ube2v1,17.564606,-0.26505518,4.5987276811409216e-69,1.811844762349803e-68,0.2735554398750651,0.13469742455364198,0.12742661,0.15126973
Lgi3,17.434448,-0.3477161,4.518946851588487e-68,1.7746872537588812e-67,0.32639250390421654,0.17593616685100333,0.16703479,0.20810494
H2aj,17.409914,-0.5044803,6.938782176224632e-68,2.7214286538484287e-67,0.3336803748047892,0.1805972507505135,0.17472827,0.23968183
Laptm4a,17.391953,-0.48545927,9.494278395236322e-68,3.7220785013131014e-67,0.39217855283706404,0.22357402433243798,0.2098765,0.28287822
Stmn4,17.32064,-0.5126935,3.2868321125070865e-67,1.2848003907923394e-66,0.4279021343050495,0.24822246800442407,0.23891008,0.3257127
Nsg1,17.306696,-0.5202871,4.1876892232916094e-67,1.6350364636711064e-66,0.42009370119729306,0.24585242534365617,0.23545593,0.3226417
Ccdc85b,17.283054,-0.38527215,6.311495426816102e-67,2.4617489057707743e-66,0.2864393545028631,0.1452836151050719,0.14326362,0.18330872
Arhgap23,17.19506,-0.38712448,2.8915533996083813e-66,1.1237494915747355e-65,0.5553097345132744,0.3350450308105546,0.37647933,0.46865714
Zfand6,17.191889,-0.34020758,3.0542247994784515e-66,1.1867971129715978e-65,0.5240760020822488,0.3146626639279507,0.31871304,0.38877922
Cox7b,17.181812,-0.5140702,3.6337513320905943e-66,1.4117827977627856e-65,0.532274856845393,0.32019276346974246,0.33022198,0.44389865
Dnaja1,17.12081,-0.48662335,1.038226036198188e-65,4.026722516259427e-65,0.6149141072358146,0.37091167641017536,0.40582865,0.5314196
Timp2,17.047813,-0.38458177,3.6285803964819667e-65,1.4038870446863994e-64,0.47898230088495575,0.2878811818612735,0.29208964,0.3666191
Zmat2,16.96596,-0.5819172,1.4668411794606626e-64,5.658056631080677e-64,0.40037740760020823,0.23179017222310003,0.22548717,0.32106736
Ppp2r1a,16.85424,-0.44456056,9.765551821147211e-64,3.75501398732435e-63,0.334070796460177,0.18652235740243325,0.16785419,0.22212182
Tceal5,16.790886,-0.3378088,2.845620895664366e-63,1.0912206859783293e-62,0.26665799062988027,0.13351240322325802,0.13060679,0.16239944
Eif4g2,16.781153,-0.4318022,3.3525991017358346e-63,1.2850832790819097e-62,0.5801015096304009,0.3504503081055459,0.36486292,0.46621644
Psma7,16.741722,-0.5298238,6.507777104136109e-63,2.491649626505233e-62,0.3485814679854243,0.1960815294675304,0.18106697,0.25198597
Glud1,16.729105,-0.36845475,8.043679782725315e-63,3.077950381114059e-62,0.5054008328995315,0.30486648759677676,0.29924557,0.3718002
Mdh2,16.716843,-0.49752092,9.881909063568438e-63,3.7802804176834273e-62,0.3316631962519521,0.1849423289619213,0.16904087,0.23111692
Ifnar2,16.675255,-0.27529135,1.983612720269814e-62,7.5752805278069795e-62,0.26984643414888076,0.13572444303997472,0.12732719,0.15215161
Hmgcs1,16.639494,-0.46057418,3.606490857821545e-62,1.3753393322404898e-61,0.38085632483081727,0.22136198451572128,0.2047377,0.27204916
Npm1,16.615725,-0.55315864,5.3622929282848455e-62,2.041439656885999e-61,0.41215512753774075,0.2430083741507347,0.22428818,0.31402543
Slc38a2,16.57988,-0.4157507,9.742332455652737e-62,3.705257934655189e-61,0.5513404476834982,0.33378100805814503,0.34855264,0.44230774
Eif1ax,16.540968,-0.25132424,1.8600748275245778e-61,7.062344300633799e-61,0.26737376366475796,0.13580344446200032,0.12825103,0.1508983
Tspan3,16.503664,-0.46120054,3.452951876074001e-61,1.3089844372193627e-60,0.5962389380530974,0.3635645441617949,0.38661224,0.5006383
Slc16a6,16.461802,-0.30030546,6.901436740271158e-61,2.613325890798845e-60,0.26412024986985944,0.13295939326907885,0.12579614,0.15278228
Atp5g2,16.367556,-0.51860183,3.260515661046324e-60,1.2299600703680293e-59,0.3280192608016658,0.1828882919892558,0.17144898,0.23738089
Slx1b,16.34988,-0.3114982,4.3583443382165423e-60,1.643400398089791e-59,0.28689484643414886,0.15239374308737558,0.1377549,0.16829665
Pfdn2,16.348057,-0.327406,4.4907715809725736e-60,1.692859601300969e-59,0.2621030713170224,0.1314583662505925,0.12702113,0.15695679
Eef2,16.347061,-0.5673365,4.5646713388060467e-60,1.7204757872593418e-59,0.38280843310775636,0.22238900300205403,0.2018151,0.28620034
Nars,16.30468,-0.54089814,9.141617254456157e-60,3.437862220115283e-59,0.3876887038001041,0.22870911676410174,0.19941428,0.2784451
Atxn7l3b,16.298685,-0.5209314,1.0083954539757091e-59,3.7917136647533312e-59,0.5123633524206143,0.31150260704692684,0.32218397,0.43531805
Nefl,16.290462,-0.6662204,1.1535397843999592e-59,4.335050910045721e-59,0.32320406038521604,0.17704218675936167,0.17892815,0.27073804
Tor1aip1,16.284735,-0.37189007,1.2667840279745992e-59,4.759296257225599e-59,0.3709005726184279,0.2161478906620319,0.18903543,0.2384416
Ndufa12,16.26777,-0.58297014,1.6713207694973862e-59,6.272997496353508e-59,0.3668662155127538,0.21322483804708484,0.18923438,0.2715942
1110004F10Rik,16.223589,-0.40793693,3.4352458496390307e-59,1.2873787444881556e-58,0.43401874023945863,0.2603096855743403,0.23689719,0.30355355
Tecr,16.116724,-0.548951,1.946565613011441e-58,7.275590210268107e-58,0.5778240499739719,0.35171433085795545,0.36284298,0.49465987
Chga,16.11292,-0.32764918,2.0701313038236124e-58,7.735284123729727e-58,0.2810385216033316,0.15026070469268446,0.13568015,0.1675178
Calm3,16.109869,-0.60501814,2.174841017456723e-58,8.125414090525884e-58,0.5591488807912546,0.3413651445726023,0.3828753,0.5362234
Atp5l,16.080778,-0.5612839,3.4798003056383545e-58,1.2984617999236575e-57,0.5615564809994794,0.343577184389319,0.35206667,0.4840912
Atp6v1e1,16.050367,-0.60096216,5.6826315158155e-58,2.1186666966832592e-57,0.5361140031233732,0.32682888291989254,0.3238244,0.45742798
Mrfap1,16.045982,-0.46450388,6.098703731249626e-58,2.2731608996903519e-57,0.3690135346173868,0.2166218991941855,0.22770803,0.30221397
Pnma8b,16.026333,-0.47029442,8.367701426239466e-58,3.1171514948434004e-57,0.3625065070275898,0.21290883235898247,0.21608114,0.2883022
Mrps33,16.010746,-0.45249343,1.0751460063392634e-57,4.0034885241596464e-57,0.290864133263925,0.1562648127666298,0.14541262,0.19406743
Rcbtb1,15.977559,-0.38211504,1.8318030409177108e-57,6.811589774350802e-57,0.3932847475273295,0.23313319639753516,0.20738223,0.26262438
Rpl5,15.967846,-0.61417425,2.1405162720944254e-57,7.954041243420994e-57,0.40226444560124935,0.2384262916732501,0.22607102,0.3280643
Higd1a,15.921502,-0.32398894,4.494527947882822e-57,1.6655353187093012e-56,0.24895887558563248,0.12387422973613525,0.116957076,0.14436917
Gna13,15.864051,-0.35957414,1.124039295478801e-56,4.155604825194741e-56,0.32919052576782926,0.18707536735661243,0.16114432,0.2024071
Tmed5,15.849023,-0.3066082,1.4278359195823458e-56,5.275120467369398e-56,0.3045939614783967,0.16953705166693,0.14540656,0.17694896
Rpl6,15.831145,-0.5501525,1.8973667346557763e-56,7.002093690454705e-56,0.5812727745965642,0.3548743877389793,0.38565838,0.5241645
Polr1d,15.798467,-0.25459385,3.187785323050609e-56,1.1748154111969533e-55,0.23737636647579385,0.11494706904724285,0.1094994,0.12931928
Bbln,15.777508,-0.5196934,4.443918986077446e-56,1.6359515434429504e-55,0.26086673607496097,0.1318533733607205,0.13889214,0.1936028
Tpi1,15.759046,-0.62880987,5.952474518600261e-56,2.1897999769275603e-55,0.3735033836543467,0.21922894612103017,0.20098314,0.29580694
Rrp1,15.758227,-0.6150219,6.030031054312725e-56,2.218027849820437e-55,0.34968766267568974,0.20232264180755252,0.1808565,0.2651488
Cct2,15.75719,-0.45773804,6.1299219933083965e-56,2.2544621401614647e-55,0.2684799583550234,0.13975351556328014,0.1294138,0.17374197
Zfp710,15.723861,-0.6226648,1.0380124233283136e-55,3.813946918478297e-55,0.3629619989588756,0.21172381102859852,0.19854611,0.29129893
Arl6ip1,15.695974,-0.5127764,1.6114870012898279e-55,5.912159438101813e-55,0.6049583550234253,0.37391373044714804,0.41915,0.55554163
Scg3,15.644912,-0.5013394,3.59866754764854e-55,1.317745939020391e-54,0.5326652785007808,0.3275398957181229,0.33407035,0.44561914
Klf3,15.613384,-0.33584946,5.902132450181964e-55,2.1588660350720033e-54,0.3463690786048933,0.20169063043134777,0.18295603,0.22584817
Ndufb2,15.608631,-0.5712519,6.3586811693840794e-55,2.3252281303939878e-54,0.3243102550754815,0.18478432611787013,0.16728273,0.23944978
Cdc37,15.535737,-0.2733297,1.987746617648856e-54,7.247049065973509e-54,0.23698594482040602,0.1159740875335756,0.1112376,0.13295932
Filip1l,15.521659,-0.35045478,2.4756651411766712e-54,9.019813199107411e-54,0.2783706402915148,0.1498656975825565,0.13759151,0.17232618
Scarb2,15.480471,-0.42995366,4.700234545295958e-54,1.7101598135694297e-53,0.4598516397709526,0.2820350766313794,0.25744668,0.3332995
Prex1,15.455625,-0.4893195,6.913864375524276e-54,2.513537217837063e-53,0.3450026028110359,0.19829356928424713,0.18191798,0.2469202
Phyhipl,15.454875,-0.3289751,6.994722961204557e-54,2.542589366444351e-53,0.5691697032795419,0.35147732659187864,0.3922053,0.47202724
Bex2,15.439832,-0.641116,8.83308388838018e-54,3.210401245512991e-53,0.3826782925559604,0.22712908832358983,0.23428538,0.34481224
Nedd8,15.43282,-0.6076428,9.847178381631925e-54,3.5784917921889346e-53,0.3493623112961999,0.20374466740401329,0.1827255,0.26657993
Pdha1,15.366386,-0.33749005,2.750919736228303e-53,9.976678811236942e-53,0.27101769911504425,0.14615263074735346,0.1258769,0.15657347
Pgk1,15.332336,-0.6196735,4.649574067649541e-53,1.683747374632657e-52,0.338365434669443,0.19537051666930005,0.1738466,0.25599366
Kdelr1,15.279626,-0.28620172,1.0453855291658735e-52,3.780553050967298e-52,0.27147319104633005,0.1471006478116606,0.12844011,0.15454473
Cct5,15.27675,-0.5323659,1.0925589879142856e-52,3.950088805874173e-52,0.29990890161374284,0.16811502607046927,0.14885786,0.20875451
Dek,15.204758,-0.42676282,3.2884321379623696e-52,1.186520364536711e-51,0.35769130661114,0.21282983093695687,0.18929899,0.24696691
Cct7,15.091219,-0.53429794,1.8499284898865878e-51,6.649843280702691e-51,0.3012753774076002,0.17032706588718596,0.15037961,0.21108146
Bex3,15.0837555,-0.559793,2.0714499648004217e-51,7.444143447129507e-51,0.30563508589276417,0.17325011850213304,0.16552426,0.23534659
Tle5,15.067658,-0.5970413,2.6431693783639642e-51,9.493645394551492e-51,0.39406559083810516,0.23976931584768527,0.21380045,0.307903
Kctd12,14.98339,-0.39659244,9.428254405886618e-51,3.3751291751421986e-50,0.26646277980218636,0.14307157528835518,0.13239896,0.1708846
Rpn1,14.976697,-0.53201044,1.0427201314204404e-50,3.731241168100577e-50,0.29704580947423215,0.16621899194185497,0.14434788,0.20256092
Gaa,14.956051,-0.44288597,1.422192532399169e-50,5.0837186837256445e-50,0.3324440395627277,0.19774055933006793,0.16881077,0.2231227
Mtarc2,14.938997,-0.2519783,1.8371988975779301e-50,6.560203904042389e-50,0.24062988027069235,0.12245220413967452,0.11204027,0.13206547
Pmm1,14.9338,-0.31720963,1.9861759560785917e-50,7.09028137901312e-50,0.23373243102550756,0.11652709748775478,0.110551015,0.13596304
Tgoln1,14.903273,-0.41590837,3.1382206688964745e-50,1.1188004427922021e-49,0.3116215512753774,0.18043924790646232,0.15423001,0.20088084
Pdia3,14.882712,-0.5477959,4.268396876914922e-50,1.5205067490746912e-49,0.521538261322228,0.3238268288829199,0.31112844,0.42756835
Pja1,14.8663,-0.26817566,5.454631246380444e-50,1.9428147082481776e-49,0.22123893805309736,0.1071259282667088,0.101708464,0.12127137
Nefm,14.839219,-0.58440334,8.1701047036022e-50,2.9069215225872768e-49,0.26887038001041125,0.1449676094169695,0.1403473,0.20369333
Map1a,14.809091,-0.68205434,1.279606095861957e-49,4.5498234479040335e-49,0.5046199895887559,0.31134460420287563,0.29630724,0.44040573
Ndufab1,14.792898,-0.6140978,1.6279005593328805e-49,5.783642473790097e-49,0.3204711087975013,0.18581134460420287,0.16100624,0.23695412
Lhfpl3,14.788356,-0.32641768,1.7415670285611138e-49,6.1858434973479344e-49,0.566892243623113,0.3629325327855901,0.6062553,0.7154891
Ndufb1,14.744766,-0.6719398,3.324673472956769e-49,1.1790151276012721e-48,0.34754034357105673,0.20595670722072998,0.1882542,0.28519288
Sash1,14.692666,-0.32039928,7.183092028628903e-49,2.5422771708279585e-48,0.517243623112962,0.32493284879127826,0.38559756,0.46215636
Gna12,14.666732,-0.5447894,1.0529604856611705e-48,3.722279732892468e-48,0.4359708485163977,0.2678938220887976,0.24363786,0.33822712
Ston2,14.652249,-0.26139218,1.303292610003946e-48,4.6041904326592207e-48,0.28826132222800627,0.1606888924000632,0.16566351,0.19553816
Naca,14.613379,-0.62670547,2.307838765872888e-48,8.13907699685057e-48,0.357756376887038,0.21535787644177595,0.18803878,0.27719998
Snrnp27,14.602199,-0.31514943,2.7193091513206095e-48,9.587696745307016e-48,0.22729047371160854,0.11360404487280772,0.10749586,0.13207406
Cct6a,14.578775,-0.62215495,3.833311043258207e-48,1.3508336751783345e-47,0.3344612181155648,0.19813556644019592,0.1697243,0.25053528
Klhl9,14.558944,-0.3810359,5.124350505485423e-48,1.8036586073145573e-47,0.2528630921395107,0.13493442881971876,0.121677585,0.15572214
Cbfb,14.531671,-0.2736257,7.633614976392506e-48,2.6847543771684117e-47,0.29359708485163977,0.16661399905198293,0.1593669,0.18966918
Ddrgk1,14.462262,-0.3363693,2.0978927178934038e-47,7.361940359121819e-47,0.2544898490369599,0.13730447148048666,0.12115513,0.15067585
Grcc10,14.45221,-0.6833806,2.4276786575727954e-47,8.515891061224676e-47,0.32749869859448205,0.19110443987991785,0.17370743,0.2659354
Prdx6,14.443872,-0.4186888,2.7400652040184905e-47,9.60792796972163e-47,0.27173347214992194,0.15041870753673567,0.12764776,0.16720556
Ints4,14.40376,-0.28859982,4.900309458617503e-47,1.7160343431910895e-46,0.273750650702759,0.15326275872965714,0.1245574,0.15016186
Rpl22,14.383067,-0.4930861,6.609877333504437e-47,2.3144045341577306e-46,0.263014055179594,0.14386158950861117,0.13104472,0.17987646
Anp32b,14.368346,-0.3730013,8.176076802395996e-47,2.8616801313062448e-46,0.23861270171785529,0.12395323115816084,0.11167317,0.14237228
Paqr8,14.343901,-0.5756438,1.163285975581357e-46,4.0657510618979004e-46,0.3495575221238938,0.20864275556960024,0.1873916,0.26785573
Msmo1,14.3266325,-0.47546357,1.4918026117109142e-46,5.206486060095111e-46,0.31240239458615304,0.18249328487912783,0.16028364,0.21648602
Pfdn5,14.28812,-0.6359807,2.595192680910726e-46,9.04329235327081e-46,0.3008849557522124,0.17277610996997947,0.15505219,0.23161425
Psmd2,14.278109,-0.47685912,2.9962357190864314e-46,1.0435366658697656e-45,0.25897969807391985,0.14109653973771527,0.124286905,0.16905037
Cradd,14.275542,-0.3169547,3.108582911432824e-46,1.0822444004949467e-45,0.27876106194690264,0.15760783694106495,0.13941687,0.17089
Usp54,14.225084,-0.45661765,6.402749221395503e-46,2.2253508159215778e-45,0.506311816762103,0.31608468952441143,0.3095202,0.40402254
Dynlt3,14.217922,-0.2521269,7.092726274875303e-46,2.4642042281600647e-45,0.24258198854763144,0.129799336388055,0.11199552,0.13202623
Psmc3,14.217507,-0.6002513,7.134946839884026e-46,2.4785523152900297e-45,0.2768740239458615,0.15539579712434823,0.13519877,0.19840816
Skp1,14.204568,-0.6657236,8.583002316417727e-46,2.979654680131063e-45,0.43304268610098906,0.2704218675936167,0.23859309,0.35589978
Gng3,14.203476,-0.5779235,8.717914774007802e-46,3.026099599245442e-45,0.308172826652785,0.18051824932848792,0.16356812,0.23527825
Abca2,14.158169,-0.5251629,1.662694976361704e-45,5.76249374627099e-45,0.3295158771473191,0.1964765365776584,0.1603357,0.22335602
Atp7a,14.151028,-0.27183253,1.8404883399953918e-45,6.375392767265202e-45,0.27967204580947425,0.16013588244588403,0.13746455,0.1637459
Rpl3,14.147635,-0.6933426,1.931439924910602e-45,6.689583756425352e-45,0.4058433107756377,0.2501185021330384,0.23473324,0.35614797
Wasf2,14.118804,-0.6268815,2.908864914541179e-45,1.0055474109574356e-44,0.3755205622071838,0.22712908832358983,0.20299797,0.29829413
Sod1,14.073542,-0.6364737,5.52327611708455e-45,1.906853774457945e-44,0.334070796460177,0.20153262758729656,0.16978878,0.2528359
Jun,14.062647,-0.29463226,6.443070775440265e-45,2.223260713189674e-44,0.21909161894846435,0.10854795386316954,0.11926975,0.14442456
Rnf13,14.060688,-0.290229,6.623943989703813e-45,2.285379750941724e-44,0.6751041124414368,0.41799652393743086,0.4912223,0.57417256
Ik,14.055064,-0.49160475,7.17169239880608e-45,2.4740451246105964e-44,0.2631441957313899,0.14607362932532786,0.12277879,0.16862184
Abcg2,14.023167,-0.3224318,1.1248187638180386e-44,3.87734190940227e-44,0.23165018219677252,0.12024016432295781,0.11155577,0.13764805
Psmc5,13.994046,-0.5994953,1.6948886530476663e-44,5.831944949083211e-44,0.26333940655908383,0.14591562648127665,0.12549697,0.18448466
Smim10l1,13.9854355,-0.31372324,1.9130290651808568e-44,6.581701790193293e-44,0.24863352420614263,0.13572444303997472,0.1180249,0.14470793
Hip1r,13.94405,-0.29023924,3.4197098529264087e-44,1.1756346436557396e-43,0.2676991150442478,0.15049770895876124,0.124081016,0.14975241
Rpl10a,13.88115,-0.6561398,8.24111127375765e-44,2.8269968074284186e-43,0.31214211348256116,0.1832832990993838,0.16695729,0.25180125
Srp9,13.858073,-0.34140664,1.1368569790299128e-43,3.894358366462743e-43,0.21063248308172827,0.10396587138568494,0.09872415,0.123513445
