names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pvalb chandelier Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Chst1,-3.2788305,-1.578912,0.001042382075100671,0.02935933580498431,0.3157894736842105,0.4976322020520916,0.16806847,0.4361596
Pgap1,-3.2815192,-1.5914565,0.0010324952761932133,0.029141962259781138,0.21052631578947367,0.44485900839492,0.13981164,0.37308165
Traip,-3.2914512,-3.9079685,0.0009967191739644451,0.02821532209575859,0.017543859649122806,0.27122049221496736,0.011892208,0.16515985
Sptbn1,-3.2944767,-0.3290769,0.0009860507164408615,0.02800759275979487,0.9473684210526315,0.8482456769749588,1.3461934,1.5197649
Lmo3,-3.2960637,-1.5247345,0.0009804979348887301,0.027879343397312357,0.3333333333333333,0.5019014135036235,0.22258715,0.5407729
Wwc1,-3.303258,-1.3577254,0.0009556847427519063,0.027318350040152893,0.22807017543859648,0.45519121762215686,0.16552368,0.37934875
A830018L16Rik,-3.3063903,-0.8955463,0.0009450632133398109,0.02704350217512324,0.6491228070175439,0.6896032144650929,0.8016464,1.1898879
Sdk2,-3.3152125,-1.5727607,0.0009157348888050549,0.026316359852611576,0.14035087719298245,0.39118892157566193,0.12608708,0.33629242
Cmss1,-3.322423,-0.74398655,0.000892392669816421,0.025728101972067846,0.8421052631578947,0.8417521704814522,1.0180383,1.3764067
Ptprz1,-3.3244622,-1.5679058,0.0008858926459010914,0.025568136837123875,0.38596491228070173,0.5675898686948411,0.36498207,0.83548695
Calm2,-3.3258188,-0.6844278,0.0008815923770082654,0.025473638062145185,0.9298245614035088,0.8571787328693407,1.0705463,1.4062699
Mmp17,-3.338127,-2.008647,0.0008434520790313518,0.024448281945601318,0.10526315789473684,0.3629906005596613,0.06979709,0.2553401
Plxna2,-3.3416705,-0.86391723,0.0008327582984937644,0.024190503222191836,0.6491228070175439,0.6579608237066801,0.5312609,0.82239187
Cpne4,-3.3420818,-1.3895298,0.0008315258956166809,0.024180845038117117,0.3508771929824561,0.5458491784458636,0.36980948,0.7757941
Gm10754,-3.3497033,-3.687988,0.0008089814075271784,0.02360187884935427,0.08771929824561403,0.3213747578388462,0.030098025,0.3320407
Gpd2,-3.3575635,-1.3678856,0.0007863267289467549,0.023091365253332576,0.21052631578947367,0.45379206428930186,0.16051765,0.37113884
Asxl3,-3.3838654,-1.3607329,0.0007147303175232637,0.021214499496615708,0.3333333333333333,0.5340101887063213,0.22144489,0.49261552
Phc2,-3.385403,-1.0361216,0.0007107385016037885,0.021148996166216828,0.47368421052631576,0.593169261677549,0.3205545,0.5737703
Nr3c2,-3.39055,-0.76723945,0.0006975257709424203,0.020825019405803148,0.8771929824561403,0.7748080648633134,1.2224182,1.6247191
Lgi1,-3.3914213,-0.955391,0.0006953112001491413,0.020824494781421152,0.631578947368421,0.6697998134462223,0.5282458,0.854214
Ror1,-3.3957214,-2.8628523,0.0006844799332643331,0.020549693638896794,0.08771929824561403,0.33472052809069386,0.0522283,0.3293272
Syt16,-3.3994954,-0.92473394,0.0006751035314559966,0.020313585543362406,0.6140350877192983,0.6702303221640238,0.58746797,0.92329824
Sema6d,-3.408786,-0.9974321,0.0006525264552539408,0.01970043354232965,0.6140350877192983,0.7061419243739686,0.750911,1.1736807
Apba2,-3.4093697,-0.6911999,0.0006511316081569727,0.01968043454575687,0.7368421052631579,0.7192724402669154,0.7410774,1.0199916
Smad3,-3.410973,-2.1571662,0.0006473149431758941,0.019587108697225533,0.12280701754385964,0.37249766807777857,0.07214628,0.2879512
Lzts1,-3.4126997,-1.7903767,0.0006432279642353853,0.019517382968036137,0.15789473684210525,0.3969290378130157,0.09568384,0.2981226
Epha7,-3.4294887,-1.0381905,0.000604719474569109,0.01848556573569051,0.5964912280701754,0.7094783669369304,0.819096,1.2823083
Enc1,-3.440317,-1.8523005,0.0005810331869342234,0.017842699123340095,0.21052631578947367,0.4497022314701873,0.13253419,0.4132413
Stum,-3.4747338,-2.075678,0.0005113603120395882,0.01590306896354599,0.14035087719298245,0.3921216904642319,0.080626085,0.30302665
Stim2,-3.477036,-1.2887021,0.000506989649460233,0.01578541353533773,0.38596491228070173,0.5773121905718591,0.30161822,0.6206165
Olfm1,-3.4804564,-0.95245916,0.0005005603610694616,0.015621436587614904,0.7192982456140351,0.7481882758125852,0.67372763,1.0510792
Cnr1,-3.480999,-1.4856505,0.0004995473440345877,0.01560795015605741,0.17543859649122806,0.4419171988232762,0.17184268,0.42203182
Rasal1,-3.4922466,-1.8789917,0.00047897586857596156,0.015017598119762063,0.08771929824561403,0.3503264691109995,0.06946052,0.23473151
Grm3,-3.4939404,-1.739915,0.00047594745952639903,0.014940079716675632,0.47368421052631576,0.577850326469111,0.37239674,0.91912687
Neurod2,-3.5061498,-2.519349,0.00045463923748211124,0.014371948601346269,0.12280701754385964,0.3699863672239363,0.053228486,0.2726486
Acvr2a,-3.5091343,-1.1130985,0.00044956771398862197,0.01424514678640834,0.6140350877192983,0.6454043194374686,0.45717928,0.81259793
Cep112,-3.5106473,-1.6196892,0.000447017235615919,0.014181054452183877,0.2631578947368421,0.49031355384946546,0.20631264,0.53307194
Stxbp5l,-3.5116174,-0.29624715,0.0004453887168930534,0.014146093171295917,0.9298245614035088,0.7950778503264692,1.5463231,1.7113165
Pgm2l1,-3.5162053,-1.1955012,0.00043776248877174434,0.013953354772594033,0.5087719298245614,0.6230896175647557,0.35328433,0.678267
Add2,-3.521492,-1.1359807,0.00042912578349969495,0.013743277476325153,0.49122807017543857,0.6044342397933559,0.34381664,0.64277583
Ptn,-3.5256276,-1.5334656,0.0004224807311363594,0.013591871935316512,0.45614035087719296,0.6017794360335796,0.34661296,0.7881055
Thra,-3.5280118,-1.1117266,0.0004186933839214062,0.013505751771870569,0.543859649122807,0.672813374470833,0.41290373,0.7441851
Entrep2,-3.5286286,-0.8528493,0.00041771907086934673,0.013490518550792483,0.7543859649122807,0.6860515175432302,0.768711,1.128037
Stmn1,-3.5528092,-2.2424293,0.00038114089234334215,0.012428708467555344,0.19298245614035087,0.4361412068594389,0.10336531,0.41560748
Nrgn,-3.5587041,-1.1993629,0.0003726889131158198,0.012167862813392561,0.6140350877192983,0.7355600200904069,0.58310056,1.0359509
Cyp7b1,-3.560875,-1.5967857,0.00036962126436734105,0.012082388532299822,0.3333333333333333,0.5244313697352372,0.22824216,0.57408047
Gm41361,-3.5663917,-4.398392,0.00036193024239974405,0.01187431698813324,0.03508771929824561,0.2998851976752529,0.008917349,0.1730248
Slc9a9,-3.5688007,-1.107764,0.00035861902884043467,0.0117944838493788,0.543859649122807,0.6873430436966349,0.54430974,0.9396394
Tgfbr3,-3.5695078,-2.382058,0.00035765252775696456,0.011777112035330438,0.12280701754385964,0.3777713998708474,0.063617185,0.29445833
Klf7,-3.5762086,-1.1321458,0.0003486133986819983,0.011521822906008972,0.49122807017543857,0.633852335509794,0.36728907,0.67944
Atp2b4,-3.5852363,-2.099867,0.0003367730902149793,0.01115794443166029,0.22807017543859648,0.4474420607017292,0.12091317,0.43887147
Rock2,-3.5875878,-0.67382914,0.0003337513601327457,0.011071480304650466,0.7894736842105263,0.7713639951209011,0.84082186,1.1323829
Tmem150c,-3.5908191,-2.0420456,0.0003296404888454759,0.010975762001583567,0.17543859649122806,0.41744995336155555,0.08531423,0.31245103
Pcdh11x,-3.5956123,-2.0505495,0.0003236293763971477,0.01078898429750789,0.19298245614035087,0.44109205711415655,0.16424409,0.55357987
Gm14636,-3.6089318,-2.09569,0.0003074603335138577,0.010301071273712416,0.12280701754385964,0.39187056037884765,0.0757482,0.28994104
Calm1,-3.614942,-1.039258,0.00030041477100486926,0.010090181121126045,0.8421052631578947,0.8370883260386023,0.86411244,1.3406502
Meis2,-3.621133,-1.7094752,0.0002933154642123365,0.009888816215038244,0.24561403508771928,0.49042118102891585,0.25717363,0.6724932
Ccnd2,-3.6217334,-1.8631871,0.00029263563870080483,0.009888816215038244,0.19298245614035087,0.44102030566118966,0.119637504,0.38005218
Grm8,-3.6229668,-1.8902401,0.0002912433666486533,0.009856057004848002,0.3157894736842105,0.5158570711056899,0.30950665,0.8521599
Kcnq5,-3.624085,-1.0554157,0.0002899864057381727,0.009834024014421811,0.7017543859649122,0.7824495946042908,1.2505556,1.8212816
Rgs6,-3.6270366,-2.1081395,0.00028669276866046293,0.00976354207085759,0.3684210526315789,0.5123771256367942,0.23706244,0.7670365
Frmd6,-3.630087,-2.2181735,0.0002833258848357951,0.009673400921903195,0.14035087719298245,0.39893807849608953,0.073602326,0.30409148
Rab8b,-3.632866,-2.492356,0.00028029076660086887,0.009606394003272126,0.12280701754385964,0.38512592379995697,0.06104157,0.30319533
Rabgap1l,-3.6339593,-0.38456485,0.0002791048488519279,0.009577965885889274,0.9473684210526315,0.8305948195450958,1.396892,1.6038308
Sntb2,-3.63502,-1.7236458,0.0002779590911481718,0.009563073980987677,0.2807017543859649,0.4940805051302289,0.17156439,0.48127532
Trhde,-3.639542,-1.5435977,0.00027312335724182684,0.00942082748278291,0.2982456140350877,0.522242950419746,0.29918265,0.7014595
Ephb1,-3.6468103,-2.2276173,0.00026551590177950645,0.009205693265568178,0.17543859649122806,0.42634713352945397,0.118867874,0.46446973
Gm30382,-3.6507895,-3.3858414,0.0002614353449587354,0.009075927285582973,0.07017543859649122,0.3370165745856354,0.0371218,0.3331275
Ghr,-3.6523519,-1.847548,0.000259849603841291,0.009044247221781722,0.12280701754385964,0.39987084738465956,0.114700176,0.3628349
Gabra4,-3.655517,-1.1841595,0.0002566640037756149,0.008944956914981546,0.43859649122807015,0.613546674320155,0.36995623,0.7017345
Mrtfa,-3.660031,-1.0772884,0.0002521847162211667,0.008811707834671976,0.47368421052631576,0.6409557293535194,0.39529115,0.7045778
Sh3d19,-3.6603682,-1.4286524,0.00025185315657410575,0.008811581142117476,0.2982456140350877,0.5431584989596039,0.24574044,0.55955344
Adgrb2,-3.6702425,-1.6397432,0.00024232034818835545,0.008522444706572135,0.21052631578947367,0.4773982923154194,0.13977651,0.3835389
Kif1b,-3.670251,-0.49384624,0.0002423125537497541,0.008522444706572135,0.8771929824561403,0.861412068594389,1.3309013,1.5935189
Ptpn3,-3.6905096,-1.8986125,0.00022380521661588844,0.007944050423340716,0.22807017543859648,0.45684150104039606,0.11868877,0.38517213
Fstl4,-3.692376,-1.6943095,0.0002221686711636454,0.007906850588300863,0.3157894736842105,0.5183324962330487,0.24278711,0.6362086
Dscaml1,-3.7017078,-0.8217893,0.00021415310730786005,0.007641824692380079,0.7894736842105263,0.7383224510296333,0.8714651,1.2406001
Cacnb2,-3.7045772,-0.64729214,0.0002117435222994457,0.007565888888545354,0.8771929824561403,0.7815168257157208,1.3740691,1.7267867
Mal2,-3.706493,-2.2829788,0.00021014902941371116,0.007518914008450624,0.10526315789473684,0.3834038889287508,0.06545198,0.2845762
Slc8a2,-3.7085896,-1.8437653,0.0002084169106619881,0.007476852322413378,0.10526315789473684,0.3976465523426849,0.09009244,0.2914728
Mrtfb,-3.712051,-0.80104774,0.00020558652900548298,0.007385173842750438,0.7543859649122807,0.7062136758269355,0.6680878,0.97686875
Calb1,-3.7127829,-2.9469066,0.00020499282369479776,0.007374662952461943,0.05263157894736842,0.33959962689244455,0.045605075,0.30733722
Nptx1,-3.7510064,-2.6361513,0.00017612619160522065,0.006430041804935161,0.05263157894736842,0.3440123412499103,0.049294226,0.2731721
Satb2,-3.755586,-2.396463,0.00017293635021752238,0.006348087063312605,0.17543859649122806,0.4211451531893521,0.114706315,0.49466148
Dnah9,-3.7627802,-2.3041794,0.00016803488506847124,0.006176603778098252,0.15789473684210525,0.4151897825930975,0.09243079,0.3908698
Tusc3,-3.7635612,-0.9052548,0.00016751066251757447,0.006165769180612638,0.6491228070175439,0.7140704599268135,0.5823128,0.90821874
Agap1,-3.7722106,-1.0062337,0.0001618075169483754,0.005988661130031469,0.6491228070175439,0.7081868407835259,0.5609412,0.9207439
Cyfip1,-3.7780318,-1.1236179,0.00015807268332074915,0.005866592542580842,0.49122807017543857,0.6493865250771328,0.41477314,0.7514274
Rnf165,-3.7824388,-1.5202049,0.00015529930485044837,0.0057956837796271496,0.3333333333333333,0.5274449307598479,0.1887102,0.467328
Tbc1d1,-3.7849548,-2.2431433,0.00015373659881445163,0.005761370167565293,0.12280701754385964,0.4038171772978403,0.076235585,0.31847855
Tanc2,-3.814685,-0.28582332,0.00013635670857897793,0.005145933651007215,0.9649122807017544,0.8530171485972591,1.7254965,1.8910915
Frmd4b,-3.8191001,-1.6587552,0.00013393932672742885,0.005061813936942354,0.3333333333333333,0.5693119035660472,0.29524267,0.734496
Kcnk9,-3.8207858,-2.6388505,0.00013302718498044134,0.005048644718113642,0.08771929824561403,0.3719236564540432,0.0467366,0.26082584
Glis3,-3.8235154,-4.066875,0.00013156236485223127,0.005000114205911533,0.05263157894736842,0.3357609241587142,0.036289148,0.4820215
Phf24,-3.8321402,-1.3763901,0.00012703331190960852,0.004855455321495279,0.38596491228070173,0.5742268780942814,0.26243177,0.5760975
Gm10115,-3.8682096,-2.4386477,0.0001096373634038081,0.004262618558746604,0.07017543859649122,0.36779794790844517,0.049297787,0.24212776
Synpr,-3.8800657,-1.9573352,0.00010442826018272044,0.0040903605701307555,0.3508771929824561,0.5468895745138839,0.30989817,0.8799607
Ntng1,-3.886454,-1.6485536,0.00010171914696252489,0.0039900634728219616,0.3333333333333333,0.5708904355313195,0.40067327,0.93417686
Prkcb,-3.889299,-0.6891031,0.00010053424210506002,0.003960931210209623,0.8421052631578947,0.7980914113510799,1.1553891,1.5056612
Robo1,-3.8968384,-1.022935,9.745661126550613e-05,0.003852014917728866,0.8070175438596491,0.7933199397287795,1.218951,1.7653587
Neo1,-3.9004066,-1.1299568,9.603123755601788e-05,0.003805839753879352,0.5087719298245614,0.6749659180598407,0.44914302,0.806845
Zfp831,-3.908563,-2.9341872,9.284680920334704e-05,0.003690523318482153,0.10526315789473684,0.3796010619215039,0.038420904,0.26188332
Stxbp5,-3.9243736,-0.7589195,8.69557231300899e-05,0.003476934941228446,0.8070175438596491,0.734878381287221,0.7498252,1.0611137
Palmd,-3.936139,-3.816803,8.280299485883802e-05,0.0033307132812230205,0.05263157894736842,0.34268493937002226,0.019861992,0.24896204
Abca8b,-3.939321,-1.8005637,8.171255331078469e-05,0.0032917785719052245,0.19298245614035087,0.47797230393915474,0.13471064,0.40703017
Map1b,-3.956842,-0.5093456,7.59471761006715e-05,0.003073344309977475,0.9122807017543859,0.8571428571428571,1.394283,1.6707028
Cobl,-3.981343,-2.5351658,6.852694089620356e-05,0.002794110625009089,0.17543859649122806,0.43291239147592736,0.09522893,0.45687217
Iqgap2,-3.9943748,-1.8593923,6.486517232654217e-05,0.0026609575273499053,0.3684210526315789,0.5523785606658534,0.28238893,0.7811497
Rbfox3,-4.003361,-0.8805601,6.244879470225787e-05,0.002573618272468817,0.7368421052631579,0.720097581976035,0.7822296,1.1581888
Kif26b,-4.0177,-2.9725926,5.876885061457086e-05,0.0024369120617492575,0.14035087719298245,0.4078711343904714,0.054564692,0.3647847
Etv1,-4.0223703,-2.1460226,5.761534741523317e-05,0.002392773392654274,0.19298245614035087,0.46638444428499676,0.13917239,0.5073659
Prickle1,-4.0313325,-0.816428,5.546155836882867e-05,0.0023104683308068624,0.7719298245614035,0.7422687809428141,0.90194607,1.2750412
Kcnma1,-4.0484586,-0.25395322,5.155606206054201e-05,0.002161172211492611,0.9649122807017544,0.857286360048791,2.0655625,2.2209196
Scn3b,-4.0528655,-2.505577,5.059409398312777e-05,0.0021241614145728798,0.15789473684210525,0.4294324460070316,0.06680372,0.33097208
Ctnna2,-4.06371,-0.27711302,4.8298789225800704e-05,0.0020373445313928806,0.9649122807017544,0.8864174499533616,2.300538,2.4749465
Itpka,-4.090407,-2.7658155,4.306173804701199e-05,0.0018279129562767964,0.12280701754385964,0.40819401592882254,0.053128332,0.31562367
Ankrd33b,-4.0930214,-2.4099252,4.2578861908872796e-05,0.0018131442464206214,0.17543859649122806,0.4429217191648131,0.08489505,0.38585937
Lmo4,-4.0945425,-1.9413549,4.230031161467323e-05,0.001804141862041698,0.2631578947368421,0.5149243022171199,0.15430497,0.49518415
Nckap5,-4.09816,-1.6689994,4.164474299647791e-05,0.0017790051578940563,0.2982456140350877,0.5745138839061491,0.2791466,0.70505095
Camk4,-4.105609,-1.3780016,4.03251037031829e-05,0.0017281268524793056,0.43859649122807015,0.6270718232044199,0.4357169,0.88347167
Sema3e,-4.1065297,-2.4810624,4.016475316014055e-05,0.0017240046604041158,0.15789473684210525,0.4392982707899835,0.11712195,0.52693635
Eml1,-4.1071053,-2.0872674,4.006484154687887e-05,0.0017224676677834163,0.21052631578947367,0.48457343761211163,0.11780627,0.4261101
C1ql3,-4.1079607,-2.1606011,3.991683685682327e-05,0.0017188548178571172,0.24561403508771928,0.5096864461505346,0.16746752,0.59613895
Dlg1,-4.121091,-0.83968556,3.770826397561183e-05,0.001628972754058987,0.7719298245614035,0.7749156920427639,0.8522823,1.2258524
Stxbp6,-4.134567,-2.2695756,3.556251491292607e-05,0.0015462213199196172,0.17543859649122806,0.4658821841142283,0.17464688,0.6523907
Slc24a4,-4.141588,-3.6310077,3.44909361094295e-05,0.0015020607022048146,0.07017543859649122,0.3695917342326182,0.026106374,0.2834447
Slc16a2,-4.1510105,-1.975278,3.310107354129756e-05,0.0014438731267121191,0.21052631578947367,0.48941666068737893,0.1349611,0.44989574
Dcc,-4.162488,-0.85408235,3.1479845184669994e-05,0.001377627752625542,0.8947368421052632,0.8458061275740834,1.680168,2.1852412
Prex2,-4.1661634,-3.3335786,3.097687581002112e-05,0.0013578281452125082,0.08771929824561403,0.3905431584989596,0.04674643,0.39369026
Ndst3,-4.188264,-2.4002602,2.8109660056787057e-05,0.0012382074847965053,0.21052631578947367,0.47650139915333284,0.14170107,0.5898022
Akt3,-4.19258,-0.3870992,2.7579934806958836e-05,0.0012221620934534112,0.9473684210526315,0.8407835258663988,1.6104913,1.8306475
Grik4,-4.1940274,-1.8409929,2.740448503899114e-05,0.0012171215090870941,0.3684210526315789,0.5692760278395638,0.28021625,0.7694882
Gtdc1,-4.245554,-0.9956683,2.1805389252741563e-05,0.000984724049111203,0.6842105263157895,0.7299992824854703,0.6860837,1.0871923
Syndig1,-4.2575417,-2.9407992,2.0668717704773087e-05,0.0009365403789666996,0.08771929824561403,0.4008036162732295,0.053827945,0.35391676
Plcl1,-4.28127,-1.5921744,1.8582967732014694e-05,0.000849191059454481,0.5087719298245614,0.6865537777139987,0.57818985,1.2119999
Plekha5,-4.2818537,-0.7351204,1.853427353468296e-05,0.0008484087391429832,0.7894736842105263,0.7618928033292675,0.9304352,1.2686611
Camkv,-4.2874117,-1.7408752,1.807669786016938e-05,0.000828875207342579,0.3157894736842105,0.5580828011767238,0.1930851,0.5375927
Dkk3,-4.2910953,-4.655702,1.777940396319213e-05,0.0008166368965657651,0.05263157894736842,0.3643538781660329,0.013901319,0.30221042
Camk2a,-4.3213353,-0.749602,1.5508771720259556e-05,0.000723473430769747,0.9122807017543859,0.787364569132525,1.1199207,1.4976771
Ildr2,-4.3214836,-1.7698407,1.5498371279338077e-05,0.000723473430769747,0.2631578947368421,0.5452392910956447,0.19047837,0.5397337
Gpc5,-4.3251586,-2.1855168,1.5242216370448736e-05,0.0007160111081712544,0.42105263157894735,0.6144794432087249,0.40853232,1.1925318
Ust,-4.349265,-1.6675209,1.365944318100988e-05,0.0006473178805533254,0.3508771929824561,0.5919494869771112,0.29241812,0.73188907
Car10,-4.355958,-1.7374383,1.3248626823015455e-05,0.0006311890119404703,0.45614035087719296,0.6391619430293464,0.5309002,1.204663
Gls,-4.357224,-0.40531853,1.3172242495994705e-05,0.0006286645752528911,0.8947368421052632,0.8037597761354668,1.3253248,1.538972
Lingo1,-4.366326,-2.0440154,1.2635404022294099e-05,0.000605193058964425,0.24561403508771928,0.5182966205065652,0.1366313,0.47235328
Maml3,-4.372714,-2.284293,1.227113774617014e-05,0.0005909058624365441,0.21052631578947367,0.5048073473487839,0.17478238,0.65769863
Mast3,-4.3743668,-2.7076497,1.2178551074989373e-05,0.0005875003005116059,0.15789473684210525,0.45027624309392267,0.06806905,0.37853718
Miat,-4.3752713,-1.4359212,1.2128164398353832e-05,0.000586121901769366,0.38596491228070173,0.6035014709047858,0.30733603,0.6797836
Cdh8,-4.3769073,-1.4740735,1.2037515427771216e-05,0.0005827892604400226,0.49122807017543857,0.6910382435244313,0.63737273,1.246073
Egfem1,-4.3815527,-1.1839911,1.1783656022044529e-05,0.0005715285872063835,0.8771929824561403,0.7731936571715577,1.230799,1.8729249
Fat3,-4.3860993,-1.1092018,1.1540142004418503e-05,0.000560729865567315,0.7192982456140351,0.7386453325679845,0.83330953,1.3366863
Kcnip3,-4.389766,-2.0543292,1.1347252428712175e-05,0.0005543648595627202,0.21052631578947367,0.5066370093994403,0.14071731,0.4871013
Cdh13,-4.3943214,-2.3275118,1.1111938106806806e-05,0.0005448499579012754,0.3157894736842105,0.544485900839492,0.2238367,0.8150096
Lmo7,-4.3944364,-1.7240194,1.1106052318053315e-05,0.0005448499579012754,0.3157894736842105,0.5665494726268206,0.2494232,0.6605442
Chd3,-4.4010715,-1.8625568,1.0771764083386466e-05,0.0005301049467410152,0.3157894736842105,0.5615627466456196,0.17615452,0.53090715
Baiap2,-4.4147363,-1.8037344,1.0113320935695762e-05,0.0005023011710575696,0.22807017543859648,0.5378488914400517,0.17130385,0.50219375
Cdc42bpa,-4.440742,-0.44871458,8.964916036407853e-06,0.00045364838775570435,0.9122807017543859,0.8274736313410347,1.3396025,1.5780346
Galnt17,-4.4427977,-1.2098789,8.879667549506731e-06,0.0004501823906702752,0.7543859649122807,0.71869842864318,0.7899927,1.3306869
6530403H02Rik,-4.480232,-2.7887914,7.456195830337227e-06,0.0003801669486929057,0.15789473684210525,0.462904498816101,0.12346626,0.64611715
Garem1,-4.4930334,-1.6759789,7.021574031142656e-06,0.0003614361958176306,0.42105263157894735,0.6017076845806127,0.26305154,0.6736929
St6galnac5,-4.5016255,-1.2475367,6.743576743065478e-06,0.000348461359781095,0.6140350877192983,0.7212456052235058,0.78918153,1.3488548
Cpne7,-4.510579,-3.5945325,6.4650909268570665e-06,0.0003360096580360723,0.10526315789473684,0.4182750950706752,0.045690298,0.44771838
Thsd7b,-4.5199847,-2.2682562,6.184404508747953e-06,0.00032266980417486893,0.3157894736842105,0.5562172633995839,0.24464712,0.8481152
Ptprd,-4.558011,-0.5394112,5.164028233440332e-06,0.00027345474538635395,1.0,0.9653799239434598,3.298884,3.66119
Nlgn1,-4.566455,-0.27281246,4.960412119063368e-06,0.00026393321512719345,1.0,0.9544378273660041,3.2202833,3.4024682
Sphkap,-4.578632,-1.5279891,4.680273332145664e-06,0.0002500177821764493,0.543859649122807,0.6632704312262323,0.48576203,1.0309004
Gm49678,-4.5959387,-2.2855883,4.308050127165775e-06,0.0002310525088162562,0.3157894736842105,0.5566477721173854,0.26775628,0.915073
Peak1,-4.598085,-1.872705,4.263924908453677e-06,0.0002291433245803006,0.3333333333333333,0.5834828155270144,0.22903022,0.6640133
