names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pvalb chandelier Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Unc5b,10.108357,4.587957,5.072772760377916e-24,2.478280074024629e-21,0.8245614035087719,0.07813733228097869,0.8826061,0.057256263
Unc5d,10.101492,2.9175014,5.440807691527776e-24,2.6106161191312736e-21,0.9824561403508771,0.6377269139700079,2.9122727,1.1947743
Ank1,10.06927,3.137793,7.553644107669998e-24,3.560814336370049e-21,0.8947368421052632,0.2807275597330846,1.0451251,0.19018692
Prkg1,10.029057,1.9666114,1.135963934402587e-23,5.262646709896123e-21,1.0,0.8101097797230394,3.1716776,1.9236053
Mef2c,10.023968,2.2572942,1.1960303890753378e-23,5.4470061956702254e-21,0.9824561403508771,0.78036880246825,2.8802752,1.5080583
Nek7,9.988284,3.4095902,1.715244456080053e-23,7.681436422478504e-21,0.8947368421052632,0.28657530314988877,1.4318129,0.2622445
Plcxd3,9.933666,3.141953,2.971251662000647e-23,1.3088120025894654e-20,0.9298245614035088,0.3918346846523642,1.7695847,0.43923858
Pam,9.9236355,2.055963,3.2856537031672794e-23,1.4239599194210453e-20,1.0,0.7299992824854703,2.3895628,1.2187452
Fras1,9.84482,2.8379624,7.216798342535953e-23,3.0780217692689055e-20,0.9473684210526315,0.4013776278969649,1.6307855,0.45395258
Vstm2a,9.719387,2.6613088,2.492775670600906e-22,1.0465762854538492e-19,0.9298245614035088,0.45644686804907797,1.459893,0.42036793
Snhg11,9.630032,1.7887604,5.971126093926347e-22,2.4683716637507837e-19,1.0,0.8282270215971873,3.3525636,2.1951103
Kcnip1,9.609337,3.5244634,7.301775703301039e-22,2.9727077749651354e-19,0.8596491228070176,0.2305732941092057,1.3869207,0.23184502
Scn1a,9.604215,1.9054693,7.6740773233594135e-22,3.0776486220696635e-19,0.9649122807017544,0.683468465236421,1.9503489,0.95930636
Clstn2,9.5697155,2.0998673,1.0720031695060402e-21,4.2359889947981324e-19,0.9824561403508771,0.7514170911960967,2.8891468,1.6015296
Plcb4,9.524084,2.8256283,1.6650403012467904e-21,6.484004767319023e-19,0.9122807017543859,0.3302001865537777,1.2819506,0.31281555
Dip2a,9.4275255,2.589708,4.1987611519811526e-21,1.611724459339051e-18,0.8947368421052632,0.4436751094209658,1.3162777,0.37392244
Gad1,9.421606,2.8191664,4.442403328782213e-21,1.681230668230677e-18,0.8947368421052632,0.2642606012771759,1.0887803,0.24625516
Xkr4,9.396661,1.5499772,5.6322175857042855e-21,2.0629126610408983e-18,1.0,0.8616273229532898,3.2584302,2.2555797
Cntn4,9.395748,2.9177206,5.681263003983122e-21,2.0629126610408983e-18,0.9298245614035088,0.6509291813159217,2.967235,1.2354795
Limch1,9.337644,1.9962863,9.85015707826248e-21,3.528982942572171e-18,0.9649122807017544,0.7313266843653584,2.1801307,1.0875248
C130073E24Rik,9.321422,3.1688251,1.1479127063605637e-20,4.058475581566888e-18,0.8947368421052632,0.34257731219057186,1.7024168,0.40476963
Afap1,9.317541,3.0444295,1.1906734504676896e-20,4.154986443385301e-18,0.8421052631578947,0.23279758915118032,0.8996921,0.16282034
Ccdc136,9.275174,2.926549,1.773295985723431e-20,6.108777325178024e-18,0.8421052631578947,0.30996627681710553,1.0227747,0.21045549
Spock3,9.270652,2.4752598,1.8501180428510218e-20,6.292743267266703e-18,0.9824561403508771,0.5710698141637368,2.109935,0.8343823
Maf,9.233521,3.0037904,2.618770884476677e-20,8.795796708236038e-18,0.8771929824561403,0.2274162301786611,1.2155728,0.25909
Tox3,9.197,2.991458,3.680825544011205e-20,1.2210343502170503e-17,0.8596491228070176,0.3190787113439047,1.2960645,0.28805575
Elavl2,9.186196,2.2903593,4.069777551101355e-20,1.333596619488944e-17,0.9649122807017544,0.541759345626749,1.7983552,0.7081543
Cemip,9.17938,3.032365,4.335788459034143e-20,1.4036462155933424e-17,0.8421052631578947,0.3455908732151826,1.3475459,0.2986956
Sh3rf3,9.152248,2.0445104,5.576083098828152e-20,1.7836827722084817e-17,0.9298245614035088,0.6176365071392695,1.7176262,0.7457868
Epb41l4a,9.124869,3.4902174,7.182294448244866e-20,2.2704500214628183e-17,0.7894736842105263,0.13629188491066943,0.7431738,0.093599625
Meg3,9.113893,1.8097153,7.947772720018863e-20,2.4832168951965912e-17,1.0,0.9137188778072756,4.4738216,3.2475877
Fstl5,9.059365,2.6285205,1.3121186203380379e-19,4.052485899825641e-17,0.9122807017543859,0.47029489847169403,1.77463,0.58337134
Cadps,9.046712,1.4519444,1.47338336104131e-19,4.4988421489977274e-17,0.9824561403508771,0.8290880390327904,2.9182978,2.0015051
Pid1,9.007279,2.2118766,2.112312519609921e-19,6.377285101339166e-17,0.9649122807017544,0.5869268852694267,1.8239995,0.75221825
Ubash3b,8.987531,2.2853193,2.5284768102314814e-19,7.548907987879989e-17,0.9649122807017544,0.44026691540503693,1.3840777,0.47846976
Cntn6,8.983296,2.5391304,2.627739766911577e-19,7.759051377682865e-17,0.9473684210526315,0.40765588003157066,1.6096364,0.5237562
Ptpn4,8.971284,1.707302,2.930777879645475e-19,8.559782785442816e-17,0.9824561403508771,0.7072181961684724,1.7258965,0.88130397
Galntl6,8.969804,2.65594,2.9704245318894583e-19,8.582291093749434e-17,0.9824561403508771,0.8133027193800675,3.6914754,1.9747028
Nrxn3,8.95595,1.8497295,3.3682226852023556e-19,9.628100377807159e-17,1.0,0.929145440195164,4.350794,3.1016886
Ptchd4,8.919429,2.3866866,4.687009404944632e-19,1.3256836074827606e-16,0.9649122807017544,0.468501112147521,1.6520978,0.59142125
Vwc2,8.875335,3.6121514,6.972365238630862e-19,1.9515359787709508e-16,0.7894736842105263,0.15993398866327044,1.0641778,0.14431757
Fgf12,8.781399,1.718709,1.6145362803998144e-18,4.472431943746702e-16,1.0,0.854954437827366,3.2847068,2.175719
Nhs,8.723911,2.8046288,2.6875324352911174e-18,7.368775156762482e-16,0.8421052631578947,0.2689603214465093,1.1181241,0.25829077
Fmn1,8.713963,2.1555748,2.9343227483341622e-18,7.964166893711004e-16,0.9473684210526315,0.5296333500753391,1.4939845,0.5740306
Tmem44,8.687965,2.9256263,3.6898846276674445e-18,9.914719994542423e-16,0.8070175438596491,0.28510439836406687,1.0726544,0.22562715
Pde3a,8.637803,3.636223,5.730409656843161e-18,1.5245159156373834e-15,0.7543859649122807,0.1252062854272799,0.9352512,0.117325395
Alcam,8.626991,1.987002,6.2986778637879154e-18,1.6592693549017773e-15,0.9649122807017544,0.7189854344550477,2.3293018,1.205571
Hcn1,8.612965,1.9242187,7.119479398946895e-18,1.8572855480553694e-15,0.9824561403508771,0.7484394058979694,2.70639,1.5437691
5330434G04Rik,8.519236,1.7777647,1.6061019725216488e-17,4.1496115386208366e-15,0.9473684210526315,0.6456554495228528,1.7291628,0.8552675
Dcx,8.482664,2.087188,2.200950068867614e-17,5.63233603337836e-15,0.8947368421052632,0.48310253282628973,1.2438326,0.45807347
Sox6,8.456091,2.591858,2.764896559529859e-17,7.008751939110124e-15,0.9122807017543859,0.30849537203128363,1.5318791,0.47100022
Cntn5,8.4529505,2.160607,2.840325533561909e-17,7.132667952038176e-15,1.0,0.7662696419602497,3.176224,1.8139215
Cntn3,8.435348,2.0862842,3.302209480479805e-17,8.215774883378922e-15,0.9473684210526315,0.663162804046782,2.2462614,1.0954168
Dlgap2,8.376676,1.4849453,5.444359727024572e-17,1.3421095950931213e-14,0.9824561403508771,0.812800459209299,3.0763175,2.1267622
Neto2,8.3460245,2.372664,7.059921263338712e-17,1.7245462213264654e-14,0.8771929824561403,0.4474420607017292,1.359167,0.44378522
Slc44a5,8.316089,1.9490118,9.091397167381e-17,2.1846046264038174e-14,0.9473684210526315,0.608882829877305,1.7645491,0.8123756
Slc2a13,8.315899,1.8218254,9.105906890853278e-17,2.1846046264038174e-14,0.9649122807017544,0.6627322953289804,1.8894132,0.95104647
Rnf144b,8.311789,2.9589503,9.427040758753717e-17,2.2416334972363925e-14,0.7719298245614035,0.19387242591662482,0.74494,0.13302712
A230057D06Rik,8.274864,1.5339074,1.2860250811512797e-16,3.0311836781170953e-14,1.0,0.7885125923799957,2.4832537,1.5669241
Lrrc4c,8.263617,1.5460111,1.413244307463238e-16,3.302076047090191e-14,1.0,0.915153906866614,3.643819,2.621198
Zbtb7c,8.241557,3.8730395,1.6998408586731626e-16,3.9374761959092994e-14,0.7017543859649122,0.10873932697137118,0.75234663,0.07378383
Msi2,8.203029,1.7119082,2.3440457022452233e-16,5.3832912837033456e-14,0.9649122807017544,0.652507713281194,1.633874,0.8148252
Adamts17,8.187761,1.9280021,2.6613075994393133e-16,6.060113152282573e-14,0.9122807017543859,0.5064217550405395,1.3401519,0.5544459
Cntnap3,8.168636,2.8176155,3.1189360864582127e-16,7.042505264128755e-14,0.7894736842105263,0.20883260386022817,0.93022096,0.1969978
Ppip5k2,8.167116,1.9680209,3.1584984314890384e-16,7.072404404509205e-14,0.8771929824561403,0.488412140345842,1.0704191,0.39870217
Pknox2,8.122462,1.8998764,4.568184263622724e-16,9.979439931995334e-14,0.9298245614035088,0.5611681136543015,1.3919961,0.59334385
Olfm3,8.082266,2.5035412,6.357442099356363e-16,1.3776166871750442e-13,0.8771929824561403,0.39857932123125495,1.4677429,0.46303308
Cacna2d3,8.077612,1.7977512,6.604732418231283e-16,1.4197532806229967e-13,0.9824561403508771,0.7458922293176437,2.6049545,1.5269424
Ttc39b,8.075096,2.1207678,6.742348959245963e-16,1.4378326709122144e-13,0.8596491228070176,0.4006601133672957,0.93142354,0.30280587
Nacc2,8.041065,3.411635,8.906049440744759e-16,1.8842956572662337e-13,0.7017543859649122,0.12075769534333071,0.6617556,0.084491216
Usp25,8.019722,1.7493703,1.0598508328393036e-15,2.224858740499382e-13,0.8947368421052632,0.5821195379206429,1.3086605,0.5896898
Amy1,8.000696,1.7979234,1.237177588382621e-15,2.576973782933413e-13,0.9122807017543859,0.5162875798234914,1.0987055,0.45441857
Pcdh9,7.99476,1.2094016,1.2982660321099223e-15,2.683416021753355e-13,1.0,0.9714787974456482,4.6632085,3.8372262
Wwp1,7.9525485,1.8915125,1.8271304981970427e-15,3.7477096554621784e-13,0.8947368421052632,0.4784028126569563,1.0362133,0.39886853
A330076H08Rik,7.9446144,1.6726121,1.947956141228397e-15,3.9065786563123607e-13,0.9824561403508771,0.6572433091770108,1.636708,0.8320808
Cdh12,7.944072,1.8321887,1.9565015408574195e-15,3.9065786563123607e-13,0.9473684210526315,0.6849752457487264,2.3077667,1.2647303
Zmat4,7.9436774,1.892239,1.9627395556463292e-15,3.9065786563123607e-13,0.9473684210526315,0.6004520341536916,1.8093113,0.86523473
St6gal2,7.9270525,2.192183,2.2440841042496395e-15,4.433716167734398e-13,0.8070175438596491,0.39800530960751956,0.9676474,0.3053196
Rps6ka5,7.9028473,2.04574,2.72603638191141e-15,5.307869389997071e-13,0.8771929824561403,0.5320011480232475,1.3639979,0.5337003
Cacng2,7.8843646,1.9257188,3.1614055584990855e-15,6.111292615602189e-13,0.8771929824561403,0.4099160508000287,0.87719274,0.31450593
Mdga2,7.7922215,0.99723995,6.5841195629717434e-15,1.2547183876386578e-12,0.9824561403508771,0.9127143574657387,3.4080667,2.7492702
Lnx1,7.771042,2.3269918,7.784318027858266e-15,1.4729903197785324e-12,0.7894736842105263,0.32722250125565044,0.83198786,0.23005313
Rcan2,7.755157,2.0246062,8.823416923711403e-15,1.6579385506302477e-12,0.8596491228070176,0.3664346703020736,0.9664583,0.33666536
Adamts15,7.7444935,5.2416787,9.596375543200135e-15,1.790657019762414e-12,0.6140350877192983,0.030099734519624024,0.4717783,0.015807532
Cracd,7.7366414,1.7330083,1.0207746061829892e-14,1.8916009426301324e-12,0.9298245614035088,0.556468393484968,1.3094053,0.59521425
Crtac1,7.71325,1.9782796,1.2265343590133985e-14,2.2573272758006863e-12,0.8771929824561403,0.46717371026763294,1.1247143,0.4237762
Gad2,7.6808066,2.3102624,1.5809022756918956e-14,2.8897172889687912e-12,0.7894736842105263,0.22239362847097655,0.8312611,0.23218054
Tmem196,7.669592,2.6987374,1.7254466671503567e-14,3.1326183747520327e-12,0.7368421052631579,0.22605295257228958,0.77701724,0.16634366
Pcdh19,7.6665416,1.9451092,1.7669614180696768e-14,3.1864599532571954e-12,0.8947368421052632,0.5112649781158068,1.2981476,0.5255795
A530058N18Rik,7.6527615,3.3489733,1.9670856149628237e-14,3.523706031603405e-12,0.6666666666666666,0.10744780081796657,0.5324098,0.06672133
Ptpre,7.611586,1.8368019,2.707522661652354e-14,4.817955888648924e-12,0.8771929824561403,0.5435890076774055,1.2612536,0.53544575
Mb21d2,7.609514,2.4803858,2.751279535607328e-14,4.831822295540451e-12,0.7543859649122807,0.2863959245174715,0.75704366,0.1846888
Itpr1,7.588047,1.5702294,3.247634651016855e-14,5.666489809923565e-12,0.9473684210526315,0.6699433163521561,1.7319394,0.94252485
Gm56750,7.531957,3.0557165,4.9985414155050493e-14,8.60966716888594e-12,0.7017543859649122,0.17693908301643108,0.88961923,0.15912442
Osbpl9,7.5307565,1.606664,5.0447141285090594e-14,8.633851505289071e-12,0.9298245614035088,0.5925593743273301,1.2370195,0.58941936
Spock1,7.523439,1.7619098,5.3353848973011815e-14,9.073531151296376e-12,0.9649122807017544,0.6106407404749946,1.8365874,0.9382087
Frmd5,7.5096264,1.6376145,5.929637772630413e-14,1.0020714902552151e-11,0.9824561403508771,0.7396498529095215,2.3100264,1.3651953
Fgd3,7.458437,3.1331313,8.755504546185404e-14,1.4612447649441105e-11,0.6491228070175439,0.08947406184975246,0.46209875,0.0648067
Gria1,7.4412527,1.5725751,9.973476629511629e-14,1.644093969539739e-11,1.0,0.849357824495946,3.2726395,2.254784
Gm30439,7.420345,1.9107782,1.1681596509866894e-13,1.913929867195875e-11,0.9298245614035088,0.515318935208438,1.3911511,0.58946687
Ppm1h,7.408546,1.5086007,1.2769143011197068e-13,2.079435592187062e-11,0.9824561403508771,0.6748582908803903,1.5498861,0.83474153
Tmem108,7.371046,1.7163441,1.6929430403957978e-13,2.7403240659900656e-11,0.9473684210526315,0.6358255004663844,1.8594127,0.9743309
Nxpe4,7.3635726,1.8794199,1.7905265139218773e-13,2.880924995753344e-11,0.8421052631578947,0.4971299418813231,1.1244599,0.44784504
Tox2,7.3356752,2.4766629,2.2060604037970613e-13,3.528383514882562e-11,0.7192982456140351,0.2150032288153835,0.6122791,0.14127903
Gm4221,7.328662,2.6368647,2.3246157273573186e-13,3.696001455271666e-11,0.7017543859649122,0.1870201621582837,0.6278381,0.13142109
Abat,7.2746935,2.0251577,3.472077028239072e-13,5.455830979461045e-11,0.7894736842105263,0.34139341321661765,0.7896226,0.25885355
Dock7,7.2690206,1.4935666,3.6210359713961207e-13,5.6568160785705676e-11,0.9649122807017544,0.6554495228528378,1.4408259,0.76314706
C130071C03Rik,7.260001,1.2432456,3.8708741843303634e-13,5.977608582353843e-11,0.9824561403508771,0.77663772691397,2.0603075,1.3591534
Dennd1b,7.200236,1.4802866,6.010844128486001e-13,9.229221813281077e-11,0.9122807017543859,0.6267130659395853,1.331588,0.69261146
Ikzf2,7.1972923,2.2243226,6.141989921407345e-13,9.324026507808779e-11,0.7894736842105263,0.3435100810791418,0.92586017,0.2822747
Itga6,7.1761374,2.4421263,7.170840128474199e-13,1.0824745744500098e-10,0.7017543859649122,0.18246394489488413,0.68252033,0.16561751
Ntrk2,7.164701,1.2292582,7.795657025437957e-13,1.1702195769470274e-10,0.9298245614035088,0.7808710626390184,2.0625384,1.3682747
Yes1,7.134625,2.2202814,9.705126885078552e-13,1.4487597744558926e-10,0.7368421052631579,0.2546817823060917,0.6562934,0.18154627
Mfn1,7.1220374,1.589778,1.0634317061403984e-12,1.578696681988536e-10,0.8771929824561403,0.500466384444285,0.93893,0.41696718
Slc4a10,7.056188,1.2505659,1.7113204655444862e-12,2.5265484016033154e-10,0.9824561403508771,0.7739470474277104,2.1060667,1.3944349
Epb41l1,6.984682,1.387654,2.8550139869031042e-12,4.124420743445506e-10,0.9298245614035088,0.6083805697065365,1.182199,0.62289923
Adgrb3,6.9470997,1.07042,3.728716233820028e-12,5.329287510784263e-10,1.0,0.9359618282270216,3.9440873,3.2232137
Atp11b,6.9431944,1.4814792,3.83331026657387e-12,5.449790839303697e-10,0.8771929824561403,0.6333859510655091,1.3417163,0.69908553
Col19a1,6.941731,2.169578,3.873241937099259e-12,5.477579518413531e-10,0.7543859649122807,0.2722608882829877,0.90795857,0.28427804
Trim24,6.879335,1.6941619,6.013261615886927e-12,8.459494220883861e-10,0.8245614035087719,0.4593528018942384,0.8761427,0.3598727
Ogt,6.867824,1.1823393,6.518843972023896e-12,9.07571697037731e-10,1.0,0.7736600416158427,1.7474242,1.1276937
Mtss1,6.8500733,1.671809,7.381220969552469e-12,1.0223371518137878e-09,0.8596491228070176,0.45221353232402955,0.9571556,0.40780756
Tmem132d,6.835586,1.8829591,8.16703718541207e-12,1.1139507064569662e-09,0.8596491228070176,0.4766449020592667,1.3989791,0.6027984
Gm45323,6.806579,2.654911,9.994663958882183e-12,1.3495307566591168e-09,0.6666666666666666,0.17658032575159646,0.70668095,0.15109372
Lhfpl3,6.774588,1.8516407,1.2476138430624324e-11,1.6761691981543778e-09,0.8596491228070176,0.47474348855564324,1.4660558,0.6540179
Gfpt2,6.759575,4.0945935,1.3839741525548386e-11,1.8501186805546524e-09,0.5614035087719298,0.06335653296979264,0.46192765,0.03378944
Mpdz,6.7308226,1.5308747,1.687064785249586e-11,2.222128959787077e-09,0.8771929824561403,0.562997775704958,1.1405954,0.5519587
Adcy8,6.7040277,1.5700669,2.0275211639345613e-11,2.657536276825447e-09,0.9122807017543859,0.5568989022027696,1.375473,0.69108486
Hs3st1,6.6789837,2.2142634,2.4060517070269565e-11,3.1383790955249667e-09,0.6842105263157895,0.2248331778718519,0.5737849,0.15443943
Manba,6.6672344,2.1966443,2.6066852797135108e-11,3.3806118435718857e-09,0.6842105263157895,0.23767668795293104,0.55398756,0.14968285
Kcnt1,6.666659,2.2963278,2.6169231985967706e-11,3.3806118435718857e-09,0.6842105263157895,0.27308602999210735,0.640532,0.16781008
Cerk,6.6595306,1.8797606,2.7470366527949888e-11,3.5317165005072416e-09,0.7368421052631579,0.30311401305876445,0.6331247,0.21516678
Dlg2,6.6544,0.93830067,2.8445799162549318e-11,3.639707730941429e-09,1.0,0.9553705962545741,4.3578997,3.719186
Nrsn1,6.621011,2.346156,3.567507002142047e-11,4.521646846582868e-09,0.6842105263157895,0.2521704814522494,0.65290606,0.1664928
Dusp10,6.6031775,3.2299428,4.0243702036420426e-11,5.053029316442135e-09,0.5789473684210527,0.08681925808997633,0.494313,0.065924905
Sgcd,6.587112,1.6965771,4.484641029866644e-11,5.578810392246144e-09,0.9473684210526315,0.7049221496735308,2.3723862,1.3862199
Peg3,6.5784955,1.3979834,4.752325559596811e-11,5.884561649141305e-09,0.8596491228070176,0.6354308674750664,1.3539886,0.737226
Ngf,6.568744,4.329031,5.0741356505290604e-11,6.254221327051185e-09,0.543859649122807,0.05797517399727344,0.55666274,0.036388878
Sntg2,6.547721,2.4017787,5.842180510000312e-11,7.1680086896670496e-09,0.6666666666666666,0.23878883547391835,0.65098387,0.16008063
Atp11c,6.528309,1.7281225,6.651641285250192e-11,8.087312277586999e-09,0.8070175438596491,0.42989883045131666,0.9095875,0.36999452
Spats2l,6.526681,1.7992185,6.72430689121045e-11,8.094984070247067e-09,0.7719298245614035,0.38214823850182966,0.82840383,0.31521854
Tm6sf1,6.526599,2.6816137,6.727997394383937e-11,8.094984070247067e-09,0.6140350877192983,0.15379923943459856,0.5023238,0.09686537
Cdc14b,6.5079184,1.7817955,7.619920660218891e-11,9.059613634516884e-09,0.7543859649122807,0.3723182894453613,0.7362258,0.27491975
Phactr2,6.5014725,1.8290669,7.95375330608483e-11,9.414861292268696e-09,0.7543859649122807,0.3376264619358542,0.7847417,0.28926048
Apc,6.4810905,0.9861745,9.106204037472442e-11,1.0731741337144057e-08,0.9824561403508771,0.813733228097869,1.891447,1.3458862
Zswim6,6.473724,1.2287062,9.561671096698069e-11,1.121930578027411e-08,0.9649122807017544,0.7130300638587932,1.6100717,0.9962667
