names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Nestin_Control (for_DEGs)
Slc25a5,-2.5655565,-2.3747585,0.010301040031150267,0.045700481025294684,0.09302325581395349,0.6260364,0.15510352
Atpif1,-2.5887787,-1.5869492,0.00963169623415481,0.04347599500155418,0.20671834625322996,0.7956225,0.33983493
Rps18,-2.595068,-1.9856589,0.009457219386239873,0.04298511156693438,0.14728682170542637,0.75109154,0.24890761
Scn1b,-2.6018412,-2.030932,0.00927247893560505,0.04224449254202674,0.13178294573643412,0.6726205,0.2108715
Ubl5,-2.6018412,-2.6425314,0.00927247893560505,0.04224449254202674,0.07235142118863049,0.5816903,0.11899614
Rpl31,-2.6153874,-1.9599364,0.008912631047954086,0.040986927107676,0.14728682170542637,0.7313962,0.24457915
Atp5k,-2.6337714,-1.6235778,0.008444228933604336,0.03928440965834322,0.20930232558139536,0.8518869,0.36199325
Rpsa,-2.6555421,-1.4120713,0.007918101964362607,0.03735001794765255,0.23772609819121446,0.88510877,0.42841077
Atp6v1e1,-2.6603801,-1.5894372,0.007805249780626487,0.03693645621993245,0.18604651162790697,0.77926975,0.33079574
Marcks,-2.6642506,-0.4514749,0.007716007888621315,0.03659283482523966,0.6795865633074936,1.6921787,1.4447023
Rpl36al,-2.6661856,-2.5889165,0.007671730759751137,0.03646143312490794,0.082687338501292,0.63542515,0.137643
Aplp1,-2.707308,-1.4070545,0.006783126856762308,0.03320638631436142,0.2661498708010336,0.9339094,0.45892847
Ptma,-2.707308,-1.3097368,0.006783126856762308,0.03320638631436142,0.2868217054263566,0.9466498,0.4923628
Cox5b,-2.7131135,-2.5295546,0.006665424299901027,0.03284942031787729,0.09819121447028424,0.6866918,0.15782672
Sub1,-2.716984,-1.8896593,0.006587979364726104,0.03279829998208098,0.15503875968992248,0.7368646,0.2577307
Ndufc2,-2.7189193,-2.3819485,0.006549561151138273,0.032718068815164064,0.09819121447028424,0.6457031,0.16047707
Ndufa5,-2.7489145,-2.2155654,0.005979300618233931,0.03070583666376608,0.1343669250645995,0.76222134,0.22001635
Rps24,-2.7489145,-1.4534062,0.005979300618233931,0.03070583666376608,0.2454780361757106,0.9000757,0.42726183
Ndufs5,-2.78278,-2.1644917,0.005389535414139467,0.028406401625901547,0.12661498708010335,0.7205489,0.21143878
Cplx2,-2.78278,-1.5750089,0.005389535414139467,0.028406401625901547,0.22997416020671835,0.9031101,0.4004352
Basp1,-2.7842312,-0.467669,0.005365475963247616,0.028381562156553797,0.6795865633074936,1.743061,1.4837451
Atp5mpl,-2.7905207,-2.6741798,0.005262335178468123,0.028004277050106663,0.06976744186046512,0.5593929,0.11104303
Cnih2,-2.79681,-2.6624963,0.005160988764174964,0.027598434448522495,0.07235142118863049,0.5854645,0.118402734
Rpl29,-2.8388999,-2.1980498,0.00452693495544536,0.024934969635688396,0.12661498708010335,0.7241651,0.20836568
Ubc,-2.862122,-1.878403,0.0042081485298819795,0.023652696909336645,0.1834625322997416,0.8216349,0.2975583
Mif,-2.8698628,-2.3453474,0.004106500385595117,0.02314047144302703,0.12403100775193798,0.7723391,0.20637459
Dynlrb1,-2.8776035,-2.279663,0.004007085419914861,0.02272575120237797,0.12403100775193798,0.733443,0.20121068
Rpl18a,-2.882925,-1.5632297,0.003940010552844407,0.022432065256233164,0.22997416020671835,0.92484176,0.41531897
Ndfip1,-2.9196935,-1.0144266,0.00350375858430118,0.02042856439220517,0.4108527131782946,1.1813761,0.7505621
Tuba1a,-2.9225962,-1.8221155,0.0034712636158747063,0.020369374897952777,0.19896640826873385,0.87533647,0.33349544
Rpl39,-2.944367,-2.1326673,0.0032361609394483478,0.019246411208800242,0.12919896640826872,0.7434033,0.22437637
Slc25a4,-2.955978,-1.7078004,0.0031167936620982804,0.01863724036262844,0.2248062015503876,0.9501047,0.39575854
Gpx4,-3.047415,-2.0421402,0.0023081885941656968,0.014679679194975767,0.17054263565891473,0.8371126,0.2761129
Rpl13a,-3.0880535,-1.6118691,0.002014721513673345,0.013293537303862653,0.23772609819121446,0.9587431,0.42280203
Rpl34,-3.0953104,-1.985697,0.0019660698098559184,0.01307050337337749,0.18863049095607234,0.8838975,0.30646676
Cox5a,-3.1103082,-2.168018,0.0018689231218784609,0.012519224747925582,0.13695090439276486,0.768856,0.22913936
Itm2b,-3.1228867,-0.51104754,0.0017908667671211295,0.012144229032511696,0.7131782945736435,1.7530907,1.4699146
Rplp2,-3.127241,-1.7126882,0.0017645531535556702,0.01203999756402869,0.2532299741602067,0.9976866,0.42023295
Pkm,-3.1325626,-2.449277,0.0017328749130581652,0.011879100455403404,0.11886304909560723,0.7729701,0.19353539
Snap25,-3.1436899,-1.0793011,0.0016683217852274052,0.011526348786162967,0.48320413436692505,1.4055201,0.8987465
Cpe,-3.1480439,-1.1522303,0.001643669759452266,0.011445871220489593,0.4806201550387597,1.4302237,0.8881424
Cfl1,-3.1702983,-2.1326685,0.0015228243579331108,0.010757544140070017,0.15503875968992248,0.8062817,0.24894
Bex2,-3.1741688,-2.5385678,0.0015026627377456366,0.010649305489240816,0.11886304909560723,0.81280285,0.19545802
Stmn1,-3.196907,-2.152666,0.0013890966031750269,0.010038446881072732,0.1731266149870801,0.89961886,0.28371102
Rpl23a,-3.2075505,-1.99432,0.0013387053241783332,0.00973825145736999,0.17571059431524547,0.870152,0.29876044
Myl6,-3.2138398,-1.8022448,0.0013097269583226337,0.009574930803285567,0.20930232558139536,0.91790676,0.3585492
Olfm1,-3.218194,-1.3103265,0.0012900053244716374,0.009477985697829176,0.3798449612403101,1.2226032,0.67607474
C1qtnf4,-3.2327077,-2.3700278,0.001226229139675816,0.009100563986025743,0.12661498708010335,0.8186766,0.21928571
Calm3,-3.2646382,-1.8497908,0.0010960398918165796,0.008331038970440012,0.21188630490956073,0.9369011,0.35808852
Rps17,-3.2694762,-2.4472935,0.0010774683566478723,0.008218263843340184,0.12144702842377261,0.8129976,0.20705213
mt-Co3,-3.2849574,-0.96957093,0.0010199775600417732,0.007903030355182824,0.5193798449612403,1.4813337,1.0063617
Cox6a1,-3.2965686,-1.7792479,0.0009787372939285026,0.0076781155625300175,0.2351421188630491,0.9859794,0.39848742
mt-Co1,-3.3076959,-1.3208004,0.0009406693110235743,0.007419149888556901,0.4082687338501292,1.308291,0.732744
Aldoa,-3.3081796,-1.9439318,0.0009390457191168729,0.007419149888556901,0.2454780361757106,1.08902,0.41367832
