names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-IMN GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Gad1,4.7696233,1.8257372,1.8457064631533536e-06,1.3037146679183926e-05,0.3660377358490566,0.2642481446790115,0.68321806,0.2441398
Tmsb4x,4.6311173,1.0508842,3.636977364269846e-06,2.4388715192895125e-05,0.6641509433962264,0.7218459543194755,1.6143076,1.0792508
Pbx3,4.596898,2.21217,4.28827388228267e-06,2.8450844251095144e-05,0.3886792452830189,0.3365876504070898,1.0703344,0.34611708
Maml3,4.5310764,1.0920669,5.868390149281204e-06,3.797272599951682e-05,0.5018867924528302,0.502954103321565,1.0843712,0.6514279
Frmd7,4.2569103,3.9844103,2.0727164437371105e-05,0.0001222966421678001,0.17735849056603772,0.02986526406801643,0.21302041,0.014887942
Msi2,4.2512794,1.1633856,2.125528273203629e-05,0.00012519277663520717,0.5433962264150943,0.6527847827653289,1.3342966,0.8104439
Plp1,4.226933,0.6939327,2.3689822753678524e-05,0.0001382592392248788,0.6830188679245283,0.7186756970963326,1.5683582,1.2084422
Cmss1,4.1626945,0.37689355,3.145140037901331e-05,0.00018026858536349994,0.6943396226415094,0.8423517544491678,1.5759463,1.3746163
Dlx1,3.7867095,2.8070471,0.00015265532838336834,0.0007718947447612171,0.18490566037735848,0.05699257871604582,0.21997389,0.03455279
Naaladl2,3.7570224,0.29159576,0.00017194713078967197,0.0008610174066937171,0.7433962264150943,0.8636068881043303,1.8216099,1.6550875
Pbx1,3.727484,0.2796825,0.00019340090063937272,0.0009607473100720919,0.6150943396226415,0.8140355933424598,1.793447,1.6345589
Lars2,3.5373514,0.5003877,0.00040416166966609736,0.0018899798231688195,0.6716981132075471,0.7977880250738526,1.4223777,1.1708218
Nol4,3.5056689,0.49837583,0.0004554614010004206,0.0021111346980992414,0.5660377358490566,0.7320051876936379,1.3612133,1.1163139
Plcb4,3.4666314,1.130619,0.0005270239610948393,0.002420292913112003,0.3849056603773585,0.3301750846602781,0.588393,0.31179413
Peli2,3.4592535,1.4207429,0.0005416748022511346,0.002479945806182993,0.32452830188679244,0.25585416816773543,0.47523227,0.20477216
Calm1,3.2405705,0.5198079,0.0011929076501127288,0.005143361450341628,0.7056603773584905,0.8378485481662944,1.616911,1.3392035
Syt6,3.2341998,2.7930055,0.001219841295181191,0.0052510630569558795,0.16226415094339622,0.052525398083435405,0.23841755,0.03811165
Lgr5,3.1694806,3.4132662,0.0015271164893599092,0.006463005208552647,0.16226415094339622,0.05692052741551985,0.30748135,0.03323267
Tshz1,3.1482203,2.0292935,0.001642677901669468,0.006914145892127523,0.27547169811320754,0.2123712083003098,0.5164134,0.15324023
Cacng5,3.0579646,2.9763167,0.0022284587357681287,0.009171187966011582,0.15849056603773584,0.05674039916420491,0.21518725,0.03005238
mt-Co3,3.0293493,1.0012167,0.002450810807124291,0.010006577478715955,0.5471698113207547,0.6081850277397507,1.2133079,0.7799235
Pde5a,2.9933486,2.326853,0.002759344249420431,0.01113601381524887,0.19622641509433963,0.10541105266950068,0.37452847,0.08668363
2610307P16Rik,2.9405851,2.988572,0.0032759286991361153,0.0130136316005008,0.1471698113207547,0.04726565314503927,0.29221866,0.041872844
Map3k1,2.910097,1.574298,0.003613167522847818,0.014253392111175376,0.23018867924528302,0.14608401181641328,0.30101535,0.11149252
Adarb2,2.8758395,0.89494675,0.004029546387360944,0.015767279951709415,0.5283018867924528,0.582066431299085,1.5341767,1.083879
Lgr6,2.8754122,3.525926,0.004035003934974885,0.01578174028133554,0.12452830188679245,0.024137185676201454,0.16505127,0.015458998
Meis1,2.86243,1.8359976,0.00420405850210883,0.016388082395424965,0.21509433962264152,0.1310252900064846,0.36481062,0.116280176
Zic1,2.8324683,2.9272645,0.004619014692114703,0.017878554419061086,0.12075471698113208,0.02039051804885078,0.15121636,0.02123417
Erbb4,2.8190477,0.58474284,0.004816637223893637,0.018555274868246884,0.6679245283018868,0.7199005692052741,1.8978184,1.5647495
Pde1c,2.8177352,1.7323523,0.0048363662195145055,0.0186232674574885,0.35094339622641507,0.3345702139923626,0.8595569,0.34354922
mt-Co1,2.803399,1.0848935,0.005056705773528309,0.01939390295956404,0.47547169811320755,0.5146264140067728,1.013279,0.6027703
G630016G05Rik,2.779911,2.3224196,0.0054373802715272325,0.020770885398910543,0.17735849056603772,0.09139707471719864,0.21197978,0.046128
Pcp4l1,2.7542255,2.6523402,0.005883121324493257,0.022311851798042882,0.13962264150943396,0.04539231933136393,0.18863703,0.03248815
Dcx,2.7107818,1.0148616,0.006712476139481288,0.02513436926809674,0.4226415094339623,0.4832480726277109,0.7729314,0.45557433
Nhs,2.703278,1.4380981,0.0068659279298926325,0.02564819734133394,0.30566037735849055,0.26936378701635566,0.5843419,0.25693294
Ntn4,2.6515906,2.311432,0.00801136289726993,0.029561290998303076,0.15471698113207547,0.06733194034152316,0.19152871,0.041648693
Pax6,2.5962598,2.7374382,0.0094244768097722,0.03435101626133736,0.12075471698113208,0.02982923841775344,0.16044706,0.02576208
Gng4,2.5683122,2.2062612,0.010219508034608681,0.03696798342621638,0.1811320754716981,0.1056632322213416,0.23612627,0.056109317
Sparcl1,2.5594807,0.7562724,0.010482865688589183,0.03783406327097265,0.5245283018867924,0.5908566899632538,1.0096936,0.7094818
Smoc1,2.5541818,1.9947008,0.010643762788372483,0.038337520928092304,0.17358490566037735,0.09186540817061747,0.26196676,0.07245685
Ndufs2,-2.4558883,0.34645012,0.014053684965557282,0.04950478697227637,0.10943396226415095,0.21258736220188773,0.18966715,0.15208751
Smarcd1,-2.4568343,0.36150715,0.014016730518642554,0.04938108680161603,0.12452830188679245,0.2321492902946898,0.1820725,0.14447902
Tmed2,-2.4687786,0.3899334,0.01355750456381884,0.04789510223899714,0.11320754716981132,0.21932415880106637,0.18988197,0.14806014
Cct6a,-2.469427,0.30031773,0.013532955435203595,0.04782775084343279,0.15849056603773584,0.274011095900281,0.24799831,0.20584586
Psmd6,-2.4732115,0.30025798,0.013390485794462328,0.04736111008255927,0.07547169811320754,0.17440017292312127,0.13276723,0.1091292
Naca,-2.4791398,0.4743279,0.013169966648711605,0.04664254696861485,0.16981132075471697,0.2946537935009727,0.30387157,0.22761203
Rpl31,-2.486735,0.59200275,0.012892131531817307,0.04570676530675961,0.16981132075471697,0.29580661430938826,0.35036078,0.24557593
Ppp2r1a,-2.493934,0.51379275,0.012633608648648568,0.044867177423894664,0.1509433962264151,0.26857122271056993,0.26367968,0.19170368
Eif4a2,-2.4940789,0.4001407,0.012628450050616276,0.044854785573041546,0.33584905660377357,0.5412853952013834,0.6182471,0.49981517
Akr1a1,-2.4974015,0.40586385,0.012510719644543592,0.04447079464432861,0.1811320754716981,0.3069745658909143,0.28630075,0.22330788
Grina,-2.5125046,0.45509163,0.011987754715022607,0.0427316223391692,0.2943396226415094,0.4712155054398732,0.5340817,0.41536018
Atad5,-2.5130692,0.29528704,0.011968586070418834,0.042680279722913606,0.09433962264150944,0.19860940989984868,0.13359131,0.110173434
Dynlt3,-2.5197794,0.29302108,0.011742836236464842,0.04195319899930997,0.09056603773584905,0.1925931263059298,0.14600347,0.120716944
Ctsb,-2.5254025,0.3030877,0.011556580296901443,0.04134273899317557,0.2792452830188679,0.44635780675841197,0.47380945,0.3996165
Rab3a,-2.5293815,0.42548802,0.011426374385531176,0.04088782524160643,0.18867924528301888,0.31961956913322287,0.3637375,0.28265494
Hspe1,-2.5303085,0.3459232,0.01139622645830529,0.040790809236001487,0.07924528301886792,0.1811009438720369,0.17975797,0.14405164
Tagln3,-2.5313652,0.49355054,0.011361946442996146,0.040678947491446564,0.1169811320754717,0.2279703148641833,0.22267433,0.16309851
Atp5l,-2.5372477,0.5000821,0.011172784950580245,0.040055067594675274,0.28679245283018867,0.4648389653433245,0.5410823,0.41050485
Cct8,-2.5426953,0.4276345,0.011000108164659435,0.039493974663869454,0.1509433962264151,0.27019237697240434,0.24716532,0.18935078
Nsg1,-2.5468688,0.38375613,0.010869427792958252,0.0390869324052195,0.20754716981132076,0.3427120109517977,0.3447293,0.27419567
Ypel3,-2.552595,0.37489113,0.010692376326892884,0.03848682543919783,0.2,0.3326968801786872,0.3345343,0.26725578
Ncaph2,-2.5529916,0.4991167,0.010680204469099824,0.038453315568097585,0.12452830188679245,0.23935442034728727,0.19111823,0.13890028
Zmat2,-2.5569897,0.4363198,0.01055823553883961,0.03808050858102286,0.19245283018867926,0.3255277757763528,0.34766933,0.2679309
Clcn4,-2.5604079,0.44173348,0.010454940843991945,0.037748489717557586,0.2188679245283019,0.3655522732185316,0.34193838,0.26247945
Selenow,-2.560568,0.47976288,0.010450121041339326,0.03773615809444802,0.33584905660377357,0.5468693709921464,0.71202004,0.55642146
Klhdc2,-2.5678048,0.3484369,0.010234477305468745,0.03701714971031703,0.1811320754716981,0.31277469558325527,0.25130957,0.20245512
Taf4,-2.5750682,0.2517575,0.010022029975515904,0.03632698576043603,0.09811320754716982,0.20505800129692342,0.12786268,0.10845607
Rps15,-2.5773497,0.46830058,0.009956120762246176,0.036116826073960086,0.2981132075471698,0.483103970026659,0.61412865,0.47808403
Uba52,-2.583503,0.45750287,0.009780263499468525,0.035512929760908,0.1169811320754717,0.22951941782549176,0.2584387,0.19455037
Atp1a1,-2.5882525,0.4052724,0.00964642592624141,0.03508384740634904,0.3132075471698113,0.5051156423373442,0.58580333,0.4708674
Cct2,-2.6228952,0.34001622,0.008718609322294901,0.031955944958404585,0.1018867924528302,0.21136249009294616,0.1851372,0.14900559
Sntg2,-2.622922,0.3235299,0.008717926009085993,0.031955944958404585,0.12452830188679245,0.24018301030333597,0.19726485,0.16063772
Smc1a,-2.6253328,0.426619,0.00865642946031737,0.03175402861416078,0.15849056603773584,0.28290943151523884,0.27494073,0.2114287
H3f3a,-2.6297162,0.3590711,0.008545618913038946,0.031360390630067805,0.2339622641509434,0.3827365083939765,0.39578143,0.32104182
Ndufb3,-2.6305401,0.3171518,0.008524929874698602,0.0312930144444196,0.16981132075471697,0.29786007637437856,0.2723542,0.22416049
Rpl21,-2.6316693,0.46182367,0.008496650969297345,0.03119347063055331,0.21509433962264152,0.36281432379854456,0.4632308,0.35613447
Tle5,-2.6343398,0.4247508,0.008430108652646522,0.0309788046357511,0.19245283018867926,0.32563585272714174,0.32988057,0.2555215
Gpr19,-2.63545,0.28159973,0.00840258348693069,0.030881879126498105,0.08679245283018867,0.19421428056776424,0.13013503,0.10826034
Cdc7,-2.6430986,0.28893,0.008215109141755163,0.030246640536991127,0.08679245283018867,0.19453851142013112,0.120479606,0.09966431
Emc4,-2.646494,0.5619251,0.00813309734272329,0.029977548093137834,0.1169811320754717,0.2324374954967937,0.22592737,0.15846413
Igfbp5,-2.649958,0.25747904,0.008050182855254273,0.029696377446551663,0.12452830188679245,0.24003890770228403,0.22707376,0.19330733
Supt16,-2.6549475,0.28350034,0.007932072359675732,0.02930355615227129,0.2339622641509434,0.3864111247208012,0.32840717,0.27717566
Bbln,-2.6576753,0.27565002,0.007868167099844071,0.02908083218333015,0.09433962264150944,0.2036169752864039,0.19440793,0.16319779
Hmgn1,-2.6871526,0.2651244,0.00720640071276531,0.02681196166602103,0.13584905660377358,0.2539808343540601,0.18628111,0.15733477
Rpl23a,-2.7165194,0.40523767,0.006597231784716287,0.02475113348999255,0.15849056603773584,0.28571943223575186,0.32482436,0.25448942
Rpl14,-2.7203305,0.32362413,0.006521669752319573,0.02450870856571006,0.15849056603773584,0.2861157143886447,0.3095852,0.2546008
Hnrnpa1,-2.7274222,0.38131315,0.0063831284405774565,0.02403512628900172,0.16981132075471697,0.30405648821961234,0.26198363,0.20696664
Dstn,-2.7324808,0.3110066,0.006285933007824975,0.023689063102420346,0.23018867924528302,0.38601484256790836,0.35994452,0.2995368
Tcp1,-2.738821,0.38568005,0.006165991141312934,0.02329913963817726,0.1811320754716981,0.3194754665321709,0.2880378,0.22753598
Hdac2,-2.7470002,0.31938237,0.0060143101226440895,0.02277723932282547,0.18867924528301888,0.3311117515671158,0.26179928,0.21497843
Gtf2h5,-2.7495103,0.44292253,0.005968437631859646,0.022613073768763214,0.1471698113207547,0.27354276244686215,0.24230719,0.18373945
Ino80dos,-2.766681,0.322204,0.005663013147043483,0.02156406784840045,0.19245283018867926,0.3398299589307587,0.28178322,0.23138426
Gaa,-2.7863505,0.29005477,0.005330520704732493,0.020385865547418457,0.1471698113207547,0.27282224944160244,0.23133993,0.19299899
Tspan3,-2.8163238,0.28489938,0.004857667949552867,0.018694577170507813,0.3018867924528302,0.4930110238489805,0.5119656,0.4374536
Sec11c,-2.8281689,0.45991522,0.0046815093226389775,0.018089179680659956,0.1471698113207547,0.2773975070250018,0.27638927,0.2081988
Tecr,-2.8486013,0.36147657,0.004391186693390204,0.01705814463660471,0.29056603773584905,0.47748396858563297,0.5148596,0.42144
Ndufb5,-2.9301898,0.25604683,0.003387550976615751,0.013425294209685136,0.14339622641509434,0.27390301894949204,0.24991633,0.21329296
Lamp1,-2.931937,0.3245001,0.0033685514040298157,0.013357877247089898,0.20754716981132076,0.358743425318827,0.35806292,0.2955244
Map1a,-2.962906,0.2612945,0.0030474965087278747,0.012178202140023495,0.2490566037735849,0.4189783125585417,0.41928503,0.36087534
Tuba4a,-2.9685252,0.3965556,0.002992325114349104,0.011973756637760303,0.14339622641509434,0.2771453274731609,0.29843503,0.23441887
Mlf2,-2.97799,0.40362212,0.0029014552541295944,0.01163960923834909,0.16981132075471697,0.31273866993299226,0.28794402,0.22494239
Grcc10,-2.989568,0.3506527,0.002793722372694957,0.011254470787753148,0.13584905660377358,0.26709417104978744,0.26645926,0.21466938
Akap5,-2.990701,0.2731595,0.0027833785159558986,0.011221212411663165,0.07547169811320754,0.19446646011960517,0.13864361,0.116058946
Ttbk2,-3.002035,0.26737544,0.0026818135722943945,0.010850825280462337,0.09433962264150944,0.21478492686792997,0.15423858,0.12976131
Psma6,-3.0068264,0.28357092,0.0026399043651342065,0.010690916396557065,0.12075471698113208,0.2508105771309172,0.19870545,0.16601956
Atp5d,-3.0190835,0.28595886,0.0025354056858417845,0.010310976076025146,0.10943396226415095,0.23517544491678075,0.22031996,0.18411869
Laptm4a,-3.0330613,0.31245106,0.0024208647263019426,0.009897844673726902,0.17358490566037735,0.3174220044671806,0.29313588,0.2423935
Rpl36,-3.0514908,0.2680172,0.0022770801250586023,0.009354096156600617,0.16981132075471697,0.31169392607536567,0.32792053,0.27936006
Tomm20,-3.0536692,0.33123633,0.0022606127506189073,0.009290710402130626,0.2188679245283019,0.3825203544923986,0.36132374,0.29709446
Vbp1,-3.055733,0.2714347,0.0022451112929971263,0.009232650817697089,0.1471698113207547,0.28827725340442395,0.21771032,0.18358089
Serf2,-3.0567935,0.36352813,0.0022371836039148446,0.00920286641720635,0.13584905660377358,0.27102096692845307,0.27553955,0.22040327
Vamp2,-3.058552,0.42536223,0.00222409384555665,0.009154626475200243,0.24150943396226415,0.4212119028748469,0.4619518,0.36272237
Fxyd6,-3.064156,0.29056275,0.0021828494175717625,0.008997263974559482,0.09811320754716982,0.22443980113841056,0.18765256,0.155944
Hint1,-3.076234,0.3906692,0.002096332581814697,0.008669917881077559,0.15849056603773584,0.29969738453779093,0.32722643,0.258729
Rpl27a,-3.0780232,0.33458075,0.002083787154824935,0.00861935973678356,0.2528301886792453,0.43014626414006774,0.5050498,0.41940954
Cox7b,-3.1090035,0.27912295,0.001877194058614272,0.007829898223372475,0.26037735849056604,0.43821600979897685,0.44642356,0.3809855
Hpca,-3.134052,0.2700551,0.001724102959331316,0.007229501641265989,0.20754716981132076,0.3651199654153757,0.3714403,0.31702033
Ppid,-3.1413994,0.3151897,0.0016814254689490366,0.00706708937129057,0.1169811320754717,0.25124288493407304,0.1883804,0.15410289
Vdac2,-3.1486514,0.38914934,0.00164025691313387,0.006907021353378324,0.1660377358490566,0.31731392751639165,0.2914123,0.22978652
Hnrnpul2,-3.1771142,0.3255922,0.001487484812602908,0.006312178918926111,0.15471698113207547,0.29991353843936885,0.24621783,0.20112364
Oip5os1,-3.2005947,0.2967227,0.0013714434125530238,0.0058530312095457036,0.28679245283018867,0.4906333309316233,0.49944395,0.42355138
Samm50,-3.20753,0.30503014,0.0013388008942410543,0.0057237199726741655,0.1169811320754717,0.25441314215721594,0.1857555,0.15291494
Ncdn,-3.2389684,0.29683876,0.0011996291769830981,0.005168195604543185,0.2641509433962264,0.4573096044383601,0.5157382,0.43784937
Rps13,-3.245694,0.31735778,0.0011716475756679376,0.005059002146584844,0.20754716981132076,0.37218099286692125,0.40179974,0.33423048
Ndufa12,-3.27796,0.27213794,0.0010456022975967006,0.00455797107988698,0.1509433962264151,0.2989048202320052,0.2672132,0.22606714
Bex3,-3.288916,0.28526,0.001005739540485481,0.004394896967449159,0.10943396226415095,0.2471359608040925,0.23490207,0.19661961
Psma5,-3.303058,0.28152528,0.0009563663543719956,0.004196205738402273,0.10566037735849057,0.24302903667411196,0.1882375,0.15734759
Aimp1,-3.3643093,0.3346109,0.0007673549549360687,0.0034261926951033844,0.11320754716981132,0.25639455292168023,0.20457774,0.16552803
Sugt1,-3.3705504,0.29016304,0.000750181809086708,0.0033578852590637758,0.19622641509433963,0.3667411196772102,0.30791995,0.25843045
Sumo2,-3.3745637,0.26034215,0.000739328202813527,0.0033137195679065006,0.2339622641509434,0.4177534404496001,0.39933762,0.34344405
Rps26,-3.378531,0.29642895,0.0007287419184206857,0.0032700894034675726,0.1811320754716981,0.34480149866705095,0.35872155,0.30110678
Rpl15,-3.413952,0.3175407,0.0006402784094102152,0.002901717129507924,0.22641509433962265,0.4037754881475611,0.41110253,0.34218606
Polr2a,-3.444467,0.2962525,0.0005721862225741821,0.0026107393106755434,0.15849056603773584,0.31825059442322934,0.2541829,0.2116243
Mpc2,-3.4837983,0.32272372,0.0004943518480728131,0.002278981094958185,0.24150943396226415,0.43915267670581454,0.41890493,0.34784096
Ids,-3.5238886,0.2522399,0.0004252628733751016,0.001980383606167934,0.15471698113207547,0.316377260609554,0.257225,0.22016488
Uchl1,-3.6975524,0.29618502,0.00021768818478126652,0.0010722112491975298,0.2830188679245283,0.5064125657468117,0.55134547,0.46941862
Hpcal4,-3.7305052,0.2567301,0.00019109613633995628,0.0009501763847991534,0.12830188679245283,0.2905828950212551,0.2355192,0.20071319
Fkbp1a,-3.753692,0.28393978,0.00017424895119592758,0.0008722185764967538,0.2943396226415094,0.5344044960011528,0.57711506,0.49553904
Sncb,-3.798753,0.254397,0.00014542586179481124,0.0007392343750334048,0.2188679245283019,0.4092513869875351,0.40654123,0.35102457
