names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-IMN GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Telo2,-2.4767594,-0.34205115,0.013258126086786703,0.046917667318840874,0.052830188679245285,0.1471647813243029,0.05698214,0.07169313
Tcf7l2,-2.4778848,-0.9522279,0.013216383334291754,0.046782271135873986,0.07547169811320754,0.1663664529144751,0.10402477,0.19236623
Cdkn2aip,-2.4790406,-1.166135,0.013173629584021533,0.046649370970302924,0.018867924528301886,0.10890554074501045,0.024722802,0.05465097
Hrh1,-2.4793305,-2.7166967,0.013162925073439682,0.046623753852270536,0.007547169811320755,0.09647669140427985,0.008868379,0.05690663
Siah2,-2.4806352,-0.90701365,0.0131148498970796,0.04646571950613513,0.03018867924528302,0.12115426183442611,0.03362048,0.062143996
Il6ra,-2.4817684,-0.76547915,0.013073226443009072,0.046324356392411156,0.03773584905660377,0.12922400749333526,0.057314567,0.095562115
Esr1,-2.4825847,-2.2816758,0.013043307594760635,0.04622443617399344,0.011320754716981131,0.10018733338136754,0.012539635,0.05954827
Armcx5,-2.484393,-0.48559123,0.012977254276044129,0.045996415037238586,0.045283018867924525,0.13772606095540024,0.053650226,0.07433761
Pamr1,-2.487502,-1.3266187,0.012864373144702053,0.0456143713906234,0.022641509433962263,0.11290438792420203,0.028939754,0.07105986
Gemin8,-2.4897757,-0.66354734,0.012782375325090434,0.04534756073213361,0.033962264150943396,0.12594567331940343,0.042609066,0.06667694
Dedd,-2.4904547,-0.68584573,0.012757975905906436,0.04527295464761039,0.04150943396226415,0.13397939332804956,0.045022253,0.07146449
Fam241a,-2.492217,-1.9569992,0.012694839303126601,0.04507271829743813,0.011320754716981131,0.10108797463794221,0.013275836,0.050586324
Ccdc3,-2.494922,-0.8691009,0.01259848567149571,0.04476018907749434,0.022641509433962263,0.11322861877656892,0.036232438,0.065219276
C77080,-2.4959633,-2.6404788,0.012561557764539925,0.044634892506372356,0.011320754716981131,0.10094387203689027,0.011053356,0.06700831
Phykpl,-2.4964097,-0.94982594,0.012545760877977367,0.04458465742510936,0.03773584905660377,0.12998054614885798,0.034817636,0.06619931
1110038F14Rik,-2.4973633,-0.39876485,0.012512065780093945,0.04447079464432861,0.045283018867924525,0.138410548310397,0.05938095,0.07756981
Pgm3,-2.4975998,-1.274064,0.012503721806733868,0.04445289824648571,0.022641509433962263,0.11315656747604294,0.024563642,0.058401678
Pdia5,-2.4987178,-1.4708846,0.01246435643099106,0.044324676720583614,0.018867924528301886,0.10933784854816629,0.019365696,0.052785255
Atxn1l,-2.4997134,-1.2480087,0.012429382813859628,0.0442061570097165,0.022641509433962263,0.11373297788025073,0.02459952,0.057468288
Slc39a12,-2.5011363,-1.4808984,0.0123795522184492,0.044034758817809105,0.026415094339622643,0.11719144030549751,0.03667812,0.0991912
Ppp2r3c,-2.5016017,-0.3849997,0.012363292186006673,0.0439885674043961,0.06415094339622641,0.15916132286187765,0.06996114,0.090417475
Slc19a2,-2.5031314,-1.8438823,0.012309980523292605,0.04381048697494998,0.01509433962264151,0.10537502701923769,0.014153773,0.049903676
Dsg2,-2.5033603,-3.21197,0.012302021255793816,0.043787960146135896,0.007547169811320755,0.0971611787592766,0.0056108423,0.050823323
Ocel1,-2.5055387,-2.8616915,0.012226503405980004,0.04353069385433718,0.007547169811320755,0.09734130701059154,0.006682644,0.047586218
Ugt8a,-2.5064046,-0.3370651,0.012196595713327242,0.0434299664480656,0.15471698113207547,0.25664673247352116,0.26508513,0.3245651
Arl2,-2.50724,-0.7177625,0.012167803493621444,0.04333318487390433,0.04150943396226415,0.1346999063333093,0.051296942,0.083022095
Map2k3,-2.508968,-0.8012857,0.012108438064620763,0.04313320042375181,0.03018867924528302,0.12252323654441963,0.03521421,0.060586445
Lypd6,-2.5110245,-1.079387,0.012038136909915873,0.04288845647963929,0.03773584905660377,0.12926003314359824,0.053999938,0.1108673
Ctsf,-2.511383,-0.6709632,0.012025913716774623,0.04285059031557275,0.033962264150943396,0.12634195547229626,0.04766968,0.07486131
Slc41a1,-2.512333,-0.48405296,0.011993588412277368,0.04274674633743108,0.033962264150943396,0.12645003242308522,0.054098,0.07487472
Isca2,-2.512661,-1.139066,0.011982441758816428,0.04272401938155486,0.022641509433962263,0.11409323438288062,0.029058946,0.062916435
Eqtn,-2.5132675,-1.1112924,0.011961857595101369,0.042661947648045366,0.018867924528301886,0.11009438720368903,0.022622673,0.04824793
Cckbr,-2.5132828,-1.0867196,0.011961340159007077,0.042661947648045366,0.026415094339622643,0.11848836371496506,0.028449912,0.059487708
Gm10501,-2.513382,-1.503262,0.01195797730806199,0.04265943312103369,0.01509433962264151,0.1059154117731825,0.019264331,0.05367397
Fam217b,-2.5144882,-1.1684897,0.011920525361859995,0.04254277015183664,0.026415094339622643,0.1180560559118092,0.029527238,0.065188125
Slc50a1,-2.5158274,-0.4890205,0.01187533473648502,0.04238712066542939,0.033962264150943396,0.1265581093738742,0.04984957,0.06928045
Fah,-2.5160296,-1.812156,0.011868524298168053,0.04236844000156444,0.011320754716981131,0.10188053894372794,0.016534679,0.05689721
Zfp994,-2.516472,-0.28717533,0.011853630517542076,0.04232089449991437,0.052830188679245285,0.1471647813243029,0.06787073,0.082219854
Smim17,-2.5177538,-0.57104933,0.011810583401798413,0.04217280744270078,0.022641509433962263,0.11420131133366958,0.03558145,0.052413687
AU022252,-2.5193942,-0.25548455,0.011755695623048313,0.041982395187574184,0.04905660377358491,0.14399452410116004,0.062590115,0.074275844
Niban2,-2.5196307,-0.9594449,0.011747800262659614,0.04196535403585002,0.03018867924528302,0.12219900569205275,0.033931095,0.064957194
Gm17227,-2.5198061,-0.38270375,0.01174194545437081,0.04195319899930997,0.03773584905660377,0.1310613156567476,0.048385195,0.062631965
Lrguk,-2.520489,-1.1878253,0.011719187237168619,0.0418798458655035,0.01509433962264151,0.10609554002449745,0.022541558,0.05063123
Stambp,-2.5209546,-0.3976195,0.011703698480477597,0.041841189219057086,0.05660377358490566,0.1517040132574393,0.066728115,0.087005176
Xpc,-2.5221372,-0.27178463,0.011664423469484379,0.04170632849302,0.07169811320754717,0.17072555659629657,0.074830696,0.089666404
Tmem223,-2.5228124,-0.3604221,0.011642051183783307,0.041637417184647606,0.06415094339622641,0.16139491317818286,0.0812297,0.10312965
Polr2c,-2.5286033,-0.9646398,0.011451738397079286,0.040973130589816296,0.026415094339622643,0.11874054326680597,0.03584717,0.06880516
Pcnx3,-2.5300415,-1.1294622,0.011404903797412973,0.0408164311449769,0.026415094339622643,0.11899272281864688,0.028121255,0.060526792
Mobp,-2.5329485,-0.32077312,0.011310759604385438,0.04050647881778445,0.12075471698113208,0.22245839037394624,0.23979333,0.29152113
Bcas1,-2.533143,-0.48479924,0.011304483321783753,0.04048939840793515,0.09433962264150944,0.19309748540961164,0.1814191,0.24558073
Ctc1,-2.5340128,-1.1423478,0.01127646244416841,0.04039980611664069,0.026415094339622643,0.11906477411917285,0.028378572,0.06160313
1500015A07Rik,-2.5361567,-2.5483463,0.011207656644121848,0.040158652357321516,0.007547169811320755,0.09842207651848116,0.007946723,0.04561431
Mtres1,-2.5367785,-0.45557728,0.01118777038985423,0.040092743448303964,0.04150943396226415,0.13574465019093596,0.05543705,0.07526446
Dctd,-2.5369654,-3.4703472,0.011181798442857736,0.04007668722950345,0.011320754716981131,0.10177246199293898,0.0048938496,0.052947376
Tspan17,-2.537118,-2.3699605,0.011176925483221392,0.04006456613315886,0.011320754716981131,0.1019525902442539,0.010985974,0.055531755
Trmu,-2.5373507,-0.72823834,0.011169497851094438,0.04004862653574961,0.04150943396226415,0.13509618848620217,0.04298384,0.070234954
6530409C15Rik,-2.5381253,-0.92935723,0.011144811226676902,0.03996544476989301,0.04150943396226415,0.1345197780819944,0.037775304,0.07075322
Gm29865,-2.5388806,-2.3030422,0.011120779347097745,0.03988458903584042,0.0037735849056603774,0.09460335759060451,0.009731022,0.04712853
Gm12536,-2.540643,-2.7915494,0.011064883886099214,0.03970531917995271,0.007547169811320755,0.09871028172058506,0.0064495928,0.043825094
AW822252,-2.5415661,-1.4452617,0.011035705036136387,0.03961119347060977,0.026415094339622643,0.11899272281864688,0.020751784,0.05552933
Tmem128,-2.543031,-1.4860775,0.010989545003453059,0.03946132222942452,0.033962264150943396,0.12645003242308522,0.025226858,0.06912114
Mob1a,-2.544088,-0.46437833,0.010956353865976884,0.03935265718203433,0.04150943396226415,0.13599682974277685,0.05626315,0.076824754
L3mbtl2,-2.544187,-0.2878558,0.010953243030114494,0.039348032611011455,0.04150943396226415,0.13542041933856905,0.056789342,0.06890685
Tm9sf1,-2.5449119,-0.25242725,0.010930533814277445,0.039275667770745516,0.045283018867924525,0.14060811297643921,0.06106083,0.07232325
Gm13481,-2.545072,-1.1057403,0.010925519532797683,0.03926290087552143,0.01509433962264151,0.10724836083291303,0.029532135,0.062508665
Atg4d,-2.5452476,-0.5331347,0.0109200300463078,0.039248422598219715,0.045283018867924525,0.14046401037538728,0.05026701,0.07194764
Ptp4a3,-2.5457778,-0.4276575,0.010903457141436017,0.03919409945021884,0.026415094339622643,0.1197492614741696,0.04795576,0.06398322
Clec2l,-2.5466895,-0.764276,0.010875013538748975,0.03909708506638814,0.022641509433962263,0.11567836299445206,0.036152594,0.060652167
Aste1,-2.5468268,-0.40092683,0.010870734866550255,0.0390869324052195,0.052830188679245285,0.14975862814323798,0.05681312,0.07435155
Lsm11,-2.5474982,-1.724445,0.010849838444396487,0.03902224053017449,0.007547169811320755,0.09903451257295194,0.015105579,0.049071774
Mars2,-2.549627,-0.41583523,0.010783823132502188,0.038790003690807734,0.045283018867924525,0.14111247208012104,0.054289173,0.071788155
Mfsd1,-2.5516794,-0.7016731,0.010720512317022762,0.03858293141687672,0.04150943396226415,0.13574465019093596,0.04656314,0.07466268
Gm14372,-2.5526178,-25.24468,0.010691673769192769,0.03848682543919783,0.0,0.0909647669140428,0.0,0.038986366
Mapk6,-2.5533922,-0.31115517,0.010667928074958798,0.03841426258029254,0.07169811320754717,0.1711578643994524,0.08519544,0.104662076
Syne1,-2.5545826,-0.6369023,0.010631523653023,0.03830370616207134,0.5358490566037736,0.8202320051876937,1.26065,1.5954552
Stard3,-2.554636,-0.7451015,0.010629892714310352,0.03830296596936022,0.03018867924528302,0.1240363138554651,0.045080524,0.07444695
Map1b,-2.554697,-0.36591363,0.01062802905680905,0.03830138690403154,0.6792452830188679,0.8583471431659342,1.4716723,1.6725162
Tmem8b,-2.5548687,-0.4264695,0.010622789077872988,0.0382876381653182,0.045283018867924525,0.14143670293248792,0.055939686,0.07447849
Kifc3,-2.554987,-0.41658774,0.010619180651296599,0.03827976711837129,0.052830188679245285,0.14896606383745226,0.060465384,0.07991697
Capn10,-2.5551167,-0.8419613,0.010615224275625609,0.03827577513232154,0.026415094339622643,0.11971323582390662,0.033273313,0.058877356
4921511C10Rik,-2.556223,-1.9599098,0.010581531959043827,0.03815940997711819,0.011320754716981131,0.10346566755529937,0.012865068,0.049145717
Gm56829,-2.5571003,-0.34297752,0.010554878132354163,0.038073509922990516,0.052830188679245285,0.149722602492975,0.059078667,0.074357115
Per1,-2.5571575,-0.41034955,0.010553141915443053,0.03807235811868352,0.033962264150943396,0.12861157143886448,0.049168076,0.064830296
Zfp61,-2.559992,-0.26792654,0.010467458607508895,0.03778353207734605,0.04150943396226415,0.1375459327040853,0.05675218,0.06794848
Cfap68,-2.560343,-0.31734917,0.010456892278703092,0.03775046292204112,0.04905660377358491,0.14561567836299444,0.064041555,0.07918912
Foxp4,-2.5629218,-0.69079524,0.010379543332629167,0.0374913737528896,0.033962264150943396,0.12774695583255277,0.041055173,0.06545933
Ptger3,-2.56547,-0.86057997,0.01030361030270287,0.03723211522776037,0.03018867924528302,0.12364003170257223,0.042103745,0.07518435
Ganc,-2.5655653,-0.7087734,0.010300778120364987,0.03722688743701509,0.045283018867924525,0.14021183082354635,0.04839021,0.07791837
Lacc1,-2.5662255,-1.7372594,0.010281198398454884,0.03716612417146276,0.026415094339622643,0.11910079976943584,0.021662684,0.070469216
Pfkfb3,-2.5664697,-0.71099067,0.010273963431500535,0.03714496735796816,0.03773584905660377,0.13243029036674112,0.04801114,0.07743117
Gm6999,-2.5671334,-1.1199833,0.010254316268451785,0.037078923177674535,0.018867924528301886,0.11225592621946826,0.02951274,0.06306889
Sprtn,-2.5676599,-0.58406353,0.01023875782350412,0.037027647741259176,0.03018867924528302,0.12493695511203977,0.04029936,0.059819832
Tnfrsf25,-2.5687928,-25.328648,0.010205344602240315,0.03692669128227811,0.0,0.0915411773182506,0.0,0.041275173
Kctd9,-2.5699906,-0.82990885,0.010170124438261933,0.036809165363159764,0.04905660377358491,0.14471503710641978,0.042873733,0.074985564
Hps1,-2.5703492,-0.5521698,0.010159601890440021,0.036776034325222064,0.026415094339622643,0.1209020822825852,0.039536715,0.057451177
Dvl2,-2.5708795,-0.56325096,0.010144059717086481,0.036724721718959005,0.03773584905660377,0.13354708552489372,0.043505233,0.06363377
Wdr89,-2.571196,-0.9976145,0.010134789236622631,0.036696103865793035,0.033962264150943396,0.12835939188702356,0.032673713,0.064210586
D7Ertd443e,-2.572127,-0.56124634,0.010107579927057242,0.03660251652830567,0.07547169811320754,0.17389581381943944,0.14280522,0.20416754
Uckl1,-2.5741527,-0.76651824,0.010048590922655691,0.03641834881194476,0.04150943396226415,0.13682541969882556,0.044323035,0.07426894
Dnaja4,-2.5756977,-0.5544389,0.010003805614379434,0.03626581986756279,0.045283018867924525,0.14075221557749118,0.05008,0.07271134
Syt12,-2.5769606,-0.7355709,0.009967335416635076,0.036148238985690986,0.03773584905660377,0.13322285467252684,0.040021293,0.065777615
Acad9,-2.5773077,-0.9432433,0.009957329644804478,0.036116826073960086,0.026415094339622643,0.1206138770804813,0.03161084,0.059921905
Gm13986,-2.5781813,-3.9932783,0.009932189862424022,0.036035368836528955,0.0037735849056603774,0.09590028100007206,0.0036124047,0.056034155
Paqr7,-2.5791578,-1.4209256,0.009904152950508833,0.035938499632703895,0.022641509433962263,0.11571438864471503,0.02699549,0.070707105
Trim66,-2.5820265,-0.6682272,0.009822201853448646,0.03565075831448941,0.018867924528301886,0.11290438792420203,0.03391866,0.053375237
Gm15594,-2.5822706,-0.8907107,0.009815255271600612,0.03563035789623189,0.03018867924528302,0.12497298076230276,0.033881444,0.06193723
Gm48321,-2.5827515,-4.1489687,0.009801591981033588,0.03558556634649,0.0037735849056603774,0.096044383601124,0.002570803,0.04465382
2310061I04Rik,-2.5843766,-0.54904467,0.009755522484908847,0.03542788068245718,0.03018867924528302,0.12522516031414366,0.045848582,0.066390045
Rph3al,-2.5849679,-25.523613,0.009738808053409098,0.035371961664652944,0.0,0.09211758772245839,0.0,0.04710886
Slc22a4,-2.585601,-0.5951801,0.00972093574590208,0.035311821480652816,0.03018867924528302,0.12490092946177679,0.042340443,0.063289754
Nkrf,-2.58628,-1.0034792,0.009701803949964331,0.03525662322633779,0.022641509433962263,0.11668708120181569,0.03240898,0.06394974
Pnpla7,-2.5869668,-0.62932825,0.009682491327521487,0.03519120005011529,0.07169811320754717,0.16910440233446214,0.08725364,0.13193235
Gart,-2.5872796,-0.4323244,0.009673704722357766,0.03516402135954453,0.06037735849056604,0.158260681605303,0.06468097,0.086329535
Prune1,-2.5875885,-0.7985119,0.009665032249981075,0.035137250244485385,0.04150943396226415,0.13772606095540024,0.044458866,0.076101646
4930512B01Rik,-2.5883174,-1.4259363,0.00964460978045649,0.0350819906323089,0.026415094339622643,0.12036169752864039,0.02288612,0.060343675
Ercc3,-2.5899386,-1.0585858,0.009599305092828981,0.034921923618239196,0.03773584905660377,0.13343900857410476,0.033089455,0.067728475
Leprot,-2.5900035,-0.5462676,0.00959749685851752,0.03492007320086198,0.03773584905660377,0.13383529072699762,0.054015663,0.07793129
Gm43154,-2.5900226,-25.721962,0.009596965082696187,0.03492007320086198,0.0,0.09229771597377333,0.0,0.053868152
Elf1,-2.5903125,-0.75870967,0.009588885324004407,0.03490291908100764,0.08679245283018867,0.1844513293464947,0.09846216,0.16133064
Mkrn2,-2.5924525,-0.53385663,0.009529431332185206,0.03469591055498868,0.03773584905660377,0.13372721377620866,0.048242316,0.06911289
Kcns2,-2.593433,-2.4727652,0.009502304791994572,0.03460652341568096,0.011320754716981131,0.10443836011240003,0.010272722,0.05573603
Zfp521,-2.5934787,-1.016584,0.009501039867590608,0.03460652341568096,0.04150943396226415,0.13696952229987752,0.068133555,0.13334747
Nemp1,-2.5949705,-0.74048096,0.00945990648864562,0.034461454358718516,0.03018867924528302,0.1259816989696664,0.0385987,0.06367775
4932443L11Rik,-2.595432,-1.6465174,0.00944720945455575,0.03441986685341193,0.018867924528301886,0.11290438792420203,0.018990483,0.058290523
Arhgef6,-2.5959775,-0.41091853,0.009432223467550887,0.034369927389895895,0.09056603773584905,0.19255710065566684,0.0986123,0.12908818
4930467D21Rik,-2.5960348,-2.0325704,0.00943065274027964,0.03436886465906876,0.018867924528301886,0.11221990056920528,0.022542523,0.089179166
Zbtb17,-2.5964124,-0.7699226,0.009420291790531058,0.034340420622923556,0.045283018867924525,0.1423733698393256,0.041750997,0.07017885
Rpl7l1,-2.5965002,-0.34096515,0.009417886155161165,0.03433630949649667,0.052830188679245285,0.15022696159665683,0.06894896,0.08655566
Pik3r2,-2.5972326,-0.27363768,0.009397825700359536,0.03427247238988338,0.04905660377358491,0.146912601772462,0.06782748,0.08143056
Ston2,-2.5973623,-0.30020854,0.009394277303421404,0.034264182318845274,0.12452830188679245,0.231680956841271,0.14812154,0.17947213
Pkd1l3,-2.5974271,-2.089981,0.009392503553182495,0.0342623636266649,0.01509433962264151,0.1087614381439585,0.012127033,0.050640166
Tmem126b,-2.5982358,-0.71527267,0.009370408924578598,0.03418640703373074,0.022641509433962263,0.11755169680812738,0.03856822,0.06255966
Gm32786,-2.5983465,-3.890976,0.00936739015408656,0.034180034416119755,0.0037735849056603774,0.09665681965559478,0.002906231,0.04227175
Fank1,-2.5995293,-1.074768,0.00933517470528812,0.034071739246277065,0.018867924528301886,0.1132646444268319,0.026397808,0.05481416
Hrh2,-2.6005478,-1.0158266,0.009307507122657968,0.03397537242029882,0.04150943396226415,0.13776208660566322,0.036645796,0.072761975
Gm4221,-2.6028786,-0.45565325,0.009244468031024028,0.03374984456434994,0.08679245283018867,0.1884501765256863,0.09824435,0.1324073
Alg8,-2.6045609,-0.85683554,0.009199205494805924,0.03358916315334083,0.03018867924528302,0.12612580157071834,0.034679677,0.06194967
Zfta,-2.6049616,-0.6428666,0.009188457896636098,0.03355485357749665,0.026415094339622643,0.12187477483968585,0.041910257,0.06469219
Sirt5,-2.6051981,-0.8432513,0.009182116959695999,0.03354044082477317,0.03773584905660377,0.1339073420275236,0.037393346,0.06612205
Chmp1a,-2.6058886,-1.8050799,0.009163627853366612,0.03347745484975675,0.018867924528301886,0.1124360544707832,0.017379746,0.05946076
Shq1,-2.606068,-0.68281615,0.00915883225281854,0.03346448499228096,0.07169811320754717,0.1712299156999784,0.05605749,0.088521406
Wdcp,-2.6084788,-1.2063481,0.009094563974142203,0.03323418114853814,0.026415094339622643,0.12180272353915989,0.027112972,0.061489962
Rab11fip5,-2.6088946,-0.63592464,0.009083520527711251,0.03319834012236144,0.03773584905660377,0.13405144462857554,0.04447745,0.06828929
Ano2,-2.6094782,-0.62037146,0.009068039373273506,0.03315077795372232,0.045283018867924525,0.14190503638590676,0.06145701,0.09297992
Nutf2,-2.6096232,-0.3151883,0.009064198034442786,0.033141243867938174,0.04150943396226415,0.1392751639167087,0.05524554,0.06828379
Gt(ROSA)26Sor,-2.6115804,-0.96837866,0.009012481973279054,0.03296112571417016,0.026415094339622643,0.1220549030910008,0.031498406,0.060729977
Dcdc2a,-2.6133924,-1.4970256,0.00896483182884856,0.03280024935200992,0.01509433962264151,0.10966207940053319,0.022174863,0.061367773
Cyb561,-2.6143117,-0.86725706,0.008940741792091002,0.032716564340662564,0.03018867924528302,0.12645003242308522,0.038277447,0.068759985
Ldb3,-2.614407,-1.4617751,0.008938246138399882,0.03271188691620878,0.018867924528301886,0.11319259312630593,0.022091087,0.059707846
Gpatch4,-2.615376,-0.8161277,0.00891292554758753,0.03262366291563505,0.033962264150943396,0.12998054614885798,0.039207056,0.06803422
Fxyd7,-2.6159673,-0.25621155,0.008897505501532154,0.03257165842318379,0.04905660377358491,0.14705670437351395,0.086772785,0.102796115
Wdr83,-2.6165168,-0.8935925,0.008883201138620192,0.03252372456666093,0.04150943396226415,0.138374522660134,0.037586827,0.068739824
Rev3l,-2.6185348,-0.32714105,0.008830828654207534,0.03234078859732267,0.47547169811320755,0.7442178831327906,0.8881431,1.027737
Slc17a6,-2.619847,-2.9707594,0.008796919875296055,0.032225390190757326,0.011320754716981131,0.10497874486634484,0.008849804,0.06736504
Wrap73,-2.6205642,-0.49196357,0.00877843753660527,0.03216206934941146,0.026415094339622643,0.12263131349520859,0.04631427,0.064538114
Slc1a6,-2.621228,-2.0385637,0.008761362467269768,0.032108266434197855,0.007547169811320755,0.10166438504215002,0.012031559,0.048531674
E2f6,-2.6234636,-0.7173397,0.008704074841317178,0.031911378221611754,0.04150943396226415,0.13970747171986456,0.044013392,0.07137201
C130060C02Rik,-2.6238222,-1.9355944,0.008694916580547848,0.03188215181759289,0.018867924528301886,0.11362490092946177,0.014611169,0.054775286
Polr2m,-2.624299,-0.44190177,0.008682751383018971,0.03184189022269957,0.06792452830188679,0.16766337632394265,0.079254724,0.10619636
Tmem109,-2.6244555,-1.0075588,0.008678764512555991,0.031831613766363565,0.018867924528301886,0.11427336263419555,0.033525962,0.06629963
Uros,-2.6254206,-0.8697601,0.008654198783206618,0.03175018040753165,0.03018867924528302,0.12699041717703005,0.034044195,0.061360303
2810013P06Rik,-2.625741,-0.5307825,0.008646056326544766,0.03172463928639326,0.045283018867924525,0.1429137545932704,0.05261936,0.07515888
Mpp1,-2.63001,-0.28994662,0.008538238510533397,0.031337586228388524,0.07547169811320754,0.17749837884573816,0.07971411,0.096625514
Rrp1b,-2.6319554,-0.7019243,0.008489499038722663,0.03117147296672287,0.03773584905660377,0.13509618848620217,0.042786688,0.06869585
Pde8a,-2.632703,-1.0182165,0.00847083406991019,0.03111144224418901,0.06792452830188679,0.16463722170185172,0.09518671,0.18420875
Bcl9l,-2.634149,-0.41754204,0.008434846172483764,0.030991975475815496,0.05660377358490566,0.15671157864399451,0.066577956,0.08796683
Zfp811,-2.6357055,-0.5224381,0.008396257473364487,0.030862850657907497,0.06415094339622641,0.1649614525542186,0.060291816,0.08550409
Gzf1,-2.6366515,-0.5052949,0.008372878831612524,0.030785338561224482,0.03018867924528302,0.12720657107860797,0.046826437,0.06583161
Gm15396,-2.637426,-2.3823333,0.008353785638786634,0.030723545047111528,0.011320754716981131,0.10605951437423446,0.009364024,0.04788635
Slc9a4,-2.6377044,-0.78068835,0.008346929140906201,0.030702530597693307,0.018867924528301886,0.11477772173787737,0.03523121,0.059781313
Strip2,-2.63854,-1.1460274,0.00832638984257896,0.030635368351375692,0.026415094339622643,0.12284746739678651,0.033535954,0.072762266
Tcta,-2.6393564,-1.9827387,0.008306363168099337,0.030570055927520778,0.007547169811320755,0.10224079544635781,0.013349224,0.05175305
Ccdc173,-2.6401117,-0.38094744,0.00828787220844087,0.030510361178354047,0.06415094339622641,0.16557388860868938,0.06750298,0.08703695
Tmem265,-2.6432436,-0.7087134,0.008211592446263419,0.030237835964245317,0.052830188679245285,0.152532603213488,0.046049528,0.07419858
Gm15446,-2.6437967,-1.7066083,0.00819818585144619,0.030192606062000974,0.022641509433962263,0.1180920815620722,0.018358115,0.058714975
Gm11659,-2.6439035,-1.5599838,0.008195599249425225,0.03018721752324274,0.018867924528301886,0.11477772173787737,0.019552603,0.056586616
Tmem192,-2.6445217,-1.3619709,0.008180648241114386,0.03013627889206794,0.03018867924528302,0.12630592982203329,0.028326197,0.07124985
H2-DMa,-2.6445599,-1.7380942,0.008179726139781272,0.03013627889206794,0.011320754716981131,0.10652784782765329,0.016938936,0.05542391
Rnls,-2.6449184,-0.95515025,0.0081710629330961,0.03010922394573398,0.033962264150943396,0.1310613156567476,0.044939697,0.08536604
Atp23,-2.6458874,-1.9720961,0.008147694902639608,0.030027233854605165,0.007547169811320755,0.10224079544635781,0.012383762,0.04773079
Lmo1,-2.6483517,-0.7325528,0.008088532124934926,0.029817376621896204,0.018867924528301886,0.11513797824050724,0.03973468,0.06518027
Nmrk1,-2.6486568,-0.87894434,0.00808123229136531,0.029794554290475558,0.03773584905660377,0.13599682974277685,0.038118575,0.06901701
Cables2,-2.648859,-2.478713,0.008076399400126964,0.029780822269989234,0.007547169811320755,0.10263707759925067,0.009424262,0.051433373
Ascc1,-2.649271,-0.34642,0.008066559252005999,0.029748620244496454,0.06792452830188679,0.17022119749261475,0.07682897,0.09670112
