names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Meg3,14.868955,0.45035127,5.242564748698026e-50,5.512032576781104e-46,1.0,4.152053,4.4599843
Kcnq1ot1,14.382328,0.6748698,6.680877581723636e-47,3.5121373447121152e-43,0.99125,1.7822967,2.1851563
Snhg14,12.434576,0.38348937,1.696391200265546e-35,4.458964269897988e-32,1.0,2.7052684,2.9553556
A330076H08Rik,11.263231,0.58620834,1.9931454126628732e-29,2.9937044098196356e-26,0.98,1.4701865,1.7966493
Macf1,9.715237,0.32938236,2.5964417840690268e-22,1.8199325945134498e-19,0.9875,1.8881423,2.085073
Herc1,9.570762,0.3752403,1.0612056424749094e-21,6.973447578113248e-19,0.975,1.5776541,1.7893131
B830012L14Rik,9.24083,0.4942336,2.4459163676067688e-20,1.512727334648092e-17,0.955,1.2224774,1.47576
Cplane1,8.121274,0.43059635,4.613159155592299e-16,1.8654905908422088e-13,0.94875,1.2059901,1.4240518
Fus,7.7623305,0.46619657,8.338260419620629e-15,2.7958830461678376e-12,0.9075,0.96525526,1.1772728
Ttc14,7.670974,0.3572885,1.7069513643752305e-14,5.127681898583193e-12,0.95,1.3415469,1.5301381
Huwe1,7.530822,0.39374915,5.042203068068604e-14,1.395097975201929e-11,0.93875,1.1841632,1.3811927
Agbl4,7.50713,0.38538992,6.043752604078132e-14,1.588600371981937e-11,0.97875,1.9507728,2.1840096
Nktr,7.489424,0.3623302,6.917636912476856e-14,1.773952060921504e-11,0.955,1.2813187,1.468815
Sptbn4,7.434228,0.5209024,1.0518052179759902e-13,2.6330190623332288e-11,0.84375,0.7842761,0.9964507
Rian,7.4117837,0.25858545,1.246120387468224e-13,3.046909245079281e-11,0.995,2.3384368,2.5017173
A230057D06Rik,7.388425,0.31185046,1.4857841002513284e-13,3.55034864319147e-11,0.99625,2.2801206,2.4761975
Srrm2,7.374044,0.36840785,1.6552875884100614e-13,3.8674874898985295e-11,0.93625,1.2075032,1.3931161
Gucy1a2,7.369139,0.5990991,1.7173314077116102e-13,3.925222265365189e-11,0.84125,0.86058235,1.1206872
Srcin1,7.2629857,0.5610413,3.786373486159856e-13,8.124475680303005e-11,0.82125,0.6756629,0.88549834
Hecw1,7.0952353,0.46589485,1.291315673853202e-12,2.3663058939103096e-10,0.9375,1.1688675,1.4021496
Ptprs,7.093739,0.41575292,1.3053618208750044e-12,2.3663058939103096e-10,0.9125,1.065408,1.2633609
Ide,6.855663,0.69453686,7.098260397814135e-12,1.1661110909784032e-09,0.68875,0.4090224,0.5976453
Bltp1,6.787665,0.3179791,1.1396301421547287e-11,1.7365320745818578e-09,0.94,1.2040771,1.3633136
Lars2,6.6254005,0.54265845,3.463076261382593e-11,5.057053307246748e-09,0.84375,0.7371825,0.9508111
Ccdc88a,6.564884,0.25595635,5.20733615344122e-11,7.49416690080328e-09,0.97,1.6552967,1.8011633
Rb1cc1,6.549007,0.35943323,5.792100348911149e-11,7.992917089528182e-09,0.89625,0.98727345,1.150673
Celf4,6.5304694,0.3155046,6.556387340187279e-11,8.725804619585955e-09,0.95625,1.6333016,1.8128769
Ubr5,6.4329615,0.34066257,1.2514154987942092e-10,1.6446728192902894e-08,0.93875,1.2417446,1.4151938
Srsf5,6.41193,0.46706975,1.436887250954128e-10,1.8651151304360128e-08,0.83375,0.68545187,0.85913
Elavl3,6.3884883,0.34993976,1.6753370839053736e-10,2.1222282048410964e-08,0.93375,1.1924564,1.3674184
Trio,6.3396096,0.30095068,2.3034829743917746e-10,2.8492729403241313e-08,0.94375,1.3102427,1.4667218
Ptprn2,6.2160826,0.27846244,5.097200674286986e-10,5.6412597778371964e-08,0.99,1.8896061,2.0557363
Sfpq,6.1257234,0.30897608,9.027257067688057e-10,9.344103151470673e-08,0.92,1.1034993,1.2515804
Kif1b,6.117743,0.26930746,9.49099151678631e-10,9.595027385335698e-08,0.97625,1.5624994,1.712824
Birc6,6.0298777,0.28694156,1.6408381986985477e-09,1.5973863723256047e-07,0.945,1.307593,1.4564743
Scn8a,5.9976244,0.34975106,2.00225036283256e-09,1.9137873013474122e-07,0.9325,1.2319273,1.4094929
Trerf1,5.995463,0.39984477,2.029064408748573e-09,1.921944431854279e-07,0.87625,0.91009784,1.084745
Sptan1,5.945836,0.31650767,2.7504920857343322e-09,2.4929891197767905e-07,0.92125,1.1532794,1.30848
Stau2,5.903275,0.280055,3.5635546935637966e-09,3.148505382195778e-07,0.95,1.3814936,1.5302782
Cox16,5.8714375,0.313874,4.3203293046231165e-09,3.701958455906209e-07,0.93,1.2314559,1.3902566
Abcc5,5.8683615,0.32970372,4.401225099755337e-09,3.701958455906209e-07,0.885,0.9468896,1.0928482
Pde4dip,5.803938,0.30670908,6.477520904066981e-09,5.082436924280615e-07,0.95125,1.2890295,1.4474115
Ylpm1,5.7541447,0.33556294,8.708143865763619e-09,6.586865079470409e-07,0.9275,1.1127295,1.2746807
Sorbs1,5.6873937,0.2738416,1.289927702341188e-08,9.22605432817364e-07,0.965,1.4964103,1.6467407
Chd8,5.6371017,0.41760108,1.7293582170395072e-08,1.1775995695292247e-06,0.8,0.64787287,0.79636085
Dlgap1,5.632447,0.26062617,1.7767071486320455e-08,1.197455061584444e-06,1.0,3.3098414,3.48444
Dnajc13,5.4807396,0.47201782,4.235512788666972e-08,2.650725086907413e-06,0.77625,0.59510446,0.755171
Grin1,5.444829,0.2889802,5.185524778792101e-08,3.1514802037121477e-06,0.92875,1.1723131,1.3147693
Ksr2,5.338925,0.36806363,9.349943433255491e-08,5.345129480894571e-06,0.84,0.82918483,0.9808687
Hexb,5.3361816,0.5929562,9.492435291824623e-08,5.394781873418599e-06,0.67375,0.39673012,0.5507135
Mirg,5.332025,0.34931028,9.712345400970276e-08,5.490085997086101e-06,0.87,0.86437565,1.0115292
Rbm5,5.3216343,0.34211922,1.0283914172806607e-07,5.751333702813227e-06,0.86125,0.8461751,0.9883649
Med13,5.2832294,0.3692566,1.269261775577675e-07,6.843599132524962e-06,0.86375,0.81888986,0.96995836
