names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OPC-Oligo (for_DEGs),mean_expr_Rest (for_DEGs)
Meig1,-2.3983755,-1.0039951,0.016467968159140773,0.03598392326877389,0.0060377358490566035,0.03444606471446025,0.007956918,0.015894644
Onecut1,-2.3996727,-3.6605806,0.01640973520444737,0.035865429066495924,0.0018867924528301887,0.030189571591849602,0.0013133204,0.016482258
Ssc5d,-2.3996727,-3.8379774,0.01640973520444737,0.035865429066495924,0.0011320754716981133,0.02944074409805699,0.0008062028,0.011467628
Cpsf4l,-2.4004047,-1.2072933,0.016376959924073096,0.03579961870809015,0.005283018867924529,0.033736649194025144,0.0064942716,0.014932294
Pwwp3b,-2.4010482,-0.69682026,0.01634818781452955,0.035739631159092754,0.010566037735849057,0.039175501517360975,0.011618913,0.01876607
Nagpa,-2.4038544,-0.50141203,0.016223237335020898,0.03547512916601656,0.012452830188679246,0.04118551215859378,0.014131494,0.019946283
Rhpn1,-2.4053988,-1.1048877,0.01615482831168531,0.03533129063446071,0.005660377358490566,0.03417018090095771,0.006878464,0.014736244
Pgpep1l,-2.4054227,-3.9926987,0.016153768408301142,0.03533129063446071,0.0007547169811320754,0.02912544831119694,0.00081137585,0.012838969
Nmbr,-2.4058151,-0.9932106,0.016136428149367374,0.03529679455987474,0.007547169811320755,0.036101367595475505,0.009207908,0.018246533
A930016O22Rik,-2.4060497,-0.32537708,0.016126065268192314,0.035276998596135103,0.012075471698113207,0.040870216371733735,0.015580295,0.019483808
Sptssb,-2.40606,-1.9202622,0.016125619684111886,0.035276998596135103,0.0030188679245283017,0.031450754739289793,0.0035607626,0.0134109
Col15a1,-2.407005,-0.63468283,0.016083949782342195,0.03519059772425167,0.013207547169811321,0.0419737516257439,0.015844068,0.024492947
Rbm47,-2.4076498,-0.88232523,0.01605557512879718,0.03513709917826847,0.02339622641509434,0.05210262877862295,0.030676873,0.055836122
Pemt,-2.4077153,-1.440137,0.016052690156834207,0.03513364702403968,0.004528301886792453,0.033027233673590034,0.005524555,0.014920315
Gm6209,-2.408465,-2.2473705,0.01601976722138494,0.035067303074428784,0.0026415094339622643,0.031096046979072242,0.004056807,0.019117614
A830009L08Rik,-2.4093986,-1.8309208,0.01597883516890581,0.03498625334000156,0.0033962264150943396,0.03188428644622236,0.0047208127,0.016694538
Ints5,-2.4100723,-0.4958649,0.01594935486194994,0.03492739732197188,0.01169811320754717,0.040476096638158675,0.014136012,0.019876828
Emx2,-2.4110906,-1.0981961,0.01590489390817865,0.034832871408652724,0.010566037735849057,0.03921491349071848,0.011826722,0.025150808
Col6a2,-2.411695,-0.6349874,0.015878555400245596,0.03478085787923691,0.009056603773584906,0.037756670476490756,0.012564882,0.019445127
Ets1,-2.4123979,-0.38555807,0.015847976189196422,0.034722367922676765,0.03962264150943396,0.06916801324242305,0.04658572,0.060434278
Gm19466,-2.412982,-0.9388481,0.015822596992889817,0.0346695899208146,0.0060377358490566035,0.03464312458124778,0.0077997516,0.01489902
Lamb3,-2.4140623,-1.4919987,0.01577576974667198,0.034569803710086125,0.004528301886792453,0.03310605762030505,0.0055183377,0.01544491
Gm39456,-2.4152029,-3.5599926,0.01572644905512207,0.03446453683314004,0.0007547169811320754,0.02924368423126946,0.0010464852,0.012273201
Kcnn1,-2.4161756,-0.2620905,0.01568449183943958,0.03437539116849441,0.013584905660377358,0.042525519252748986,0.016570315,0.019838842
9630015K15Rik,-2.417845,-2.3279586,0.015612724652580809,0.0342236834242818,0.0022641509433962265,0.0308201631655697,0.002442267,0.012202722
Btk,-2.41837,-0.7886387,0.015590218187876561,0.03417713655121508,0.01849056603773585,0.04741260394907973,0.022293778,0.038204562
Dnah1,-2.4194424,-1.203237,0.015544320159434593,0.03407929852186745,0.005660377358490566,0.034327828794387734,0.007010849,0.016069788
Gpr139,-2.4213176,-2.5890543,0.01546436519579705,0.03391230660336789,0.0022641509433962265,0.030859575138927207,0.002672834,0.015975768
Npffr1,-2.4222271,-1.9473093,0.01542570201209196,0.033830281836835695,0.004150943396226415,0.032790761833445,0.0050932537,0.019501094
4930519K11Rik,-2.4240303,-2.2098105,0.015349324104504437,0.033665524339893414,0.0022641509433962265,0.030898987112284712,0.0026464085,0.012184363
Six2,-2.4248302,-2.4071112,0.015315544503534902,0.03359417802530472,0.0022641509433962265,0.030898987112284712,0.002441942,0.012884795
Tmem129,-2.4252417,-0.5894373,0.015298200672742204,0.03356161431062892,0.010188679245283019,0.039096677570645964,0.013220498,0.019826584
Pdgfd,-2.426993,-1.3524368,0.015224549776327515,0.03340276414549852,0.01660377358490566,0.04532376936113191,0.020927593,0.05259271
A830012C17Rik,-2.4277754,-3.0864935,0.015191751962684324,0.033333527293592013,0.0018867924528301887,0.030544279352067157,0.0018293979,0.015433951
Gm26861,-2.4285324,-1.4807276,0.0151600713979586,0.03326673078506718,0.0033962264150943396,0.0321207582863674,0.004889787,0.01358757
Dsc3,-2.429374,-1.8740215,0.015124921470195979,0.033197732388838906,0.004150943396226415,0.03286958578016001,0.005071247,0.018464508
Ankrd63,-2.4331353,-2.2782984,0.014968702844994313,0.03286558632497117,0.0030188679245283017,0.03176605052614984,0.0032384566,0.0156128835
Gm57402,-2.4337285,-0.68230623,0.014944202761901407,0.03281715660446966,0.009433962264150943,0.038426674023568363,0.011555992,0.01847969
Cbln2,-2.435115,-0.7431457,0.014887052109150844,0.03269699936021605,0.012830188679245283,0.04189492767902889,0.016122565,0.026841521
Ttc39a,-2.4361813,-2.3058174,0.014843241112388656,0.032603440586109964,0.0030188679245283017,0.03180546249950735,0.0029456508,0.014480823
Gm10767,-2.43632,-1.1337723,0.014837546271302468,0.03259359616660377,0.004528301886792453,0.03338194143380759,0.006783356,0.014825015
Gm29675,-2.4371831,-1.0842681,0.014802177902767966,0.032521219971167234,0.0060377358490566035,0.03495842036810783,0.006703026,0.014159462
Kcnh2,-2.437418,-0.5368733,0.014792573046227742,0.03250277518620815,0.010943396226415094,0.040042564931226106,0.012450591,0.018013332
9030407P20Rik,-2.4414732,-1.2858769,0.014627470511527536,0.03214526315897153,0.0033962264150943396,0.03227840617979742,0.005745554,0.013951943
C030014I23Rik,-2.4423919,-1.1121231,0.014590299729345195,0.03206619938880299,0.007169811320754717,0.03614077956883301,0.008367387,0.01800014
Igfbp7,-2.4424322,-1.2422893,0.014588667761203029,0.03206523539824339,0.010188679245283019,0.03921491349071848,0.012724105,0.029844403
Bbc3,-2.4426227,-0.65312666,0.014580969082749902,0.032050935802805124,0.009056603773584906,0.038150790210065816,0.011685475,0.018315285
Pgap3,-2.4432108,-1.4143298,0.01455723282629518,0.03200137822486718,0.005660377358490566,0.034603712607890275,0.0058513093,0.015520484
4930527B05Rik,-2.4446921,-2.933938,0.014497584726251702,0.03187286054609583,0.0018867924528301887,0.030741339218854687,0.0016275517,0.012370942
B3galt6,-2.4450026,-0.8886324,0.014485113407192567,0.031848048216288706,0.008679245283018867,0.037756670476490756,0.011188852,0.020617582
AV356131,-2.4466882,-0.5827332,0.014417548056926834,0.0317072774831907,0.010943396226415094,0.040121388877941117,0.013133836,0.019606596
Ccr5,-2.446692,-0.48090276,0.014417396651622246,0.0317072774831907,0.03245283018867925,0.06203444606471446,0.044853352,0.062057175
E330011O21Rik,-2.4467058,-1.051165,0.014416841510835757,0.0317072774831907,0.005660377358490566,0.03468253655460529,0.0070405663,0.014534822
Gcnt4,-2.4520168,-2.2065768,0.014205803161007847,0.03125951444896248,0.004905660377358491,0.03389429708745517,0.0040521226,0.018568225
Mmel1,-2.4546716,-2.3084378,0.014101334478743937,0.03104234453906682,0.0026415094339622643,0.031647814606077324,0.0025248185,0.012444651
Gm14964,-2.4561415,-1.3303121,0.01404378153890229,0.030920715335160977,0.009433962264150943,0.038544909943640876,0.010938755,0.027281724
Gm10287,-2.456317,-2.8126674,0.014036928570033257,0.030908159524444288,0.0015094339622641509,0.030504867378709652,0.0016960637,0.011855802
Esr2,-2.4567726,-2.4749918,0.014019144356712181,0.03087406022988741,0.0018867924528301887,0.030898987112284712,0.0026507496,0.014648956
Gm33696,-2.4570615,-2.0459273,0.014007873270237397,0.030851766784531054,0.0022641509433962265,0.03129310684585977,0.0031254573,0.012843581
Sema3f,-2.4591055,-2.9450223,0.013928367127974184,0.030681687549488957,0.0011320754716981133,0.030150159618492097,0.0017913315,0.013712746
Zxdb,-2.4592922,-0.3073938,0.013921123502524177,0.030668245348267988,0.012830188679245283,0.042249635439246445,0.01687018,0.020834869
Thg1l,-2.4606423,-0.8755835,0.01386885291422328,0.03055810396106433,0.008679245283018867,0.037953730343278286,0.00979011,0.017889626
A830092H15Rik,-2.461161,-1.7412704,0.01384882125688287,0.030516469343319887,0.0030188679245283017,0.0321207582863674,0.003732738,0.012425457
Gm56890,-2.4616277,-1.1700757,0.013830809746997914,0.03048428003460208,0.005660377358490566,0.03484018444803531,0.00596353,0.013369662
Zfp85,-2.4617438,-0.5454373,0.01382633442167561,0.030476915989370273,0.008679245283018867,0.037993142316635795,0.01208844,0.017594012
Cmah,-2.4626498,-1.0797602,0.013791451334741757,0.030407507784074094,0.007169811320754717,0.036416663382335554,0.009320536,0.019599436
Mlc1,-2.4632657,-0.94390994,0.013767786878946609,0.03035782319360704,0.018113207547169812,0.04745201592243724,0.024626695,0.04684869
Tmub1,-2.4640152,-0.28223777,0.0137390305867429,0.03029690208172193,0.016981132075471698,0.04666377645528712,0.021541504,0.026135817
Gpr63,-2.4653337,-1.2935876,0.013688569540910023,0.030188104363448154,0.005660377358490566,0.03487959642139282,0.0059377486,0.014493372
Ptpn22,-2.4687998,-1.5836505,0.013556702105711834,0.029904653606475408,0.004528301886792453,0.033736649194025144,0.006094748,0.018157553
Unc119,-2.4690938,-0.8459389,0.013545568942127845,0.029882548232756587,0.009433962264150943,0.038820793757143424,0.0123244105,0.022044618
1700023F02Rik,-2.469119,-1.1687038,0.013544613682325244,0.029882548232756587,0.00830188679245283,0.03763843455641824,0.010371622,0.02316728
Gm57096,-2.4693766,-1.5294544,0.01353487343160775,0.029863856881860752,0.004150943396226415,0.03338194143380759,0.0055737714,0.016006311
Itgb1bp2,-2.4711545,-1.2584997,0.013467767681896883,0.029718232537781823,0.005660377358490566,0.03495842036810783,0.0059782765,0.01424376
Lpxn,-2.4711707,-0.42934778,0.01346714990855764,0.029718232537781823,0.019622641509433963,0.04938320261695503,0.024343714,0.032645434
Gm33045,-2.471471,-3.0518,0.013455844329234365,0.029696799763985825,0.0015094339622641509,0.030662515272139677,0.001458824,0.012033388
Metrnl,-2.4722004,-2.1977215,0.013428422832849677,0.02963871541963782,0.004150943396226415,0.03338194143380759,0.0043195705,0.019664466
4930579K19Rik,-2.473153,-1.2639339,0.013392678487581399,0.029564678849927063,0.0060377358490566035,0.03535254010168289,0.006143496,0.014690572
Nbeal2,-2.4733586,-0.69507086,0.013384972542622343,0.029550095490942598,0.009433962264150943,0.038899617703858434,0.0111349495,0.017965479
Gm4793,-2.473505,-0.7658837,0.013379490944248312,0.029540420844038795,0.008679245283018867,0.038111378236708314,0.009281696,0.015731782
Sf3b4,-2.4737322,-0.27535143,0.013370988943815406,0.029524075348863504,0.018867924528301886,0.04871319906987743,0.025757775,0.031090938
Frem2,-2.4752312,-2.0342524,0.013314995403318871,0.02940527052578105,0.009811320754716982,0.039017853623930954,0.0083081275,0.03360179
4933407E24Rik,-2.4796398,-0.89579254,0.013151513483428204,0.029051394878306134,0.0060377358490566035,0.03547077602175541,0.008037888,0.014904191
Fermt1,-2.4817598,-1.9728742,0.013073541194239343,0.028886280066541495,0.0030188679245283017,0.03235723012651243,0.0043932362,0.017135901
Krt10,-2.4823906,-0.9067768,0.01305041423815427,0.028842295655470078,0.010566037735849057,0.040121388877941117,0.014673057,0.02733559
Gm27151,-2.4829016,-3.3630269,0.013031707936027783,0.02880332255005894,0.0011320754716981133,0.03042604343199464,0.0015049743,0.015377458
Gm43672,-2.4834607,-0.34343648,0.013011273636504842,0.02876052341336666,0.013207547169811321,0.042919638986324046,0.015380226,0.019474033
Adgrd1,-2.4863298,-1.277584,0.012906826146159215,0.028534344129282383,0.004528301886792453,0.03397312103417018,0.006878828,0.016595544
Zfp459,-2.4881697,-1.0538855,0.01284024941052004,0.0283894924430736,0.006415094339622641,0.03594371970204548,0.0074925716,0.015493218
4930479D17Rik,-2.4894161,-1.1660565,0.012795307213322529,0.028294782719280414,0.004905660377358491,0.034406652741102745,0.0065622684,0.01466593
Pfkfb1,-2.4906766,-1.3533583,0.01275000623896485,0.0281992483036452,0.004528301886792453,0.034012533007527684,0.0058570453,0.014897498
Tufm,-2.4911764,-0.30861878,0.012732088417824132,0.028161937420722292,0.017735849056603775,0.04776731170929729,0.021892345,0.027044106
B930046K06Rik,-2.4920092,-0.7612497,0.012702274903433808,0.02809830630240112,0.008679245283018867,0.038347850076853346,0.010167346,0.01717286
Gm19531,-2.494601,-1.5197041,0.012609886638379898,0.027898530586518557,0.004905660377358491,0.03444606471446025,0.0058576916,0.01670489
Arhgap45,-2.496471,-0.5899693,0.012543596706677767,0.02775872537542675,0.03735849056603774,0.06739447444133528,0.052980363,0.07871614
