names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OPC-Oligo (for_DEGs),mean_expr_Rest (for_DEGs)
Tha1,-2.2706347,-0.8798619,0.023169105086725875,0.049996294063630285,0.006792452830188679,0.033736649194025144,0.007912737,0.014512942
Gm56552,-2.271022,-1.9766107,0.023145646037637038,0.04994968348175305,0.0026415094339622643,0.029480156071414496,0.0030752672,0.012048996
Gm14342,-2.272246,-1.9633698,0.023071660099924014,0.04979801645794508,0.0030188679245283017,0.029874275804989556,0.0031700127,0.012305755
Gm56609,-2.2743,-4.13862,0.022947947356108403,0.04954293310771596,0.0003773584905660377,0.027194261616679146,0.00056965457,0.009986525
Gm37612,-2.2790608,-0.7563035,0.02266344777179709,0.048936583223094486,0.007169811320754717,0.03424900484767272,0.008403704,0.014154346
Rpp38,-2.2791693,-0.25888833,0.02265699891031577,0.048926590108509575,0.014339622641509434,0.04169786781224136,0.017897066,0.02137749
Gm28960,-2.281626,-1.0565772,0.022511425815674672,0.048623955921798905,0.005660377358490566,0.03271193788672999,0.00643123,0.0133307455
Tmem115,-2.2846973,-0.25053883,0.02233058476457288,0.048238821997348746,0.019622641509433963,0.0472155440822922,0.024048358,0.028544614
Gm10135,-2.2852538,-0.4037709,0.022297954912325967,0.048174483275243124,0.012075471698113207,0.03941197335750601,0.013362652,0.017640412
6820445E23Rik,-2.285322,-0.6994465,0.022293962270714476,0.04816973031634753,0.007547169811320755,0.034721948527962794,0.009883456,0.016000452
Pigbos1,-2.2888775,-0.29884732,0.022086466382605932,0.04772523938083003,0.01849056603773585,0.04607259685492453,0.023424141,0.028738648
Btbd6,-2.2903576,-0.7138833,0.022000592049912757,0.047543502362968934,0.010188679245283019,0.037480786662988215,0.014211111,0.023204353
2810432F15Rik,-2.2926655,-1.2499634,0.02186727206611762,0.0472591973310207,0.004528301886792453,0.03168722657943483,0.005733897,0.01358373
Zfp457,-2.2929,-0.28982136,0.021853753563300837,0.04723378042518448,0.01169811320754717,0.039096677570645964,0.013595724,0.016595667
Gm17108,-2.2940912,-0.356086,0.021785255583221697,0.0470970969121544,0.009811320754716982,0.037165490876128165,0.012492197,0.015961591
Gm47352,-2.2972143,-0.39270553,0.021606552479960472,0.046714520851024934,0.010943396226415094,0.038387262050210855,0.015579102,0.020403659
Gm10762,-2.2977405,-1.0019923,0.021576569662737334,0.04665345029675321,0.006792452830188679,0.03405194498088519,0.007971533,0.015901798
Kpna2,-2.2984595,-0.74568796,0.021535644552219683,0.04656870828248373,0.00830188679245283,0.035628423915185434,0.00974723,0.016290393
Sipa1,-2.3007636,-0.35516608,0.02140499528586102,0.046293643217247715,0.027169811320754716,0.0550979387537934,0.031718366,0.04039531
Urod,-2.3011637,-0.47802246,0.021382384565075397,0.046248464401801165,0.015471698113207547,0.043037874906396566,0.020682843,0.028692158
Plaat1,-2.3030324,-0.954767,0.021277024353583567,0.04602428307686286,0.007169811320754717,0.034524888661175264,0.0080879135,0.015617513
Gm43623,-2.304592,-1.6807344,0.02118944019780873,0.04584221079831889,0.0037735849056603774,0.03101722303235723,0.003905282,0.012466436
Gm57453,-2.3051472,-2.688205,0.02115833726064532,0.04577860714981397,0.0022641509433962265,0.029480156071414496,0.0021199908,0.01358538
Gm30866,-2.3057325,-3.5290945,0.02112558089240708,0.04571509692993301,0.0011320754716981133,0.02833720884404682,0.0010094645,0.011591894
Dhrs3,-2.3080442,-0.6618371,0.02099668091555399,0.04543982089247227,0.018113207547169812,0.04571788909470697,0.022189716,0.034883108
Fam43b,-2.3084278,-1.2880445,0.020975357830273027,0.04539733104304763,0.005283018867924529,0.032633113940014974,0.007790217,0.018917687
Spata17,-2.3088403,-0.5924941,0.020952442553401885,0.045351388062663825,0.01169811320754717,0.039254325464075986,0.014089605,0.021169735
Gm13327,-2.3110611,-1.8927958,0.020829480845849038,0.04509250324911083,0.0026415094339622643,0.029953099751704567,0.0032960824,0.012185786
Gm57200,-2.3121474,-3.0930364,0.02076955687041714,0.044966400218202286,0.0011320754716981133,0.028416032790761832,0.0013985776,0.01187154
Mettl5os,-2.313013,-0.99431145,0.020721920186236677,0.04486688117680737,0.006415094339622641,0.03385488511409766,0.007819973,0.015518434
Csrp2,-2.3135455,-1.118064,0.02069266333043344,0.04481075626118203,0.006792452830188679,0.03424900484767272,0.009199131,0.019860812
Otud1,-2.314507,-0.50506574,0.020639925816563712,0.04470015367865454,0.009433962264150943,0.037007842982698144,0.013697898,0.019384554
Gm42864,-2.3148856,-2.1370158,0.020619195189550625,0.04465885658094674,0.0026415094339622643,0.029992511725062072,0.0029880176,0.013076622
Cdhr3,-2.3155708,-7.000866,0.020581718921587448,0.04458487483255843,0.0003773584905660377,0.02766720529696922,9.9257704e-05,0.012633229
Tmem204,-2.3160186,-1.0491364,0.020557249983947423,0.04453905072316298,0.009056603773584906,0.036574311275765575,0.009952379,0.020485917
Notch3,-2.31644,-3.37428,0.020534251669637602,0.04449281044779956,0.0022641509433962265,0.029598391991487012,0.0019409254,0.01994582
Gm36839,-2.3188388,-0.8144117,0.020403780889307523,0.044217242720839836,0.008679245283018867,0.03625901548890553,0.0098647075,0.01728351
Gm47557,-2.3194885,-1.161356,0.02036855976304048,0.044148035882301984,0.0060377358490566035,0.03350017735388011,0.006401318,0.014261423
Scn5a,-2.321327,-1.9470105,0.02026920186870811,0.04393977040840556,0.004150943396226415,0.03160840263271982,0.003933998,0.015084048
Trmo,-2.3220525,-0.50053877,0.02023010714139178,0.04385855889052745,0.010188679245283019,0.037874906396563275,0.012051092,0.017006896
Gm19619,-2.3239882,-0.9707143,0.020126130932395805,0.04364018222671686,0.005660377358490566,0.033224293540377564,0.0076245302,0.014888369
Zfp354b,-2.3273823,-0.5148924,0.019944925409918827,0.04326123230259274,0.009056603773584906,0.036771371142553105,0.010790167,0.015382515
Gm15397,-2.3318844,-0.5769402,0.01970677377440445,0.0427515752719399,0.007169811320754717,0.03487959642139282,0.009342183,0.013903762
Slc39a8,-2.3322768,-1.9753305,0.01968613374970579,0.04271024738430315,0.004150943396226415,0.03172663855279234,0.0046191476,0.018041624
Gm44987,-2.3324194,-1.1532825,0.01967863899687251,0.042697434580584975,0.0060377358490566035,0.03369723722066764,0.00663844,0.014705636
Ankdd1a,-2.3329291,-3.8637843,0.019651863974385918,0.04264278325056526,0.0011320754716981133,0.02865250463090687,0.0009017752,0.013048871
Mchr1,-2.3365872,-1.6048938,0.019460664923030457,0.04223130887431985,0.004150943396226415,0.03180546249950735,0.005037105,0.01524342
4831440D22Rik,-2.3366804,-0.64744174,0.01945580571446989,0.04222417410126855,0.009433962264150943,0.03724431482284318,0.010642165,0.016619887
Aanat,-2.3370326,-1.9305718,0.019437494716148383,0.0421878419243059,0.0022641509433962265,0.029874275804989556,0.003127645,0.011870716
A830011K09Rik,-2.3375876,-1.9771668,0.01940864775287628,0.04212863439048272,0.0022641509433962265,0.029874275804989556,0.0032766568,0.012839222
Oca2,-2.3381352,-0.5509444,0.019380230808934085,0.04207035077040385,0.007924528301886792,0.03574665983525795,0.011303133,0.016516397
Vinac1,-2.3381946,-2.1764567,0.01937715558075417,0.04206707364101677,0.0018867924528301887,0.029480156071414496,0.0026591145,0.0119644515
Wdr46,-2.3383522,-0.3808165,0.019368978857307265,0.0420527199334071,0.011320754716981131,0.039254325464075986,0.014398736,0.018707823
1110032F04Rik,-2.3390715,-1.3301127,0.019331731206911416,0.041975241820582605,0.006415094339622641,0.034130768927600204,0.0072085415,0.018025918
Gm12473,-2.340385,-2.7654543,0.01926386676027413,0.041834648011683975,0.0026415094339622643,0.030268395538564617,0.0018577329,0.012564369
Gm43577,-2.3412898,-1.4100474,0.019217245566022487,0.041736775651392194,0.004528301886792453,0.032238994206439914,0.0048223543,0.01276435
Gm15706,-2.3438108,-1.4467522,0.019087850355658093,0.041459101047331096,0.004150943396226415,0.03188428644622236,0.005485638,0.014883285
5330413P13Rik,-2.345296,-0.6800181,0.01901198209718636,0.041300991102869875,0.009056603773584906,0.036968431009340635,0.010414294,0.01663346
Gm56915,-2.3464277,-0.26775292,0.0189543395286983,0.04117909954205396,0.012452830188679246,0.040554920584873685,0.01606396,0.019308459
Gm20752,-2.3464491,-0.71720624,0.018953248560350393,0.04117909954205396,0.008679245283018867,0.036613723249123084,0.011978601,0.019617507
Gm48784,-2.3470106,-2.1365666,0.018924710383624307,0.04112470424650102,0.0022641509433962265,0.029992511725062072,0.002916857,0.012762776
Sbsn,-2.3475785,-0.66058034,0.018895889772784946,0.04106539616586311,0.010566037735849057,0.038544909943640876,0.01213634,0.019117124
Gm35315,-2.3479419,-1.3179476,0.01887746473225327,0.041035310845048564,0.005283018867924529,0.03310605762030505,0.0056033777,0.013911847
Tmem53,-2.3479495,-1.4685109,0.01887708104437911,0.041035310845048564,0.004905660377358491,0.03271193788672999,0.0057693063,0.015885064
Phf13,-2.348101,-0.42222485,0.018869408719018193,0.04102443662756039,0.009811320754716982,0.037796082449848264,0.013274506,0.017747894
4930538E20Rik,-2.3484163,-3.6734421,0.01885343346651898,0.04099302130161555,0.0007547169811320754,0.02845544476411934,0.000932596,0.011834235
Baiap2l1,-2.3485727,-1.2965611,0.018845514130791132,0.040979118288772175,0.005283018867924529,0.03310605762030505,0.006857402,0.016761325
Gm26781,-2.3499255,-0.55175793,0.018777171406838992,0.04083381318402102,0.00830188679245283,0.03625901548890553,0.010321432,0.015093768
Gm42812,-2.3499393,-2.4212074,0.01877647125404242,0.04083381318402102,0.0018867924528301887,0.02963780396484452,0.0022371905,0.011924855
Gm24362,-2.3502169,-0.40989676,0.018762472992879312,0.040808454696346703,0.01169811320754717,0.03980609309108107,0.014137181,0.018739244
Wbscr25,-2.3512933,-0.62227684,0.018708284194757247,0.040693887825882555,0.007169811320754717,0.035116068261537854,0.010954118,0.016812278
Bloc1s4,-2.3541942,-0.61268413,0.01856291612777895,0.040384224463883116,0.01169811320754717,0.03980609309108107,0.014930474,0.022740934
Pawr,-2.354888,-0.26010272,0.01852828594302294,0.04031867859483531,0.02150943396226415,0.04997438221731762,0.024632556,0.029428108
Gm44026,-2.3573878,-3.3886793,0.018404022411584477,0.04005476123434917,0.0015094339622641509,0.02932250817798447,0.0012208577,0.012713375
Gm48604,-2.3584778,-0.90806776,0.0183500545509122,0.03994053995812157,0.006415094339622641,0.034406652741102745,0.0075685945,0.014155915
Gm33934,-2.3584993,-1.5732715,0.018348994074438983,0.03994053995812157,0.0033962264150943396,0.03129310684585977,0.0044309697,0.013128336
Myl1,-2.3603945,-1.7725538,0.018255509371747865,0.03974119232106174,0.004150943396226415,0.03208134631300989,0.0045282114,0.015387108
Gm28154,-2.362354,-4.493426,0.018159289159661224,0.03953813302974614,0.0007547169811320754,0.028613092657549362,0.0005763394,0.0129019525
B9d2,-2.3644562,-0.4545939,0.01805656175793023,0.03932083754239284,0.01169811320754717,0.039924329011153586,0.016001396,0.021863896
Gm49871,-2.364527,-2.1237118,0.018053117595581043,0.03931652373101496,0.0033962264150943396,0.03133251881921728,0.003082618,0.01336549
Gm34655,-2.367303,-1.0251513,0.0179182657466943,0.03902600312990807,0.006792452830188679,0.03487959642139282,0.0071798107,0.014558256
Gm10629,-2.368388,-1.8857522,0.017865791321586028,0.03891486809427826,0.0030188679245283017,0.03101722303235723,0.0036655737,0.013479565
Fbln1,-2.368774,-1.5560809,0.0178471526914976,0.03887742138796437,0.0060377358490566035,0.0340913569542427,0.008021928,0.023407565
Hpse2,-2.3700686,-0.69673306,0.017784782732242516,0.03874784010503173,0.012075471698113207,0.040357860718086155,0.015580827,0.02513315
Rprm,-2.3713987,-0.25366625,0.01772090963241111,0.038614941352922434,0.02,0.04867378709651992,0.026860017,0.031941727
Adamts12,-2.3748205,-1.6713911,0.017557483912375528,0.03826503307044614,0.009056603773584906,0.037165490876128165,0.010960596,0.03450178
D530033B14Rik,-2.3755171,-2.2068505,0.01752438256839248,0.03819598958571593,0.0030188679245283017,0.031096046979072242,0.0031976106,0.014677677
Krt77,-2.3764596,-3.3850148,0.017479674935744,0.03810163588248895,0.0011320754716981133,0.029164860284554447,0.001209819,0.012567328
Col6a4,-2.3777227,-1.6048152,0.0174199223112324,0.03797755071016751,0.0030188679245283017,0.031135458952429747,0.0044637104,0.013515275
Med22,-2.3792443,-0.36218253,0.01734817057450225,0.03782419209159976,0.013584905660377358,0.04209198754581642,0.016727455,0.021450087
Cfap52,-2.3794463,-0.6850545,0.017338670773005483,0.037806547404906056,0.008679245283018867,0.037007842982698144,0.012461176,0.019959439
1810009A15Rik,-2.3810966,-0.41262975,0.017261180836621266,0.03764369199578065,0.017358490566037735,0.04599377290820952,0.022562422,0.029922279
Lgi4,-2.3840392,-2.8779018,0.01712377931933065,0.03735010555324414,0.004150943396226415,0.03227840617979742,0.0032709963,0.023798402
Gm56935,-2.3846574,-1.6870257,0.017095030802353136,0.03729042682734444,0.0030188679245283017,0.03121428289914476,0.0036426529,0.011681948
Lemd1,-2.3851724,-3.7100456,0.017071125579940206,0.037241304240723666,0.0007547169811320754,0.028888976471051906,0.0011425276,0.014849838
Sephs2,-2.38653,-0.49224588,0.01700822203550767,0.037107090459085015,0.01509433962264151,0.04370787845347417,0.019418675,0.027208343
mt-Nd3,-2.3879406,-0.544326,0.016943078697420042,0.0369709700015979,0.022264150943396226,0.05107791747132779,0.028119642,0.040748395
Cfap206,-2.388665,-2.380232,0.01690971816226702,0.036907166519382244,0.0026415094339622643,0.030859575138927207,0.002696837,0.013961329
Angptl3,-2.3888214,-2.6347132,0.016902518933748636,0.03689445034523362,0.0030188679245283017,0.03121428289914476,0.0023066883,0.014240398
Mcm4,-2.3893437,-0.5305477,0.016878502280399214,0.03684502041387008,0.01169811320754717,0.04020021282465613,0.013476594,0.019408831
D130020L05Rik,-2.3950093,-0.80757326,0.016619949626253818,0.0362894560748773,0.007169811320754717,0.035628423915185434,0.009885649,0.017238865
Srf,-2.3960717,-0.47977448,0.016571852975954305,0.03618737825793516,0.009811320754716982,0.038387262050210855,0.012356865,0.017190276
Tulp2,-2.3974571,-0.31134668,0.01650931677756178,0.03606254303008576,0.01169811320754717,0.040357860718086155,0.014515388,0.01798039
C030037D09Rik,-2.397669,-1.0061945,0.016499766703536676,0.036044612302766704,0.014339622641509434,0.04288022701296654,0.015076739,0.030056428
Cmpk2,-2.3983276,-0.70763576,0.01647012421380054,0.0359857080521077,0.009811320754716982,0.038387262050210855,0.012652652,0.02058138
