names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OPC-Oligo (for_DEGs),mean_expr_Rest (for_DEGs)
Wipf1,45.329044,3.733901,0.0,0.0,0.6290566037735849,0.18298979229890042,1.1346003,0.14719628
Ncam1,45.29285,1.1779143,0.0,0.0,0.9222641509433962,0.8474756631064517,2.387159,1.6804527
Ankrd28,45.27506,1.7748677,0.0,0.0,0.7811320754716982,0.6889607062625626,1.6523618,0.803334
Ano4,45.061394,2.2647307,0.0,0.0,0.7833962264150943,0.6260986087573405,2.0182688,0.8577454
Dock1,44.866962,3.2443476,0.0,0.0,0.6633962264150943,0.24573365388404997,1.238571,0.2300061
Creb5,44.771862,4.126938,0.0,0.0,0.6045283018867924,0.15583494265557876,1.173104,0.1202256
Cdh20,44.162395,2.454135,0.0,0.0,0.749811320754717,0.45024238363614866,1.6656821,0.57815135
Wnk1,43.392544,1.6233282,0.0,0.0,0.810188679245283,0.7554092933433177,1.7904196,0.96329385
Naaladl2,43.043144,1.3691134,0.0,0.0,0.9075471698113208,0.8577621881527608,2.3936894,1.5796819
Hipk2,42.80015,2.2887573,0.0,0.0,0.7215094339622642,0.5508611516178615,1.4574468,0.5154093
Sik3,42.594467,1.5970294,0.0,0.0,0.7973584905660377,0.7463051274977338,1.7721993,0.9610213
Rnf220,42.59402,3.7623398,0.0,0.0,0.6520754716981132,0.3709454932408466,1.8237537,0.32413808
Mag,42.457767,3.8786585,0.0,0.0,0.5966037735849057,0.17944271469672488,1.2935578,0.16540216
Grid2,42.2981,1.5698016,0.0,0.0,0.9033962264150943,0.8020336578252473,2.6403756,1.6836842
Mog,42.03563,4.4117703,0.0,0.0,0.5637735849056604,0.1317936389075001,1.2261803,0.10718473
Lrp1b,41.95785,1.0787315,0.0,0.0,0.9750943396226415,0.9348914200134001,3.7333148,3.011847
Mobp,41.91291,3.9749668,0.0,0.0,0.589811320754717,0.1830292042722579,1.3926685,0.1759753
Kif13a,41.702133,2.7082646,0.0,0.0,0.6686792452830189,0.43026051314389313,1.258294,0.3260648
Gatm,41.585163,3.7473485,0.0,0.0,0.5856603773584905,0.1876009931817286,1.0514041,0.1298207
Tbc1d5,41.351357,1.4323386,0.0,0.0,0.8192452830188679,0.773578213061128,1.8628625,1.104088
Trf,40.209885,3.50196,0.0,0.0,0.6018867924528302,0.23832420289283884,1.3441836,0.22334059
Agap1,40.034077,1.5439868,0.0,0.0,0.7630188679245283,0.7006266503763844,1.5884789,0.8485176
Mapt,39.9963,1.2735167,0.0,0.0,0.8279245283018868,0.80325542899933,1.9770856,1.2735678
Plekhg1,39.807262,3.3765957,0.0,0.0,0.5939622641509434,0.2433295235092421,1.2429494,0.21302256
Pde8a,39.565704,4.407362,0.0,0.0,0.5320754716981132,0.1252512513301541,1.088776,0.08880397
Ncam2,39.550976,1.2627776,0.0,0.0,0.9441509433962264,0.8500768533480472,2.8040211,2.0100958
Tspan2,39.475243,3.6754272,0.0,0.0,0.5792452830188679,0.2248847199779293,1.2210866,0.1715382
Cdk19,39.34612,2.6999903,0.0,0.0,0.6615094339622641,0.45536594017262444,1.4196876,0.39378762
Ctnna3,39.313725,3.0001202,0.0,0.0,0.6539622641509434,0.4440152918456627,1.595668,0.3997224
Map7,39.279087,1.9443842,0.0,0.0,0.7332075471698113,0.6908918929570803,1.8334047,0.8609571
Rtn4,39.235138,1.4702083,0.0,0.0,0.8041509433962264,0.8072360383084382,1.9037465,1.11883
D7Ertd443e,39.093536,4.331907,0.0,0.0,0.5316981132075471,0.13549836440310567,1.161907,0.1034986
Epn2,38.71259,1.9097658,0.0,0.0,0.7139622641509434,0.6381980845780948,1.4990373,0.65516293
Chd7,38.659,2.760705,0.0,0.0,0.6158490566037735,0.2936586134867773,1.09746,0.25819764
Ptn,38.643517,1.9140317,0.0,0.0,0.7513207547169811,0.5847948606786741,1.5796003,0.70428294
Unc5c,38.365387,1.2827601,0.0,0.0,0.9105660377358491,0.7954518582745438,2.4390738,1.667724
Slc12a2,37.403778,2.4297783,3.3923470923523286e-306,2.8754689707100023e-304,0.6611320754716982,0.5070744492176723,1.3788059,0.4390571
Clasp2,37.154434,0.97285545,3.717723483999294e-302,3.0927315794136546e-300,0.8411320754716981,0.8285185039214914,1.9160588,1.374242
Aspa,36.971252,4.222817,3.3186711044493433e-299,2.7186796517242032e-297,0.5045283018867924,0.12083711031411343,1.0643817,0.096858524
Dscaml1,36.789467,1.2570076,2.721168557962958e-296,2.1957297042782184e-294,0.8135849056603773,0.7285303275134986,1.8462938,1.1733394
Pcdh11x,36.731094,2.359623,2.3298849523975103e-295,1.8687763782364507e-293,0.6539622641509434,0.41733338588263114,1.3941478,0.46415648
Ptprk,36.51907,1.4297894,5.524651112575959e-292,4.3532954661265694e-290,0.8290566037735849,0.6621211524061009,1.8230159,1.0738546
Prkcq,36.368816,4.326683,1.3249538144425337e-289,1.0230318676457151e-287,0.4826415094339623,0.0911598943759114,0.7820764,0.057424437
Dst,36.164593,0.8767099,2.1942365961649685e-286,1.6655123542077036e-284,0.8683018867924528,0.8545304063374454,2.01326,1.511439
Sox10,35.82887,4.688935,3.923968011472871e-281,2.8419682066920763e-279,0.4656603773584906,0.0727939147913136,0.7472622,0.042178944
Sema6a,35.760605,2.5122457,4.526350708472629e-280,3.269436654211278e-278,0.610188679245283,0.3647184014503606,1.1528859,0.3220067
Mast4,35.625324,1.613279,5.681503292851758e-278,3.985952832347957e-276,0.7773584905660378,0.7598234343593584,2.0734527,1.1855145
Arhgap23,35.60572,2.693573,1.1426062795279483e-277,7.974501488549603e-276,0.6132075471698113,0.439443502936192,1.2613193,0.33009478
Cdh19,35.59224,4.0927677,1.8470654570773074e-277,1.2824457062446319e-275,0.48641509433962266,0.10921057817364915,0.9647256,0.09092116
St6galnac3,35.451473,1.5648571,2.752940694482064e-275,1.8870284811411496e-273,0.7584905660377359,0.6958972135734837,1.8161972,1.0080427
Ppp1r16b,35.041416,2.5566497,5.2692365241094246e-269,3.4787318280791212e-267,0.6075471698113207,0.42091987545816417,1.1623267,0.31735152
Cdc37l1,34.978306,1.9525309,4.809338697910571e-268,3.144207562356619e-266,0.6686792452830189,0.5972490442596461,1.3262011,0.53930616
Fnbp1,34.776997,1.9849993,5.418009160744636e-265,3.4498082025878766e-263,0.6958490566037736,0.6911283647972254,1.7449204,0.7855937
Npas3,34.731182,1.8482145,2.6661877801659773e-264,1.6856580153661131e-262,0.7626415094339623,0.5651282859732787,1.8941417,0.9432556
Foxn3,34.71393,1.4110501,4.856539078465427e-264,3.063267723905306e-262,0.7516981132075472,0.6930201395183857,1.5593109,0.8805525
Scd2,34.600735,2.1196697,2.4630793516410598e-262,1.5355671039117235e-260,0.6750943396226415,0.5296969219248808,1.3652443,0.51349884
Septin4,34.58286,3.3480687,4.5733196550016353e-262,2.8445624798586557e-260,0.5347169811320754,0.23655066409175107,1.0479062,0.16707446
1700047M11Rik,34.427853,4.6293845,9.660849894575456e-260,5.940206788724084e-258,0.45132075471698113,0.07571040081976904,0.783232,0.046903275
Baz2b,34.33679,1.2489045,2.2180095916881297e-258,1.354498130196819e-256,0.7524528301886793,0.7560792968903953,1.5848839,0.96776116
Sytl2,34.31387,3.3755107,4.874123337004355e-258,2.956381355876005e-256,0.5479245283018868,0.291451542978757,1.1937112,0.20011792
Slc22a23,33.908398,1.8694638,5.009865224184174e-252,2.939193855323772e-250,0.6535849056603774,0.5664288810940764,1.2621002,0.52660453
Daam1,33.400684,1.7306869,1.3399248931106721e-244,7.547962657837266e-243,0.6773584905660377,0.6301186300398061,1.3565304,0.6251795
Mal,33.129066,3.1806662,1.1340983408094193e-240,6.16866850557674e-239,0.5377358490566038,0.2472313088716352,1.2342618,0.23794712
Pard3,33.06448,1.5588069,9.6347038994596e-240,5.208943536790331e-238,0.689811320754717,0.6007567098884641,1.2996094,0.6447752
Tulp4,33.03033,1.5018424,2.98103980185434e-239,1.6020107895165224e-237,0.6962264150943396,0.6756000472943681,1.3740145,0.7139647
Exoc6b,32.926937,0.9808958,9.049578291770161e-238,4.796098001969709e-236,0.8384905660377359,0.8160249083671619,1.9889332,1.434109
Slc24a2,32.867924,1.4133983,6.316742404442816e-237,3.321543413060244e-235,0.7811320754716982,0.8178378591416072,2.6051326,1.7413788
Map4k4,32.86405,1.5487784,7.175521936837588e-237,3.765747547711445e-235,0.6773584905660377,0.6298821581996611,1.2520741,0.6171713
Abtb2,32.246574,3.7150152,3.929233909751111e-228,1.969748417071126e-226,0.45660377358490567,0.11910298348638317,0.80300283,0.08968927
Sec14l5,32.222168,4.5072603,8.636334226356967e-228,4.3133513134240086e-226,0.43056603773584906,0.08371103141134277,0.7805657,0.050699055
Pak5,32.209267,1.3747756,1.3091690435382702e-227,6.526414137267777e-226,0.7524528301886793,0.7386197926930201,1.8446684,1.1163781
Ppp2r3a,31.94954,1.6795306,5.482677207999034e-224,2.644874983463807e-222,0.6573584905660378,0.5971702203129311,1.2720507,0.5887535
Elmo1,31.821606,1.653458,3.253326436426372e-222,1.544467868317608e-220,0.6935849056603773,0.5589800181295077,1.4679524,0.7235875
Ypel2,31.770466,2.5681558,1.6565166148194362e-221,7.83637349299265e-220,0.5856603773584905,0.45359240137153667,1.2806933,0.3634362
Cdh10,31.650696,1.1550606,7.417827619377132e-220,3.460365071747631e-218,0.8464150943396226,0.7444133527765735,2.0313656,1.3799533
Slc44a1,31.586931,1.2509844,5.581802195640536e-219,2.590380397182404e-217,0.7120754716981132,0.707917865447523,1.4513383,0.8643366
Elovl7,31.583342,3.6479943,6.25267339719189e-219,2.89671265831976e-217,0.4690566037735849,0.16746147479604304,0.85603404,0.1025517
Otud7b,31.542599,2.0598147,2.2651652607298625e-218,1.038651715969478e-216,0.6109433962264151,0.5105821148464904,1.14145,0.41289464
Pak1,31.510529,1.9653409,6.232315184596667e-218,2.8479984525529326e-216,0.649433962264151,0.6068655657588775,1.426839,0.593669
Zdhhc14,31.492702,1.2304333,1.0933572545631407e-217,4.979408377985016e-216,0.720754716981132,0.6815512552713514,1.4381148,0.862567
Abhd17b,31.462605,2.0299213,2.822559658079482e-217,1.278957470701445e-215,0.6109433962264151,0.5020297166279115,1.1099403,0.40420142
Cldn11,31.43056,3.2172308,7.739582203056416e-217,3.4893049294651994e-215,0.4920754716981132,0.19564103574665984,0.9639722,0.16077337
Plekhh1,31.402576,4.2047944,1.866026637114289e-216,8.37064035713872e-215,0.43245283018867925,0.10172230323572301,0.7785358,0.061938427
Gpm6b,31.368717,0.89583474,5.406111605262302e-216,2.408992020454362e-214,0.8611320754716981,0.8280455602412012,1.9729024,1.4650023
Ninj2,30.933931,4.1792164,4.179311797078914e-210,1.7910384049044723e-208,0.42452830188679247,0.09344578883064675,0.77944463,0.06311483
Nkain2,30.70714,0.82324845,4.570247402881398e-207,1.9217926090050576e-205,0.9316981132075471,0.9294919796634218,3.719881,3.1677284
Nfia,30.464478,1.1351936,7.703772690194566e-204,3.1748523341338647e-202,0.8362264150943396,0.728096795806566,1.8793222,1.2602603
Srgap1,30.352737,2.0755577,2.3119939751157797e-202,9.412617895660759e-201,0.5830188679245283,0.4408623339770622,1.0658306,0.372621
Fgfr2,30.163994,1.6222908,7.030052064010246e-200,2.7984814660734123e-198,0.6535849056603774,0.6387104402317424,1.3185714,0.63624966
Opalin,30.046368,4.0334673,2.435439647633398e-198,9.539396987158806e-197,0.41660377358490563,0.09427344027115438,0.80211425,0.07243931
Rab31,29.985266,2.564213,1.5274560628903962e-197,5.931032429171235e-196,0.5233962264150943,0.2897174161510267,0.89661455,0.21944559
Ttll7,29.944376,1.5774153,5.207890452763232e-197,2.010574949220518e-195,0.6660377358490566,0.6644464588341938,1.4265735,0.7228684
Fign,29.812473,3.2060668,2.6924312282352672e-195,1.021830891280814e-193,0.4520754716981132,0.15224845308004573,0.8023521,0.12519573
Nckap5,29.371698,1.7690768,1.2627194209279334e-189,4.597462173486933e-188,0.6411320754716981,0.5657194655736413,1.3876574,0.6322243
Nfasc,29.211052,1.3186988,1.4037484293651065e-187,5.056128726144827e-186,0.7018867924528301,0.7235250068970953,1.5540894,0.91455436
Prkd3,28.946949,3.4910307,3.0657400482424757e-184,1.0810555786912773e-182,0.41660377358490563,0.10980175777401174,0.63730437,0.076292865
Malat1,28.817677,0.61927176,1.2881988624213738e-182,4.495312134189911e-181,0.9966037735849057,0.993378788475939,5.370355,4.943612
Plxdc2,28.494167,1.2927612,1.383541113183895e-178,4.64116725483786e-177,0.7388679245283019,0.6821030228983566,1.7460904,1.0755194
Gm10863,28.09082,4.2475553,1.2682539760307615e-173,4.100840473639779e-172,0.37886792452830187,0.06956213297599811,0.6280751,0.044984665
Syt11,28.001642,0.9020476,1.5516826968556626e-172,4.98132784522242e-171,0.7607547169811321,0.7955306822212588,1.4940152,1.0469135
Cobll1,27.758215,2.5958588,1.38682465417199e-169,4.389161184640915e-168,0.4679245283018868,0.21136641311630475,0.7643887,0.17381972
Gm54109,27.603985,4.2283735,9.966577888667217e-168,3.106751135365292e-166,0.37245283018867925,0.0682221258818429,0.5976291,0.042704687
C030029H02Rik,27.563498,4.614695,3.0492623148285918e-167,9.472101549068701e-166,0.3671698113207547,0.06321680526543964,0.66549516,0.037864335
Pstpip2,27.22947,3.052775,2.9094267429177164e-163,8.803637002499891e-162,0.4490566037735849,0.2143223111181177,0.7858851,0.13447063
Dleu2,27.188005,1.235051,9.00382358099003e-163,2.7061827698121043e-161,0.6758490566037736,0.652228747093367,1.2967799,0.7556443
Rffl,27.17636,2.7146842,1.2361841912875552e-162,3.707172904006317e-161,0.4867924528301887,0.28553974697513107,0.8984206,0.20029007
Tmtc2,27.174582,1.5759376,1.2975049488151965e-162,3.886728871200037e-161,0.620754716981132,0.5072320971111024,1.1805946,0.5635057
Dlg1,27.143572,0.8465763,3.015535222448401e-162,8.983085524078551e-161,0.7716981132075472,0.773420565167698,1.6217141,1.1813438
Ccp110,27.009382,3.0817811,1.1467222801817094e-160,3.3897060141344916e-159,0.45622641509433964,0.23398888582351318,0.8301312,0.14218609
Ppfibp2,26.93007,3.6849906,9.765312410244083e-160,2.8802847910346707e-158,0.390188679245283,0.10720056753241634,0.6617214,0.070403025
Nbas,26.760397,1.495516,9.345624587816369e-158,2.7147776505364954e-156,0.62,0.6266897883577031,1.2012093,0.6011772
Tmcc1,26.658453,0.7129933,1.4281819460533806e-156,4.108699024673912e-155,0.7886792452830189,0.8123990068182714,1.6880224,1.3055184
Kif13b,26.629845,2.0081477,3.064006039044095e-156,8.777168685406698e-155,0.5728301886792453,0.5139321325818784,1.124105,0.41636592
Kif1b,26.44224,0.6158281,4.481264448626994e-154,1.2701643009979676e-152,0.8467924528301887,0.861821621408584,1.9099523,1.5589814
Tns3,26.390728,2.5071151,1.750750610264251e-153,4.941456816995844e-152,0.47773584905660377,0.2536160485555512,0.842416,0.2090804
Klhl2,26.350033,1.2889415,5.127911448004668e-153,1.4412864080322744e-151,0.660377358490566,0.6876601111417648,1.4297462,0.8331062
Usp54,26.145597,2.198702,1.1059623179406112e-150,3.0292770115254047e-149,0.5290566037735849,0.40909628345091237,0.93677163,0.29119036
Frmd4b,26.00765,1.6018426,4.057553079644811e-149,1.0935451479443941e-147,0.6158490566037735,0.5624088598116108,1.3555783,0.66706043
Limch1,25.933294,1.0267324,2.8064185148642865e-148,7.458799752166506e-147,0.710566037735849,0.7323532889291767,1.5525173,1.0393926
Vmp1,25.848778,1.5821278,2.5112547811987794e-147,6.602486885597965e-146,0.6060377358490566,0.5979190478067237,1.1671395,0.5533374
Car2,25.685057,2.932593,1.7169729572832454e-145,4.4446111138921776e-144,0.44150943396226416,0.21751468096007567,0.86069924,0.16446474
Stard13,25.63933,2.1003847,5.5609446030942036e-145,1.4353754225277738e-143,0.5064150943396226,0.32885350569503013,0.86823416,0.2794788
Mbnl2,25.323288,0.6812959,1.76999568184e-141,4.465707415121202e-140,0.7807547169811321,0.8113742955109763,1.6853501,1.319174
Myo6,25.2828,1.703015,4.9382802358884816e-141,1.2424306174000327e-139,0.580377358490566,0.5244551294683325,1.0988133,0.4790079
Prickle2,25.18565,0.76267576,5.753333975600629e-140,1.4434368246908395e-138,0.8215094339622642,0.8092460489496709,2.068092,1.623859
Clic4,24.915813,3.4403532,5.014757458187045e-137,1.224968480922599e-135,0.3667924528301887,0.10140700744886297,0.61460614,0.075295605
Megf10,24.914717,3.1838765,5.153872524551886e-137,1.25780703664586e-135,0.3750943396226415,0.10972293382729673,0.61610645,0.08958755
Picalm,24.907305,1.1357912,6.200804848879336e-137,1.510567781408774e-135,0.6550943396226415,0.6914042486107279,1.2457619,0.7545246
Atp8a1,24.864096,0.69793546,1.820486036997656e-136,4.4108620211115434e-135,0.7879245283018868,0.8176407992748197,1.7382302,1.3582758
Samd4,24.549994,2.1713045,4.3256250576102105e-133,1.0142194179579962e-131,0.489811320754717,0.3336617664446459,0.8468048,0.25909546
Pde1c,24.492655,1.9861397,1.7688720180369243e-132,4.1222542172291545e-131,0.5030188679245283,0.31714814960785087,0.8587032,0.29513466
Ttyh2,24.438227,3.598001,6.713881916642355e-132,1.5565315539273519e-130,0.36339622641509434,0.10960469790722421,0.59343135,0.064764984
Lpar1,24.256891,3.281543,5.592945588217041e-130,1.2725016761675858e-128,0.37622641509433963,0.13088716352027746,0.67075914,0.093750305
St6gal1,24.247662,2.2193108,6.99876394595982e-130,1.591004968087482e-128,0.4766037735849057,0.30650691680132425,0.7833775,0.22737378
Arhgef10,23.933577,2.9468634,1.370089935876075e-126,3.034980756553185e-125,0.41245283018867923,0.20848933906120679,0.6745299,0.11769895
Slain1,23.905334,1.9607375,2.695465551643241e-126,5.95128671919917e-125,0.5358490566037736,0.4898908288337997,1.0175463,0.37416896
4930420G21Rik,23.877811,4.4837346,5.208523011661544e-126,1.1462163253345265e-124,0.3230188679245283,0.058605604382611434,0.6395443,0.039249405
Map4,23.800873,0.9818946,3.2710098100662187e-125,7.145693788331651e-124,0.6656603773584906,0.7159973199858117,1.2668617,0.82896465
Slc9a9,23.636787,0.9006858,1.613990521623345e-123,3.4889722699935056e-122,0.6871698113207547,0.6852165687935995,1.3123279,0.89778095
Meis1,23.530952,3.365541,1.967171772774036e-122,4.215143982012628e-121,0.35471698113207545,0.10854057462657156,0.56847274,0.07164799
Litaf,23.207344,3.4433372,3.83866058046257e-119,7.964850177376777e-118,0.35283018867924526,0.11260000788239467,0.57686865,0.06928935
Cpeb2,23.115002,1.2444377,3.271498147539663e-118,6.756737526855554e-117,0.5954716981132075,0.5948449138848382,1.0442408,0.57500297
Myo1d,22.995375,2.1162665,5.1853746622435546e-117,1.0539411284000327e-115,0.5052830188679245,0.4315611082646908,0.9872537,0.3281296
Bin1,22.980577,1.4139905,7.291180682694091e-117,1.4797131793352735e-115,0.5954716981132075,0.6252315453434754,1.1696941,0.6062191
Ephb1,22.931034,1.8459454,2.2785225528081413e-116,4.592940809749044e-115,0.5196226415094339,0.4148898435344658,1.0262793,0.40420797
Pik3r1,22.920633,1.5143763,2.893390810014098e-116,5.819267295290331e-115,0.5633962264150943,0.4991920545461711,0.96655226,0.45119098
Psd3,22.896639,0.6981129,5.0187223743560706e-116,1.004866394925094e-114,0.7483018867924528,0.783470618373862,1.5473515,1.1878388
Tubb4a,22.834936,2.1731887,2.0629384523391047e-115,4.112103576732325e-114,0.48150943396226414,0.33811531943404405,0.85639596,0.2626371
Fmnl2,22.764755,0.84967464,1.025030010214991e-114,2.0311619745189387e-113,0.6845283018867925,0.7203720490284948,1.3425194,0.94377404
Tmem163,22.683413,2.4873676,6.532240192892986e-114,1.2774475544616778e-112,0.4139622641509434,0.2171205612265006,0.70868504,0.16882792
Fryl,22.399977,0.9581037,3.937867908111758e-111,7.44096418361202e-110,0.6332075471698113,0.6783588854293935,1.1512984,0.74811
Tmem178b,22.320381,0.72001106,2.3428884269717383e-110,4.383942342112159e-109,0.8366037735849057,0.7787805935443187,1.9272418,1.5181862
Neo1,22.316591,0.94891137,2.5500724723359566e-110,4.758364398032442e-109,0.6384905660377358,0.6767035825483781,1.1708592,0.76661986
Serinc5,22.280476,1.8737615,5.714877937018538e-110,1.0619555336631266e-108,0.5037735849056604,0.4308516927442557,0.83730966,0.30563486
Ube2e2,22.188114,0.5929305,4.473603042338714e-109,8.233268064906933e-108,0.8683018867924528,0.8334844125645371,2.124641,1.7726061
Tmcc3,21.990114,1.4338322,3.580928286523999e-107,6.462024382733368e-106,0.5618867924528302,0.47790958893311786,1.0061805,0.49606884
Pllp,21.949596,3.6284146,8.737204340754069e-107,1.5703590677997448e-105,0.31471698113207547,0.07425215780554133,0.4651145,0.046774276
Rnf13,21.857716,1.5006461,6.564730061129851e-106,1.1674010373432105e-104,0.5630188679245283,0.5586253103692902,1.0071281,0.47877958
Hhip,21.690546,4.0050335,2.5197368982168405e-104,4.4050312592769356e-103,0.3041509433962264,0.06550269972017499,0.49741787,0.03935442
Aatk,21.540276,2.0244775,6.531731949077299e-103,1.1236084345179707e-101,0.49245283018867925,0.42237811847239193,0.8752327,0.29563072
Chn2,21.333895,2.0735333,5.5029756819622434e-101,9.207033410605572e-100,0.4430188679245283,0.27631734520947465,0.7780362,0.2466056
Wscd1,21.27806,2.474595,1.8128270420595435e-100,3.010547751553766e-99,0.40226415094339624,0.22788002995309975,0.61326474,0.14175215
Ddr1,21.085634,2.6490898,1.0776035123854039e-98,1.7559251896783384e-97,0.3939622641509434,0.2218105860560438,0.6342917,0.13207756
Plxnb3,20.888395,4.329692,6.827575156981843e-97,1.0920056218339412e-95,0.28226415094339624,0.04757025184250976,0.41038877,0.024920922
Grm3,20.866798,1.3201183,1.0728333015129724e-96,1.708774796185748e-95,0.6064150943396226,0.57332597643164,1.4794106,0.85774535
Cntn2,20.841387,2.6798007,1.8247498621010365e-96,2.8995286099736752e-95,0.4033962264150943,0.24813778425885785,0.7021424,0.14745678
Arhgap31,20.787012,2.6271963,5.673615618244539e-96,8.962378110654366e-95,0.37735849056603776,0.18480274307334568,0.7032592,0.15284844
App,20.728704,0.39141622,1.908552838002178e-95,2.986768477409349e-94,0.8532075471698113,0.9032041934339652,2.0201123,1.7893033
Luzp2,20.66957,1.325797,6.509303851501761e-95,1.0121816810755342e-93,0.6139622641509433,0.5523588066054468,1.5114794,0.8794557
Kazn,20.66119,1.2755742,7.743103039105981e-95,1.2019478836555616e-93,0.5894339622641509,0.5717494974973397,1.1466221,0.63502413
Kank1,20.60577,2.9007986,2.4361782582510316e-94,3.7556001032246252e-93,0.3267924528301887,0.10739762739920387,0.53400093,0.09029521
Sema6d,20.594145,0.8626339,3.09709277413858e-94,4.768990420693618e-93,0.7230188679245283,0.7026760729909747,1.570275,1.1295203
Arhgef28,20.56963,1.1829097,5.135588640207879e-94,7.87183495507049e-93,0.5720754716981132,0.5628423915185433,1.0114586,0.5713394
Dennd5a,20.51079,1.2637128,1.724724284547416e-93,2.6167894706826124e-92,0.5592452830188679,0.5754542229929452,0.93870395,0.4997464
E130308A19Rik,20.488317,1.8161402,2.7368504450571398e-93,4.1383889397121754e-92,0.47471698113207544,0.38722263823749653,0.7754131,0.28719142
Ywhaq,20.483196,1.3436071,3.0403617330057846e-93,4.594742394030677e-92,0.5728301886792453,0.5977219879399361,1.0619665,0.55706316
A230001M10Rik,20.321959,4.452319,8.223099116697415e-92,1.2227707430307666e-90,0.27622641509433965,0.04875261104323494,0.49924058,0.029146949
Insc,20.136179,4.275555,3.557515851445159e-90,5.158685964831701e-89,0.2769811320754717,0.05265439640562803,0.44080055,0.028200876
Dock5,20.098194,3.6518147,7.652945800762624e-90,1.1043751539553798e-88,0.29132075471698116,0.07090214007015332,0.48500133,0.048465755
Rere,20.086458,0.39781445,9.693672819117377e-90,1.3958681063755836e-88,0.8388679245283018,0.8534662830567926,1.8681583,1.6402766
Rap1a,19.986773,1.4754989,7.17922300715836e-89,1.023915722942384e-87,0.5433962264150943,0.5529893981791668,0.99633116,0.47892055
