names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Ependymal (for_DEGs),mean_expr_Rest (for_DEGs)
Dnah2,7.775513,5.2875476,7.514223227314993e-15,4.58879950268077e-12,0.8,0.12150334035940123,1.2927331,0.06547079
Agbl4,7.613757,2.1843183,2.662405442665004e-14,1.58975187209797e-11,1.0,0.7517059054696152,2.9501202,1.6062506
Kif6,7.6046214,4.814173,2.857386524297821e-14,1.6690864327800533e-11,0.8,0.1759494123111,1.4679581,0.112199694
Pard3b,7.5827966,3.3347676,3.381854636685974e-14,1.9334134912287686e-11,0.8857142857142857,0.3265335286342039,1.637103,0.34384307
Lrrc36,7.571403,8.849575,3.692150153253452e-14,2.0668348878733385e-11,0.7428571428571429,0.010396198778178701,1.2037959,0.0050441003
Ccdc146,7.5392923,7.972695,4.7252928267526156e-14,2.5911962909151587e-11,0.7428571428571429,0.016576756814690435,1.2794166,0.010275601
Pbxip1,7.535571,5.4549136,4.862026081284385e-14,2.6128528160822285e-11,0.7714285714285715,0.06009074345325283,1.2710388,0.056822713
Ak7,7.514185,7.88128,5.72666735699391e-14,3.017167683969144e-11,0.7428571428571429,0.02679432674788325,1.2904837,0.011111914
Rgs22,7.419504,6.9491363,1.1755971102428494e-13,6.07467199081257e-11,0.7428571428571429,0.0583759065413883,1.4899057,0.02743277
Sox6,7.335349,3.6414402,2.21144052927235e-13,1.1211586230480761e-10,0.8857142857142857,0.3082062091386517,2.1386409,0.47002605
2610307P16Rik,7.3071895,5.5390906,2.7278747200819486e-13,1.3573702542333695e-10,0.7428571428571429,0.047336643921260406,1.1112729,0.04290127
Dnai3,7.3036356,10.534698,2.8009410288225113e-13,1.3683870080811068e-10,0.7142857142857143,0.0025008038298024366,1.0704802,0.0012913136
Sox9,7.2835245,5.4299593,3.252093955757515e-13,1.5604243677000787e-10,0.7428571428571429,0.05405308849272981,1.0132843,0.039894562
Wdr49,7.2645006,8.751771,3.744185754344999e-13,1.7650223020921072e-10,0.7142857142857143,0.01361151798792469,1.4511634,0.0075527593
Npas3,7.1819663,3.0314198,6.871595994858105e-13,3.183444558307539e-10,0.9714285714285714,0.5832946304169198,2.7567782,1.031015
Shank2,7.148507,2.0228786,8.772679935639236e-13,3.9952866079767166e-10,0.9714285714285714,0.6376692508306241,1.7491181,0.77412575
Rsph10b,7.1233683,4.058982,1.0532097404741971e-12,4.716624287756947e-10,0.7714285714285715,0.20174341752706226,1.0542923,0.10633087
Plce1,7.102285,4.0868225,1.2271078819677422e-12,5.405309637454629e-10,0.7714285714285715,0.15447822514379622,1.1435535,0.11850673
Bmp6,7.0624704,5.691151,1.6356784558776424e-12,7.061029798788348e-10,0.7142857142857143,0.037154799757064774,1.0379337,0.034682974
Rfx2,7.0586553,5.6312294,1.6812137569226172e-12,7.061029798788348e-10,0.7142857142857143,0.0436568897145511,0.76104736,0.022750108
Ddo,7.0574636,5.6311493,1.6956889257146897e-12,7.061029798788348e-10,0.7142857142857143,0.050802043513986636,0.98292553,0.033184364
Pygb,7.05645,2.7118645,1.7081017377046617e-12,7.061029798788348e-10,0.8571428571428571,0.37272694794755457,1.1186007,0.27346373
Nfia,7.041649,2.1312275,1.8997809543485014e-12,7.73441124899155e-10,0.9428571428571428,0.7380229359436962,2.5628626,1.3172041
Dbi,7.012245,3.975192,2.3452341318642194e-12,9.405438973610684e-10,0.8,0.22482226429923904,1.6032425,0.22503945
Gm10714,6.9937024,9.396517,2.6772541868287592e-12,1.0579091176483641e-09,0.6857142857142857,0.006502089957486335,1.0466223,0.0027382767
Ccdc170,6.9898663,8.859782,2.751486854960698e-12,1.0714848085912167e-09,0.6857142857142857,0.007752491872387553,1.0043446,0.0037171328
3300002A11Rik,6.980772,8.879976,2.9356186952317125e-12,1.1268582048696588e-09,0.6857142857142857,0.009896038012218214,1.2522118,0.0052883057
Macf1,6.9747725,1.5775644,3.0636639562488008e-12,1.1594457817521869e-09,1.0,0.8769247258047229,2.7991464,1.8196974
Nme5,6.9315295,4.0864267,4.163145629936923e-12,1.5536628205056267e-09,0.7428571428571429,0.15937265549640955,0.896945,0.08202144
Gas6,6.927505,3.2365727,4.283267374990942e-12,1.5765944433699534e-09,0.8,0.26733592940588047,0.9887414,0.16472799
Clu,6.913488,3.3399792,4.7287925774754005e-12,1.7170629264427568e-09,0.8285714285714286,0.28301954199564144,1.449492,0.27917603
Stk33,6.9001193,5.1184926,5.195895513105857e-12,1.8470933726781488e-09,0.7142857142857143,0.07731056410989247,0.9157031,0.042232156
Zfp521,6.898541,3.615885,5.25394199664771e-12,1.8470933726781488e-09,0.7714285714285715,0.13525776142331464,1.002394,0.13162912
mt-Co1,6.8974853,2.8960526,5.293122057916541e-12,1.8470933726781488e-09,0.9142857142857143,0.5137365581794148,1.9723816,0.6050027
Wwox,6.8882866,2.1977181,5.646834591220123e-12,1.94526212136006e-09,0.9428571428571428,0.6583901968489871,1.9794344,0.8586256
Lrguk,6.8818583,5.1261935,5.907679810142673e-12,1.98424195623167e-09,0.7142857142857143,0.10446214854774749,1.0150847,0.04915391
Itpkb,6.842044,4.0930533,7.807119321716961e-12,2.5898431626485767e-09,0.7428571428571429,0.13322139259047552,1.0390478,0.101678155
Spag17,6.835584,6.8704567,8.167159699741594e-12,2.676238794293374e-09,0.6857142857142857,0.04633632238933943,1.374553,0.024927067
Armc2,6.803891,4.119472,1.018303006384607e-11,3.257357354946951e-09,0.7428571428571429,0.2300025008038298,1.2019234,0.12561934
9530026P05Rik,6.787658,3.625743,1.139681390305939e-11,3.5608417392465797e-09,0.7714285714285715,0.22789468043299632,1.4219795,0.22698015
Ddx5,6.7349453,1.663982,1.6399160103111446e-11,5.064890022650627e-09,0.9714285714285714,0.8055803651173592,2.086266,1.1713201
Nek11,6.731109,5.513235,1.6837457344599087e-11,5.122258626704856e-09,0.6857142857142857,0.07002250723446822,0.91373223,0.032179706
Gm42722,6.730001,4.5641627,1.6966171111899226e-11,5.122258626704856e-09,0.7142857142857143,0.13850880640205782,0.9673706,0.06667309
Ttc21a,6.696145,8.853746,2.1398963851880378e-11,6.318573172527756e-09,0.6571428571428571,0.006537815726483513,0.82890534,0.002786209
Odad2,6.678396,8.303147,2.4157134917099443e-11,7.0554588611137175e-09,0.6571428571428571,0.012146761459040405,1.1002283,0.006327197
Tmem232,6.66163,5.559717,2.7080715135397754e-11,7.741051230724869e-09,0.6857142857142857,0.08677789289414455,1.1475041,0.044580493
4632427E13Rik,6.6599054,2.0711043,2.7400412357271894e-11,7.74999031620943e-09,0.9142857142857143,0.5873673680825979,1.4133765,0.55392194
Gm13481,6.650299,5.807603,2.924977390942947e-11,8.186889843191352e-09,0.6857142857142857,0.10564109892465436,1.5011165,0.060390923
Efhb,6.6277213,7.0039163,3.409081737701779e-11,9.347145540004775e-09,0.6571428571428571,0.02004215640741667,0.824215,0.009924184
Ift74,6.604934,2.2728758,3.976932716439672e-11,1.0686018209073398e-08,0.8285714285714286,0.3998428066164124,0.9497674,0.28366387
Lrrc9,6.595297,6.498952,4.244052472681313e-11,1.129086039019276e-08,0.6571428571428571,0.022078525240255796,0.85086066,0.01472524
Ttll8,6.583862,6.252223,4.583832964848999e-11,1.195801861800899e-08,0.6571428571428571,0.018756028723518274,0.81484586,0.016379403
Slc39a12,6.536145,4.024114,6.312466159096126e-11,1.63092274706647e-08,0.7142857142857143,0.11560858847486692,0.9812656,0.097590715
Fads2,6.5324764,3.4000964,6.469106546686809e-11,1.6554751705664242e-08,0.7428571428571429,0.16476724661498338,0.84793895,0.119065
Zfp36l1,6.521396,4.5383453,6.965584649925557e-11,1.7492080331168198e-08,0.6857142857142857,0.06352041727698189,0.88284045,0.059224315
Epb41l4a,6.5184903,3.9356833,7.10184340212254e-11,1.7669123353243762e-08,0.7142857142857143,0.1367582437211961,0.9210581,0.09422306
Tmem108,6.491815,2.056095,8.480826594927075e-11,2.09064046427239e-08,0.9428571428571428,0.6343824800828838,2.0589283,0.97236764
Adamts20,6.4759793,4.204165,9.419895530668875e-11,2.2802936298114654e-08,0.7428571428571429,0.3238898217284127,1.6864134,0.21407485
Cfap65,6.4700737,5.8634195,9.79552408299561e-11,2.3500511795543928e-08,0.6571428571428571,0.05841163231038548,0.88453984,0.024129266
Apoe,6.46815,3.31809,9.920984325624252e-11,2.359087157783395e-08,0.8285714285714286,0.34607552427566,1.870864,0.43880588
Wls,6.4377537,2.760428,1.2125451954461951e-10,2.857990298389409e-08,0.8285714285714286,0.3415026258440213,1.2249693,0.30364734
Ccdc180,6.4302173,10.969778,1.27421632133408e-10,2.951568323641959e-08,0.6285714285714286,0.0012146761459040406,0.8488172,0.0006663698
Wwtr1,6.411925,4.288312,1.4369345759705395e-10,3.300036927891315e-08,0.6857142857142857,0.09042192133185667,0.899058,0.0719319
Ttc29,6.4093537,9.009401,1.461377967287451e-10,3.327731015340154e-08,0.6285714285714286,0.0055732199635597154,0.93713313,0.0030082962
Tmem47,6.4041796,3.9417844,1.5118005385551428e-10,3.4136202076451e-08,0.7142857142857143,0.18348754956950447,1.1789029,0.13668583
Rassf9,6.390863,7.8741245,1.6495227752319967e-10,3.69355641420698e-08,0.6285714285714286,0.005680397270551248,0.8557339,0.005750864
Ankfn1,6.3838806,4.6015406,1.7265590750034927e-10,3.8341026731689136e-08,0.6857142857142857,0.13186381336858277,1.29493,0.10362625
Tm4sf1,6.362327,7.2941566,1.9871987827418538e-10,4.3061315558285175e-08,0.6285714285714286,0.010610553392161767,0.8946433,0.009173893
Iqub,6.331209,4.8858943,2.4324724734754534e-10,5.228842828982835e-08,0.6571428571428571,0.07416669643814083,0.7048031,0.034029383
Nxn,6.3250732,4.245121,2.5311212325784754e-10,5.355214765305798e-08,0.6857142857142857,0.10942803043835518,1.0532596,0.093903355
Cfap91,6.3051925,6.5540633,2.87836098510979e-10,6.042309349210942e-08,0.6285714285714286,0.02800900289378729,0.7610715,0.012065044
Cfap206,6.298649,6.5205245,3.002510070271994e-10,6.254065549473525e-08,0.6285714285714286,0.027437390589832446,0.7449771,0.011979326
Lmntd1,6.2815065,6.142431,3.353076574627425e-10,6.930551350787609e-08,0.6285714285714286,0.025329570218998964,0.76642734,0.016177194
Zbtb20,6.2795625,1.9709969,3.395274127333645e-10,6.964199679500385e-08,1.0,0.8673859454824765,3.5965893,2.3074224
Cfap52,6.252103,5.9166503,4.049619776676955e-10,8.243430560553772e-08,0.6285714285714286,0.03358222285734701,0.75034505,0.018334141
Enkur,6.249971,6.3223014,4.105296496185016e-10,8.250238913620737e-08,0.6285714285714286,0.03686899360508735,0.8740791,0.017303264
Ston2,6.2496257,3.0687747,4.1143729602723437e-10,8.250238913620737e-08,0.7428571428571429,0.2300025008038298,0.96941006,0.17816837
Timp3,6.223818,3.3379827,4.851998212119683e-10,9.657273478493029e-08,0.7142857142857143,0.16276660355114145,0.8533664,0.12510057
Rpgrip1l,6.2083583,2.5135725,5.354091407184811e-10,1.057826736110705e-07,0.8,0.3989853881604802,1.0405644,0.27809787
Cnn3,6.203801,3.934665,5.511544513588989e-10,1.080986869198074e-07,0.6857142857142857,0.1388660640920296,0.8851543,0.08900059
Psap,6.1850595,1.8933709,6.207910592394146e-10,1.2087431711422516e-07,0.9428571428571428,0.6234503947697474,1.5310205,0.6806729
Cfap46,6.144513,5.791141,8.020908024579e-10,1.5505165368376816e-07,0.6285714285714286,0.059090421921331855,0.9465662,0.02807828
Hoatz,6.131113,9.860375,8.726644752343895e-10,1.6748924606820033e-07,0.6,0.0024650780608052587,0.6670121,0.001019775
Trps1,6.1200123,2.057943,9.356824259489643e-10,1.782901458179511e-07,0.9714285714285714,0.6807545282412204,2.3282516,1.1705803
Iqca,6.118904,8.76725,9.422106701209176e-10,1.782901458179511e-07,0.6,0.004179914972669787,0.78399193,0.002727854
Plch1,6.1084723,3.6348596,1.0058930098272823e-09,1.8769684148652135e-07,0.6857142857142857,0.1559429816726805,0.9431972,0.11888389
Rarres2,6.096891,8.01311,1.0815140454146065e-09,2.0041574069165846e-07,0.6,0.006609267264477868,0.9607607,0.006227005
T2,6.083595,5.4241257,1.175173360842264e-09,2.1610169953421823e-07,0.6285714285714286,0.07663177449894609,1.087015,0.044758227
Esrrg,6.070132,2.6043677,1.2780534678767497e-09,2.3203578839086664e-07,0.8571428571428571,0.5249544496445286,1.7576528,0.58172053
Dnah10,6.057254,7.3144164,1.3846484532085452e-09,2.463940658126729e-07,0.6,0.01725554642563681,0.8207274,0.0079606855
Fbxl13,6.0544944,7.1188807,1.408592861338625e-09,2.490058564747951e-07,0.6,0.017076917580650924,0.7584546,0.008132468
Gm16201,6.0368085,6.6706257,1.5719207348629223e-09,2.7426954640108257e-07,0.6,0.015504983744775106,0.78222984,0.011578038
mt-Co3,6.026544,2.2548907,1.6750278604041308e-09,2.9037418457457417e-07,0.9142857142857143,0.6071951698760316,1.8971261,0.7826454
Mt3,6.0185685,2.4254537,1.7596622468384313e-09,3.0116002912451366e-07,0.8571428571428571,0.5000893144224929,1.6490004,0.5778304
Lekr1,5.9944644,2.3807425,2.041569789773975e-09,3.4719607753940953e-07,0.7714285714285715,0.45753992354685435,1.2140471,0.3746643
Pltp,5.98235,6.438996,2.199412093532434e-09,3.6936376845760307e-07,0.6,0.024222071380086457,1.0881546,0.022438167
Aebp1,5.9540963,5.842518,2.615129879052143e-09,4.364505580753483e-07,0.6,0.024722232146046942,0.8723415,0.023977678
Ccdc60,5.916665,4.431397,3.2853486576357324e-09,5.415786406789701e-07,0.6285714285714286,0.08952877710692722,0.77203506,0.05254973
Dnal1,5.8900003,2.417795,3.861953102407048e-09,6.327480479370572e-07,0.7714285714285715,0.42974527526705014,1.0667194,0.3050266
Dnai1,5.875502,5.5752783,4.215633244468734e-09,6.823738872221379e-07,0.6,0.04869422314315316,0.71243393,0.021556517
Dnah7a,5.86275,5.873536,4.552636743596507e-09,7.325110736553183e-07,0.6,0.055589296559608446,0.9083452,0.024933811
Ctnna1,5.8519835,3.3239734,4.857445088002726e-09,7.769020804442455e-07,0.6857142857142857,0.19374084527169447,0.9540863,0.1479057
Cep128,5.84867,3.462836,4.955187516934346e-09,7.878454945563661e-07,0.6857142857142857,0.2261441177521346,1.0422044,0.15397947
Slc38a1,5.8440185,3.0466619,5.095632223895517e-09,8.054096344474856e-07,0.7428571428571429,0.44614340323675467,1.4969743,0.35045972
Dthd1,5.8404646,10.169235,5.205540927276238e-09,8.126331873315095e-07,0.5714285714285714,0.0019649172948447715,0.80791885,0.00107913
Ttll6,5.839618,9.869634,5.232063319998181e-09,8.126331873315095e-07,0.5714285714285714,0.0020720946018363043,0.6096277,0.000897216
Ankrd44,5.837402,2.6401584,5.302103851863255e-09,8.187789109170441e-07,0.7714285714285715,0.3512557607802508,1.2584131,0.33947355
Gm19935,5.8362207,9.129333,5.339808615776022e-09,8.198894714622956e-07,0.5714285714285714,0.001822014218856061,0.71591276,0.0018661454
Pla2g7,5.833827,3.7298613,5.4170208411802924e-09,8.270190341051958e-07,0.6571428571428571,0.1279697045478904,1.0355688,0.12832789
Ccdc153,5.8250155,8.803066,5.7107263230530425e-09,8.624407819348618e-07,0.5714285714285714,0.0036797542067092993,0.8539431,0.0030153294
Cd9,5.8249426,3.6297731,5.713228849438236e-09,8.624407819348618e-07,0.6571428571428571,0.11235754349612376,0.8978443,0.11108128
Ankub1,5.8220677,5.201648,5.812391060721457e-09,8.725080882770142e-07,0.6,0.045478903933407165,0.8964146,0.038666245
Stox2,5.8052497,1.5995532,6.4270218011676496e-09,9.541109160075952e-07,0.9142857142857143,0.7461684112750527,1.9121011,1.0657768
Rora,5.7981834,1.6020398,6.703708201428087e-09,9.885506672007634e-07,0.9714285714285714,0.8005073059197599,2.605966,1.6355388
Lca5l,5.7974625,4.1702547,6.732592932554511e-09,9.885506672007634e-07,0.6285714285714286,0.11367939694901932,0.69258386,0.05399588
Mlc1,5.7946506,4.8373,6.846361738449346e-09,9.997920647398582e-07,0.6,0.044014147404522884,0.8250713,0.04387019
Id4,5.7916923,4.9260035,6.968069428926597e-09,1.0120650030013927e-06,0.6,0.04908720660212211,0.7934613,0.039063595
Hsp90ab1,5.788055,1.6871307,7.120618038394036e-09,1.0177181207002539e-06,0.9428571428571428,0.8088314100961023,2.0960279,1.1679403
Drc7,5.786466,7.726397,7.188263034449341e-09,1.0219504112997556e-06,0.5714285714285714,0.012361116073023471,0.7250519,0.0050155288
Lrrc23,5.785452,7.6559625,7.231757438815487e-09,1.0227227493735375e-06,0.5714285714285714,0.012075309921046051,0.7492032,0.005514734
Myo1e,5.783654,3.2004092,7.309511610747402e-09,1.02830668576326e-06,0.6857142857142857,0.17652102461505484,0.889029,0.14485137
Efcab1,5.7774034,3.6277344,7.586220921141026e-09,1.0616758132867676e-06,0.6571428571428571,0.16998320888857132,0.7643188,0.08877438
Ttc28,5.7752814,2.2780952,7.682449500613927e-09,1.0695721144118975e-06,0.8,0.46475652888428426,1.3731959,0.4748531
Laptm4a,5.767714,2.7586353,8.035410129912881e-09,1.1072383086705596e-06,0.7428571428571429,0.31549426601407593,1.0478619,0.2418407
Akap9,5.756174,1.7607723,8.604168621068935e-09,1.1795612798373585e-06,0.8571428571428571,0.6093744417848594,1.3614537,0.6185924
Odad1,5.7535295,6.7560654,8.739919357128304e-09,1.1920895082539977e-06,0.5714285714285714,0.014504662212854132,0.76873326,0.010647631
Ttll5,5.7506967,1.8800987,8.887637738613708e-09,1.2061152830128805e-06,0.8571428571428571,0.5927976849701689,1.3893112,0.5978901
Ccdc171,5.7465577,2.77284,9.107865183128303e-09,1.2297906405560678e-06,0.7142857142857143,0.297202672287521,0.9215172,0.19999003
Cd24a,5.7220144,6.277243,1.052682862891379e-08,1.4002766596975917e-06,0.5714285714285714,0.019327641027473117,0.6381311,0.011447103
Cfap74,5.7111645,3.6112444,1.1220562940789487e-08,1.4852045626552389e-06,0.6571428571428571,0.2026365617519917,0.9151114,0.11556055
Hipk1,5.706304,2.8385367,1.1545562977064532e-08,1.5207317509496274e-06,0.7142857142857143,0.3785145225250974,1.1369047,0.25926504
Adgb,5.700095,6.3232193,1.1974053078932409e-08,1.5543130735792936e-06,0.5714285714285714,0.026865778285877603,0.7198861,0.013079792
Iqck,5.6868935,4.755687,1.2937112733279678e-08,1.6553343768724997e-06,0.6,0.08159765638955378,0.7539339,0.040812094
Ccdc187,5.6856184,5.7785196,1.303402939596801e-08,1.6571632038187419e-06,0.5714285714285714,0.022578686006216285,0.60020477,0.014872723
Gm5089,5.6795764,4.558333,1.3502862075661403e-08,1.7033892205306193e-06,0.6,0.06266299882104963,0.842167,0.054567445
Antxr1,5.638079,2.9142642,1.7195736489799938e-08,2.1391177753746496e-06,0.6857142857142857,0.23396806116251653,0.85092026,0.16381364
Ttll3,5.620686,4.2229495,1.9020075715116524e-08,2.34435520396872e-06,0.6285714285714286,0.1493694401771998,0.91130716,0.07664666
Ulk4,5.608634,2.341834,2.0392981772223295e-08,2.5020978092221002e-06,0.7428571428571429,0.45796863277482047,1.1502613,0.354794
Nhsl1,5.580621,2.884823,2.3966178953879673e-08,2.9016431250714866e-06,0.6857142857142857,0.2148190489800293,0.9436107,0.19264932
Ahnak,5.5805683,4.9487066,2.397338197863305e-08,2.9016431250714866e-06,0.5714285714285714,0.03168875710049659,0.67994106,0.031044513
Dnah5,5.575478,4.1565676,2.4685117382866145e-08,2.974390601244903e-06,0.6285714285714286,0.17037619234754028,1.0405082,0.09771554
Dnajc3,5.572802,2.653627,2.5067433938711007e-08,3.0069729907730567e-06,0.7142857142857143,0.3286770747740345,0.97390205,0.23265107
Tsc22d1,5.5683804,1.4020942,2.5711778622457478e-08,3.0705577403796998e-06,0.9142857142857143,0.700367975420671,1.5764042,0.89692265
Zfp462,5.560635,1.7034906,2.687946867690316e-08,3.1958023157008312e-06,0.8857142857142857,0.5639669893894466,1.4011163,0.66241264
Fam216b,5.556151,11.773654,2.7578850318391833e-08,3.264509727115368e-06,0.5428571428571428,0.0005001607659604873,0.66335267,0.00026880685
Gulp1,5.5199947,3.919577,3.390094212020051e-08,3.977809234802566e-06,0.6,0.07430959951412955,0.7822052,0.075472414
Tgfbr2,5.5128245,3.4038415,3.5312054823748855e-08,4.125369187452746e-06,0.6285714285714286,0.11417955771497981,0.81176656,0.11179033
Sparc,5.511988,3.2401555,3.5480278913800935e-08,4.127078330795806e-06,0.6571428571428571,0.14536815404951592,1.0206304,0.1721411
Rfx3,5.490142,1.6347169,4.0161075498673785e-08,4.6116585412366005e-06,0.9142857142857143,0.7939337644242792,2.503052,1.5289104
Fhit,5.4869432,2.027895,4.0894795744528104e-08,4.656115091760467e-06,0.8285714285714286,0.5462827337358437,1.5241717,0.6316137
Iqcd,5.4844346,7.288859,4.147934137178109e-08,4.702742205315434e-06,0.5428571428571428,0.011610874924082741,0.6483377,0.0058175055
Frmpd2,5.4804525,7.377067,4.242398314017409e-08,4.789632046119655e-06,0.5428571428571428,0.01482619413382873,0.7240375,0.006372735
Kif27,5.466184,4.9494653,4.598260767012595e-08,5.149046458675466e-06,0.5714285714285714,0.06745025186667143,0.6750626,0.03072703
Armc3,5.466153,6.82369,4.5990738745147444e-08,5.149046458675466e-06,0.5428571428571428,0.014111678753885177,0.62625915,0.0076563153
2210408I21Rik,5.463383,1.4647378,4.671450985149511e-08,5.2083770942310106e-06,0.9142857142857143,0.701189668107606,1.7200298,0.9787143
Stpg1,5.4404182,4.836144,5.3155575343605125e-08,5.877737899105637e-06,0.5714285714285714,0.06866492801257547,0.6578894,0.032063473
Acss3,5.4336243,6.50219,5.522082818955993e-08,6.056259810014185e-06,0.5428571428571428,0.01779143296059448,0.83786666,0.014363767
