names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-HYa Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pdcd6ip,-3.2291796,-1.0884297,0.0012414593493801278,0.014624293168717245,0.2,0.42281687117661787,0.15732735,0.30917314
Vstm2a,-3.229224,-0.82671815,0.0012412666998893969,0.014624293168717245,0.21428571428571427,0.4571244589131757,0.2597697,0.42272872
Mapk8ip3,-3.229283,-0.5904582,0.001241009876845289,0.014624293168717245,0.2571428571428571,0.5189782849783565,0.3114292,0.4383549
Prmt8,-3.2295938,-0.46536788,0.00123966236073045,0.014624293168717245,0.18571428571428572,0.44528315386541695,0.26545793,0.3504898
Dennd4c,-3.2298527,-1.2808791,0.001238540462915221,0.01462196056174516,0.17142857142857143,0.3985260973777412,0.1367016,0.3044963
Gse1,-3.2307847,-0.6111254,0.0012345093896900116,0.014580776835591478,0.3,0.5754659607197796,0.40894693,0.5719487
Frmpd3,-3.2310288,-1.7071139,0.0012334556364670057,0.014574737445852436,0.07142857142857142,0.30290129860837833,0.06796764,0.2067172
Ipcef1,-3.2319682,-1.8860877,0.0012294080282466014,0.014533301240205094,0.04285714285714286,0.2719564984080421,0.060099117,0.20616528
Sypl,-3.2333734,-1.579761,0.0012233754506105012,0.01446835315048599,0.11428571428571428,0.3445783994562301,0.08518257,0.23569413
Samd12,-3.2342832,-0.9641573,0.0012194847411864857,0.014428690002501484,0.45714285714285713,0.750509784280757,0.92152166,1.3742083
Lmtk3,-3.2344089,-0.7593788,0.0012189479007177185,0.014428690002501484,0.17142857142857143,0.41194147318713553,0.17847028,0.28573832
Cyth3,-3.2348971,-0.4485606,0.0012168657646558626,0.014410393607890272,0.18571428571428572,0.4424569813615712,0.2618348,0.34249997
Adck1,-3.2366798,-0.941365,0.0012092906804280457,0.014327002020767896,0.11428571428571428,0.3506600364898222,0.12250651,0.223361
Wasl,-3.237826,-0.65152276,0.0012044417800850693,0.014275849418123428,0.2714285714285714,0.5440918684935427,0.33007672,0.4789076
Enox2,-3.238344,-0.7442682,0.0012022578467449814,0.014256252578127824,0.18571428571428572,0.44449611848459913,0.25832522,0.40129563
Ccdc39,-3.238958,-1.1478509,0.001199673066363231,0.014231883131646807,0.08571428571428572,0.32272028047079027,0.09201821,0.19356896
Mef2a,-3.2395422,-0.741588,0.0011972176232464909,0.014209027180491702,0.4142857142857143,0.7492219082030551,0.7341797,1.0339239
R3hcc1l,-3.2406442,-1.1114777,0.0011925991032478032,0.014160467478686907,0.11428571428571428,0.35616928415554683,0.123954095,0.25085992
Nsmaf,-3.2419682,-0.85156626,0.0011870724473489684,0.01410107721497205,0.17142857142857143,0.42056308804063963,0.17938726,0.3034678
Eif3a,-3.2425673,-0.52124685,0.0011845793432958566,0.014077685517186939,0.22857142857142856,0.5060279755303545,0.32823658,0.44314444
Wasf2,-3.2429965,-1.8777277,0.0011827971309860297,0.014062725181236557,0.08571428571428572,0.3090902586484456,0.07331097,0.24649785
Mylip,-3.2430334,-3.8463166,0.0011826436080464978,0.014062725181236557,0.02857142857142857,0.2511000608163703,0.0125463875,0.1668648
Caln1,-3.243514,-0.9033615,0.0011806494845975014,0.014049624291910921,0.38571428571428573,0.7025006260508712,0.80075055,1.1925243
Yy1,-3.2440245,-1.5036024,0.0011785360457077355,0.01403068832439825,0.12857142857142856,0.36149966014381285,0.09429052,0.24714959
Ptar1,-3.2441354,-0.956047,0.0011780770652862716,0.01403068832439825,0.11428571428571428,0.3493006117411369,0.1326476,0.2430891
Cpt1c,-3.2447124,-0.4728256,0.0011756930284667047,0.01400925573166313,0.2714285714285714,0.532250563445784,0.34687886,0.45454392
Sf1,-3.2454002,-0.8749204,0.0011728563497240903,0.013981654887793394,0.14285714285714285,0.38310735878081065,0.15025719,0.2603138
Vps35l,-3.2460659,-0.60851765,0.0011701171997928524,0.013955192702367485,0.21428571428571427,0.48352591850606375,0.26430374,0.37929562
Rftn1,-3.2489507,-1.2364658,0.0011583157253193571,0.01382671858699739,0.05714285714285714,0.29270561299323866,0.09952199,0.22038744
Nbea,-3.249254,-1.0395712,0.0011570814687279886,0.013818124028764913,0.6571428571428571,0.906807856044074,1.9020767,2.5429099
Polr1a,-3.2498531,-1.1820096,0.0011546466313733818,0.013795177850156857,0.08571428571428572,0.31892820090866814,0.0904907,0.19465558
Nudcd1,-3.2506444,-1.1357309,0.0011514375004749741,0.013762956244556297,0.12857142857142856,0.36543483704790186,0.115701415,0.23864014
Enah,-3.2513175,-0.77694464,0.0011487147285594035,0.013736521920957352,0.4142857142857143,0.7429971738274962,0.75385076,1.0743082
Pus7,-3.251961,-1.4859694,0.0011461172044787155,0.01371156245963628,0.15714285714285714,0.3812470933352413,0.096781805,0.2504808
Rsbn1,-3.2527525,-0.6995925,0.0011429299932785705,0.013679522903962222,0.24285714285714285,0.48567237863556684,0.25169596,0.3817248
Shank2,-3.2549715,-0.684455,0.0011340375215029399,0.013579139127800354,0.37142857142857144,0.6387865345401209,0.54789,0.7758925
Nceh1,-3.2555485,-0.572332,0.0011317359783608201,0.013557621818348301,0.2,0.44081136192895215,0.24436398,0.34471974
Ankrd12,-3.256436,-0.69327223,0.001128203573330832,0.01352133363755551,0.42857142857142855,0.7580581690695095,0.7670795,1.0526004
Pex14,-3.256828,-1.1470355,0.0011266466752079959,0.013508699760302922,0.14285714285714285,0.38797266840768435,0.12803374,0.2642806
2210408F21Rik,-3.2570574,-0.7233437,0.0011257369575880904,0.013503817879639281,0.3142857142857143,0.6041569777841377,0.4842048,0.7072397
Plekha6,-3.2577379,-0.7411296,0.0011230411472430192,0.013477496930066961,0.21428571428571427,0.46982434801273565,0.24092747,0.37525478
Zbed6,-3.257871,-1.5587014,0.0011225144047030263,0.01347719484109487,0.11428571428571428,0.3470468286051587,0.07897567,0.21679333
Usp15,-3.2590692,-0.53880155,0.0011177839901903345,0.013426399560310364,0.37142857142857144,0.6978857367724395,0.63384134,0.82656866
Lancl1,-3.260593,-0.69798034,0.001111795391756772,0.013360439256039563,0.18571428571428572,0.4269309197581655,0.203074,0.3113499
Edrf1,-3.261044,-0.4703829,0.0011100277702705901,0.013345166079271033,0.11428571428571428,0.3538439523485851,0.17038554,0.22902077
Tent4b,-3.2611182,-0.7519476,0.00110973824429469,0.013345166079271033,0.24285714285714285,0.4948306085214467,0.2598915,0.40533978
Strada,-3.2614584,-0.9216364,0.0011084073239635255,0.013337619702149545,0.21428571428571427,0.4734733302328909,0.21073304,0.36766782
Birc6,-3.2618208,-0.7943723,0.0011069912280750925,0.013326547624721206,0.4857142857142857,0.7914713984187743,0.86071086,1.2140429
Psmd13,-3.2631521,-0.7051547,0.0011018035913295853,0.013275992152029577,0.08571428571428572,0.32468786892283474,0.13204557,0.20712495
Eda,-3.2643504,-0.96448153,0.0010971539488060303,0.01322589798313954,0.17142857142857143,0.41551890673630737,0.21996889,0.39211512
Lmtk2,-3.2644022,-0.57631797,0.0010969534478982746,0.01322589798313954,0.3,0.5836582835473831,0.42366552,0.58031297
Kcnc2,-3.264602,-0.9353161,0.0010961804046248488,0.01322589798313954,0.32857142857142857,0.6033341680678281,0.6741749,1.0439534
Dhx32,-3.2647424,-1.5258929,0.0010956367132525394,0.01322540812448146,0.08571428571428572,0.3169606124566236,0.07111146,0.19246463
Mapkap1,-3.265349,-0.62572193,0.0010932931152250382,0.013203049890380575,0.32857142857142857,0.5955711372661253,0.39819974,0.5623188
Pacs1,-3.2654302,-0.5477549,0.0010929790830400963,0.013203049890380575,0.32857142857142857,0.619861911065002,0.4999309,0.66687626
Srrm2,-3.2655413,-0.7817899,0.001092550991770252,0.013203049890380575,0.42857142857142855,0.7810610667906843,0.7868183,1.1174064
Pcmtd2,-3.2663105,-0.5289389,0.0010895871543860317,0.013176060683327035,0.24285714285714285,0.5050620684720781,0.3024617,0.41184527
Pigb,-3.267494,-3.4577856,0.001085041921729785,0.013127004248932608,0.02857142857142857,0.2541766536686581,0.014089611,0.14488328
Slc2a13,-3.2682335,-0.80449516,0.001082210063362458,0.01309864162276993,0.38571428571428573,0.662397595964655,0.64727896,0.9516332
Trappc11,-3.2683372,-1.1724157,0.0010818141491596473,0.01309864162276993,0.07142857142857142,0.3084820949450864,0.08783549,0.1880768
Lrp1,-3.2687957,-0.5149436,0.0010800624246694807,0.013090337100076207,0.3,0.5590813150645727,0.38962582,0.51926273
Rubcn,-3.2690768,-0.8798072,0.0010789900842534353,0.013083241680455689,0.18571428571428572,0.4206704110471148,0.1755157,0.30236045
Tbc1d23,-3.269454,-0.84170616,0.0010775524382699137,0.013071708359509066,0.22857142857142856,0.4802704539763174,0.22896974,0.37921187
Xpnpep1,-3.2696095,-1.0228791,0.0010769609815500737,0.01307043431537962,0.12857142857142856,0.3561335098200551,0.12251155,0.23493896
Mtr,-3.269735,-2.4942648,0.001076482403209566,0.01307043431537962,0.05714285714285714,0.28315386541694987,0.032770306,0.17201847
Mirg,-3.2699127,-0.8239942,0.0010758070980897887,0.013068235409436087,0.22857142857142856,0.50406038707831,0.28375402,0.4579599
Lin7c,-3.2701566,-3.1665084,0.001074879193375494,0.013062869256444832,0.02857142857142857,0.25521410939791794,0.019397669,0.16200511
Crtc3,-3.270349,-0.6870688,0.001074148638410258,0.013059897698680377,0.2571428571428571,0.5038457410653597,0.27794513,0.41598913
Ercc6,-3.2714067,-1.0196043,0.001070138789444338,0.01301703452800786,0.17142857142857143,0.41358709261975457,0.15055695,0.28473404
Tmem165,-3.271932,-1.4109981,0.001068153033883487,0.01299876450201508,0.1,0.3390333774550138,0.09090621,0.22559457
Mtrex,-3.2720132,-0.6980083,0.001067845686752704,0.01299876450201508,0.17142857142857143,0.4194898579758881,0.19782445,0.30370405
Pakap-1,-3.2720354,-0.7267555,0.0010677618790073706,0.01299876450201508,0.2571428571428571,0.5400851429184703,0.33746704,0.50938606
Abcc5,-3.2729747,-0.67604166,0.0010642195937622483,0.012968517226481456,0.35714285714285715,0.6801058920330555,0.55320334,0.779527
Hycc2,-3.2739437,-0.6483333,0.0010605771334130096,0.012929994362435375,0.34285714285714286,0.6489464458197689,0.5218483,0.72941196
Cept1,-3.2741804,-0.7757166,0.0010596891266350422,0.012925032606756053,0.22857142857142856,0.4665688834829893,0.22957575,0.36590692
Ppm1e,-3.2757854,-0.9523013,0.0010536854555121867,0.012857642229615104,0.5428571428571428,0.8098236325260258,1.1722513,1.6702522
Lztr1,-3.276074,-1.0051935,0.0010526097966917596,0.012850352220403262,0.08571428571428572,0.3283010768074983,0.10924804,0.2084046
Prkci,-3.2761924,-2.194062,0.001052168794744628,0.012850352220403262,0.07142857142857142,0.30068328980789183,0.042249,0.18021125
Sel1l,-3.276296,-0.49821588,0.0010517830582782422,0.012850352220403262,0.2714285714285714,0.5406575322863377,0.3578689,0.4748371
Pde6d,-3.2789736,-2.5847278,0.0010418543326879295,0.012736408516526236,0.02857142857142857,0.2565735341466032,0.02855872,0.16024145
G3bp1,-3.2802532,-1.0587757,0.0010371400809226405,0.012684548918703391,0.15714285714285714,0.40349873001109005,0.14732237,0.28567094
Ccdc186,-3.2806747,-1.4043549,0.0010355911588383667,0.01267137269489386,0.11428571428571428,0.3579937752656244,0.099706545,0.24492712
Mier1,-3.281784,-0.71500146,0.0010315252712531095,0.012627373138301163,0.2857142857142857,0.53758093943405,0.30821726,0.4653492
Mal2,-3.2820873,-0.70539045,0.0010304165023023732,0.0126195494151617,0.12857142857142856,0.38264229241941833,0.18367496,0.28425145
Cep78,-3.2827086,-2.3180666,0.0010281483219731617,0.012597512727505178,0.07142857142857142,0.2990734447107645,0.037874594,0.17604259
Rab3c,-3.2829971,-0.6469866,0.0010270968097088364,0.012590370108064066,0.34285714285714286,0.6456194326190391,0.6354749,0.8714552
Trrap,-3.283034,-0.56430274,0.0010269620724467565,0.012590370108064066,0.24285714285714285,0.5168675991843451,0.30688816,0.4260002
Lrrc7,-3.2831304,-0.52650386,0.001026611832117865,0.012590370108064066,0.7857142857142857,0.8630200694022109,2.139603,2.4679024
Rbl2,-3.2831378,-1.3908968,0.0010265848951335264,0.012590370108064066,0.1,0.32915966085929954,0.08660258,0.21287651
Srsf4,-3.284669,-0.8093085,0.0010210230002391885,0.012538797082462062,0.17142857142857143,0.42281687117661787,0.18153013,0.2992232
Itgb8,-3.285438,-1.5639178,0.0010182391567146014,0.012510327453553424,0.05714285714285714,0.28784030336636496,0.08988597,0.24534526
Dnal1,-3.2861702,-0.81555116,0.0010155956802034261,0.012483557148703596,0.18571428571428572,0.43083032232676277,0.18535337,0.30631268
Cul3,-3.2874427,-0.5623707,0.001011018073470369,0.012432977406933096,0.32857142857142857,0.6214002074911459,0.45745298,0.6187198
Pten,-3.2879012,-0.6085569,0.001009372694290818,0.012418426875272105,0.4,0.7103352055235574,0.63715196,0.8580994
Limk2,-3.2880788,-1.4178869,0.0010087364390495557,0.012416284066542172,0.11428571428571428,0.35402282402604374,0.09304916,0.2315536
Arhgef18,-3.2883523,-1.887003,0.0010077562728766764,0.012409904240236615,0.1,0.32941008120774157,0.06141664,0.21048765
Adcy1,-3.2887444,-0.4714447,0.0010063537869175621,0.012398315568305774,0.3142857142857143,0.60920115908847,0.57409006,0.73008263
Phtf1,-3.2894914,-0.97959906,0.0010036861260767705,0.012371122113615974,0.2571428571428571,0.5056344578399457,0.23095608,0.41364065
Foxn2,-3.2896097,-0.79696155,0.001003264127491571,0.012371122113615974,0.07142857142857142,0.31023503738418057,0.12631136,0.21019642
Zfp386,-3.2899203,-2.3168097,0.001002157162558578,0.012363619356266753,0.07142857142857142,0.29739205094265375,0.03848887,0.17856555
Atrnl1,-3.2904012,-0.86350256,0.0010004462313581268,0.01234818109168253,0.5,0.7499373949128895,0.97886103,1.3919923
Slc2a3,-3.2914662,-0.85093915,0.000996665487525392,0.012307169875830552,0.18571428571428572,0.44006010088362607,0.19616786,0.32995906
Ptpra,-3.291888,-0.5516136,0.0009951726006771466,0.01229438518629652,0.4142857142857143,0.7138410904017458,0.64736056,0.8478107
Mtmr1,-3.2921913,-0.65519315,0.0009941000502261522,0.01228678396944651,0.22857142857142856,0.48860587414588774,0.26364806,0.38871142
Chn2,-3.292524,-1.6753365,0.000992924092683893,0.012277897087168064,0.05714285714285714,0.29266983865774693,0.10293374,0.2973458
Lurap1l,-3.294166,-0.81921977,0.000987141528680911,0.012212013294500957,0.14285714285714285,0.3832146817872858,0.17879058,0.296711
Kcnq2,-3.2941883,-0.54793143,0.0009870635998905416,0.012212013294500957,0.34285714285714286,0.6126712696311666,0.496909,0.6631936
Hapstr1,-3.2942991,-0.6850581,0.0009866740413739029,0.012212013294500957,0.2571428571428571,0.5121453868994383,0.27755395,0.4149671
Acbd5,-3.2957268,-0.628304,0.0009816744046835207,0.012161176235060491,0.21428571428571427,0.4780882195113226,0.26116443,0.379336
Sp4,-3.295808,-0.7031455,0.000981390159110678,0.012161176235060491,0.2,0.4477158086788538,0.22722185,0.3473621
Grik2,-3.2963185,-0.63516754,0.0009796089017957827,0.012146788736157212,0.8428571428571429,0.9163596036203627,2.2669613,2.6696174
Styx,-3.2972136,-1.4557456,0.0009764924739673023,0.012113736276778121,0.12857142857142856,0.3643616069831503,0.09370602,0.23859346
Agpat3,-3.2977533,-1.186907,0.0009746167578505841,0.012096051863023186,0.12857142857142856,0.36564948306085215,0.11891225,0.2526823
Slc9a7,-3.2981899,-0.65929306,0.0009731032067596118,0.012082848043267454,0.2714285714285714,0.5385826208278182,0.3278939,0.47799528
Gna13,-3.2987742,-3.739755,0.0009710799959182713,0.01206330073523992,0.04285714285714286,0.26558866669051623,0.014673679,0.18021338
Catspere2,-3.2989664,-0.96722656,0.0009704149815368546,0.012060615427333618,0.2714285714285714,0.5284942582191536,0.29385176,0.5115197
Pikfyve,-3.2992032,-0.5079365,0.000969597081271974,0.012056026642192475,0.2857142857142857,0.549136049797875,0.36371982,0.48476702
Dtd1,-3.3006973,-0.5269717,0.0009644488026790464,0.011997564503697211,0.2571428571428571,0.5362930633563482,0.3600072,0.48513803
Rif1,-3.3011262,-0.6718285,0.0009629752690922308,0.011984782529183995,0.15714285714285714,0.4089006546703395,0.20216982,0.30523384
Fubp3,-3.3012226,-1.2558777,0.0009626452805000568,0.011984782529183995,0.11428571428571428,0.3568847708653812,0.10087009,0.22590639
A930015D03Rik,-3.3017771,-0.73073727,0.0009607435442914247,0.011968094128470367,0.2571428571428571,0.541015275641255,0.30666646,0.46722987
Ssbp3,-3.3018808,-0.74474406,0.0009603889391486977,0.011968094128470367,0.24285714285714285,0.4875684184166279,0.25996715,0.40378878
Vps13d,-3.30194,-0.6049218,0.0009601863620685765,0.011968094128470367,0.38571428571428573,0.6522734590204987,0.52058643,0.7123564
Zbtb37,-3.3021026,-2.1159317,0.0009596294791443763,0.011968094128470367,0.07142857142857142,0.30601366579615785,0.048507024,0.19511154
Brms1l,-3.3023098,-1.4166452,0.0009589211516985856,0.011967585390683232,0.15714285714285714,0.39394698243480125,0.10920038,0.2685288
Tnrc18,-3.3023467,-0.47978583,0.0009587947156236194,0.011967585390683232,0.24285714285714285,0.5262404750831753,0.3443074,0.45309415
Icam5,-3.3032491,-0.28622365,0.0009557144560485358,0.011938655245943355,0.15714285714285714,0.40442886273387474,0.26236174,0.31176096
Fbxl3,-3.3050022,-0.88344663,0.000949756854788507,0.011869751947984735,0.17142857142857143,0.41741494651736843,0.17495987,0.30211636
Uqcc1,-3.3055863,-1.7118976,0.0009477786447472288,0.011850540802400205,0.11428571428571428,0.34854935069581083,0.07686981,0.23250033
Clpb,-3.3056085,-0.83244306,0.0009477035981228688,0.011850540802400205,0.18571428571428572,0.4339426895145423,0.18745343,0.31271726
Tanc2,-3.3068438,-1.1231258,0.0009435346740338177,0.011808466088164266,0.5285714285714286,0.8523950917611706,1.2744261,1.8889557
Zdhhc13,-3.309588,-1.6568693,0.0009343338928041055,0.011698765936461469,0.05714285714285714,0.2916323829284871,0.057487193,0.17108104
Meaf6,-3.3097951,-1.5922928,0.0009336428786861729,0.011695563706432386,0.07142857142857142,0.3047615640539477,0.06655657,0.18856563
Ube2e3,-3.3105273,-0.6170744,0.0009312034450406843,0.011670446160561189,0.22857142857142856,0.49307766608235254,0.2950913,0.4229513
Trpc1,-3.31106,-0.6254534,0.0009294330220668477,0.01165369356179944,0.2857142857142857,0.5440918684935427,0.3443322,0.49110615
Dbn1,-3.3119845,-0.39655477,0.0009263667762674694,0.011620670064569048,0.2,0.4667477551604479,0.28570473,0.3613874
Pfkfb2,-3.313079,-2.0548751,0.0009227484604161166,0.011580687123484845,0.05714285714285714,0.29116731656709477,0.04404029,0.17149657
Gm46218,-3.3139372,-2.0752764,0.0009199216423069181,0.011550604919993874,0.07142857142857142,0.30386720566665476,0.04726423,0.18562092
Lpin2,-3.3139594,-0.46427858,0.0009198486415038623,0.011550604919993874,0.2571428571428571,0.5161521124745108,0.3362314,0.43914863
Cdk5r1,-3.315705,-0.8411265,0.0009141227035134299,0.011488529954820328,0.14285714285714285,0.39140700461488925,0.18083912,0.30387908
Ubtd2,-3.3157272,-0.6863604,0.0009140501292384024,0.011488529954820328,0.08571428571428572,0.3344184881765821,0.14033344,0.21707755
Srrm1,-3.3158307,-0.52142656,0.0009137115198823179,0.011488529954820328,0.3142857142857143,0.6183593889743498,0.4607471,0.6097993
Actr3,-3.3169255,-0.41445157,0.0009101390381556886,0.011459904383900352,0.2714285714285714,0.5626587486137445,0.4114266,0.517811
Eif2a,-3.3172953,-1.6296927,0.000908935046912547,0.01145011003775909,0.11428571428571428,0.35201946123850747,0.08174516,0.23395301
Hcfc2,-3.3178723,-0.911946,0.0009070597676238035,0.011431846133232459,0.15714285714285714,0.4034629556755983,0.15990816,0.28237215
Daglb,-3.319063,-1.566535,0.0009032003325836415,0.011388546661906356,0.04285714285714286,0.27742997173827494,0.062429007,0.17462876
Srbd1,-3.3192332,-0.36480916,0.0009026502288026195,0.011386953825317552,0.15714285714285714,0.41373018996172145,0.24416408,0.30462888
Zfp523,-3.3192997,-2.1975791,0.0009024350553432498,0.011386953825317552,0.07142857142857142,0.30350946231173753,0.041888855,0.1791743
Clint1,-3.319529,-0.4094378,0.0009016942661457851,0.011385585024124645,0.2571428571428571,0.5110721568346868,0.33671886,0.4263954
Aig1,-3.3202908,-0.64846957,0.0008992369796439495,0.011359895459818019,0.38571428571428573,0.6765284584838837,0.5913465,0.8171623
Nt5c3,-3.3204832,-2.6605587,0.0008986176756138304,0.011357411544564261,0.05714285714285714,0.2869101706435803,0.030531066,0.1789983
Ptch1,-3.3207495,-1.9941723,0.0008977608303414866,0.011351921652365055,0.08571428571428572,0.3128823382105677,0.06229876,0.22799888
Tnk2,-3.3207865,-0.91446286,0.0008976418839638143,0.011351921652365055,0.15714285714285714,0.39620076557077955,0.15001178,0.2662508
Sorl1,-3.3212671,-0.6289734,0.0008960969097183268,0.011341556271376091,0.35714285714285715,0.6305584373770258,0.53349775,0.7372031
Dzank1,-3.3216076,-0.74870163,0.0008950050330661346,0.011333075041699829,0.24285714285714285,0.5055629091689622,0.2799468,0.43361905
Mapre3,-3.3219774,-0.6499807,0.0008938196093977516,0.01132340070934351,0.21428571428571427,0.4698601223482274,0.24413787,0.360398
Fig4,-3.3234196,-1.508017,0.0008892103491842233,0.011270321737066075,0.08571428571428572,0.32468786892283474,0.07726595,0.20577087
Pcnx2,-3.3236268,-0.7715072,0.0008885503186434407,0.011267270911726877,0.24285714285714285,0.5121096125639466,0.3080063,0.47979963
Ank2,-3.3258014,-0.85903364,0.0008816473641189521,0.011185016371046384,0.7571428571428571,0.9336743819983544,2.1673493,2.7100418
Swt1,-3.3260012,-0.994003,0.00088101591821821,0.011182285178329383,0.17142857142857143,0.412013021858119,0.16180156,0.299954
Dhx9,-3.3268368,-0.68255085,0.0008783777467272311,0.011154069023894472,0.24285714285714285,0.4742603656137087,0.24978624,0.37529016
Ttll4,-3.3305795,-1.3037866,0.0008666539242571089,0.011010397609829085,0.1,0.33484778020248274,0.09508121,0.22014236
Smc6,-3.330646,-0.6515377,0.000866446717228873,0.011010397609829085,0.22857142857142856,0.4847780202482739,0.26965094,0.396214
Spast,-3.3308237,-0.6573228,0.0008658943897077738,0.011010397609829085,0.24285714285714285,0.4867813830358101,0.2631819,0.38853765
Usp6nl,-3.3310308,-1.9552006,0.0008652504202285144,0.011008181245994406,0.04285714285714286,0.2764998390154903,0.059239395,0.2124082
Invs,-3.331186,-1.8385562,0.0008647677345774376,0.01100725202657307,0.1,0.33062640861445997,0.068877056,0.22715278
Dgcr8,-3.3312156,-1.6182394,0.0008646758227666351,0.01100725202657307,0.12857142857142856,0.3574571602332487,0.08090988,0.23009437
Ccdc112,-3.33126,-1.306897,0.000864537972034424,0.01100725202657307,0.08571428571428572,0.3203591743283368,0.08508937,0.19863324
Tpd52,-3.331667,-0.83727425,0.0008632752895495233,0.011003893278081447,0.17142857142857143,0.4149465173684399,0.18665746,0.31236318
Msl2,-3.3319035,-0.7231043,0.0008625414250492141,0.010999757043698332,0.2,0.4430293707294387,0.21112306,0.3278846
Zfp282,-3.3323843,-2.1297972,0.0008610525433872024,0.010985983780063689,0.07142857142857142,0.3068722498479591,0.046777274,0.1902794
Kmt2d,-3.3333237,-2.3753288,0.0008581503724789387,0.01095415701116821,0.07142857142857142,0.29667656423281935,0.037817754,0.18230215
Elmo1,-3.3338342,-0.776954,0.0008565774079668087,0.010939275167332771,0.2714285714285714,0.5724609165384753,0.53547627,0.79462534
Cr1l,-3.3346329,-1.3849238,0.0008541207433773903,0.010913088147670223,0.14285714285714285,0.3725897041462455,0.10778594,0.26022497
Zfp369,-3.334951,-1.0250691,0.0008531444468336665,0.010905799850818564,0.08571428571428572,0.3181411655278503,0.101534754,0.19678557
Prpsap2,-3.3367114,-4.509087,0.000847759449645764,0.01084212109090037,0.02857142857142857,0.2543555253461167,0.0075877164,0.15993315
Desi2,-3.3367262,-0.68850726,0.0008477143314321587,0.01084212109090037,0.3,0.5798304296497693,0.36714563,0.5393687
Bdnf,-3.3370147,-1.7292506,0.0008468349712691458,0.010840617283469245,0.04285714285714286,0.2825814760490824,0.07188475,0.22083127
Rbfox3,-3.3396995,-0.75992084,0.0008386906460815003,0.010741476482464209,0.44285714285714284,0.719529209744929,0.8273454,1.1568205
Tbc1d24,-3.3397586,-0.68410707,0.0008385119777967627,0.010741476482464209,0.17142857142857143,0.4175222695238436,0.19598985,0.29853013
Nr6a1,-3.3402026,-0.7827551,0.000837173090584492,0.01073227144275062,0.34285714285714286,0.6263012914535112,0.47093603,0.710406
Dido1,-3.341105,-0.5783421,0.000834456799882489,0.010702555710187342,0.2571428571428571,0.521446714127285,0.30762967,0.4303672
Lpgat1,-3.342525,-0.64794034,0.0008301985339905225,0.010653025123364536,0.37142857142857144,0.6565663792795049,0.53198653,0.7421608
Pnn,-3.343605,-0.85661095,0.0008269739796146808,0.010616718027829179,0.15714285714285714,0.4100812077415662,0.16992995,0.28922793
Mipol1,-3.3442264,-1.1141481,0.0008251240259274926,0.01059803182441287,0.11428571428571428,0.3492648374056452,0.12334306,0.25010648
Map3k4,-3.3449364,-0.67607915,0.0008230144946055768,0.010575992094716331,0.17142857142857143,0.4196687296533467,0.19982314,0.30262813
Heatr3,-3.345003,-1.1534083,0.0008228169827907617,0.010575992094716331,0.15714285714285714,0.41265695989696993,0.14135592,0.29097986
Setd7,-3.3453357,-0.78966004,0.0008218300831789137,0.010570882879376452,0.18571428571428572,0.4485386183951633,0.21497798,0.34684274
Stx7,-3.345639,-1.0310749,0.0008209318641932122,0.01056438658566648,0.12857142857142856,0.3710871820555933,0.1372527,0.2628583
Lats1,-3.3459423,-1.0959643,0.0008200345560791943,0.01055789579388977,0.18571428571428572,0.42467713662218726,0.15347949,0.3034958
Sppl3,-3.3460755,-0.6905243,0.0008196409034447497,0.010557886421649293,0.3142857142857143,0.5882016241548313,0.3723821,0.54705477
Creg2,-3.3475103,-0.72719026,0.0008154093161918251,0.010508416463345008,0.1,0.3431474260365614,0.14863984,0.23529974
Stum,-3.348265,-0.62968636,0.0008131926001138849,0.010484877718358968,0.14285714285714285,0.3912281329374307,0.20555864,0.30239448
Ccdc85a,-3.3498182,-0.8474746,0.0008086463685336926,0.010431266405425021,0.4142857142857143,0.6929488784745823,0.75214756,1.1046133
Rp9,-3.350469,-1.1486948,0.0008067483024115825,0.010411780444668213,0.14285714285714285,0.3929810753765249,0.13598394,0.27986822
Srsf10,-3.3517413,-0.9822251,0.0008030503772767836,0.010369035866135115,0.21428571428571427,0.46660465781848104,0.19505076,0.35450256
Zfp672,-3.3532946,-1.9316032,0.0007985567959557232,0.010315971686216481,0.07142857142857142,0.3095195506743462,0.05235158,0.18650462
Esco1,-3.353398,-0.6504066,0.0007982580551210241,0.010315971686216481,0.21428571428571427,0.4841698565449147,0.25700262,0.3784159
Pkia,-3.3540046,-0.78453696,0.000796510369185776,0.010299438700684215,0.34285714285714286,0.632168282474153,0.46182933,0.69867444
Sos2,-3.3550696,-0.8329443,0.0007934498531438016,0.010264803829549324,0.21428571428571427,0.47154151611633816,0.22932382,0.3778432
Tfcp2,-3.355077,-0.8437459,0.0007934286377718532,0.010264803829549324,0.1,0.35116087718670624,0.13503526,0.23069353
Pitpna,-3.3563418,-0.5590825,0.0007898085416400045,0.010227544825959962,0.3142857142857143,0.5820842127857475,0.40215984,0.54775876
Mblac2,-3.3567858,-0.9610677,0.0007885419699244098,0.010216066890968607,0.21428571428571427,0.46138160483669016,0.19996874,0.358333
Stx17,-3.3571112,-1.3599299,0.0007876143491149886,0.010208971326927035,0.07142857142857142,0.3051908560798483,0.07739535,0.18775877
