names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT-ET Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Gm20732,7.977605,-0.25186113,1.4920040835129657e-15,5.803438002894237e-15,0.4144653620061016,0.3110943499725727,0.23427396,0.27333844
Stk24,7.9345956,-0.25159982,2.111822535668955e-15,8.172932670808703e-15,0.30828186621028353,0.22750959956116293,0.15122733,0.17761621
Pik3cd,7.931756,-0.26090384,2.16068302339023e-15,8.358415323710838e-15,0.1734504055361262,0.11197202413603949,0.077061184,0.09165625
Msmo1,7.930979,-0.30345413,2.174254835572336e-15,8.407285570848851e-15,0.29496242279931545,0.21578442128359845,0.16725405,0.20267361
Cttnbp2nl,7.8842883,-0.52508646,3.163326875838162e-15,1.2179193746062675e-14,0.32829823647592826,0.24040043883708173,0.17471364,0.24272346
Edem1,7.6916375,-0.3298318,1.4526380932768932e-14,5.5013933144961417e-14,0.21571545501897463,0.1505759736697751,0.09898438,0.12290397
Cntrl,7.6490874,-0.32057276,2.0241071775755982e-14,7.618400316774944e-14,0.29444155071061834,0.21708721886999452,0.14169444,0.17403921
Adam17,7.6141534,-0.37673578,2.6542582872810418e-14,9.957907224230274e-14,0.3065704293474217,0.2266867800329128,0.15484466,0.19675995
Tspan14,7.441354,-0.4596945,9.965869399251188e-14,3.6722834717207815e-13,0.30790981471835704,0.2277838727372463,0.15553904,0.20818229
Ivd,7.4094987,-0.25453457,1.2677795004203368e-13,4.660086891421949e-13,0.355085943894635,0.2677591881513988,0.17867377,0.20975612
Tom1,7.381303,-0.30041268,1.567478594381586e-13,5.746779892350008e-13,0.25366470719547585,0.18451727921009325,0.11891206,0.14453505
Chsy1,7.3765492,-0.37339684,1.6244463305990242e-13,5.952389595417397e-13,0.2762110276062207,0.20303071859572133,0.12910004,0.16425195
Wipi1,7.346678,-0.3261772,2.0319397058706417e-13,7.422270241536724e-13,0.2599151722598408,0.18972846955567746,0.1267066,0.15645036
Foxn2,7.302229,-0.25941354,2.830388671400818e-13,1.029824557894922e-12,0.3559788674752586,0.2669363686231487,0.19234982,0.22623926
Rp2,7.256145,-0.32753456,3.982785267473284e-13,1.4446198722598159e-12,0.2145248902448099,0.15235874931431706,0.10069813,0.12481949
Prex1,7.2534585,-0.5110325,4.0626214021044943e-13,1.473378824059222e-12,0.32182454051640746,0.2390976412506857,0.17665567,0.24322256
Rel,7.1985765,-0.27813816,6.084437363041714e-13,2.1947755664509445e-12,0.14190043902076047,0.08742457487657707,0.061261203,0.07381702
9430041J12Rik,7.1815143,-0.26280338,6.894355767656424e-13,2.4835948448441896e-12,0.15030880273829897,0.09489851892484914,0.06598824,0.07866693
Hip1r,7.140257,-0.38753974,9.315680456138137e-13,3.3441861570665566e-12,0.2501674231713669,0.18218595721338454,0.118122235,0.15187876
Lpcat3,7.137251,-0.3863153,9.521591956247077e-13,3.4158234427818284e-12,0.29206042116228886,0.2166072408118486,0.14253038,0.18250851
Prdx6,7.1044703,-0.3343484,1.2078480853858377e-12,4.322706187309197e-12,0.25202768063099934,0.18465441579813494,0.12931944,0.16046722
Zfp740,7.0748553,-0.29935554,1.496049063029636e-12,5.342748315205518e-12,0.3372274722821639,0.25623971475589685,0.16881244,0.2040045
Slc15a4,7.039322,-0.26557037,1.931779451145343e-12,6.870537902352795e-12,0.19242503162437682,0.13384530992868898,0.08337088,0.09940825
Ino80dos,7.0390534,-0.2677056,1.935501994301696e-12,6.882866409063866e-12,0.3860406280229184,0.2945693911135491,0.21197608,0.25018364
Gm13483,6.993936,-0.29788962,2.672797609375808e-12,9.462196543337017e-12,0.22672817917999852,0.1640839275918815,0.10952885,0.13304329
Bmp1,6.9864717,-0.31893024,2.8188569184907177e-12,9.974017039747904e-12,0.23841059602649006,0.17368348875479978,0.11276976,0.1388117
Brip1os,6.9820743,-0.3038676,2.9085358965535367e-12,1.028591202163642e-11,0.30471017188778926,0.23018376302797586,0.15489824,0.18798798
Dram2,6.955539,-0.32731193,3.512159115602287e-12,1.2378241793839645e-11,0.36542897537019126,0.27873011519473395,0.19304615,0.23678493
Ppard,6.9484754,-0.2853212,3.692547763388424e-12,1.3007178605433528e-11,0.26527271374358213,0.19768239166209545,0.12651783,0.15217437
Zdhhc9,6.8910055,-0.3817128,5.539942016137354e-12,1.939773807318357e-11,0.2854379046059975,0.21372737246297313,0.1417594,0.1810113
Thap3,6.8781586,-0.2536619,6.063117589287265e-12,2.119921530567974e-11,0.2760622070094501,0.208036204059243,0.13176297,0.15521674
Nudt4,6.863734,-0.28065184,6.708360693828815e-12,2.3424776067989638e-11,0.25559937495349355,0.19068842567196928,0.1378781,0.16516072
Rnf144a,6.822702,-0.3177403,8.934404978706705e-12,3.101646792995467e-11,0.3402038842175757,0.2609709270433352,0.19505301,0.23778683
Tmed5,6.818595,-0.29240876,9.193529564308704e-12,3.18830845886648e-11,0.2796339013319443,0.21043609434997257,0.14419983,0.17392516
Gm11149,6.804892,-0.26614612,1.0112501133019773e-11,3.502035126230717e-11,0.28767021355755634,0.21791003839824466,0.1436185,0.17036082
Wdfy2,6.7732415,-0.2962721,1.2592845172152591e-11,4.348666620945125e-11,0.48961976337525115,0.3745200219418541,0.30724016,0.36579463
Gm3764,6.7571645,-0.3631943,1.4071864616234399e-11,4.850686366109279e-11,0.6155219882431728,0.4666072408118486,0.49384925,0.59962153
E230029C05Rik,6.744286,-0.5085908,1.537810456129942e-11,5.291454341940266e-11,0.3792692908698564,0.2905238617663193,0.22078677,0.30119923
Gatad2a,6.741314,-0.2770864,1.569607524881098e-11,5.398099858384116e-11,0.22650494828484263,0.16600383982446518,0.105314836,0.12625986
Stk10,6.7403154,-0.26967892,1.5804320123305806e-11,5.4339357864776334e-11,0.24748865242949625,0.18527153044432254,0.11651078,0.13886425
Morc3,6.7381005,-0.3120057,1.6047062115487916e-11,5.5145742299930975e-11,0.38165042041818587,0.2931980252331322,0.20532905,0.24916881
Pou3f3,6.682433,-0.25472453,2.3500742503294184e-11,8.044139503993819e-11,0.26237071210655555,0.19768239166209545,0.14478719,0.17048396
Ripk1,6.662137,-0.32017508,2.6987389225539386e-11,9.223494638644662e-11,0.18796041372125902,0.13254251234229292,0.079358295,0.098137826
Stambpl1,6.6599083,-0.30268356,2.7399861304408218e-11,9.362083840913642e-11,0.36773569462013544,0.28147284695556773,0.199564,0.24092786
Pde3b,6.6446934,-0.27670696,3.0384887414665285e-11,1.0363568479716377e-10,0.6337525113475705,0.48964618760285245,0.5549004,0.6411167
Slc10a7,6.5910563,-0.33105648,4.367087388675306e-11,1.4814245440437502e-10,0.40144355978867474,0.30615743280307184,0.22314991,0.27345175
Slc12a9,6.529055,-0.27097702,6.618593957621126e-11,2.2297093736369066e-10,0.17292953344742912,0.12020021941854087,0.072809584,0.087215036
Gstcd,6.456493,-0.27396885,1.0715722248284412e-10,3.5825738062884434e-10,0.2207753553091748,0.162986834887548,0.101038165,0.120936766
Gm26542,6.448476,-0.48233214,1.1298069981234615e-10,3.7744515777169477e-10,0.1538804970607932,0.1027838727372463,0.07211049,0.099356055
Zfp518a,6.4425187,-0.28815666,1.1750670847876496e-10,3.9217553804799584e-10,0.21028350323684797,0.15297586396050467,0.096604,0.11675755
Atp11a,6.4375997,-0.28144097,1.2137751096509788e-10,4.0484281524729143e-10,0.41044720589329564,0.3165112452002194,0.22391188,0.26621842
Irs1,6.435249,-0.2502541,1.2327116890415404e-10,4.110058702636331e-10,0.37197708162809734,0.2869583104772353,0.20365185,0.23795693
Abcg1,6.4310055,-0.29380608,1.2676277048955391e-10,4.2238537240256866e-10,0.3259171069275988,0.25116566099835436,0.16604823,0.20002131
Vrk1,6.4069524,-0.27505335,1.4845738926409807e-10,4.935110787487709e-10,0.32673562020983704,0.2502057048820625,0.16584295,0.19743662
Gm28376,6.399538,-0.28278378,1.5584779413616457e-10,5.177584357614666e-10,0.3025522732346157,0.23032089961601757,0.15259239,0.18277699
Ugdh,6.339154,-0.27187207,2.3103033618943084e-10,7.632835526140424e-10,0.27695513059007365,0.2115331870543061,0.13381013,0.15945098
Ganc,6.3316436,-0.264351,2.4256310945513746e-10,8.009918583089029e-10,0.16578614480244067,0.11492046077893582,0.07055772,0.08416466
Prpsap1,6.3046937,-0.28091305,2.8876474520205224e-10,9.509877072654914e-10,0.21936155963985415,0.16264399341744376,0.099433444,0.11957561
Aatk,6.2658114,-0.34283033,3.7088912638646956e-10,1.2166757204253982e-09,0.4888012500930129,0.3739029072956665,0.31410822,0.3839207
Heatr5a,6.247441,-0.4938047,4.1723236776232256e-10,1.3655339490589046e-09,0.2672817917999851,0.20241360394953373,0.1343552,0.18439527
Fam234a,6.230351,-0.39306754,4.6539127651877854e-10,1.519448797091079e-09,0.23216013096212515,0.1732720789906747,0.10669118,0.13789238
Gkap1,6.2254734,-0.2930006,4.8010450475133e-10,1.5663438614215926e-09,0.37160503013617086,0.2876439934174438,0.21091099,0.25283924
Efcab14,6.2053194,-0.27728713,5.45859318419147e-10,1.7774163700827048e-09,0.4499590743358881,0.34846407021393305,0.26681915,0.31525472
Acly,6.196048,-0.26052356,5.789847673089588e-10,1.8841371802823936e-09,0.23655033856685764,0.17841470104223806,0.119148,0.14113496
Tubgcp5,6.188942,-0.2705154,6.056934933773913e-10,1.9696217072552952e-09,0.4585162586501972,0.3552523313219967,0.27186742,0.31979448
Cdc26,6.149555,-0.27285704,7.770058575108874e-10,2.5178663038250777e-09,0.2518044497358434,0.1917855183763028,0.118232615,0.1411834
Slc1a4,6.1316175,-0.31961754,8.698997997057477e-10,2.815152067697632e-09,0.21125083711585682,0.1564042786615469,0.096331045,0.11885131
Fat4,6.095908,-0.25155324,1.0881783997712833e-09,3.510969452672236e-09,0.39288637547436567,0.3014947888096544,0.25364304,0.29543248
Pcx,6.0817657,-0.36068946,1.1886614143225934e-09,3.830115385879372e-09,0.27293697447726767,0.2087904552934723,0.1376917,0.17357676
Zfp68,6.029656,-0.28500405,1.6430895488591674e-09,5.270361248399884e-09,0.26140337822754667,0.2003565551289084,0.12160719,0.1463089
Patz1,6.023547,-0.30940676,1.706354209403163e-09,5.4706762446799896e-09,0.23952675050226951,0.18115743280307187,0.109906465,0.13449788
Gpsm1,6.021191,-0.27935237,1.73138288112895e-09,5.5482716775116144e-09,0.21995684202693652,0.1647010422380691,0.09717636,0.11676813
Tank,6.0048203,-0.26443544,1.9154391042424463e-09,6.128584035603064e-09,0.4267430612396756,0.333036204059243,0.2522885,0.29616806
Ivns1abp,5.9994864,-0.4343452,1.9794237066313706e-09,6.3302921920001104e-09,0.45345635835999704,0.3517553483269336,0.28489608,0.36840004
Cilk1,5.986331,-0.40951324,2.146276814302057e-09,6.85818266146941e-09,0.39043083562765085,0.3013576522216127,0.222987,0.2865308
Mknk1,5.974129,-0.43280345,2.3132263618458566e-09,7.384625441701101e-09,0.2209985862043307,0.16531815688425672,0.098493986,0.13078313
Rcbtb2,5.958905,-0.40883029,2.539330903598306e-09,8.094441391497672e-09,0.26430537986457325,0.20227646736149205,0.12705097,0.16539414
Hjurp,5.9580264,-0.2640937,2.5530191815668563e-09,8.135629199324174e-09,0.25589701614703475,0.1971338453099287,0.120454684,0.14299539
Josd2,5.956475,-0.40747136,2.5773710337066534e-09,8.21128286408558e-09,0.23833618572810478,0.1798546352166758,0.12088056,0.15736596
Zfp90,5.895384,-0.42391843,3.738109816811204e-09,1.185168268763623e-08,0.19502939206786218,0.143102029621503,0.08462761,0.11196714
Tmem163,5.8770165,-0.47717556,4.177267931631962e-09,1.3233104140880785e-08,0.2699605625418558,0.2041963795940757,0.18630727,0.25081614
Ermard,5.8751607,-0.3403605,4.224334467855699e-09,1.3377593396301126e-08,0.2287372572364015,0.17313494240263302,0.10165279,0.1270454
Capn2,5.871513,-0.31036788,4.31836472119282e-09,1.3668801985917197e-08,0.24309844482476375,0.1856829402084476,0.1145835,0.14023712
Sash1,5.8711386,-0.3530089,4.328118290422249e-09,1.3698061067567235e-08,0.48768509561723344,0.37767416346681293,0.37679014,0.46024126
Mettl25,5.854047,-0.30266526,4.797536784571881e-09,1.515694455043462e-08,0.3623781531363941,0.28250137136588044,0.19642892,0.23721424
Ifnar2,5.8491535,-0.46876776,4.94080983108256e-09,1.5596752838485476e-08,0.2397499813974254,0.1812260010970927,0.116954796,0.15845738
Leprot,5.8279843,-0.26417366,5.6100904555423295e-09,1.7676258271625515e-08,0.15730337078651685,0.11046352166758092,0.07062266,0.08423159
Sox4,5.795696,-0.38992968,6.803849395243987e-09,2.1359905742517344e-08,0.21147406801101273,0.1577756445419638,0.10964654,0.14136547
Smarce1,5.7780523,-0.2846793,7.557024677703412e-09,2.3677384921862254e-08,0.30180817025076273,0.23566922654964345,0.15422356,0.18492436
Hdac1,5.7681775,-0.25133923,8.0133487313577e-09,2.50895689130251e-08,0.34481732271746407,0.2707076247942951,0.18572935,0.21747813
Plek,5.7455387,-0.45277947,9.162879537885124e-09,2.860871173401967e-08,0.19681523922910932,0.1462561711464619,0.090564154,0.12198679
Acvr2b,5.725923,-0.27932796,1.0287297307534947e-08,3.203751491115716e-08,0.167125530173376,0.1202687877125617,0.07194444,0.08666525
Suclg2,5.7130656,-0.5908982,1.1095888776893153e-08,3.451569014067134e-08,0.17999851179403228,0.12952550740537574,0.081702754,0.120646715
Arid3b,5.694429,-0.3754334,1.2378550658289618e-08,3.843444143612688e-08,0.1991219584790535,0.14872462973121228,0.0849669,0.10889
Mipol1,5.6819773,-0.3152864,1.3314621594071445e-08,4.1269336974587584e-08,0.3938537093533745,0.30704882062534283,0.22480598,0.27281138
Pot1b,5.679914,-0.40497342,1.3476246154581705e-08,4.1765482603645956e-08,0.2787409777513208,0.21537301151947338,0.13629487,0.1767556
Pgap2,5.6674867,-0.3773708,1.4490712714055871e-08,4.483194595586428e-08,0.27502046283205595,0.212013165112452,0.1289107,0.16443267
Tm7sf3,5.591715,-0.3607099,2.2483756290744678e-08,6.911549382591345e-08,0.2592454795743731,0.20131651124520022,0.12655643,0.15976661
Atat1,5.567715,-0.39740995,2.5810126839295018e-08,7.922299613569307e-08,0.26140337822754667,0.20069939659901262,0.12231459,0.15817611
Dnajc3,5.5592403,-0.31536913,2.7095115102433126e-08,8.309127400164095e-08,0.37004241387007963,0.29155238617663193,0.21005219,0.2553033
Vps72,5.550625,-0.27351433,2.846506815945999e-08,8.727252184444203e-08,0.16764640226207306,0.12164015359297861,0.07263479,0.08715385
Traf6,5.548234,-0.40985996,2.8856980542598627e-08,8.845392050874116e-08,0.2506138849616787,0.19322545255074053,0.11485296,0.14988145
Iftap,5.5398264,-0.35310006,3.027716669837614e-08,9.272252897029483e-08,0.23238336185728103,0.17759188151398794,0.11473097,0.144346
Rhbdd1,5.5256944,-0.43138155,3.2818520319804056e-08,1.0042519542115192e-07,0.19874990698712702,0.14879319802523314,0.0892766,0.11860873
Nedd9,5.4899945,-0.29826227,4.019463420349239e-08,1.2261918949226166e-07,0.15864275615745219,0.11416620954470653,0.072271995,0.08815773
Slc38a10,5.4838457,-0.2609399,4.1617811409672036e-08,1.2688875440575147e-07,0.20358657638217129,0.15421009325287988,0.09484067,0.11262078
Mospd1,5.4764404,-0.29406106,4.339671201689285e-08,1.321624902973944e-07,0.1519458293027755,0.10806363137685135,0.06498993,0.07911583
Tmpo,5.43206,-0.3615272,5.570730805145319e-08,1.6892623488799767e-07,0.20834883547883026,0.15832419089413055,0.096496314,0.12235562
Nasp,5.4159403,-0.31156424,6.096748165109312e-08,1.8444001710930784e-07,0.2719696405982588,0.21311025781678553,0.1315525,0.16083369
Dbx2,5.4089155,-0.5206229,6.340753009487163e-08,1.916922067562107e-07,0.13215268993228663,0.08927591881513988,0.059509344,0.08430612
Gm35438-1,5.399427,-0.35071024,6.685413438575142e-08,2.0195284889771118e-07,0.22970459111541036,0.17622051563357102,0.10856286,0.13648021
Flcn,5.3878284,-0.28071448,7.131416810031354e-08,2.1513547736111202e-07,0.14264454200461343,0.09983543609434997,0.05918402,0.07145212
Mettl15,5.383189,-0.38133168,7.317755299085378e-08,2.207072453546123e-07,0.34935635091896716,0.2730389467910038,0.1905815,0.24174754
Scly,5.37854,-0.2940456,7.509237209344002e-08,2.2630462518514282e-07,0.1733015849393556,0.12808557323093803,0.07060796,0.08590255
Slc27a1,5.3713236,-0.453704,7.81607411858781e-08,2.353669299186983e-07,0.2955577051863978,0.2313494240263302,0.15002999,0.20023352
Cep57,5.2877283,-0.28541407,1.2384472333964537e-07,3.7052752657123605e-07,0.16801845375399954,0.12356006582556225,0.070597485,0.0853988
D16Ertd472e,5.239696,-0.3644628,1.6084133538128982e-07,4.784464388016448e-07,0.21355755636580104,0.16401535929786068,0.10759436,0.13649032
Dbndd2,5.2317004,-0.39380598,1.6795797904283068e-07,4.992290815133695e-07,0.28558672520276807,0.22408118486012069,0.15154053,0.19472778
Fundc1,5.2239447,-0.2729036,1.7515117348724866e-07,5.202069229139351e-07,0.15879157675422279,0.11588041689522764,0.06927929,0.08312126
Tob2,5.21206,-0.360831,1.867551537393705e-07,5.540588474082903e-07,0.18989508147927672,0.14330773450356554,0.08537849,0.108367085
Fam204a,5.2025084,-0.34546277,1.9661637641961383e-07,5.829286146303678e-07,0.3175087432100603,0.2505485463521668,0.16064017,0.2000068
Cyp20a1,5.145289,-0.3956349,2.6710923790251255e-07,7.881863850692413e-07,0.1712180965845673,0.12664563905650028,0.07628299,0.09919232
Pex2,5.138509,-0.42177978,2.769269566716888e-07,8.164392501391572e-07,0.1928714934146886,0.14632473944048272,0.08491604,0.11218622
Rab22a,5.1357536,-0.37121424,2.8101534076943615e-07,8.283109046154836e-07,0.21951038023662475,0.16936368623148657,0.1047098,0.13346468
Cped1,5.1044083,-0.64600414,3.318308106915297e-07,9.745648577201227e-07,0.11027606220700945,0.07158529895776193,0.056523755,0.08709236
Cipc,5.1019793,-0.34827918,3.361196539440995e-07,9.867294986865457e-07,0.43351439839273753,0.3398930334613275,0.24802004,0.30626497
Fuca1,5.101881,-0.314433,3.362943125484628e-07,9.871343869540306e-07,0.147555621698043,0.10628085573230937,0.07347568,0.09058005
Etv6,5.067982,-0.29971495,4.020550100765768e-07,1.176821146052028e-06,0.5268249125678994,0.41154690071311023,0.40248755,0.47620964
Prrg1,5.0573015,-0.32383332,4.252307992686094e-07,1.243437977619712e-06,0.21861745665600119,0.17100932528798685,0.13393512,0.16499323
Gm12353,5.0497336,-0.34221676,4.424266813681932e-07,1.2924554173041262e-06,0.36088994716868816,0.2853126714207351,0.19491524,0.24123505
Laptm4b,5.049089,-0.2811679,4.4392162195255316e-07,1.2966815938542345e-06,0.22769551305900737,0.1778661546900713,0.115568094,0.13878107
Lrrn1,5.039958,-0.26637176,4.656336361237167e-07,1.3589199307748743e-06,0.4412530694248084,0.34770981897970377,0.29399177,0.34435302
Nfya,5.0114093,-0.2819838,5.403282162845886e-07,1.5720804031526943e-06,0.11302924324726542,0.07515085024684585,0.046315294,0.056037765
Hs3st5,5.0092387,-0.36086616,5.464573224578553e-07,1.5892746243578926e-06,0.30113847756529505,0.23841195831047723,0.22125134,0.27612674
Hltf,5.0001817,-0.28165802,5.727629545797597e-07,1.6637989826549343e-06,0.4200461343849989,0.3333790455293472,0.24708524,0.29320377
Rnf141,4.9842772,-0.41720533,6.2193799260232e-07,1.803915572239242e-06,0.2874469826624005,0.22723532638507954,0.1414916,0.18478456
Scarb2,4.963265,-0.33352914,6.931799542076753e-07,2.0060038093225888e-06,0.4260733685542079,0.3366703236423478,0.2613928,0.31949785
Zfp24,4.958345,-0.29464206,7.109627230419917e-07,2.056358274288301e-06,0.20842324577721558,0.16195831047723533,0.098303124,0.11929512
Mapk6,4.948822,-0.42462966,7.466390425669782e-07,2.1581530845282597e-06,0.19406205818885333,0.14824465167306639,0.089456186,0.118320495
Slx1b,4.945994,-0.35054663,7.575634029774151e-07,2.1892588339431212e-06,0.25373911749386113,0.20076796489303347,0.13392587,0.16782027
Pla2g15,4.944136,-0.29998562,7.648233639976615e-07,2.2092887325969862e-06,0.1265719175533894,0.08831596269884805,0.054059327,0.06614913
Nrros,4.9430804,-0.61324424,7.689769588192736e-07,2.2208094242770724e-06,0.11853560532777736,0.08008776741634668,0.05307654,0.08008974
Srgap1,4.9372907,-0.33300176,7.921529758518256e-07,2.2867587517338366e-06,0.5164074707939579,0.39707899067471203,0.39578456,0.4772367
Anapc16,4.933292,-0.3242361,8.085521112182041e-07,2.3325955796041595e-06,0.21690601979313937,0.16977509599561164,0.10374617,0.12827651
Commd1,4.911442,-0.4036663,9.040911625627046e-07,2.6037437875734056e-06,0.2557481955502642,0.20152221612726276,0.13166584,0.17072405
Prune1,4.9114056,-0.25385824,9.042581816728164e-07,2.6039457015913165e-06,0.15774983257682865,0.11752605595172792,0.069154814,0.08192814
Gabrg1,4.908559,-0.3840866,9.174813054236677e-07,2.6411744886151653e-06,0.16117270630255226,0.11924026330224904,0.08676874,0.11180436
Itprid2,4.906765,-0.47302535,9.259080919216974e-07,2.6643412900869235e-06,0.33514398392737554,0.26522216127262754,0.17563595,0.23626117
Filip1,4.9006124,-0.2701714,9.55383219126599e-07,2.745577229725317e-06,0.27278815388049704,0.2166072408118486,0.13995492,0.16649742
Bcl9l,4.8982496,-0.35380355,9.669407217653108e-07,2.7773059533761516e-06,0.17806384403601458,0.13521667580910587,0.07713625,0.097558446
Klf3,4.896921,-0.4563263,9.734996995532442e-07,2.7952486564432217e-06,0.31445792097626313,0.25027427317608336,0.17253652,0.22982281
Trim26,4.8966703,-0.4483408,9.74741137342177e-07,2.7982152094427667e-06,0.207530322196592,0.1600383982446517,0.0918893,0.123386435
Sccpdh,4.8532104,-0.4017911,1.2147856822304103e-06,3.4713699118931324e-06,0.20857206637398615,0.1617526055951728,0.11013214,0.14307413
Gm26930,4.8318853,-0.29589257,1.3524616224763672e-06,3.859046808531378e-06,0.11384775652950369,0.07707076247942951,0.0423865,0.051789574
Gm5820,4.8203673,-0.26231772,1.4329420590265279e-06,4.085215185787035e-06,0.20462832055956545,0.15894130554031816,0.097021945,0.115291744
Atp10d,4.81826,-0.32026583,1.4481544607649564e-06,4.1272709334699175e-06,0.14621623632710767,0.10744651673066374,0.06529722,0.08088684
Taldo1,4.796267,-0.29770094,1.6164994495084503e-06,4.598765506436428e-06,0.24280080363122256,0.19281404278661546,0.14518051,0.17568141
Gm11944,4.7931533,-0.28056324,1.6418016474985367e-06,4.668770268630086e-06,0.1672743507701466,0.12685134393856282,0.07162344,0.08635195
1700123M08Rik,4.7735386,-0.2516477,1.8101665504313613e-06,5.13884576968734e-06,0.12352109531959223,0.08673889193636862,0.048898906,0.05795207
Arsk,4.761569,-0.3846943,1.9209345507640134e-06,5.448697495938883e-06,0.16861373614108194,0.12705704882062535,0.072283916,0.09336934
Fan1,4.747862,-0.44485626,2.055782317786455e-06,5.822585736157062e-06,0.1902671329712032,0.14646187602852442,0.081713125,0.10965841
Antxr1,4.7235656,-0.39165705,2.3174501637733644e-06,6.545767465635477e-06,0.26229630180817026,0.20899616017553482,0.1434387,0.18427187
Stard3,4.7069488,-0.39689592,2.514518738124776e-06,7.092706119400874e-06,0.1432398243916958,0.1046352166758091,0.06404431,0.08349916
Nap1l4,4.6959333,-0.28206745,2.653920244964154e-06,7.480419278525838e-06,0.3792692908698564,0.3038261108063631,0.2117384,0.25211787
Cln3,4.6852727,-0.3148703,2.79587571540987e-06,7.874756863004529e-06,0.14204925961753107,0.10429237520570488,0.06159474,0.076059274
Arhgef1,4.6759953,-0.46140224,2.9253130618904684e-06,8.230697588795484e-06,0.33521839422576083,0.26645639056500275,0.16376631,0.219136
Cgrrf1,4.6752763,-0.26351094,2.935582515019107e-06,8.258727062984338e-06,0.14390951707716348,0.10614371914426769,0.06324931,0.075456895
Dcps,4.6676874,-0.42703766,3.046085210498696e-06,8.56512239494558e-06,0.2059677059305008,0.16092978606692265,0.093582496,0.123892434
Fah,4.6593184,-0.28454024,3.1725777733104745e-06,8.914686120826495e-06,0.11972617010194211,0.0837904552934723,0.0509134,0.061677713
Ndrg1,4.6550426,-0.5222032,3.2391389126223657e-06,9.09653664111235e-06,0.14227249051268695,0.10353812397147559,0.07622878,0.107738495
Ppp4r1l-ps,4.6531897,-0.41419283,3.2683930442172793e-06,9.17677336448467e-06,0.2952600639928566,0.23518924849149753,0.14328271,0.18671842
Scoc,4.649731,-0.37317827,3.3236832730355028e-06,9.329089057397258e-06,0.2987573480169656,0.2397147558968733,0.17234324,0.21801732
Rttn,4.6426744,-0.3971721,3.4392795702440806e-06,9.649518852715719e-06,0.325470645137287,0.2598052660449808,0.17018047,0.21858464
Syne2,4.625525,-0.5679624,3.736510136981638e-06,1.0471425467323386e-05,0.194731750874321,0.1499588590235875,0.09451687,0.13710602
Abcg2,4.616182,-0.50762194,3.908646219249682e-06,1.0943557769223605e-05,0.20485155145472134,0.15969555677454744,0.102416135,0.1426472
Reep3,4.6041694,-0.35615006,4.1411557050565005e-06,1.1583682468755795e-05,0.4522657935858323,0.3584064728469556,0.28101155,0.34735793
Sema4d,4.595989,-0.3098825,4.307004847073714e-06,1.2040077012158832e-05,0.48545278666567454,0.38350246845858477,0.30637336,0.36768496
Cdyl,4.59163,-0.422507,4.39797984225548e-06,1.2288002325195461e-05,0.3364833692983109,0.2681705979155239,0.17913604,0.23343894
Derl1,4.5816083,-0.32278344,4.614135845453055e-06,1.2883906283625022e-05,0.24681895974402857,0.19720241360394952,0.12127997,0.14951575
Smox,4.5687375,-0.5422025,4.906703175067819e-06,1.3682348932552127e-05,0.15641044720589328,0.11704607789358201,0.06682947,0.09589388
