names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT-ET Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cbx4,3.1738453,-0.3765698,0.001504338231404629,0.0036422389870104863,0.2015774983257683,0.1675809105869446,0.0928713,0.118979365
Chadl,3.1530359,-0.29047498,0.0016158192425169114,0.00390722309633094,0.10618349579581814,0.08132199670872188,0.049116924,0.05975059
Zfp983,3.1492386,-0.34973553,0.0016369643850497558,0.003955506567112135,0.1414539772304487,0.11402907295666484,0.060963403,0.07705759
D330041H03Rik,3.148713,-0.28029996,0.0016399104388524575,0.003962268994871462,0.07760994121586427,0.05430608886450905,0.030751914,0.0372252
Lipa,3.1373215,-0.56652814,0.0017049905652850236,0.004113224680302441,0.17382245702805268,0.1420049369171695,0.07498086,0.10913451
Arrb1,3.1132307,-0.36484343,0.0018505131077925874,0.004452698773742887,0.34117121809658457,0.2829127811300055,0.18030547,0.22668526
Scg3,3.1075888,-0.2687469,0.0018862032020706223,0.00453613890983958,0.48575042785921574,0.39797037849698297,0.3536784,0.41288775
Plod2,3.1044767,-0.35687286,0.0019061597661229604,0.004582902014649602,0.17397127762482328,0.14317059791552386,0.07926019,0.10042018
Mtrr,3.1032934,-0.25233495,0.001913797888937715,0.00460044276934661,0.08810179328819108,0.0646599012616566,0.03399668,0.04036506
Gna13,3.0969539,-0.62336564,0.00195520306910643,0.00469577283400874,0.29213483146067415,0.24005759736697752,0.14349663,0.21325317
Map6d1,3.0886853,-0.40556797,0.0020104423157086045,0.004824558812457819,0.08810179328819108,0.06445419637959407,0.03906147,0.051420026
Zfhx2os,3.0621758,-0.5494716,0.0021973447302158955,0.005261799563399083,0.13892402708534862,0.1113549094898519,0.05752539,0.08310871
Nmnat3,3.0598063,-0.28350124,0.0022148021944002963,0.005301713582497636,0.0900364610462088,0.06685408667032364,0.03636513,0.044089854
Nphp3,3.0453475,-0.4997872,0.0023241162435041277,0.0055583078778195716,0.1666790683830642,0.1365194733955019,0.06896513,0.09618119
Prps2,3.0360792,-0.29234678,0.0023967651465665067,0.005726576515049087,0.1049185207232681,0.08111629182665936,0.045633484,0.055603866
Tbc1d2b,3.0359771,-0.45859888,0.002397576005893832,0.005728004559292902,0.14956469975444603,0.12157158529895776,0.06109776,0.08303413
Ccdc122,3.0231013,-0.53220594,0.0025019844404704835,0.00596842346550443,0.07210357913535233,0.04964344487109161,0.02738039,0.039358076
Gnb4,3.0188282,-0.4333674,0.0025375442450850014,0.006049491071372016,0.212292581293251,0.1775233132199671,0.12003752,0.15890497
Tmem144,3.0123296,-0.44850817,0.0025925086706994867,0.006173952670539325,0.12508371158568346,0.09928688974218322,0.057256162,0.07734386
2810403D21Rik,3.00592,-0.6153916,0.0026477873123103733,0.006302245113099453,0.194731750874321,0.16092978606692265,0.09558944,0.14294662
3110009E18Rik,2.9885957,-0.41144916,0.002802625894236637,0.006658993525346046,0.07634496614331424,0.054031815688425675,0.028904842,0.038263556
Ppp1r15b,2.9846559,-0.3309747,0.002838974320592329,0.00674356789200105,0.12158642756157452,0.09654415798134942,0.05666548,0.07077124
Naglu,2.9802306,-0.2586786,0.002880315295327398,0.006839953334993123,0.05424510752288117,0.03291278113000549,0.02002829,0.023914801
Antxr2,2.980107,-0.41611436,0.0028814760954428576,0.006842105221328171,0.13959371977081628,0.11300054854635216,0.070171125,0.0925742
Rida,2.9794805,-0.2923922,0.002887377050220071,0.006855511296228092,0.09807277327182082,0.07467087218869994,0.046804946,0.05702586
Nnt,2.976114,-0.26593378,0.002919262992072636,0.00692876924273401,0.06935039809509636,0.04765496434448711,0.025119185,0.0301278
Mtmr2,2.9732747,-0.52853775,0.002946407280948578,0.006991960049376339,0.3938537093533745,0.3198710916072408,0.21064502,0.2913413
P4hb,2.9700162,-0.45891216,0.0029778411953534536,0.007062188254117149,0.156336036907508,0.12767416346681296,0.07835807,0.106192335
Gm56730,2.9671412,-0.3879201,0.0030058286474285707,0.007126046916923037,0.0706897834660317,0.04882062534284147,0.025822118,0.033655632
A930037H05Rik,2.9662905,-0.3881701,0.0030141556524175958,0.007144527380068878,0.08393481657861449,0.061437191442676904,0.032692447,0.04257349
Gm20713,2.9507773,-0.7355956,0.003169754974989295,0.0074948359889090415,0.0965101570057296,0.0726138233680746,0.043185446,0.0709083
Ptk7,2.9492702,-0.38463452,0.0031852530271033715,0.007529493167789882,0.1477788525931989,0.12074876577070763,0.06193685,0.08012008
Echs1,2.9491837,-0.41880697,0.0031861444135153024,0.007530937754324084,0.14815090408512538,0.12109160724081185,0.06972533,0.09215686
Tor1aip1,2.9442692,-0.5726074,0.003237183937094279,0.007648688423624637,0.3319443410968078,0.2724904004388371,0.17255849,0.24694052
Fasn,2.9435189,-0.25329697,0.003245039381389683,0.007666098837518971,0.1325991517225984,0.10717224355458037,0.0732347,0.086697005
Naaa,2.9385512,-0.39313093,0.003297503222129938,0.0077852483594263635,0.0686062951112434,0.04696928140427866,0.028289378,0.036988635
Parva,2.9330184,-0.4117511,0.0033568383903115635,0.00791559873169563,0.14696033931096064,0.12013165112452003,0.06998917,0.09207064
A530072M11Rik,2.9224155,-0.33447102,0.003473279666651977,0.008180840168560539,0.07039214227249051,0.04895776193088316,0.029236248,0.036725868
Zfp619,2.9221404,-0.31447166,0.0034763471532285773,0.00818734753328529,0.07760994121586427,0.055951727921009324,0.029801415,0.036927193
Slc39a12,2.9204361,-0.98656726,0.0034954173476962162,0.008230817994268454,0.13088771485973658,0.10292100932528798,0.0666612,0.12803137
Jrkl,2.9151359,-0.27574512,0.0035553385196382976,0.008363854493318251,0.08408363717538507,0.06198573779484366,0.035863172,0.043255385
Myt1,2.9110267,-0.55623966,0.0036024330294089687,0.008470935109846766,0.28335441625120916,0.2348464070213933,0.13522711,0.19302556
Sbf1,2.9100933,-0.3096795,0.00361320971059766,0.00849478912623669,0.5022695141007515,0.4064042786615469,0.33819535,0.4046425
Trp53,2.902056,-0.46478644,0.0037072220279483355,0.008711242316656912,0.12091673487610685,0.09640702139330773,0.052264575,0.07143586
Pde1b,2.8967867,-0.3232168,0.003770060772873884,0.008855029105517592,0.2437681375102314,0.20515633571036754,0.12013962,0.14817014
Pawr,2.8948748,-0.30641025,0.00379309903709523,0.008906805132111232,0.05811444303891659,0.03730115194733955,0.025842378,0.03186092
Agbl1,2.8945873,-0.34954658,0.0037965742804811306,0.008914186553349177,0.12463724979537168,0.10010970927043335,0.06082643,0.07687601
Hibch,2.885916,-0.44009474,0.0039027638002340514,0.009155514520018244,0.2528461939132376,0.2121503017004937,0.11884404,0.15803486
Tbc1d31,2.8806486,-0.5530891,0.003968576604496099,0.00929772895307439,0.1905647741647444,0.15818705430608887,0.08306923,0.11963609
Pkd2,2.8631096,-0.29428756,0.004195054275397164,0.00981292838686531,0.5002604360443486,0.40208447613823367,0.31430578,0.37354395
Npc1,2.8416631,-0.56747067,0.004487888794305237,0.01047876015840995,0.28536349430761215,0.23779484366428963,0.1415716,0.2032472
Selenos,2.8352113,-0.33652404,0.004579539891431413,0.010687184026642527,0.26862117717092043,0.22709818979703786,0.16211233,0.20067455
Arrdc3,2.8335817,-0.7287461,0.004602955454483262,0.010740895619797243,0.23826177542971946,0.1968595721338453,0.1162169,0.18584241
Itfg2,2.824529,-0.43369827,0.004735016645860075,0.011039470479328435,0.1392960785772751,0.11375479978058146,0.058138903,0.07775277
Dgka,2.8190904,-0.43244267,0.004815996619689221,0.01122437584968769,0.14041223305305453,0.11492046077893582,0.05881738,0.07858557
Grk5,2.810841,-0.45668906,0.0049412192257839585,0.011505247885339251,0.3189969491777662,0.26631925397696105,0.1786463,0.23778406
Vezf1,2.8089993,-0.6049371,0.004969575121086145,0.011569267328329988,0.20931616935783912,0.17409489851892485,0.09715144,0.14425129
Gm26621,2.8055708,-0.27363566,0.005022753477294442,0.01168901662349746,0.06421608750651091,0.0438151398793198,0.023470907,0.028304037
Gm45847,2.8051815,-0.3321608,0.005028827078946562,0.011702137664440473,0.16392588734280825,0.13645090510148108,0.07128852,0.08894568
Mvk,2.7835214,-0.28879774,0.005377232896886491,0.012495567581020498,0.060495572587246076,0.04024958859023588,0.024029056,0.029277148
Rragd,2.7816715,-0.2873218,0.0054079753245597955,0.012561574772728363,0.18319815462460004,0.1539358200767965,0.09198021,0.11116084
Tmem179b,2.7789607,-0.3213299,0.005453313255615383,0.012663601000638262,0.081553687030285,0.06054580362040592,0.033847608,0.04211638
Mcee,2.7778091,-0.252332,0.005472674358035456,0.01270746284137683,0.1029838529652504,0.08091058694459682,0.051845606,0.061456103
Rps4x,2.7714326,-0.2672359,0.005581021189742918,0.012950089755474284,0.24942332018751395,0.2126302797586396,0.18112035,0.2142779
Zkscan17,2.7664626,-0.4059334,0.005666809041323559,0.013144609715155735,0.09784954237666493,0.07590510148107515,0.042638794,0.056111675
Agbl3,2.7626085,-0.6272467,0.005734151372849758,0.013297371829504877,0.15097849542376665,0.12390290729566648,0.06446458,0.09790016
Magt1,2.7618966,-0.6523399,0.005746665431832884,0.013325241642505143,0.20403303817248308,0.1701865057597367,0.093877465,0.14383733
Elovl5,2.749304,-0.52030957,0.005972196010537775,0.013829102620057739,0.26043604434853784,0.21886999451453648,0.124781355,0.17446978
Nfatc3,2.7450686,-0.3428644,0.0060498259163807525,0.013999209642882433,0.46833841803705634,0.3805540318156884,0.28926623,0.35447899
AV039307,2.7416291,-0.29363018,0.006113534741805289,0.014140542180623925,0.07470793957883771,0.05430608886450905,0.028514203,0.034839492
Eya2,2.7303252,-0.74427205,0.006327186879829241,0.01462213051182693,0.05848649453084307,0.038535381239714755,0.026229758,0.043556996
Zfp867,2.7249842,-0.2918267,0.0064304577874806,0.01484929535489891,0.08817620358657638,0.06733406472846956,0.034226954,0.041742127
Il15ra,2.71934,-0.37518317,0.006541233138615571,0.01509472126714191,0.07396383659498475,0.053620405924300604,0.028751744,0.037134297
Nudt6,2.7193038,-0.3273987,0.006541949395290573,0.015095077737351454,0.06056998288563137,0.040798134942402635,0.022175048,0.027746443
Pcbp1,2.7187295,-0.26094574,0.00655331661118561,0.015120008358454175,0.16608378599598184,0.13919363686231487,0.10067471,0.11948511
Gm17491,2.7096155,-0.40204513,0.006736122936817228,0.015531115781043325,0.07247563062727881,0.05231760833790455,0.026737956,0.03518141
Rpl4,2.708221,-0.27903426,0.006764496098959499,0.015593858114193697,0.2501674231713669,0.2132473944048272,0.1625965,0.1941158
Rarb,2.7060142,-0.5212707,0.006809613464661053,0.015691203860416017,0.21489694173673637,0.1807460230389468,0.11749046,0.1646073
Rimoc1,2.7050667,-0.4966839,0.006829066849297981,0.015734610379063346,0.2586501971872907,0.21736149204607788,0.12222773,0.16842693
Cln8,2.7046535,-0.29462627,0.006837564876578054,0.015752839598186772,0.08586948433663219,0.06520844761382337,0.03848338,0.047000416
Cntn2,2.704299,-0.66994786,0.006844869511674877,0.015768316510519888,0.28781903415432697,0.23978332419089413,0.15702875,0.23942608
Parp12,2.6978528,-0.32672235,0.006978827755394527,0.01607002329140894,0.07775876181263487,0.05752879868348876,0.034127,0.04261827
Aldh2,2.695361,-0.3655603,0.007031245100336457,0.01618656235829683,0.12463724979537168,0.10161821173889193,0.060860936,0.07774534
Sun2,2.6904402,-0.49660102,0.00713578230049332,0.01642018244534174,0.08259543120767915,0.06178003291278113,0.034217887,0.047945037
Ly96,2.6870236,-0.47255403,0.007209186517395248,0.016576317107856436,0.07232681003050823,0.05231760833790455,0.02651237,0.03660152
Mrc2,2.6836684,-0.62566084,0.007281931696271086,0.016737853265937047,0.10648113698935932,0.08406472846955568,0.050786715,0.077316225
Ampd3,2.6804342,-0.63201725,0.007352671783208304,0.016891782730404165,0.15023439243991368,0.12397147558968732,0.06317774,0.09628023
Sh2b3,2.6788468,-0.38451156,0.007387620278191297,0.01696626981837608,0.07738671032070839,0.057254525507405375,0.03157226,0.04101959
Helb,2.6597667,-0.3918562,0.007819480104462847,0.017915196999225502,0.07106183495795818,0.05122051563357104,0.028000297,0.036580496
Cavin2,2.6592968,-0.36446068,0.007830398653785289,0.017938682907938503,0.06719249944192277,0.04765496434448711,0.028204031,0.036164865
Gm29325,2.6516016,-0.4132967,0.008011099508541116,0.018338579297537894,0.07775876181263487,0.057665935271530445,0.032796394,0.043442473
Gabpb2,2.618609,-0.42892027,0.008828908449146933,0.02015400306079161,0.34027829451596103,0.28256993965990124,0.17418602,0.22805558
Zbtb7c,2.6121836,-0.5492095,0.008996590272247936,0.02052631235588877,0.12166083785995982,0.09860120680197476,0.060971066,0.08800538
Chst15,2.6120033,-0.26572078,0.009001337072510631,0.02053539880610975,0.1370637696257162,0.11368623148656061,0.06227123,0.07440672
Lncppara,2.609376,-0.27726668,0.00907075051061871,0.020683220147685397,0.5193838827293698,0.41792375205704885,0.33461142,0.39312574
Mmgt1,2.6091418,-0.3207119,0.009076963266672395,0.02069563029066502,0.10134682640077387,0.08049917718047175,0.047213048,0.05862801
Gm17231,2.6051435,-0.5062677,0.009183578958945695,0.020933387056911335,0.08631594612694397,0.06589413055403182,0.033547428,0.047320522
Agl,2.582553,-0.51447767,0.009807230988131223,0.022317098293621777,0.32152689932286627,0.26830773450356554,0.16651458,0.23016886
Zfp579,2.5663235,-0.60869175,0.010278294284215315,0.023353438814211525,0.08810179328819108,0.06767690619857378,0.034801353,0.052594237
Tkt,2.5653434,-0.45150828,0.01030737253806537,0.02341554786082317,0.25396234838901705,0.21468732857926495,0.14150712,0.18885617
Gng12,2.5587451,-0.47174302,0.0105050706206755,0.023846519183707924,0.4153582855867252,0.337904552934723,0.2644488,0.35051477
Klhl4,2.5553315,-0.69276005,0.010608670110021767,0.024073555093006068,0.13684053873056032,0.11245200219418541,0.06787987,0.10753402
B230354K17Rik,2.554755,-0.51244265,0.010626254114730536,0.024109385127316516,0.10953195922315649,0.08797312122874383,0.046262674,0.065359145
Synm,2.5536413,-0.26570013,0.010660300745303646,0.024178465520917444,0.09539400252995014,0.07515085024684585,0.046709307,0.055895362
9530077C14Rik,2.5477364,-0.28839138,0.010842439014011626,0.024583270298412993,0.04814346305528685,0.029964344487109162,0.018376345,0.022397395
Sh2b2,2.5469706,-0.46666396,0.010866256891833643,0.02463311589332405,0.08073517374804673,0.061368623148656064,0.032970607,0.04528107
Igfbp7,2.5394812,-0.4048518,0.011101703459362658,0.025147763610948795,0.04591115410372796,0.027770159078442127,0.02420853,0.031926937
Gpn3,2.5388966,-0.28210592,0.011120270293617009,0.025187698119319653,0.07098742465957289,0.05211190345584202,0.028279046,0.034282807
Lrp10,2.5383296,-0.3686448,0.011138300120023871,0.025226409661584747,0.0730709130143612,0.05396324739440483,0.03297748,0.042377613
Gm16023,2.534806,-0.54338497,0.011250964773844829,0.025470841981060796,0.09688220849765608,0.0764536478332419,0.039020885,0.05637343
Trp53inp1,2.527505,-0.6010603,0.011487624570778983,0.025973785948908725,0.13617084604509264,0.11210916072408118,0.056187335,0.08403457
Tmem109,2.5156097,-0.3275373,0.011882665223780271,0.026833113250103024,0.12471166009375698,0.10292100932528798,0.058505956,0.07288573
Kcnrg,2.5150223,-0.29286683,0.011902486453999227,0.026868840714018252,0.05253367066001935,0.03442128359846407,0.019962162,0.024400666
2810402E24Rik,2.4975452,-0.38305348,0.012505651421714965,0.028192537436150775,0.05833767393407248,0.04011245200219418,0.022152621,0.028793031
A930005H10Rik,2.493912,-0.49653116,0.012634384544056939,0.028466033263358205,0.10610908549743285,0.08543609434997257,0.04342935,0.060738295
Zfp385a,2.493289,-0.42888737,0.012656577257672575,0.028511253430052154,0.1735248158345115,0.14701042238069117,0.07828335,0.10401702
Glo1,2.4823437,-0.38815156,0.013052131322626198,0.02937030136830801,0.16214004018156114,0.13624520021941855,0.08250266,0.10665597
Idi1,2.4791672,-0.26136562,0.01316895341082262,0.029625734942130257,0.08698563881241164,0.06774547449259462,0.04412212,0.052658226
Rab33b,2.4774349,-0.5797498,0.013233053479139983,0.02976246312752083,0.11570801398913609,0.09380142622051563,0.048666723,0.07188872
Rhob,2.4729083,-0.3857941,0.013401854395628113,0.03012446274138593,0.25425998958255824,0.21633296763576523,0.15633622,0.19975087
Hdac7,2.4651313,-0.3112631,0.013696307874305914,0.030765740894716592,0.44028573554579953,0.36231486560614373,0.26271176,0.31685197
Zcchc3,2.4628704,-0.26279524,0.013782969669111344,0.030950058081984103,0.07984225016742318,0.06102578167855184,0.0355374,0.042488873
Fam107a,2.4594162,-0.33201164,0.013916319851948588,0.031236447616895712,0.06935039809509636,0.050877674163466814,0.037464686,0.046934955
Arhgap4,2.4572804,-0.6173199,0.013999340847541956,0.031409676734590206,0.08810179328819108,0.0687739989029073,0.037125323,0.056400567
Scamp2,2.4566965,-0.67634577,0.014022111120706598,0.03145813858340037,0.22948136022025448,0.1936368623148656,0.107547164,0.16674455
Hif3a,2.450161,-0.28628388,0.014279233691489462,0.03200558969722404,0.042116228886077835,0.024753154141524958,0.015054468,0.018328749
Il17ra,2.4495816,-0.533254,0.014302229067074219,0.032046438878609425,0.09100379492521765,0.07172243554580363,0.041942276,0.060143895
Gm15614,2.4433804,-0.34139767,0.014550397402868917,0.032586195883904635,0.09308728328000596,0.07371091607240812,0.038260218,0.048232183
Gm28320,2.441257,-0.69129413,0.014636236253356506,0.032767511092125425,0.205521244140189,0.17347778387273724,0.089140795,0.14023907
Pi4k2b,2.4382534,-0.42730153,0.014758421817503633,0.033024549819813676,0.05923059751469603,0.04141524958859023,0.022995122,0.030800931
Rnf135,2.4197638,-0.7552315,0.015530586496616894,0.03468884947332468,0.06183495795818141,0.0438151398793198,0.023707643,0.039695904
Ccdc18,2.4190528,-0.3286846,0.01556097501287172,0.03475383580715345,0.06354639482104323,0.04573505211190346,0.02638701,0.03302818
Ccdc162,2.4175513,-0.52821004,0.015625335675181633,0.03488690702898032,0.08884589627204405,0.06987109160724081,0.036100715,0.051655885
Dixdc1,2.415909,-0.3709496,0.015695982283354303,0.03503206611460504,0.4209390579656224,0.3488754799780581,0.25156313,0.3147376
Arhgef37,2.4117002,-0.27633736,0.015878334479007016,0.03543317394327037,0.07225239973212293,0.05430608886450905,0.029185958,0.035240162
Tpcn2,2.4031973,-0.45415157,0.01625241291600699,0.03622883151261887,0.07135947615149937,0.05327756445419638,0.027071143,0.036903992
Samhd1,2.4004319,-0.6032542,0.016375739886550163,0.036491634661768364,0.1396681300692016,0.11649753154141525,0.06020516,0.090086885
Msh6,2.3945682,-0.27011955,0.016639947444693534,0.03704352840421833,0.07991666046580846,0.06178003291278113,0.03373263,0.040539406
Adipor2,2.3923674,-0.6218758,0.01674007880919356,0.037254092894072464,0.2919860108639036,0.24444596818431158,0.14277966,0.21202615
Pdia4,2.388689,-0.42860955,0.016908605052746734,0.03761044849067092,0.12500930128729817,0.1034009873834339,0.06650179,0.08851476
Slc30a10,2.3874238,-0.5516517,0.01696691833296794,0.03773703299452434,0.09502195103802366,0.07549369171695008,0.04027985,0.058500867
Kcnj2,2.3850486,-0.33683547,0.01707686879425219,0.03797215032286961,0.09070615373167647,0.07192814042786616,0.03942513,0.049540233
Sulf1,2.3643892,-0.40606734,0.018059832448830884,0.04009814062965509,0.17389686732643797,0.14749040043883707,0.114053085,0.14849243
Olfm3,2.362849,-0.29493102,0.018135059899387167,0.0402618408243025,0.4344817322717464,0.366154690071311,0.42569795,0.5013964
T2,2.3544807,-0.688036,0.01854860790771991,0.0411425701238595,0.08720886970756753,0.06822545255074054,0.035184275,0.05609105
Ntsr2,2.3407173,-0.9124531,0.019246731738513236,0.04264882746279487,0.13825433439988094,0.11375479978058146,0.074954,0.13671698
Trib1,2.3382156,-0.27950713,0.01937606304483366,0.042924792976723594,0.051268695587469305,0.034489851892484914,0.02166206,0.026232705
Bmpr1b,2.336963,-0.55717885,0.019441109076033827,0.043054693882224424,0.1926482625195327,0.16442676906198575,0.16014457,0.22757465
Pcdhgb4,2.3349092,-0.25594988,0.01954816671342076,0.04328465097565849,0.05804003274053129,0.04114097641250686,0.02149477,0.025614366
Dnase2a,2.3310757,-0.28516904,0.0197493679231371,0.04371575221144195,0.0557333134905871,0.03887822270981898,0.023465779,0.02852178
Arhgdib,2.3265927,-0.47671863,0.019986957068498408,0.044216164698711695,0.049185207232681,0.03243280307185957,0.02144734,0.029721837
Ggh,2.3221858,-0.44471392,0.020222939860350415,0.04472348922202598,0.10596026490066225,0.08625891387822271,0.04918416,0.06636372
Lipe,2.313558,-0.57797635,0.020691979297319425,0.045719388514018,0.11250837115856835,0.09215578716401536,0.04516481,0.066691495
Crot,2.3087645,-0.65880775,0.02095665122251223,0.04627374626911855,0.18550487387454423,0.15660998354360944,0.084657595,0.13056865
Dubr,2.3073006,-0.6223402,0.021038075153549753,0.04644971892981774,0.10090036461046209,0.08159626988480527,0.044850644,0.06823176
1110004F10Rik,2.2993224,-0.30476177,0.021486637079183885,0.04739336219977598,0.38819852667609195,0.3254936917169501,0.24132144,0.29052415
Hus1,2.2952502,-0.44235468,0.021718786073525773,0.047873977177656894,0.07024332167571992,0.05293472298409216,0.025900047,0.035032347
Elovl1,2.2944956,-0.5171189,0.02176204206383941,0.047965390062781145,0.08378599598184389,0.06582556226001098,0.03505595,0.04979734
Entrep1,2.2903407,-0.48192844,0.022001570935012923,0.048465503445138315,0.11526155219882432,0.09510422380691168,0.050010815,0.06917295
Smim1,2.2872603,-0.27898055,0.022180628621640042,0.048839915681674013,0.05551008259543121,0.03887822270981898,0.024779722,0.029987603
Prim1,2.2849095,-0.3124219,0.022318136126958908,0.04912256862150932,0.06406726690974031,0.04710641799232035,0.02751524,0.03405606
Asic4,-2.2916467,-1.4753759,0.02192604081651732,0.0483110058827241,0.024332167571991963,0.03970104223806912,0.010616315,0.029244728
Nrp2,-2.2925158,-0.2976207,0.021875898017711847,0.048204475950132636,0.46737108415804746,0.41867800329127813,0.37204903,0.44081125
Hapln2,-2.2968252,-1.9178178,0.02162874452017919,0.047683325012899146,0.02485303966068904,0.04011245200219418,0.011964324,0.044475008
Bmp7,-2.2990053,-2.3807766,0.021504633959278208,0.04742619754286063,0.014510008185132822,0.03010148107515085,0.005929334,0.030502748
P2ry13,-2.3025343,-1.7865905,0.021305057121402335,0.04701600565473725,0.023216013096212514,0.03867251782775644,0.01461884,0.049556788
Gm44724,-2.305563,-1.0447412,0.021135064559686143,0.046660026679711336,0.059677059305007815,0.07357377948436643,0.02276715,0.046413295
Ddo,-2.3165283,-1.5331358,0.020529443794540525,0.045367723888420426,0.04405089664409554,0.058625891387822274,0.017524881,0.049900524
Best3,-2.3284993,-1.2777246,0.019885602094705412,0.04400281053156011,0.031029094426668652,0.0464207350521119,0.011252613,0.027067097
Stab1,-2.337379,-1.8341571,0.019419482687259095,0.04301034452741938,0.025820373539697895,0.04141524958859023,0.015010887,0.052523226
Decr1,-2.3381846,-1.6118599,0.01937767250440776,0.04292481947184143,0.031252325321824544,0.046695008228195285,0.013669737,0.041207008
Lpp,-2.3569639,-0.3164613,0.018425038563661487,0.040875230036788654,0.5719919636877744,0.4906747120131651,0.5158628,0.6101268
mt-Nd4l,-2.3589542,-0.37591958,0.01832651997127056,0.04066338494038315,0.16221445047994643,0.1706664838178826,0.12514214,0.15955715
Spi1,-2.3604863,-1.9905457,0.018250997388950377,0.04050250246457686,0.023067192499441922,0.03887822270981898,0.012777886,0.04984062
Slc7a7,-2.360563,-1.8313013,0.018247215697277643,0.04049745484313622,0.0278294515961009,0.04347229840921558,0.0154899005,0.05406308
Nkx2-2,-2.3849635,-1.934607,0.017080814485107374,0.03797778115141375,0.02462980876553315,0.04052386176631925,0.010695738,0.04028403
Id3,-2.387058,-1.6094114,0.016983811631447777,0.03777147976634678,0.01971872907210358,0.03586121777290181,0.014398687,0.04330096
Dnah7b,-2.389046,-1.2225047,0.016892185196193458,0.03758014706256982,0.09621251581218841,0.10751508502468458,0.04125634,0.093750566
Crlf3,-2.390604,-1.0127789,0.016820686270687172,0.03742728056420705,0.24242875213929607,0.23059517279210093,0.11696973,0.22344656
Tgfb1,-2.3928957,-2.2647836,0.01671598973100155,0.03720356531698929,0.020239601160800653,0.03634119583104772,0.009267368,0.04377222
Adra1a,-2.3988185,-0.6437077,0.01644806520055778,0.03664672569975021,0.19845226579358582,0.20063082830499177,0.12899701,0.19483747
Gck,-2.401332,-1.6507351,0.0163355076974174,0.03640802022475162,0.021281345338194806,0.03743828853538124,0.0074733067,0.023280516
Ttll8,-2.4051833,-2.5483623,0.01616436028300045,0.03604152027252693,0.011012724161023885,0.027427317608337904,0.0049826484,0.028800977
Nxph2,-2.4071107,-1.2926213,0.016079297724145892,0.03586376108971529,0.0365354565071806,0.0523861766319254,0.018645223,0.04507296
Pik3cg,-2.4076355,-2.1640518,0.01605620860570035,0.035815235367355834,0.021876627725277178,0.037986834887548,0.011069761,0.04868268
Gm33680,-2.4078727,-1.7668858,0.016045779293538013,0.035794943098162425,0.042934742168316095,0.05800877674163467,0.01892464,0.06299108
Prex2,-2.4128094,-0.80591947,0.01583009299658944,0.035328455051358655,0.4151350546915693,0.36512616566099837,0.30028093,0.477666
Mxi1,-2.4165366,-0.5738834,0.01566895594544309,0.03497755638897199,0.3947466329339981,0.35381239714755897,0.23169287,0.3279418
Lama1,-2.4210942,-1.9731028,0.015473866734120885,0.03456503442894905,0.019123446685021205,0.03551837630279758,0.0086456835,0.033522915
Adgre1,-2.4216256,-1.9274783,0.01545126134446007,0.034520278733320205,0.02805268249125679,0.04408941305540318,0.014814645,0.055219833
Stk32b,-2.429254,-1.3241982,0.01512992630611769,0.03382768512609272,0.03564253292655704,0.05156335710367526,0.01543149,0.038200162
Gm5089-1,-2.431548,-2.7640946,0.015034453437351311,0.03362541733491175,0.010417441773941513,0.027015907844212837,0.004283581,0.02874461
Cmtm7,-2.4445598,-1.9468839,0.014502904506204246,0.032482540975386186,0.03177319741052161,0.0477921009325288,0.01662319,0.062622495
Or13a18,-2.448187,-1.4475627,0.014357710339657163,0.03216807111036337,0.02976411935411861,0.04594075699396599,0.009909505,0.026799869
Aebp1,-2.4496126,-2.1574128,0.014300996344314287,0.032046349076117496,0.016816727435077016,0.0333927591881514,0.00905353,0.039771035
5830408C22Rik,-2.4498987,-2.0898373,0.014289642094548227,0.032023576570518006,0.013691494902894561,0.03037575425123423,0.0052376497,0.02210897
Lrp5,-2.4522326,-1.8106182,0.014197285901095,0.03182722110482418,0.041223305305454275,0.056774547449259465,0.018093374,0.06208039
Plekhd1,-2.4546337,-1.740201,0.014102818447820976,0.03162863965386442,0.01904903638663591,0.03565551289083928,0.006416328,0.021276722
Tmem100,-2.4590924,-1.4982177,0.013928874260321042,0.03126201565108807,0.032889351886301064,0.049026330224904005,0.019471202,0.05405622
Car14,-2.465684,-1.8707105,0.01367519032437152,0.030720873172465742,0.023290423394597814,0.03976961053208996,0.011831853,0.042606894
Mmp15,-2.474308,-1.7044234,0.01334945490341901,0.030016724121746344,0.030359401741200984,0.046695008228195285,0.0138126435,0.0443303
Fam20a,-2.4812121,-1.4826154,0.01309363925523253,0.029461236542295936,0.08259543120767915,0.09537849698299507,0.03800338,0.10277869
Jun,-2.4858425,-0.5561571,0.012924520123615892,0.029090455329331463,0.16578614480244067,0.17231212287438288,0.10648784,0.15290552
Elk3,-2.488364,-1.3071147,0.012833230880173106,0.02889708486971016,0.09963538953791205,0.11128634119583104,0.04594016,0.11004543
C1qc,-2.4899876,-1.184152,0.012774751790725476,0.02876781600878256,0.07887491628841432,0.09277290181020297,0.058871493,0.12908751
Amotl2,-2.4921923,-1.4721969,0.012695728709326193,0.028592258018573027,0.03683309770072178,0.053071859572133846,0.016919853,0.04625599
