names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT-ET Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Gm46210,3.6964505,0.34902668,0.0002186349178601231,0.0005574267238733758,0.06726690974030806,0.04114097641250686,0.026158335,0.020594716
Cfap91,3.693948,0.8450726,0.0002207989603795884,0.0005628907082921766,0.042116228886077835,0.016456390565002744,0.01687744,0.009430508
Nme4,3.690527,0.6331075,0.000223789973866062,0.0005704075695106323,0.0492596175310663,0.023518924849149754,0.019501112,0.012617507
Asb11,3.6877599,0.70271146,0.000226236925364481,0.000576316475591923,0.05186397797455168,0.0261930883159627,0.021866573,0.013491725
Chn1os3,3.6769476,0.7865326,0.00023604145732526865,0.0006009507256329325,0.046283205595654436,0.020707624794295117,0.017031163,0.009908872
A930033H14Rik,3.6725903,0.33782974,0.0002401043483042145,0.0006109473332324095,0.053054542748716425,0.02735874931431706,0.019902365,0.01577994
A930016O22Rik,3.6645265,0.3897856,0.0002477966434737943,0.0006299835187946687,0.0514919264826252,0.025850246845858474,0.02177555,0.01666271
Dbr1,3.6640203,0.27046147,0.0002482872015119327,0.0006311709654328885,0.06399285661135501,0.037986834887548,0.027571075,0.022911469
Fancb,3.6632376,0.25609115,0.00024904739008650603,0.0006330435504327327,0.061090854974328444,0.03524410312671421,0.02455033,0.020598127
Adgrf4,3.6582024,0.33092168,0.0002539904493144127,0.0006454249454395943,0.05833767393407248,0.032569939659901265,0.022066552,0.017583039
Gm49871,3.6496243,0.740908,0.0002626242004265194,0.0006669230002325467,0.04189299799092194,0.016524958859023588,0.015648764,0.009393027
Rnd1,3.6457043,0.5816274,0.0002666604497717804,0.0006770237499009352,0.049185207232681,0.023724629731212286,0.019740727,0.013234042
4930586N03Rik,3.6400049,0.5223014,0.00027263299786877825,0.0006919475444161776,0.05015254111168986,0.024684585847504114,0.018378917,0.0128321275
Adra2c,3.638786,0.4727061,0.00027392622970955603,0.0006950984788266852,0.05238485006324876,0.026878771256171146,0.025701202,0.018586818
Gm34552,3.6382089,0.44574025,0.00027454073496580576,0.0006965920253570538,0.05253367066001935,0.02694733955019199,0.02099466,0.015457304
Htr2b,3.6366627,0.4585574,0.0002761931306374266,0.0007005200509937373,0.05156633678101049,0.026124520021941853,0.020174587,0.014721511
Gm4419,3.6363006,0.5769344,0.00027658150895960973,0.0007013727015614112,0.04419971724086614,0.01885628085573231,0.016821029,0.011307804
Gm20939,3.6357737,0.4838076,0.00027714755333846727,0.0007027417909035214,0.04739936007143389,0.02207899067471201,0.018221563,0.013063758
Clca3a1,3.6343303,1.0886315,0.00027870358722394063,0.0007066206254677566,0.032963762184686364,0.007816785518376303,0.012809837,0.006043719
Gm12963,3.6334944,0.63128775,0.0002796084399821808,0.0007088478896425321,0.04650643649081033,0.02118760285244103,0.017485172,0.011323347
Pard6a,3.6333585,0.25125024,0.00027975590866891384,0.000709154836408841,0.07188034824019644,0.04594075699396599,0.04273568,0.03602658
Gm39822,3.6257892,2.03497,0.00028808035918239744,0.0007296370299963257,0.03236847979760399,0.007336807460230389,0.012284781,0.0030115955
Kif22,3.6255467,0.40192953,0.00028835074603995994,0.0007302530203669861,0.053724235434184094,0.028318705430608885,0.02274198,0.017259568
Wdr24,3.6186676,0.28733152,0.00029612363553262953,0.0007497260045945307,0.05900736661954015,0.033529895776193086,0.024408724,0.02004475
Gm15631,3.6182501,0.577633,0.0002966017153022372,0.0007508656576381302,0.048664335143983925,0.023381788261108063,0.019010661,0.012778186
Rhpn1,3.616945,0.69028646,0.0002981006972497627,0.0007545182493501434,0.044571768732792616,0.01940482720789907,0.017422564,0.010833012
Gm21691,3.612804,0.2959,0.0003029036271272672,0.0007664582786429672,0.06257906094203437,0.03702687877125617,0.024296312,0.01983527
Acp7,3.6102958,1.688208,0.00030584813059046114,0.000773836089356468,0.032889351886301064,0.007953922106417993,0.012926024,0.00402901
Lemd1,3.61008,1.1913291,0.0003061027067272519,0.000774407280836198,0.03921422724905127,0.01426220515633571,0.019124808,0.00841979
Cyb5r1,3.6066973,0.2722449,0.0003101191209209641,0.0007844206701634477,0.06146290646625493,0.03592978606692265,0.030283634,0.02514063
Gm37233,3.6058354,0.30146492,0.0003111501680175423,0.0007868804719653047,0.0514919264826252,0.026261656609983544,0.019223796,0.015626887
Gpat3,3.6054046,0.55548924,0.0003116668942598403,0.0007881130668889431,0.051194285289084006,0.02605595172792101,0.021042151,0.014365642
Selenok-ps1,3.6020627,0.48746833,0.0003157022152392519,0.0007980167943065568,0.05498921050673413,0.029758639605046627,0.02054402,0.014696577
Gm43166,3.5983083,0.47936407,0.000320293797011736,0.0008094708733733395,0.054468338418037054,0.02921009325287987,0.019582868,0.014085432
