names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pericytes (for_DEGs),mean_expr_Rest (for_DEGs)
Gm5441,-2.5514793,-26.034458,0.010726668928638244,0.04882696834025235,0.0,0.1388600293769928,0.0,0.06647194
Nutf2,-2.5521376,-26.077751,0.010706422661423883,0.048751326370523596,0.0,0.13889585497796725,0.0,0.0684291
Rabgap1l,-2.5530171,-0.7687703,0.010679420956657843,0.04863661713650784,0.5486725663716814,0.830186651381077,1.2018077,1.602071
Slc25a53,-2.5542057,-1.4332325,0.01064303800290815,0.048479137334826575,0.035398230088495575,0.17590370078458067,0.034865297,0.091498256
Ing4,-2.554223,-0.56738776,0.010642503782892748,0.048479137334826575,0.061946902654867256,0.20871995127718268,0.08071688,0.117399916
Arl5b,-2.5546718,-0.4363525,0.01062880029401724,0.04843070440906278,0.07079646017699115,0.21875111955003046,0.09284706,0.12368218
Fn3k,-2.5553124,-2.0755525,0.010609251102123102,0.04834982651188056,0.017699115044247787,0.15877906351879054,0.020462338,0.08354911
Slc35f5,-2.5556445,-0.39631355,0.010599133650142764,0.04831191198970926,0.07079646017699115,0.21971841077634077,0.09360886,0.12146791
Znhit6,-2.5558193,-0.31700256,0.010593812122899062,0.04829584861593108,0.07079646017699115,0.21950345717049405,0.09613678,0.11841138
Srp68,-2.557299,-0.7332221,0.010548851671726159,0.048099040288355994,0.05309734513274336,0.2001576326442876,0.06912637,0.112414956
Pgrmc2,-2.5573573,-1.1755959,0.01054708505303636,0.048099040288355994,0.061946902654867256,0.2072152760362555,0.058796465,0.12821297
Gss,-2.5574155,-5.2068267,0.010545318697513729,0.048099040288355994,0.008849557522123894,0.14735069680793894,0.0023633663,0.08377925
Casp8ap2,-2.5576427,-0.806654,0.010538432424913738,0.048076006665098835,0.07079646017699115,0.2182137355354136,0.07687749,0.13083015
Gm56829,-2.5577416,-2.0547867,0.010535431968361687,0.04807048004582757,0.008849557522123894,0.1493569304625085,0.01842696,0.07443049
Pcyox1,-2.557759,-0.2908765,0.010534902554918022,0.04807048004582757,0.10619469026548672,0.26145523591158243,0.14136435,0.17038722
Lamtor3,-2.5585105,-0.52437556,0.010512160151524742,0.04798059168871578,0.05309734513274336,0.1994411206247985,0.080589585,0.11396368
Irf2bp2,-2.559268,-1.4236327,0.010489285643844734,0.04788431961435746,0.035398230088495575,0.1764410847991975,0.041286558,0.10712519
Lrrc1,-2.559734,-2.3438745,0.010475231043052924,0.04783069018958909,0.02654867256637168,0.16784294056532797,0.022573233,0.10966072
Pxylp1,-2.5608933,-1.5516943,0.01044034286826683,0.04769330378618322,0.04424778761061947,0.18797692831297244,0.03567647,0.101181775
Adra1a,-2.561732,-0.93499994,0.010415161664166905,0.047586361828968665,0.05309734513274336,0.2001576326442876,0.08886577,0.16354622
Ipo13,-2.5617554,-1.6823502,0.01041446295834932,0.047586361828968665,0.02654867256637168,0.1692401390033318,0.031319026,0.09722575
Rabl2,-2.562938,-1.8915094,0.01037905835997517,0.047453683534547014,0.008849557522123894,0.14964353527030416,0.020048339,0.07244593
Ppard,-2.5629904,-0.41619155,0.010377491180409619,0.047453683534547014,0.07964601769911504,0.2306810446745244,0.10670516,0.13998955
Scn9a,-2.5630603,-0.8985251,0.0103754019352141,0.047453114893481335,0.05309734513274336,0.19639594454196968,0.067099325,0.121665105
Ermard,-2.5632935,-0.58775854,0.010368440487524522,0.04742934897851275,0.05309734513274336,0.20037258625013435,0.077974625,0.11500493
Tmem127,-2.5645516,-0.55306226,0.01033092044599939,0.04726576407015216,0.07964601769911504,0.23089599828037116,0.09551095,0.13718767
Calu,-2.5646622,-0.25059274,0.010327625860966777,0.04725873754839532,0.07964601769911504,0.23089599828037116,0.12265791,0.14431895
Mrpl13,-2.5647554,-0.8616568,0.010324852198856488,0.047254092758179836,0.035398230088495575,0.1807043313151578,0.059336685,0.10533707
Cfap20dc,-2.5648022,-0.89008313,0.010323465616425527,0.047254092758179836,0.04424778761061947,0.1881918819188192,0.055205505,0.10001572
Nufip1,-2.5655477,-0.28171873,0.010301302824991705,0.0471775463154682,0.05309734513274336,0.20241464550567836,0.087630995,0.10556188
Cmc1,-2.565909,-1.414851,0.010290582954487947,0.047137395838235785,0.04424778761061947,0.18847848672661485,0.043460567,0.11193042
Ppp1r8,-2.5668118,-0.8028293,0.01026382670509533,0.047030870321608374,0.04424778761061947,0.18912334754415505,0.0599217,0.10231293
Sfxn3,-2.5671906,-0.31868556,0.010252624783488365,0.04698755380050015,0.04424778761061947,0.19206104682406047,0.08106733,0.100132816
Gtf2b,-2.5675225,-0.5399697,0.010242810517190493,0.046950583179274745,0.04424778761061947,0.19173861641529036,0.07601705,0.10870534
Pja1,-2.5676217,-1.0797176,0.010239885074756759,0.046945182043800396,0.02654867256637168,0.170279081431591,0.053940803,0.11077312
Pnma2,-2.5680177,-1.8107876,0.01022819074124574,0.04689957085618993,0.035398230088495575,0.17823236484792032,0.02976912,0.100759104
Vps13b,-2.56895,-0.74662054,0.010200721546906575,0.04678789057418614,0.48672566371681414,0.8027442410346434,1.0372393,1.4002162
Ing3,-2.5690897,-0.67328745,0.010196606837200183,0.04677869655379357,0.04424778761061947,0.18951742915487407,0.068804696,0.107585505
Elp5,-2.56962,-1.346164,0.010181018649335802,0.046715159000623806,0.035398230088495575,0.1789847024683839,0.041467164,0.10223198
Rps9,-2.5709364,-0.28326547,0.010142396865284562,0.046553844169831944,0.1504424778761062,0.31551606778203706,0.23240031,0.2764066
Cdh6,-2.571548,-0.30201125,0.010124497540300923,0.046479625646315706,0.12389380530973451,0.28398953892451545,0.20602736,0.2484702
Flot1,-2.5720081,-0.3161425,0.01011104897695111,0.046425817841879075,0.07964601769911504,0.23426360477197006,0.11548372,0.14185347
Zfp37,-2.5735462,-0.64693743,0.010066222266946073,0.04623579355775059,0.04424778761061947,0.19091462759287786,0.06990725,0.10740075
Gm20063,-2.573552,-2.0111637,0.010066052805806613,0.04623579355775059,0.017699115044247787,0.15874323791781608,0.024400331,0.09491869
Shq1,-2.5752413,-0.80572,0.010017016142989506,0.046025517059187414,0.02654867256637168,0.1708522910471823,0.051496074,0.08835358
Sema3a,-2.5762842,-0.25922564,0.009986854983981322,0.04589478252429932,0.07079646017699115,0.22401748289327553,0.15370047,0.18135792
B3gat3,-2.5764706,-0.74337727,0.009981471576117127,0.0458857384517138,0.061946902654867256,0.20786013685379573,0.07751339,0.12656754
Blzf1,-2.576482,-0.29573604,0.009981135198966118,0.0458857384517138,0.07079646017699115,0.22154551642603804,0.098289825,0.119364314
Far1os,-2.576721,-2.6510026,0.009974241692203067,0.0458681968628267,0.035398230088495575,0.1749722351592448,0.01478756,0.08944884
Tm9sf1,-2.577152,-26.16412,0.009961810487093813,0.045818871583055594,0.0,0.1402572278149966,0.0,0.07250135
Pip4p1,-2.5775483,-1.3847519,0.009950399387476085,0.04577422214372238,0.035398230088495575,0.18059685451223445,0.042212218,0.106687926
Phc1,-2.5775483,-0.95451105,0.009950399387476085,0.04577422214372238,0.05309734513274336,0.19750653817217784,0.05790609,0.1093299
Bmper,-2.5780084,-0.6709991,0.00993715699738736,0.0457367948817743,0.05309734513274336,0.20169813348618923,0.09652775,0.14958435
Cog1,-2.5794125,-2.2774334,0.009896856273215293,0.045559110512471294,0.008849557522123894,0.1505033496936911,0.01662745,0.078151405
Ehd3,-2.5795465,-0.49924222,0.00989301776793813,0.04554924390412912,0.07964601769911504,0.23451438397879124,0.10565111,0.14627022
Usp5,-2.5813582,-0.4716461,0.009841244570892138,0.045349724167359245,0.061946902654867256,0.2109053129366245,0.09110801,0.12422701
2900093K20Rik,-2.5820222,-1.5609323,0.009822327167390234,0.04527642769848507,0.035398230088495575,0.17758750403038012,0.03286666,0.09402069
Ccnjl,-2.5822785,-0.86521196,0.009815034384692226,0.045252226135326035,0.061946902654867256,0.21126356894636908,0.08036085,0.14187163
Gm26672,-2.5823076,-0.67014533,0.00981420596476387,0.045252226135326035,0.05309734513274336,0.20058753985598107,0.072015196,0.11227481
Tmem222,-2.5828087,-0.950762,0.009799966891037801,0.045198268170646365,0.035398230088495575,0.18016694730054097,0.05619966,0.10592496
Acsl5,-2.5829659,-0.71369493,0.009795500282965098,0.04519318210907833,0.061946902654867256,0.20854082327231038,0.07372002,0.118199565
Syt5,-2.5834785,-0.6833789,0.009780955038847123,0.045133824814326325,0.08849557522123894,0.2393150145093684,0.09903615,0.15459403
Spryd7,-2.5841775,-1.175942,0.00976115163497907,0.045050179394003374,0.035398230088495575,0.18084763371905563,0.047694482,0.10469529
Fam163b,-2.5844922,-0.7976542,0.009752251767408432,0.04501683645254502,0.04424778761061947,0.191631139612367,0.07440002,0.1259806
Sema5b,-2.5855641,-0.97193927,0.009721980573020114,0.04488481408884029,0.04424778761061947,0.19127288360262243,0.08248277,0.15584715
Rbsn,-2.5859776,-1.2249795,0.009710322252017671,0.044838693746642865,0.05309734513274336,0.19954859742772185,0.048338886,0.10954367
Gps1,-2.5863912,-0.7763182,0.009698676393846832,0.044800315403586796,0.04424778761061947,0.1911295811987246,0.06993136,0.11694966
Mapk11,-2.586566,-2.1913142,0.009693759351478322,0.044785301543023126,0.008849557522123894,0.1509332569053846,0.016185464,0.07187773
Dnajc2,-2.5876088,-1.8018854,0.009664467154967202,0.04465764960515369,0.04424778761061947,0.18890839393830833,0.032361723,0.10857016
B3galnt1,-2.587638,-1.3203397,0.00966365007121155,0.04465764960515369,0.05309734513274336,0.1978647941819224,0.04690899,0.11327005
Asb13,-2.5880048,-0.56333613,0.009653360090925541,0.04463703074224218,0.04424778761061947,0.19130870920359688,0.07069992,0.10278552
Sepsecs,-2.588908,-0.2964568,0.009628085039898282,0.044535487178871895,0.07964601769911504,0.23440690717586787,0.10698602,0.12986827
Slitrk2,-2.5890827,-1.6708193,0.00962319991469461,0.044520554701763804,0.035398230088495575,0.17977286568982195,0.038072426,0.11650038
Ss18l2,-2.5896595,-2.237838,0.009607094676202544,0.04445369966412301,0.017699115044247787,0.15999713395192205,0.022791075,0.103222124
Fam53a,-2.58977,-1.1176429,0.009604006521856326,0.04444706428561479,0.04424778761061947,0.19095045319385232,0.05126556,0.10808546
Mapkapk2,-2.5916226,-0.6282465,0.009552451773735161,0.04423132503192551,0.061946902654867256,0.21101278973954787,0.07908572,0.11974149
Gm32542,-2.5916867,-2.6662812,0.009550672857544792,0.044230710045196235,0.008849557522123894,0.1511840361122058,0.011178917,0.06892961
Csdc2,-2.592578,-1.7475451,0.009525960361723524,0.04412386742277385,0.017699115044247787,0.16128685558700248,0.029446071,0.0956248
Sema4b,-2.5928867,-0.64526427,0.009517413131081362,0.0440918777296821,0.04424778761061947,0.19069967398703114,0.06793987,0.10431741
2310022A10Rik,-2.593609,-26.156519,0.0094974425497027,0.04400694625116598,0.0,0.14115286783935801,0.0,0.07213386
Egr1,-2.5958576,-1.5670452,0.009435515083692036,0.04373508544053908,0.035398230088495575,0.17937878407910293,0.040555913,0.11567962
Thoc5,-2.596178,-0.3055476,0.00942672060030963,0.04370186033994475,0.07079646017699115,0.22283523806111846,0.0986156,0.120525725
Gm10855,-2.5966034,-1.4796166,0.009415059215139153,0.04365533064897136,0.035398230088495575,0.17945043528105184,0.031440925,0.085327476
Gm41414,-2.5968013,-0.70670116,0.009409632278739333,0.043637697502541574,0.05309734513274336,0.20083831906280228,0.08062556,0.12842543
Soga1,-2.6009083,-0.35479277,0.009297730181678286,0.04316344332786723,0.11504424778761062,0.2756779994984416,0.16062304,0.20116052
Elac1,-2.6018753,-1.2688408,0.009271554938515635,0.04305680629068702,0.02654867256637168,0.17031490703256547,0.037521034,0.0881313
Ncald,-2.6021433,-0.49680185,0.009264313202912771,0.04303061292346866,0.415929203539823,0.7019668254934976,0.83555406,1.0448618
Gm8098,-2.6024928,-0.75460637,0.009254875046517676,0.042994206863749995,0.02654867256637168,0.17271522229785405,0.050009448,0.082979836
Golga7,-2.6025453,-2.7095325,0.009253460063370402,0.042994206863749995,0.017699115044247787,0.1609285995772579,0.014837697,0.09328857
Agtpbp1,-2.6029298,-0.29094294,0.009243089417897487,0.04296173891349342,0.3805309734513274,0.6843764554150396,0.69978434,0.8063575
Slc30a4,-2.603122,-0.96036977,0.009237907985771149,0.042945084355998406,0.04424778761061947,0.19041306917923548,0.05825594,0.11039739
Copz1,-2.6031454,-0.28583747,0.009237280109564469,0.042945084355998406,0.07079646017699115,0.22376670368645435,0.10452891,0.12604348
Sc5d,-2.6048813,-0.45195973,0.009190610304682913,0.04275770322488938,0.07964601769911504,0.23275892953104288,0.10475506,0.1406909
Gjc3,-2.6061804,-2.211648,0.009155824043231344,0.04260772290294877,0.04424778761061947,0.18672303227886647,0.053354118,0.22621876
Abca1,-2.607363,-0.619626,0.00912425986454527,0.042475547914125326,0.10619469026548672,0.25977143266578295,0.15925232,0.23526815
Slc35a5,-2.6079164,-0.8921565,0.009109521845199912,0.04241428729518656,0.05309734513274336,0.200265109447211,0.064517684,0.116616435
Katnal2,-2.6095243,-1.5866572,0.009066824507297148,0.042237443569881135,0.035398230088495575,0.17991616809371977,0.031845883,0.0927517
Tsc2,-2.6095474,-0.89329815,0.009066207021039612,0.042237443569881135,0.035398230088495575,0.18181492494536597,0.054397877,0.09879333
Doc2b,-2.6098678,-1.3340508,0.009057720391606057,0.04220966821409204,0.04424778761061947,0.19019811557338875,0.0463377,0.11294537
Gpsm1,-2.6116912,-0.8087064,0.009009558656619948,0.04200708677830609,0.04424778761061947,0.1917744420162648,0.06280342,0.10754144
Eapp,-2.6132932,-0.40543273,0.008967432887613177,0.04182519036454887,0.07079646017699115,0.2243757389030201,0.10941433,0.14249136
5430402O13Rik,-2.6143768,-0.9383122,0.008939040359624777,0.041714486707731466,0.035398230088495575,0.18274639057070183,0.051539995,0.0965412
2610044O15Rik8,-2.6144292,-0.44299468,0.008937668566329661,0.041714486707731466,0.07079646017699115,0.2235517500806076,0.09268956,0.12401138
Ttpal,-2.6150992,-1.5720987,0.008920156639405102,0.04164082850952312,0.02654867256637168,0.17142550066277362,0.030704366,0.088662185
Pfas,-2.6152914,-1.2172117,0.008915137139816131,0.041624628140201465,0.035398230088495575,0.182603088166804,0.042281717,0.095684305
Ccdc82,-2.6153438,-0.48147544,0.008913768623302211,0.041624628140201465,0.08849557522123894,0.24085551535127,0.111282304,0.15215777
Cep57l1,-2.6155126,-0.40430665,0.00890936023527241,0.04161211707313918,0.07964601769911504,0.2356249776089994,0.10433781,0.1358826
Fastkd1,-2.6162817,-0.63970864,0.00888931906415699,0.04152573074650527,0.035398230088495575,0.18321212338336976,0.06211425,0.095167875
Mpp3,-2.6169224,-1.1471523,0.008872648859551874,0.04145506431162561,0.04424778761061947,0.19037724357826102,0.04852467,0.10446891
Syt3,-2.6176682,-0.88013345,0.008853285961583303,0.04138618541888368,0.04424778761061947,0.19216852362698383,0.05695739,0.102444306
Fnta,-2.617878,-0.5917647,0.008847846952197876,0.04136795677841603,0.08849557522123894,0.2428259234048651,0.10024981,0.14748679
Glra3,-2.618711,-2.7402806,0.008826271465164376,0.04127426283831653,0.017699115044247787,0.16089277397628346,0.017982258,0.11443915
Msrb2,-2.6188624,-0.76720566,0.008822353703151337,0.041263123412302254,0.04424778761061947,0.1905563715831333,0.059956614,0.09999527
Psmd3,-2.6189497,-3.019583,0.00882009416262051,0.04125973714303849,0.02654867256637168,0.16934761580625515,0.012536634,0.09740232
Entpd5,-2.6191304,-3.621097,0.008815426083831424,0.04124508077181793,0.017699115044247787,0.1600329595528965,0.007599869,0.0897198
Retreg2,-2.6203246,-0.45603153,0.008784612052963095,0.0411152283335862,0.09734513274336283,0.2514598932397091,0.12073655,0.16214873
Eif5a,-2.6210644,-1.1473165,0.008765570697524067,0.04103325516419367,0.04424778761061947,0.19181026761723927,0.07146114,0.15193152
Adamts2,-2.6222878,-1.5239811,0.008734165890676087,0.04089336774393909,0.04424778761061947,0.18962490595779743,0.047367103,0.13058771
Dgat2,-2.622311,-1.0370878,0.008733568680943953,0.04089336774393909,0.04424778761061947,0.19173861641529036,0.05875885,0.11706353
Rab43,-2.6225731,-0.37515628,0.008726852585477705,0.04087337092065294,0.07079646017699115,0.22211872604162936,0.09772243,0.12499592
Brpf3,-2.624315,-0.65452117,0.008682344955600718,0.04067200295623977,0.061946902654867256,0.21294737219216853,0.07699515,0.118658684
Zgpat,-2.6243732,-0.72336084,0.008680859918406546,0.04067200295623977,0.05309734513274336,0.20273707591444848,0.06574816,0.10633988
Nadk2,-2.6245363,-0.7704079,0.008676703021901948,0.04065975064501314,0.04424778761061947,0.19249095403575395,0.07200339,0.11986933
Fam104a,-2.6245887,-0.27430776,0.008675367254474223,0.04065975064501314,0.08849557522123894,0.24759072833446782,0.12970284,0.15485787
Pstpip2,-2.625084,-0.4662267,0.008662760735181243,0.04060858006879274,0.07964601769911504,0.23712965284992657,0.14579415,0.1962542
4933407K13Rik,-2.626482,-2.0557055,0.008627254193315986,0.04044919214350036,0.017699115044247787,0.16261240282305736,0.021321794,0.085807525
Ccnk,-2.626482,-0.9271556,0.008627254193315986,0.04044919214350036,0.035398230088495575,0.18421524021065452,0.052092224,0.09683621
Abhd16a,-2.62675,-1.542619,0.008620463648076384,0.04043852273460413,0.04424778761061947,0.18962490595779743,0.03832354,0.10778851
Nnat,-2.627723,-0.28360608,0.008595851156641158,0.04033714994393083,0.168141592920354,0.3423136173109304,0.28771964,0.34061086
Vstm2l,-2.6280782,-1.7858878,0.008586876640931964,0.04030207429551823,0.035398230088495575,0.18059685451223445,0.03318767,0.11007475
Phlpp1,-2.628358,-0.5292471,0.008579820616844725,0.04027599230863343,0.4424778761061947,0.7479310715437252,0.89634264,1.1293042
Fcho1,-2.6291559,-26.07977,0.00855971004956023,0.04019563247670105,0.0,0.14308745029197864,0.0,0.06852186
Tada1,-2.6295345,-1.1138879,0.008550183288637115,0.040157913820255076,0.02654867256637168,0.17396911833196002,0.045314398,0.095609285
Ttbk2,-2.629919,-0.34813717,0.008540519662966454,0.040119539046137874,0.061946902654867256,0.21423709382724895,0.10358506,0.13008574
Vac14,-2.630356,-1.1405705,0.008529550124628894,0.040075015186007756,0.035398230088495575,0.18396446100383335,0.045686062,0.09808774
Slc1a4,-2.6306531,-0.9241483,0.008522098036001478,0.04004700493657917,0.035398230088495575,0.18328377458531867,0.058498427,0.10824035
A230077H06Rik,-2.6317542,-0.9194863,0.008494532207856793,0.03993143464400141,0.061946902654867256,0.21366388421165766,0.0671689,0.1234646
Tmem64,-2.6334085,-1.1025536,0.008453260448050197,0.03974437589485718,0.035398230088495575,0.18360620499408878,0.05146775,0.10742964
8430429K09Rik,-2.6339386,-1.1248641,0.008440074034114958,0.039689322593046715,0.02654867256637168,0.1727510478988285,0.0421354,0.08970592
Tmc7,-2.6353018,-1.0340259,0.008406250546122039,0.03954410927421204,0.05309734513274336,0.20012180704331314,0.06435227,0.12760898
4933431E20Rik,-2.635395,-2.2731006,0.008403942263317456,0.03954017310722116,0.008849557522123894,0.15358435137749435,0.018981718,0.08858461
Ehbp1,-2.6354766,-0.59477025,0.008401922980929191,0.03953759553372458,0.46017699115044247,0.7736180274424104,0.94032276,1.2111013
Gm12258,-2.6384418,-1.6988834,0.008328801718447264,0.03922785314192427,0.017699115044247787,0.16379464765521443,0.026337223,0.08308993
Hdac5,-2.6389544,-0.63660204,0.00831621780913026,0.03917545100479139,0.07079646017699115,0.2252713789273815,0.08660242,0.13158895
Pprc1,-2.6392398,-1.4185703,0.008309218234621284,0.03914934139299911,0.017699115044247787,0.1641170780639845,0.03239172,0.08434805
Snhg12,-2.639729,-1.3321197,0.008297231225853274,0.039106578326377386,0.04424778761061947,0.19274173324257515,0.044037215,0.10737431
Serpine2,-2.640137,-0.72722065,0.008287253872920959,0.03906640553778705,0.10619469026548672,0.26027299107942536,0.14974488,0.23698115
Tnfaip8l3,-2.640836,-1.6563268,0.00827017481109338,0.03899957830362919,0.02654867256637168,0.17393329273098557,0.031389717,0.095777236
Gpr173,-2.64157,-0.6959703,0.00825227569755759,0.038922002456270394,0.05309734513274336,0.20417009995342672,0.06892078,0.109380774
Zfp866,-2.6416574,-0.51285,0.008250147161304566,0.03891879463206701,0.04424778761061947,0.19478379249811917,0.07711548,0.10830485
1700019D03Rik,-2.6436381,-26.239376,0.008202031923573225,0.038698612429572,0.0,0.14387561351341668,0.0,0.076239355
Map2,-2.644401,-0.7779143,0.008183560526760107,0.03862422516450986,0.5752212389380531,0.8403252964568481,1.3089077,1.7286708
Etfdh,-2.646044,-0.38195854,0.008143923950685184,0.038451456080638005,0.061946902654867256,0.21541933865940602,0.09512696,0.122260466
Zswim3,-2.6462188,-0.42279002,0.008139717422451667,0.03843834923396771,0.04424778761061947,0.19399562927668113,0.076589406,0.10138577
Panx2,-2.6467662,-1.1500051,0.008126549558163736,0.03838291204567755,0.035398230088495575,0.1831046465804464,0.044631485,0.09647978
Plppr3,-2.6480246,-2.3601642,0.008096363709165872,0.038253788089552834,0.035398230088495575,0.18134919213269804,0.02019974,0.09963327
Ssbp4,-2.6496382,-0.80140114,0.008057800065083007,0.03808497585730526,0.05309734513274336,0.20463583276609465,0.07194404,0.1222212
Gm16124,-2.6506343,-2.143457,0.008034075801611074,0.03797952441753863,0.008849557522123894,0.1544441658008813,0.020798229,0.088791765
Med20,-2.6511762,-0.5442273,0.008021199404986357,0.03792532606228812,0.035398230088495575,0.18589904345645397,0.06669619,0.0958334
Etv3,-2.6526208,-2.2635214,0.007986952638820082,0.03777669730770914,0.02654867256637168,0.1738974671300111,0.019278813,0.08935405
Sfxn4,-2.652691,-0.7281519,0.007985298863200308,0.03777552472785075,0.035398230088495575,0.18529000823988823,0.06053187,0.09836806
Zfp72,-2.6531043,-3.267766,0.007975520296964618,0.03773590955792205,0.017699115044247787,0.16268405402500627,0.008742006,0.08118191
Uevld,-2.653582,-0.32847023,0.007964240086542819,0.03768917420313588,0.07964601769911504,0.23777451366746677,0.11031453,0.13666946
Gtf2e1,-2.6556034,-2.271158,0.007916663530840027,0.03749043868059068,0.017699115044247787,0.16286318202987854,0.018448658,0.08606768
Flt3,-2.6564424,-1.5674212,0.007896994796336577,0.03740388686366364,0.035398230088495575,0.18170744814244258,0.034776475,0.09973819
Gm49969,-2.6565998,-0.54943013,0.007893311785194434,0.03739303379199126,0.05309734513274336,0.204349227958299,0.076387405,0.10990698
Zfp711,-2.6590989,-0.49975687,0.007834998904657404,0.037142981751613346,0.08849557522123894,0.2453695410740515,0.10239542,0.14189602
Mrps5,-2.6593084,-0.46872038,0.007830123111938437,0.037126417507991144,0.05309734513274336,0.20685702002651093,0.09014886,0.12270529
Vwa3a,-2.659419,-1.9269787,0.007827550872964661,0.0371207716125239,0.017699115044247787,0.16483359008347365,0.026579412,0.09751286
Psmd12,-2.6613123,-0.30770344,0.007783669115037171,0.03692570429397048,0.10619469026548672,0.2689427865152438,0.14114228,0.17195684
Camkk1,-2.6616328,-0.3984833,0.007776264817235244,0.036897092643318204,0.061946902654867256,0.2182137355354136,0.09839949,0.12777595
2610020C07Rik,-2.6626058,-0.33725363,0.007753821334476859,0.03680359993947945,0.07079646017699115,0.2272417869809766,0.10682469,0.13315676
Efcab12,-2.6640446,-26.1078,0.007720732887517595,0.03667245760784829,0.0,0.14498620714362484,0.0,0.06982039
Heatr5a,-2.664732,-0.5949946,0.007704970162101785,0.03660405732950406,0.07964601769911504,0.23412030236807221,0.10914946,0.16058749
Stub1,-2.6651456,-0.3608636,0.0076954997136028155,0.03656553091149561,0.09734513274336283,0.2570486869917243,0.1445638,0.1821028
Wbp2,-2.6652446,-0.6285592,0.007693233689992183,0.036561229085619026,0.07079646017699115,0.22308601726793967,0.094519764,0.14259142
Gm35835,-2.6655242,-2.4421685,0.0076868387333551835,0.03653729997616377,0.008849557522123894,0.1552681546232938,0.016185464,0.08496331
Dtwd1,-2.6660194,-26.175558,0.007675526018329028,0.03648998303476663,0.0,0.1450936839465482,0.0,0.07305798
Sema3e,-2.6673477,-0.3035397,0.0076452549831783415,0.036361459549464764,0.23008849557522124,0.4383978791244223,0.4446897,0.52540445
Phf21a,-2.6675866,-0.54852986,0.007639822873364524,0.03634597036248314,0.4336283185840708,0.7732955970336403,0.89928466,1.1417487
Pms1,-2.6690195,-0.34599763,0.0076073028059194655,0.036204078355482824,0.07079646017699115,0.2255221581342027,0.10466461,0.13124152
Zfp935,-2.6698294,-0.43698305,0.007588982564526834,0.036123288132654745,0.04424778761061947,0.1953928277146849,0.077307254,0.103285715
Haghl,-2.6699224,-1.9882334,0.007586876300267108,0.036119660912150464,0.035398230088495575,0.18306882097947194,0.028233256,0.107608534
Tubgcp4,-2.6701496,-0.76797414,0.007581744476566622,0.03610162574611822,0.07079646017699115,0.22577293734102388,0.07687916,0.1275833
Syt9,-2.6704059,-1.9121659,0.007575958462966337,0.036080468610405085,0.008849557522123894,0.15555475943108946,0.02533802,0.09220008
Hdac3,-2.6721013,-0.32770318,0.007537791439908408,0.03590506222129745,0.07079646017699115,0.22802995020241465,0.10058085,0.12468952
Rp2,-2.6724973,-2.0701683,0.007528897573946413,0.035869056349634776,0.035398230088495575,0.18278221617167628,0.028268503,0.11368883
Rnf144b,-2.673109,-1.2887317,0.007515182879868427,0.035816417875499225,0.04424778761061947,0.19503457170494035,0.057124913,0.13420497
D430019H16Rik,-2.6733654,-0.3328069,0.007509442433670127,0.03579540858483525,0.04424778761061947,0.19797227098484577,0.08670642,0.10802668
Rab10os,-2.6736333,-0.6023582,0.007503445262448562,0.03577316788537843,0.035398230088495575,0.18726041629348333,0.066898674,0.099881224
Pex5,-2.6746585,-1.2618426,0.0074805391960732544,0.03567029071845401,0.02654867256637168,0.17629778239529967,0.03925328,0.091669
