names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pericytes (for_DEGs),mean_expr_Rest (for_DEGs)
Jag2,-2.5421236,-1.1272124,0.011018119009212896,0.04998427448548886,0.035398230088495575,0.17733672482355892,0.041493222,0.08850795
Prr12,-2.5435393,-1.410067,0.010973573480638266,0.0497998372357195,0.05309734513274336,0.19564360692150612,0.04257504,0.10937987
A430033K04Rik,-2.5437956,-1.2250553,0.010965524757254722,0.04977929552752734,0.05309734513274336,0.19721993336438218,0.046885896,0.10635136
Pdgfa,-2.544617,-0.5191981,0.010939767586189449,0.0496707595540572,0.05309734513274336,0.20019345824526205,0.08729806,0.12286801
Upf3a,-2.5447335,-3.1027,0.010936118444101741,0.04966258282795569,0.017699115044247787,0.15727438827786336,0.010558296,0.08725877
Dele1,-2.5449314,-3.3804474,0.01092991738503296,0.04964281273425213,0.008849557522123894,0.14831798803424928,0.0076209977,0.07665341
Ccdc12,-2.5453684,-0.55027306,0.010916249625834613,0.04959750210452757,0.061946902654867256,0.20685702002651093,0.08476654,0.12181194
Runx1t1,-2.545683,-0.5169999,0.010906418246547976,0.04956121398355219,0.37168141592920356,0.6093934725755025,0.7187915,0.91841453
Psmc5,-2.547489,-0.53113043,0.010850130953995073,0.049322114487201425,0.061946902654867256,0.2109053129366245,0.10782906,0.1523184
Sh3yl1,-2.5488636,-1.6221455,0.01080745324401202,0.049144740001117446,0.017699115044247787,0.15902984272561171,0.027103635,0.081188016
Higd2a,-2.5494928,-1.7541661,0.010787972584947961,0.04906445892984965,0.02654867256637168,0.16863110378676602,0.03797586,0.12271988
Ppm1e,-2.5497491,-0.6830775,0.010780044973749016,0.049045006509420265,0.5663716814159292,0.8100884892344069,1.3048465,1.6704087
Pfkfb4,-2.550821,-0.5087702,0.010746949229622098,0.048910996917334984,0.061946902654867256,0.20929316089277397,0.082676485,0.11567861
