names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Mature GC (for_DEGs),mean_expr_Rest (for_DEGs)
Clcn1,-3.5107124,-0.6066641,0.0004469076345586839,0.0021186323466111214,0.04170571696344892,0.0892167464854009,0.02639581,0.03992141
Nxph3,-3.511862,-1.6219543,0.00044497889140802634,0.0021102334649018123,0.023898781630740395,0.06994438436582728,0.014823682,0.04494079
Cables1,-3.5121586,-0.45787346,0.0004444827894287957,0.0021086250974491068,0.169165885660731,0.22273289046809824,0.118721806,0.15968435
Sorbs3,-3.5125413,-2.7128446,0.000443843045687171,0.002105961970265634,0.009840674789128397,0.05553839023636645,0.0067427666,0.043400295
Pex2,-3.5188212,-0.2929758,0.00043346856361917244,0.002058554313263903,0.1190253045923149,0.17271744168082806,0.082727276,0.10044699
Cmc2,-3.5197024,-0.9173146,0.00043203134310501796,0.0020520916014198044,0.03280224929709466,0.07975436428240383,0.022233462,0.04158365
Trim8,-3.520628,-0.30391008,0.0004305262597034904,0.002045304207608343,0.12792877225866917,0.1828363973428086,0.08977869,0.109713025
4930570B17Rik,-3.5223956,-0.6006874,0.00042766548255738753,0.0020324321747996112,0.04217432052483599,0.08975745403985787,0.027439494,0.041320838
Pdlim1,-3.5243123,-2.3926723,0.00042458374006872784,0.0020188577412222114,0.007029053420805998,0.05306658427313456,0.005372582,0.027896164
Gm47715,-3.5250108,-2.7450373,0.00042346542500687473,0.002014253136826823,0.005154639175257732,0.05113548586435965,0.0033352931,0.022150269
Efcab14,-3.5281842,-0.25394312,0.00041842075383775423,0.0019909625740429353,0.3247422680412371,0.40305885987949946,0.2530712,0.29520303
Chrna4,-3.528212,-1.03058,0.0004183767516895489,0.0019909625740429353,0.033739456419868794,0.08068129151861579,0.021572914,0.04358514
Hsd17b7,-3.5285518,-0.76796603,0.0004178402733273303,0.0019889048971311538,0.037019681349578254,0.08446624439981461,0.025638951,0.043274213
Cgrrf1,-3.5294912,-0.40732864,0.0004163595081228013,0.001982558919592357,0.07778819119025304,0.1280704464699521,0.05391101,0.07088777
Gm34471,-3.5295594,-0.7523981,0.00041625220655846926,0.001982399289299197,0.02999062792877226,0.07720531438282095,0.01947669,0.032594804
Gm17135,-3.5324976,-0.9493005,0.00041165392748720227,0.001961890924366996,0.02436738519212746,0.07125753128379422,0.016329268,0.031294752
Pcsk2os2,-3.5347567,-0.45259115,0.0004081509409271936,0.0019465771712306873,0.04358013120899719,0.09195890622586127,0.028371878,0.03862715
Gucy1a1,-3.5356529,-0.3448109,0.0004067687015837894,0.0019403293114781503,0.14995313964386128,0.20376950409392863,0.11002201,0.13776216
Naaa,-3.5373342,-1.8776392,0.0004041877160120714,0.0019287025269480302,0.014526710402999063,0.0608682218445852,0.009570788,0.034728836
Kyat1,-3.5382528,-0.35023734,0.0004027840455085537,0.0019223458797184437,0.06419868791002811,0.11389618414954426,0.04314827,0.054685283
Sesn3,-3.5388055,-0.25594065,0.00040194191128225653,0.0019186674642306329,0.40393626991565135,0.4678665224779855,0.34019303,0.39465797
Cd180,-3.5411146,-3.100134,0.00039844053353193485,0.0019029678521157287,0.011715089034676664,0.057662598486018846,0.0072546005,0.060562816
Ntsr1,-3.541585,-2.8729346,0.0003977306759963379,0.0018999152469371733,0.004217432052483599,0.05040166846902518,0.0030921304,0.02243306
1700030F04Rik,-3.543123,-2.4363885,0.0003954182250672411,0.0018892047844162104,0.006560449859418931,0.052834852464081566,0.0041039763,0.022015741
Top3a,-3.5432065,-0.60501456,0.00039529302240002613,0.0018889424705475194,0.05951265229615745,0.10818013285957052,0.03674138,0.055361617
Dglucy,-3.5434625,-1.344101,0.00039490929848533073,0.0018874444771079396,0.026710402999062792,0.07349760543797312,0.017285522,0.04331284
Adipor2,-3.54524,-0.2659874,0.00039225574562773126,0.0018754291610350781,0.20852858481724462,0.2720531438282095,0.15268569,0.18095054
Pank4,-3.5464106,-0.32795483,0.0003905172919339384,0.0018677820637709014,0.06607310215557638,0.11632936814460065,0.04517886,0.05639029
Lhx6,-3.5470703,-2.2936013,0.00038954064893769754,0.0018637744367799025,0.00937207122774133,0.055692878109068436,0.0066309283,0.032097343
Gm32960,-3.5486054,-0.856613,0.00038727682482628137,0.0018535277538735727,0.03139643861293346,0.07867294917348988,0.02097679,0.037667166
Ss18l2,-3.5506947,-0.3551895,0.0003842158811477588,0.0018399359697808375,0.10965323336457357,0.16352541325505948,0.08266041,0.10456572
AW822252,-3.5517526,-0.25297585,0.00038267467282964487,0.0018341898785109805,0.07122774133083412,0.12196817549822339,0.047086056,0.055862833
Syt6,-3.553331,-2.4844005,0.00038038576728381424,0.0018241951752482758,0.01077788191190253,0.05708326896338638,0.0077578714,0.04265907
Pole4,-3.55639,-0.59320277,0.00037598564047815213,0.0018043818824161363,0.06138706654170572,0.11045882898192493,0.044726867,0.06672955
Fancd2,-3.5573742,-0.7154498,0.000374580456759838,0.0017986020144990793,0.03748828491096532,0.08535454966785107,0.024407009,0.039767932
Stmn1,-3.5579934,-0.46725345,0.0003736985249206554,0.0017946880008253817,0.37582005623242737,0.4399814614552758,0.32319114,0.42360333
Gm36736,-3.559029,-3.5572855,0.0003722283484855608,0.0017879470367906717,0.004217432052483599,0.05051753437355168,0.0019063947,0.022214862
Cd63,-3.560251,-1.2776548,0.0003705003380107096,0.0017799649709186068,0.05435801312089972,0.10080333693805037,0.04007077,0.09451171
8030442B05Rik,-3.5616777,-4.2871346,0.0003684925026108163,0.0017709521633254577,0.0037488284910965324,0.0500540707554457,0.0028582467,0.054377012
Mypn,-3.562414,-2.6498818,0.0003674602479621495,0.0017663539684797487,0.006560449859418931,0.05302796230495906,0.004606536,0.02856616
Stard3,-3.5640008,-0.55598575,0.0003652449133108795,0.0017566011850122306,0.07685098406747891,0.12695040939286267,0.052291736,0.07596378
Gm9947,-3.5642805,-1.5451387,0.00036485561216925857,0.0017553503370027915,0.01218369259606373,0.058975745403985785,0.008393115,0.024299243
Gm5086,-3.5712662,-2.2834969,0.00035525959004733545,0.001711948562512895,0.019212746016869727,0.06573458983469797,0.011674833,0.055598218
Asap3,-3.5739706,-2.662365,0.00035160847305808587,0.0016949622660693876,0.011715089034676664,0.05820330604047582,0.006972157,0.043339957
Peli3,-3.5745566,-0.40946743,0.0003508220062749949,0.0016914744856646533,0.057638238050609185,0.10721458365518306,0.037897002,0.050028007
Acadl,-3.5765748,-2.7877903,0.00034812584709588835,0.0016790776362352398,0.009840674789128397,0.05638807353622741,0.006353673,0.043075174
Gm7160,-3.5776756,-1.5594388,0.00034666322846779653,0.0016726236216429687,0.015932521087160263,0.0629538081260621,0.010347533,0.030196035
Cfap45,-3.578988,-1.9775516,0.00034492706181258833,0.0016648446471895543,0.009840674789128397,0.05669704928163139,0.006371811,0.024862215
Tcof1,-3.5796938,-0.6665201,0.00034399698457180137,0.0016606537864614272,0.053420805998125584,0.1022709717287193,0.03507824,0.055118337
Kcnj12,-3.580781,-1.5580816,0.00034256885143418625,0.0016540566106085506,0.015463917525773196,0.062490344507956125,0.010103877,0.029464534
Prkcd,-3.5876985,-3.7654772,0.0003336098924260733,0.001611957886978707,0.004686035613870665,0.05136721767341264,0.0031803886,0.0424083
Gpr34,-3.5886226,-1.9505264,0.00033242970064335917,0.001606833253514492,0.031865042174320526,0.07844121736443689,0.021553395,0.080853015
Nrros,-3.5892127,-1.0200452,0.00033167812927912226,0.0016037774579323403,0.05388940955951265,0.1021937277923683,0.035014424,0.0697746
Gpbp1l1,-3.591867,-0.25304696,0.0003283174467187283,0.0015886709514374626,0.33786316776007497,0.41603584118646686,0.25747257,0.30007267
Prdm16,-3.5927243,-2.0747209,0.00032723870482262836,0.001583736310984154,0.02530459231490159,0.07179823883825119,0.017685326,0.072473556
Chkb,-3.5929554,-0.5413654,0.0003269485727930021,0.001582617213285528,0.053420805998125584,0.10288892321952726,0.03605364,0.05204958
Cul7,-3.596641,-1.1590456,0.00032235286962548803,0.0015612151418235155,0.02483598875351453,0.07245481229723466,0.017688029,0.039076928
Scrib,-3.6008208,-0.5455591,0.0003172142423172118,0.0015371590065037836,0.05716963448922212,0.1067511200370771,0.03774874,0.05463081
Stpg2,-3.6010308,-0.8477719,0.00031695789225988445,0.001536470966087515,0.02530459231490159,0.07322725166074463,0.020034341,0.035772275
Dact2,-3.6011686,-0.2599855,0.0003167899269592728,0.0015359338392991085,0.07357075913776945,0.12517379885678975,0.0493299,0.058789656
Gm10509,-3.6055474,-0.44228262,0.00031149555635436363,0.0015121744533408764,0.05670103092783505,0.1067124980689016,0.03881441,0.052379932
Fgfr3,-3.6100307,-3.2344575,0.00030616087832342856,0.0014870829357466603,0.010309278350515464,0.05712189093156187,0.006085517,0.055860132
Gm37184,-3.6144066,-2.5443783,0.0003010363353075434,0.0014637796470708816,0.006560449859418931,0.053723157732118026,0.0041995724,0.024253488
C1qb,-3.6145778,-1.5749918,0.0003008374944168765,0.0014630775520328456,0.05529522024367385,0.1019619959833153,0.0404884,0.11609618
Gm14169,-3.6156774,-1.2087452,0.0002995633153662548,0.0014579362948544225,0.015463917525773196,0.0631469179669396,0.011318425,0.025969518
Hk2,-3.6202817,-3.5298383,0.0002942825860177741,0.001433793850643262,0.00937207122774133,0.056349451568051906,0.0054120407,0.060793344
Ctsc,-3.622329,-2.4292977,0.00029196247270074486,0.0014230059208178876,0.01358950328022493,0.0608295998764097,0.009346005,0.04933901
Frmd8,-3.6244195,-1.6725981,0.00028961115318198235,0.001412314280580738,0.022024367385192128,0.0695195427158968,0.015437106,0.0484029
Csf3r,-3.6244752,-3.2629275,0.00028954877799918465,0.0014122664122051356,0.008903467666354265,0.05600185385447242,0.0063577075,0.059422843
Cldn34c1,-3.634246,-1.6029032,0.0002787947556645813,0.0013625345734280285,0.020618556701030927,0.06828363973428087,0.0136178015,0.04080365
C330018D20Rik,-3.6346316,-0.5338955,0.000278378190702606,0.001360746222335642,0.053420805998125584,0.10335238683763324,0.03665389,0.05264297
Gm43260,-3.635539,-1.8754892,0.00027739998508124553,0.0013564581618076554,0.011246485473289597,0.05889850146763479,0.0071300482,0.025916768
Fam161b,-3.637901,-0.71827954,0.0002748690317759754,0.0013450611698817081,0.03233364573570759,0.08114475513672177,0.022960225,0.037499595
E130304I02Rik,-3.640455,-0.77109474,0.00027215662347735884,0.0013320306872197873,0.02483598875351453,0.07330449559709563,0.017828912,0.030237254
Bcl10,-3.645882,-0.9365244,0.00026647637819979936,0.0013054184653105941,0.03280224929709466,0.08153097481847675,0.023009475,0.04358487
Iah1,-3.6500213,-1.1658113,0.0002622186367929659,0.0012862020391798089,0.02296157450796626,0.07125753128379422,0.01663479,0.03694299
Gm47664,-3.6605978,-2.4281507,0.0002516273916568997,0.001236470388270585,0.008434864104967198,0.05623358566352541,0.005471042,0.029098496
Mylk,-3.6609375,-2.2204165,0.0002512940541009972,0.001235096256391768,0.011246485473289597,0.05909161130851228,0.007827566,0.035967182
Mocs1,-3.6610684,-0.530545,0.0002511657477153937,0.0012346914820915895,0.05670103092783505,0.10713733971883208,0.03735724,0.053523887
Zfp568,-3.6620023,-0.52896345,0.00025025164162030674,0.0012310987935440576,0.06513589503280225,0.11578866059014367,0.043044332,0.061531886
Zpbp,-3.6637754,-0.6758073,0.00024852464617060636,0.0012232748200410686,0.03655107778819119,0.08585663525413255,0.026270937,0.041644383
Aox4,-3.664722,-1.8788362,0.0002476074408189187,0.0012192068782855682,0.01218369259606373,0.06025027035377723,0.007926707,0.028848412
Ptcd2,-3.6656127,-0.28874558,0.00024674709000055374,0.001215193238327507,0.10402999062792877,0.15912250888305268,0.0718116,0.087048806
Prima1,-3.6691647,-4.291,0.00024334424680359085,0.001198654429259851,0.0037488284910965324,0.05144446160976363,0.0021919827,0.04205984
Prkra,-3.6696672,-0.7807089,0.00024286645799860012,0.0011965203018742914,0.056232427366447985,0.10594005870539162,0.035554204,0.060323436
Gm44618,-3.6706471,-2.276539,0.00024193723414547572,0.0011924769881937803,0.008434864104967198,0.056349451568051906,0.005466501,0.026211966
Bcap31,-3.6717954,-0.36340177,0.00024085254467644843,0.001187469334946086,0.17197750702905343,0.2323883825119728,0.12388446,0.15671691
Gm45847,-3.6731956,-0.3104267,0.00023953605452550655,0.0011811954092678218,0.09981255857544517,0.15371543333848292,0.06634116,0.08163358
Insig1,-3.6767433,-0.75039786,0.00023623049766233686,0.001165536810904699,0.06326148078725398,0.11339409856326278,0.042463876,0.070433885
Wdfy4,-3.677374,-4.4169354,0.00023564754277996414,0.0011633013916034606,0.0032802249297094657,0.05109686389618415,0.0022825298,0.04765977
Gm12068,-3.6774824,-1.2135515,0.00023554730276894483,0.0011630202178246137,0.021087160262417994,0.0695967866522478,0.015247592,0.035011195
Dapp1,-3.6797888,-3.441792,0.0002334272751014901,0.0011527643598560997,0.007497656982193065,0.05530665842731346,0.0050826566,0.05389178
Pth2r,-3.682613,-2.0051076,0.000230855682987136,0.0011404839495981513,0.00937207122774133,0.05750811061331686,0.007948354,0.031530965
Sall3,-3.6841662,-3.971478,0.00022945260171904793,0.0011339693596083902,0.004686035613870665,0.05256449868685308,0.0032645075,0.05002119
Gm39436,-3.6857457,-3.9674299,0.00022803384462781188,0.0011273724756484464,0.0028116213683223993,0.05078788815078016,0.0018745253,0.028927939
Gm38250,-3.6858225,-0.5387841,0.00022796530388262233,0.0011272410223272106,0.04639175257731959,0.09670940831144755,0.032656536,0.047098074
Prss35,-3.6860688,-2.3564084,0.00022774485852230798,0.001126358245627538,0.008434864104967198,0.056581183377104896,0.0053400467,0.027050024
Gm13630,-3.6897683,-0.92161155,0.0002244584112462239,0.0011107177735149238,0.022024367385192128,0.07102579947474123,0.015372326,0.028921386
Zfp36l2,-3.690268,-1.2714001,0.00022401795851929968,0.0011087424102806378,0.03608247422680412,0.0847752201452186,0.02443631,0.05799987
9430038I01Rik,-3.6909235,-0.5865428,0.0002234413247574406,0.0011062960007798836,0.045454545454545456,0.09585972501158659,0.031456303,0.046871062
BC065397,-3.6912298,-0.29796088,0.00022317246181333892,0.0011051684572289746,0.09418931583880037,0.14842422369843966,0.06475218,0.07903359
Sned1,-3.6916404,-1.7490313,0.00022281241766908806,0.0011035888779296584,0.029522024367385193,0.07770739996910242,0.019728422,0.064824805
1110046J04Rik,-3.6930501,-0.5269162,0.00022158020945229928,0.0010980929966771084,0.046860356138706656,0.09736598177043101,0.03256463,0.046590555
Cda,-3.6942472,-1.3545586,0.00022053913349679558,0.0010933369957673242,0.015463917525773196,0.06407384520315156,0.010891566,0.027619056
Polr1b,-3.6957004,-0.42310008,0.00021928148667227024,0.0010875034231974717,0.052014995313964384,0.10312065502858025,0.03666738,0.04886283
Prpsap1,-3.696058,-0.29166797,0.00021897292797479353,0.001086374182917781,0.1358950328022493,0.19426849992275608,0.09190497,0.11138801
Zfp874b,-3.7008238,-0.2653333,0.00021490071579702383,0.0010671562065174699,0.10309278350515463,0.1586204232967712,0.071213916,0.084997654
Arhgap29,-3.7025719,-0.55632097,0.0002134248456384022,0.0010602191906644235,0.09606373008434864,0.14884906534837014,0.066812225,0.09676803
Gpr137b,-3.7034252,-0.8459843,0.00021270799765050138,0.0010568535312257714,0.03139643861293346,0.08099026726401977,0.021992322,0.039190784
Ncapg2,-3.7035406,-0.524556,0.00021261111064720917,0.001056567513055393,0.04592314901593252,0.09659354240692106,0.03295557,0.04707068
Szrd1,-3.7096913,-0.25457227,0.0002075121834818758,0.0010327565049375815,0.10871602624179943,0.1653020237911324,0.07353787,0.08712748
Myo3b,-3.711193,-1.4335483,0.00020628472840278383,0.0010272184307232768,0.02014995313964386,0.06894021319326434,0.013856345,0.03699505
Gm31224,-3.7116244,-1.5844874,0.00020593333993133725,0.0010256587291853627,0.018275538894095594,0.06704773675266491,0.011266746,0.033415627
Tprkb,-3.7126405,-0.44384223,0.0002051080963298996,0.0010219274148682372,0.13964386129334583,0.19558164684072302,0.09592893,0.1283475
Panx1,-3.713594,-0.41922736,0.0002043365498551543,0.001018272087278931,0.07075913776944705,0.12301096863896184,0.04876439,0.06468634
Oser1,-3.7194412,-0.77321213,0.0001996640838735279,0.0009957264167931876,0.04076850984067479,0.09087749111694732,0.027105251,0.045889117
Dnah7a,-3.719604,-1.9248725,0.0001995354014646644,0.0009952693962048508,0.011246485473289597,0.05997991657654874,0.0073372093,0.027578278
BC006965,-3.719785,-1.9252033,0.00019939251239898284,0.0009947413308876104,0.012652296157450796,0.06133168546269118,0.00964901,0.036161575
Cd9,-3.7198238,-1.2905803,0.00019936174887817958,0.0009947413308876104,0.06888472352389878,0.11667696585818013,0.049586367,0.11721316
Gm35188,-3.7208288,-0.37543213,0.00019857002784223684,0.0009910060639154723,0.1246485473289597,0.1803645913795767,0.09265655,0.1186192
Kif24,-3.7220786,-1.0510269,0.0001975894329668406,0.0009864786443364933,0.03327085285848173,0.08272825583191719,0.022176648,0.04541633
Idh2,-3.724698,-0.59142643,0.0001955490744062137,0.0009766549496830785,0.07497656982193064,0.12691178742468717,0.048158687,0.07170476
Cbln4,-3.725202,-2.2818542,0.00019515889161759894,0.0009748874173201122,0.01077788191190253,0.059439209022091766,0.0071955365,0.03451569
Zfp946,-3.7271562,-0.28929335,0.0001936524962925792,0.0009677222569056357,0.09090909090909091,0.1453344662443998,0.06232772,0.07565535
Epha3,-3.7298048,-0.3193155,0.00019162814472620176,0.0009579624648917285,0.668697282099344,0.58682218445852,0.75520635,0.8785923
Mtarc2,-3.7326763,-0.39184362,0.00018945606481510062,0.0009474566278767456,0.1344892221180881,0.1916035841186467,0.09525415,0.123213746
Irf3,-3.7378998,-0.48824725,0.00018556384600482677,0.000928683282203333,0.07966260543580131,0.1323961069056079,0.052087784,0.07232257
Brd8dc,-3.738998,-0.8162528,0.0001847551975512126,0.0009251037419348177,0.031865042174320526,0.08187857253205623,0.020828879,0.036390387
Wnt4,-3.7421741,-0.49788213,0.00018243497530499772,0.0009140458300289556,0.06373008434864105,0.11602039239919666,0.046712484,0.06534716
Diaph3,-3.7434576,-0.6844724,0.00018150532514004934,0.0009095576438853274,0.09184629803186505,0.14263092847211495,0.06889231,0.10851423
Snx14,-3.7442648,-0.25270835,0.0001809227967886836,0.0009068076011400724,0.44095595126522963,0.5126680055615634,0.36582342,0.42282075
Cp,-3.7452404,-2.6115892,0.00018022108705813739,0.0009034590688903267,0.012652296157450796,0.061408929399042175,0.009087636,0.05429368
Piga,-3.745541,-1.1231155,0.00018000538460719934,0.0009027145734220691,0.038425492033739454,0.08821257531283794,0.025488583,0.0547079
Gm28578,-3.7463038,-0.97724336,0.00017945922811693084,0.0009001436362706611,0.03561387066541706,0.08558628147690406,0.02278348,0.044369645
Orai1,-3.7496345,-1.1192816,0.00017709248486660114,0.0008886041210766709,0.04358013120899719,0.0934651629847057,0.030243052,0.0645727
Skap1,-3.749761,-0.5726996,0.00017700306525685297,0.0008883213230204781,0.06607310215557638,0.11760389309439209,0.047986723,0.07056181
Wnt5b,-3.7538254,-1.2043868,0.00017415621365177866,0.0008745239134410938,0.030927835051546393,0.08056542561408929,0.02114283,0.048066143
Ganc,-3.7601416,-0.39507702,0.0001698172167134402,0.0008532140263818508,0.08903467666354264,0.1434419898038004,0.060659077,0.079029724
Plod1,-3.7613206,-2.0784283,0.00016901870475354575,0.0008495197524743312,0.020618556701030927,0.06963540862042329,0.013212887,0.05465343
Idnk,-3.763127,-1.0083464,0.00016780186160893985,0.0008435614633175329,0.033739456419868794,0.08400278078170864,0.02419218,0.048083678
Steap2,-3.768401,-2.9755135,0.0001642967381559561,0.0008264045964527406,0.007029053420805998,0.056117719758998916,0.0039042237,0.030304322
Tcta,-3.769041,-0.560047,0.00016387592228676664,0.0008244422452434787,0.053420805998125584,0.10528348524640815,0.03601282,0.052651267
Ifngr1,-3.7737942,-1.643712,0.00016078338519179088,0.0008099455493257257,0.030459231490159326,0.07983160821875483,0.021725357,0.06637534
Gm20125,-3.774134,-1.3314214,0.00016056454025448988,0.0008089947865438108,0.021087160262417994,0.07087131160203924,0.014845128,0.036945526
Tnfaip8,-3.7745626,-3.6987908,0.00016028869358067227,0.0008077564134494869,0.005623242736644799,0.05468870693650548,0.004303375,0.05448854
Rhbdd1,-3.7777805,-0.26816195,0.00015823224511108956,0.0007979918217220301,0.11949390815370196,0.17712034605283486,0.08865685,0.10583891
Nckap1l,-3.77856,-3.5347543,0.00015773789228630772,0.0007959468855836785,0.007966260543580132,0.057044646995210876,0.005341202,0.060217757
Aqp4,-3.779402,-1.722641,0.0001572054482883582,0.0007934091651968792,0.042642924086223055,0.09149544260775529,0.02843315,0.09092574
Dpy19l2,-3.7809415,-3.0577579,0.00015623645767698558,0.0007888150352838411,0.005623242736644799,0.05488181677738298,0.0033188972,0.02730545
Gm42869,-3.7868972,-0.45262337,0.00015254022529593322,0.0007704428296431815,0.056232427366447985,0.1085663525413255,0.03695585,0.05023785
Grip1os2,-3.7907288,-2.3539822,0.00015020584864276114,0.0007587951030327114,0.008903467666354265,0.05839641588135332,0.0052435896,0.026522541
Vps8,-3.7974126,-0.2673546,0.0001462143425684365,0.0007396045528640603,0.4742268041237113,0.5363432720531438,0.4050483,0.47065857
Aspscr1,-3.798153,-0.37656298,0.00014577833296503567,0.0007375379037413874,0.08481724461105905,0.1391935733044956,0.05672418,0.073037274
Rbm47,-3.8007739,-4.628965,0.0001442449040013985,0.0007300547316853604,0.0037488284910965324,0.05314382820948556,0.002395911,0.057659157
Enpp6,-3.8029995,-2.4324212,0.00014295469056205138,0.0007240702234500132,0.023430178069353328,0.07257067820176116,0.014470641,0.07573823
Necap2,-3.8041282,-0.5925013,0.00014230446626875475,0.00072118464893275,0.04639175257731959,0.09840877491116948,0.03223427,0.04821525
Egfr,-3.8051374,-1.3956248,0.00014172555195721945,0.0007186574034894294,0.07497656982193064,0.12219990730727638,0.05571004,0.14040005
Aldh18a1,-3.8091555,-0.32601628,0.0001394422047601156,0.0007076132279328246,0.07544517338331772,0.12988567897420053,0.048754964,0.06074789
Rhoj,-3.8099072,-3.0848966,0.00013901898046986654,0.0007055987920712721,0.008434864104967198,0.05801019619959833,0.005268987,0.043849193
Vsir,-3.81007,-2.3734658,0.00013892744149290694,0.0007052674008906876,0.02155576382380506,0.07098717750656573,0.015416945,0.077430636
Thsd7b,-3.8140354,-0.40204662,0.0001367158741844266,0.0006946965845944672,0.5932521087160263,0.5515217055461147,0.7066489,0.8575182
4930467D21Rik,-3.8171587,-0.7444161,0.00013499733860680498,0.0006863535455751844,0.06419868791002811,0.1152093310675112,0.055472583,0.09126486
Nsdhl,-3.8174314,-0.5998642,0.00013484820521071934,0.0006857250707819888,0.06701030927835051,0.119534991503167,0.04405706,0.066035345
8030453O22Rik,-3.817483,-0.943209,0.0001348200698997774,0.0006857117694883624,0.033739456419868794,0.0847752201452186,0.021618431,0.041161627
C230037L18Rik,-3.8220427,-0.33331358,0.00013235076116588273,0.0006735350288877404,0.06794751640112465,0.12204541943457439,0.046226013,0.05789845
Rbm20,-3.8223238,-1.3618436,0.00013219990562964937,0.0006728947649684938,0.027647610121836926,0.07801637571450641,0.018575223,0.047061957
Zfp787,-3.8303869,-0.5980116,0.00012794195892707445,0.0006522176683609943,0.060449859418931585,0.1132782326587363,0.039215237,0.058774937
Hat1,-3.8338623,-0.30596462,0.0001261467794746327,0.0006437918261127029,0.11996251171508904,0.17866522477985478,0.08539341,0.10454526
Slc29a3,-3.834156,-1.7383951,0.0001259961771707718,0.0006432675813373813,0.02296157450796626,0.07326587362892013,0.015776293,0.05169758
Map2k3,-3.83612,-0.41774565,0.00012499341648921803,0.0006386334095959856,0.07169634489222118,0.1257531283794222,0.04638345,0.06149036
Pbxip1,-3.836887,-2.7775977,0.00012460388149675071,0.0006367642251460044,0.01499531396438613,0.06476904063031053,0.00934268,0.06237734
Myadm,-3.8374407,-0.8402036,0.00012432322351926323,0.000635450830504585,0.04498594189315839,0.09674803027962305,0.028337782,0.050178636
Polh,-3.8425684,-0.2894441,0.00012175351045068073,0.0006231460620590079,0.08528584817244611,0.1411246717132705,0.058844607,0.071460895
Nek7,-3.846346,-0.61991954,0.00011989252866952668,0.0006139722213360362,0.2408622305529522,0.2910937741387301,0.1846269,0.27125904
ENSMUSG00000121485,-3.8473785,-0.37798572,0.00011938842949080065,0.0006116238513665993,0.06888472352389878,0.12308821257531284,0.046099376,0.059503745
Plk4,-3.8482387,-1.6814561,0.0001189700994391424,0.0006095969816799688,0.01499531396438613,0.06554147999382048,0.009896836,0.031403553
Coq10a,-3.851848,-0.41268238,0.00011722989260257773,0.000601024082089537,0.06982193064667291,0.1239765178433493,0.048747793,0.06438095
Mamdc2,-3.8541498,-2.5463426,0.00011613243405437692,0.0005956248335638686,0.00937207122774133,0.059632318862969255,0.0061540743,0.03542496
Abi3bp,-3.8555682,-2.6793232,0.0001154611404986571,0.0005922949303548905,0.009840674789128397,0.060057160512899735,0.0069794776,0.043886546
Fads3,-3.8560164,-0.7986,0.00011524977643381722,0.000591323561729362,0.04358013120899719,0.0957824810752356,0.028745826,0.049481772
Ctc1,-3.8583186,-0.42227405,0.00011416981336649782,0.0005861182432475729,0.06794751640112465,0.12231577321180287,0.046977255,0.06246139
Golga7b,-3.8583882,-0.3734384,0.00011413731546743723,0.000586063379822289,0.0979381443298969,0.15475822647922138,0.06586648,0.08452357
Gm42303,-3.863954,-0.42054445,0.00011156620297321106,0.0005731900332486006,0.06513589503280225,0.11914877182141202,0.046134282,0.061277825
D330023K18Rik,-3.8646097,-0.307986,0.00011126700106169468,0.000571762156918672,0.0951265229615745,0.1520546887069365,0.065230995,0.08014742
Rfc2,-3.8674672,-0.3424424,0.00010997165490050329,0.0005655384434787604,0.10402999062792877,0.16159431484628456,0.06965102,0.087515086
Rasl11b,-3.868092,-1.1615165,0.00010969025940962318,0.0005643073464171118,0.03139643861293346,0.08276687780009269,0.019532429,0.043176427
Zfp606,-3.8695772,-0.3314437,0.00010902427624521367,0.0005613110371160933,0.11715089034676664,0.17495751583500696,0.076438196,0.095266044
Gm15991,-3.8715842,-1.7755436,0.00010813029149233978,0.0005568150502873074,0.013120899718837863,0.06391935733044957,0.008747666,0.029636916
Tmem151b,-3.8729858,-0.28843507,0.00010751009649904228,0.0005539398452405113,0.09278350515463918,0.1498918584891086,0.06392975,0.07754255
Gm10373,-3.8744137,-0.6209217,0.00010688165273773036,0.0005508074432418133,0.05388940955951265,0.10682836397342808,0.035514593,0.054107204
Myof,-3.8795192,-2.3517377,0.00010466316740435515,0.0005395816017181548,0.00937207122774133,0.060057160512899735,0.007046639,0.03545961
Tns1,-3.8810446,-2.5148957,0.0001040087616465765,0.0005365596815894148,0.013120899718837863,0.06364900355322108,0.009449899,0.05284624
Chchd6,-3.881611,-0.2608782,0.00010376673256225905,0.0005354738052521414,0.4597000937207123,0.5185771666924146,0.38514757,0.44657993
Rtbdn,-3.8853676,-2.0587583,0.00010217512881894473,0.0005277673416695588,0.008903467666354265,0.05978680673567125,0.0062448513,0.025764398
5530401A14Rik,-3.8876433,-2.4654593,0.00010122220403452667,0.0005230462735399484,0.006091846298031865,0.05685153715433339,0.004299043,0.023516165
Htr1b,-3.8919568,-1.9369242,9.943899292914745e-05,0.0005144254408945306,0.01218369259606373,0.0631469179669396,0.008043772,0.030454416
Rimoc1,-3.8960347,-0.27610746,9.778033602632084e-05,0.0005061370890054404,0.17713214620431114,0.24208249652402286,0.123833455,0.14810316
5031439G07Rik,-3.8969522,-0.26204515,9.741089507426577e-05,0.0005043219172727401,0.3270852858481724,0.40336783562490347,0.25136232,0.29468036
4930512B01Rik,-3.8975797,-0.41851318,9.715882069108857e-05,0.0005031138007264501,0.06888472352389878,0.12362892012976981,0.046084486,0.061128516
