names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_4 (for_DEGs),mean_expr_Rest (for_DEGs)
Xkr4,-3.4542975,-1.3886908,0.0005517282327298632,0.0482847522437506,1.0,0.9166666666666666,1.3797332,2.173242
Msra,-3.4693363,-2.594612,0.0005217457639914508,0.04637800827773221,0.5,0.8141025641025641,0.45064145,1.490393
Cntnap5a,-3.4890025,-3.871968,0.0004848266046699216,0.044018107455004965,0.3,0.7521367521367521,0.2783129,1.74018
Slc24a2,-3.4901593,-3.5415163,0.0004827326353147924,0.044018107455004965,0.3,0.7371794871794872,0.19807501,1.2671353
Negr1,-3.499414,-1.7109702,0.000466282017838166,0.043211718753448425,0.9,0.9850427350427351,1.9352942,3.015577
Galntl6,-3.5283349,-3.0291207,0.0004181829385208754,0.03988713443936755,0.4,0.8418803418803419,0.5452157,1.9341408
Lrrc4c,-3.5422168,-2.3059676,0.0003967793195002975,0.038715628083195695,0.8,0.9358974358974359,1.1394414,2.4430602
Cntn5,-3.6185675,-2.873186,0.0002962381404907751,0.029937685412216544,0.7,0.8632478632478633,0.7287189,2.1812584
Tmeff2,-3.6486452,-2.6462474,0.00026362689698227333,0.02745924820223949,0.6,0.8376068376068376,0.5403106,1.7021638
Plxna4,-3.7030163,-3.3245118,0.00021305122685968833,0.02318707518989608,0.3,0.7970085470085471,0.29625362,1.493869
Kcnh7,-3.7064867,-2.2757356,0.00021015422838209036,0.02301934509336213,0.8,0.8910256410256411,0.868937,2.0417085
Dmd,-3.7226825,-1.8823395,0.00019711742599060378,0.021731556223821242,0.9,0.9188034188034188,1.149505,2.1917536
Kirrel3,-3.7342508,-4.3146234,0.00018827488719564366,0.021029809439523935,0.4,0.7841880341880342,0.25437763,1.9116029
Ank3,-3.827954,-1.3408988,0.00012921289265607115,0.0156698320822484,1.0,0.967948717948718,1.9062811,2.741459
Cacna1c,-3.889266,-2.390246,0.00010054784145785577,0.012932585244480873,0.7,0.905982905982906,0.85464656,2.0894144
Kcnd2,-3.9262846,-2.3298597,8.626805776784404e-05,0.011596030630685343,1.0,0.9337606837606838,1.5499054,2.9784555
Fgf13,-3.9332256,-31.39223,8.381349394497697e-05,0.011383884001582552,0.0,0.7264957264957265,0.0,1.3398315
Kcnb2,-3.9378529,-3.31098,8.22139463121816e-05,0.011256680487808219,0.5,0.8589743589743589,0.5192791,2.0485551
Tenm4,-3.957519,-3.377728,7.57322371601484e-05,0.010539196086106553,0.5,0.8397435897435898,0.38967627,1.7838854
Nell2,-3.9679306,-31.168924,7.249944791301947e-05,0.010257463555560372,0.0,0.7329059829059829,0.0,1.2279564
Sgcz,-3.9968514,-4.744936,6.419058223799128e-05,0.009395066424453586,0.3,0.8055555555555556,0.22407424,2.0457308
Ncam2,-4.014204,-3.9205287,5.9646791143529674e-05,0.008961798407388024,0.3,0.8418803418803419,0.3497005,1.9932406
Pbx1,-4.22012,-3.0761583,2.4417259177442132e-05,0.00450604593820231,0.5,0.9358974358974359,0.7024962,2.2609372
Prkg1,-4.2432566,-4.616645,2.2029952518965828e-05,0.0042502787939432025,0.4,0.8461538461538461,0.24422415,2.0523965
Enox1,-4.3554688,-3.2440996,1.3278232286339735e-05,0.002807912038586089,0.5,0.8952991452991453,0.41936955,1.7811041
Map2,-4.444545,-1.7503327,8.807808459004958e-06,0.002020796919148462,0.9,0.9700854700854701,1.2778845,2.2732043
Pcdh7,-4.4561133,-4.388242,8.345894365295513e-06,0.0019410492401916056,0.3,0.8888888888888888,0.32330656,2.1964312
Dab1,-4.5232096,-5.0429544,6.0908903140740855e-06,0.001590940550036151,0.2,0.8888888888888888,0.24394783,2.3133342
Pcdh9,-4.616913,-2.6934257,3.8949083587179e-06,0.0011808527520412947,0.9,0.9850427350427351,1.7431568,3.4500232
Zbtb20,-4.685166,-4.5995297,2.797333512649781e-06,0.0009692475179136322,0.6,0.9401709401709402,0.51144,2.844166
Nrg1,-4.711773,-4.737576,2.4557090296979595e-06,0.0009692475179136322,0.5,0.9252136752136753,0.3923452,2.6259277
Grik2,-4.999824,-3.1799042,5.738270501457429e-07,0.0005127597714407591,0.8,0.9871794871794872,1.0709689,2.911461
Ptprd,-5.020647,-3.7924182,5.149776522533364e-07,0.0005036013203316737,0.8,0.9850427350427351,1.0355606,3.2646751
Il1rapl1,-5.020647,-4.7951612,5.149776522533364e-07,0.0005036013203316737,0.6,0.967948717948718,0.57562745,3.1182816
Nrxn1,-5.0414696,-2.4743276,4.6196976839088734e-07,0.0005036013203316737,1.0,1.0,2.3289285,3.960757
