names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6b CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Hivep1,7.4358873,2.1415143,1.038683367770189e-13,2.966488252806321e-11,0.84,0.32753488038449124,0.8230659,0.25427675
Garnl3,7.434553,1.9108037,1.0492202822418813e-13,2.966488252806321e-11,0.94,0.520282629747857,1.4313372,0.61347824
Bcl2,7.4321833,2.3030074,1.0681968236768167e-13,2.966488252806321e-11,0.82,0.29324629676123526,0.84666944,0.23893012
Plxna2,7.4318495,1.5410371,1.0708945311582177e-13,2.966488252806321e-11,0.96,0.6574010975216097,1.5476658,0.8204961
Ccser1,7.4157867,1.195394,1.209047870372873e-13,3.315011864991744e-11,0.98,0.8623435314371795,3.0278437,2.2598536
Ssbp3,7.41311,1.7672831,1.233717089434576e-13,3.34848264576839e-11,0.9,0.48732111473763495,0.98939115,0.40302104
Nhsl2,7.3855486,2.111374,1.5182626878607542e-13,4.039180041863214e-11,0.88,0.4908001865069402,1.2392428,0.44960386
Xkr4,7.3598566,1.2321972,1.8410775582826878e-13,4.849975881476061e-11,0.98,0.8616979304902981,3.0482602,2.2562084
Csmd2,7.3361225,1.5207022,2.1987101232263234e-13,5.735858350591389e-11,0.98,0.7251891969441555,2.0320346,1.1971085
Kcnmb4,7.33169,2.0728843,2.2726877686342436e-13,5.871838494538665e-11,0.82,0.3541479860837129,0.78263474,0.24856472
Ccn2,7.314029,5.113255,2.5924834817366093e-13,6.571701052288933e-11,0.62,0.026613105699221692,0.50539213,0.018821256
Tmem163,7.3022413,3.038212,2.830132265645422e-13,7.107070465223597e-11,0.74,0.23539327857680858,1.1013514,0.21870755
Pcdh9,7.291647,1.0831683,3.061889804675335e-13,7.617868430706134e-11,1.0,0.9714859581794053,4.576939,3.8375883
Ptprd,7.246706,1.2559935,4.2702932517148e-13,1.0431161788506969e-10,0.98,0.9654244826225745,4.51442,3.6589186
Glra2,7.2206984,3.0078793,5.172126957632171e-13,1.2520274896538417e-10,0.72,0.22696459954807935,0.9144249,0.17050114
Igsf21,7.21207,2.3159184,5.510760083480458e-13,1.2988958196764903e-10,0.8,0.3139055270614397,0.8223602,0.22812179
Plcxd3,7.202915,2.1973696,5.893865342768889e-13,1.377114450088696e-10,0.86,0.3920949750726301,1.2636658,0.4404799
Ctnnd2,7.187335,1.1715237,6.606812020328721e-13,1.528660606583203e-10,1.0,0.8850112980165704,3.2213323,2.4580579
Fgf14,7.184658,1.0378159,6.737564241400129e-13,1.5342233149696735e-10,0.98,0.9245005559341487,3.7696598,3.0742958
Esrrg,7.1328797,1.8095707,9.829057328048082e-13,2.2193846252491764e-10,0.92,0.5260213048312471,1.3283497,0.5831003
Gm49678,7.1286664,2.0833526,1.0134606850308293e-12,2.2693073838981989e-10,0.96,0.5554320146336215,1.9891936,0.9118236
Galnt10,7.1139817,2.7372549,1.1274218752478896e-12,2.503621965943041e-10,0.72,0.20598256877443422,0.6853472,0.13770726
B230209E15Rik,7.103185,1.6549516,1.2191377879272125e-12,2.685101013246246e-10,0.98,0.593630070657437,1.3944404,0.674491
Neto1,7.0795827,1.6653631,1.4458928604607872e-12,3.1586293626488905e-10,0.98,0.6914386141099673,2.0102453,1.1112787
Sema5b,7.068356,2.8218622,1.567796992814471e-12,3.397314935235874e-10,0.72,0.19023707901438255,0.78061026,0.15467747
Asap1,7.0420766,1.6033647,1.8939593955726703e-12,4.0712551167230125e-10,0.96,0.7015171622251712,1.8879323,1.0455234
Npas2,7.0402417,1.9665947,1.919063848351398e-12,4.0924798099366716e-10,0.84,0.4864603134751264,1.2523633,0.49425885
Ripor2,7.0263386,1.5835582,2.1202396494115192e-12,4.485892864542325e-10,0.96,0.5872099279078943,1.3051212,0.6402311
Tmem178,6.9956083,1.9510041,2.641103866684177e-12,5.458958530600295e-10,0.88,0.5061511423550088,1.2211941,0.48147482
Mast4,6.9588656,1.6984699,3.4302315536204295e-12,6.960817552408061e-10,0.96,0.7625264517054625,2.2307007,1.2695651
Erc2,6.958357,1.363342,3.4426474009597825e-12,6.960817552408061e-10,0.98,0.8471360424661957,3.1827853,2.300973
Adgrb3,6.9582424,0.96084684,3.4454363024572836e-12,6.960817552408061e-10,0.98,0.9360137728202002,3.8699841,3.2235277
Gm5468-1,6.9303827,2.7618954,4.197033438026483e-12,8.415991677594896e-10,0.7,0.21756751909902802,0.644782,0.12531786
Nhs,6.852246,2.5567088,7.269961400712936e-12,1.4469915765715303e-09,0.74,0.2692873282880815,1.0069213,0.258706
Kcnn3,6.842292,2.068103,7.79360773787065e-12,1.5398105876219439e-09,0.78,0.3320540870126609,0.74925995,0.23586322
Serpini1,6.834682,1.7757206,8.218724290888543e-12,1.6119497934027382e-09,0.92,0.5277429073562642,1.2887356,0.56960166
9130024F11Rik,6.805295,2.6775908,1.008425444794295e-11,1.9354565501159074e-09,0.7,0.23514221154191026,0.78093857,0.1697312
Usp29,6.793375,1.6270423,1.0954020303858362e-11,2.0874789047140014e-09,0.96,0.558767619525842,1.3146122,0.63216233
Igf1r,6.7905927,1.4494768,1.116739723253243e-11,2.113154673508073e-09,0.98,0.6868835407625264,1.560814,0.8661469
Cntnap4,6.7865024,2.3016944,1.148847871725947e-11,2.1587092526766573e-09,0.82,0.35095584806857716,1.3141292,0.43953842
Flrt2,6.7833686,1.7071862,1.1740558433109916e-11,2.190755590955996e-09,0.92,0.6034216850184714,1.5936437,0.7889293
Atp10a,6.7158346,2.6786509,1.8699284479266028e-11,3.441436807930672e-09,0.68,0.1606829023349234,0.6050472,0.12208011
Col19a1,6.6885715,2.4613202,2.253592562130698e-11,4.119321914588561e-09,0.74,0.27240773286467485,1.033286,0.28420988
Negr1,6.6760025,1.2144339,2.4554809542944648e-11,4.452557563839416e-09,0.98,0.9023349234245543,3.349418,2.5529413
Atp8b1,6.6751947,2.5231164,2.4690401079719874e-11,4.452557563839416e-09,0.68,0.15745489760051648,0.55128455,0.12040135
Hnrnpll,6.668533,1.6075315,2.5837354664630183e-11,4.628331465590753e-09,0.9,0.5229367669739249,1.02784,0.46313962
Plcl2,6.6596236,1.4258385,2.745299111487077e-11,4.8851779553415734e-09,0.94,0.6505146874215415,1.5091687,0.8377926
A230006K03Rik,6.6451054,1.5525723,3.0299987995271494e-11,5.356320246269375e-09,0.96,0.6657221763925254,2.045952,1.1928579
Pdgfc,6.643675,2.3299656,3.059572148144792e-11,5.373248602656899e-09,0.74,0.3630429324629676,1.0341365,0.3078677
Slc35f3,6.6410856,1.6178643,3.113814423932912e-11,5.43299958253749e-09,0.96,0.5902227323266741,1.4715228,0.73878795
Tenm1,6.6058173,1.4966784,3.9532969220448706e-11,6.853231502925527e-09,0.98,0.7524120368709875,2.3572922,1.4790018
Strbp,6.6009197,1.1410729,4.0861499442864255e-11,7.038131346344631e-09,1.0,0.8266920124816183,2.3029256,1.6257696
Mir100hg,6.5509496,1.4694504,5.717243560200048e-11,9.784862067679954e-09,0.94,0.7297801370108676,2.0671873,1.250661
Kcnj3,6.5405746,1.3475014,6.128300448089707e-11,1.042198943292218e-08,0.98,0.7846562174957856,2.469172,1.6580436
Brinp2,6.5178847,1.8531847,7.13058267932588e-11,1.2050236263741284e-08,0.84,0.5453893332376888,1.3875524,0.6052638
ENSMUSG00000121513,6.512074,1.3531333,7.412024797635604e-11,1.2447569144529291e-08,0.98,0.7930131630859725,2.4280627,1.6186477
Neto2,6.505684,1.5695201,7.734072429904982e-11,1.2828057172317708e-08,0.92,0.4474731896273448,0.97913915,0.4446965
Adgrl3,6.504051,1.0905571,7.818524183587255e-11,1.2888573301410401e-08,0.98,0.8832538287722822,3.0986385,2.3924139
Slc16a10,6.5023746,2.3114252,7.906184448543964e-11,1.2953608300754654e-08,0.72,0.2714393314443528,0.70628005,0.18796222
Scube1,6.499961,2.6004083,8.034087115537603e-11,1.3083389139060328e-08,0.68,0.21290484559377354,0.6432674,0.13875794
Tshz3,6.4949665,1.8172158,8.305186596682072e-11,1.3443395412822125e-08,0.84,0.38732470140956204,0.9358237,0.36439613
Kalrn,6.492307,1.2092448,8.453179732335938e-11,1.3561090388114163e-08,0.98,0.8467773752734837,3.0572326,2.2789078
Nfib,6.4918504,1.2909327,8.478835821373946e-11,1.3561090388114163e-08,0.98,0.8181198665758043,2.488289,1.7069596
Gm44643,6.482687,1.9534398,9.010340036025363e-11,1.4325907501065178e-08,0.76,0.2949320325669811,0.5674103,0.17997366
Bcl11a,6.479369,1.4288492,9.210703265664822e-11,1.4558329220494928e-08,0.98,0.6795308633119329,1.8256787,1.0763702
ENSMUSG00000120124,6.47419,3.5779955,9.532175611963002e-11,1.497833676569859e-08,0.6,0.08224238728883469,0.6634695,0.07588597
Wdr17,6.4642453,1.6192496,1.0180559802238811e-10,1.5904165225939353e-08,0.94,0.6243678490728453,1.5009067,0.758294
Kcnip3,6.457206,1.6742095,1.066538360086352e-10,1.6534150210831916e-08,0.84,0.505433807969585,1.0964689,0.48530033
Chrm3,6.456618,1.8445964,1.0706892953795137e-10,1.6534150210831916e-08,0.94,0.6601987016247624,2.334016,1.2794857
Tanc2,6.4333663,0.98834187,1.248085419953916e-10,1.905457683759189e-08,0.98,0.8530181844266705,2.4968195,1.8896664
Rnf130,6.421745,1.3061423,1.3472122694812421e-10,2.0451747842350836e-08,0.92,0.6661167103045085,1.3357981,0.7577864
Arpp21,6.388241,1.3540514,1.6780471526670854e-10,2.518945642020368e-08,0.98,0.7990387719235321,2.7436228,1.9004879
Shc3,6.3843527,1.5919703,1.721240927914966e-10,2.569430207393063e-08,0.86,0.46615975036763385,0.9121541,0.40156046
Dmd,6.3435636,1.1636102,2.2451024441591212e-10,3.332922799699204e-08,0.98,0.8747534163050106,3.0291564,2.2808397
Myt1l,6.317723,1.210011,2.654458491052861e-10,3.897557358174338e-08,1.0,0.8032710447975324,2.4754734,1.7415556
Sgcz,6.2634864,1.9410455,3.76463694536648e-10,5.467880795783639e-08,0.94,0.7476058964886482,2.8998868,1.6996595
Ablim1,6.24824,1.362551,4.151034371589557e-10,5.964614629123604e-08,0.92,0.6132132993795057,1.3237425,0.7286893
Zfpm2,6.2273846,1.7381679,4.742855276314248e-10,6.778751131625736e-08,0.96,0.6732900541587461,2.2469943,1.2628971
Kcnh7,6.207574,1.5621387,5.380880641219855e-10,7.649960996273942e-08,0.98,0.7967433018901761,2.831817,1.857911
Hmgcll1,6.184603,1.4120169,6.225886971171016e-10,8.804714890282378e-08,0.92,0.5626770919264015,1.1481029,0.5926463
Cacna1a,6.178336,1.239478,6.478070063297568e-10,9.113389664963647e-08,0.98,0.7523761701517162,2.0410545,1.3447089
Gpr45,6.1675224,1.4344991,6.936837230848031e-10,9.657658880460445e-08,0.88,0.5083748789498225,0.92184633,0.4447605
6530403H02Rik,6.1557956,1.886061,7.470157590955197e-10,1.0346553323142585e-07,0.86,0.4615688103009218,1.4675841,0.64357555
Ngef,6.1226077,1.9556,9.205610320276455e-10,1.2684858938760428e-07,0.7,0.2967253685305405,0.6228384,0.2011479
Xkr6,6.1079054,1.4341184,1.0094710018920006e-09,1.38390233779786e-07,0.92,0.5849144578745382,1.2794843,0.67307687
Rxfp1,6.0925274,2.3575604,1.1114186984379565e-09,1.5082737589408027e-07,0.66,0.18374520282629747,0.66910625,0.17046054
Galnt18,6.045375,1.4129969,1.4906322221215074e-09,2.002664390420245e-07,0.96,0.6526666905778129,1.669536,0.96257234
Fmn2,6.017453,1.1189897,1.7718226342057028e-09,2.368600705527723e-07,0.98,0.7546716401850723,1.7894207,1.1925918
Fhip1a,6.010888,3.119497,1.8450999988204346e-09,2.454348364767578e-07,0.58,0.13313726193465084,0.506927,0.0732159
Ncald,6.006622,1.337167,1.894284433515524e-09,2.5073607255449326e-07,0.96,0.7015171622251712,1.7312967,1.0436838
Kcnab1,5.9910593,1.5612112,2.0847832554877235e-09,2.7325915158514697e-07,0.92,0.67612352498117,1.9409208,1.105716
Galnt9,5.9789205,1.6679361,2.2462149502922034e-09,2.929892995842306e-07,0.76,0.3858541659194433,0.7700607,0.31117082
Rasgef1b,5.968054,1.5958121,2.4010034517794526e-09,3.086840322933679e-07,0.9,0.5446361321329938,1.4668306,0.74360174
Lypd6b,5.957319,3.3041725,2.564097035259228e-09,3.280823206543593e-07,0.56,0.09217746852695384,0.51452506,0.06589783
R3hdm2,5.938307,1.1529242,2.879807768341138e-09,3.6673191817690227e-07,0.96,0.6919766148990352,1.3760581,0.84622115
St6gal2,5.929775,1.7684655,3.0334994640404745e-09,3.844817481073941e-07,0.78,0.3981564506294609,0.7969006,0.305792
Zfp385b,5.923692,1.5013399,3.1479229731149502e-09,3.971112220075057e-07,0.98,0.6661525770237796,1.9536084,1.1437322
Slc35f4,5.9160647,1.5297987,3.2973570255708263e-09,4.140186134443369e-07,0.92,0.5925540690793013,1.5058224,0.7951888
Nck2,5.9045486,1.3695863,3.536137207631509e-09,4.4193491520492393e-07,0.88,0.48029123776048205,0.79460967,0.38502908
Nr4a2,5.883263,2.4290266,4.0225562446369785e-09,4.984097856771749e-07,0.64,0.23363580933252034,0.7173767,0.17797773
Fgf12,5.8831577,1.110635,4.025118105394378e-09,4.984097856771749e-07,0.98,0.8550267207058571,2.8837268,2.176717
Rap1gds1,5.875328,1.1775975,4.220062114794863e-09,5.2015169277311e-07,0.94,0.6994010257881712,1.4347478,0.88130444
Mapk8,5.86828,1.4106838,4.403392903136196e-09,5.402701703528292e-07,0.84,0.6016642157741832,1.1691604,0.60690665
Herc4,5.863347,1.2804939,4.536288220291049e-09,5.540457476328204e-07,0.9,0.59764714321581,1.0944139,0.5978112
Dip2b,5.848057,1.0891087,4.973492907671076e-09,6.01971866797846e-07,0.96,0.7173702521430365,1.3921071,0.8842274
Pdzrn4,5.8438697,1.6134276,5.100191104666467e-09,6.145387218941165e-07,0.88,0.5405473261360784,1.4847031,0.74936414
Lin28b,5.8398495,1.8603613,5.224794889843849e-09,6.267421370093937e-07,0.72,0.29876977152899825,0.65075636,0.225178
Oxr1,5.8348904,1.199366,5.3825943775135805e-09,6.428013818835107e-07,1.0,0.8557081883720096,2.8014033,2.0458457
Gabrb2,5.8321867,1.2578698,5.470558866016737e-09,6.504155607516359e-07,0.98,0.7210286575086977,1.8905696,1.20937
Cxxc4,5.826525,1.8340526,5.6593247611845305e-09,6.698945212908737e-07,0.72,0.3172769986729314,0.6288712,0.21958125
Adk,5.8152113,1.3970685,6.055736417403508e-09,7.136738488404923e-07,0.92,0.6416914744808292,1.3728186,0.7508345
Elavl2,5.7918453,1.5656677,6.961714635962997e-09,8.133098794275031e-07,0.86,0.5420537283454683,1.4000984,0.70914197
Nfasc,5.789897,1.0776485,7.042961927364126e-09,8.19239770512009e-07,0.98,0.7227143933144435,1.5021126,0.97611535
Focad,5.7673826,1.2661837,8.051209082324056e-09,9.324827070777904e-07,0.96,0.6951687529141709,1.6329547,0.9978729
Bmpr1b,5.737557,2.515028,9.605208822265394e-09,1.1011693400358523e-06,0.62,0.1775402603923819,0.8004398,0.19439276
Fmn1,5.737109,1.4060544,9.63062132148959e-09,1.1011693400358523e-06,0.86,0.5298949105125355,1.1181487,0.5749355
Gm41414,5.7354503,2.745793,9.725368161755671e-09,1.1072908580778597e-06,0.6,0.20006456009468815,0.6486359,0.12760507
Ptchd1,5.71994,2.0339253,1.0656146043671104e-08,1.2081461780314033e-06,0.68,0.2658441232380474,0.59600127,0.18146841
Rbfox1,5.71427,1.1161919,1.101758958163691e-08,1.2438766052881672e-06,1.0,0.940568846167641,4.1757307,3.4198365
Mir124-2hg,5.7086,1.6137246,1.1390936158971329e-08,1.2806462535211699e-06,0.78,0.3872171012517485,0.7200463,0.29607534
Ehbp1,5.682153,1.0735694,1.3300939903491243e-08,1.4829720133062643e-06,0.98,0.7733940676446326,1.784491,1.2104706
Pcsk2,5.6538897,1.2612957,1.5685687498101287e-08,1.741629847413147e-06,1.0,0.769879129156056,2.2162745,1.4837749
