names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6b CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cntn4,5.638178,1.6229069,1.718588071681726e-08,1.9003482093040318e-06,0.96,0.6509450880527958,2.1442251,1.2373902
Dync1i1,5.6337805,1.1778948,1.7630140623237295e-08,1.9414831087966647e-06,0.98,0.7177289193357483,1.8074287,1.1792276
Hs3st5,5.6316476,2.4726126,1.7849616772020948e-08,1.9576293986293995e-06,0.66,0.26831892686775943,0.94301134,0.24876782
Anks1b,5.625749,0.8539036,1.847046729990168e-08,2.017485594912025e-06,0.98,0.9033750582834188,3.33901,2.77536
Elavl4,5.6248713,1.4094292,1.8564629951923633e-08,2.019561161166753e-06,0.9,0.5388974570496037,1.1488003,0.5939066
Nalf1,5.574181,0.9998572,2.4869661256731105e-08,2.683726096258493e-06,0.98,0.9000394533911983,3.514537,2.850803
A230057D06Rik,5.572224,1.1685482,2.5150784379327958e-08,2.703206305090169e-06,0.98,0.7886015566156164,2.254502,1.5675642
Zfyve28,5.5569687,1.295159,2.7450003428766554e-08,2.938572080203017e-06,0.84,0.5088052795810767,0.86606646,0.4455429
Nkain2,5.547164,0.99417686,2.9034006284959045e-08,3.0835721299480217e-06,0.98,0.9301316308597253,3.889909,3.220882
Mphosph9,5.529741,1.2763519,3.207041629318895e-08,3.3869586034322e-06,0.86,0.5228650335353825,0.8583808,0.44544697
Grk3,5.4983087,1.3768988,3.834512776219976e-08,4.009080089378628e-06,0.8,0.4599189412144471,0.79866904,0.38577357
D130043K22Rik,5.44718,1.4023087,5.117473075450657e-08,5.248339753334319e-06,0.76,0.39413937807108784,0.61080533,0.27650687
Smap1,5.410314,1.0846364,6.29142256073866e-08,6.345374387587938e-06,0.92,0.579713783580216,0.9384727,0.5502619
Pla2g4e,5.4098754,1.9142038,6.306859830986247e-08,6.345374387587938e-06,0.64,0.25045730067070765,0.49270648,0.15609659
Cobll1,5.409252,2.1577516,6.328843825357527e-08,6.345374387587938e-06,0.64,0.23557261217316453,0.76523,0.22921024
Tmem245,5.392768,1.2106822,6.938046449577846e-08,6.904641040746546e-06,0.84,0.5324414475807898,0.8599176,0.46303543
Tnik,5.366216,0.93824005,8.040555483183881e-08,7.972314606389332e-06,0.98,0.8181916000143467,2.2404654,1.6831555
Pkia,5.3421483,1.11747,9.185145184196679e-08,9.073707761006059e-06,0.9,0.6325095943474051,1.1609918,0.6985325
Hipk2,5.332818,1.0831482,9.670030347470747e-08,9.517718514158936e-06,0.92,0.5677701660629102,1.015693,0.6050359
Prkcb,5.3256116,1.0931436,1.0061396135854357e-07,9.866777889430897e-06,0.98,0.7978551701875829,2.135859,1.5038153
Numb,5.316404,1.0846168,1.0583805906902093e-07,1.0303871910089102e-05,0.9,0.6549621606111689,1.2410187,0.76988804
Spock1,5.3156843,1.3226116,1.0625730912633403e-07,1.0307342585648358e-05,0.94,0.6107743624690649,1.5881389,0.9388797
Cdh10,5.225627,1.2135898,1.7356583326625627e-07,1.6715820572990343e-05,0.94,0.7553172411319536,2.1400127,1.4430928
Antxr1,5.222643,2.131878,1.7638746986454875e-07,1.6926897554501517e-05,0.6,0.2343890104372153,0.5773741,0.16405109
Inpp4a,5.2097487,1.1198053,1.8909664998217275e-07,1.8017826188017665e-05,0.86,0.5507334744090958,0.8647294,0.49006435
Osbp2,5.2079144,1.1788657,1.909752566355812e-07,1.8132527016954303e-05,0.86,0.5620673576987912,1.0081859,0.5703202
Sez6,5.2018576,1.4969752,1.9730631542625754e-07,1.860217787895979e-05,0.72,0.39994978659302033,0.6993188,0.30651468
Cacna1d,5.1897182,1.0658978,2.106123538571219e-07,1.9787251566926103e-05,0.98,0.7265521322764606,1.6766274,1.1238539
Usp46,5.1756215,1.4226573,2.271532540357986e-07,2.1193083110909402e-05,0.74,0.4636849467379219,0.7973987,0.375005
Cntn1,5.1708555,0.8661212,2.3302463141464954e-07,2.1665646526337834e-05,0.98,0.8294537498654998,2.2880416,1.7678665
Otud7a,5.1641936,1.0524561,2.414778661845301e-07,2.2374173325442496e-05,0.98,0.7692693949284459,2.0750124,1.4720095
Pak1,5.158953,1.1653181,2.4833425761339684e-07,2.293038316863221e-05,0.86,0.6118862307664718,1.1477096,0.67245835
Nin,5.158286,1.1415267,2.4922047733366347e-07,2.2933404883409374e-05,0.92,0.6114558301352175,1.1744319,0.69995964
Diras2,5.1526337,1.5602509,2.568536556419017e-07,2.3555145826272692e-05,0.66,0.3056561816290664,0.5101265,0.2034844
Nxph3,5.149579,3.031013,2.6107190187314e-07,2.3860551031739018e-05,0.48,0.06588716330117284,0.30239722,0.042291604
Rcan2,5.1321993,1.4454113,2.863757335882699e-07,2.6050963234038572e-05,0.74,0.3667730712671712,0.7382444,0.3372328
Socs6,5.1318045,1.4293125,2.869774885476523e-07,2.6050963234038572e-05,0.7,0.31731286539220255,0.4913334,0.21155077
Gria3,5.116602,1.040151,3.110892739622702e-07,2.7912521708587646e-05,0.98,0.8045263799720239,2.440291,1.8073722
Pitpnc1,5.116268,1.2167101,3.116396171409116e-07,2.7912521708587646e-05,0.88,0.5070478103367885,1.0871183,0.6128996
Pacs1,5.070081,1.0553178,3.976460539103761e-07,3.5320165468471547e-05,0.88,0.6200279760410315,1.0884194,0.66667217
Mcf2l,5.069774,1.1479125,3.982884308502746e-07,3.5320165468471547e-05,0.84,0.5097736810013987,0.7557505,0.4118361
Grik4,5.067773,1.2713946,4.0249763177311767e-07,3.557602422941997e-05,0.9,0.5682723001327069,1.3314393,0.76748025
Cobl,5.0624886,1.3661448,4.138187107410715e-07,3.6381147435116486e-05,0.8,0.43172769986729315,0.9108982,0.4553187
9630014M24Rik,5.0622606,1.4888678,4.1431451861353353e-07,3.6381147435116486e-05,0.72,0.33449302392310176,0.6463824,0.28045797
Hivep2,5.044363,1.0132864,4.550344162431216e-07,3.9826627897239995e-05,1.0,0.8259746780961945,2.439,1.8217785
Prkd1,5.040826,1.3159922,4.635272647906594e-07,4.043823897702928e-05,0.86,0.5065456762669919,1.1415519,0.61851245
Cacna1e,5.0292397,1.1742119,4.924289796406853e-07,4.2820604151926254e-05,0.98,0.7739320684337003,2.4286048,1.7197697
Sdk1,4.9966226,1.8853953,5.83431645798192e-07,5.040774380256405e-05,0.76,0.46390014705354904,1.3715508,0.5856528
Septin11,4.989126,1.1034547,6.065296138454784e-07,5.223541898726925e-05,0.82,0.5324414475807898,0.84531593,0.4814267
St8sia5,4.9776454,1.2484286,6.436242573816008e-07,5.507701845810068e-05,0.74,0.36906854130052724,0.53413135,0.26016632
Arhgap26,4.9693155,1.102377,6.718964277013626e-07,5.7313831785192425e-05,0.96,0.6712097844410172,1.4282913,0.9071128
Osbpl1a,4.967999,1.0558323,6.764732921400646e-07,5.752163721456815e-05,0.86,0.5626412252071303,0.9393914,0.55940646
Tmem132d,4.965796,1.7489874,6.841991865078311e-07,5.799505407402342e-05,0.74,0.47695563286826154,1.3303785,0.6031213
Mark1,4.9628816,1.1748426,6.945489992217928e-07,5.8687206317891735e-05,0.8,0.5246942362182131,0.8245921,0.44940192
Mrtfb,4.9321165,0.99557793,8.134334893238042e-07,6.830299330665818e-05,0.98,0.7058211685377138,1.457269,0.9753758
Pcgf5,4.9282455,1.2723554,8.297124104470672e-07,6.945287373430746e-05,0.76,0.3987661848570711,0.6327504,0.3114895
Unc80,4.915457,1.0176702,8.857564418717035e-07,7.348140462080111e-05,0.98,0.7504035005918008,1.9018466,1.3387977
Gm45159,4.915106,1.2162542,8.873453370347206e-07,7.348140462080111e-05,0.8,0.48215630716258384,0.7686216,0.40405086
Kcnt1,4.9147897,1.8590077,8.887776889378622e-07,7.348140462080111e-05,0.6,0.27334026756572577,0.50941634,0.16816385
Galnt14,4.9065475,1.6993963,9.269344013612272e-07,7.640100418581648e-05,0.68,0.40127685520605433,0.9245571,0.3840794
Abcb9,4.903616,1.9216925,9.408831488231036e-07,7.731354803937856e-05,0.58,0.2209031239912485,0.39676785,0.12092831
Ldb2,4.901334,1.3352091,9.518811201296159e-07,7.797879785939873e-05,0.9,0.5557906818263334,1.4673382,0.8427909
Sema3a,4.879627,1.749555,1.0628657645898593e-06,8.680608843322042e-05,0.6,0.2233779276209605,0.51123524,0.18104194
Stxbp5l,4.860492,0.97734725,1.1709424057079104e-06,9.534309830718653e-05,0.98,0.7950216993651591,2.2941594,1.7099336
C130073E24Rik,4.845676,1.7908756,1.2618140761264967e-06,0.00010243185566622044,0.68,0.3431010365481869,1.006018,0.40634444
Ahi1,4.841515,0.91416067,1.2885275796697841e-06,0.00010397218037755885,0.92,0.7590473799361572,1.8041961,1.3064716
Slc4a10,4.8321586,0.97911716,1.3506066799572502e-06,0.00010768783825059737,0.98,0.7740038018722427,1.9433345,1.3949054
Adgra1,4.830508,1.6710708,1.3618492549426668e-06,0.00010826298662813449,0.64,0.33137261934650836,0.62658864,0.24183165
Fhod3,4.8067827,1.46456,1.5337850013238283e-06,0.00012157169022292408,0.74,0.38000789067823965,0.81327844,0.3749028
Gm15155,4.8038073,1.9404001,1.5567675000997963e-06,0.0001230304197872986,0.6,0.24217208851906316,0.64113307,0.21036887
Pcsk1,4.7939854,1.894197,1.6350036340822675e-06,0.00012808322929384994,0.58,0.23291847494709658,0.49310246,0.15826148
Gm57223,4.7721906,1.2373976,1.8223286864005591e-06,0.00014234294128948554,0.74,0.447509056346616,0.70989394,0.36357555
Carmil1,4.7625794,1.0415628,1.911340411848889e-06,0.0001488629474387816,0.88,0.550016140023672,0.92748094,0.5552463
Phyhipl,4.7613153,1.0518873,1.9233523162724726e-06,0.00014936553970589983,0.82,0.47146802481976974,0.7463603,0.4285694
Wnk2,4.759288,1.0147228,1.9427730381465122e-06,0.0001504389381412011,0.9,0.5799648506151143,0.94442767,0.5753166
Hook1,4.757655,1.1031995,1.9585472820478707e-06,0.00015122461341559278,0.82,0.5493705390767907,0.8776687,0.5032803
Gabra5,4.7561193,1.0885221,1.9735009298253228e-06,0.000151942607405176,0.9,0.5475413363939601,1.0134048,0.601723
St3gal5,4.749369,1.0443475,2.0405214074177694e-06,0.0001566537434780442,0.82,0.5508052078476382,0.88034683,0.52146804
Sv2b,4.732253,1.2185528,2.2204133462938432e-06,0.00016997865132454577,0.96,0.6212474444962519,1.574745,0.9728947
E230016M11Rik,4.7264247,1.6218168,2.2850733989705577e-06,0.00017443159724528094,0.64,0.2930310964456081,0.54551595,0.21166451
Rasgrp1,4.7221503,1.1724038,2.3336425605934366e-06,0.0001776344917936137,0.82,0.5000538000789068,0.9304477,0.5195905
Fbxo42,4.7186656,1.0627618,2.3739677593141934e-06,0.00017968595406414752,0.84,0.4706430902765324,0.65210426,0.36479267
Ptpn4,4.7034016,0.963019,2.558626158176621e-06,0.0001931187777252972,0.96,0.7073275707471037,1.3246585,0.88223547
Vopp1,4.698855,1.3940618,2.6162447563750715e-06,0.00019691455631316014,0.68,0.40142032208313905,0.6252941,0.28560743
Mgat4c,4.696757,1.4117869,2.643247334484494e-06,0.00019788109032705653,0.94,0.7352677450593594,2.3553684,1.5230764
Nfia,4.696713,1.1235276,2.6438150884783514e-06,0.00019788109032705653,0.94,0.7393565510562748,1.9419588,1.319391
2210408I21Rik,4.6957564,1.0161709,2.656221252393066e-06,0.00019825740292167137,0.96,0.7025931638033069,1.474694,0.9806018
Ntrk2,4.69099,0.9977702,2.7188614985467066e-06,0.00020237066057049864,1.0,0.7807826118144974,1.9244517,1.3686966
Prkar2b,4.685223,1.2669317,2.7965490945165264e-06,0.00020700626493019026,0.72,0.38832896954915536,0.5906575,0.2886197
Kcnma1,4.6697135,0.9072211,3.01620170183085e-06,0.00022204202665258887,0.98,0.8572863240199419,2.7963576,2.2195697
R3hdm1,4.6620684,0.93395686,3.1304733503680485e-06,0.00022982464186991657,1.0,0.8403213658046699,2.4076722,1.8390839
Sgcd,4.653089,1.3458855,3.2699922238544465e-06,0.00023941332712525606,0.86,0.7051397008715613,2.155394,1.3868561
Bmt2,4.646927,1.018891,3.369162028169523e-06,0.00024600376004596487,0.84,0.5441339980631972,0.8132714,0.48209983
Snap25,4.6234384,0.8631824,3.7743066720639087e-06,0.00027483907934514154,1.0,0.8531616513037552,2.3764079,1.851409
Lrrc1,4.603935,1.9505665,4.145820674367084e-06,0.0003002646941246457,0.52,0.16695957820738136,0.36789402,0.10889703
Zmiz1os1,4.588917,1.4334967,4.455523153260958e-06,0.0003209648984668148,0.62,0.2815537462788279,0.43820113,0.18531448
Arhgap22,4.575952,1.9599357,4.740586150670927e-06,0.0003382453577434596,0.5,0.14328754348839712,0.32427824,0.0939043
Tpm3,4.573793,1.0003266,4.789730416902231e-06,0.00033999099457672163,0.8,0.4864603134751264,0.6770316,0.394676
Rnf24,4.5735383,1.3403097,4.795555896709248e-06,0.00033999099457672163,0.7,0.3845629640256806,0.5787173,0.26966885
B3gat1,4.5720377,1.085231,4.830044366328023e-06,0.00034153497927166837,0.78,0.48940138445536385,0.7184509,0.4024422
Lrrtm2,4.5660686,1.3903636,4.969556769521605e-06,0.00035047766508410896,0.62,0.28614468634553997,0.43792138,0.19029826
Cntn6,4.561092,1.8152313,5.088828144188736e-06,0.000357949770246993,0.66,0.4083067321832072,1.2320011,0.5247061
P4ha1,4.5536222,1.1132177,5.272998390076756e-06,0.000368829282417467,0.8,0.48183350668914315,0.72814727,0.40225562
Gsg1l,4.5531573,1.7781137,5.284677101999434e-06,0.000368829282417467,0.58,0.2567339765431656,0.5208483,0.18171418
Ank2,4.55163,0.5253341,5.323192904531638e-06,0.0003705549050382516,0.98,0.9338259029446576,3.0536664,2.7100358
Arhgef3,4.5474253,1.1510682,5.4306153207618534e-06,0.00037705590095315507,0.78,0.45730067070765035,0.7140919,0.384823
Gm1043,4.545284,1.1456351,5.4861305098776366e-06,0.00037934700787326794,0.78,0.46038520856497256,0.6885265,0.3700615
Acvr2a,4.523261,1.0439807,6.089407536190911e-06,0.00041851375662138574,0.96,0.6447760123381514,1.2747792,0.8110426
Cyb5a,4.523147,1.2837232,6.092692701795127e-06,0.00041851375662138574,0.62,0.28431548366270937,0.41091385,0.18957286
Frmd3,4.5226994,1.431639,6.105597044867258e-06,0.00041851375662138574,0.66,0.3663426706359169,0.6254411,0.27927575
Pde4a,4.5151944,1.029052,6.325868645754012e-06,0.0004307471951847957,0.84,0.538000789067824,0.8405729,0.49817434
Srrm3,4.5149837,0.93636096,6.332160107852412e-06,0.0004307471951847957,0.94,0.5992970123022847,0.97658485,0.6232687
Adam23,4.5127892,0.95621765,6.398053171250744e-06,0.00043413052704926135,0.96,0.6695957820738138,1.3033295,0.8679763
Ift88,4.510042,1.0676938,6.481476483644887e-06,0.00043758108822999523,0.76,0.41490620852910587,0.54070455,0.29428783
Vps13a,4.5048633,0.96731544,6.6415660900944845e-06,0.00044726536551588673,0.96,0.7085829059215953,1.4428239,0.97582245
Dgkh,4.489415,0.9578655,7.1419043978605846e-06,0.0004785610253628776,0.96,0.6732183207202037,1.4826998,1.0126426
Bicd1,4.4871416,0.8608492,7.218509660091573e-06,0.0004824909317578621,0.98,0.76396112047631,1.6288129,1.1806164
Dcx,4.4733696,1.097925,7.699647435256723e-06,0.0005133735151001195,0.78,0.48341164233707545,0.80958146,0.45904967
Srrm4,4.47265,1.0287747,7.72561805066008e-06,0.0005138300916367237,0.9,0.5687744342025035,0.9793089,0.59602684
Ptprn2,4.45994,1.0709265,8.19825375262476e-06,0.000542579010672481,0.98,0.7638176535992253,2.2236385,1.5938685
Ivns1abp,4.4530234,1.1166598,8.46694827906069e-06,0.0005589850129198052,0.7,0.40088232129407125,0.6107779,0.328033
Dlg1,4.4416213,0.908341,8.928349300877722e-06,0.0005880018277318245,0.98,0.7745418026613106,1.7060983,1.2242275
Miat,4.4294386,1.0015396,9.447880174962434e-06,0.000619181805612782,0.92,0.6024891503174205,1.0794783,0.6783052
Atcay,4.428034,1.1966349,9.509592143266483e-06,0.0006217098318481031,0.74,0.43567303898712384,0.6208178,0.31874967
Stx1a,4.418238,1.4863544,9.95086717028811e-06,0.0006489800991884503,0.62,0.32387647501883005,0.51072675,0.21340327
Ank,4.408039,0.9179262,1.0431083451741184e-05,0.0006770125902132503,0.9,0.669667515512356,1.1820822,0.7869828
Bbs9,4.3976464,1.1189737,1.0943111692539393e-05,0.0007085335209121289,0.78,0.49456619203041496,0.8018011,0.44859764
Myo5a,4.3896937,0.82096475,1.1351032755700735e-05,0.0007314202641383183,0.94,0.7575409777267673,1.5113914,1.0985835
Gm33228,4.38778,1.3648819,1.1451330738549503e-05,0.0007361178395809214,0.72,0.41339980631971596,0.7436578,0.35662284
Rell1,4.385314,1.9084004,1.1581862410625455e-05,0.0007427318448055035,0.5,0.1589254330906352,0.3461689,0.104530215
Nrp2,4.368812,1.2201456,1.2492410820494073e-05,0.0007973184768329591,0.72,0.44255944908719197,0.775956,0.40769944
Rsph10b,4.3669424,1.9711801,1.2599779954881792e-05,0.0008022656099233975,0.52,0.20246763028585776,0.36761206,0.107339
Pls3,4.356287,1.0872645,1.322874423516074e-05,0.0008403223583895251,0.8,0.5169111581363652,0.86292887,0.49764237
Dclk1,4.355023,0.8795564,1.3305306537693727e-05,0.0008431924213863926,0.98,0.8281266812524658,2.4140813,1.8768471
Atp2b2,4.3465614,0.8401073,1.3828841418923733e-05,0.0008743081621799547,0.96,0.7191635881065959,1.3648369,0.96636295
Arhgap42,4.3425236,1.5676548,1.4085531277103382e-05,0.0008884465385346664,0.58,0.27559987087981064,0.4775968,0.18774709
Stk38,4.335089,0.91667247,1.4570108076977892e-05,0.0009168590258276253,0.84,0.515512356084789,0.6891956,0.42235598
Gm17171,4.3332634,3.013967,1.4691515648083989e-05,0.0009223388445420952,0.42,0.07901438255442775,0.25770608,0.035744254
BC002059,4.3292694,1.223482,1.4960466592506359e-05,0.0009370343527753983,0.62,0.28955202467630287,0.35891274,0.16966303
Epn2,4.3235116,0.8143111,1.5356505304629638e-05,0.0009596030175241823,0.9,0.6463541479860837,1.0682883,0.73544216
Rgs6,4.317376,1.1521525,1.5789495652127327e-05,0.000982092009658938,0.86,0.5114594168071447,1.2680295,0.7650547
Ncoa7,4.313549,0.8923356,1.606543985607079e-05,0.0009969477342554782,0.9,0.6625659050966608,1.1645757,0.78284854
Atxn1,4.312689,0.8192222,1.6128093675221353e-05,0.0009985296706294879,0.94,0.789856891790108,2.0025558,1.5329196
Sergef,4.3084846,0.95531774,1.6437696138386135e-05,0.0010130295762349436,0.82,0.4960725942398049,0.70300794,0.42261693
Cadps,4.3074226,0.8715624,1.6516796250869465e-05,0.00101557509213012,0.96,0.8291668161113303,2.5433736,2.002408
Sla,4.306308,2.6896253,1.6600208831432717e-05,0.0010183735417821852,0.42,0.0785122484846311,0.30890983,0.054584753
Scaper,4.3044205,0.85450083,1.6742334981902233e-05,0.0010247529406918292,0.94,0.7172985187044941,1.3189925,0.92234457
Brinp3,4.2858124,1.5943842,1.8207268543817026e-05,0.00110820935211456,0.78,0.6308955919802016,1.9453075,1.0937924
Kcnk9,4.28554,1.299822,1.822956954352942e-05,0.00110820935211456,0.66,0.37082601054481545,0.5484853,0.25987226
B3galt2,4.275736,1.1794552,1.9050710826286154e-05,0.0011529112610412363,0.64,0.3325562210824576,0.48123845,0.2412916
Inpp5a,4.272295,1.326166,1.9347143894060007e-05,0.00116821967737841,0.64,0.367884939564578,0.54013264,0.25126746
B3glct,4.256715,1.4982458,2.0745262883525622e-05,0.0012470362722155112,0.62,0.32538287722821996,0.5579517,0.23464316
Snhg11,4.255653,1.1392548,2.0843993535970153e-05,0.0012501743444453526,0.98,0.8283060148488218,2.9231937,2.1961708
Nmt2,4.25079,0.9378603,2.130177402178523e-05,0.001274785452038684,0.84,0.5794268498260464,0.9049137,0.56998795
Pak2,4.2462435,0.94854516,2.1738452597480125e-05,0.0012922836754298472,0.72,0.41210860442595315,0.5392103,0.31502977
Ddah1,4.2424603,1.7380896,2.2108270883476764e-05,0.0013113669727130698,0.5,0.16093396936982174,0.36263192,0.1231288
Ift57,4.240292,1.1240423,2.232289970647835e-05,0.0013211813108217473,0.68,0.3947849790179692,0.5215951,0.27319077
Nos1ap,4.2385015,0.93533355,2.2501657866230445e-05,0.001328834168935411,0.96,0.6996879595423406,1.4684753,1.0108485
Sertad2,4.2349467,1.0499336,2.286059053571501e-05,0.0013451205755964908,0.74,0.41182167067178366,0.58036125,0.32205376
Fam184a,4.23478,1.2119329,2.2877562450599043e-05,0.0013451205755964908,0.68,0.40672859653527493,0.6006408,0.30410013
Epha3,4.2276525,1.1668904,2.361419937403514e-05,0.0013854007362015812,0.8,0.5940246045694201,1.413891,0.8696131
Map6,4.216488,1.0367173,2.4813686855925984e-05,0.0014526007969906999,0.78,0.5029948710591442,0.7250903,0.4181045
Camk4,4.2135034,0.989816,2.514399071917872e-05,0.0014687370230963741,0.92,0.6261611850364047,1.3377066,0.8817416
Stk10,4.2119675,1.7510946,2.5315626212882287e-05,0.0014755550462909914,0.52,0.2151644489078584,0.3778612,0.12787028
Me1,4.205375,1.1793451,2.606492176751602e-05,0.0015159403634050985,0.64,0.3392632975861698,0.4728065,0.23658398
Arhgap32,4.196949,0.92627597,2.70534878208953e-05,0.001570037187359518,0.98,0.7263727986801047,1.4243388,0.97843033
Mir124a-1hg,4.1896725,0.99466395,2.7935745461217104e-05,0.0016177445701355678,0.82,0.58677952727664,0.94479233,0.5816872
Mtmr10,4.1872497,1.5515641,2.8235497699976592e-05,0.0016315867165556366,0.56,0.26828306014848824,0.45232442,0.17824626
Hdac4,4.1796746,0.98434544,2.9192619066146135e-05,0.0016796695381313634,0.82,0.5584448190524013,0.8697679,0.53106374
Asxl2,4.1777787,0.8221917,2.9436957997988586e-05,0.001690109105568276,0.92,0.6397546716401851,0.9853068,0.66752464
Hmgcr,4.1653237,1.2224224,3.10911174474975e-05,0.001777485799604804,0.62,0.33660916036010186,0.48300645,0.23595093
Tlcd4,4.16054,1.4228106,3.17496114877608e-05,0.0018074408065172304,0.6,0.3009935081238119,0.45559174,0.19495171
Tango2,4.153764,0.97403145,3.270509237214951e-05,0.0018578981649887045,0.8,0.5125354183852803,0.73011297,0.43659112
Afdn,4.1451793,0.8751589,3.395479040289563e-05,0.0019248211352865096,0.92,0.684695670886984,1.2240882,0.83683276
Cyrib,4.1420193,0.80451065,3.442611996778442e-05,0.0019474312495460365,0.96,0.7255837308561386,1.320125,0.9443079
Macrod2,4.1163015,0.7664955,3.8500084358102495e-05,0.0021642202232263893,0.98,0.8878447688389943,3.0418181,2.543447
Atp6ap1l,4.101371,3.075103,4.107097244694836e-05,0.002299118811769797,0.4,0.07614504501273268,0.29763144,0.040311527
Prkce,4.0930324,0.8181445,4.2576851556248144e-05,0.002378461541198311,0.98,0.8360173594921273,2.331973,1.8363657
A330015K06Rik,4.082359,1.5406413,4.458089863008797e-05,0.0024749767483274046,0.56,0.2696101287615222,0.45645294,0.18135239
Pcdh7,4.0658484,1.1187398,4.7858052749107296e-05,0.002651434798697965,0.98,0.7852300850041247,2.3515406,1.6818465
Epha5,4.0534544,0.79515386,5.046681530300697e-05,0.002784483218052972,0.98,0.8530540511459417,2.5002627,2.0076926
5730522E02Rik,4.0514708,1.079363,5.089667778417833e-05,0.002802446172255885,0.98,0.7486818980667839,2.2252772,1.5906782
Ctif,4.0458446,0.9057624,5.213484824109661e-05,0.0028647512724708914,0.84,0.5495498726731466,0.79665166,0.50087476
Rfx7,4.0396037,0.80510503,5.35416063893178e-05,0.002934895423713708,0.96,0.7079731716939851,1.2490591,0.88517153
Dlg5,4.0392175,1.4609213,5.3629834501058084e-05,0.002934895423713708,0.58,0.3184247336896094,0.478976,0.20146671
Gdpd5,4.037225,1.8316319,5.408720419681333e-05,0.002953908895870679,0.48,0.1714429181162799,0.31480634,0.09889343
Lpar1,4.0330644,1.6299031,5.505418313985578e-05,0.0029945463582346653,0.48,0.15401169255048242,0.4020822,0.14834948
Hrh1,4.0277452,2.2500634,5.631431426544116e-05,0.0030507371457911374,0.42,0.09533373982281841,0.24299064,0.05621112
Traf3,4.016106,0.932299,5.916757865612299e-05,0.003192435418654668,0.8,0.5117463505613141,0.7593326,0.46733367
Sgk3,4.011542,1.1080732,6.03234438580465e-05,0.003241781872931419,0.66,0.3626125318317134,0.5270759,0.27910239
Cep112,4.008461,1.1091797,6.111570465234308e-05,0.0032778023632903364,0.74,0.48940138445536385,0.9218824,0.5317066
Ulk4,3.997849,1.0312221,6.392067599130588e-05,0.003414609470947096,0.74,0.45912987339048095,0.62830997,0.35617676
Osbpl9,3.982076,0.8711401,6.831593910659748e-05,0.003627765382992637,0.86,0.5927692693949285,0.9046907,0.59017783
Syt7,3.9742815,0.90805936,7.059202111637965e-05,0.0037338732429077186,0.88,0.6355223987661849,1.1668884,0.77876043
Sorbs2,3.9673648,0.9191683,7.26716893864559e-05,0.003836322777630786,0.98,0.7820020802697177,2.1188638,1.5834575
Vezt,3.9527328,0.7979921,7.726369922348132e-05,0.004057514239869808,0.88,0.6348050643807611,0.97654617,0.66886985
N4bp2l1,3.9525747,1.1796638,7.731474844857989e-05,0.004057514239869808,0.68,0.4166995444926653,0.57855564,0.29703426
Nalcn,3.9365823,0.83306795,8.265031339870621e-05,0.004320649651796179,0.94,0.7454538933323769,1.5618985,1.1362402
Csnk2a2,3.93509,1.0060318,8.316551145450812e-05,0.00433914037433521,0.68,0.46214267780926077,0.6058487,0.34689313
Svil,3.929841,2.0312002,8.500201584760504e-05,0.004426364662451837,0.48,0.18844374305082315,0.5586032,0.16810022
Lrrfip1,3.9253645,0.82245183,8.659847809856218e-05,0.004492087078201478,0.88,0.62601771815932,1.0002576,0.6790746
Pfkp,3.920932,0.8795501,8.82071732991992e-05,0.004557936051056697,0.8,0.530970912090671,0.7747561,0.4922383
Gm17501,3.9201858,4.2646403,8.848070435503843e-05,0.004563294675661963,0.34,0.022344966105950288,0.19818136,0.011338579
Dcun1d3,3.9179475,1.3120619,8.93061134689467e-05,0.004597040745039459,0.56,0.2785050751407769,0.3663503,0.16398685
Kansl1,3.91549,0.6407391,9.022082153340191e-05,0.0046352456493355815,0.98,0.8377389620171443,1.8782074,1.5160894
Cwh43,3.9116366,2.9844122,9.167278825575003e-05,0.004684683270599951,0.38,0.07033463649080018,0.267139,0.03796371
Myocd,3.9115489,4.330697,9.170611836008835e-05,0.004684683270599951,0.34,0.021986298913238406,0.22800869,0.012646913
Tcf20,3.908977,0.743256,9.268778637926194e-05,0.004716895492444637,0.92,0.732900541587461,1.3768958,1.0187798
Kcnb1,3.9073794,0.79646397,9.330254777391844e-05,0.0047392050258699215,0.84,0.560094688138876,0.78211534,0.5205227
Sh3glb1,3.9029644,0.71122366,9.50216755905056e-05,0.004817419666258274,0.82,0.5041426060758223,0.6382507,0.4353781
Usp53,3.901481,0.9457951,9.560595748508964e-05,0.00483791351718335,0.66,0.37993615723969726,0.46886155,0.27043754
Fam124a,3.8960917,1.6068325,9.77574117705786e-05,0.004928220739728794,0.52,0.23654101359348662,0.38653937,0.14403649
Glt1d1,3.8753593,1.2393273,0.0001064675250142192,0.005337280591664309,0.62,0.33725476130698323,0.44257432,0.21172309
Adora1,3.8725152,1.0634134,0.00010771791146051373,0.005389907413303545,0.62,0.3390122305512715,0.4482816,0.2395272
Hip1,3.871778,1.0029335,0.00010804434028203216,0.005391227049049424,0.68,0.4040027258706646,0.58062845,0.33130208
Elapor2,3.8715498,1.0669699,0.00010814556678219724,0.005391227049049424,0.72,0.4706789569958036,0.72666913,0.41202006
Acbd6,3.8528626,0.79843044,0.00011674495770521959,0.005798404830941313,0.84,0.6025608837559628,0.87635064,0.59121525
