names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-Epen (for_DEGs),mean_expr_Rest (for_DEGs)
Gm49445,-2.3798757,-3.7684057,0.017318475106847645,0.04518374853102206,0.0009216589861751152,0.043507313089316206,0.0013206397,0.017848153
Ttc14,-2.3799562,-0.2617813,0.017314697946704486,0.04517828062030973,0.5981566820276498,0.763939416437746,0.9952423,1.1133974
Taf9b,-2.3817284,-0.37140152,0.017231603924418824,0.04497020177244889,0.018433179723502304,0.061994208924196305,0.023711132,0.030567465
Rpusd4,-2.3847005,-0.6204242,0.017093031528187773,0.04463023585292056,0.014746543778801843,0.058096369440938454,0.017699802,0.027082553
Nxph2,-2.3857071,-2.8321064,0.01704631931659683,0.044516920987166565,0.003686635944700461,0.04643997327195783,0.004774272,0.033511657
Adap2,-2.3876457,-1.2177792,0.0169566738404608,0.04428711373378516,0.02857142857142857,0.0716460019303586,0.036840934,0.08368445
Tmprss5,-2.3877835,-1.7148659,0.016950317974636232,0.044274817145764124,0.007373271889400922,0.05033781275521568,0.0070894845,0.023086509
Kics2,-2.387975,-0.77803224,0.01694149385175513,0.04425607036716511,0.011981566820276499,0.055237953819882696,0.014211913,0.024248062
Zfp984,-2.38871,-0.9605424,0.016907646673336565,0.04418053740275732,0.010138248847926268,0.053307595218650236,0.014244717,0.027536584
Yjefn3,-2.3912075,-0.5815868,0.016793062331888986,0.043891031866019274,0.017511520737327188,0.06114039646595887,0.022626298,0.03367273
Gm37864,-2.3927097,-2.942027,0.016724464973180083,0.04372738871551511,0.0027649769585253456,0.04562328309451333,0.002560763,0.019512832
Gm48860,-2.3942466,-2.2860544,0.016654549347757456,0.04355730396868239,0.003686635944700461,0.04658846239512956,0.0039812005,0.019268965
Mroh5,-2.4004874,-2.3490584,0.016373251120290876,0.0428591580713313,0.003686635944700461,0.04669982923750835,0.0037014086,0.01871707
Gm34102,-2.4013698,-0.25785995,0.016333823289133943,0.042768449793317974,0.01566820276497696,0.05946989383027693,0.021327103,0.025448212
Tgfb1i1,-2.402742,-1.1476234,0.016272666375263572,0.04261246910664966,0.008294930875576038,0.051637092582968294,0.010884145,0.02395613
Dysf,-2.4054596,-0.37790442,0.016152140282577554,0.042309222986240874,0.01566820276497696,0.059432771549484,0.021086736,0.02731564
Gm45321,-2.4075284,-2.9840682,0.016060914375712467,0.04208257135791263,0.0027649769585253456,0.04588313906006385,0.003224113,0.025229838
Nherf2,-2.4102862,-0.48354524,0.01594001243118692,0.04178615941717,0.022119815668202765,0.06633751577696934,0.02727495,0.037931427
Sstr3,-2.41553,-0.74669266,0.01571232839580974,0.04120135298091224,0.012903225806451613,0.05672284505159997,0.0163486,0.027281895
Dpy19l2,-2.415903,-1.0978918,0.015696234193572373,0.041163167361047207,0.009216589861751152,0.05282500556834212,0.012238516,0.026015166
Gins2,-2.4166112,-0.31360817,0.01566573633673174,0.04109120806013099,0.02304147465437788,0.06741406191996437,0.026166461,0.03241801
Mtg1,-2.4176946,-0.46962157,0.015619183726664938,0.040977100833380874,0.018433179723502304,0.06251392085529735,0.023125537,0.031882465
Gm57443,-2.4214227,-2.3513496,0.015459892789482784,0.04057108304066827,0.003686635944700461,0.0471081743262306,0.0039654956,0.020073345
Ogfod2,-2.422592,-0.8231293,0.015410225803003417,0.04044469303835728,0.010138248847926268,0.05393867399213008,0.014755203,0.02595916
A930012L18Rik,-2.4252827,-1.2968763,0.015296467932372517,0.04015005307637487,0.007373271889400922,0.05100601380948846,0.009402423,0.022945095
Podn,-2.4265573,-0.9497272,0.01524284114052343,0.0400132025640743,0.009216589861751152,0.05301061697230678,0.0117872795,0.022643622
Gsto1,-2.427924,-0.29197615,0.01518553328154501,0.03987055689614173,0.02488479262672811,0.06945578736357562,0.033783197,0.0412071
Mrps18b,-2.430182,-0.8285887,0.015091238629748682,0.03963847331195963,0.01566820276497696,0.05987823891899918,0.018161656,0.03203031
Ints15,-2.4306662,-0.5745395,0.015071088484620758,0.03959328779641766,0.01935483870967742,0.0637389561214641,0.020584363,0.03050197
Tacr1,-2.431541,-2.221706,0.015034750847575664,0.03950555009528242,0.005529953917050691,0.04918702205063479,0.006825355,0.031445786
Slco2a1,-2.436243,-1.6044832,0.014840706140220275,0.03900711865281412,0.007373271889400922,0.051228747494246045,0.008610962,0.02595802
Slc31a2,-2.4364996,-0.36636573,0.014830187068360768,0.03898328375336078,0.02304147465437788,0.06789665157027248,0.027855178,0.035765626
Arhgef15,-2.4384477,-1.1284156,0.014750487848720607,0.0387927580008929,0.009216589861751152,0.053196228376271436,0.0122217,0.026527826
Gm4681,-2.4388058,-0.6401432,0.014735888729194058,0.0387581568278626,0.011981566820276499,0.056203133120498926,0.0155306645,0.024100445
Adra1d,-2.4396937,-1.883798,0.014699719165974054,0.03867059467297071,0.003686635944700461,0.04744227485336699,0.0054417,0.019937025
Trpv6,-2.4398105,-2.3823416,0.014694969940341931,0.03866188605669124,0.003686635944700461,0.04740515257257406,0.004268676,0.022058604
Eme2,-2.442373,-1.0770365,0.014591060675093663,0.03840354592416169,0.009216589861751152,0.053307595218650236,0.011179599,0.023441004
Igfn1,-2.442553,-2.5177119,0.014583790467204016,0.0383881710279949,0.004608294930875576,0.048444576434776156,0.004846663,0.027442915
Mfsd13b,-2.4490407,-1.7932236,0.01432372440848906,0.037729484840319676,0.004608294930875576,0.04859306555794788,0.007593161,0.02607429
Gm41764,-2.4492111,-3.7197523,0.01431695217902862,0.037715343632401865,0.0018433179723502304,0.04569752765609919,0.0016251775,0.021203076
Alkbh2,-2.4542558,-0.7329055,0.014117648928810607,0.03721950811588903,0.011059907834101382,0.055497809785433214,0.014874445,0.024600755
Gm19500,-2.46065,-1.488815,0.01386856260314813,0.03660951735402203,0.018433179723502304,0.06273665454005493,0.020307489,0.055980727
Ccr5,-2.460824,-1.4527212,0.013861832778294498,0.0365953474899561,0.016589861751152075,0.060954785061994206,0.023073912,0.061934914
Gm5086,-2.462045,-1.3072864,0.01381473096999742,0.036481751465732744,0.01935483870967742,0.06388744524463583,0.021892907,0.053329445
Sdr39u1,-2.4629464,-0.5036624,0.013780049053613855,0.03639731820216301,0.017511520737327188,0.062476798574504416,0.02365726,0.03337807
Prss35,-2.463823,-0.8715702,0.013746398146020123,0.036315575477687614,0.010138248847926268,0.054643997327195784,0.014211269,0.025850318
Ifit1bl2,-2.4668584,-24.14323,0.013630429140656776,0.036034005412184926,0.0,0.04410126958200312,0.0,0.018358791
Cenpo,-2.4680927,-0.33359623,0.013583514216618891,0.03591351244716615,0.020276497695852536,0.06544658103793898,0.024834301,0.031195128
5830418P13Rik,-2.4697826,-2.5618525,0.013519519398192039,0.03575135185802776,0.0027649769585253456,0.04703392976464474,0.004139626,0.024198558
Isoc2b,-2.4705615,-0.2794529,0.013490112149614967,0.03568412221501813,0.020276497695852536,0.0654837033187319,0.02459487,0.02977405
Gm17753,-2.4735088,-0.5309676,0.01337935238920944,0.03540159514505738,0.017511520737327188,0.06258816541688321,0.020146498,0.028980812
Unc93b1,-2.475187,-1.0475082,0.013316636709015738,0.03524259119188938,0.03133640552995392,0.07632340931026803,0.036072135,0.07317672
Ccdc142,-2.4773192,-1.2085959,0.01323734755328801,0.03504310628146294,0.010138248847926268,0.05486673101195338,0.010410079,0.023896854
A330049N07Rik,-2.4775832,-1.2170848,0.013227554490052388,0.03502063150534118,0.026728110599078342,0.07146039052639394,0.03049232,0.06950672
Nfil3,-2.4778051,-1.6511368,0.0132193275954166,0.03500455210689335,0.007373271889400922,0.05189694854851882,0.008083379,0.025171764
Gm15243,-2.4789019,-1.198565,0.01317875590200491,0.034901751536257825,0.008294930875576038,0.05301061697230678,0.010001538,0.022807749
Cd55,-2.4817476,-1.0151616,0.013073980922016944,0.034651594730183005,0.011981566820276499,0.05694557873635756,0.013030219,0.026162816
Ulk3,-2.482188,-0.9175175,0.013057840930488847,0.03461223101531374,0.011059907834101382,0.05598039943574133,0.013801434,0.025911106
Setmar,-2.4834702,-0.6708363,0.013010924826742341,0.034504822409852316,0.013824884792626729,0.05887593733759002,0.01731237,0.027421722
Itga10,-2.4843562,-0.42251304,0.012978590877539187,0.03442593651327522,0.020276497695852536,0.06574355928428242,0.022471637,0.03000412
Runx2os1,-2.4880672,-2.1424994,0.012843950241770137,0.034092358292636925,0.004608294930875576,0.04922414433142772,0.0049137697,0.021515843
Rbm19,-2.4963923,-0.31140593,0.01254638164518679,0.033325551087996154,0.022119815668202765,0.06793377385106542,0.025707075,0.03180281
Gm13944,-2.496503,-3.478591,0.012542455647833474,0.033318416535569495,0.0018433179723502304,0.04655134011433663,0.0017736384,0.019595155
Tubg1,-2.4966218,-0.5183253,0.012538260094950513,0.03331056444051021,0.020276497695852536,0.06592917068824708,0.025196807,0.035895657
Top1mt,-2.4979768,-0.6407805,0.01249043763245836,0.03319664284709754,0.01935483870967742,0.06500111366842379,0.01954384,0.030307962
Tubg2,-2.5009508,-0.7639205,0.012386037322794972,0.03293220095621422,0.01566820276497696,0.06114039646595887,0.01805837,0.030474331
Acr,-2.5040972,-2.7366805,0.012276432712304582,0.03265047480744572,0.0027649769585253456,0.04759076397653872,0.0029886137,0.019753583
Jmjd4,-2.5061507,-0.2582046,0.012205360626406108,0.03246466442600793,0.02304147465437788,0.0691959313980251,0.02673242,0.03188895
Fkbp1b,-2.5085256,-0.6702264,0.012123615635707158,0.03226000714314234,0.017511520737327188,0.06318212190957012,0.02264113,0.035792034
Marveld2,-2.5127897,-1.0294741,0.011978073518357316,0.03188536114902527,0.008294930875576038,0.05360457346499369,0.011735823,0.023811467
Brf2,-2.5158901,-0.649945,0.011873223176216476,0.03162191562542737,0.01935483870967742,0.0652609696339743,0.02133904,0.033282965
A430090L17Rik,-2.5162382,-1.553474,0.011861494695743813,0.03159381071318758,0.0064516129032258064,0.051748459425347094,0.007508465,0.021880873
Pes1,-2.5178344,-0.73126787,0.011807881204304633,0.03146036370447848,0.020276497695852536,0.06622614893459054,0.022502609,0.037083812
Plk4,-2.5184698,-0.544822,0.011786598540643536,0.03140988820659445,0.017511520737327188,0.06347910015591358,0.020752493,0.030132314
BC002189,-2.5200965,-0.30765772,0.011732264773894323,0.03127750317239215,0.03133640552995392,0.07821664563070756,0.040339917,0.049693827
Enpp6,-2.527679,-1.2177556,0.011481925998364765,0.030637472847672417,0.02488479262672811,0.07060657806815651,0.03188897,0.072659254
Tmem42,-2.5320828,-0.44148272,0.011338723796301086,0.03027340107378877,0.020276497695852536,0.0666344940233128,0.025624393,0.034640606
Slc32a1,-2.533721,-0.6605133,0.0112858568679835,0.030144232012198475,0.02488479262672811,0.07138614596480808,0.033115763,0.051852733
Gm12002,-2.5338912,-2.807735,0.01128037277059989,0.030132579416047228,0.0027649769585253456,0.04818472046922563,0.0030890978,0.02143151
Hkdc1,-2.5354166,-1.65557,0.011231367748425076,0.03000465812290533,0.007373271889400922,0.05304773925309971,0.007442101,0.023260972
Gm15489,-2.535541,-0.47726306,0.011227379453494004,0.029996985772634373,0.01566820276497696,0.06184571980102457,0.020661816,0.028648203
Lancl3,-2.5363889,-2.0857236,0.011200231169721967,0.029933380896203426,0.005529953917050691,0.05104313609028139,0.0065324246,0.027440183
Gm56530,-2.5424287,-0.43340224,0.011008504006492321,0.02943854524825325,0.017511520737327188,0.06396168980622169,0.02131025,0.028671486
Gm26760,-2.5464268,-0.9871651,0.010883206495165014,0.029115069546503777,0.012903225806451613,0.058950181899175884,0.015101721,0.029717147
Gm11457,-2.550107,-1.4583648,0.01076898771111218,0.028829600458063594,0.007373271889400922,0.053307595218650236,0.008744326,0.02384785
Atp1b1,-2.550683,-0.32143635,0.010751206259019496,0.02878486570146013,0.7133640552995392,0.8656173435295864,1.3360946,1.504968
Dlx1,-2.5512917,-1.0422717,0.010732448899363822,0.028737508911400683,0.013824884792626729,0.059989605761377976,0.01815529,0.0370373
Piezo2,-2.551837,-1.463292,0.010715662787785515,0.02869542147775531,0.016589861751152075,0.06266240997846907,0.019657282,0.05329295
Sertad4,-2.5518503,-1.905717,0.010715250791206504,0.02869542147775531,0.007373271889400922,0.053307595218650236,0.0071446155,0.026511827
Pkhd1l1,-2.5519938,-24.268442,0.010710837425928928,0.028688217866298875,0.0,0.04562328309451333,0.0,0.020006789
Plscr3,-2.5544016,-0.28373006,0.010637051114768193,0.028501950882909986,0.018433179723502304,0.06514960279159551,0.02440806,0.029634926
Pdlim1,-2.5545182,-2.6474478,0.010633484760013011,0.028495236411842984,0.005529953917050691,0.051340114336624845,0.004368672,0.027062604
Sars2,-2.5552495,-0.7087881,0.010611175364451502,0.028438288653781358,0.012903225806451613,0.05921003786472641,0.016392233,0.026654355
Gm12064,-2.5555727,-1.5885209,0.010601318789780762,0.02841470682108819,0.004608294930875576,0.05052342415918034,0.0067234584,0.02008524
Gm35417,-2.5602062,-0.5750007,0.010461010153879128,0.028055428968433195,0.025806451612903226,0.07279679263493949,0.026419336,0.039106127
Gipc2,-2.5624413,-1.8909993,0.010393911604723974,0.02788104270928753,0.0064516129032258064,0.05249090504120573,0.006721066,0.024704184
Ntsr1,-2.564807,-3.4972544,0.010323323945238709,0.027697225602452732,0.0027649769585253456,0.04866731011953374,0.001943387,0.021728665
Fcrls,-2.567226,-1.0936241,0.010251578769057188,0.027512976580559994,0.03317972350230415,0.07970153686242483,0.043871555,0.09140274
Zfp712,-2.568154,-0.5827644,0.010224168003761133,0.027442153057742644,0.016589861751152075,0.06336773331353478,0.019755172,0.02944405
Arhgap45,-2.5695207,-1.7355952,0.010183933557608018,0.027336892576716027,0.020276497695852536,0.06633751577696934,0.0241886,0.078380644
1700003L19Rik,-2.5704775,-3.5061786,0.010155842155087545,0.027264210081646752,0.0018433179723502304,0.047850619942089244,0.0017807542,0.020049106
Cstf1,-2.5729291,-0.6499987,0.010084186533842535,0.027082667882493645,0.01935483870967742,0.06622614893459054,0.021932079,0.034203555
Nprl2,-2.5742936,-0.43884778,0.010044498609971097,0.02697877625449054,0.029493087557603687,0.07717722176850546,0.030614074,0.041276056
Gm9831,-2.5751262,-4.642185,0.010020353460396234,0.026921997548329846,0.0009216589861751152,0.04699680748385181,0.0007772166,0.019229427
Ddx51,-2.5760791,-1.2572012,0.009992774903819624,0.026853271493712704,0.008294930875576038,0.05475536416957458,0.010134176,0.024055379
Dock5,-2.5769308,-0.67282283,0.00996818863349871,0.026797921819120593,0.04608294930875576,0.09358526987898136,0.058057714,0.09102325
Gm16153,-2.5772238,-0.7120562,0.009959747833027485,0.02677790917284856,0.012903225806451613,0.05969262751503453,0.016247781,0.02647978
D130062J10Rik,-2.578328,-0.38328135,0.009927972785127658,0.026695149478272808,0.025806451612903226,0.07331650456604054,0.028112995,0.036513425
Gm28198,-2.581147,-0.8826877,0.009847264725802815,0.026496695692201245,0.012903225806451613,0.05969262751503453,0.015446733,0.028297728
Rnf43,-2.5811892,-0.6719858,0.009846063753977325,0.02649611748316182,0.034101382488479264,0.0815205286212785,0.038299676,0.060347054
Zfp414,-2.581413,-0.41286674,0.00983967895983824,0.026484240574061253,0.02119815668202765,0.06852773034375231,0.02650185,0.03513002
Hhip,-2.5819106,-0.67965215,0.009825503734951313,0.02644873626108413,0.0423963133640553,0.08991016408048111,0.05317352,0.08385935
Gm30085,-2.582347,-0.89868903,0.009813088131374834,0.026417961936683877,0.014746543778801843,0.06158586383547405,0.014947661,0.027690392
Ccdc51,-2.582412,-0.46565843,0.009811237880028485,0.026415627438513563,0.018433179723502304,0.0655950701611107,0.02342644,0.032208327
Gm3854,-2.5847297,-0.41420144,0.009745538678808313,0.026246629678217837,0.01935483870967742,0.06670873858489866,0.02243371,0.029784122
Plxnb3,-2.585432,-1.2769166,0.009725705754432436,0.02620109420709841,0.02488479262672811,0.07157175736877273,0.026387943,0.0627818
Gm47204,-2.5858204,-1.0584877,0.009714750958862333,0.02617683095313186,0.009216589861751152,0.05590615487415547,0.012284271,0.025417043
Cfap45,-2.586012,-1.2738941,0.009709358552315004,0.026164924711734445,0.008294930875576038,0.05494097557353924,0.009994539,0.023999032
1700093J21Rik,-2.5871027,-1.2509457,0.009678672748971403,0.02608484822114961,0.008294930875576038,0.05494097557353924,0.0104063,0.024591204
Gm45902,-2.5871103,-1.3190573,0.00967845771580829,0.02608484822114961,0.009216589861751152,0.05590615487415547,0.00974855,0.024147961
Casp3,-2.5913515,-0.3179621,0.009559982020843644,0.02578306904547513,0.02857142857142857,0.07654614299502562,0.033356357,0.041412774
Gm37573,-2.5921571,-0.47921738,0.009537620519950846,0.02572792524556563,0.014746543778801843,0.06184571980102457,0.018186744,0.025262251
Hck,-2.592182,-2.4566278,0.009536930765278631,0.02572792524556563,0.010138248847926268,0.056648600490014106,0.00925475,0.04977835
Pnpo,-2.5951695,-0.85009027,0.0094544297970465,0.025508638281618583,0.017511520737327188,0.06474125770287327,0.020524485,0.03669829
Gm13601,-2.595692,-4.130894,0.009440066954383108,0.025475002416819735,0.0009216589861751152,0.047368030291781126,0.0013491042,0.023376325
Gm26724,-2.5972881,-0.34090847,0.00939630972803685,0.02536201329908088,0.022119815668202765,0.06986413245229788,0.02624751,0.033129156
Cabyr,-2.5976613,-0.92774403,0.009386104856322448,0.025337014013400057,0.014746543778801843,0.061882842081817505,0.014762462,0.027898103
Rad51c,-2.5985415,-1.0740018,0.009362070986243002,0.02527975554219169,0.013824884792626729,0.060917662781201275,0.013516574,0.028246421
Gas2l3,-2.598685,-0.93279195,0.009358157630232318,0.025274264160576203,0.011059907834101382,0.058096369440938454,0.013414849,0.02545432
Angptl2,-2.5991292,-0.6465376,0.009346061553232908,0.02524681121680413,0.01935483870967742,0.06685722770807039,0.01977379,0.030783402
Ly86,-2.5991654,-1.1221606,0.009345071544481151,0.02524681121680413,0.03317972350230415,0.08018412651273295,0.047290538,0.1002176
Arhgap20os,-2.5998256,-4.2406216,0.00932711133602486,0.025203085438353576,0.0009216589861751152,0.04744227485336699,0.0011344518,0.021230942
Zfp791,-2.600373,-1.6352847,0.00931224593762293,0.02516544788735071,0.008294930875576038,0.055089464696710964,0.007974925,0.024568774
Myadml2os,-2.6010506,-2.070587,0.009293875387186314,0.025118329476332354,0.004608294930875576,0.05130299205583191,0.005927908,0.02466781
Gm12689,-2.6011732,-0.906638,0.009290557611451167,0.025111888443787634,0.013824884792626729,0.061029029623580075,0.014771716,0.027515613
Ethe1,-2.6012266,-0.3136023,0.009289106416922724,0.025110491893633156,0.023963133640552997,0.07183161333432327,0.029138956,0.03608783
Fancb,-2.6041355,-2.6119926,0.009210630173279506,0.024910884021743365,0.0027649769585253456,0.04944687801618532,0.003839383,0.02324484
Wdr53,-2.6068437,-0.3431957,0.009138107352848247,0.024722205454191744,0.022119815668202765,0.06997549929467667,0.02800796,0.035398178
Il18bp,-2.6081603,-1.2647061,0.009103029893956028,0.02463226719542784,0.007373271889400922,0.05438414136164526,0.009557368,0.022812178
Lrtm1,-2.60968,-2.0228007,0.00906269751047973,0.02452807031694101,0.003686635944700461,0.05052342415918034,0.0054402887,0.021925922
Cdr1,-2.612212,-2.2588246,0.008995848112648048,0.02435695674998519,0.0027649769585253456,0.04959536713935704,0.004624138,0.021939974
9130019P16Rik,-2.612453,-1.8940791,0.00898950452601648,0.024342233862144794,0.007373271889400922,0.05434701908085233,0.008339811,0.030652795
Spink8,-2.6133218,-0.36676046,0.008966680590814855,0.024282877189598383,0.030414746543778803,0.0788477244041874,0.04006051,0.051362902
Grip1os2,-2.6156394,-1.0970697,0.008906052931887731,0.02412841724942764,0.009216589861751152,0.056462989086049443,0.011966317,0.025426088
Coq6,-2.6174328,-0.29175854,0.008859394379883041,0.02400927150655142,0.02488479262672811,0.07320513772366175,0.028600095,0.034899574
A230001M10Rik,-2.6188529,-1.389601,0.008822601042513157,0.02391920996996555,0.02488479262672811,0.07209146929987378,0.029444622,0.07537989
C1qtnf12,-2.6203303,-1.3150951,0.008784465068386604,0.023823029510249095,0.007373271889400922,0.05456975276560992,0.0107380785,0.026507838
Syt6,-2.6240087,-2.2771573,0.008690159381185787,0.023579176267036463,0.008294930875576038,0.05538644294305442,0.0086544305,0.041268617
Fkrp,-2.6252105,-0.37671122,0.008659542370014877,0.023500848750863525,0.03133640552995392,0.07996139282797535,0.03437527,0.0444073
Gm39436,-2.6322744,-3.9530857,0.00848153507230907,0.023045691919602054,0.0018433179723502304,0.0489642883658772,0.0018237382,0.027879711
Twist2,-2.6375296,-2.1117537,0.008351232914244961,0.022713720359839706,0.005529953917050691,0.05289925012992798,0.00541244,0.02318603
Fam136a,-2.6386933,-0.25599885,0.008322625609556843,0.022641384036528538,0.026728110599078342,0.07554384141361645,0.033247102,0.039576188
9330111N05Rik,-2.6445074,-0.5398054,0.008180992515771937,0.022276375040412643,0.02488479262672811,0.0735021159700052,0.030625824,0.044219617
1700030F04Rik,-2.6451945,-2.3511348,0.008164399079692056,0.022233445147595576,0.003686635944700461,0.05115450293266018,0.0042137643,0.021316262
Nat9,-2.6496937,-0.92783815,0.00805647545472545,0.02195066877595547,0.011059907834101382,0.058987304179968815,0.015413838,0.029122606
Cast,-2.6565797,-0.4284145,0.00789377985966413,0.02152266512726283,0.027649769585253458,0.07658326527581855,0.0341049,0.045631308
1700080N15Rik,-2.6586561,-1.754124,0.007845298822682622,0.021392650635831345,0.005529953917050691,0.053307595218650236,0.006745465,0.022574075
Gm47715,-2.6600666,-3.4319088,0.007812519767356217,0.021311919405975793,0.0018433179723502304,0.04948400029697825,0.002009226,0.02147347
Sstr2,-2.6605182,-0.9586812,0.0078020493201322325,0.021285517842618853,0.011059907834101382,0.05917291558393348,0.015852077,0.030582087
Laptm5,-2.6620052,-1.0094694,0.007767665483547867,0.021193863885350446,0.034101382488479264,0.08252283020268765,0.045968693,0.09048298
Cmtm6,-2.6633239,-0.4884733,0.007737289474127943,0.02111741677702568,0.025806451612903226,0.07476427351696488,0.030794075,0.042939674
Gm48677,-2.663368,-1.1010159,0.00773627730944122,0.021116799197956684,0.008294930875576038,0.05631449996287772,0.011501747,0.02451149
Ermn,-2.6639364,-0.85824454,0.007723217837255097,0.02108329404521431,0.04608294930875576,0.09488454970673398,0.05110592,0.09080431
Cyb561d1,-2.6639783,-1.1989164,0.007722251255302387,0.021082797320664006,0.011981566820276499,0.06013809488454971,0.012419257,0.028284507
Plrg1,-2.6681523,-0.4084064,0.007626964239347848,0.020831117006635157,0.02488479262672811,0.07405895018189917,0.030516846,0.04030364
Gm38875,-2.6705523,-2.2790403,0.007572655949166832,0.020686993224289626,0.004608294930875576,0.05256514960279159,0.0054759285,0.026301648
Gm32880,-2.6706367,-3.742455,0.007570756706775575,0.020683907748963875,0.0018433179723502304,0.0496696117009429,0.0017394874,0.023034489
Gm42917,-2.6707916,-1.0778189,0.00756726149088313,0.020676460876553764,0.011981566820276499,0.06028658400772143,0.013124492,0.02750459
Slc35e1,-2.6730862,-0.3344168,0.0075156926026492855,0.020537644689635544,0.030414746543778803,0.08003563738956121,0.032726105,0.041090023
Ptprc,-2.673291,-1.3522459,0.007511105892848791,0.02052928647552101,0.026728110599078342,0.07494988492092954,0.03459233,0.08605184
Fbxl12os,-2.675708,-1.0415069,0.007457154936012509,0.020390124466333176,0.008294930875576038,0.056574355928428244,0.012740767,0.02605078
Gm16172,-2.6764317,-1.287986,0.007441075805405397,0.0203486947314989,0.007373271889400922,0.055609176627812014,0.009976564,0.024188483
Zfp619,-2.6780162,-0.670911,0.00740596346149423,0.020258397456006307,0.01935483870967742,0.06823075209740886,0.021486623,0.033994105
Lamc2,-2.6783454,-1.4175459,0.0073986882626154195,0.020240557281253953,0.010138248847926268,0.058504714529660704,0.010616257,0.028111512
Gm36736,-2.6786287,-4.097299,0.007392433339765763,0.020225504922055396,0.0009216589861751152,0.048852921523498405,0.001266063,0.021452291
Fcor,-2.6802535,-0.7948732,0.0073566436247352995,0.02013578630912066,0.012903225806451613,0.061511619273888186,0.019852187,0.03419481
