names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Dlx6os1,20.577156,5.7729783,4.397356627414016e-94,1.1815697257861463e-89,0.9347826086956522,0.27440804411287706,3.2820606,0.38439468
Gad2,20.020777,4.6637564,3.630219379123618e-89,4.877199735852581e-85,0.9184782608695652,0.21894258838793382,1.9869778,0.22177441
Ptprm,19.094742,4.279129,2.792317150282915e-81,2.500985394270064e-77,0.9021739130434783,0.3772660107398998,2.6557648,0.5198177
Fgf13,18.967634,3.8850076,3.158079601949421e-80,2.1214399726095236e-76,0.9130434782608695,0.6374382816160306,3.0452867,0.8564573
Adarb2,18.888876,4.438137,1.4081072652241085e-79,7.567168443314359e-76,0.9184782608695652,0.5799906296176163,3.751154,1.0707768
Erbb4,18.683947,4.4158225,6.688642427952737e-78,2.995397033984834e-74,0.9239130434782609,0.7187083288283418,4.384004,1.5493791
Gad1,18.555544,3.8239498,7.355899999075629e-77,2.8236147567880306e-73,0.8967391304347826,0.26136158864021336,1.5741565,0.23918013
Alk,18.08563,4.4537725,4.1360566518288794e-73,1.389198027933025e-69,0.8532608695652174,0.23671027498468303,1.9962407,0.25486523
Dner,18.06313,3.0037932,6.219497738798021e-73,1.8568656026833648e-69,0.907608695652174,0.5423649403539121,2.058494,0.61628044
Kit,17.810337,4.052024,5.875436961179984e-71,1.5787299114690615e-67,0.842391304347826,0.2512704076116337,1.4973892,0.18995412
Egfr,17.730598,4.8353314,2.4342598800075695e-70,5.946232997800308e-67,0.8152173913043478,0.1142465852164198,1.5661618,0.12460033
Nyap2,17.708408,2.9979014,3.6113588967795606e-70,8.086434463038899e-67,0.8967391304347826,0.6018668684902873,2.4081469,0.8180213
Grik1,17.578026,3.786899,3.6299993708281934e-69,7.502929468781043e-66,0.907608695652174,0.4967383861318341,2.7863576,0.74327147
Pld5,17.187176,4.7273765,3.312769817555603e-66,6.35815178555136e-63,0.7880434782608695,0.10945327422784445,1.2675841,0.09198485
Slc6a1,17.093508,3.2103586,1.6588561042623562e-65,2.9715642347686346e-62,0.8804347826086957,0.3097632176451508,1.4548798,0.30365476
Grip1,17.0327,2.4299405,4.698602200909668e-65,7.890715071152674e-62,0.9239130434782609,0.7796878941867589,3.1449966,1.6338115
Zmat4,16.72662,2.6406121,8.386390671280244e-63,1.3255430431605891e-59,0.8858695652173914,0.5992719933686524,2.2482574,0.85800314
A830018L16Rik,16.721804,2.2566438,9.092402241945707e-63,1.3572936013393397e-59,0.907608695652174,0.6880743864201535,2.4666467,1.1806239
Nxph1,16.49411,3.836511,4.0446944871132066e-61,5.72004951940694e-58,0.8858695652173914,0.41921649187299526,2.7725286,0.71780235
Zfp536,16.27822,3.0270631,1.4091117194340464e-59,1.8931415950596414e-56,0.8804347826086957,0.4748261073269182,2.1877906,0.6785665
Rab3c,16.007896,2.1225028,1.1254982271170226e-57,1.4024786793028298e-54,0.9184782608695652,0.6444660684037914,1.9442405,0.8650834
Cntn5,16.006649,2.5087328,1.1482892052349182e-57,1.4024786793028298e-54,0.9130434782608695,0.765776480340217,3.3996174,1.8062037
Slc2a13,15.899726,2.2590811,6.364214561040702e-57,7.435062837181029e-54,0.8967391304347826,0.6618012758136015,2.1435478,0.9450664
Sox2ot,15.8682165,3.1956234,1.051880150040576e-56,1.177667484649595e-53,0.8967391304347826,0.4639060078567052,2.4869738,0.7899796
Reln,15.683889,4.3599806,1.9494346717465147e-55,2.095252385193154e-52,0.7989130434782609,0.28831945795941905,2.315555,0.36786303
Sv2c,15.5984955,4.410012,7.452981347852163e-55,7.702369569876446e-52,0.7282608695652174,0.13828522002378635,1.1658568,0.09884286
Rims1,15.54269,1.5105852,1.7833741975106668e-54,1.7747875810041338e-51,0.9293478260869565,0.8437668937182398,3.1385849,2.168631
Cntnap2,15.384094,1.9433507,2.0928532334003586e-53,2.0083916564809869e-50,0.967391304347826,0.9139726817313584,4.075065,2.7752566
Sntg1,15.361578,1.517253,2.9627301636864555e-53,2.7451227413191397e-50,0.9565217391304348,0.8136014704292356,2.8525069,1.9028943
Tox3,15.130165,2.831934,1.0243818763767632e-51,9.17504700608121e-49,0.8152173913043478,0.31689912422964645,1.2056493,0.28404152
Rasgrf2,15.056807,2.4361658,3.114727519962767e-51,2.6997654342386954e-48,0.875,0.49025119832774716,1.6278497,0.56318825
Adra1a,14.975587,3.4275806,1.060278645073929e-50,8.903027247855148e-48,0.7554347826086957,0.19645367066709915,1.0433673,0.15776558
Unc5c,14.732074,2.0022404,4.012013376212454e-49,3.266751497540262e-46,0.907608695652174,0.806934082963924,2.980478,1.734661
Dlx1as,14.702669,4.005787,6.196810546076296e-49,4.897302922737355e-46,0.7010869565217391,0.12902295743684003,0.9419418,0.092960514
Kcnmb2,14.662248,3.0413666,1.1248731042552579e-48,8.635811517525366e-46,0.8043478260869565,0.25400944246224816,1.4207009,0.32310328
Frmpd4,14.641401,1.8072882,1.5288482484533458e-48,1.1411153454428167e-45,0.9456521739130435,0.8328467942480268,3.2911825,2.127406
Rbms3,14.425348,2.3891826,3.5845504589963604e-47,2.603158671168438e-44,0.875,0.5091000828918442,1.7782432,0.6622127
Spock3,14.321929,2.2247024,1.596292380587409e-46,1.128746743852202e-43,0.8967391304347826,0.569755288860057,1.9517192,0.8295937
Lamp5,14.29735,3.4921017,2.2730249743128525e-46,1.5660559246099062e-43,0.7010869565217391,0.16286445381482684,0.81312555,0.10573865
Mpdz,14.215672,2.0794756,7.324583583815464e-46,4.920289022428038e-43,0.842391304347826,0.5617904638339279,1.4063029,0.5475025
Maf,14.115206,2.6824124,3.061208126065315e-45,2.0062112767652444e-42,0.7880434782608695,0.22503333693732655,1.0546644,0.25577915
Rapgef4,13.919045,1.5421686,4.853436101120205e-44,3.105043524692855e-41,0.8967391304347826,0.7244386780552853,2.0403101,1.1933651
Pvt1,13.815993,2.0760972,2.0411951879617344e-43,1.275509644198414e-40,0.8315217391304348,0.5332107975637006,1.3442428,0.5142614
Kctd16,13.76178,1.6633211,4.327436635157909e-43,2.6426868724248416e-40,0.9239130434782609,0.8037265289941254,3.0189385,1.9666481
Ndnf,13.737603,5.068739,6.044380707367694e-43,3.6091668801548874e-40,0.625,0.05755577179514903,1.0897049,0.05713551
Grik2,13.709616,1.1207671,8.892760425009146e-43,5.194532013478169e-40,0.9456521739130435,0.9167117165819728,3.4046047,2.6660228
Tox2,13.482307,2.9205816,1.9879116643245528e-41,1.1364933280936326e-38,0.7065217391304348,0.21277975997405124,0.7523992,0.13819407
Dlc1,13.467126,2.1672761,2.4418806586265765e-41,1.366944443693669e-38,0.8586956521739131,0.5462932929686092,1.7215109,0.7043514
Galntl6,13.446995,2.261957,3.2063974056515116e-41,1.7231179657971224e-38,0.9347826086956522,0.8128446318520921,3.4193835,1.9686494
Sgcz,13.328738,2.1333125,1.575395687446487e-40,8.300172965036687e-38,0.907608695652174,0.746891555843875,3.018597,1.6930771
