names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Lrriq1,-3.0238616,-1.4804173,0.0024957049759941484,0.04735846942440874,0.07065217391304347,0.20167946084261362,0.0421031,0.113318235
Capza2,-3.0282786,-0.6048094,0.002459512126302419,0.046737688001234796,0.40217391304347827,0.5230475366706311,0.33026624,0.46696123
Calm2,-3.0361538,-0.31865743,0.0023961707198749,0.04569560485666328,0.8260869565217391,0.8575341478358021,1.2445596,1.4066522
Kcnv1,-3.0398002,-1.63274,0.002367351390596874,0.04518633301726106,0.059782608695652176,0.1919126392042383,0.03579228,0.10706122
Pbx1,-3.0407863,-0.28597593,0.0023596121882104777,0.04512653344997547,0.842391304347826,0.8133131509712762,1.4824566,1.6389866
Sgcd,-3.046515,-0.5240931,0.0023151091728938335,0.044338548450219034,0.7228260869565217,0.7053014740332288,1.1302251,1.3899432
Rap2a,-3.052817,-0.89456713,0.0022670412233374297,0.043510998336483385,0.20652173913043478,0.34295599524272896,0.13025919,0.23003028
Ptpn3,-3.0563579,-0.6223623,0.0022404365084018525,0.0430618948360213,0.34782608695652173,0.45709446066241394,0.26655418,0.38541147
Slc6a7,-3.0640543,-0.8539242,0.002183593128328744,0.04202947518495226,0.21195652173913043,0.34573107002558834,0.13414405,0.23068942
Zswim5,-3.0652056,-0.5456283,0.0021752049184697165,0.04189803308909053,0.3423913043478261,0.48271885248855734,0.30898917,0.42426398
Rnf130,-3.0658154,-0.44061464,0.0021707721523648903,0.041842645433317505,0.6141304347826086,0.6669189461923811,0.60890305,0.75981516
Ap1ar,-3.072622,-0.6476787,0.0021218704328667968,0.041047270360785336,0.1956521739130435,0.33268461455292464,0.13781196,0.20822291
Nek7,-3.073865,-1.0154246,0.0021130501116969863,0.04090609258018589,0.15760869565217392,0.2886798572818683,0.14010677,0.265457
Ptpru,-3.075562,-1.4773397,0.0021010618958432307,0.04070334040469186,0.09239130434782608,0.2215374635095686,0.051308565,0.13679153
Elmo2,-3.0794973,-1.2421893,0.002073501859200191,0.04022743318173945,0.15760869565217392,0.28597686236349873,0.07751476,0.17450818
Rreb1,-3.0803275,-1.0975378,0.0020677304362247875,0.04014444857034685,0.2608695652173913,0.375175694669694,0.18584426,0.36258596
Gm29514,-3.0815568,-0.893556,0.0020592119640479244,0.040007972143143694,0.1956521739130435,0.3278552636321044,0.14176142,0.24915291
Sh3bp5,-3.0845015,-0.60192686,0.0020389365497830237,0.0396427099078653,0.33152173913043476,0.4538148268281256,0.24982634,0.35819128
Kcnh3,-3.0901659,-1.2543975,0.002000447452341334,0.038950741336530176,0.09239130434782608,0.22950228853569754,0.055456877,0.1275482
Vrk2,-3.0944636,-1.0929166,0.0019716917350791076,0.03844655799824065,0.125,0.2593073125022525,0.10690199,0.21564464
Mas1,-3.106884,-2.4255714,0.001890705128131433,0.03692096423902007,0.03804347826086957,0.17061303924748622,0.018203378,0.094120175
Enc1,-3.1127734,-0.61234415,0.0018533831430370957,0.03624483628341103,0.30978260869565216,0.45013875373914297,0.28890955,0.41348916
Lgi3,-3.114429,-0.96979797,0.001843012546192149,0.036094567868938075,0.125,0.2601001910116409,0.09960898,0.18659413
Ephb1,-3.1178691,-0.8089649,0.0018216372293475322,0.035728023615013274,0.30434782608695654,0.42664071791545033,0.29105175,0.46490982
Wdr17,-3.1188002,-0.5468921,0.0018158909485722196,0.03566739019600551,0.5869565217391305,0.6251847046527552,0.57681787,0.76083565
Pcsk1,-3.1234097,-1.3434981,0.0017876872119531432,0.03513910415887415,0.09782608695652174,0.2344397592532526,0.065911934,0.15947726
St18,-3.1244922,-1.1616266,0.0017811228885518933,0.03503570425723966,0.29347826086956524,0.402962482430533,0.3367465,0.6395878
Foxn2,-3.1298356,-0.95785564,0.0017490419566550763,0.034429858883019714,0.1793478260869565,0.31138501459617257,0.11424146,0.21113327
Plxna1,-3.130354,-1.918059,0.0017459586784085719,0.034403493337642435,0.05434782608695652,0.1886330053699499,0.028141089,0.10243006
Vwa3a,-3.133936,-2.6123803,0.0017247848510737857,0.03402714313388592,0.03260869565217391,0.16567556852993118,0.016713833,0.09809366
Ssbp3,-3.134766,-0.6118546,0.001719911553512433,0.03395593199329836,0.3641304347826087,0.4888816809024399,0.2826189,0.4048762
Igfbp5,-3.1493194,-1.3717747,0.0016365117152216358,0.032404620330143956,0.10869565217391304,0.2404944678704004,0.07986369,0.19487262
Mkx,-3.1505854,-1.1329907,0.0016294361093004044,0.03228830992396893,0.14673913043478262,0.2806069124590046,0.1121889,0.23141092
Gm30439,-3.154264,-0.65807664,0.0016090352925208463,0.03197838632399049,0.43478260869565216,0.5167045085955239,0.41350955,0.59228045
Gm43445,-3.1559656,-1.86099,0.0015996777694204077,0.0318159449772956,0.059782608695652176,0.19504811330954697,0.02910151,0.10189437
Gm2762,-3.167088,-2.9282146,0.0015397368615481506,0.030691935808456087,0.03260869565217391,0.16581972825891086,0.011911733,0.08728766
Zfand3,-3.1673129,-0.3474111,0.001538547290390539,0.030691935808456087,0.7282608695652174,0.7486214725916315,0.8727182,1.0198573
Acvr1c,-3.1687117,-2.3245213,0.0015311618281648718,0.030589084254862533,0.05434782608695652,0.18780408692831657,0.024669005,0.117875226
Tdrd5,-3.1722434,-1.3570884,0.0015126616003685697,0.0302870470953081,0.07608695652173914,0.21490611597650197,0.046004146,0.113864675
Tesk2,-3.1731837,-1.5739586,0.0015077710417933012,0.030211638995515287,0.07608695652173914,0.21422135726384833,0.049473416,0.14062856
Dipk1a,-3.1885076,-0.54409534,0.0014300926555177872,0.028869850877400825,0.3532608695652174,0.47879049987386024,0.28096133,0.38731018
Cemip2,-3.1952775,-0.7899926,0.0013969648976065764,0.028265396685759572,0.14673913043478262,0.29278840955779,0.11031043,0.18369672
Gm10855,-3.1976166,-2.1116717,0.0013856838069864587,0.0280794297841072,0.043478260869565216,0.18027174108912675,0.02044968,0.08552765
Plxdc2,-3.1997495,-0.65034455,0.0013754713875199533,0.027893521647291426,0.5760869565217391,0.6892637041842361,0.857872,1.1415612
Aff3,-3.2094822,-0.36714524,0.0013297428935009944,0.027006947504438186,0.7119565217391305,0.6976610083973042,0.9050452,1.0642399
Cdk19,-3.210239,-0.9172168,0.0013262466291301856,0.026956313861367688,0.34782608695652173,0.47684434353263416,0.290686,0.49290493
Dach1,-3.2131608,-1.6294249,0.001312828362344339,0.02672401370923666,0.08152173913043478,0.22045626554222078,0.07366951,0.2123104
Bzw2,-3.2151146,-0.5313502,0.0013039247914664045,0.026583049428453936,0.3641304347826087,0.501783976646124,0.31446448,0.42792496
Otulinl,-3.2174537,-1.5686172,0.0012933388920419895,0.02638725590673368,0.07608695652173914,0.21317619922874545,0.04833479,0.13705593
Rmst,-3.2221136,-1.611424,0.0012724861527769022,0.026040900933065776,0.11956521739130435,0.2512343676793888,0.12093669,0.3313155
Serinc5,-3.2313237,-0.72164893,0.001232183277420889,0.02529317392230656,0.29891304347826086,0.43979529318484883,0.23150328,0.3573739
Phactr2,-3.231521,-1.0807992,0.0012313332553658153,0.02529317392230656,0.21195652173913043,0.3393159620859913,0.14826383,0.2912133
Parp8,-3.2316446,-0.61796415,0.0012307997973996425,0.02529317392230656,0.5217391304347826,0.5926406458355858,0.49012545,0.67840815
Junos,-3.2324796,-2.283629,0.0012272094603953706,0.0252489419608144,0.04891304347826087,0.18564169099362093,0.022165151,0.10357364
Syngap1,-3.24945,-0.6763633,0.0011562841203594037,0.02388113321603165,0.2554347826086957,0.39744837279705914,0.17823638,0.2714027
Gm41414,-3.2573848,-2.0605063,0.0011244387738416411,0.023259176176385604,0.06521739130434782,0.20167946084261362,0.03252166,0.1291745
D430041D05Rik,-3.2626915,-0.39145508,0.0011035956445467415,0.022880875747662763,0.6902173913043478,0.6795329224781057,0.83453786,0.99700636
Tom1l1,-3.2631776,-1.9904768,0.0011017040506672473,0.022859295630447054,0.07065217391304347,0.2083468483079252,0.032137834,0.12202277
Kcnip3,-3.276635,-0.7225186,0.001050521261752216,0.021949849380468154,0.3967391304347826,0.5067574872959238,0.3226041,0.48748052
Gm11149,-3.2775934,-1.4002074,0.001046960595017432,0.021892475632776964,0.11413043478260869,0.253108444156125,0.06311966,0.15868452
Fgfr1,-3.2782357,-0.8381333,0.0010445817084019445,0.021859743383769663,0.20108695652173914,0.33985656106966516,0.15888834,0.2683926
Atf6,-3.2822626,-0.58617496,0.0010297763693968886,0.021600383329972207,0.5163043478260869,0.5990917937074278,0.44032902,0.60460234
Tamalin,-3.2848082,-1.4223671,0.0010205180725922167,0.02143965645860271,0.05434782608695652,0.19656179046383393,0.041356727,0.107212126
Tnpo1,-3.2858357,-0.45789874,0.0010168032599793863,0.02137832832210181,0.5978260869565217,0.6690813421270768,0.59130645,0.74552554
Klf9,-3.2866611,-0.6635025,0.001013827216840462,0.02133244895575819,0.32065217391304346,0.46199589144772407,0.26396275,0.39100847
Gucy1a1,-3.2962747,-1.6383871,0.000979761382302138,0.020684145272694465,0.059782608695652176,0.20106678199444986,0.045827597,0.13626803
Spns2,-3.3002973,-1.0040911,0.0009658247582497789,0.020434418310371308,0.16847826086956522,0.31289869175045953,0.10451242,0.19964084
Wwc2,-3.3075762,-0.8159247,0.0009410710447277619,0.0199420969809424,0.2717391304347826,0.4168018164125851,0.19121948,0.31551552
Tesc,-3.3137176,-2.0804749,0.0009206441124809863,0.01955549984376609,0.04891304347826087,0.19248927812015715,0.029336274,0.11859581
Gm5468-1,-3.315144,-1.3091794,0.0009159588615233199,0.019471372317350955,0.07608695652173914,0.21937506757487296,0.053090602,0.12673289
Rilpl1,-3.3172586,-0.9796455,0.0009090544809537009,0.01933990016090732,0.15217391304347827,0.30024867553249,0.105804145,0.19891779
Sort1,-3.3186438,-0.47039148,0.0009045576191191341,0.019259479576649075,0.6195652173913043,0.6757126896601434,0.61952376,0.7833564
Ranbp9,-3.3233862,-0.49670684,0.0008893167438168961,0.01894999278854877,0.5815217391304348,0.6634591126968681,0.5807992,0.74721646
Mtmr12,-3.3255053,-0.71522385,0.0008825842292666751,0.018836408451465895,0.3804347826086957,0.4845568890330486,0.26475242,0.40388033
Pmepa1,-3.3299084,-1.4483598,0.0008687454224252757,0.01855579451555418,0.11413043478260869,0.2560276786679641,0.07148412,0.18417016
