names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NFOL (for_DEGs),mean_expr_Rest (for_DEGs)
Bcl9l,-2.660259,-1.4918258,0.007808058258329775,0.04998868844444152,0.026845637583892617,0.15643720629909963,0.032203574,0.0880521
Mobp,-2.661462,-1.3911095,0.007780209654930144,0.049843161877892714,0.09395973154362416,0.22219033611938158,0.121594,0.29201016
Zdhhc21,-2.6621525,-0.34579644,0.00776426924005174,0.049767632271037754,0.3221476510067114,0.5442120744699932,0.3906508,0.47461444
Ramp1,-2.6622033,-0.31154412,0.007763098306529334,0.049767632271037754,0.18120805369127516,0.3463069914266241,0.21450387,0.259988
Rps7,-2.6643708,-0.6251971,0.007713246838846369,0.04948780863414563,0.18120805369127516,0.33185062955124295,0.21736383,0.31808588
Qsox2,-2.6651525,-1.0021338,0.00769533813460284,0.0493846992301835,0.040268456375838924,0.17247193026509308,0.045493867,0.08913393
Ube2v1,-2.6668482,-0.64313734,0.0076566251765427,0.04914799772902588,0.0738255033557047,0.21157226387344405,0.09082871,0.13844879
Cdh7,-2.6668887,-0.73842436,0.0076557000645202655,0.04914799772902588,0.09395973154362416,0.2314811493345769,0.11456896,0.18442026
Gm57038,-2.6692798,-26.032677,0.007601410368348082,0.0488402430888362,0.0,0.12659181404024825,0.0,0.06639258
Cys1,-2.6695032,-2.9917831,0.007596356388397504,0.048819444189485986,0.006711409395973154,0.1341607777020483,0.008935483,0.06896286
Dcaf11,-2.6727316,-1.4781595,0.007523639124462093,0.04837525323625184,0.04697986577181208,0.1782473006421064,0.036145624,0.09761787
Rbbp5,-2.6728027,-0.39665917,0.007522045474955058,0.04837525323625184,0.11409395973154363,0.26222333823582167,0.11841831,0.15314886
Fgfr2,-2.673757,-0.43280214,0.007500674343057167,0.04825068699974768,0.40939597315436244,0.6412813430426516,0.5614219,0.70144486
Vps9d1,-2.6742141,-0.41810203,0.007490462766909592,0.04819653605049347,0.08053691275167785,0.22175987373103276,0.09220483,0.12138511
Fbxw11,-2.6750517,-0.36836207,0.007471773918593283,0.048087800046132105,0.348993288590604,0.568856046202963,0.4239215,0.5196951
Wfs1,-2.6760924,-1.537306,0.007448612698764518,0.047961711769902375,0.040268456375838924,0.17153926175700399,0.043637976,0.121743605
Cyb5a,-2.6770163,-0.47183093,0.007428104037126786,0.04784112068015262,0.1342281879194631,0.28496610108691756,0.14049838,0.18996328
St6galnac6,-2.6770468,-1.3862867,0.007427428790605655,0.04784112068015262,0.026845637583892617,0.15715464361301432,0.03322488,0.084626354
Ddhd1,-2.6783614,-0.3888941,0.007398333080686745,0.04767223258466495,0.3624161073825503,0.5984503354019443,0.48224962,0.5941267
Tubgcp2,-2.6798642,-0.8349368,0.007365206063200014,0.04748154676539933,0.06040268456375839,0.19657782401262688,0.06558361,0.1141389
Bsg,-2.680468,-0.5206381,0.007351925651687888,0.0474073055581602,0.2483221476510067,0.42045413781970803,0.29056895,0.39455706
Tspan14,-2.681199,-0.47092146,0.00733588396709914,0.04731521896206286,0.12080536912751678,0.26695842450765866,0.13543603,0.18317048
Gm41609,-2.6816967,-2.5401855,0.007324984674920844,0.04725626367710038,0.020134228187919462,0.1485812677117337,0.012904559,0.0728299
Fam20c,-2.684844,-1.2327633,0.007256366054347045,0.04685858108154412,0.040268456375838924,0.17254367399648457,0.041543964,0.09503007
Polr3f,-2.6869,-0.4326587,0.007211854636997241,0.046582339926950926,0.09395973154362416,0.23926534419055134,0.10180762,0.13509892
Rps28,-2.6870522,-0.6106087,0.00720856726380736,0.04657230160579557,0.174496644295302,0.32496323133766186,0.21135277,0.30700862
Maea,-2.688169,-0.26884815,0.007184500926253122,0.046427979771145114,0.12080536912751678,0.2719446138393658,0.13396591,0.15932561
Mtg2,-2.6887376,-0.54209906,0.00717227669673211,0.046360133471540006,0.08053691275167785,0.2205761021630735,0.0840605,0.120172374
