names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR D2 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Gm20754,-3.4133983,-1.1767962,0.0006415808163060798,0.048975217426546494,0.6666666666666666,0.7452674602036427,1.0126582,1.6019835
Cdh20,-3.417075,-2.3165655,0.0006329785891586166,0.04873391028851584,0.20512820512820512,0.47999426358812564,0.17945863,0.6826922
Rit2,-3.4218345,-1.2135069,0.0006220015233512124,0.04816478654883884,0.5384615384615384,0.6673956690090348,0.49264526,0.90679634
Grik1,-3.4268029,-2.7702236,0.0006107323307693808,0.047566312254415245,0.2564102564102564,0.49978488455471104,0.15365659,0.7575737
Stmn2,-3.4283528,-1.5019548,0.0006072554179575961,0.047505979821369886,0.3333333333333333,0.5696974042736268,0.25445542,0.59921056
Nbea,-3.43198,-0.6914921,0.0005991921786660792,0.04707688257531447,0.7948717948717948,0.9074286533773125,2.1127748,2.5449524
Kif1b,-3.4476597,-0.66285086,0.0005654659030905845,0.04482026199423011,0.7948717948717948,0.8615373583823318,1.2460232,1.5934677
Grm1,-3.4594247,-1.271889,0.0005413306697505981,0.04316188455845273,0.5128205128205128,0.6887638032410727,0.6755223,1.2030908
Tshz3,-3.4629025,-3.0133889,0.0005343820375168994,0.042734658774044906,0.07692307692307693,0.3885701993403126,0.053264342,0.36585563
Ldlrad4,-3.4629521,-1.1878544,0.0005342833761768607,0.042734658774044906,0.5384615384615384,0.7446579664419906,0.68399554,1.1745318
Slc41a2,-3.467851,-5.341453,0.0005246382850738704,0.0422066788022003,0.02564102564102564,0.3388785314785602,0.0058601745,0.21373855
Osbp2,-3.4778273,-1.5555731,0.0005054956058139961,0.04103524751728724,0.3076923076923077,0.562957120321239,0.23294185,0.5715768
Pygb,-3.480212,-3.2263265,0.0005010171175267801,0.0407949392361957,0.05128205128205128,0.37480281084181843,0.033297338,0.27525747
Ptprk,-3.4960809,-1.3788959,0.0004721457752546776,0.03879681033973452,0.5384615384615384,0.6793704287967877,0.60220593,1.1469408
Adarb2,-3.5070407,-2.42718,0.00045311962828548677,0.03792935953903748,0.38461538461538464,0.5824967732683206,0.31247905,1.0895191
Satb2,-3.514235,-2.9279358,0.00044102260409634565,0.03703211678771502,0.1282051282051282,0.42105263157894735,0.08070162,0.49446383
Jph1,-3.5164905,-1.6733376,0.00043729227036767826,0.036996873502607906,0.3333333333333333,0.5756847841675032,0.2569268,0.6597825
Kcnj3,-3.523605,-0.7482505,0.0004257181841342464,0.03631443684980064,0.7692307692307693,0.7850279650078875,1.2629554,1.6600505
Ptpn3,-3.5263476,-2.2100477,0.00042133354190447217,0.03605487984386359,0.15384615384615385,0.4567976480711315,0.096678875,0.38503096
Thsd7b,-3.5321903,-1.7166966,0.00041213259618736456,0.03549359890882848,0.2564102564102564,0.5561451312204216,0.34065512,0.84759146
Gm49678,-3.5330548,-1.9614112,0.00041078727857493094,0.03549149252510738,0.3333333333333333,0.5564678043883551,0.32502508,0.9145752
Slc8a1,-3.5440247,-0.82977325,0.0003940681454037261,0.03434621566201335,0.8205128205128205,0.8770973755915675,1.7603284,2.257278
Astn2,-3.5515368,-1.6997831,0.0003829883088247484,0.03363037862131042,0.46153846153846156,0.6352717625125484,0.44926223,1.0446538
Tmem178,-3.5597842,-1.669097,0.00037115958906176175,0.03291438336003148,0.20512820512820512,0.5072422199913954,0.17845243,0.48322457
Arhgap39,-3.5714796,-1.241126,0.000354970166557687,0.031793494584683495,0.4358974358974359,0.6825613079019074,0.4553447,0.86004376
Hivep3,-3.5752754,-0.8996002,0.0003498594120658118,0.03144054315119854,0.6923076923076923,0.7824107270902051,0.9186525,1.3374634
Plekhg5,-3.5775013,-2.020537,0.0003468946266947058,0.031278720198948805,0.20512820512820512,0.5022587121755342,0.13745935,0.46867332
Luzp2,-3.5848842,-2.2715113,0.0003372279428144441,0.030716321435335977,0.3333333333333333,0.5594794206224006,0.28039807,0.94106394
Arhgap15,-3.5915117,-3.5076811,0.00032876529297431003,0.030149909290852255,0.05128205128205128,0.37978631865767964,0.034110736,0.33265895
Cttnbp2,-3.6134717,-0.8674935,0.00030212438527984093,0.027993387008514916,0.7435897435897436,0.8159687365552847,1.3208944,1.7936662
Fnbp1,-3.6384623,-1.431693,0.0002742708787002765,0.025858450914654142,0.48717948717948717,0.6933887853147856,0.41968447,0.87828505
Sh3rf1,-3.6388695,-1.8303299,0.0002738374117815585,0.025858450914654142,0.3076923076923077,0.5567546249820737,0.2212616,0.63163733
Dpyd,-3.657451,-1.602478,0.00025473591381297404,0.024553774256002914,0.5384615384615384,0.6514054209092213,0.4806761,1.05574
Adamts17,-3.6627076,-2.1737876,0.0002495634691256175,0.024208557456336974,0.23076923076923078,0.5076365983077585,0.15277131,0.5566131
Sort1,-3.66548,-1.1676586,0.00024687530769748665,0.024034563470403864,0.46153846153846156,0.6756417610784454,0.42436868,0.78277767
Slit1,-3.7078793,-2.1028485,0.0002090022840354203,0.02064665945599906,0.23076923076923078,0.5141976193890722,0.1502378,0.5284831
Adam10,-3.707899,-1.6032046,0.00020898588677582927,0.02064665945599906,0.38461538461538464,0.609601319374731,0.24528699,0.6122498
Ntng1,-3.7125096,-2.1460495,0.0002052142074743924,0.020575021473272104,0.3076923076923077,0.5707729815000717,0.29934278,0.9339742
Dock4,-3.7156396,-0.89392644,0.00020269023197155137,0.02039807690290481,0.7948717948717948,0.860461781155887,1.4970065,2.0075276
Nalf1,-3.7345986,-0.84095097,0.00018801472523883765,0.019356151981484934,0.7948717948717948,0.9003298436827765,2.314479,2.852743
Susd4,-3.7708972,-1.3559686,0.00016266174033956543,0.017275576928553846,0.358974358974359,0.6188154309479421,0.32720062,0.6885389
Rims1,-3.7896674,-0.7217242,0.00015084917335915368,0.016148674454822546,0.7948717948717948,0.8443998279076438,1.7464722,2.1756194
Nrp2,-3.7936618,-2.310939,0.00014844180629558376,0.015954525340649343,0.10256410256410256,0.4435321956116449,0.09692041,0.40879416
Cadps2,-3.7962554,-2.226812,0.00014689823040323568,0.015852029923433503,0.28205128205128205,0.5502653090491897,0.23138615,0.7969122
Nav2,-3.8170924,-1.0606191,0.00013503365433025118,0.014931499143431478,0.7435897435897436,0.8205578660547828,1.1125044,1.659972
Erbb4,-3.817907,-2.2094054,0.00013458857361373075,0.014931499143431478,0.5641025641025641,0.720278215975907,0.6001907,1.5694072
Adcy8,-3.8183246,-1.7339956,0.00013436114106319877,0.014931499143431478,0.23076923076923078,0.5580811702280224,0.26280954,0.69308233
