names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 Lhx6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Baalc,-2.886133,-0.7258203,0.003900072861156252,0.048901053560087955,0.2961165048543689,0.40584310189359785,0.19497758,0.3045726
Eml1,-2.8886135,-0.7270273,0.0038694435652598105,0.048562330032008924,0.4029126213592233,0.48461677186654645,0.27869487,0.42657158
Gm5468-1,-2.895734,-1.355084,0.0037827283373194596,0.04762976121076564,0.10679611650485436,0.21926059513074841,0.051499594,0.12680314
Tpd52,-2.8969483,-0.6822817,0.003768118833965036,0.04746805113391492,0.3058252427184466,0.41608656447249776,0.20638299,0.3132258
Nnat,-2.900617,-1.1298376,0.0037242882682865914,0.046981983929042584,0.24271844660194175,0.3432281334535618,0.17100938,0.34226283
Kdm7a,-2.9038477,-0.50804675,0.0036860747438205816,0.04658740751009361,0.5242718446601942,0.5803787195671777,0.43453383,0.573227
Lrrn1,-2.9053178,-0.920327,0.0036688046090875594,0.04641279653775081,0.2961165048543689,0.39444544634806133,0.18290387,0.32196125
Itm2b,-2.915565,-0.58724797,0.003550452534915584,0.04508725762822468,0.7038834951456311,0.7242200180342651,0.673081,0.8930995
Osbpl1a,-2.9187088,-0.60922164,0.0035148431519471186,0.044738908333879245,0.5048543689320388,0.5636068530207394,0.4011614,0.56126755
Scd2,-2.9197583,-0.87193286,0.003503029522196462,0.04460966979214167,0.470873786407767,0.5448872858431019,0.36800885,0.59560984
Jcad,-2.9200444,-1.481359,0.003499813899986142,0.04458985277033079,0.1262135922330097,0.23646528403967537,0.05340975,0.1425238
Ahcyl2,-2.9241815,-0.3458597,0.003453632598060737,0.04406415380336753,0.8786407766990292,0.7461857529305681,1.0576922,1.2205186
A830031A19Rik,-2.9274642,-1.3440403,0.0034173831187645476,0.043663853733334944,0.10194174757281553,0.21796212804328224,0.048654083,0.11917607
B230209E15Rik,-2.9288867,-0.4612954,0.0034017844326667715,0.04348522726249103,0.5728155339805825,0.5944815148782687,0.53230107,0.67684615
Bcl11a,-2.9321434,-0.31081957,0.00336631298417213,0.04307277613557387,0.7669902912621359,0.6794229035166817,0.9418589,1.0787213
St18,-2.9351747,-1.1706226,0.0033336005791554705,0.04275473118975259,0.32038834951456313,0.4028494138863841,0.33511972,0.6398398
Tmod1,-2.939654,-1.0480341,0.003285787205004834,0.04220311492667073,0.1941747572815534,0.3065825067628494,0.116441675,0.22741123
Mcc,-2.9398928,-1.0553813,0.003283259081250093,0.04219089981501196,0.2087378640776699,0.316248872858431,0.14502661,0.28092608
Vwa3a,-2.9465883,-2.2643437,0.0032130068583293824,0.04140695169463334,0.04854368932038835,0.16566275924256085,0.0212327,0.098124646
Ryr1,-2.9485526,-2.2426445,0.0031926567618880694,0.041184199324019406,0.03398058252427184,0.1532912533814247,0.017496966,0.0802293
Megf11,-2.9522085,-1.5418589,0.003155099124638517,0.04077802476144154,0.13106796116504854,0.24205590622182147,0.0705633,0.19299884
Hpcal4,-2.957837,-1.0520469,0.003098057088342921,0.04011797299459002,0.17475728155339806,0.29067628494138864,0.102529794,0.20202072
Fstl4,-2.9623384,-0.5747675,0.003053119444135484,0.03959330089957551,0.4320388349514563,0.5185572587917042,0.4685203,0.63664556
Foxp2,-2.9626117,-1.7900795,0.0030504112456049485,0.03957728158831722,0.08737864077669903,0.20321009918845806,0.06895423,0.22064549
Pcdh1,-2.963826,-0.8729672,0.003038401295363971,0.039459566363668395,0.23786407766990292,0.35228133453561766,0.13964315,0.2425257
Trank1,-2.9657686,-0.3861598,0.003019275055354449,0.039249115015662334,0.6504854368932039,0.6195130748422002,0.5989487,0.72848284
Orai2,-2.9697843,-1.1496025,0.0029800894632551786,0.03885250066844573,0.15048543689320387,0.26860234445446346,0.08258109,0.17478123
Dkk3,-2.9738302,-0.918906,0.0029410774511709906,0.03838113215782638,0.2524271844660194,0.36454463480613164,0.17134064,0.30259025
Synj2,-2.9751399,-0.980191,0.002928549964509069,0.03823621843846389,0.22815533980582525,0.3427231740306583,0.14006078,0.2597358
Tspan9,-2.978479,-1.1375908,0.002896829080967582,0.037840445992026704,0.16019417475728157,0.2775112714156898,0.099014424,0.20619664
Fth1,-2.9913194,-0.89055014,0.0027777481490975325,0.03649784487347223,0.5194174757281553,0.5805590622182146,0.4620302,0.73657763
Pals1,-3.0184226,-0.9000373,0.0025409434005542833,0.03379957879846217,0.2912621359223301,0.39433724075743914,0.18349703,0.31907672
Myo1b,-3.0196195,-1.2897389,0.0025309248772590145,0.033716386441224454,0.1262135922330097,0.24393146979260596,0.07745625,0.17973067
Stard13,-3.0209334,-1.1722319,0.0025199678958616333,0.0335870721040685,0.24757281553398058,0.3471235347159603,0.16352029,0.3367227
Kcnv1,-3.021597,-1.8857368,0.0025144516650901037,0.03353018175730575,0.07281553398058252,0.19192064923354374,0.030149687,0.10715969
Khdrbs3,-3.0281408,-0.3700271,0.002460635188106611,0.0328941629375247,0.8058252427184466,0.6738322813345357,0.97825074,1.1458439
Actr3b,-3.0348709,-0.53494376,0.002406386452640901,0.03224917904362145,0.5048543689320388,0.553868349864743,0.3909161,0.5265338
Camkk1,-3.0351007,-1.2259828,0.0024045533671374726,0.03224069310128936,0.09223300970873786,0.21911632100991885,0.05691074,0.12837876
Shroom4,-3.0443115,-1.1211666,0.0023321352113269095,0.03137930552246072,0.13592233009708737,0.259404869251578,0.08563736,0.1777191
Rapgef6,-3.0452828,-0.25296515,0.0023246154859573286,0.031309482760738555,0.8058252427184466,0.7163931469792606,0.85672027,0.96133834
Arsj,-3.049511,-2.006384,0.0022921425230514256,0.030918609234132432,0.05825242718446602,0.17846708746618575,0.029306976,0.112873524
Dapk1,-3.0633314,-0.4251297,0.0021888748252744564,0.029764709795103563,0.6747572815533981,0.6475743913435528,0.6553159,0.8078167
Phactr2,-3.0669568,-0.9922974,0.0021625013897904814,0.02943587251452393,0.22815533980582525,0.3392966636609558,0.1569718,0.29126203
Ankrd6,-3.070257,-0.9629245,0.002138747612490308,0.029186464371566568,0.21844660194174756,0.33284039675383226,0.13305758,0.24483472
Pced1b,-3.0751138,-0.83331007,0.0021042229798766943,0.028788427428353757,0.21359223300970873,0.3379981965734896,0.1371401,0.23261927
Prag1,-3.0803523,-1.7546585,0.0020675592074010673,0.028315655404111455,0.11650485436893204,0.233868349864743,0.05293718,0.16843182
Plpp3,-3.0810244,-1.6805708,0.0020628974930517203,0.028280640631785574,0.15048543689320387,0.26524797114517584,0.10732251,0.30981103
Pdk1,-3.0818093,-0.9394281,0.0020574660188491596,0.02822057780830879,0.20388349514563106,0.32573489630297564,0.11670127,0.21300314
Gm43445,-3.0835395,-1.5827212,0.0020455390768409224,0.028088524617718505,0.07281553398058252,0.195058611361587,0.035189245,0.10190692
Lgi3,-3.0884354,-1.4692857,0.002012133769149294,0.02772617147540591,0.1407766990291262,0.2600901713255185,0.07158415,0.18687135
Hrk,-3.0907338,-2.273315,0.0019966252354968812,0.027540718725770637,0.04854368932038835,0.17222723174030657,0.021566074,0.10019801
Ptpn14,-3.100812,-2.6231847,0.0019299085633591425,0.02663412588467394,0.03398058252427184,0.15801623083859334,0.01548038,0.091774784
9130024F11Rik,-3.1013627,-1.4579635,0.001926322359005104,0.02661037403411591,0.11650485436893204,0.23686203787195673,0.06592381,0.17160477
Tub,-3.1017182,-0.63271546,0.0019240101090659807,0.026593699398458282,0.41262135922330095,0.49518485121731287,0.27716658,0.4022617
Micu1,-3.1041076,-0.6310908,0.0019085389003028622,0.026420628671374503,0.46116504854368934,0.5212263300270514,0.3102695,0.44687465
Tex2,-3.1067355,-0.68163675,0.0018916553620907759,0.02624406009971726,0.33980582524271846,0.44948602344454464,0.22856653,0.34492958
Frmd4b,-3.1089733,-0.7807572,0.0018773875313506684,0.026096949284734848,0.5145631067961165,0.5692335437330929,0.48999843,0.73540956
Mas1,-3.1115317,-2.6759627,0.0018611947111338194,0.025938953261496745,0.04854368932038835,0.17064021641118124,0.015338909,0.09420169
Cbfa2t3,-3.123674,-1.443068,0.0017860825299178221,0.02500887836315366,0.13592233009708737,0.25385031559963933,0.06020326,0.15590881
Gm4876,-3.1276982,-1.5628014,0.001761809664008975,0.024720535598914444,0.10679611650485436,0.2309467989179441,0.07661198,0.21125592
4930419G24Rik,-3.1283617,-1.4363849,0.0017578370252851051,0.024677680705021302,0.12135922330097088,0.2424887285843102,0.059802786,0.15425555
Ly6e,-3.1301267,-1.2255323,0.0017473093458785774,0.02454270889898451,0.18446601941747573,0.30456266907123536,0.10207705,0.22418849
Cacna1h,-3.1385047,-1.5513302,0.0016981214561785209,0.023914320507084304,0.12135922330097088,0.23956717763751126,0.048927344,0.13712005
Pls1,-3.1431189,-1.6720412,0.0016715794859238583,0.02360238612021759,0.14563106796116504,0.25915238954012626,0.06126469,0.18343253
Cacna1i,-3.1491814,-1.144075,0.0016372858561335536,0.023130321216776332,0.1407766990291262,0.26521190261496846,0.071613364,0.15192573
Actn2,-3.161241,-1.7371317,0.001570983896942418,0.022322759022127325,0.07281553398058252,0.19917042380522992,0.034337662,0.11016306
Inf2,-3.169641,-1.5315433,0.0015262741323378514,0.02180275701005745,0.0825242718446602,0.20999098286744816,0.050921038,0.14065088
Nek10,-3.1737692,-1.5619223,0.0015047323805430985,0.021529371174224207,0.09223300970873786,0.21799819657348962,0.051358886,0.14461714
Sema3a,-3.175799,-1.6452115,0.00149424553976859,0.02140212028442538,0.10194174757281553,0.22495942290351667,0.06205101,0.18252154
Gm41414,-3.1829453,-1.9369537,0.0014578512483321424,0.020947841199296612,0.07766990291262135,0.2016952209197475,0.035394583,0.12922984
Shisal1,-3.194975,-1.8843794,0.001398430356620451,0.02018187259085122,0.0970873786407767,0.21954914337240758,0.03892231,0.13674168
Dtx4,-3.1978934,-1.3325832,0.0013843549162723843,0.020009476385281853,0.11650485436893204,0.2455184851217313,0.062006887,0.14937595
Gm56610,-3.2005603,-1.3268179,0.0013716068799583924,0.019867965964680327,0.11650485436893204,0.24216411181244366,0.052235793,0.12620576
Sh3d19,-3.2060287,-0.7081138,0.0013458061567470903,0.01955749671811483,0.46116504854368934,0.5432642019837691,0.37828228,0.56025517
Fmnl2,-3.2071908,-0.3911914,0.0013403807498598163,0.019499745938675293,0.7572815533980582,0.7183047790802525,0.8235776,0.98466
Smad3,-3.2196844,-0.9715859,0.0012833185853561532,0.018761028503003176,0.2621359223300971,0.3728043282236249,0.15745033,0.28847706
Rasgef1a,-3.2254214,-0.45793307,0.001257873444347515,0.01844926825852496,0.6601941747572816,0.6260414788097385,0.55288017,0.700144
Rspo2,-3.227464,-0.95748436,0.0012489277558062107,0.018348107598968225,0.22815533980582525,0.3483859332732191,0.19922008,0.35634387
Nova1,-3.2474813,-0.82480276,0.0011643132384643832,0.017208524047050592,0.42718446601941745,0.5017493237150586,0.28817132,0.46473128
Sort1,-3.2564666,-0.49536717,0.0011280823178717177,0.016719013723779954,0.6504854368932039,0.6755275022542832,0.61172473,0.7835444
Map2k6,-3.2573469,-0.67097056,0.0011245893074270355,0.01668565140285171,0.3592233009708738,0.4762849413886384,0.27103496,0.40257394
Rap2b,-3.2647493,-1.1905406,0.001095610181683289,0.016345944243103816,0.16019417475728157,0.29056807935076645,0.08454001,0.18344045
Kbtbd11,-3.2752435,-1.2742505,0.0010557089499490407,0.01582091438099873,0.15048543689320387,0.27960324616771864,0.08607519,0.19673038
Nr4a2,-3.2789037,-1.8615115,0.0010421122049821881,0.015652551997172942,0.11165048543689321,0.2352750225428314,0.052813035,0.1798805
Prex1,-3.2935176,-1.4965117,0.0009894212782855104,0.014948129504759248,0.1553398058252427,0.28039675383228135,0.080628514,0.21262781
Zmiz1,-3.2984135,-1.0850844,0.0009723280739225061,0.01472742691448576,0.2912621359223301,0.39841298467087466,0.16943857,0.33053476
Tom1l1,-3.2984178,-1.5301002,0.0009723130557599569,0.01472742691448576,0.07281553398058252,0.2084400360685302,0.043950144,0.12200635
Slc20a1,-3.3015966,-1.0345181,0.0009613623467807224,0.014586000145679283,0.2087378640776699,0.3335256988277728,0.11415976,0.22131678
Slc1a3,-3.3022947,-1.500113,0.0009589724259864218,0.014557959935737374,0.19902912621359223,0.31606853020739406,0.15988572,0.39906028
Sptbn2,-3.3060112,-0.7242214,0.000946343264792902,0.014423280501976901,0.441747572815534,0.5187015329125338,0.29959852,0.4555722
Pantr1,-3.3087387,-1.0867379,0.000937172249721868,0.014291610868346535,0.25728155339805825,0.3694860234445446,0.16156028,0.3165736
Sh3gl2,-3.3117354,-0.2812762,0.0009271922100369265,0.014147447293408414,0.7961165048543689,0.7127141568981064,0.96747416,1.0927494
Tmcc3,-3.3300354,-0.88342786,0.0008683494518715045,0.013363271439771373,0.36893203883495146,0.48761045987376017,0.332092,0.54616153
Zdhhc14,-3.3367178,-0.42508358,0.0008477392982238912,0.013097367123870825,0.7330097087378641,0.686311992786294,0.7528242,0.9193958
Trhde,-3.3407552,-0.88920057,0.0008355084248858893,0.012924646733842167,0.47572815533980584,0.5221280432822363,0.43835554,0.7025874
Neurod6,-3.3423033,-1.1253059,0.0008308619634109908,0.012865800587826895,0.19902912621359223,0.3237150586113616,0.12655647,0.25797823
Pik3r1,-3.3458116,-0.92274594,0.0008204211540960388,0.01272055188145445,0.42718446601941745,0.5071235347159603,0.29590747,0.5024605
Parp8,-3.3531315,-0.61745006,0.0007990269375873602,0.012432657468562903,0.5825242718446602,0.5922452660054103,0.49037975,0.6785553
Chst1,-3.364927,-0.7452041,0.0007656392864339696,0.011967846205049891,0.3932038834951456,0.498034265103697,0.28271627,0.4367483
Chst8,-3.3651135,-1.3049887,0.0007651220225096861,0.0119667222030473,0.13106796116504854,0.2635166816952209,0.07430585,0.17444825
Plekhg5,-3.3785088,-0.726205,0.0007288007632392295,0.011458675546072614,0.4223300970873786,0.5024346257889991,0.30903053,0.46939355
Traf3,-3.3796625,-0.7106048,0.0007257491657597804,0.01142406566137393,0.42718446601941745,0.5128944995491433,0.31164876,0.46901703
Gm44643,-3.3818653,-1.0156463,0.0007199542577646218,0.011346141293921048,0.1650485436893204,0.29673579801623085,0.093784265,0.18131274
Kcng1,-3.3831272,-1.7299329,0.0007166541287982286,0.01130076082207066,0.07766990291262135,0.2134174932371506,0.03884603,0.12344947
Kitl,-3.3833094,-1.5154097,0.0007161789838174796,0.011299899762287539,0.16019417475728157,0.2814066726780884,0.086629555,0.23007958
A230006K03Rik,-3.3931532,-0.3633095,0.0006909296482767269,0.01092075273482097,0.6941747572815534,0.6660414788097385,1.0268863,1.1956308
Marcks,-3.3961499,-1.0070261,0.0006834094504770848,0.01083375335358069,0.36893203883495146,0.47376014427412083,0.26004398,0.46804866
Pcdh20,-3.3974855,-1.7550361,0.0006800820419112619,0.010787369814731764,0.07766990291262135,0.21428313796212806,0.045414392,0.14567775
Doc2b,-3.4063537,-1.6957986,0.0006583684657695245,0.010480071490063463,0.05339805825242718,0.19123534715960325,0.036461197,0.11359487
Mtmr12,-3.4075115,-0.6999204,0.000655581557515872,0.01044189475426881,0.3883495145631068,0.48458070333633907,0.26729444,0.4039716
Ston2,-3.417958,-2.0263164,0.0006309281706424274,0.010091095205453584,0.10194174757281553,0.2322452660054103,0.04741072,0.18047458
Mmp17,-3.4215531,-1.0791363,0.0006226457109478172,0.009988352389950956,0.24271844660194175,0.36335437330928766,0.12929522,0.25589517
Atp1a2,-3.4266484,-1.7426264,0.0006110795901591521,0.009820399872952402,0.1941747572815534,0.3162849413886384,0.14569126,0.42189768
Tdrd5,-3.427416,-1.7264266,0.0006093547175605196,0.009804407940629438,0.07766990291262135,0.21500450856627593,0.035839275,0.11399405
A330008L17Rik,-3.4316962,-0.7939216,0.0005998191481423164,0.0096741539679376,0.3058252427184466,0.4242019837691614,0.2589462,0.4137269
Tpm1,-3.4368653,-0.797024,0.000588488219495145,0.009519974989665591,0.33495145631067963,0.4539224526600541,0.22550468,0.36430424
Diras2,-3.444541,-1.329236,0.0005720300700954923,0.009281671487600167,0.1796116504854369,0.3072317403065825,0.08664014,0.20490558
Tpd52l1,-3.4452522,-1.5913895,0.0005705270312827987,0.009268477225253204,0.10679611650485436,0.24216411181244366,0.05316943,0.15234019
Kcnip2,-3.453396,-0.9834406,0.0005535755925350337,0.009014894649343245,0.22330097087378642,0.3527862939585212,0.13487592,0.2511429
Rbm24,-3.47605,-1.3386467,0.0005088574455447057,0.008372932983335114,0.12135922330097088,0.2547520288548242,0.062139113,0.15026668
Fhl2,-3.4763145,-1.2643647,0.0005083557537831689,0.008369803372643227,0.17475728155339806,0.3035888187556357,0.08524422,0.19372036
Lpcat2,-3.4831705,-1.8418739,0.0004955126264457809,0.008185673840656153,0.11165048543689321,0.2479350766456267,0.060834676,0.20281617
Sh3bp4,-3.4871905,-1.7890853,0.0004881235870086725,0.00808623969354071,0.07766990291262135,0.21442741208295762,0.040967293,0.13498661
Crim1,-3.490057,-0.64956915,0.00048291770949085926,0.008009875835814438,0.5194174757281553,0.5777817853922452,0.4632929,0.65463233
Lpp,-3.4957767,-0.77065563,0.00047268398429328354,0.007869280457224615,0.44660194174757284,0.5314697926059513,0.3697653,0.5671736
B3galt5,-3.4982529,-1.9161288,0.00046831681979249147,0.007806248726938118,0.08737864077669903,0.2254643823264202,0.040918823,0.14637889
Asap2,-3.5038774,-0.89496773,0.0004585364848749058,0.007671777925646774,0.35436893203883496,0.4506762849413886,0.22937441,0.3916507
Acvr2a,-3.5244932,-0.53601474,0.0004242938360630431,0.007147821551732895,0.6796116504854369,0.6450856627592425,0.62365216,0.813271
