names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 Lhx6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Etl4,-3.5257897,-0.5929774,0.00042222204897154604,0.007117381716352222,0.8058252427184466,0.7119567177637511,1.2382168,1.5464319
Ndst4,-3.5318217,-1.2803278,0.00041270734222892966,0.006987678818961147,0.27184466019417475,0.37655545536519386,0.21019053,0.44990355
Nrg1,-3.5495625,-0.5223952,0.00038587189187683696,0.006558113684206584,0.8543689320388349,0.848692515779982,1.9524995,2.2705302
Dennd4a,-3.5628235,-0.4581577,0.0003668873391521112,0.0062552428953155,0.7087378640776699,0.703985572587917,0.70452553,0.8776457
Ddx5,-3.5793629,-0.37753707,0.0003444328063779512,0.005921247285588962,0.8203883495145631,0.8068890892696122,1.0007418,1.1739893
Rap2a,-3.590898,-1.2108613,0.0003295404971183784,0.005694375020945869,0.21359223300970873,0.3430117222723174,0.10604799,0.2302894
Klhl5,-3.591761,-1.1797364,0.00032845095294189297,0.005679200196620762,0.21359223300970873,0.34759242560865644,0.12148177,0.25666508
Tesk2,-3.6061234,-2.2245321,0.0003108051910816348,0.005405395135510374,0.07281553398058252,0.21435527502254284,0.031846084,0.14083187
Col23a1,-3.6224723,-1.6691669,0.00029180083400273443,0.005104614850034814,0.09223300970873786,0.23599639314697926,0.06463969,0.19257231
Sfmbt2,-3.623591,-2.008419,0.0002905408998782233,0.005085885328812939,0.07281553398058252,0.21684400360685302,0.037094247,0.14154124
Asxl3,-3.6252215,-0.7312289,0.0002887138395845101,0.005057197437832977,0.441747572815534,0.534283137962128,0.32508916,0.49330273
Kcnh5,-3.6255815,-1.6794045,0.0002883119786340942,0.005053452619633471,0.1796116504854369,0.30553651938683496,0.09407471,0.2745556
Kcnh3,-3.6300914,-1.8442172,0.0002833208311203138,0.004975706360916883,0.08737864077669903,0.22964833183047792,0.037246425,0.1277407
Sgk3,-3.6341374,-1.1573998,0.0002789122003721506,0.004904692947643774,0.23786407766990292,0.3640757439134355,0.13560626,0.28061575
Kctd4,-3.6389856,-1.4417202,0.0002737140802992437,0.004822752352551265,0.13592233009708737,0.27653742110009016,0.0760107,0.1943562
Cpped1,-3.6405208,-1.2728896,0.0002720871829630713,0.004797232681245227,0.16990291262135923,0.30932371505861134,0.08723509,0.19906974
Shisa4,-3.6577322,-1.4249625,0.00025445655846959746,0.0045130348026918045,0.14563106796116504,0.29107303877366997,0.0844635,0.21240129
Cdon,-3.6764965,-0.826332,0.0002364591708431074,0.0042133010083251305,0.27184466019417475,0.40836789900811543,0.19317305,0.32052392
Trpc4,-3.6803126,-0.7737136,0.00023294825137569014,0.00415349669174837,0.48058252427184467,0.5431920649233544,0.46849027,0.7039206
Lypd1,-3.6817262,-1.8110099,0.0002316600786245715,0.004133271123932428,0.12135922330097088,0.2616411181244364,0.059143394,0.19374481
Tbl1xr1,-3.6849048,-0.5702495,0.00022878803918401997,0.004090176056470138,0.6213592233009708,0.6526961226330027,0.53196406,0.7142828
Anxa11,-3.6865876,-2.3424551,0.00022728133810288732,0.004072614785912132,0.04854368932038835,0.1963931469792606,0.023970725,0.116039254
Galnt3,-3.6904123,-2.2579527,0.00022389088933187304,0.004018669469837961,0.04854368932038835,0.19772768259693418,0.026822086,0.12224367
Faah,-3.6987686,-0.77227265,0.00021664789135701604,0.0039016949334872795,0.3883495145631068,0.49132551848512174,0.25348288,0.40062386
Skil,-3.6995146,-1.0421386,0.00021601220599304585,0.0038928557847304774,0.2524271844660194,0.3913435527502254,0.15071419,0.28891045
Plp1,-3.7002127,-0.9448874,0.00021541876224177468,0.003884766537876836,0.6407766990291263,0.7193507664562669,0.8014493,1.2135533
Cdh4,-3.7007635,-1.369088,0.00021495172245179217,0.003878947469630393,0.18446601941747573,0.3210459873760144,0.118271835,0.2808874
Cdk19,-3.7095883,-1.09575,0.0002075965314627843,0.0037664542879169574,0.35436893203883496,0.4768981064021641,0.26110908,0.4932851
Igsf21,-3.7128146,-1.3807428,0.0002049669715120772,0.003721258462519942,0.1796116504854369,0.3157799819657349,0.09476174,0.2301843
Car12,-3.7344322,-1.8470178,0.00018813918169262463,0.0034366416125634425,0.0825242718446602,0.23047790802524798,0.04692844,0.1594385
Aifm3,-3.7426455,-1.2619855,0.00018209301417428477,0.003335268773594432,0.16990291262135923,0.31365193868349867,0.089292936,0.20212373
Dnajc1,-3.7751737,-0.32435492,0.0001598962196096932,0.00296304235924997,0.8106796116504854,0.7521009918845807,0.9603916,1.1050202
Prkg2,-3.7755423,-2.2986445,0.00015965993881540973,0.002960705697701904,0.05825242718446602,0.2084400360685302,0.032267276,0.14957662
Htr4,-3.7772596,-0.99115425,0.00015856347295316333,0.002942403672825621,0.30097087378640774,0.4236248872858431,0.24161582,0.4339028
Pde1c,-3.7787642,-1.3501952,0.00015760851004801917,0.002930754785460398,0.1941747572815534,0.33608656447249774,0.15181716,0.349232
Tmem200a,-3.7859976,-0.9005949,0.0001530931497880819,0.0028566756491706672,0.2961165048543689,0.4314517583408476,0.24047916,0.410463
Lrriq1,-3.7881918,-2.1266263,0.000151747638218195,0.0028374801941008347,0.04854368932038835,0.20194770063119927,0.02714758,0.11348586
Ncdn,-3.7919776,-1.1674536,0.00014945236815446308,0.0027986520574935126,0.33495145631067963,0.45724075743913434,0.22007102,0.44013986
Ccnjl,-3.8042977,-2.484898,0.00014220709210063201,0.0026795964689649244,0.06310679611650485,0.21247971145175834,0.027083436,0.14295994
Chd7,-3.8181007,-1.7236767,0.00013448299247395128,0.0025429683376319992,0.1941747572815534,0.32580703336339045,0.11556192,0.33975413
Ulk4,-3.8218648,-0.8096854,0.00013244626653348486,0.002509754006879223,0.34951456310679613,0.46045085662759244,0.21939667,0.35768387
Gm30092,-3.8284,-2.1295247,0.00012897902390659948,0.002450966317093584,0.08737864077669903,0.2357799819657349,0.04446926,0.18146877
Pcp4,-3.8309672,-1.1061625,0.00012764052280198816,0.002432411948715902,0.2524271844660194,0.3921370604147881,0.18936968,0.37074572
Homer1,-3.8353949,-0.44443378,0.00012536277079437815,0.0023923989000319184,0.7621359223300971,0.6882596934174933,0.79335576,0.97366714
Pkp2,-3.8413315,-1.1753732,0.00012236874613292398,0.0023369212569947883,0.18446601941747573,0.3306762849413886,0.12914602,0.27105677
Rgs20,-3.8444061,-1.6815686,0.00012084477566992683,0.002311102578114544,0.1553398058252427,0.29926059513074843,0.10817175,0.31221768
Kcnip3,-3.8456464,-0.756442,0.00012023510854140506,0.0023027208599483637,0.3932038834951456,0.5068710550045086,0.3163003,0.48765814
Hs6st2,-3.8483393,-0.94668865,0.00011892129132229427,0.002282439355592891,0.3300970873786408,0.44674481514878267,0.25763083,0.44877955
Adcy9,-3.8581657,-0.4093079,0.0001142411518839914,0.0021973226564945235,0.7766990291262136,0.6969161406672678,0.8147355,0.9826225
Arhgap10,-3.8618734,-1.2569594,0.00011252082924503942,0.002168891450368873,0.18446601941747573,0.324941388638413,0.10961358,0.24440676
Tgfbr3,-3.863669,-0.9760038,0.00011169663943181763,0.002157648239779252,0.23300970873786409,0.37832281334535617,0.16077873,0.29497698
4930509J09Rik,-3.8659194,-2.175244,0.00011067145943749557,0.002139382816608278,0.08737864077669903,0.23495040577096482,0.032491613,0.13903356
Csmd2,-3.8682916,-0.32390377,0.0001096005825302335,0.0021221496405241292,0.8009708737864077,0.7250856627592426,1.0483017,1.1997198
Prtg,-3.8800347,-2.0030856,0.00010444152323665367,0.0020350570916380594,0.10194174757281553,0.250892696122633,0.04609242,0.17318732
Tmeff2,-3.8837903,-0.35300493,0.00010284065030168205,0.0020096932898954157,0.9368932038834952,0.8489810640216411,1.8491015,2.059034
Npas3,-3.8872898,-1.07858,0.00010136971482888121,0.00198672810900951,0.529126213592233,0.5852479711451758,0.6219141,1.037283
Bdnf,-3.8945534,-1.8031372,9.837980775381478e-05,0.0019380245119831401,0.1407766990291262,0.28378719567177635,0.06876025,0.22186285
Ephx4,-3.8947313,-1.1402553,9.830767659035773e-05,0.0019380244093785124,0.16990291262135923,0.32274120829576197,0.09706109,0.20267066
Unc5a,-3.8984952,-1.4425029,9.67922744562388e-05,0.0019095509652269724,0.14563106796116504,0.2952209197475203,0.06922747,0.17799558
Trpc6,-3.9081266,-1.6199063,9.301452793249327e-05,0.0018390731166637924,0.1941747572815534,0.3278990081154193,0.13920999,0.37780753
Nsun2,-3.9347875,-0.98276347,8.327031941087968e-05,0.001663549057673113,0.2766990291262136,0.4143552750225428,0.1651873,0.30377328
Rnf112,-3.938725,-0.89622957,8.19157186383222e-05,0.0016401455736301917,0.38349514563106796,0.4837150586113616,0.26184988,0.4428342
Wwc1,-3.9410062,-0.9033499,8.114056025427414e-05,0.001627049891068915,0.32524271844660196,0.4556898106402164,0.22092147,0.3800863
Me3,-3.94647,-0.57243764,7.931181843179047e-05,0.0015963360009454755,0.5970873786407767,0.6297204688908927,0.6286793,0.8334934
Tnfrsf19,-3.9516869,-1.3137467,7.760222099734322e-05,0.0015642698261054855,0.18932038834951456,0.3357619477006312,0.100456916,0.23324913
Matn2,-3.952281,-1.2773806,7.740975375609338e-05,0.0015615616241938656,0.1650485436893204,0.3181244364292155,0.10323499,0.23397587
Smoc2,-3.9580746,-2.4289699,7.555636026492352e-05,0.001526465714525184,0.05339805825242718,0.21161406672678088,0.031148888,0.15732826
Syt17,-3.9765959,-0.8979828,6.990883302979359e-05,0.0014219911760110172,0.3106796116504854,0.43971145175834087,0.23255435,0.39735892
Ephb1,-3.9856591,-1.2133117,6.729305816617376e-05,0.0013739851617971801,0.3058252427184466,0.426726780883679,0.22767569,0.46551856
Jarid2,-4.0011883,-0.51795363,6.302521095124364e-05,0.001293726064369684,0.7135922330097088,0.7308205590622182,0.7318805,0.9341378
Cecr2,-4.002346,-1.8722689,6.271748394455078e-05,0.0012883935730811005,0.11650485436893204,0.26950405770964836,0.06423709,0.21744345
Atp1a1,-4.002415,-1.0415033,6.269908861985519e-05,0.0012883935730811005,0.38349514563106796,0.5050315599639315,0.25760174,0.4729984
