names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 Lhx6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Dlc1,15.70137,2.1671576,1.4800950120207508e-55,6.1184850727688575e-53,0.9368932038834952,0.5454643823264202,1.7201482,0.703554
Sema3c,15.669949,2.5443287,2.4277714291386154e-55,9.883972469841607e-53,0.8349514563106796,0.3125698827772768,1.0748615,0.2857686
Hdac9,15.653976,1.7089356,3.120921156682207e-55,1.2516291265679239e-52,0.9805825242718447,0.7992425608656447,2.6294303,1.5964539
Osbpl3,15.647858,2.4504807,3.435907479605553e-55,1.3576887349559002e-52,0.8349514563106796,0.3484941388638413,1.0511935,0.29302847
Tox2,15.527624,2.8943453,2.2558441621009613e-54,8.659218947950404e-52,0.7572815533980582,0.21201082055906223,0.74118257,0.13779007
Elavl2,15.499146,2.0494907,3.515328218444484e-54,1.3303784398535675e-51,0.9466019417475728,0.5396212804328223,1.6533949,0.70337224
Ptchd4,15.452568,2.2241411,7.249694266529464e-54,2.7055456241895375e-51,0.9223300970873787,0.4661496844003607,1.5532221,0.58645546
Vcan,15.328344,3.473477,4.944309087845762e-53,1.8199121258961045e-50,0.7378640776699029,0.19116321009918846,1.1767918,0.18400258
Pld5,15.308088,3.9104192,6.75195268866214e-53,2.451688766815564e-50,0.6941747572815534,0.10961226330027052,0.9072668,0.09372917
Mpdz,15.237386,1.8994156,1.9970215844041124e-52,7.154662663058466e-50,0.9077669902912622,0.5610820559062218,1.3135632,0.5475099
Rasgrf2,15.085135,2.2940636,2.0285832710428882e-51,7.172109538542422e-49,0.8592233009708737,0.49006311992786294,1.5489995,0.5629292
Gabra1,15.021211,1.8695703,5.3324657159704147e-51,1.8608227764691563e-48,0.9368932038834952,0.6187556357078449,1.5422047,0.6959681
Spock3,14.970374,2.064638,1.1467463827438026e-50,3.9503942697853814e-48,0.9757281553398058,0.5689089269612263,1.8570195,0.8294067
Dlx1as,14.882317,3.4134939,4.293695247885119e-50,1.4603998900085207e-47,0.6941747572815534,0.1286203787195672,0.71765983,0.0939533
Sh3rf3,14.833843,1.73422,8.85165381258117e-50,2.9730492243007005e-47,0.9174757281553398,0.6160504959422903,1.538884,0.7418916
Tenm3,14.795248,2.0850325,1.5720296137820502e-49,5.214868607694282e-47,0.9757281553398058,0.7340306582506763,2.7423692,1.4868402
Mir99ahg,14.666099,1.3462311,1.0628308211694532e-48,3.4827151420516107e-46,0.9805825242718447,0.8743733092876466,2.9646187,2.108037
Cracd,14.653332,1.7649517,1.2826840502496004e-48,4.152496437374309e-46,0.9368932038834952,0.5544093778178539,1.319206,0.59130335
Ubash3b,14.642841,2.0050569,1.49679035366573e-48,4.787947238452163e-46,0.8932038834951457,0.43798016230838593,1.2351003,0.47470984
Nhs,14.6342125,2.5584927,1.6993275060017596e-48,5.371874127796151e-46,0.7864077669902912,0.26629395852119025,0.99615943,0.254576
Lamp5,14.514598,3.1643817,9.79298161599908e-48,3.0597373956034336e-45,0.6941747572815534,0.16248872858431018,0.6947003,0.106057234
Sntg2,14.4788265,2.9089558,1.6488859592494184e-47,5.0925937614979167e-45,0.7281553398058253,0.23603246167718667,0.81963605,0.1561895
Rimbp2,14.45808,1.5657067,2.229284862555437e-47,6.806918665552796e-45,0.9368932038834952,0.6344454463480613,1.5284362,0.79742646
Scn1a,14.323562,1.4901792,1.5592218136480346e-46,4.707448329519403e-44,0.9660194174757282,0.6819477006311992,1.7041967,0.9558095
Rtl4,14.308692,1.7673749,1.93110978224839e-46,5.76543553877936e-44,0.9368932038834952,0.626366095581605,1.8357122,0.9352747
Epha3,14.203996,1.8695143,8.65342384813067e-46,2.5551373494425397e-43,0.9611650485436893,0.591668169522092,1.7939848,0.863727
Gria1,14.188237,1.5844351,1.0834865087959084e-45,3.1644872273202238e-43,0.9951456310679612,0.8485843101893598,3.2746506,2.2493
Ntrk2,14.15694,1.3512298,1.6920223664767306e-45,4.888671073895672e-43,0.970873786407767,0.7797655545536519,2.131699,1.3640308
Eps8,14.119,2.4551957,2.90077532047805e-45,8.291897112898425e-43,0.7621359223300971,0.25659152389540124,0.8923676,0.23329416
Rims2,14.111459,1.3546257,3.228290332557213e-45,9.130964340611822e-43,0.9805825242718447,0.8081875563570784,2.5552635,1.730494
Galnt14,14.066533,2.1208425,6.098699566157739e-45,1.7070005973193588e-42,0.8398058252427184,0.39852119026149685,1.1015865,0.37972298
Egfr,14.000596,3.154261,1.5456865210956919e-44,4.2817110125609523e-42,0.6699029126213593,0.11477006311992786,0.8007822,0.12914334
A330076H08Rik,13.9022875,1.51013,6.13488609771285e-44,1.6820856065871864e-41,0.9611650485436893,0.655653742110009,1.5419719,0.8284609
C130071C03Rik,13.831633,1.297161,1.6424948938713782e-43,4.4579634139721144e-41,0.9757281553398058,0.7755816050495943,2.0883007,1.3551767
Atp11b,13.829018,1.587762,1.7033018436410396e-43,4.576772053863473e-41,0.9029126213592233,0.6318845807033363,1.3909266,0.6952661
Ndst3,13.80776,1.923165,2.2883627127698866e-43,6.087951098230381e-41,0.8932038834951457,0.472858431018936,1.3865857,0.5829609
Gm45341,13.756984,3.3278804,4.624180401595285e-43,1.2181541901065225e-40,0.6553398058252428,0.13183047790802524,0.7428057,0.104115784
Slc44a5,13.751438,1.7276932,4.9927383286519e-43,1.3024745523386074e-40,0.941747572815534,0.6071055004508566,1.6331378,0.8082347
Tox,13.660315,2.1308901,1.7522493282876345e-42,4.52720571645084e-40,0.8786407766990292,0.41064021641118126,1.4836286,0.5756644
Atxn1,13.551343,1.2765963,7.779416710815338e-42,1.9720087454680012e-39,0.9805825242718447,0.7887105500450856,2.2768564,1.5282406
Tmem132d,13.510874,1.9119828,1.3490979229912236e-41,3.3878748776424464e-39,0.8737864077669902,0.47448151487826873,1.4069053,0.5984608
Mtss1,13.497878,1.7391437,1.6094590479368855e-41,4.004274501672603e-39,0.8543689320388349,0.45006311992786296,0.9803064,0.40468326
Pknox2,13.497019,1.6520166,1.6283225241197468e-41,4.014039103036477e-39,0.8932038834951457,0.5594589720468891,1.260412,0.590029
Kcnh7,13.428511,1.6255468,4.1160490762089166e-41,1.0054385334339416e-38,0.9757281553398058,0.7957439134355275,2.866813,1.8521699
Frem1,13.386117,4.7503343,7.289298111166972e-41,1.76453549772123e-38,0.587378640776699,0.07527502254283137,0.98087627,0.06008631
Atp11c,13.302792,1.9301599,2.2298590571445194e-40,5.302328572165772e-38,0.8106796116504854,0.4278449053201082,0.98845184,0.3665087
Apba1,13.2893915,1.3921593,2.667389322515655e-40,6.287083429473302e-38,0.9514563106796117,0.7276465284039675,1.7409277,1.0266423
Ppm1h,13.226833,1.5215427,6.142143455305756e-40,1.4351251708179622e-37,0.9029126213592233,0.6737962128043282,1.5515785,0.83088565
9630014M24Rik,13.216382,1.9769057,7.057806184850747e-40,1.6348556223012031e-37,0.7815533980582524,0.33186654643823266,0.8141175,0.2771528
Syt1,13.145649,0.96445864,1.8025195383587533e-39,4.1045508470931954e-37,1.0,0.9505500450856628,3.779769,3.132744
A230057D06Rik,13.113152,1.2953291,2.7685100276968186e-39,6.25124911295912e-37,0.9805825242718447,0.7875202885482416,2.3284745,1.5631499
Serpini1,13.112072,1.8337044,2.8082164630714055e-39,6.288064696894056e-37,0.8592233009708737,0.5259873760144275,1.310898,0.5653904
Cntnap3,13.069799,2.5468051,4.8994641744524265e-39,1.0793945167013123e-36,0.6941747572815534,0.20642019837691614,0.81121194,0.19394152
Galnt7,13.046351,1.7470133,6.666401906290155e-39,1.4563107253822479e-36,0.8106796116504854,0.42892696122633,0.8882645,0.35507947
Lhx6,13.042384,4.4434576,7.022644097093032e-39,1.5217616684587887e-36,0.5631067961165048,0.04851217312894499,0.4660773,0.026922515
Grik2,13.041387,1.0286945,7.115128834688709e-39,1.529468094304685e-36,0.9902912621359223,0.9163570784490532,3.342841,2.6658955
Hcrtr2,13.028989,4.0145936,8.371012618784336e-39,1.7851516592598027e-36,0.5922330097087378,0.11130748422001803,0.8086108,0.0741944
Kcnc1,13.024556,1.9211047,8.871507050479753e-39,1.8769873578455985e-36,0.7766990291262136,0.39466185752930566,0.8708747,0.31244895
Ints6l,12.807596,1.6970243,1.486682581499054e-37,3.0966791445643086e-35,0.8300970873786407,0.5078449053201082,1.0613316,0.45931014
Zfp385b,12.7077055,1.5994929,5.358394316720176e-37,1.1075388868482396e-34,0.9660194174757282,0.6644905320108205,2.005982,1.1387857
Myo16,12.660602,1.6129044,9.7746940181839e-37,2.0049315135007743e-34,0.8737864077669902,0.48270513976555457,1.1228712,0.51758033
Bach2,12.596239,1.4043396,2.2145353532488687e-36,4.474027439232865e-34,0.912621359223301,0.6151487826871055,1.3637786,0.7418087
Frmpd4,12.579505,1.533105,2.7374000983432306e-36,5.489100047946463e-34,0.9854368932038835,0.8324616771866546,3.1093543,2.1278338
Nfib,12.564787,1.2728127,3.2976271362570106e-36,6.56349934453525e-34,0.9757281553398058,0.8172407574391344,2.4719932,1.7026845
Pard3b,12.507667,2.1345296,6.77865576267964e-36,1.339282943700014e-33,0.7475728155339806,0.32454463480613166,1.0224127,0.34029043
Htr7,12.4779825,3.1143694,9.844912995827897e-36,1.930896439400698e-33,0.616504854368932,0.17320108205590623,0.7023822,0.111197665
Nrsn1,12.473968,2.2390885,1.03539837265451e-35,2.016025671972948e-33,0.6844660194174758,0.24984670874661857,0.6110706,0.16418952
Cdh20,12.397419,1.7480471,2.6987608584129924e-35,5.179693161825508e-33,0.8932038834951457,0.4765374211000902,1.4461849,0.6763114
Nrg2,12.357541,1.5648817,4.435186198536139e-35,8.39249670103282e-33,0.8543689320388349,0.5188818755635708,1.0946385,0.51401466
Cit,12.343712,1.6682945,5.267065921232405e-35,9.896927363882149e-33,0.8398058252427184,0.43192064923354373,1.0145564,0.4402867
Epha5,12.3150425,1.2085812,7.517516044988967e-35,1.4027476120059275e-32,0.9854368932038835,0.8522993688007213,2.7610726,2.002984
Meg3,12.283907,1.445425,1.105290112787009e-34,2.0482169193508226e-32,0.9902912621359223,0.9133273219116321,4.2197633,3.242886
Nos1,12.260941,2.428431,1.4678598730601077e-34,2.701465396515417e-32,0.6456310679611651,0.21926059513074841,0.5933361,0.1401746
B3glct,12.201101,2.000174,3.0664868843925425e-34,5.605204257389634e-32,0.7281553398058253,0.3229215509467989,0.7143703,0.23166174
Lrrtm4,12.180815,1.5095577,3.933316621882532e-34,7.141095785809705e-32,0.9854368932038835,0.92,4.046764,3.0322094
Oprm1,12.180104,2.7802672,3.967765974468187e-34,7.155293404963771e-32,0.616504854368932,0.1744995491433724,0.60286504,0.11371483
Gpr158,12.176431,1.2957221,4.150512962414896e-34,7.434952220005882e-32,0.9660194174757282,0.751307484220018,2.1165893,1.3799382
Frmd3,12.149336,1.8692074,5.783319064959363e-34,1.0291243925527025e-31,0.7621359223300971,0.36393146979260593,0.77121025,0.27624488
Kcnc2,12.131839,1.6953207,7.162319027122057e-34,1.2661283701234846e-31,0.9368932038834952,0.6013345356176736,1.9322016,1.0378994
Frmd5,12.035417,1.3960595,2.3146382152380548e-33,4.012537344738486e-31,0.9757281553398058,0.738394950405771,2.15585,1.3612642
Clstn3,12.012003,1.3998553,3.0730894930969925e-33,5.293199658943345e-31,0.8398058252427184,0.4581785392245266,0.7842797,0.3724489
Large1,11.974771,1.0841737,4.817711799969354e-33,8.245344972304238e-31,0.9854368932038835,0.8446889089269612,2.6060843,1.9340433
Cntnap5c,11.934237,1.9072962,7.847538260715762e-33,1.3345781839584336e-30,0.8398058252427184,0.5058611361587015,1.6464837,0.7498475
Rapgef4,11.922758,1.2642349,9.007640934379225e-33,1.522234666080313e-30,0.9660194174757282,0.7237871956717764,1.8755742,1.1939172
Mgll,11.900694,1.6209278,1.1736720896242852e-32,1.9710355655127838e-30,0.8155339805825242,0.47260595130748423,0.9656574,0.4244971
Myo3b,11.889337,4.152145,1.3447048895108805e-32,2.2442372907551155e-30,0.5242718446601942,0.06196573489630298,0.45773718,0.032127865
Dock11,11.875603,1.8432649,1.5848743041178498e-32,2.6287390463979396e-30,0.7378640776699029,0.3201082055906222,0.7808013,0.28499258
Kcnip1,11.866891,2.460278,1.758835185001308e-32,2.899380455275162e-30,0.6601941747572816,0.22867448151487826,0.88328767,0.22937952
Dennd2b,11.86291,1.9219621,1.8445140170462923e-32,3.0220787584167e-30,0.7135922330097088,0.32396753832281333,0.6783617,0.22805086
Peg3,11.82771,1.272545,2.8069396801106003e-32,4.5710587396710205e-30,0.9174757281553398,0.6337962128043282,1.2863166,0.7344137
Fgf9,11.752572,2.5259302,6.85018042934585e-32,1.1021817253684012e-29,0.6116504854368932,0.19357980162308386,0.5057205,0.10820682
Zfp608,11.717285,1.2878718,1.0394953704986609e-31,1.662573845553513e-29,0.9466019417475728,0.6578178539224526,1.4242004,0.8294068
Gm42303,11.7128315,3.429091,1.0955804420279375e-31,1.7419080755793303e-29,0.5485436893203883,0.1121370604147881,0.49006665,0.057056114
Reln,11.61131,2.5102997,3.6104158366326815e-31,5.640225205251172e-29,0.6844660194174758,0.28876465284039676,1.2765582,0.37403744
Grin2a,11.603591,1.2637707,3.951424617896375e-31,6.13727049033963e-29,0.970873786407767,0.8345175834084761,3.0439382,2.2325842
Ngf,11.560091,4.058292,6.5638841252133015e-31,1.0078375225398938e-28,0.5097087378640777,0.05561767357980162,0.4585142,0.034322064
Tbl1x,11.526952,1.375764,9.650015207017235e-31,1.47327220802587e-28,0.8446601941747572,0.5487105500450856,1.0429579,0.53539145
Ttc39b,11.465499,1.5718457,1.9662252310274056e-30,2.9681164021183365e-28,0.7621359223300971,0.3989179440937782,0.715023,0.30103534
Arhgef11,11.408852,1.2657697,3.776835639032893e-30,5.669473386637644e-28,0.8883495145631068,0.5959603246167718,1.0761184,0.5900093
Adamtsl1,11.405387,1.9014663,3.9302772228617476e-30,5.867030498794176e-28,0.7766990291262136,0.40836789900811543,1.2085205,0.48774046
Rab27b,11.402386,1.5917727,4.068159636961601e-30,6.039306599180012e-28,0.7961165048543689,0.4523354373309288,0.9067892,0.39864296
Abat,11.385547,1.5921617,4.935755756533679e-30,7.287019625168129e-28,0.7378640776699029,0.3393688007213706,0.6334832,0.25716117
Dnm3,11.339259,1.226378,8.385135018832177e-30,1.2245031410653293e-27,0.9611650485436893,0.7262398557258791,1.7623478,1.1192733
Cpne8,11.307486,1.5788008,1.2049325199737094e-29,1.750083070902355e-27,0.8203883495145631,0.4302614968440036,1.0388412,0.4770133
Mir124a-1hg,11.249945,1.2552713,2.3173820933282768e-29,3.347744991813484e-27,0.8786407766990292,0.5850315599639315,1.0547875,0.5788269
Lsamp,11.192421,0.9334086,4.441406298948674e-29,6.381849585708603e-27,0.9951456310679612,0.9727682596934175,4.7067704,4.0679727
Id2,11.114311,2.570146,1.0687196104375804e-28,1.5193913191776607e-26,0.5679611650485437,0.14344454463480613,0.5175298,0.10808807
Slc24a3,11.093604,1.2438322,1.3474646516051447e-28,1.9055986941384337e-26,0.9757281553398058,0.7284761045987376,1.862418,1.1929361
Prkca,11.091831,1.2863668,1.3744540299538136e-28,1.9335905646523022e-26,0.9466019417475728,0.7592786293958521,1.981499,1.2708472
Purg,11.083227,1.1486697,1.513180083541523e-28,2.1176640023312876e-26,0.8883495145631068,0.670117222723174,1.257494,0.7585082
Gabbr2,11.0437,1.1934566,2.351465367259503e-28,3.2737758765939297e-26,0.9611650485436893,0.7254102795311091,1.754331,1.1281372
Frmpd3,10.975296,1.925656,5.024108584696081e-28,6.922963983117113e-26,0.6650485436893204,0.3004508566275924,0.6197166,0.20371525
Ctif,10.949524,1.263753,6.679767640640059e-28,9.157416148163182e-26,0.8349514563106796,0.5479531109107304,0.9362804,0.49817297
Zeb2,10.938327,1.1475796,7.558158423399307e-28,1.0309021159225349e-25,0.9805825242718447,0.8595852119026149,2.7886033,2.065253
Pdzrn4,10.795517,1.5291839,3.6142153787128106e-27,4.831540658010608e-25,0.8640776699029126,0.5387556357078449,1.4343916,0.74560064
Tcf12,10.766571,1.0168087,4.950980253010474e-27,6.58578412863324e-25,0.970873786407767,0.8115419296663661,1.9217627,1.3565328
Sestd1,10.757846,1.287484,5.442746131931517e-27,7.204265446551717e-25,0.8252427184466019,0.5490351668169522,0.96182096,0.5081444
Rcan2,10.704134,1.5061343,9.73364638912297e-27,1.2820739140967363e-24,0.7524271844660194,0.364580703336339,0.7559909,0.33484423
Tacr1,10.694047,4.2595115,1.0852921172362332e-26,1.422526789762809e-24,0.46601941747572817,0.04440036068530207,0.42803243,0.027510917
Sntg1,10.629577,1.1484264,2.1709621255441321e-26,2.8275054385189482e-24,0.9854368932038835,0.813273219116321,2.6146278,1.9039067
Gm3764,10.586849,1.166862,3.4294274474129945e-26,4.4090294503343135e-24,0.8543689320388349,0.5371686203787196,0.9688992,0.54709786
Apc,10.562122,0.8719529,4.4645324562857086e-26,5.7124755762093804e-24,0.9611650485436893,0.8129846708746619,1.8218876,1.3434713
Fmn1,10.534078,1.3630029,6.017010024700566e-26,7.590472270596442e-24,0.8252427184466019,0.5282957619477007,1.0937744,0.5720602
Cntnap2,10.48968,1.2479668,9.635349242135265e-26,1.2041945773775562e-23,1.0,0.913688007213706,3.6060746,2.7777097
Esrrg,10.441675,1.3341215,1.5996209038844686e-25,1.9716428296961315e-23,0.8300970873786407,0.5244724977457169,1.0935043,0.5806518
Dlgap1,10.39335,0.94359416,2.6584973572304072e-25,3.2618184469763036e-23,0.9902912621359223,0.9185572587917042,3.5609868,2.932837
Tenm2,10.352279,1.0709915,4.0864342515925828e-25,4.9460580333465176e-23,0.9854368932038835,0.9398376916140667,4.0913663,3.367245
Xkr4,10.330565,0.95546573,5.1257511447443195e-25,6.17618534794977e-23,0.9805825242718447,0.8610279531109107,2.8631787,2.253127
Cacna1b,10.320965,1.1199839,5.665120689483742e-25,6.795615755644113e-23,0.9174757281553398,0.6510369702434626,1.3583751,0.8457046
Sv2c,10.278619,3.0001655,8.797965535836753e-25,1.0506725953241492e-22,0.5194174757281553,0.13936880072137062,0.6203627,0.10204923
Edil3,10.272647,1.2105919,9.360050975787059e-25,1.1079496463409617e-22,0.9611650485436893,0.7573309287646528,2.1523025,1.4553329
Vwc2,10.243771,2.3215816,1.2621970278699287e-24,1.4875102692484641e-22,0.5533980582524272,0.15830477908025248,0.57025516,0.14304397
Ablim3,10.225253,1.6494981,1.5282778052668754e-24,1.7932237828611765e-22,0.6553398058252428,0.29738503155996393,0.5538589,0.21176812
Garnl3,10.137868,1.240016,3.751972286847449e-24,4.3643071579043705e-22,0.8737864077669902,0.5184129846708747,1.095632,0.6113707
