names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA2 (for_DEGs),mean_expr_Rest (for_DEGs)
Wls,-2.7943764,-1.6176039,0.005199990231607457,0.04780148392859814,0.23076923076923078,0.34257766311942384,0.11018742,0.30561376
Hs3st2,-2.7993805,-2.4743364,0.0051200765401766294,0.04721223631933632,0.08547008547008547,0.22462288150775736,0.035106227,0.18111588
Gm1604a,-2.80652,-2.0558767,0.005007978968120192,0.04632165055882601,0.11965811965811966,0.25389659249704394,0.04135625,0.16174707
Atp11c,-2.8069208,-1.1251651,0.005001752684073526,0.04629593338651589,0.3333333333333333,0.42993299652441863,0.18728574,0.37106702
Adamts16,-2.8241029,-5.5488935,0.004741316757963239,0.0440980205214511,0.008547008547008548,0.15876598946576373,0.0024816827,0.110040896
Rimklb,-2.8244293,-1.6044228,0.004736491151884247,0.04406839239997566,0.21367521367521367,0.3290694757963381,0.07676405,0.21721603
Lars2,-2.8312252,-0.51112074,0.004637004970624978,0.0433077245605468,0.9401709401709402,0.7959797914651188,0.9434548,1.1742882
Mgat5b,-2.8350728,-1.3755597,0.004581525095618372,0.04283423080002285,0.21367521367521367,0.3375971908703286,0.09741665,0.23545735
Tshz1,-2.8358,-2.6663594,0.004571107856739957,0.04275171183800997,0.06837606837606838,0.21355118420581173,0.026462547,0.15720363
Sesn3,-2.8452868,-1.1563706,0.004437143806809494,0.041716603949954904,0.42735042735042733,0.46314808843025546,0.194642,0.39133188
Stk32c,-2.8508806,-1.7137648,0.004359833314389732,0.04116258649249897,0.11965811965811966,0.26450249023612454,0.052574296,0.16302462
Nrep,-2.8673298,-1.934165,0.004139514422516822,0.039414866241327784,0.11965811965811966,0.2614568777096994,0.050522402,0.18068275
Serpine2,-2.868578,-2.274975,0.004123216457248908,0.0392875270235029,0.11965811965811966,0.26023863269912934,0.053883154,0.23739552
Camk1,-2.8827026,-3.3015456,0.00394279607713927,0.03778278551809279,0.03418803418803419,0.18642731735282525,0.012531395,0.11719031
Sncaip,-2.8840938,-2.4668558,0.003925418270356027,0.03762967853173972,0.07692307692307693,0.2254469884266724,0.0348908,0.17922845
Tiam1,-2.8845804,-0.8123575,0.003919356054694133,0.037584974014857726,0.7435897435897436,0.6014547278655631,0.47877178,0.73159534
Hlf,-2.8897963,-1.4166281,0.003854915241186027,0.03707286060510685,0.20512820512820512,0.3382421441112186,0.10541373,0.25988534
Enpp2,-2.9088504,-1.7806913,0.003627602889387503,0.035189057630989964,0.3418803418803419,0.41929126804973305,0.17987828,0.51707906
Hs6st2,-2.9121654,-1.2119606,0.003589323875721903,0.034880698929709776,0.38461538461538464,0.4450177362141245,0.21795781,0.44734403
Zmiz1os1,-2.9152858,-1.834978,0.00355362873879159,0.0346465907878556,0.1452991452991453,0.2820237199469705,0.055774845,0.18618028
Ammecr1,-2.915681,-1.5930487,0.0035491326441232113,0.034615315480069214,0.21367521367521367,0.33329750259772833,0.083772816,0.23397997
Xylt1,-2.9161046,-0.74687576,0.00354431649738376,0.03459345596974269,0.811965811965812,0.6396502920204952,0.6549865,0.93706924
Gpr137c,-2.917805,-0.90600234,0.0035250465907222446,0.034417878594733546,0.5470085470085471,0.5521874664086853,0.34358838,0.5700031
Gabra3,-2.9233358,-1.2047565,0.0034630281394003744,0.03389856688731805,0.358974358974359,0.4289297359274786,0.1829405,0.38029113
Gm11149,-2.9240458,-1.8901932,0.0034551395119734587,0.03384600754164303,0.10256410256410256,0.25196173277437384,0.045138314,0.15799028
