names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L5 NP CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Fmn2,4.2771316,0.6008096,1.893168389623487e-05,0.0029661071134424065,0.7733333333333333,0.7550258472142447,1.500223,1.1928352
Cdh6,4.2679467,1.4903412,1.9728028191100768e-05,0.0030465064223843545,0.5333333333333333,0.283385985066054,0.5824734,0.24791238
Thrb,4.2642255,0.8613033,2.005966432420104e-05,0.003080018173664468,0.76,0.6934951177484204,1.5544758,1.1166588
Fezf2,4.2403784,2.344785,2.2314348398151813e-05,0.0033496454830074817,0.38666666666666666,0.12058443423319931,0.30753386,0.06848205
Mtcl1,4.23523,1.2315319,2.283177453664957e-05,0.0034082765655543,0.5866666666666667,0.4095706490522688,0.62972564,0.31737968
Mapk8,4.208228,0.95141655,2.5738121907167835e-05,0.0037586050850304336,0.7466666666666667,0.6017016082711085,0.9610386,0.60696256
Grm3,4.204987,1.1201711,2.610971033854932e-05,0.0037732493934404337,0.7066666666666667,0.5772903503733486,1.4497789,0.9165796
Tshz3,4.2047434,1.2506672,2.6137867047595177e-05,0.0037732493934404337,0.5866666666666667,0.3876005169442849,0.71608824,0.3644749
Psd3,4.1738048,0.68088716,2.9955458200960874e-05,0.004214152679894338,0.8133333333333334,0.7814115450890293,1.576613,1.2221282
Antxr1,4.14425,1.5047244,3.409277756895053e-05,0.00474649188226788,0.48,0.2343839747271683,0.40956372,0.16413195
Satb2,4.1354237,1.1879716,3.543004132752958e-05,0.004882078002413947,0.64,0.4200531303848363,0.89651793,0.492802
4930598N05Rik,4.120345,3.1382394,3.7830530953912796e-05,0.005159930795592065,0.3333333333333333,0.06752584721424469,0.2671709,0.034193642
Nhsl2,4.0873632,1.1862701,4.3630401334832745e-05,0.005843402974985602,0.64,0.4910970706490523,0.82997286,0.44999722
Atp2b2,4.0869327,0.69971216,4.371135087354321e-05,0.005843402974985602,0.8,0.7193782309017805,1.293101,0.9661982
Kcnk2,4.0673227,1.2543172,4.7556323229177626e-05,0.006325932698851499,0.5866666666666667,0.384764503159104,0.65763557,0.32926106
Csgalnact1,4.0256295,1.0799936,5.6823141887881715e-05,0.007411834089938746,0.6533333333333333,0.4816197587593337,0.87734866,0.50945204
Gm57223,3.956317,1.0786695,7.611419100637799e-05,0.009785590011202758,0.6133333333333333,0.4475875933371625,0.6552242,0.36341193
Elavl4,3.9454901,0.97083086,7.963690732917252e-05,0.010141439336184199,0.6933333333333334,0.5391298104537622,0.9515607,0.59393966
Dcx,3.8794258,1.0093933,0.00010470337729638061,0.012964883631123258,0.6533333333333333,0.4834865020103389,0.77566504,0.45882633
Pcdh10,3.871804,1.1055448,0.00010803281840220859,0.013315788213152957,0.6666666666666666,0.5010410683515221,0.8857331,0.5080978
Ano4,3.8454828,0.80557066,0.0001203152637370199,0.014761968660336643,0.76,0.6420160827110856,1.3489482,0.96793926
Prkca,3.8086865,0.7086003,0.0001397070062244502,0.016986096186656002,0.7866666666666666,0.760590178058587,1.6514645,1.275076
Sec62,3.7470603,0.9196646,0.00017891916428217677,0.021178669357982776,0.7733333333333333,0.617066341183228,0.9938094,0.6415752
Dmd,3.7109017,0.42822778,0.00020652217687914753,0.023919184882511612,0.8533333333333334,0.875,2.5517013,2.2814534
Pdk1,3.70665,1.3400923,0.00021001884258777412,0.024219769529328285,0.52,0.324310740953475,0.46788412,0.21160474
Sgcd,3.7027066,1.0148094,0.0002133115866577003,0.024494368946548745,0.7466666666666667,0.7053058587018954,1.9551849,1.3867054
Hlf,3.6915715,1.0648981,0.0002228727188656981,0.02526831205030088,0.5466666666666666,0.3379882251579552,0.4818367,0.25921157
D430041D05Rik,3.6779056,0.7363098,0.00023515707289628325,0.02643795208670766,0.7466666666666667,0.6794227455485353,1.3454409,0.99499506
Hs3st2,3.6664119,1.7085586,0.00024597756123174525,0.02742496709666803,0.44,0.22400919012062034,0.4971372,0.17985527
Ppm1l,3.6486375,0.75838995,0.0002636347894933411,0.028918583313536084,0.7066666666666667,0.6755097645031591,1.2597264,0.9132262
Unc80,3.6485944,0.5587554,0.0002636789323340655,0.028918583313536084,0.8133333333333334,0.7506461803561172,1.6383784,1.3390018
Phf24,3.6351578,0.88165903,0.0002778104411671429,0.030344579488459877,0.68,0.5735568638713383,0.8881374,0.5746155
Entrep2,3.6329136,0.6938901,0.00028023879369375794,0.030485896301827027,0.7466666666666667,0.6860281447443998,1.4751886,1.1263669
Tanc2,3.6245964,0.28678143,0.00028941298277040066,0.03129954652664206,0.8533333333333334,0.8532452613440551,2.061465,1.890294
Peg3,3.62403,0.83955693,0.00029004790045157695,0.03129954652664206,0.7466666666666667,0.635590178058587,1.0824918,0.7375587
Arhgap26,3.6035812,0.6782995,0.000313862664816656,0.03373395921449419,0.72,0.6715967834577828,1.213207,0.9072241
Plcb1,3.601796,0.40010753,0.0003160265116376401,0.03383120465220474,0.88,0.87194859276278,2.5116343,2.259901
Dlc1,3.5965617,0.85388726,0.00032245108052549385,0.03438198624492071,0.7066666666666667,0.5479250430786904,1.0540588,0.71012866
Dclk1,3.5754101,0.31450662,0.0003496791695259283,0.03670265345766287,0.8133333333333334,0.8284391154508903,2.0648825,1.8773044
Gas7,3.5731015,0.8615176,0.00035277797613073204,0.036883829644485486,0.6533333333333333,0.6020246984491672,0.9846644,0.65384966
Igf1r,3.558489,0.6094198,0.00037299441210504705,0.03869637008981704,0.7333333333333333,0.687284606547961,1.1326416,0.8666764
Arpp21,3.5066068,0.56384766,0.00045385922036194373,0.04636957129705486,0.8266666666666667,0.7992892016082711,2.2423716,1.9010803
Meg3,3.5010142,0.5143853,0.0004634911141314996,0.04699624994986187,0.8933333333333333,0.9139503159103963,3.594012,3.2491643
Rbms1,3.4999602,1.00629,0.00046532758006692144,0.04700508299397812,0.5866666666666667,0.39643164847788626,0.62250215,0.3576148
Skap1,3.492489,2.0490382,0.00047854116206817276,0.04762370749915482,0.3333333333333333,0.11344055140723722,0.25722444,0.06848354
