names,scores,logfoldchanges,pvals,pvals_adj,rank_metric
Neu1,1.0068023,0.08452137,0.31407334412216587,0.4531597570711986,0.3437486646910931
Slc25a23,1.0064148,0.03851627,0.3142601197811141,0.45334076600140166,0.34357522589297584
Myh1,1.0058949,0.8035291,0.31450572148388883,0.45363604910702954,0.34329244065355596
Gm20274,1.0057495,0.15725906,0.31457893722855895,0.4537121460528699,0.3432195943440092
mt-Co2,1.005508,0.058512814,0.3146962455333405,0.45382231181731103,0.34311415617929486
Lenep,1.0051063,0.6730317,0.3148857202536811,0.45403650632508546,0.34290922675051694
Wdr72,1.0037153,0.30205914,0.315556710191364,0.45473792843561217,0.3422388209800076
Map9,1.0027282,0.053207334,0.31603532680388957,0.4553388863676127,0.3416652589522458
Znfx1,1.002487,0.08049652,0.316151889580563,0.45545148364910554,0.34155787885713595
Baz2b,1.0024829,0.029392863,0.3161545491377933,0.45545148364910554,0.34155787885713595
Gm43259,1.0024008,0.12301228,0.3161924542531643,0.4554765036650219,0.34153402174657693
Crtc2,1.0022082,0.12659098,0.316286806566118,0.4555650136190886,0.341449636163623
Mier3,1.0021902,0.063874684,0.31629498059819305,0.4555650136190886,0.341449636163623
AU015336,1.0007322,0.40740225,0.3169966570057641,0.4564274400489409,0.34062825403557373
Gm47599,0.99970365,0.57910836,0.3174933582546819,0.4570832651329007,0.34000467893705627
Ccdc141,0.9996117,0.14495428,0.31754033557400224,0.4571212230533702,0.33996861498062875
Acadvl,0.99948,0.17170393,0.31760498320806946,0.457184612032749,0.33990839555963115
Zglp1,0.9992849,0.23864876,0.31769779645917795,0.4572588571530695,0.33983787343941085
Rtn2,0.99909043,0.09244007,0.3177948132308973,0.45733913229737466,0.3397616365512975
4921536K21Rik,0.99872476,0.53453934,0.31796845249798567,0.4574762801369997,0.3396314189148415
Skint9,0.9984625,0.9650431,0.31809497926144226,0.4575335916765203,0.3395770149435567
Map3k3,0.9970309,0.036125075,0.3187926846411182,0.45835877860426055,0.3387944465155326
Zfp592,0.99689996,0.056779105,0.31885559007113407,0.45838366722372703,0.33877086521383043
Lima1,0.996807,0.10528572,0.3189006783566865,0.4583951808020347,0.33875995683928184
BC046251,0.99640006,0.23617643,0.31909813169808676,0.45864927834090524,0.3385192854940257
Lrrtm3,0.99625635,0.048047684,0.31916880941826276,0.45872113636693873,0.3384512485402494
Gm14546,0.996153,0.57458436,0.3192150035699142,0.4587280729069888,0.33844468141688855
Oprl1,0.995123,0.11136457,0.3197182358947123,0.45936194841104755,0.3378449827577663
Cyp2r1,0.9947152,0.2065084,0.31991742230897924,0.4595674678476681,0.33765072200790425
Lrrc66,0.9945387,0.89531827,0.31999984363824024,0.45964744379591266,0.33757515075105177
Gm3411,0.99419045,0.42742217,0.32016969687257646,0.4598318570936408,0.33740094415697336
Acy1,0.99359834,0.3607185,0.32045950743344453,0.460218283744022,0.3370361314922279
Gm57446,0.9925917,0.14765912,0.32095078827860973,0.46083429900576245,0.33645520468339407
Gm44284,0.99203813,0.3767707,0.32121850353292586,0.46109928617173007,0.3362055501117974
Bco2,0.9919181,0.5380385,0.3212772791535292,0.461139527567385,0.33616764969852536
Gm44190,0.9918678,0.29362744,0.32130276332765284,0.461139527567385,0.33616764969852536
Gm30124,0.9918557,0.5751122,0.32130891511853193,0.461139527567385,0.33616764969852536
Ccnyl1,0.99158245,0.05929645,0.32144359382343823,0.4613029651751141,0.33601375381347365
Mylk4,0.991513,0.5825618,0.3214784435298987,0.461311245560131,0.33600595830050817
Gm11513,0.9903443,0.68857557,0.32204488644947243,0.4619267553794076,0.3354268821415953
Gm48084,0.9899527,0.72033644,0.3222363045442175,0.46217142612569717,0.3351969084015612
Gm33926,0.9896164,0.9419753,0.32240063276341446,0.46231742101558293,0.33505974119659904
Gm27188,0.9884544,0.09351379,0.32297228717842585,0.4629364960272961,0.3344785798599328
Gm49083,0.9884381,0.92862374,0.3229784652822776,0.4629364960272961,0.3344785798599328
F5,0.9878103,0.7364646,0.32328519990626825,0.46319653488734525,0.33423469816864704
Wdr95,0.9873758,0.15496612,0.3234995074686434,0.46344371013756047,0.3340030077141177
Rhbdl3,0.9867236,0.06766058,0.32382063949684936,0.46378392914182276,0.3336843044387594
Cpxm1,0.9864354,0.21725798,0.3239619147086463,0.46389639362140744,0.3335790037183829
Reck,0.98639023,0.060962945,0.3239838352376403,0.4638978305830193,0.3335776584534902
Gm38910,0.9863204,0.5301042,0.32401501492828433,0.4639125242788567,0.3335639026444759
Ccdc92b,0.9842254,0.08703686,0.32504715233492953,0.4651800828859822,0.33237888826406914
Gm5086,0.98353136,0.19864786,0.32539036623170725,0.46561117119083834,0.3319766084089927
Ak7,0.9834404,0.2628404,0.32543252104244,0.46564144849543454,0.3319483684533895
Ank,0.98338723,0.032646716,0.32545985837005764,0.46565052183285843,0.33193990601518253
Peli3,0.98317754,0.1062001,0.32556179744875147,0.46573627967608916,0.33185993030983657
Sod2,0.98295057,0.042618122,0.32567487934098727,0.4658680001305737,0.331737119652656
Hus1b,0.9829006,0.4661306,0.3256968937121365,0.4658694426796365,0.3317357748723155
Arhgap36,0.9826284,0.82014984,0.32582912479234716,0.4660285263539711,0.3315874986341621
Gm41469,0.9824987,0.4282991,0.3258932511028234,0.46604886338598467,0.3315685468585254
1700129L04Rik,0.9818074,1.0618262,0.3262351201162744,0.4663542242870428,0.33128408499688394
Mrgpra6,0.98140335,0.70692194,0.32643299265601045,0.46649195291144535,0.33115584352797983
Gm6277,0.9800453,0.21280093,0.32710435832656926,0.46727990073859277,0.33042289902286925
Ranbp9,0.9791633,0.029725313,0.3275421412452907,0.46778476453976797,0.329953926998985
Gm14634,0.9789737,0.10151235,0.3276348550499786,0.46788704541522375,0.3298589791347467
Prkch,0.9773653,0.2069952,0.32842865869918636,0.4686585248121577,0.3291434788293141
Slc13a5,0.97729254,0.22151566,0.32846471119142084,0.4686798150166204,0.32912375016160583
Ptgs2,0.9771123,0.11518112,0.3285543313250504,0.4687521090085102,0.32905676528300276
Gm21154,0.97629714,0.49376118,0.3289564857177565,0.46920039489667525,0.3286416310378067
Efcab2,0.9759996,0.073566064,0.3291073347631208,0.46938536786987095,0.3284704527698489
Msn,0.97525084,0.22275537,0.3294761174453138,0.46984631512173924,0.32804417485007237
Gm45587,0.9746104,0.7024962,0.3297924956097238,0.4701686884704464,0.32774629668555394
Adamts15,0.9745793,0.24692993,0.3298128311295241,0.4701686884704464,0.32774629668555394
Gm2018,0.9745434,0.3004997,0.32982615453256403,0.4701686884704464,0.32774629668555394
Nphp1,0.97404623,0.07715117,0.33007550763969895,0.47046366378105675,0.3274739136368772
Gm44617,0.9730862,0.46476638,0.33054898694029466,0.47101743975596605,0.3269630125110956
1600002D24Rik,0.972095,0.22797263,0.331043271605173,0.47160057025048346,0.32642567843596343
Gm42196,0.971979,0.6413153,0.3310998964070345,0.47165094113399775,0.3263792946316109
Arf2,0.97170514,0.09352771,0.3312389501416979,0.4717258341846263,0.32631033885584837
Gm34667,0.9716181,0.19224179,0.33128009141606796,0.4717258341846263,0.32631033885584837
Gm46447,0.971471,0.24394183,0.33135502702360353,0.47177195797197663,0.3262678770578173
Arl13b,0.9712492,0.059148062,0.3314670287735034,0.4718708366479722,0.3261768628228445
Gm6710,0.9710199,0.20464438,0.331578900810936,0.4719155079439862,0.3261357507692871
Nbn,0.97101235,0.10041846,0.3315835224227224,0.4719155079439862,0.3261357507692871
Gm45323,0.9701473,0.104414284,0.3320154145463694,0.4723483137987928,0.32573763066066314
D5Ertd615e,0.9700737,0.16312408,0.33204969328575906,0.47236677983909975,0.32572065263318595
Gm45847,0.96949726,0.09615532,0.33233891816792804,0.4726569531312241,0.32545394893225416
Dhx29,0.96891487,0.069197945,0.33262925572453483,0.47303954045904034,0.32510255591026976
Gm6209,0.96823484,0.22130242,0.33296668730693935,0.4733059950340263,0.32485799459453013
Zfp457,0.9676676,0.18262212,0.3332528483371223,0.47359231516216194,0.3245953533918626
Gm41545,0.96727496,0.934334,0.33344661243291795,0.4738069560826022,0.3243985675767114
Knl1,0.96661097,0.41100582,0.333777098494934,0.474246171466503,0.3239961664333598
Sel1l2,0.96623605,0.3582597,0.333966195076438,0.4744222928035877,0.3238349119411934
Gm10642,0.9661916,0.59405655,0.3339866199631353,0.4744222928035877,0.3238349119411934
Ctsk,0.9659535,0.21190082,0.3341070953801928,0.47456303069949507,0.32370609711019116
Gm42699,0.96459657,0.14814176,0.3347872154840018,0.47531597625018834,0.32301758801811586
Gm37963,0.9639448,0.28959078,0.33511260034476953,0.4756137748588607,0.3227455757132279
Gm47156,0.96293974,0.5157967,0.3356180429905531,0.4761602454864692,0.3222468665677823
Fam241a,0.96241003,0.09720719,0.33588516638594623,0.47647826660531634,0.3219569038580627
Acrv1,0.9624062,0.91841954,0.335883845781874,0.47647826660531634,0.3219569038580627
Rita1,0.9617552,0.12711143,0.33621372154885754,0.4768649769565651,0.3216045728755174
Gm3279,0.9615254,0.22580239,0.3363282650106668,0.47695429767929975,0.3215232335733074
Bco1,0.96140504,0.5528121,0.33638895784631784,0.47700986618386426,0.3214726381823243
Etv5,0.9613022,0.059114087,0.3364419377723036,0.47705449113957854,0.32143201121227294
Gm15966,0.9609498,0.6749878,0.3366153714567368,0.47726989567622485,0.32123595837212027
Gm34643,0.9607823,0.407468,0.3366999655611449,0.4773288056900455,0.32118235617482627
Capsl,0.9603996,0.24554299,0.33689252373552414,0.4775712618348645,0.3209618150488126
Zfp276,0.96028554,0.093356974,0.33695293895479284,0.47762637607947045,0.3209116980648857
Eaf1,0.9602414,0.13233522,0.33697591415929373,0.4776284159407437,0.3209098432707465
Gm9898,0.95988876,0.7874931,0.33714895925421773,0.4777820842389802,0.32077013935388454
Ncmap,0.9597903,0.3648091,0.33720059436785166,0.4778247256974132,0.32073138083957203
Tmem175,0.95962274,0.039133262,0.33728736283373484,0.47787124498928735,0.3206891015532746
Eya4,0.9595964,0.19639069,0.33729806425567244,0.47787124498928735,0.3206891015532746
Orc2,0.9594995,0.04495731,0.3373486284275924,0.47791235268394405,0.32065174404890306
Sec61a1,0.95938027,0.062024243,0.33740857220651377,0.4779667421050116,0.32060232142715556
Cln3,0.9592621,0.1050544,0.3374681537283982,0.47801072149933443,0.3205623623088448
Duxbl1,0.959054,0.59010303,0.3375746658825045,0.4780798812223618,0.3204995320999762
Matn1,0.9586184,1.0227534,0.33778924444243585,0.4783226831339767,0.3202790234217164
D330050G23Rik,0.95798016,0.121985525,0.3381128665408786,0.4786892533765468,0.3199463223648323
Trmt11,0.9574661,0.05305863,0.3383729207734808,0.47893513542116645,0.3197233012747822
Misp,0.95727473,0.33595282,0.3384665339699652,0.4790370638408352,0.31963088324759437
Actn3,0.9565452,0.45610046,0.33883553818430867,0.4793451914174649,0.3193516249242498
Ticam2,0.9556831,1.0000545,0.3392705126106551,0.4798381116433333,0.318905260705284
Gm26805,0.95547193,0.24172537,0.3393790431505258,0.47994855789491425,0.31880530891528197
Chrm4,0.95544463,0.5417751,0.3393918853578294,0.47994855789491425,0.31880530891528197
Lbhd2,0.9552089,0.9355699,0.33951208777929776,0.48002671699408805,0.3187345902906577
D3Ertd751e,0.9550204,0.062875494,0.3396087124451198,0.48010366610680644,0.3186649777136563
Gm13067,0.9548171,0.66934836,0.3397080867386886,0.4801813860860826,0.3185946790911174
Asic4,0.9546413,0.260001,0.3397993885511462,0.4802643170236787,0.31851967964336103
Slc15a5,0.9546157,0.56735647,0.33981006685614423,0.4802643170236787,0.31851967964336103
Gspt1,0.954487,0.043557078,0.339878712003849,0.4803307254713161,0.31845963181648135
Gm13421,0.9543822,0.22332118,0.33992940166469177,0.48037175163244134,0.31842253930173126
Dennd10,0.9541375,0.05499114,0.34005547597764274,0.4805051389204006,0.3183019632652829
Mannr,0.95410836,0.3506781,0.3400690875697312,0.4805051389204006,0.3183019632652829
Cspg4,0.95402956,0.17502527,0.34011045499019066,0.4805051389204006,0.3183019632652829
Gm29521,0.9530278,0.3769863,0.34061843283814863,0.4811002167548376,0.31776444743040466
Marchf7,0.9526704,0.03460235,0.34079868857037765,0.4812002213570821,0.3176741815521904
Gm6639,0.9526618,0.859547,0.34079888563779215,0.4812002213570821,0.3176741815521904
Gm17753,0.95189816,0.1476796,0.341190335800882,0.4816625886309332,0.3172570846013106
Prr16,0.9514781,0.052456554,0.34140353082693975,0.481871539914712,0.31706872305133366
Acp7,0.9513563,0.22772034,0.3414629747514719,0.4819158764462598,0.3170287658767853
Dyrk1b,0.950946,0.15897806,0.34167195239718495,0.4821119445062174,0.31685210857325014
Sox2ot,0.9509258,0.082538635,0.34168254773869267,0.4821119445062174,0.31685210857325014
Ntf5,0.9499689,0.6398584,0.342165683460815,0.48265611048137746,0.31636219122142345
Gm6559,0.94961005,0.40103748,0.34234869202502116,0.4828368389018073,0.31619960203486824
A930024E05Rik,0.94952583,0.11244634,0.342393429057275,0.48284168527632193,0.3161952429160595
Bri3bp,0.94875586,0.05479794,0.3427862591724157,0.48326957319470054,0.31581054731843317
Gm16070,0.9486609,0.11646132,0.34283319052349737,0.4833050152193062,0.31577869819699933
Klf11,0.94802004,0.2285229,0.34315805348956985,0.48367075375225166,0.3154501724172461
Oc90,0.9479205,0.5179538,0.34320716196947487,0.4836784926071687,0.31544322365081157
Ric8a,0.94738424,0.08878607,0.34348321361947487,0.48394452141876076,0.3152044222867721
4930405O22Rik,0.94693565,0.38623467,0.34371022228171577,0.48418166872047824,0.3149916571170182
Ppa2,0.9459264,0.06056982,0.34422752766929476,0.48477762945450975,0.31445742932985526
Gm9975,0.94510204,0.23920138,0.344646886220763,0.48530658048279884,0.3139838198572012
D630029K05Rik,0.94486654,0.5977801,0.3447641270950512,0.4854162960438505,0.3138856479399656
Ubtf,0.94464254,0.059828255,0.34488214938970485,0.48554537606582077,0.3137701773849352
Isoc2a,0.94399905,0.21033183,0.34520977106492967,0.4859351923014187,0.31342164740981265
Utp14b,0.94392717,0.12728982,0.3452469247707368,0.4859351923014187,0.31342164740981265
Ptges3l,0.9438832,0.22792687,0.3452685887043807,0.4859351923014187,0.31342164740981265
Gnb1l,0.9427311,0.10510175,0.3458588038550934,0.48667321565244975,0.31276255475183296
Ell,0.9423511,0.06145402,0.3460538332840596,0.4869167564125031,0.31254527969056367
Celf6,0.94208014,0.07663667,0.34619222773929637,0.48700048665521767,0.3124706047985689
Hm629797,0.9420562,0.6871349,0.3462011756067347,0.48700048665521767,0.3124706047985689
Ppp1r1c,0.9418359,0.54587823,0.3463136535387973,0.48706602880229855,0.31241215993386906
Gorasp1,0.94172657,0.15414667,0.3463745500040629,0.4871173524762742,0.3123663993741067
Gm45459,0.9415933,0.5595151,0.3464380016506571,0.4871173524762742,0.3123663993741067
Gm46565,0.9413985,0.2981082,0.34653991639985415,0.4872210787000447,0.3122739310379702
Thap4,0.94137067,0.07232319,0.3465557091033098,0.4872210787000447,0.3122739310379702
Slc11a1,0.9411287,0.589475,0.3466762353380458,0.4873596315496438,0.3121504466763254
Zfp69,0.94094074,0.34991777,0.3467742618345163,0.4874055362901312,0.3121095421053387
Pax6os1,0.9409376,0.5851169,0.34677481996221393,0.4874055362901312,0.3121095421053387
Gm24362,0.9404163,0.20747045,0.3470430280541563,0.4877206942643102,0.31182881665751316
Fancl,0.9400073,0.05524384,0.3472542917031346,0.48792484043285095,0.3116470712332995
Tlk2,0.93940735,0.032786824,0.34756248996055894,0.4882777820032242,0.31133303687280256
Tube1,0.93934536,0.19196369,0.34759354415487886,0.4882777820032242,0.31133303687280256
6430571L13Rik,0.93842137,0.27699345,0.3480677538106922,0.48882007624199164,0.3108509655681544
Mir124a-1hg,0.9376501,0.029703794,0.3484650733702168,0.48931609454252684,0.310410499228712
Gm16275,0.93706936,0.20765972,0.34876289822558726,0.4896722940521065,0.31009446792518347
Orai1,0.9369918,0.14130628,0.34880123251695316,0.4896820214716454,0.3100858406805549
Ct55,0.9368514,0.30199403,0.3488732948611172,0.48973428276662173,0.3100394930917948
Lrrc17,0.93659836,0.49208888,0.34900195347250773,0.48984295947877554,0.30994312969224247
Tysnd1,0.93653166,0.1216659,0.3490390607197714,0.48984295947877554,0.30994312969224247
Arhgap1,0.9362772,0.07176316,0.34917013945286035,0.4899959094397328,0.3098075455126439
A930037H05Rik,0.9358083,0.1333549,0.34941202802928706,0.4902733112510141,0.30956174756942084
Gm31108,0.93568534,1.0677696,0.34947349405886186,0.49032853490462697,0.30951283204238206
Mob3c,0.93562573,0.1884547,0.34950617990792665,0.4903433741142457,0.3094996888355777
Zfp575,0.9353271,0.20017217,0.3496591295636279,0.4904958997762264,0.30936461868566817
Tmem45a,0.9352144,0.60721886,0.349714567497446,0.4905116163646824,0.30935070313960134
Stag3,0.9342761,0.270251,0.35019993084925083,0.49109921380807364,0.3088307611220891
Tmem72,0.9340944,0.30043936,0.3502948319647602,0.491201238196412,0.30874054711690607
Gm38477,0.9338672,0.63999164,0.35040928975787733,0.4912685522631142,0.3086810356122209
St6galnac4,0.93314666,0.1122939,0.3507842734832124,0.4916123864215035,0.30837718337968206
Mlh3,0.93256533,0.063725114,0.3510852359491018,0.491998506437456,0.30803621562076117
Ifit3b,0.9324174,0.7407778,0.3511580349011343,0.4920383433180033,0.3080010524306598
Aldob,0.9323801,0.19399664,0.3511803570537231,0.49203853425595245,0.3080008839005386
Vcan,0.93231344,0.09910298,0.3512139349772855,0.4920544946257888,0.3079867968166019
Gm12381,0.9321928,0.37161595,0.3512748482529954,0.492095165442864,0.3079509016430181
Rbm39,0.9321657,0.016784552,0.3512919391270596,0.492095165442864,0.3079509016430181
Gm49126,0.93184984,0.97743994,0.35145155816808826,0.4922630198971746,0.3078027883544567
Gabpb2,0.9316577,0.05913007,0.35155402914079537,0.49235102885663234,0.30772515020659413
Cdk20,0.9316034,0.16425157,0.3515809752000778,0.49235102885663234,0.30772515020659413
Gm43566,0.93126214,0.24636476,0.35175555836028616,0.49250219528500166,0.3075918293327906
Trim5,0.9311399,0.57543457,0.3518178135048107,0.4925582644978026,0.30754238962681407
Kctd20,0.93102205,0.06552521,0.35188299602435114,0.49261842480924506,0.30748934880356865
E130119H09Rik,0.9307221,0.36981264,0.3520358650988188,0.49277022318616526,0.30735554332871584
Zc3h12d,0.92975694,0.88164395,0.35253548418223124,0.49334502575678474,0.30684924629468474
Trpa1,0.9294143,0.6709328,0.35271092273357463,0.49355939456023834,0.3066605771835131
Slc25a21,0.9291469,0.3242514,0.3528505658747142,0.4936925020484141,0.30654346857493286
Gm37799,0.92901915,0.89385194,0.3529166241309398,0.4937038012730696,0.3065335289166591
Agpat4,0.9281773,0.041533034,0.35335629248188427,0.4941818548784985,0.3061132048481699
Tbcel,0.9280753,0.045973938,0.353408709223367,0.4942239960373184,0.3060761721399345
Lmnb1,0.92788106,0.08516374,0.35350908321120467,0.4943319858328372,0.30598128753381737
Cfap57,0.92783666,0.26312402,0.3535305089410511,0.4943319858328372,0.30598128753381737
Gm15927,0.9274624,0.23338664,0.35372425242257943,0.4945717103913735,0.30577072900241364
Gm37432,0.92664605,0.6420935,0.35414748422772147,0.4950698332935649,0.305333536268578
4930408O17Rik,0.9264534,0.29963776,0.35424908628178886,0.4951731132046538,0.3052429445692408
mt-Nd4,0.9260528,0.05159036,0.35445992723888464,0.4953586675063022,0.30508023356529074
4932414N04Rik,0.9260327,0.5097423,0.35446577930043355,0.4953586675063022,0.30508023356529074
1700029J07Rik,0.92547846,0.09432813,0.3547565942597303,0.49560892897589276,0.3048608779012456
Ube2cbp,0.9251415,0.10035193,0.3549316423749286,0.49575979119480834,0.30472869977543754
Gm40649,0.9248925,0.7596195,0.35505938989694097,0.4958163063575139,0.30467919429947043
Hcrt,0.92487085,0.4265671,0.3550694253945643,0.4958163063575139,0.30467919429947043
Gm28876,0.9248457,0.9246198,0.3550838846549009,0.4958163063575139,0.30467919429947043
Tnfrsf13c,0.92353165,0.8048896,0.3557665138109606,0.4965658254172747,0.3040231727061595
Sugp2,0.92279536,0.04167393,0.3561541064978184,0.497029057004066,0.3036182210701919
Or6z1,0.9220799,0.8231705,0.3565242252258455,0.4974829663431988,0.3032217847671001
8430419K02Rik,0.9219846,0.89865696,0.3565743533930058,0.4974902346487361,0.3032154397017565
Aox1,0.9219601,0.24205025,0.35658592936713174,0.4974902346487361,0.3032154397017565
Epn3,0.9219146,0.86386955,0.35660952035612015,0.4974902346487361,0.3032154397017565
Palmd,0.9218588,0.047203578,0.35664159259988526,0.4974902346487361,0.3032154397017565
Caskin2,0.9217388,0.25009254,0.3567048205488009,0.49754713900196895,0.30316576669994444
Mpp2,0.92155224,0.055530403,0.3568025959575738,0.49765222144186355,0.3030740529674508
Gm33651,0.9210491,0.7280103,0.35706097451038377,0.4979499649557499,0.30281429385738673
Fam221a,0.92076284,0.3169368,0.35721119066885076,0.49811296370581365,0.3026721553311857
Brpf1,0.92061293,0.0830959,0.3572918567970468,0.4981466524199977,0.3026427838251218
Dnah10,0.9192546,0.24640186,0.3580001182490865,0.4990086495209754,0.3018919265075227
Pcp2,0.9177349,0.6225121,0.35879388482084007,0.49998936711005915,0.30103923137303984
Gm2974,0.9176244,0.23350284,0.3588527553161942,0.5000399853859359,0.3009952661876968
4933430I17Rik,0.9175793,0.36350745,0.3588755447330807,0.5000403236219303,0.30099497242323675
Irgc1,0.91713995,0.9186337,0.3591074498548643,0.5003320155095603,0.30074170636249425
Gm49774,0.9167056,0.71362746,0.3593330662775749,0.5005834638130688,0.30052350089909413
Gm47352,0.916311,0.19474263,0.35954157408590903,0.5007457527459083,0.30038272564264956
Gm12472,0.9162726,0.33157238,0.35956245434568446,0.5007457527459083,0.30038272564264956
Sp4,0.91620666,0.044297088,0.3595978655940393,0.5007636232038555,0.30036722695344553
Pum2,0.9160987,0.02854605,0.3596549775073734,0.5008117091202692,0.30032552575035515
Gm10941,0.9152745,0.35559562,0.3600837205278181,0.5012305714434723,0.2999624480444184
Arl5a,0.91526616,0.054519203,0.3600913831188044,0.5012305714434723,0.2999624480444184
Gm20511,0.91481334,0.60214436,0.360325698183644,0.5014623076253047,0.2997617051271803
Celf1,0.914588,0.020457922,0.36044769149177824,0.5016006087660575,0.29964194509683933
Gm14055,0.9137937,0.8002538,0.360861509764385,0.5020189790211097,0.2992798638742381
1700029H14Rik,0.91372716,0.44549072,0.36089861215171404,0.502039103073494,0.29926245499110465
4931406G06Rik,0.9135499,0.35668316,0.36098921655991123,0.5021021539583388,0.29920791555014165
A630001O12Rik,0.91320026,0.53321016,0.3611730305209614,0.5022633227297393,0.29906853459709265
Nxf3,0.9131327,0.70785546,0.36120947647294865,0.5022825110801339,0.29905194322930484
Plekho1,0.91228914,0.08764409,0.36165535191822173,0.5027449163120422,0.2986523122355274
Lactb,0.91190076,0.067687914,0.36186040497588134,0.5029038765230666,0.29851501670341546
Ikbke,0.91183233,0.26812682,0.36189478363562044,0.5029201398252265,0.2985009723730527
Zfp710,0.9111691,0.06479212,0.3622462080109208,0.5033138955811427,0.29816107935666986
Hey2,0.91111696,0.19617218,0.3622709312051571,0.503316714418842,0.29815864707287876
Slc5a4a,0.91072977,0.65854627,0.36247368392916046,0.5035353186458453,0.2979700620417474
Cyld,0.9103544,0.035999764,0.36267417522294587,0.5037513788215069,0.2977837521386704
Gm56800,0.9099002,0.39462766,0.3629110381534981,0.5039063051051444,0.2976502075199195
Gm45885,0.90988046,0.19813819,0.3629225093085252,0.5039063051051444,0.2976502075199195
Cdr2l,0.9097379,0.11326194,0.36299947577893354,0.5039816184941273,0.2975853031023871
Zfp933,0.9092583,0.053246938,0.3632531209193449,0.5042264911933309,0.2973743409744253
Mpl,0.9090617,0.6760017,0.3633538869952556,0.5043158211265273,0.29729740717267295
B4galt3,0.90902114,0.08461011,0.3633782109804711,0.5043180202205811,0.2972955134142571
Meis3,0.9088796,0.10642993,0.36345306746114836,0.5043903466712564,0.2972332338109372
Mxd1,0.90830904,0.089667805,0.3637541105616202,0.5046818056950649,0.2969823517526737
Gm11210,0.90786225,0.6940619,0.3639865931082267,0.504909598571069,0.29678637308184475
Myzap,0.90773135,0.2518936,0.36405892628043945,0.5049233164165564,0.2967745739326771
Trpv2,0.90767866,0.08095252,0.36408668076699513,0.5049233164165564,0.2967745739326771
Arid4b,0.9069868,0.026487185,0.36445344137373015,0.5052411815718582,0.29650125787817705
Kcnh7,0.9060311,0.04013061,0.36496066058757937,0.5058810956569585,0.29595154950083435
C2cd6,0.9052853,0.3132221,0.36535019842609007,0.5063577490747297,0.2955425393833186
Gm50103,0.9050087,0.37218615,0.365496454463597,0.5065287987935796,0.29539585770432875
Ist1,0.9048154,0.0476374,0.36560307214837673,0.5066070324660809,0.2953287858442967
Trhde,0.90479976,0.048702378,0.36561168809065014,0.5066070324660809,0.2953287858442967
Gm13175,0.9047725,0.7319083,0.3656214339278605,0.5066070324660809,0.2953287858442967
Chek2,0.9035209,0.21262793,0.3662881127324543,0.5073406048076675,0.2947003777019
Galnt12,0.9026538,0.18717149,0.36674761123742927,0.5079136082192898,0.294210151228551
Obox1,0.90150416,0.871632,0.36735640945215975,0.5085344515841707,0.29367961968112183
Gm57461,0.9009226,0.20892711,0.3676659494267136,0.5089015474298941,0.2933662285544074
Gm31718,0.9008054,0.2592716,0.3677278734380093,0.5089533685164859,0.29332200690430804
Slc16a13,0.9006512,0.1903162,0.3678114013573427,0.5090372080688391,0.29325047175285957
Rhoj,0.9005241,0.16305658,0.36787866894812504,0.5090985348765454,0.29319815280738226
Spag6,0.9004232,0.13106135,0.36793253013904537,0.5091413023911991,0.2931616708412483
Rhot2,0.8999394,0.069716275,0.36819166652215685,0.5094681045750183,0.2928829999611137
A930015D03Rik,0.8998489,0.034222204,0.3682394271705991,0.5095024028816237,0.2928537634617372
Fam50a,0.8997159,0.122448795,0.36830992641362525,0.509557785946706,0.29280655808595374
Rgs9,0.8996859,0.08576073,0.3683254065520626,0.509557785946706,0.29280655808595374
Opcml,0.89960957,0.021576246,0.36836941997358563,0.5095868884839185,0.2927817547942498
Fcnaos,0.8992661,0.23906754,0.36854907750199417,0.5097718249244871,0.29262417164816684
Hs3st3b1,0.8985672,0.790309,0.36891945295993034,0.5101886654452413,0.29226919407837815
Tyw5,0.8982497,0.07387794,0.36909091113307424,0.5103621314988042,0.2921215574280302
Marchf10,0.89765763,0.15881808,0.36940586745275583,0.5106045409001151,0.29191532725387237
Kcnk12,0.8976179,0.072393686,0.3694273813366059,0.5106045409001151,0.29191532725387237
Slc22a7,0.8968657,0.46943775,0.3698272020894118,0.5110616043329164,0.29152674603110373
Gm57411,0.89660865,0.43804723,0.36996384372174296,0.5110912000785359,0.2915015966229947
Cfap299,0.8959763,0.10831311,0.37030328260893075,0.5115282592152517,0.29113036882916915
Gm31135,0.89555466,0.2354972,0.37052613110241406,0.5117013786375616,0.29098341294017704
Dlk2,0.89500856,0.073714174,0.3708203380569086,0.5119555190130801,0.2907677708334566
Gm37933,0.8943993,0.8914076,0.37114368133257913,0.5123381404577331,0.29044331233805704
Cdhr2,0.8939711,0.6096325,0.3713725351560754,0.5125583474199664,0.29025668925723397
Or4k5,0.8936223,0.6001271,0.37155914313219507,0.512770507070658,0.29007696200877253
Sbk1,0.8936022,0.08097184,0.3715724961282597,0.512770507070658,0.29007696200877253
Rp1,0.89274913,0.34290138,0.37202854196322155,0.5132720997611401,0.2896523423028414
Lat2,0.8921298,0.2813855,0.3723587611240231,0.5136637808178506,0.28932105593324264
Spns1,0.89152,0.07731543,0.37268828245799224,0.514022433355308,0.2890179267832866
Ttll7,0.8914271,0.030610668,0.37273916308895405,0.5140572140472524,0.28898854177866723
Gm47009,0.89137316,0.7428081,0.3727638774595251,0.5140572140472524,0.28898854177866723
