names,rank_metric
Fn1,19.191727274324442
Tmem145,19.184912163894563
Dennd1b,19.165724377866425
Iqsec3,19.13109615505974
Aopep,19.082270032874284
Gm9989,19.07977929579814
Gigyf1,19.020271258454073
Nipal2,18.934810934639724
Tspan9,18.922615797365488
Speg,18.88814597608602
Madd,18.844538749452727
Aak1,18.827101078956513
Gak,18.78451223549276
Pnisr,18.7404178596194
Hnrnpr,18.708051135580906
Dlgap3,18.661145317433327
Zfp462,18.635128478396126
Ralgps1,18.55319270996003
Hs6st3,18.530293905026372
Usp48,18.492296076569666
Farp1,18.428550194623156
Osbpl1a,18.405776164138846
Slc26a4,18.385199073527062
Megf8,18.33736989249589
Herc2,18.29789759552173
Sergef,18.287488996743424
Dzank1,18.209513617013123
Myo5a,18.206436676981028
Mctp2,18.20370011613607
Miga2,18.185523649939178
Mark2,18.183982567033556
Cux1,18.181785640761028
1500004A13Rik,18.150708192473292
Osbpl10,18.150708192473292
Hspa4l,18.122115126192007
Rap1gap,18.08696887988246
Synj1,18.04642604077696
Fubp1,18.0048895315127
Zzef1,17.996909006386147
Gprasp1,17.93365388216352
Trip12,17.86411154805432
Hivep3,17.85780598322344
Gapvd1,17.800248678961513
Bltp2,17.799959127944927
Lgi2,17.785226208790867
Peg3,17.784543050403133
Cds1,17.779241009360582
Zfp950,17.77701468995555
Usp9x,17.768441366187005
Clip1,17.74365263228124
Dnajc13,17.62241205419959
Rbm6,17.61483237012958
Mpped1,17.5835686948389
Gm14443,17.565007935378965
Mtss1,17.504083497636742
Dgkg,17.37099667220283
Cxadr,17.35414750838089
Nsd3,17.349726793808216
Tln2,17.29858850205437
Tacr3,17.263059031714167
Kcnn3,17.260389148242677
Hexdc,17.199881330015558
Vsnl1,17.16112729212132
Pknox2,17.13170335166535
Cstpp1,17.129839849607798
Dock3,17.129727123086948
Nrd1,17.092476467571863
Hdac8,17.088903192514092
Gm14399,17.033674892198054
Gm17276,17.033674892198054
Rictor,16.951081633912835
Lrfn2,16.951081633912835
Sptbn2,16.944572721885695
Septin8,16.868416371280137
Chuk,16.843459765192158
Hook1,16.796860491150557
Camk2d,16.786590485390036
Deptor,16.78554602560359
Ift88,16.75815714889767
Kdm3a,16.74580115544885
Ica1,16.74278075104336
Gm28905,16.649003906125966
Kif21a,16.625508298097735
Cabp1,16.6247175022911
Mast1,16.604117323086747
Mccc1,16.54962431863237
Gm44643,16.54690078833635
Gm14393,16.51002444385907
Vps13b,16.476945426715478
Ank3,16.46621696247942
Abca3,16.424658792685186
6820431F20Rik,16.346422867480225
Grm8,16.340834483253122
Kdm5b,16.338981588248007
Nbeal1,16.331158466040634
Mroh1,16.300422246751218
Fnbp1,16.22162794540691
Pgr,16.216803447094488
Necab2,16.077057659608904
Ptprt,16.05702191883302
Chd6,16.05498713665246
Pde9a,16.047690281703584
Ank1,16.028402568827012
Rab40c,16.007135286980922
Caskin1,15.999334416917712
Zfp697,15.994473401726568
Cmip,15.92775557060025
Cdk12,15.914917406437656
Rnf157,15.879278127326293
Intu,15.858183096336468
Zfp385b,15.85330287071314
Gm28175,15.835100558843328
Cdh12,15.821892458118016
Bicral,15.82094397164377
Slc17a6,15.808829017996226
Nwd2,15.790199657470781
Ogt,15.777461603534832
Fam124a,15.767351246101393
Susd4,15.767351246101393
Ehmt1,15.767351246101393
Mapk11,15.713115608142608
Med13l,15.70780479767864
Camk1d,15.68339701029557
Cstf2,15.648250993879573
Arfgef2,15.61167766058823
Sanbr,15.605708979977601
Pdzrn3,15.602600611955191
Med13,15.591702416887035
Kcnb2,15.56827722860551
Ralgapb,15.536424454920322
Gas7,15.53446611907808
Shprh,15.516037694317264
Satb2,15.479159931715369
Ano6,15.467136397441667
Mical2,15.439329890976524
Apex2,15.425346283149764
Pikfyve,15.416780359087502
Camkmt,15.398274404284166
Iqsec2,15.387035866767242
Matk,15.382571014912635
Mtmr7,15.375691859719169
Ccdc136,15.373290349144952
Lrrk2,15.366575200387741
Apba2,15.278736626294858
Lama3,15.258361626194143
Iqsec1,15.208920650950237
Gm40841,15.192502663231137
A830036E02Rik,15.181481594561683
Cfap54,15.176548921755028
Traip,15.16792348181471
Nsun2,15.107860469927777
Zfp951,15.093483591094142
Kcnq2,15.078678265255034
Gmip,15.072855523499594
Afdn,15.037698129447516
Setbp1,15.027803012308434
Gm6602,15.006240089596163
Zfyve28,14.991250250933463
Raver2,14.983051149018912
Bach2,14.953933299684136
Tbcd,14.945434395113345
Prag1,14.923740877243722
Insr,14.881722194960046
Zmym2,14.87722412259367
Ggnbp2,14.864654496966406
Cbln4,14.84525420621864
Clasp1,14.800039564828234
Cmss1,14.78058986622794
Neurog2,14.768481504711477
Gse1,14.754944971003535
Armh3,14.723257163558173
2310002F09Rik,14.712084974683151
Dmd,14.70944929188664
Cdk14,14.699008602553288
Sntg1,14.684518153845989
Dync1h1,14.669264511148066
Slco3a1,14.659691527442002
Ntng2,14.636040855271249
Ccdc88c,14.635800892779402
Cpeb1,14.625109777081649
Rbfox2,14.61178487369216
Ankhd1,14.606626576959863
Galnt7,14.56188642477009
Adamts16,14.538834593556752
Bicc1,14.50090283438926
Gm35430,14.470262584897371
Dok5,14.455912686928517
Pck2,14.444265432010155
Gm2824,14.436641370760306
Adgrb1,14.432960917484085
Dnai4,14.397271722036058
Wipf2,14.391683564470654
Safb2,14.376190424884836
C230057M02Rik,14.352913147805374
Gm4258,14.320859840609552
Lrrcc1,14.295507355983506
Rap1gap2,14.269598043710662
Tnk2,14.25912589233694
Wdr17,14.257480484562148
Snapc4,14.160871192577641
Srrm1,14.159372333110753
Ttll11,14.147261852966148
Dmtf1,14.147261852966148
Rimbp2,14.107530759333955
Tcf4,14.061986843321757
Ubr2,14.02588048153316
Chpt1,14.015012736132437
Chrm3,13.997755337846195
St3gal3,13.980565014352702
Atxn2,13.959362040169987
Clip2,13.930267026604485
Kit,13.890420930872217
Itprid1,13.816600814906424
G630016G05Rik,13.586692281836271
Npepps,13.574243519325847
Ell2,13.557027015015128
Noxred1,13.53649868853299
Rbfox1,13.52870281751606
Gpr45,13.521013073442951
Gm30003,13.49095934304526
Pparg,13.476910305711447
Ints11,13.433637886955589
Nup188,13.432403249115637
Aoah,13.422159097967844
Lrrc8c,13.418866768186534
Lyzl4,13.395020856826681
Spag6l,13.385223455482576
Rasal1,13.350140228173432
Mtcl1,13.319388928369298
Zfp704,13.310962623851957
Rap1gds1,13.248676911433687
Dlgap1,13.24422347729977
Dner,13.22222207135481
5730522E02Rik,13.187234798014984
Gm2694,13.136611793590635
Col5a1,13.091660492888689
Htr7,13.06143970957823
Kmt2e,13.055190847716101
Flrt1,13.048996107196269
Dis3l2,13.025471383143731
Cntnap3,13.019523691679533
Golga4,12.999238777562631
Ep300,12.98275118765306
Ubn2,12.975266618867868
Gm41804,12.975266618867868
Gypa,12.951308893258826
App,12.947452075199811
Gprasp2,12.945887836657496
Mon2,12.9250163105139
Ttll5,12.917762381292075
Ift172,12.899222155040048
Dsc3,12.889915370179942
Eml2,12.87111904106446
Gcn1,12.849646454243047
Pik3cd,12.839370799808774
Dgkq,12.794515418200438
Spg11,12.77271511561865
Cacng2,12.757250594713605
Taf1,12.740316583280144
Srgap2,12.738915387107424
Cadm1,12.71938697821645
Akap6,12.694693611459567
Dop1a,12.682350323746762
Rbmx,12.645993549480341
Map4k3,12.635171466861497
Pcolce2,12.621354249286956
Cep350,12.619557461512768
Epha3,12.614135543376618
Arhgap26,12.606092917577678
St6galnac5,12.603537302563657
Paxbp1,12.59943385819778
Rgl2,12.571458326015717
Taok3,12.570314095278674
Gga3,12.565493924656087
Entrep2,12.565392074069806
Rgs6,12.560244000760674
Smarca2,12.555052443745707
Scn2a,12.54591721411852
Chst11,12.537635034459607
Nav1,12.504122696761057
Manba,12.503133693537093
Cnot1,12.489765955706208
Sgcz,12.478908198656237
Taok1,12.478224893259563
Wfs1,12.475778038327094
Atp6v0a1,12.46444277302117
Kif21b,12.462991169503564
Ube4a,12.44543572328458
Ubr4,12.416718132735953
Kazn,12.379553617740214
Trrap,12.368055190655095
Kcnd3,12.362621254765783
P3h2,12.348003399638486
Cep290,12.347747342453372
Dhdds,12.314519353708379
Snap91,12.301139866275095
Ftx,12.267435690147279
Sash1,12.267320789051627
Ext2,12.267157449584301
Ckap5,12.247912721415359
Scg5,12.244562038601092
Anks1,12.238969621338075
Adgra1,12.237769711368381
Irf2,12.226107592229233
Gabra3,12.211732430738717
Jam3,12.203747239218158
Vat1l,12.163160390961668
Dnah5,12.149078210303921
D130040H23Rik,12.147856829444262
Mmel1,12.14225267554487
Ntrk2,12.139562110381481
Adgra3,12.135649947048275
Alpk1,12.132380023746784
Tdrd5,12.099421906702773
Msrb3,12.069054248482253
Fam185a,12.067892284157752
Gpr26,12.061778769747525
Tasor,12.040303639688146
Thrb,12.033570764024363
Dicer1,12.030527440775314
Gpi1,12.020125873046787
Lhx2,11.999467254151991
Bbof1,11.9958840057393
Gm13832,11.979649225277173
Prlr,11.973573121809135
Chd9,11.96292010655915
Trpc3,11.949446849784346
Fsd1l,11.94156357663119
Mllt6,11.923951163222249
Sh3glb1,11.900294493858784
Gys1,11.894782225582206
Ltn1,11.862948132077673
Flna,11.79303547945324
Uvssa,11.710996511997791
Tcaf1,11.710996511997791
Mov10,11.703703010879234
Ryr2,11.697527415275642
Zmiz1os1,11.695508610369155
Megf11,11.684086370470656
Arhgap32,11.628774162033434
Hexb,11.618667222189249
Lrig2,11.617026887813532
Stxbp1,11.615775292334995
Bbs1,11.615299422874614
Dennd3,11.612700359502474
Rims3,11.577272502208482
Alms1,11.552680609464588
Usp24,11.54837354379236
Klhl17,11.538246269716558
Pcsk2,11.531433442001408
Mbd6,11.521697194321437
Phtf1,11.51747862678394
Sfxn5,11.513170732496434
Ubp1,11.488529150714315
Pde1a,11.487156323851115
Stxbp4,11.468835071288733
Mark4,11.403824754466513
Clpb,11.337197424170384
AW822252,11.335219739551407
Phc2,11.314063635597183
Map7,11.302806669184903
Rai1,11.302290714478403
Adar,11.28094891413492
Atp2a2,11.280683662805389
Psd3,11.246354295008748
Hmcn1,11.246354295008748
Syt16,11.246354295008748
Bptf,11.238737282421893
Nsd2,11.238112714745947
Osbp2,11.213706697371952
Vmn2r29,11.209607026206674
Ptger3,11.201824104243608
Acss2,11.19265933691972
Tctn2,11.187351726145026
Capn15,11.17696711976142
Phf12,11.168832999812567
Plekhm2,11.152303318793743
Ccnl1,11.147481506641112
Kidins220,11.134267776425089
Tbc1d24,11.13024426644915
Myo18a,11.121351484711035
Akap9,11.110774761217824
Cc2d1b,11.087531564258137
Gm43597,11.081192187986792
Ppp1r37,11.06760557920197
Riok1,11.06395281398008
Cdkl4,11.046266033860919
Gm31698,11.046266033860919
Sytl2,11.04194802266334
Il1rapl2,11.039920454996757
Cyfip1,10.98597967593721
Wdpcp,10.983008638270524
Lrrc45,10.97862724240262
Kat6b,10.973562487895318
Patj,10.962446484362417
Whrn,10.959149735481054
Adap1,10.956378944377805
Plaa,10.946913641801562
Traf3,10.945752428496986
Virma,10.932000114044845
Pabpn1,10.922612005604464
Hnrnpl,10.92020431981809
Tnrc18,10.910361139337791
Astn2,10.878282618243265
Nyap2,10.870903466710296
Ttc13,10.856193701388216
Ephb1,10.836030081872641
Tango2,10.835598122046168
Gm56829,10.82973738413298
Klhl7,10.829688820834331
Heca,10.828758422898453
A330040F15Rik,10.826331610368177
Gm46102,10.815729127433128
Gm20063,10.807282150101779
Tle3,10.770723685775698
Spns2,10.72703891396576
Fxyd5,10.702197124878163
Rnf20,10.696051546345316
Nr4a2,10.685442389320215
Nxpe4,10.680178968483526
Shf,10.677156856484535
Lrrfip1,10.671372980073258
Rps6kc1,10.666739066736351
Ltbp4,10.657360945999631
Kcnb1,10.65664825592212
Bsn,10.65664825592212
Ripor2,10.656406870617975
Eml5,10.642024755043524
Cep192,10.627285298159403
Kcnk4,10.604574227922452
Abat,10.588614571728451
Cpa6,10.5731972617063
Gfod2,10.558006255950355
Fam78b,10.553233025282463
Prkn,10.52992752311655
Ube3c,10.522594314661939
Bdp1,10.505149153315408
Ap3b2,10.488416852000276
Specc1,10.4785331924664
Prkdc,10.476413972616953
Wsb1,10.463969896313014
Nploc4,10.461501148530731
Ahdc1,10.417281115125956
Pcgf5,10.417269456685574
Adam15,10.415310099284314
Nrxn1,10.408859844640407
Chfr,10.405537154679438
Pitpnm1,10.39816612704385
Sgpp2,10.397781600514588
Edrf1,10.375921386535424
Gm4631,10.363217856179968
Rab11fip3,10.36261310692601
Hook2,10.34620769465217
Gm11820,10.330269601062193
Shc3,10.328052641852844
Tyro3,10.327568422381145
Pip5kl1,10.31654869440465
Clstn3,10.314595534019004
Pde4d,10.306171841226446
Myo1b,10.30011053867845
Ncoa7,10.27277878386957
Mafg,10.247941331995815
Rubcn,10.239275207728529
Zcwpw2,10.217421039031127
Cep126,10.180482087850585
Ppp3cc,10.151865553066063
Dnajc21,10.149416022607236
Evc2,10.148156897177252
Slc6a17,10.147470722099747
Ppp6r3,10.132419003400976
Kcnip3,10.089784082802813
Dnajc10,10.082069679778321
Zfp318,10.066569584542643
Clk1,10.064089860704398
Rptor,10.062642780520903
Gm20646,10.060196834625605
Brinp2,10.057101798169414
Ccnd2,10.040081182361021
Wdr7,10.029741763148914
Ccdc192,10.015393849851264
Nol4l,10.002484389108677
Ano5,10.002082953032494
Gm13561,9.987026394044294
Ppp6r2,9.979196172979522
Fam219a,9.955417954973766
Ccdc39,9.935307690188829
Fry,9.91437546214892
Nlrp5-ps,9.911603176526038
Dram2,9.88855959227142
Ago4,9.887481004030782
Ep400,9.88297859612985
Ccdc148,9.877493997932238
Fermt1,9.86909140928059
Ncoa1,9.860493622679874
Man2a2,9.848039368058664
Mlxip,9.846315094489904
Senp5,9.845449771502258
Aig1,9.843425445262172
Gbf1,9.835474193035495
Shtn1,9.834079860137964
Grik3,9.820630278820394
Ttc21b,9.816560964353036
Dnm2,9.804219576883119
Carmil3,9.799923736228157
Plxnc1,9.793801010052736
Syngap1,9.790609506153917
Syt4,9.788085523686265
Fam120b,9.771180800163282
Rnf150,9.76830171617447
Gm39436,9.760870867358463
Rbm28,9.759894086682683
Zranb2,9.746487557190225
Fbf1,9.7414708404959
Slc26a8,9.739239291512192
L3mbtl1,9.729842918764959
Ehmt2,9.701271966672259
Adss,9.670920548884142
Fbxl19,9.660250285618318
Gm30371,9.65284067949659
Plxnd1,9.64611949475966
Hnrnpll,9.64539523168909
Dhx57,9.636550055858796
Cdc25b,9.59614720948117
Celsr3,9.591953231036303
Nrcam,9.589711925799515
Sugp1,9.578824740203983
Efcab12,9.574679484826573
Aff3,9.574679484826573
Ero1b,9.563561507521749
Stat5b,9.540084478098034
Ovol2,9.527299981922043
Tent4b,9.505992476528549
Foxg1,9.502244127141509
Nsd1,9.4942864798325
Gm36251,9.46407867197573
Erlec1,9.461537941106055
Ankrd29,9.456631515984318
Nup210,9.447481998771792
Kif6,9.439669242483138
Swt1,9.433486876138023
Ctps2,9.430563495198795
Hcn1,9.4234874360188
Entr1,9.417881298266341
Bicra,9.397385642565853
Abcd4,9.394705617051093
Pxdn,9.384392139197036
Smarcc2,9.383318848812838
Galnt14,9.361970205168312
Bbs9,9.359527270085938
Samd12,9.354618959902004
Lrp4,9.344757990803615
Gm32828,9.343317966440175
B930095G15Rik,9.341239369871683
Gm32067,9.329014968946952
Tial1,9.311409572895952
Washc5,9.310928867026304
Ptpn23,9.301713980848124
Tmem67,9.294624107718723
Zfhx2,9.290539474462896
Etv6,9.289283116596431
Aatk,9.276097398637532
Nf1,9.262149224016017
Cpne5,9.261966098177927
Trerf1,9.250572848888332
Ttc7b,9.24545099803765
Prdm15,9.228306829400035
Plec,9.188202817894892
Scaper,9.185801879293908
Exd2,9.179051498137097
Atp10a,9.170514177089998
Ralyl,9.163737705877866
Plppr3,9.159781421325254
Banp,9.159781421325254
Dop1b,9.15056965964179
Smurf1,9.148824196376605
Zfp810,9.130213283722533
Khdrbs2,9.126000879590825
Prr36,9.126000879590825
Dip2b,9.102936724139923
Stk3,9.091746890337346
Map7d2,9.08798334484539
Pdzd4,9.086706544500812
Arrdc1,9.077530670166784
Cpeb3,9.071673399651077
Itch,9.059444953208127
Map3k9,9.04098851309217
Lmtk3,9.037929541176203
Kmt2c,9.031030521292926
Ctnnal1,9.023683285026003
Unc13c,9.017575302978203
L3mbtl3,8.997714550800051
Mamdc2,8.995727243905295
Arid1a,8.99036669844206
Skic3,8.987780647193162
Taf1b,8.98586064842409
Syt1,8.974797742520037
Cpne1,8.96556465023263
Ipo9,8.960865064307528
Bclaf1,8.959299790239339
Ntm,8.946224047576997
Spindoc,8.943655159664724
Setdb1,8.943311073121999
Mettl17,8.935579420097206
Cd34,8.930580106157707
Oxr1,8.91964208314958
Tbc1d8,8.899346294869453
Fnbp4,8.893718980607986
Sec24b,8.830665411243638
Trpm7,8.82070219487078
Rps6ka2,8.815921442854602
Gm14418,8.78869871364083
Prepl,8.786993263363396
Ppp6r1,8.786077208891411
Rasa3,8.776091589281773
