names,rank_metric
Kcnq1ot1,260.1411406144471
Meg3,229.7182967819959
Snhg14,181.57971676572288
A330076H08Rik,168.509207109944
A830082K12Rik,126.98575786791821
Runx1t1,126.66439514469154
B830012L14Rik,125.92590676990383
Rian,123.22388480786326
Gucy1a2,119.17209493500351
Lhx9,107.2433670343737
Nr2f1,100.38875221763972
C130071C03Rik,100.09724921802675
Sptbn4,97.62495865499308
Tenm4,95.0894575136283
Banf2,93.61867380635273
Tshz2,90.75621583714359
Herc1,90.1437114208938
Ptprs,89.86882921576647
Macf1,89.75090491193659
Arpp21,88.90778818660866
Ptprn2,87.67242012646791
Snhg11,83.21145190872485
Pde2a,81.37855696069654
Phactr1,80.76597396409643
Cdr1os,79.9702927822081
Cadps,76.08915442642656
Asic2,75.75846168370201
Mirg,74.6449062561751
Cux2,74.39846273460917
Srcin1,74.21051898334184
Agbl4,73.29407163698092
Dnah6,72.56714645324502
Unc80,71.78281128846577
Srrm3,71.39914251239543
Vps13a,69.25505585641389
A230057D06Rik,68.85137193198166
Grin1,67.45371236255546
Cacna1a,67.30194007274616
Etl4,64.95810371775751
Rbfox3,63.97260542771079
Otud7a,63.237370114586845
Elavl3,62.76646228045244
4933406I18Rik,61.294586424649204
Bcl11a,61.19831935960023
A230006K03Rik,60.990477621416595
Ide,60.76000338645699
Asap1,59.153682438920875
Cox16,58.91414342001866
Anks1b,58.87297073020617
Ttc14,58.2091932117378
Ksr2,58.00672809552294
Cit,57.65274112186547
Scn8a,57.598131691459514
Rasgef1b,56.30213027970363
Uggt2,56.28280240097868
Fus,55.74186760533102
Sv2b,54.597003942519585
Myt1l,54.04009281727312
Cplane1,53.708405140146425
Ubr5,53.50309741977078
Dync2h1,52.40955031037394
Igsf21,52.1576712279388
Celf5,51.58943680097997
Sgsm1,51.52759047793492
Btaf1,51.43695436986415
Srrm4,51.31380474444459
Tenm3,50.971069578062476
Csmd1,50.95905877674772
Gm40418,50.75983611343637
Srcap,50.36740993886761
Vwc2l,49.937856204995654
Chd8,49.68323808032754
Mical3,49.51344690558735
Trio,48.99977947551267
3110039M20Rik,48.559566062340984
Npas2,48.40553401682526
Vwa5b2,47.767621585974545
Gm19951,47.49941112697628
9330159F19Rik,46.354054269764795
Tmem44,46.31575154720507
Gria4,46.01938445697942
Pcdh15,45.970223010701936
Slf1,45.57703966719351
Kcnma1,45.37252592004424
Prkcb,45.3340531310366
2210408F21Rik,45.28418877170862
Flnb,44.94086708700527
Tanc2,44.59950691611048
Plxdc1,44.13790065621931
Nrbp2,43.88736778333838
Ylpm1,43.63049017768632
Dpp10,43.58010476479507
Sfpq,43.436040899195255
Nktr,42.97849023219663
Man2a1,42.878673234419864
Shank2,42.63636010246339
Mir99ahg,42.51499687305656
Eml6,42.506414377639224
Frmd4a,42.46928374182114
Ablim2,42.45552950305263
Unc13b,42.365459002514065
Csmd2,42.278611150914685
Necab1,42.07818644541083
Thoc2l,42.01138359607745
Myrip,41.892178735723874
Satb1,41.63988817883215
Epb41l3,41.58553076967794
Gm1043,41.52390452478868
Shank1,41.22031976163566
Sorcs3,40.91512429864905
Vps13d,40.90308309289858
2210408I21Rik,40.787389213949695
Tshz3,40.72770227356374
Cspp1,40.563820825081116
Bltp1,40.51223634465133
Khdrbs3,40.42866660539075
Grip1,40.2691129182801
Hspa12a,39.65491221506179
Rxfp1,39.430026981261406
Huwe1,39.30704344943087
Olfm2,39.14849841520159
Lin28b,39.003582896020276
Samd5,38.96025947230487
Plch1,38.75827275503991
Eml1,38.68122109302815
Elavl4,38.67162891583137
Tenm2,38.63755466899077
Pclo,38.11144034603421
Ctnnd2,37.93589087819932
Fnbp1l,37.74318047998456
Cacna1b,37.673602958887315
Camk4,37.57904981092414
Smg1,37.470821391937584
Caln1,37.27093478230482
Gpatch8,37.078154430889604
Akap8l,37.023785169328626
Stau2,36.793219381251674
Kndc1,36.515455637208404
Rb1cc1,36.30149878156702
Grik5,36.23556559129675
Abcc5,36.199741456651296
Pde10a,36.029969854539004
Teddm2,36.026969370301124
Vrk2,36.00645908243889
Scn1a,35.14011125022354
Gm49906,35.09290076936187
Kif1b,35.07795265466103
Slc8a1,34.936792198828634
Gm47283,34.77830027452632
Zmynd8,34.588129536567926
Adamts2,34.275072514179584
Adcy8,34.23144551069319
Gpr158,34.08592277734769
Wnk2,34.08169109632593
Atp8a2,33.92798121314863
9130024F11Rik,33.597826754818364
Pou2f2,33.5908546523012
Tmem178b,33.571756524387304
Sobp,33.56805868955574
Sorbs1,33.46719814158921
Grm4,33.40062297717351
Ankrd12,33.36350916493941
Ankrd42,33.21518619294771
Gm48099,32.81668302737337
Spock1,32.79963051401511
Pacs1,32.7458014832013
Lztr1,32.739172366961206
Lrpprc,32.64964657388319
Dnaaf9,32.469707983352265
Nav2,32.31869838447513
Kalrn,32.184600765364166
Dst,31.95191392344847
Sez6,31.603798738831276
2700054A10Rik,31.428048780227623
Bmper,31.381764293480753
Tbc1d30,31.337166477481865
Celf4,31.262387643328008
Birc6,31.230487504354127
Gm29650,30.97043259056843
Ulk4,30.85175942964887
Grm7,30.724707231376637
Gm14507,30.677611952295916
Prickle2,30.589463135575446
Frmd3,30.521647781289985
Fhod3,30.402280452066734
Bin1,30.38986584785504
Prkcg,30.365956530520958
Sox5,30.350299713824132
L1cam,30.329093066597625
Cacna1i,30.21443597838254
Cdh20,30.185327591806246
Dzip1,30.163231140670224
Srrm2,30.160808239401543
Nin,30.085362691021793
Srsf5,30.0710697278984
Dlgap4,30.0537777894266
Sel1l3,29.92613745782331
Cers4,29.837248017235403
Ccdc57,29.815051028710812
Mtus2,29.77270461215894
Xylt1,29.635769496055374
D430041D05Rik,29.197965881966397
Miat,29.140748922420528
Usp7,29.051809529101046
Pi4ka,29.033962015678842
Cpne7,29.00142088951705
Efcab6,28.96393708097043
Qrfpr,28.775652847884007
Sez6l,28.75809883660282
Rgsl1,28.74605994455684
Igsf9b,28.558390742868617
Lars2,28.51644973521133
Zfc3h1,28.435183891687014
Kmt2a,28.282040326390188
Ube4b,28.15240135905002
Wdfy3,28.14057702290498
Stx1a,28.037603467884622
Dlc1,28.021145162746706
Efr3a,27.948988787048087
Crtac1,27.91453165724341
Elapor1,27.65729700992331
Cacna2d3,27.622263604474767
Vti1a,27.557748555293504
Tia1,27.39600134400901
Pfkp,27.318334078066265
Aifm3,27.258059491172347
Shkbp1,27.21307178721186
Hecw1,27.19447244693843
Cfap69,27.154140115035045
Mei4,27.04186666503878
Pcnx2,27.011911357197402
Svop,27.003260627837086
Elapor2,27.002908049332753
4732471J01Rik,26.95999383460332
Gm43016,26.906604860494745
Slc6a7,26.84688236807953
Grik4,26.829959016684725
Cacnb4,26.818690176958018
Upp2,26.71795585810761
Epha10,26.70551586473954
Eif4g3,26.692144614848832
Gm41414,26.65100147731931
Klf5,26.493508047018157
Ankrd33b,26.485284243034712
Chd2,26.362821034805517
Sptan1,26.326342325621177
Kifc2,26.30865533671367
Slc20a1,26.238044873696847
Iqgap1,26.1749069994006
Mapt,26.134034630777894
A330023F24Rik,26.052874035629173
Socs2,25.969477279084764
Sdk2,25.948879157586607
Pkd1,25.716713547291555
Dmxl2,25.586892548299065
C2cd5,25.537639829338993
Ppp2r2b,25.487245583508205
Atp2b4,25.38501883660679
Dock9,25.333064835389262
Fryl,25.315852959532997
Ap1b1,25.293813967205
Gm5468-1,25.274125331809756
Pacsin1,25.242737920879236
St8sia5,25.138741934398887
Myo9a,25.08811279055548
Acyp2,25.072399314648703
Unc13a,25.058685120234028
Mast2,25.027410969363164
Ppip5k1,24.91984802456437
Baz2a,24.829557489402127
Atp2b3,24.80560428370099
Mapk10,24.79203489559655
Shank3,24.755555678018297
Ecpas,24.728816021397286
4930447C04Rik,24.7278854065924
Trip11,24.679483966572718
Kif5a,24.59308942479225
N4bp2l1,24.586971885774457
Usp34,24.345208251130632
Setx,24.247761086034078
Gm14412,24.110345751489934
Dnmt3a,24.07797052963469
Pgap1,23.970478887019745
Plekha6,23.840765705263383
Gabbr2,23.773979749723093
Cul9,23.732328775210366
Ptpn5,23.724455585509826
Camta1,23.71227331504931
Dock7,23.642873176971065
Rbm5,23.641583438206826
Chst8,23.539019032431057
Phactr3,23.460917189591726
Fam172a,23.4562880332997
Spink10,23.442832872637847
Lonrf1,23.435697285772253
Ccdc88a,23.285478819600264
Map4k2,23.240647912410033
Dlgap2,23.14233697888342
Pitpnm3,23.113141954366604
Ldb2,22.90671556378739
Rmst,22.83320577283272
Mir100hg,22.82416123630886
Mgat5,22.78855914136446
Galnt18,22.7441463679334
Unc79,22.743301017768573
Fbxl20,22.647551927897478
Tnrc6c,22.548319829163862
Lmtk2,22.507023660893292
Ppargc1b,22.366231494026383
Cobl,22.337018849981472
Inpp5k,22.20018921878298
Ext1,22.18956340295309
Gabrg3,22.17837995450374
Hectd4,22.12714031563971
Gsg1l,22.110020106321535
Apba1,22.08218214742287
Sclt1,22.042946059156662
9330185C12Rik,22.036465033244514
Ttbk1,22.017013263982644
Gm19410,22.00355324405635
Gnao1,22.000810471159017
Hivep1,21.98083944029504
Prpf39,21.974246888729482
Car10,21.967670237118877
Zbtb4,21.83502271036798
Tcf20,21.813380821328423
2810049E08Rik,21.676303360545667
Zc3h12b,21.645692021141574
Dmxl1,21.63444219013805
Dnm1,21.609557329427467
Tmem63c,21.593511803388164
Nfasc,21.584868650444587
Coro6,21.34147930810503
Amy1,21.303683464566546
Osbpl6,21.206588886495766
Mphosph9,21.192993858046318
Rora,21.121814842735624
Casc3,21.049136374656218
Plekha7,20.924106944410354
Ranbp2,20.72304092739333
Mdn1,20.694620316216135
Itsn2,20.668787016064567
Myo9b,20.668787016064567
Ccdc30,20.627772163973148
Rbms3,20.615515412483724
Mir124-2hg,20.61128860647421
Snx14,20.57492256312591
Cd44,20.568261844193657
Nipbl,20.529896162846754
Cracd,20.45345583221015
Rspo2,20.375907912040955
Zmym4,20.321597654830796
Plch2,20.277026885508107
Dlg4,20.24774350831187
Rbm25,20.229387488094602
Gm29260,20.199878020200295
Trpc5,20.19294455019255
Kcnq5,20.163352716831806
Crocc,20.11137811989794
Zfp638,20.100727767458523
Efr3b,20.10022693008214
Meis2,20.05402288013543
Gtf3c2,20.049882678375802
Nrg1,19.994650099954686
Cdc14a,19.9660962947285
Sgcd,19.94230300380797
Atrx,19.941232452337836
Epb41l4b,19.912756985723835
Trpm2,19.869274234890035
Emb,19.782682500429647
Rapgef4,19.771375665975423
Ephb2,19.71454873255565
Phkg2,19.483391803583398
Dync1i1,19.456482511500532
Clasp2,19.33676375505
Ankrd27,19.33567423123113
Gm38413,19.320051349948578
Gm19744,19.26912019695744
Ryr3,19.197172455316892
