names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_BAM NN (for_DEGs),mean_expr_Rest (for_DEGs)
Fli1,5.483691,4.8688602,4.165420394183904e-08,9.405449243001808e-06,0.6666666666666666,0.0964377866972477,1.5680135,0.12217457
Itsn1,5.455836,2.4833837,4.874306702022525e-08,1.0824183560607046e-05,0.7777777777777778,0.6438145068807339,1.9004736,0.70178133
Lyn,5.4039574,4.004816,6.518639398246257e-08,1.4240312246412758e-05,0.7037037037037037,0.20721043577981652,1.5507947,0.20817348
Diaph2,5.3572373,1.588637,8.450408339588645e-08,1.7466344006518992e-05,0.8518518518518519,0.7727207568807339,2.1702058,1.2753958
Gab2,5.3378353,2.6789916,9.406285273189664e-08,1.8721991503007873e-05,0.7777777777777778,0.5989822247706422,2.0556433,0.7244864
Snx24,5.3037233,3.0324194,1.1346414953828373e-07,2.1026080676508166e-05,0.7407407407407407,0.48523509174311924,1.6401217,0.41073886
Ptprc,5.293921,5.185007,1.1972119738746386e-07,2.1883731794565673e-05,0.6296296296296297,0.07278526376146789,1.4230746,0.08304094
Frmd4b,5.254866,2.763568,1.4813220392101602e-07,2.519185012251709e-05,0.7777777777777778,0.5686281536697247,2.1201556,0.732258
P2rx7,5.2500544,5.391072,1.520543081460376e-07,2.569622176027692e-05,0.6296296296296297,0.10751146788990826,1.4774331,0.07750326
Fcrls,5.228778,4.9085374,1.7063430196423247e-07,2.8128488918889118e-05,0.6296296296296297,0.07751576834862385,1.3286692,0.08840301
Rnf150,5.21685,2.1053488,1.8199151957362163e-07,2.9107810303233414e-05,0.7777777777777778,0.6731651376146789,2.0322576,0.9325887
Zeb2,5.1735563,1.6230991,2.2967957762602088e-07,3.4477599166542914e-05,0.9629629629629629,0.8603784403669725,3.1055243,2.069586
Cltc,5.1663094,2.5070922,2.387617894160916e-07,3.54449131580684e-05,0.7777777777777778,0.6889693233944955,2.0413296,0.77874863
Adgre1,5.1593003,6.3249483,2.478741878755684e-07,3.641408720244577e-05,0.5925925925925926,0.03594466743119266,1.342479,0.034674414
Dock2,5.100999,4.5398927,3.378657005580659e-07,4.69845154915237e-05,0.6296296296296297,0.09883887614678899,1.3987089,0.12320367
Pik3ap1,5.0322022,5.3689613,4.84877758314556e-07,6.116744303245127e-05,0.5925925925925926,0.05296731651376147,1.2458129,0.0581828
C1qa,5.004084,4.508199,5.612827504112999e-07,6.820217689184787e-05,0.6296296296296297,0.1354644495412844,1.5374736,0.14886686
Hpgds,5.001959,4.4271584,5.675073679889827e-07,6.820217689184787e-05,0.6296296296296297,0.13259747706422018,1.3795525,0.12944756
Csf1r,4.9574475,4.3134947,7.142535907211163e-07,8.236907288702316e-05,0.6296296296296297,0.12686353211009174,1.4766543,0.15692167
Dleu2,4.953949,2.198373,7.272224026621464e-07,8.27985845742876e-05,0.7777777777777778,0.6560708142201835,1.9025713,0.8076421
Tbxas1,4.9024053,4.942355,9.467026782100022e-07,0.0001034061014776535,0.5925925925925926,0.0821029243119266,1.3172126,0.08515701
Zswim6,4.8973546,2.0444908,9.7135373828123e-07,0.00010440109979046661,0.7777777777777778,0.7134819380733946,2.0855272,0.9964668
Skap2,4.831507,3.7643714,1.3550334296807606e-06,0.00013336904122901843,0.6666666666666666,0.34030963302752293,1.6773763,0.27779925
Tbc1d5,4.7831273,1.5145863,1.7258867873697611e-06,0.00016228382516606023,0.8518518518518519,0.7797448394495413,2.0040457,1.177619
Fcer1g,4.7829604,5.6694827,1.7273231856156764e-06,0.00016228382516606023,0.5555555555555556,0.03759317660550459,1.005161,0.033470485
Selenop,4.735655,4.5001483,2.183487392868664e-06,0.00019363137375043237,0.5925925925925926,0.12603927752293578,1.3997966,0.12660784
Tbc1d4,4.6994658,4.6897545,2.608430370636042e-06,0.0002210994449810424,0.5925925925925926,0.1535980504587156,1.3848714,0.10977063
Mef2a,4.686869,1.8098589,2.7741603665090775e-06,0.0002312642009619018,0.7777777777777778,0.7499641628440367,1.9951361,1.0339133
Bank1,4.659599,5.5011683,3.1682609211189004e-06,0.0002548837453606732,0.5555555555555556,0.06726634174311927,1.4984757,0.07392139
Cd163,4.649713,10.262863,3.3239750789234212e-06,0.00026346669725862043,0.5185185185185185,0.003081995412844037,1.1834517,0.0018422924
Dennd1a,4.6339283,1.3307444,3.5879093528111925e-06,0.000277830329423737,0.8518518518518519,0.8286983944954128,2.338954,1.552936
Dse,4.6186576,4.6782365,3.862305735078836e-06,0.00029304040490507176,0.5925925925925926,0.18635321100917432,1.3654724,0.1079165
Lrp6,4.59596,2.479798,4.307609779013964e-06,0.0003153373328135099,0.7037037037037037,0.5934991399082569,1.636701,0.5549488
Ulk2,4.4415674,1.8526685,8.93059110894731e-06,0.0005567633018501491,0.7407407407407407,0.6780031536697247,1.6418129,0.7668975
Cd84,4.3906326,5.2763195,1.1302134602200879e-05,0.0006763660506929567,0.5185185185185185,0.047627580275229356,1.099413,0.05037743
Ctsb,4.3777857,3.119177,1.198912607193351e-05,0.0007127164105151624,0.6666666666666666,0.4452408256880734,1.6591719,0.39857316
Zfhx3,4.2960463,3.185923,1.738714380311122e-05,0.0009495783617674766,0.6296296296296297,0.2566657110091743,1.4593878,0.3096798
Lyz2,4.2935987,8.160625,1.758003003179614e-05,0.0009562255201505308,0.48148148148148145,0.006163990825688074,1.1101749,0.0070861117
Nsmce2,4.287366,2.028308,1.8080432374564998e-05,0.0009755446142661877,0.7037037037037037,0.6128512041284404,1.4892958,0.6107512
Ehd4,4.26757,5.0726795,1.9761390799420933e-05,0.001047314735267141,0.5185185185185185,0.0794868119266055,1.1038128,0.05816905
Kansl1,4.2493978,0.89261436,2.1434618720104697e-05,0.0011248988379086195,0.8148148148148148,0.8380160550458715,2.0281715,1.5162427
Ddx60,4.2186646,6.927702,2.457534059984236e-05,0.0012506428066624323,0.48148148148148145,0.021932339449541285,1.2144905,0.019268623
St8sia4,4.1905584,3.4180584,2.7826854596463634e-05,0.0013846436722351441,0.5925925925925926,0.2810708142201835,1.2927696,0.22094114
Cmah,4.167252,6.5887413,3.082933044462825e-05,0.001492583980265155,0.48148148148148145,0.033221043577981654,0.99328923,0.017508876
Serinc3,4.1596704,2.7374132,3.1870702304267494e-05,0.0015319602341961852,0.6666666666666666,0.4917932912844037,1.5257602,0.4315403
Ly86,4.1491156,4.2459564,3.337619683633056e-05,0.001592927902295208,0.5185185185185185,0.078125,1.0786762,0.09738635
Epsti1,4.1058583,5.800817,4.028166335476255e-05,0.0018283248215244419,0.48148148148148145,0.04049598623853211,1.0700908,0.033786014
Stard8,4.075627,5.581399,4.589057714739556e-05,0.0020247615894097184,0.48148148148148145,0.050064506880733946,0.9880153,0.034604065
Tnfaip8,4.0439267,5.090356,5.256334333822362e-05,0.002238315428681567,0.48148148148148145,0.050637901376146786,1.0080333,0.049818184
Gnaq,4.0265903,1.173174,5.659151672401093e-05,0.0023909026012172542,0.7777777777777778,0.8269065366972477,2.084536,1.4163963
Tgfbr2,4.0112596,3.9655185,6.039563791146156e-05,0.0025160167297379413,0.5185185185185185,0.11478641055045871,1.0483756,0.11209103
Lcp2,4.0032244,4.935791,6.248502746279133e-05,0.0025830349045003124,0.48148148148148145,0.05407826834862385,0.9160313,0.047825094
Srgap2,4.001302,1.6804664,6.299491347226167e-05,0.0025918452931918265,0.7407407407407407,0.7216528096330275,1.9192287,1.0347505
Myo1f,3.9599068,4.6103053,7.497899132648462e-05,0.002967136225246895,0.48148148148148145,0.05655103211009174,0.9126485,0.059249174
Ppm1h,3.9553578,1.6293843,7.642017553647059e-05,0.002993309207966421,0.7037037037037037,0.6754587155963303,1.6174079,0.8354452
Prkn,3.9544623,1.0483215,7.670694166488215e-05,0.0029958074455456152,0.8518518518518519,0.8331063646788991,2.2903132,1.6663473
Arhgap31,3.9326963,3.345136,8.399835383686984e-05,0.003206016715336211,0.5555555555555556,0.20319667431192662,1.19521,0.2043671
Neat1,3.8755884,3.5853376,0.00010636730230732446,0.0038675093545301868,0.5185185185185185,0.13342173165137614,1.0278504,0.13936962
Stag1,3.8399365,0.76703787,0.00012306614479107184,0.004277324457567927,0.8148148148148148,0.82421875,1.883631,1.4533421
Peak1,3.8387544,1.8907213,0.00012366002001361562,0.0042818875486673345,0.6666666666666666,0.5828913417431193,1.5003006,0.66231567
Pik3cg,3.8147197,5.608032,0.00013633755393290927,0.004637202625540851,0.4444444444444444,0.029924025229357797,0.90641415,0.029801968
Ikzf1,3.769934,3.9515123,0.00016329082168765449,0.005331256839304102,0.48148148148148145,0.0807769495412844,1.0135167,0.10746731
Ankrd44,3.7517138,2.9184968,0.00017562987334564223,0.005624761259591665,0.5925925925925926,0.35249426605504586,1.4024185,0.34031853
C1qb,3.7446096,4.1795187,0.00018067443469561644,0.005759685261332518,0.48148148148148145,0.09805045871559633,1.126848,0.10895844
Trps1,3.7068324,1.7624797,0.00020986774620439767,0.006415411081356274,0.7407407407407407,0.682052752293578,2.1471143,1.1719491
2610203C22Rik,3.704301,4.214525,0.00021197430826089085,0.006472442798829701,0.48148148148148145,0.11503727064220183,0.97158706,0.08475699
Dclre1c,3.6971612,3.532071,0.00021802390866321536,0.0066046250572498275,0.5555555555555556,0.3149369266055046,1.2449054,0.19371052
Dock8,3.6820097,3.8318033,0.00023140262186987636,0.006908653832937308,0.48148148148148145,0.09765625,1.071291,0.12643744
Cp,3.6706192,5.034819,0.00024196361750139004,0.007126610573007771,0.4444444444444444,0.05744696100917431,0.9856132,0.049962275
Msr1,3.6510022,9.576414,0.0002612189998422908,0.007514940605741279,0.4074074074074074,0.002329415137614679,0.8033773,0.0016137976
Chd9,3.6410205,1.0758368,0.0002715594170882933,0.007729662645299197,0.7407407407407407,0.7927537270642202,1.7791171,1.2048379
Slc8a1,3.5927124,1.0381699,0.00032725366164215795,0.008901739085767668,0.9259259259259259,0.8769710435779816,2.9202936,2.255942
Psd3,3.574182,1.1944304,0.00035132452863004016,0.009424257058070557,0.7407407407407407,0.7815366972477065,1.8690677,1.2224545
Adam33,3.5703373,7.1971655,0.00035652172480595446,0.009522603126775345,0.4074074074074074,0.01741685779816514,0.79602367,0.00825714
Colec12,3.567424,5.322989,0.0003605077622889031,0.009590934230398838,0.4444444444444444,0.08249713302752294,1.2313032,0.058832597
Cst3,3.5520577,1.7781564,0.00038223108798537416,0.009961735532654708,0.7407407407407407,0.5867259174311926,1.6570706,0.80528975
Lgmn,3.5437477,3.222974,0.00039448268830120583,0.010180338442443575,0.5555555555555556,0.3072677752293578,1.3175272,0.25683326
5033421B08Rik,3.5387568,6.5706997,0.00040201603910268734,0.010327123298938057,0.4074074074074074,0.02250573394495413,0.89538306,0.0151211545
Snx2,3.5311153,2.8401558,0.000413811203946872,0.010609834971424094,0.5925925925925926,0.4581422018348624,1.3966447,0.35399508
Nrros,3.4628081,4.630007,0.000534569341944954,0.01299898481272481,0.4444444444444444,0.09844466743119266,0.99172217,0.06624578
Il15,3.4595368,5.4388423,0.0005411055409070844,0.013122297729398335,0.4074074074074074,0.03372276376146789,0.91977847,0.034191057
Wdfy3,3.448982,1.0805026,0.0005627042629513222,0.013487835455398774,0.7037037037037037,0.7520785550458715,1.5573466,1.019374
Map3k5,3.4382482,2.2295978,0.0005854908692404222,0.013873139026887252,0.5925925925925926,0.46315940366972475,1.2254748,0.4140667
Ptprj,3.4091153,1.6296031,0.0006517394737369574,0.015083755089846721,0.6666666666666666,0.7133744266055045,1.8358102,0.9944416
Baz2b,3.4002917,1.2143371,0.0006731398709639158,0.015472428000684702,0.7037037037037037,0.7573107798165137,1.6406747,1.0268505
Snx30,3.3935697,2.374401,0.0006898800276267771,0.01578967320471167,0.5925925925925926,0.4528383027522936,1.2054118,0.37220067
Exoc4,3.370956,0.65058833,0.0007490786410745978,0.0168292166268181,0.7407407407407407,0.8424956995412844,2.0036306,1.6267033
Rbm47,3.343172,4.6791606,0.0008282651812009227,0.01807919205432071,0.4074074074074074,0.049168577981651376,0.87047243,0.052762676
Ifi207,3.3234239,9.900373,0.000889197196062093,0.01901099449133483,0.37037037037037035,0.0012901376146788992,0.7111061,0.0010837176
Swap70,3.264131,4.2497606,0.0010980035430510487,0.02237551448500095,0.4074074074074074,0.06336009174311927,0.71592516,0.053528327
Il6ra,3.2640355,3.8271043,0.0010983737851029496,0.02237551448500095,0.4444444444444444,0.12840452981651376,0.8787754,0.09458303
Ptbp3,3.2634745,2.5372818,0.0011005512897714067,0.022402888754664924,0.5555555555555556,0.39245269495412843,1.1579806,0.31928557
Hivep3,3.2608836,0.714507,0.001110656735668664,0.022540291908925227,0.7037037037037037,0.7823609518348624,1.7234694,1.3365046
Parp8,3.1993222,1.5798638,0.0013775111301595352,0.026840989171418934,0.6296296296296297,0.5921373279816514,1.358602,0.67650837
Sfmbt1,3.1878123,1.9865354,0.00143353546902604,0.027612256668623436,0.5925925925925926,0.526519495412844,1.2036371,0.46280286
Snx6,3.1755025,2.470525,0.0014957725085928226,0.028524774525116495,0.5555555555555556,0.4101920871559633,1.0840541,0.30234587
Mir99ahg,3.1727684,0.724078,0.0015099299062702372,0.0286929395908637,0.8888888888888888,0.8751433486238532,2.5669806,2.1139183
Zfp710,3.1706312,2.969683,0.0015210820114099192,0.0288844336724979,0.5185185185185185,0.2952264908256881,1.1391351,0.23991898
Igf1,3.1634433,4.170611,0.0015591469915575483,0.02946151875045803,0.4074074074074074,0.08672591743119266,0.84598416,0.071267806
Ddx5,3.162691,0.9297945,0.0015631808279812215,0.029516550864951745,0.7037037037037037,0.8070885894495413,1.657599,1.1722426
Rhobtb1,3.1499753,3.7576692,0.0016328425408924957,0.030446075168533256,0.4444444444444444,0.15617832568807338,0.8649119,0.0968007
Agmo,3.1368535,3.4389718,0.0017077139887520343,0.031446877744875625,0.4444444444444444,0.1442445527522936,1.128203,0.17623867
Ctss,3.1324716,3.234447,0.0017334115003537424,0.0317713281135778,0.4444444444444444,0.13005303899082568,0.87964636,0.13960494
Tlr4,3.11855,5.1875405,0.001817433307022148,0.03279722351826859,0.37037037037037035,0.03246846330275229,0.70585907,0.027754031
Ifi203,3.1115532,5.8052526,0.0018610589180817394,0.03331555838031735,0.37037037037037035,0.03766485091743119,0.7628037,0.020256791
Fcho2,3.1078877,1.7234399,0.0018842960579444608,0.033686650084476154,0.6296296296296297,0.6528096330275229,1.475175,0.70362735
C1qc,3.1028492,3.9311464,0.001916672719529302,0.034174516240048004,0.4074074074074074,0.0860808486238532,0.92386335,0.09492692
Tlr7,3.086456,4.9828176,0.0020255794957827,0.035550177042247645,0.37037037037037035,0.03737815366972477,0.7709309,0.03608167
Tmcc3,3.0793638,2.3237164,0.0020744322451949604,0.03612442931198224,0.5925925925925926,0.4866327408256881,1.529467,0.54362977
Pld4,3.0748506,4.9906464,0.002106080635625766,0.03651122499710766,0.37037037037037035,0.03945670871559633,0.84560347,0.04096287
P3h2,3.0739908,2.592292,0.002112158875386811,0.036544564701637874,0.5185185185185185,0.33138618119266056,1.0608495,0.27247426
Elmo1,3.0612273,1.5759083,0.0022043167682578675,0.03770209520247543,0.6666666666666666,0.572677752293578,1.5293691,0.7942015
Fermt3,3.0434132,4.7328243,0.0023391088344845647,0.03957925338954676,0.37037037037037035,0.04329128440366972,0.699364,0.037369806
Hexa,3.0417416,3.2175233,0.002352136623921805,0.03964988148355013,0.48148148148148145,0.2570240825688073,0.97247875,0.16279128
Dock1,3.0387208,2.4186978,0.002375848347121942,0.03997435509528277,0.5185185185185185,0.2857296444954128,1.1166195,0.32515454
Ankrd11,3.0263395,0.9413821,0.002475342618041358,0.04113324437029764,0.7037037037037037,0.78125,1.6455386,1.1564528
Nr3c1,3.0229247,1.5281497,0.0025034456200406278,0.04149758409037117,0.6296296296296297,0.625358371559633,1.3440787,0.68452615
Arhgef6,2.9922874,3.4711974,0.002768955331962393,0.04490152671685546,0.4444444444444444,0.19183629587155962,0.9223189,0.12805805
Clec10a,2.9879174,9.349435,0.002808854830962996,0.04534319959479707,0.3333333333333333,0.0015051605504587157,0.60091186,0.0012620515
Gm4951,2.968336,7.73618,0.002994166250580292,0.047437056104417716,0.3333333333333333,0.004407970183486238,0.65928435,0.00436818
Nfe2l2,2.966199,4.2878222,0.003015053290843366,0.04768362679515083,0.37037037037037035,0.05651519495412844,0.70235133,0.050828908
Hpgd,2.9655304,4.5923524,0.0030216150273417713,0.047759291638043176,0.37037037037037035,0.05701691513761468,0.82960945,0.052189976
Arhgap12,2.9639304,1.8168459,0.003037369235807261,0.04798007722877196,0.5925925925925926,0.5349770642201835,1.3030386,0.5657821
Arhgef3,2.9548562,2.1869638,0.0031281475704966295,0.04912526313222936,0.5555555555555556,0.45778383027522934,1.1430185,0.38467935
B2m,2.9535072,3.6211703,0.003141854121216974,0.049225434540583146,0.4074074074074074,0.11446387614678899,0.8120437,0.09693471
Cd180,2.9496148,4.150949,0.003181704285051607,0.04970488031356784,0.37037037037037035,0.053970756880733946,0.7044078,0.05597012
Cybb,2.948994,7.394026,0.0031881031849309745,0.049748868301050256,0.3333333333333333,0.007454128440366973,0.6361968,0.005273153
