names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_BAM NN (for_DEGs),mean_expr_Rest (for_DEGs)
Dnal1,-2.9476566,-1.4403073,0.0032019252847057256,0.049904717169398406,0.07407407407407407,0.43155103211009177,0.12415811,0.30656436
Ssbp3,-2.9488027,-1.2152238,0.0031900744355306885,0.049748868301050256,0.1111111111111111,0.48842459862385323,0.19440143,0.40427363
Clmn,-2.9488506,-2.1741397,0.003189581518767653,0.049748868301050256,0.037037037037037035,0.3776161123853211,0.08294692,0.32953182
Efnb2,-2.9497101,-27.843948,0.0031807208785344992,0.04970488031356784,0.0,0.3279099770642202,0.0,0.2158489
Zfp354c,-2.9509997,-27.75823,0.003167471977269554,0.04954014669920426,0.0,0.3280533256880734,0.0,0.20458661
Acbd6,-2.9516206,-1.1564512,0.003161110833904225,0.049469451430988076,0.18518518518518517,0.6033901949541285,0.3091747,0.5919993
Inpp4a,-2.952934,-0.99024427,0.0031476929225800953,0.04928817530869881,0.14814814814814814,0.5516771788990825,0.27693287,0.49094197
Oxct1,-2.953961,-1.2030964,0.003137238740781186,0.049181799862771575,0.25925925925925924,0.712478497706422,0.4727998,0.87200814
Hprt,-2.9541519,-2.2915058,0.003135297272462625,0.049180057040905265,0.037037037037037035,0.3777594610091743,0.061338767,0.26979452
Rbms3,-2.9546175,-1.6115348,0.0031305695312777923,0.049134581369996655,0.14814814814814814,0.5118620986238532,0.27173653,0.6699493
Lnx1,-2.9548683,-27.956686,0.003128026517310408,0.04912526313222936,0.0,0.32848337155963303,0.0,0.23150527
Gatad2b,-2.9556682,-0.95456976,0.0031199256758524486,0.049053483271009536,0.2222222222222222,0.6891126720183486,0.47608647,0.7801139
Acss2,-2.9562652,-1.3463578,0.0031138927397248678,0.04898729386206511,0.07407407407407407,0.4325186353211009,0.14107256,0.32587215
Lztr1,-2.9577696,-27.789618,0.0030987368842973675,0.04877742242593454,0.0,0.3288059059633027,0.0,0.20864841
Irs1,-2.9593813,-27.890203,0.0030825731309235744,0.0485514302625536,0.0,0.32898509174311924,0.0,0.22215468
Nopchap1,-2.961686,-1.4703349,0.003059598458082991,0.048217836110668606,0.07407407407407407,0.4330203555045872,0.13027318,0.32608792
Bcas3,-2.9623425,-1.3333237,0.003053079923444654,0.04814334362849639,0.2962962962962963,0.7632955848623854,0.57230484,1.0805093
Ica1,-2.963417,-1.236626,0.0030424405463604478,0.048003744850678355,0.2222222222222222,0.6591528096330275,0.42869022,0.81593555
Eif4a2,-2.9636438,-1.0656289,0.0030401987831899487,0.04799655775811628,0.14814814814814814,0.5406751720183486,0.27064478,0.5011091
Nsun7,-2.9670467,-2.346557,0.0030067526341841315,0.047580355288885524,0.037037037037037035,0.3801605504587156,0.061671242,0.2803091
Rimklb,-2.9674408,-27.855738,0.003002901683453944,0.04754741793424129,0.0,0.3298810206422018,0.0,0.21744084
Usp2,-2.9684079,-2.1654606,0.0029934684184256045,0.047437056104417716,0.037037037037037035,0.3799096903669725,0.068413906,0.27585268
Clpb,-2.968945,-1.3093392,0.002988239404933127,0.04739905124589913,0.07407407407407407,0.4347405389908257,0.138337,0.31311944
Nrip3,-2.9690526,-28.143164,0.002987194602758797,0.04739905124589913,0.0,0.33006020642201833,0.0,0.25962192
Bhlhb9,-2.9690526,-27.83144,0.002987194602758797,0.04739905124589913,0.0,0.33006020642201833,0.0,0.21417134
Tmem30a,-2.969542,-1.0909535,0.002982439164529001,0.04739097596149867,0.18518518518518517,0.5946459288990825,0.3204868,0.5904321
Cul9,-2.969781,-1.4402146,0.0029801219458292856,0.047382175552918876,0.07407407407407407,0.43420298165137616,0.12625524,0.311283
Adss,-2.9699838,-2.7193928,0.002978153601558968,0.04737891490461188,0.037037037037037035,0.37858371559633025,0.043398507,0.25627914
Angel2,-2.9705331,-2.1723633,0.002972833439277916,0.047322295327842184,0.037037037037037035,0.380447247706422,0.061671242,0.2521133
Ndst3,-2.9725628,-1.7062682,0.002953247123637818,0.04703838186849329,0.1111111111111111,0.47631163990825687,0.21991126,0.5892449
Yeats2,-2.972706,-1.0071617,0.0029518690194287804,0.04703838186849329,0.14814814814814814,0.5544008027522935,0.27338016,0.48976308
Ercc6l2,-2.9730883,-1.7926971,0.002948196943249066,0.04701368063210824,0.07407407407407407,0.4306551032110092,0.10506975,0.3248608
Cttn,-2.9745328,-27.773815,0.00293434955464806,0.046820648772798915,0.0,0.3306694380733945,0.0,0.20659414
Dnai4,-2.9748554,-27.765244,0.002931267752719856,0.046799265903495264,0.0,0.3307052752293578,0.0,0.2054877
Dcaf17,-2.9760492,-1.8104161,0.0029198793833907903,0.046645159947509236,0.037037037037037035,0.3817015481651376,0.08180311,0.26158017
Mtch1,-2.9765866,-1.7926708,0.002914767803587945,0.046591202190605634,0.07407407407407407,0.4291141055045872,0.11097565,0.34119472
Hira,-2.9774582,-1.0551721,0.0029064930534694025,0.04648658830162074,0.14814814814814814,0.5481651376146789,0.25949547,0.4797379
Plaa,-2.979882,-1.7308098,0.002883595034613814,0.04614782524125859,0.07407407407407407,0.43276949541284404,0.10412239,0.31059045
Slc30a5,-2.979894,-2.2442431,0.0028834826452342893,0.04614782524125859,0.037037037037037035,0.3812356651376147,0.061671242,0.26343283
Eif4e3,-2.980658,-27.739456,0.002876298036613935,0.0460859440929138,0.0,0.3313503440366973,0.0,0.2021911
Hmgxb3,-2.9822698,-27.777397,0.002861196566149116,0.04587133158259353,0.0,0.33152952981651373,0.0,0.20705816
Kifap3,-2.9829147,-1.2320616,0.002855176272505724,0.04580214115953958,0.25925925925925924,0.7349483944954128,0.5098474,0.9408613
Zfp346,-2.9839056,-1.6579413,0.0028459454046258492,0.04568133394402423,0.037037037037037035,0.3827408256880734,0.087914996,0.25463533
Plekhm3,-2.9840727,-0.6821098,0.0028443910791274424,0.04568133394402423,0.14814814814814814,0.5603497706422018,0.34331787,0.50514436
Elp1,-2.9850996,-2.322481,0.00283486007178956,0.04555782902451284,0.037037037037037035,0.3817373853211009,0.05658097,0.25555092
Taf1,-2.9854817,-1.1839669,0.002831321100817578,0.04552818550506782,0.1111111111111111,0.4924025229357798,0.19541323,0.3989972
Kcnj9,-2.9854937,-27.797913,0.0028312105730047736,0.04552818550506782,0.0,0.33188790137614677,0.0,0.2097328
Thsd7a,-2.9855294,-1.4391962,0.002830879013204671,0.04552818550506782,0.18518518518518517,0.5794509747706422,0.4022087,0.8512722
Madd,-2.9863055,-0.98793775,0.0028237039179814087,0.04548736467395711,0.1111111111111111,0.4947319380733945,0.22062114,0.39850333
Slitrk5,-2.9863532,-1.0612787,0.0028232629165331723,0.04548736467395711,0.07407407407407407,0.4375,0.16764043,0.3227071
Dicer1,-2.9876428,-0.94918317,0.0028113796250439868,0.04534319959479707,0.1111111111111111,0.49423021788990823,0.22281612,0.39332825
Thsd4,-2.9876785,-2.740003,0.0028110501865867437,0.04534319959479707,0.037037037037037035,0.38073394495412843,0.061671242,0.35415676
Adcy5,-2.9877503,-27.894123,0.0028103914154290373,0.04534319959479707,0.0,0.3321387614678899,0.0,0.22269571
Mapk9,-2.9882636,-1.6339658,0.00280567434633971,0.04534319959479707,0.07407407407407407,0.43345040137614677,0.11465591,0.31994763
Adgra1,-2.9887173,-28.033577,0.002801511792950986,0.045320061334493074,0.0,0.3322462729357798,0.0,0.24275507
Nup93,-2.988789,-1.120321,0.0028008550634796756,0.045320061334493074,0.14814814814814814,0.5502078555045872,0.26981398,0.51480883
Cplx2,-2.9917023,-0.7735757,0.0027742668842526113,0.04493342446043862,0.14814814814814814,0.5500286697247706,0.39099616,0.59769183
Cstf2,-2.99175,-1.2602919,0.0027738329395553285,0.04493342446043862,0.07407407407407407,0.4376791857798165,0.14372092,0.3149876
Pwwp2a,-2.9934692,-0.6734444,0.002758252160559247,0.04475497316076507,0.14814814814814814,0.5600630733944955,0.34755743,0.5085262
1700087I21Rik,-2.9938753,-27.912867,0.0027545850511694024,0.044722477537717124,0.0,0.3328196674311927,0.0,0.22530314
Atcay,-2.9942694,-1.5315801,0.0027510300575752013,0.044691763994586256,0.07407407407407407,0.43656823394495414,0.12239513,0.31948093
Ccdc149,-2.9948304,-2.1106057,0.0027459741200308086,0.04463661500618743,0.037037037037037035,0.38374426605504586,0.06563093,0.25692645
Strn4,-2.9954393,-2.477535,0.002740497493960384,0.044574556696559034,0.037037037037037035,0.3824182912844037,0.051674455,0.2587916
Tcaf1,-2.99649,-1.2215971,0.002731071087814615,0.04444814059938141,0.2222222222222222,0.6674311926605505,0.4016445,0.76671463
Morf4l1,-2.9992602,-0.96992606,0.0027063614719767836,0.04407268651637344,0.18518518518518517,0.6067947247706422,0.34457976,0.5910145
Tomm20,-2.9993794,-2.3460517,0.002705301009035442,0.04407268651637344,0.037037037037037035,0.38227494266055045,0.06610041,0.29819927
Dtx3,-3.0016959,-2.2872713,0.0026848030170411787,0.04377467055090805,0.037037037037037035,0.3839234518348624,0.058125637,0.25629845
Igsf8,-3.0022569,-28.124521,0.002679858414096128,0.04372058019839888,0.0,0.33375143348623854,0.0,0.2566822
Lrrk2,-3.0032718,-2.0702188,0.0026709371769821034,0.04360150786482936,0.037037037037037035,0.38474770642201833,0.076601304,0.2884283
Dpysl2,-3.0045733,-1.082446,0.0026595367234152193,0.0434417943818644,0.2222222222222222,0.6756737385321101,0.42274356,0.74866366
Mapkbp1,-3.005803,-27.756016,0.002648804705653043,0.0432928117037088,0.0,0.33414564220183485,0.0,0.2043031
Immt,-3.0058508,-1.4168115,0.0026483887278547177,0.0432928117037088,0.07407407407407407,0.4363532110091743,0.13958944,0.33644566
Lurap1l,-3.0062091,-2.528835,0.002645270797157689,0.043287713958359994,0.037037037037037035,0.3840668004587156,0.05827109,0.29734215
Depdc5,-3.007785,-0.9572641,0.002631591723151713,0.043090109446122196,0.14814814814814814,0.5588446100917431,0.2893302,0.5016709
Mapk8,-3.0090747,-1.276958,0.002620447882960985,0.04293380159461077,0.18518518518518517,0.6024942660550459,0.2967374,0.6082144
Ror1,-3.009349,-28.537746,0.0026180802367610063,0.04292118118472742,0.0,0.3345398509174312,0.0,0.32907984
Cracdl,-3.0097432,-1.3511541,0.0026146865950474403,0.04289171477956332,0.18518518518518517,0.5940366972477065,0.34427235,0.7170773
Rbm10,-3.0114386,-1.5570811,0.002600129488331528,0.04267897333626643,0.037037037037037035,0.38596616972477066,0.097309045,0.2629293
Eefsec,-3.012525,-1.2554121,0.002590839636960147,0.042552482301417574,0.1111111111111111,0.49695384174311924,0.18869162,0.40264672
Nxpe4,-3.0125968,-1.0953262,0.002590228187034823,0.042552482301417574,0.1111111111111111,0.49820814220183485,0.23552334,0.44943258
Thrb,-3.0127041,-1.4379721,0.002589311259540258,0.042552482301417574,0.25925925925925924,0.6940940366972477,0.56546414,1.1183692
Scmh1,-3.0138385,-1.0029776,0.002579650664731658,0.04244654829230842,0.2222222222222222,0.7021932339449541,0.5116763,0.84969574
Rbbp4,-3.0142086,-1.6209606,0.0025765053993395282,0.04242077210799824,0.07407407407407407,0.4374283256880734,0.11825221,0.32649285
Csnk2a1,-3.0142922,-0.8312873,0.0025757956636161703,0.04242077210799824,0.14814814814814814,0.557052752293578,0.30687904,0.4941322
Rnf24,-3.0151997,-2.2872999,0.002568101460622647,0.042334286041061674,0.037037037037037035,0.3854644495412844,0.061671242,0.27042386
Faim2,-3.0156415,-1.1820918,0.002564363210618015,0.042298612320016,0.07407407407407407,0.4391485091743119,0.16670485,0.34473678
Ski,-3.015761,-1.2936493,0.0025633537273430365,0.042298612320016,0.14814814814814814,0.5503512041284404,0.22971725,0.49046743
Usp40,-3.016358,-1.450208,0.0025583117599835307,0.04225066809511829,0.1111111111111111,0.4921875,0.16070336,0.38958722
Stmn1,-3.019283,-1.5102897,0.0025337369688443914,0.04187054880249003,0.07407407407407407,0.43599483944954126,0.1660881,0.41521105
Ythdc2,-3.0193546,-0.9989819,0.0025331378549731795,0.04187054880249003,0.1111111111111111,0.49878153669724773,0.22263929,0.4043907
Eif5b,-3.0195458,-1.1098946,0.0025315408513948354,0.04187054880249003,0.1111111111111111,0.49516198394495414,0.21543585,0.417961
Ptk2,-3.0219216,-1.4024954,0.0025117549277091835,0.041584014114322713,0.37037037037037035,0.798057626146789,0.7227001,1.3355737
Atm,-3.0222201,-2.3403308,0.002509279286319974,0.04156864021172485,0.037037037037037035,0.38607368119266056,0.05827109,0.26533192
Galnt9,-3.0235693,-2.202592,0.0024981172093942513,0.04143482062742193,0.037037037037037035,0.38686209862385323,0.076601304,0.3122201
Kcnk2,-3.0237365,-2.5290518,0.0024967374642788924,0.04143482062742193,0.037037037037037035,0.3856436353211009,0.06563093,0.3303986
Ccdc88c,-3.0248232,-27.987444,0.0024877861011930796,0.04131447004886159,0.0,0.33626003440366975,0.0,0.23594856
Cep112,-3.0271275,-1.6514491,0.0024688984377703774,0.04105154766267948,0.1111111111111111,0.49021645642201833,0.20209147,0.53272474
Nhsl2,-3.0273304,-1.3240758,0.002467241061189455,0.04104939152579608,0.1111111111111111,0.49186496559633025,0.20520161,0.45125523
Wipi2,-3.0279632,-2.0378158,0.002462080478314319,0.04098891106090815,0.037037037037037035,0.38722047018348627,0.071257405,0.26488206
Fbxw8,-3.0281065,-2.1162598,0.0024609134166250417,0.04098891106090815,0.037037037037037035,0.38736381880733944,0.06563093,0.2578158
Lnpep,-3.028381,-1.1250618,0.002458677963198808,0.04098305016820842,0.2222222222222222,0.6845613532110092,0.43404573,0.78180224
Cntnap2,-3.0296466,-0.9601712,0.0024483994348225902,0.04083705326733892,0.8518518518518519,0.9143850344036697,2.175632,2.784409
Smpd4,-3.0296586,-27.76084,0.002448302655082965,0.04083705326733892,0.0,0.33679759174311924,0.0,0.20492162
Pds5b,-3.0296707,-1.2458606,0.002448205878844117,0.04083705326733892,0.2222222222222222,0.6751003440366973,0.39886054,0.7712116
Ralgps2,-3.0302317,-0.8346683,0.002443661342419616,0.04083406733259644,0.14814814814814814,0.5657970183486238,0.33345845,0.5340735
Ubn1,-3.0315452,-1.452998,0.0024330553554214153,0.04068213901690942,0.07407407407407407,0.4412987385321101,0.13125072,0.324964
Thsd7b,-3.032154,-1.6993198,0.002428152342672346,0.040625438012207936,0.18518518518518517,0.5560851490825688,0.3440346,0.84737027
Cdc40,-3.03373,-1.1321615,0.0024155041538736093,0.04043900100597127,0.1111111111111111,0.500824254587156,0.22163257,0.43426692
Zfp536,-3.0346973,-1.8939513,0.0024077726508063124,0.04033469521643741,0.1111111111111111,0.4778526376146789,0.23650421,0.68894565
Arl3,-3.0352824,-1.2335907,0.0024031065716903417,0.040281642907872416,0.1111111111111111,0.49663130733944955,0.19390668,0.4075869
Slc2a3,-3.035342,-1.6281152,0.002402630906865404,0.040281642907872416,0.07407407407407407,0.4408328555045872,0.119251594,0.33037913
Rbm41,-3.0357838,-27.843948,0.0023991136648809637,0.04026494951614709,0.0,0.337478497706422,0.0,0.2158489
Tor1aip2,-3.0360105,-2.285032,0.002397309345781512,0.04025981382571827,0.037037037037037035,0.3876863532110092,0.060723882,0.26629794
Ttbk1,-3.0364285,-27.783953,0.002393988851431125,0.04022919351967125,0.0,0.33755017201834864,0.0,0.2079099
Eml2,-3.0365121,-1.3866717,0.0023933252579957606,0.04022919351967125,0.07407407407407407,0.4424096903669725,0.14000668,0.33142218
Zfat,-3.0402014,-2.1335552,0.0023641995806205685,0.03980328491934504,0.037037037037037035,0.38894065366972475,0.06874928,0.2717673
Glt1d1,-3.041264,-27.817692,0.0023558710336791153,0.0396879339654908,0.0,0.3380877293577982,0.0,0.21234158
Ptpn5,-3.0424342,-1.2302734,0.002346731357041992,0.03958359796843586,0.07407407407407407,0.44409403669724773,0.16266578,0.3467245
