names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_BAM NN (for_DEGs),mean_expr_Rest (for_DEGs)
Scd2,-3.0425057,-1.052305,0.002346172841172161,0.03958359796843586,0.14814814814814814,0.5447247706422018,0.33025947,0.594186
Lrrc4,-3.0425537,-2.1486163,0.0023458005648831597,0.03958359796843586,0.037037037037037035,0.38879730504587157,0.071257405,0.2832869
Rab3ip,-3.0425537,-27.902504,0.0023458005648831597,0.03958359796843586,0.0,0.33823107798165136,0.0,0.2238585
Cep290,-3.043055,-2.010613,0.002341894928264256,0.03958359796843586,0.037037037037037035,0.3891915137614679,0.07471928,0.27202386
Safb,-3.0449533,-1.6964047,0.002327163184222826,0.03940193746696114,0.07407407407407407,0.4398294151376147,0.11214779,0.32543036
Hs6st3,-3.0453355,-1.3888692,0.002324208583343569,0.0393767242335698,0.5925925925925926,0.7946530963302753,1.2214328,1.9829414
Cyth3,-3.045622,-1.4867823,0.0023219948876121656,0.03936403951428321,0.07407407407407407,0.44341313073394495,0.13639052,0.34326833
Cpsf7,-3.0463266,-1.4915781,0.0023165610914535387,0.03929671497939178,0.07407407407407407,0.4429830848623853,0.12702037,0.32270098
Ndufaf7,-3.046422,-27.833061,0.0023158252028192667,0.03929671497939178,0.0,0.338661123853211,0.0,0.2143885
Slc41a2,-3.0473893,-27.827568,0.0023083863792474554,0.03920754867912713,0.0,0.3387686353211009,0.0,0.21365483
Rhobtb2,-3.0473893,-27.854605,0.0023083863792474554,0.03920754867912713,0.0,0.3387686353211009,0.0,0.21728745
Fbrsl1,-3.0496817,-1.3904425,0.0022908409524972956,0.03895879518582426,0.07407407407407407,0.4440581995412844,0.13883455,0.32962275
Reps1,-3.051556,-1.2400854,0.0022765847877964742,0.038740869694801304,0.1111111111111111,0.5000716743119266,0.19493583,0.411054
Chst1,-3.0519142,-1.3380733,0.0022738699462160725,0.03871919230343845,0.1111111111111111,0.497634747706422,0.1956289,0.43584478
Birc2,-3.053192,-27.841715,0.002264211147207404,0.038579171544364584,0.0,0.33941370412844035,0.0,0.21554826
Tmem165,-3.0557709,-27.917667,0.0022448274447064644,0.03827316842592811,0.0,0.33970040137614677,0.0,0.22597592
Adora1,-3.0570602,-28.015942,0.0022351927196501728,0.038133097382222314,0.0,0.33984375,0.0,0.24013305
Cd46,-3.0576453,-1.5271878,0.0022308339176218836,0.0380829144641042,0.1111111111111111,0.4967746559633027,0.16165072,0.40924913
Me1,-3.0596392,-27.996262,0.002216036853736084,0.03785436125867042,0.0,0.3401304472477064,0.0,0.23723616
Map3k12,-3.060487,-2.1452162,0.002209773179871128,0.03777137744474377,0.037037037037037035,0.39112672018348627,0.06563093,0.262413
Stam,-3.061323,-1.2455146,0.0022036136153209267,0.03770209520247543,0.07407407407407407,0.44595756880733944,0.15052687,0.32582
Cit,-3.0617886,-1.8905675,0.0022001886877237487,0.03767945827860875,0.07407407407407407,0.43527809633027525,0.14070755,0.44481632
Ube4a,-3.0627198,-1.136968,0.0021933534648449727,0.037586356888000265,0.1111111111111111,0.5022577408256881,0.20452195,0.40484908
Ubb,-3.0641885,-1.732891,0.0021826143807281697,0.037426195539352856,0.1111111111111111,0.4830490252293578,0.22180977,0.6018234
Silc1,-3.065442,-27.936304,0.0021734850269184225,0.03729344998294892,0.0,0.34077551605504586,0.0,0.22860174
Dmd,-3.0671494,-0.8435234,0.0021611080130695907,0.037104774639731566,0.7777777777777778,0.8750358371559633,1.775911,2.2826688
Pank1,-3.0673642,-1.6873561,0.0021595546543117148,0.0371018117399973,0.037037037037037035,0.39241685779816515,0.09345025,0.27420413
Bace1,-3.0673764,-27.924498,0.002159468386623598,0.0371018117399973,0.0,0.3409905389908257,0.0,0.22693543
Zfr2,-3.0676987,-27.777216,0.0021571403529510513,0.0371018117399973,0.0,0.341026376146789,0.0,0.20703469
Hacd1,-3.0683434,-2.0147312,0.0021524911870316084,0.03705152991386247,0.037037037037037035,0.3922735091743119,0.076601304,0.27893013
Atg16l1,-3.0684628,-1.2761065,0.0021516312391882805,0.03705152991386247,0.07407407407407407,0.4466743119266055,0.1452656,0.32110298
Cep350,-3.0684867,-1.0634949,0.0021514592874226877,0.03705152991386247,0.18518518518518517,0.6212729357798165,0.33995497,0.61313224
Ptdss1,-3.0686657,-27.838818,0.002150170050720005,0.03705152991386247,0.0,0.3411338876146789,0.0,0.21515949
Ncbp1,-3.0693104,-27.861073,0.0021455346612427365,0.03702666432086855,0.0,0.3412055619266055,0.0,0.21816443
Rundc3b,-3.0696208,-1.1783764,0.0021433060764209557,0.037011975754133085,0.14814814814814814,0.565223623853211,0.268456,0.52883023
Sacm1l,-3.0702298,-1.3144237,0.0021389407852644804,0.03696034655952192,0.14814814814814814,0.5599555619266054,0.23140737,0.4992931
Prepl,-3.0714836,-1.2415453,0.002129979079565562,0.03682917494718575,0.14814814814814814,0.5619266055045872,0.24928667,0.512477
Dag1,-3.074146,-1.1174823,0.0021110602267150258,0.036544564701637874,0.1111111111111111,0.5046588302752294,0.21167618,0.41310066
Dnaja2,-3.0746477,-1.1371288,0.0021075143271497574,0.03651122499710766,0.07407407407407407,0.44699684633027525,0.17148346,0.34460682
Ylpm1,-3.0746834,-1.436483,0.0021072612577417624,0.03651122499710766,0.2962962962962963,0.7451261467889908,0.5118861,1.0328984
Ppp1r10,-3.0760803,-27.893827,0.0020974132620801326,0.0364066500982514,0.0,0.34195814220183485,0.0,0.22265561
Grid2,-3.076534,-1.3596957,0.00209422386023506,0.036374786764393055,0.5185185185185185,0.8131450688073395,1.0692931,1.7766774
Stum,-3.076761,-2.5592563,0.002092630827971499,0.03637062765044902,0.037037037037037035,0.3919509747706422,0.05827109,0.3028092
Ntng2,-3.0770473,-28.157509,0.0020906201653608,0.036359199898540265,0.0,0.34206565366972475,0.0,0.2619042
Ncald,-3.078158,-1.4264158,0.0020828455731199654,0.03624744854257349,0.25925925925925924,0.7024082568807339,0.5225291,1.0454199
Stx18,-3.0798771,-1.6210407,0.002070859803801546,0.036085605011768836,0.07407407407407407,0.44653096330275227,0.11777486,0.3253148
L1cam,-3.079949,-27.888386,0.002070361772533077,0.036085605011768836,0.0,0.3423881880733945,0.0,0.22190398
Zc3h7b,-3.0805936,-27.862423,0.00206588443287959,0.03604565890355493,0.0,0.3424598623853211,0.0,0.21834816
5330434G04Rik,-3.0807965,-1.4840881,0.002064476739430919,0.036044502916509936,0.2222222222222222,0.6466814793577982,0.39553782,0.8574977
Rchy1,-3.084462,-27.867783,0.002039206408950332,0.03562644746976295,0.0,0.34288990825688076,0.0,0.21907769
Ccnh,-3.085047,-1.1772358,0.0020351993993500787,0.03557957570626975,0.1111111111111111,0.5047663417431193,0.20153572,0.40874708
Neto1,-3.085083,-1.4502372,0.002034954307088295,0.03557957570626975,0.25925925925925924,0.6923738532110092,0.5586459,1.1134243
Sema6a,-3.0852022,-2.9805741,0.002034137528462893,0.03557957570626975,0.037037037037037035,0.3891915137614679,0.060723882,0.40155515
Ppib,-3.0852022,-2.440042,0.002034137528462893,0.03557957570626975,0.037037037037037035,0.39230934633027525,0.061671242,0.29654077
Sdk2,-3.0853693,-2.8571742,0.0020329945437378445,0.03557957570626975,0.037037037037037035,0.3910192087155963,0.05367187,0.33613643
Sipa1l1,-3.0861096,-1.385348,0.0020279398344866073,0.03556837033463129,0.37037037037037035,0.754264621559633,0.6941891,1.2858659
Cdkl2,-3.087041,-2.2678056,0.002021597064769554,0.03550347263422086,0.037037037037037035,0.39410120412844035,0.061671242,0.26723894
Rnpc3,-3.0877097,-2.131604,0.002017054513585105,0.035446863819510635,0.037037037037037035,0.39428038990825687,0.06874928,0.2714455
Sec22a,-3.0878768,-1.8541615,0.0020159203402950188,0.035446863819510635,0.037037037037037035,0.39467459862385323,0.08329596,0.27311173
Cachd1,-3.0880082,-28.32929,0.002015029614730812,0.035446863819510635,0.0,0.34328411697247707,0.0,0.29062358
Prex2,-3.0885215,-2.9442837,0.002011551151824925,0.035419645772959196,0.037037037037037035,0.39026662844036697,0.060723882,0.39330375
Pcnp,-3.0898707,-1.5105319,0.002002436326646866,0.03528227153901724,0.07407407407407407,0.4477494266055046,0.13008805,0.33348894
Phtf1,-3.0907066,-1.2039329,0.0019968090041312327,0.03520620599803558,0.1111111111111111,0.506629873853211,0.20093514,0.41387805
Eps15l1,-3.0912676,-1.0938784,0.001993038807161058,0.035162805481561143,0.1111111111111111,0.5077049885321101,0.21054688,0.40561154
Creg2,-3.0918765,-27.984621,0.001988955134462582,0.03511381370762784,0.0,0.3437141628440367,0.0,0.23553778
Bicral,-3.0921273,-0.96517175,0.0019872758555102557,0.03510723355526665,0.18518518518518517,0.6370054472477065,0.39715374,0.66880894
Smarca5,-3.0926766,-1.2100266,0.0019836019813736427,0.035065385025993275,0.1111111111111111,0.5041571100917431,0.20385706,0.42075795
Cdk17,-3.0926886,-1.1447409,0.0019835221838249008,0.035065385025993275,0.2222222222222222,0.6780389908256881,0.45625913,0.82345253
Lonrf2,-3.0929272,-1.680139,0.0019819268514936913,0.035065385025993275,0.07407407407407407,0.446495126146789,0.11465591,0.3288132
Las1l,-3.0941331,-27.9499,0.0019738884000920953,0.034962677198730786,0.0,0.3439650229357798,0.0,0.23053543
Ift81,-3.094181,-2.518983,0.001973570662542689,0.034962677198730786,0.037037037037037035,0.39406536697247707,0.05367187,0.27462786
Sptb,-3.0943482,-2.4722717,0.0019724589508111397,0.034962677198730786,0.037037037037037035,0.39438790137614677,0.05658097,0.27992433
Tnrc6c,-3.0964017,-1.563733,0.001958847613092542,0.03476501675283792,0.2962962962962963,0.7837586009174312,0.6489503,1.3084804
Npat,-3.0974524,-1.7666856,0.0019519170671529731,0.034664911827098736,0.07407407407407407,0.4462084288990826,0.10949892,0.3320046
Lrrc4b,-3.09756,-1.4897698,0.0019512095317176861,0.034664911827098736,0.07407407407407407,0.44753440366972475,0.1361009,0.3432093
5530601H04Rik,-3.098324,-27.870989,0.0019461849552921242,0.03460886151469184,0.0,0.3444309059633027,0.0,0.21951504
Tmem181a,-3.0994942,-2.1544967,0.0019385140910256494,0.03449528054692662,0.037037037037037035,0.3956780389908257,0.06610041,0.26561484
Pcsk2,-3.1005208,-1.3975127,0.0019318053964727934,0.034398681910685194,0.4074074074074074,0.7706422018348624,0.8318076,1.4857184
Brms1l,-3.1008434,-2.4835222,0.0019297035796338915,0.03438404189970999,0.037037037037037035,0.3947104357798165,0.05367187,0.26878
Pank3,-3.103482,-27.8911,0.0019125785914529026,0.034124161190132465,0.0,0.3450043004587156,0.0,0.22227831
Map6,-3.1037686,-1.295356,0.0019107272897674007,0.034113782243222625,0.1111111111111111,0.5038704128440367,0.19224463,0.4188731
Slc6a7,-3.105094,-27.94808,0.001902186407230053,0.03398387550682947,0.0,0.3451834862385321,0.0,0.23027603
Klhl3,-3.1091294,-1.4532428,0.001876394510725544,0.03356772337096895,0.14814814814814814,0.565223623853211,0.2422616,0.55997175
Brk1,-3.1128547,-2.2711937,0.0018528721288449184,0.033191116068041975,0.037037037037037035,0.3958572247706422,0.071257405,0.3049283
Rps27a,-3.1139054,-2.041395,0.0018462867644889697,0.03309521371702376,0.037037037037037035,0.397254873853211,0.10815328,0.38537958
Syngap1,-3.1142635,-2.3750656,0.0018440466736268642,0.03307712558101057,0.037037037037037035,0.3968606651376147,0.05827109,0.27099463
Tcte2,-3.1150875,-27.898655,0.0018389039383104775,0.03300691304101705,0.0,0.3462944380733945,0.0,0.22332384
Lrrc8c,-3.1161978,-2.8885548,0.001831993275430576,0.03290485248049437,0.037037037037037035,0.3946387614678899,0.043398507,0.2840164
Kcnc1,-3.1166754,-1.8421719,0.0018290282931699394,0.03287357206520152,0.037037037037037035,0.39782826834862384,0.09889117,0.31677812
Cdh2,-3.1172009,-1.4052109,0.00182577190608147,0.03283700877939029,0.37037037037037035,0.7655533256880734,0.6772134,1.271111
