names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_P GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Mid2,-3.217172,-1.7542151,0.001294610041879656,0.010013290680859632,0.02127659574468085,0.29879182156133827,0.060800847,0.19183512
Zfp740,-3.2175329,-3.6522777,0.001292982300317884,0.010003580307958981,0.02127659574468085,0.2955390334572491,0.01626127,0.18741493
Cab39l,-3.218002,-1.289053,0.0012908690602944537,0.009990107042082941,0.0851063829787234,0.37231913068344297,0.11648773,0.2638253
Eif4a1,-3.218444,-1.6087495,0.0012888806557721873,0.009977592400057238,0.0425531914893617,0.325564769802688,0.082940154,0.23407851
Cep78,-3.2193556,-1.6743134,0.0012847910239759362,0.009948799658280522,0.02127659574468085,0.2989705461824421,0.058508813,0.17589436
Mapk8ip3,-3.21996,-0.2895032,0.0012820847118977323,0.00993070516249411,0.1702127659574468,0.5189090649127824,0.37147197,0.43814963
Rhobtb3,-3.2200232,-3.1001496,0.0012818022666919004,0.00993070516249411,0.0425531914893617,0.31591364026308266,0.027323429,0.21311918
Rilpl1,-3.2202218,-2.028964,0.0012809149556446886,0.009927368000626704,0.02127659574468085,0.29889905633400055,0.052302126,0.1981392
Ensa,-3.2204654,-1.1650705,0.0012798267579300787,0.009921796014305024,0.06382978723404255,0.3527309122104661,0.11545995,0.24251571
Angel2,-3.2208984,-0.59535265,0.0012778942910905468,0.00991253452702165,0.0851063829787234,0.37950386045181583,0.17332785,0.25148734
Cfap54,-3.222252,-1.7041388,0.0012718726797459924,0.009868674243365525,0.0425531914893617,0.31945238776093793,0.071568914,0.21651652
Tmtc3,-3.2240746,-2.6657724,0.0012638049625653103,0.009808907956132262,0.02127659574468085,0.29879182156133827,0.031286236,0.18371299
Cdc123,-3.225049,-0.6002471,0.001259510938276239,0.009778404770725958,0.0851063829787234,0.37964684014869887,0.18260619,0.26521665
Lpgat1,-3.226619,-0.5840459,0.0012526211127657744,0.009727725231218601,0.2553191489361702,0.6565270231627109,0.55033195,0.7419573
Fig4,-3.2271245,-2.031563,0.0012504111106912469,0.0097133699173963,0.0425531914893617,0.32456391192450673,0.054357238,0.20570374
Pard3b,-3.22855,-1.7411109,0.0012441951419231397,0.009667878387355338,0.0425531914893617,0.3277452101801544,0.11655037,0.34587967
Flrt2,-3.2293801,-0.67297864,0.001240588874261787,0.00964264479358236,0.2127659574468085,0.6032670860737775,0.56193006,0.7894763
A830018L16Rik,-3.229678,-1.1397523,0.001239297675587539,0.009635395990462144,0.2978723404255319,0.688768944809837,0.71047115,1.1879776
Psmb7,-3.2298675,-0.5854296,0.0012384766499712171,0.009631799590369495,0.0851063829787234,0.3880826422647984,0.19648023,0.28199497
Gtpbp2,-3.2307065,-2.625024,0.001234846713675715,0.009606349506793996,0.02127659574468085,0.29947097512153276,0.031286236,0.17902815
Fstl5,-3.2314193,-0.8759865,0.0012317709401220075,0.009587973685132775,0.14893617021276595,0.4709393766085216,0.36061075,0.5860515
Pot1a,-3.2324932,-2.7096126,0.001227151166639546,0.009557551260175247,0.02127659574468085,0.2993637403488705,0.031286236,0.1888775
Celsr2,-3.2327096,-0.8167328,0.001226221388912496,0.00955338049712595,0.0851063829787234,0.38461538461538464,0.16919884,0.28120562
Ptpn2,-3.2341082,-0.32919914,0.0012202322271904135,0.009511934999885818,0.1276595744680851,0.45088647412067484,0.27729225,0.3375144
Usp53,-3.234406,-1.2403438,0.0012189606089013777,0.009504779907481142,0.0851063829787234,0.3798970546182442,0.123506606,0.27046555
Cep95,-3.2349112,-27.412394,0.0012168055117417183,0.009490729782438308,0.0,0.27266228195596226,0.0,0.16435269
Cenpv,-3.2354255,-0.5841281,0.001214615545298863,0.009476399448949027,0.06382978723404255,0.35912925364598225,0.16098136,0.23257315
Cep97,-3.2361202,-2.276299,0.0012116629502141728,0.009456109053806224,0.02127659574468085,0.3001501286817272,0.045937065,0.20516297
Rbl2,-3.2361925,-1.1073881,0.0012113565675810276,0.009456109053806224,0.0425531914893617,0.32906777237632256,0.10438765,0.21274287
Zfp131,-3.2370858,-1.3988917,0.0012075710001925276,0.009429652070669344,0.0425531914893617,0.32856734343723193,0.08517353,0.21062052
Ablim3,-3.2377174,-2.8902159,0.0012049009348281622,0.009411537243846722,0.02127659574468085,0.29982842436374035,0.031727266,0.21429762
Lrrk2,-3.2378888,-0.81641227,0.0012041771444328418,0.009408618746993445,0.0851063829787234,0.3839719759794109,0.1736205,0.2881043
Ubxn4,-3.238764,-0.2946508,0.0012004882594039963,0.00938252458702309,0.2127659574468085,0.5800328853302831,0.46177995,0.54225457
2610008E11Rik,-3.2401807,-0.5619572,0.001194539706249283,0.009338749463752759,0.06382978723404255,0.3597369173577352,0.1675342,0.23842676
Pkp2,-3.2401898,-1.5707557,0.0011945019048060696,0.009338749463752759,0.0425531914893617,0.32924649699742636,0.099198684,0.26986727
Cntn6,-3.2402167,-1.4162445,0.0011943885071072835,0.009338749463752759,0.10638297872340426,0.4087074635401773,0.23073885,0.52630204
Tsg101,-3.2402349,-1.8262212,0.001194312914166851,0.009338749463752759,0.02127659574468085,0.30072204746925935,0.058508813,0.19364572
Nuak1,-3.24074,-0.6483613,0.0011921981055277781,0.009331302969860589,0.0851063829787234,0.38994137832427794,0.19816662,0.295291
Mpc1,-3.2422922,-0.32062414,0.0011857242348362696,0.009283336302462286,0.1702127659574468,0.5152630826422648,0.36574116,0.43920895
Gm12353,-3.243005,-2.8018358,0.0011827616697086061,0.00926284059022741,0.0425531914893617,0.32202602230483274,0.03456482,0.2193312
Tcf12,-3.2431583,-1.0228537,0.0011821250505805634,0.009260553967667562,0.3404255319148936,0.8117314841292537,0.8851758,1.3589938
Agl,-3.2432485,-4.314655,0.0011817507166531867,0.009260321305474228,0.02127659574468085,0.29428796110952243,0.011062159,0.19995904
Rnf2,-3.2450893,-27.44154,0.0011741381716626888,0.009203352588266175,0.0,0.2735201601372605,0.0,0.16744025
Dnajc3,-3.2452788,-1.1290753,0.0011733571051706082,0.009199914040249267,0.0425531914893617,0.3296754360880755,0.113709785,0.2338032
Kcna4,-3.246587,-1.5739388,0.001167977116163228,0.009160404294018078,0.0425531914893617,0.32635115813554477,0.07568124,0.21031043
Nsd1,-3.246984,-0.86961997,0.001166349081592963,0.009150306517489902,0.3191489361702128,0.800471832999714,0.7982629,1.1731728
Coq2,-3.247309,-1.7670606,0.0011650186134290114,0.00914520892282721,0.02127659574468085,0.3013297111810123,0.05779367,0.18440428
Trim3,-3.248085,-1.7983184,0.0011618459480880288,0.00912296920664095,0.02127659574468085,0.30140120102945384,0.055850327,0.18214038
Nt5dc1,-3.248085,-2.0978503,0.0011618459480880288,0.00912296920664095,0.02127659574468085,0.3013297111810123,0.05099006,0.20207088
Trmt13,-3.24813,-0.8760031,0.0011616617366405446,0.00912296920664095,0.0425531914893617,0.33035458964826997,0.12015006,0.2105072
Slc9a6,-3.2482564,-1.8579627,0.0011611460881759033,0.00912296920664095,0.0425531914893617,0.3226694309408064,0.06336429,0.21279095
Phkg2,-3.24933,-27.387508,0.0011567716093125542,0.009093754576427249,0.0,0.2738776093794681,0.0,0.16175692
Csde1,-3.2502956,-0.2679883,0.001152851264385708,0.00906558778871641,0.2127659574468085,0.6035887903917644,0.4994849,0.57668173
Anp32a,-3.2505662,-1.2734826,0.0011517543084499187,0.009059613076126849,0.06382978723404255,0.3569130683442951,0.11980555,0.26825953
Adcyap1r1,-3.2512882,-2.3400724,0.001148833807279605,0.00903928679402723,0.02127659574468085,0.30147269087789536,0.04343689,0.20276137
Zfp799,-3.2518294,-0.5949895,0.0011466479249902701,0.009024730446540292,0.10638297872340426,0.414426651415499,0.19820492,0.28601405
9530052E02Rik,-3.2518747,-27.407509,0.001146465941768802,0.009024730446540292,0.0,0.2740920789247927,0.0,0.16383953
Sdf4,-3.2522175,-0.82680184,0.0011450837414779232,0.00901770226656266,0.0425531914893617,0.33071203889047757,0.13574332,0.22942929
Skil,-3.2527587,-0.6259735,0.001142904455715736,0.009003178752589219,0.0851063829787234,0.38983414355161566,0.19561349,0.28775552
Ppp2r2b,-3.2536883,-1.4171207,0.0011391722859842822,0.008976410359060898,0.3404255319148936,0.7690520446096655,0.8899525,1.5753125
Cdkl3,-3.2537334,-4.215222,0.0011389913997335414,0.008976410359060898,0.02127659574468085,0.29528881898770376,0.011062159,0.18781558
Rmnd1,-3.2537875,-4.1233,0.001138774371279549,0.008976410359060898,0.02127659574468085,0.29582499285101516,0.011062159,0.17718923
Atp6ap1,-3.254013,-0.43451008,0.0011378704974588315,0.008974047627449017,0.10638297872340426,0.4187875321704318,0.26230207,0.34026945
Spaca6,-3.2546628,-1.2787098,0.0011352710448886188,0.008956175271919315,0.0425531914893617,0.3301758650271661,0.08574716,0.19657071
Eif2a,-3.2547529,-1.216667,0.0011349104442922486,0.008955959952461887,0.06382978723404255,0.3519087789533886,0.1073489,0.23378485
Vps35l,-3.2550147,-0.3512502,0.0011338653012417316,0.008950340964854678,0.14893617021276595,0.48341435516156706,0.308504,0.3791269
AI480526,-3.2562237,-3.4775376,0.0011290475635994598,0.008914930365535553,0.02127659574468085,0.2995424649699743,0.018303549,0.1871094
Apoo,-3.256359,-1.7820847,0.0011285094439994722,0.00891330063499877,0.06382978723404255,0.34822705175865026,0.07021123,0.22326504
Cacna2d3,-3.2586598,-1.3538634,0.0011193976123961174,0.008843932327281293,0.3191489361702128,0.7459250786388333,0.8806725,1.5283009
Tmem248,-3.2603562,-27.388926,0.0011127234833491007,0.008793788234585393,0.0,0.2748069774092079,0.0,0.16190381
Safb,-3.260627,-0.5601276,0.001111661873208312,0.0087879830930001,0.1276595744680851,0.4388761795824993,0.2313859,0.32487163
Gm49678,-3.2623322,-1.1333413,0.0011049952358225075,0.008737852262080865,0.19148936170212766,0.5555833571632828,0.51880676,0.9129806
Eef2k,-3.262973,-1.099286,0.001102500404662403,0.008720690572057335,0.06382978723404255,0.3569845581927366,0.11817812,0.2380428
Glmn,-3.2630992,-1.7721547,0.0011020090813477989,0.008719371029392037,0.06382978723404255,0.34901344009150703,0.07052623,0.22281544
Rxylt1,-3.2638211,-4.271194,0.0010992054016520244,0.008699749379201736,0.02127659574468085,0.29636116671432655,0.011062159,0.19456641
Kctd4,-3.264173,-27.66792,0.0010978410008238516,0.008691510810882997,0.0,0.27512868172719473,0.0,0.19329646
Zfp81,-3.2648497,-1.5730245,0.0010952215540840269,0.008673328369654525,0.02127659574468085,0.30290248784672574,0.06459556,0.181098
Atp2a2,-3.2648768,-0.6187207,0.0010951168965377123,0.008673328369654525,0.3191489361702128,0.765084358021161,0.7758818,1.0297626
Zfp397,-3.2651205,-1.5641644,0.0010941753947355216,0.00867015418948495,0.0425531914893617,0.32899628252788105,0.075874045,0.20952788
Nectin3,-3.2651474,-0.9484646,0.0010940708296455518,0.00867015418948495,0.10638297872340426,0.4144981412639405,0.24511114,0.42920297
Mmp17,-3.2659595,-0.56809884,0.0010909381709476662,0.008649604205772732,0.06382978723404255,0.36198884758364314,0.17872024,0.25473377
Tbc1d15,-3.266122,-0.97767305,0.0010903126355396703,0.008647196138415272,0.0425531914893617,0.3318201315413211,0.11159986,0.20904808
Abl1,-3.266961,-0.50642186,0.0010870859838450347,0.008624151280164182,0.1276595744680851,0.45188733199885617,0.26318234,0.3560424
Col4a1,-3.2671056,-1.7423787,0.0010865317521948502,0.008622300112662618,0.02127659574468085,0.30308121246782954,0.059806544,0.1874825
Rnf144a,-3.267286,-3.7182715,0.0010858393301453142,0.008619350901330751,0.02127659574468085,0.299435230197312,0.018303549,0.21762708
Sqstm1,-3.2681882,-0.7147159,0.0010823833377039147,0.008594456348730553,0.06382978723404255,0.361559908492994,0.16901699,0.26405808
Pabpc1,-3.2686756,-0.36983177,0.0010805213348593638,0.008582207587251287,0.10638297872340426,0.42493565913640263,0.27039865,0.33733732
Wtap,-3.2710216,-1.2919273,0.0010715975400143558,0.008513845623946109,0.06382978723404255,0.3570917929653989,0.10665936,0.2434152
Crbn,-3.2717433,-1.7448965,0.0010688655032024168,0.008494651307615777,0.02127659574468085,0.30347440663425795,0.060800847,0.19071095
Gdap2,-3.2722306,-27.36058,0.00106702502241938,0.008482533240357616,0.0,0.27580783528738917,0.0,0.15899152
Yy1,-3.2729435,-0.87654823,0.0010643377485014015,0.008463674253398243,0.06382978723404255,0.3614169287961109,0.1419907,0.24694377
Man1c1,-3.2730246,-1.8170395,0.0010640320009629714,0.008463674253398243,0.0425531914893617,0.32742350586216756,0.074595936,0.24129502
Cdkl2,-3.2736833,-0.5907962,0.0010615550494202514,0.008446545507231907,0.0851063829787234,0.39348012582213326,0.18505393,0.2670923
Ypel3,-3.2737284,-1.3136034,0.0010613855905557733,0.008446545507231907,0.0425531914893617,0.3319273663139834,0.11665117,0.26814625
Slc26a4,-3.2743511,-27.633045,0.0010590496124641823,0.008431603877603727,0.0,0.27598655990849297,0.0,0.18908952
Ccdc138,-3.2743511,-27.46184,0.0010590496124641823,0.008431603877603727,0.0,0.27598655990849297,0.0,0.1696224
Gpi1,-3.2743871,-0.33689538,0.0010589143394134973,0.008431603877603727,0.19148936170212766,0.5518301401201029,0.43082586,0.51889974
Cops5,-3.2745225,-1.0411761,0.0010584072078313645,0.008431603877603727,0.06382978723404255,0.35895052902487845,0.12551214,0.24310476
Atp2b2,-3.2748654,-0.7026827,0.001057123479974147,0.008426255682855335,0.2765957446808511,0.7191521303974836,0.6940182,0.96712065
Slc25a25,-3.2756052,-4.167276,0.0010543582370627757,0.008406707961387769,0.02127659574468085,0.29739776951672864,0.011062159,0.18220268
Sfxn5,-3.2762368,-0.68786085,0.0010520029604411485,0.008390418387371227,0.10638297872340426,0.4193237060337432,0.22590345,0.34237516
Lmln,-3.2781677,-27.412066,0.0010448326988968229,0.008335705053253453,0.0,0.27630826422647986,0.0,0.16431764
Hivep1,-3.2785828,-1.976946,0.0010432973445013746,0.008325928021013345,0.0425531914893617,0.3279954246496997,0.07119732,0.25502452
Zmiz2,-3.279016,-27.381588,0.0010416974615746507,0.008315630063134542,0.0,0.2763797540749214,0.0,0.16114514
Tspan9,-3.279016,-27.763737,0.0010416974615746507,0.008315630063134542,0.0,0.2763797540749214,0.0,0.20529407
Zfp266,-3.2795844,-0.47235656,0.0010396010604080063,0.008303828921867757,0.10638297872340426,0.42093222762367744,0.2259012,0.3013126
Bms1,-3.2811363,-27.386114,0.0010338974154552145,0.008260726599251148,0.0,0.2765584786960252,0.0,0.16161244
Osbpl11,-3.2812989,-1.5864894,0.0010333021992168117,0.008258426559475231,0.06382978723404255,0.3498355733485845,0.08754059,0.24275061
Cmtm4,-3.2818491,-1.6301346,0.001031287434988634,0.008244776369575898,0.02127659574468085,0.30436802973977695,0.066492066,0.19294643
Adcy5,-3.2824628,-1.5536231,0.0010290457539517605,0.008229303395441609,0.0425531914893617,0.3314984272233343,0.08148998,0.22252999
Arhgef18,-3.2826161,-1.9420263,0.0010284860387384936,0.008227275933582414,0.0425531914893617,0.3293179868458679,0.05914907,0.2103689
Emb,-3.2828867,-1.7136089,0.0010274989932696243,0.008221827858592854,0.0425531914893617,0.3252073205604804,0.070528105,0.21484579
Trim24,-3.283311,-0.47392952,0.0010259543845189461,0.008211913706292548,0.1276595744680851,0.4593937660852159,0.27177262,0.36028153
Cnbp,-3.2836359,-1.1632308,0.0010247727336531321,0.008204899688098826,0.06382978723404255,0.3544824134972834,0.11680706,0.2448977
Ggnbp2,-3.285296,-0.30553022,0.0010187528318950296,0.008161564875676638,0.2553191489361702,0.6582785244495282,0.60517764,0.70691615
Pfkm,-3.2854495,-1.7039875,0.0010181983002533668,0.008159555123116004,0.0425531914893617,0.3296754360880755,0.0721116,0.21802539
Zfp738,-3.28849,-1.7304788,0.001007263026810823,0.008074331005491294,0.02127659574468085,0.30490420360308834,0.05819077,0.1813446
Car10,-3.2886796,-1.2649739,0.0010065852117333196,0.008071305472776574,0.2765957446808511,0.6382971118101229,0.67763585,1.2027451
Kcnn2,-3.2889233,-0.84827393,0.0010057143556220247,0.008066729771810091,0.23404255319148937,0.6430154418072633,0.6062201,0.9165185
Ncan,-3.2894647,-1.1637053,0.0010037816162991819,0.008053631540746198,0.0425531914893617,0.3336788676008007,0.10845821,0.2284479
P3h2,-3.2898076,-2.089894,0.0010025593270774165,0.008046227335295753,0.0425531914893617,0.3312839576780097,0.07119769,0.27319175
Ap1ar,-3.2898798,-1.5317755,0.001002302178663111,0.008046227335295753,0.0425531914893617,0.33135544752645124,0.07675413,0.20755683
Zbtb25,-3.2900422,-27.391289,0.0010017238179611469,0.008044327253023316,0.0,0.27730912210466113,0.0,0.16214895
Fbxo33,-3.2900782,-0.51828057,0.0010015953353243174,0.008044327253023316,0.06382978723404255,0.3642050328853303,0.17489102,0.24194643
Dtnbp1,-3.2901413,-0.98473537,0.0010013705274184589,0.008044327253023316,0.06382978723404255,0.35487560766371173,0.13227274,0.24675241
Lrch2,-3.2901595,-0.4381931,0.0010013063051684406,0.008044327253023316,0.1276595744680851,0.4491349728338576,0.25882483,0.3366495
Borcs5,-3.2901685,-1.7696993,0.001001274195473341,0.008044327253023316,0.02127659574468085,0.3050471832999714,0.05819077,0.18590477
Zhx2,-3.2907188,-1.8895595,0.0009993173056757378,0.008037011674201459,0.0425531914893617,0.32535030025736345,0.070528105,0.23961377
Clpp,-3.2911339,-4.2295628,0.0009978439606708857,0.008027565036894222,0.02127659574468085,0.2987560766371175,0.011062159,0.18952434
Eif4e3,-3.2922347,-1.6864336,0.000993946127500605,0.00800099833611182,0.0425531914893617,0.3306762939662568,0.067251325,0.20204145
Stxbp1,-3.2928843,-0.46838722,0.0009916523863703359,0.007984926467417119,0.23404255319148937,0.6215327423505862,0.5055466,0.6472256
Glb1,-3.2934349,-27.489882,0.000989712913855905,0.007971698439840578,0.0,0.2775950814984272,0.0,0.17267995
Cops3,-3.2938318,-1.3807815,0.0009883161310036675,0.007962834914563283,0.0425531914893617,0.3332141835859308,0.09030289,0.22002019
Miga2,-3.2949145,-0.7968867,0.000984515994636951,0.007934596513465769,0.06382978723404255,0.3605590506148127,0.14024624,0.23235728
Erlin1,-3.295474,-1.9507238,0.0009825578960379721,0.007921191319094002,0.02127659574468085,0.30547612239062055,0.050845817,0.18368399
Zfp592,-3.2963674,-0.9446471,0.0009794387295483774,0.00789841496487542,0.0425531914893617,0.3345724907063197,0.11725566,0.21466583
Tmod1,-3.2975674,-2.4343157,0.0009752627662888136,0.007867100129144529,0.02127659574468085,0.3053331426937375,0.045937065,0.22640623
Dpy19l1,-3.2977207,-0.8020923,0.0009747301865765152,0.007865165199192482,0.10638297872340426,0.4246139548184158,0.24328592,0.39221314
Azin1,-3.2988486,-0.85088515,0.0009708224223152625,0.007838340891710066,0.10638297872340426,0.41028024020589077,0.17728856,0.29999766
Slc1a2,-3.2991374,-0.90988797,0.0009698243697894703,0.007832636253755054,0.2978723404255319,0.7304117815270231,0.8102091,1.2076379
Smarcad1,-3.2999675,-0.3511668,0.000966960259263969,0.007811852725923886,0.19148936170212766,0.5689519588218473,0.42539304,0.51659435
Oscp1,-3.3002203,-27.383837,0.0009660901295264271,0.0078071704602631865,0.0,0.2781670002859594,0.0,0.16137716
Got2,-3.3002653,-1.2055526,0.0009659348255444619,0.0078071704602631865,0.06382978723404255,0.36070203031169573,0.115899935,0.24951382
Kbtbd11,-3.3031888,-27.68992,0.0009559202800048954,0.007731962048082944,0.0,0.27841721475550474,0.0,0.195994
Pdcd6ip,-3.3038654,-0.7178466,0.0009536158467016991,0.0077156452276045335,0.10638297872340426,0.422790963683157,0.1989468,0.30897835
Slc20a1,-3.306401,-1.965084,0.0009450275818804002,0.007648461182266974,0.0425531914893617,0.3321060909350872,0.061191358,0.22023813
Mink1,-3.306437,-0.3975069,0.0009449058478594928,0.007648461182266974,0.14893617021276595,0.47462110380325995,0.30084497,0.38004157
Acox1,-3.3065183,-0.99576634,0.0009446319994224674,0.007648461182266974,0.06382978723404255,0.36331140977981125,0.13530952,0.25381517
Mphosph8,-3.3066535,-0.4914869,0.0009441757487348369,0.007648461182266974,0.1276595744680851,0.4426651415498999,0.25449616,0.341775
Aqr,-3.3068702,-0.92863053,0.000943446172223062,0.007644872933544534,0.0851063829787234,0.3920503288533028,0.15137719,0.27086258
Phyhipl,-3.3070416,-0.5930394,0.0009428689612313671,0.007642500448955304,0.14893617021276595,0.4714398055476122,0.30354866,0.42851236
Rdx,-3.3073483,-0.6656991,0.0009418368737783616,0.007636438382143807,0.10638297872340426,0.42229053474406636,0.23566185,0.35175708
E230029C05Rik,-3.307619,-1.6676801,0.0009409270776151831,0.007631364496082092,0.0425531914893617,0.3335716328281384,0.09044132,0.2629249
Lztr1,-3.3090086,-1.7006148,0.0009362695938786757,0.007595882846473435,0.0425531914893617,0.3281741492708036,0.06885583,0.20839094
Ipo5,-3.3116252,-0.8048195,0.0009275569373686612,0.007527470524643891,0.06382978723404255,0.3654561052330569,0.14723599,0.24460004
Tmem170b,-3.3124464,-0.9536902,0.0009248384891629145,0.007507676798733387,0.06382978723404255,0.36163139834143554,0.13281165,0.24302126
Prex1,-3.3129427,-27.8125,0.0009231990521368523,0.007496632980029381,0.0,0.2792393480125822,0.0,0.21165395
Epb41,-3.3134298,-1.4348718,0.0009215920432722455,0.007485845889578367,0.06382978723404255,0.35852158993422933,0.12311477,0.30321622
Zbtb37,-3.3152885,-3.0671494,0.0009154853769394576,0.007438491708002184,0.02127659574468085,0.30590506148126967,0.025369657,0.19502988
Galnt2,-3.3157036,-0.82450634,0.000914126883774819,0.007429700353003443,0.06382978723404255,0.36181012296253934,0.14415008,0.24262914
Glis3,-3.31583,-2.3233137,0.0009137138002750596,0.007428589958665915,0.0425531914893617,0.334679725478982,0.11620899,0.48041508
Setd4,-3.3159113,-27.332613,0.0009134483379500988,0.007428589958665915,0.0,0.27948956248212753,0.0,0.1561652
Kcna1,-3.3161368,-0.6387887,0.0009127113175626694,0.007424932819530405,0.10638297872340426,0.42761652845295967,0.2354798,0.3460084
Ccnyl1,-3.3176167,-1.8219547,0.0009078901125384885,0.0073879489169924855,0.02127659574468085,0.3074420932227624,0.05996342,0.19761413
Usp8,-3.3180587,-0.31656575,0.0009064542164484809,0.0073784988779069015,0.1276595744680851,0.462217615098656,0.29241386,0.3527649
Thumpd3,-3.319304,-27.436768,0.0009024215670055371,0.0073478992440723576,0.0,0.2797755218758936,0.0,0.16693155
Foxk1,-3.319304,-27.39918,0.0009024215670055371,0.0073478992440723576,0.0,0.2797755218758936,0.0,0.16296975
Lnx1,-3.31934,-1.9094043,0.000902304926964219,0.0073478992440723576,0.0425531914893617,0.3278167000285959,0.06691249,0.23107965
Tsnax,-3.3198452,-1.0455205,0.0009006734328501721,0.00734033822890025,0.0425531914893617,0.3365027166142408,0.11053706,0.21611813
Brcc3,-3.320125,-1.0305289,0.0008997714604503321,0.00733521211841639,0.0425531914893617,0.3365027166142408,0.11012489,0.21334763
Eif2b3,-3.3202333,-2.752755,0.0008994225346628239,0.007334592869921116,0.02127659574468085,0.3069416642836717,0.031286236,0.1940881
Cep43,-3.3205762,-27.40106,0.0008983184302152313,0.007327813060073851,0.0,0.2798827566485559,0.0,0.16316548
Ncapd3,-3.3207204,-0.94033295,0.0008978539200708086,0.007326248051109209,0.0851063829787234,0.38722476408350015,0.14212133,0.2570109
Dlst,-3.3219566,-0.98849905,0.0008938856565861196,0.00729608371581684,0.06382978723404255,0.36259651129539605,0.1270705,0.23810488
Map3k10,-3.322083,-1.0656475,0.0008934810574553877,0.00729499726947015,0.0425531914893617,0.3366814412353446,0.10759587,0.2133131
Sirt2,-3.3226426,-1.3795605,0.0008916913009566098,0.007282597342463254,0.0425531914893617,0.33614526737203315,0.107300945,0.25829023
Tlcd4,-3.322841,-4.278101,0.0008910570252891626,0.007279629756618972,0.02127659574468085,0.3011867314841293,0.011062159,0.19541462
Stox2,-3.323617,-0.87225676,0.0008885815946974212,0.007261614187810131,0.2978723404255319,0.7472118959107806,0.71414506,1.0675406
Agrn,-3.3242936,-1.0518955,0.0008864279943919563,0.007246218499942765,0.0851063829787234,0.3832570774949957,0.1337997,0.25991085
Ap2a2,-3.3243387,-0.2567591,0.0008862845932151917,0.007246218499942765,0.19148936170212766,0.560945095796397,0.44686946,0.51471317
Adgra1,-3.3245103,-1.9509923,0.000885739864848557,0.007245001573357907,0.0425531914893617,0.33160566199599656,0.068563394,0.24247013
Gnb5,-3.3253675,-1.0805814,0.0008830208754736649,0.007224960695486411,0.06382978723404255,0.36363311409779814,0.122430414,0.24329457
Zkscan16,-3.3260171,-1.4087055,0.0008809653243946671,0.007210337577363602,0.0425531914893617,0.3367529310837861,0.08567982,0.21310031
Crocc,-3.3265133,-27.376951,0.0008793981013333628,0.007199703529197885,0.0,0.2803831855876466,0.0,0.16066767
Eif4enif1,-3.3269284,-0.5228209,0.0008780893183069896,0.00719117951323036,0.06382978723404255,0.367529310837861,0.17686968,0.2452795
Pcdh11x,-3.327479,-1.3372726,0.0008763565432479511,0.007179176925936721,0.1276595744680851,0.4402344867028882,0.25617787,0.5525979
Mbtps2,-3.327984,-1.149264,0.0008747685904947919,0.007168353774502915,0.0851063829787234,0.38861881612810983,0.13351715,0.27522123
Cibar1,-3.328724,-0.628479,0.0008724481865622836,0.007151520064956852,0.0851063829787234,0.3936945953674578,0.18236451,0.26946723
L3mbtl3,-3.3288143,-1.8719624,0.000872165601214111,0.007151385323351591,0.0425531914893617,0.33214183585930795,0.07262404,0.24350782
Zdhhc23,-3.3293827,-1.811802,0.0008703872640459431,0.007138982229827379,0.02127659574468085,0.30844295110094366,0.060539205,0.19811824
Ppfibp1,-3.3316023,-27.938883,0.0008634754263178007,0.00708445334508681,0.0,0.2808121246782957,0.0,0.22896741
Slc4a1ap,-3.3319993,-2.2641306,0.0008622445413923178,0.007076515219062791,0.02127659574468085,0.3084072061767229,0.042887803,0.1910331
Gpr155,-3.3326852,-0.53369176,0.0008601222989795907,0.007061254559603301,0.10638297872340426,0.42475693451529883,0.23413666,0.32346657
Bcl2l13,-3.3328836,-1.7131056,0.0008595088702690054,0.007058375105173648,0.02127659574468085,0.3087646554189305,0.0618154,0.18984872
Gtf3c3,-3.3331182,-1.5160114,0.0008587844321123053,0.007054581990479255,0.06382978723404255,0.3553045467543609,0.087286845,0.23179379
Rab5b,-3.3337228,-27.516642,0.0008569202194321608,0.007041420885670385,0.0,0.2809908492993995,0.0,0.17564471
Nup35,-3.3341467,-27.487843,0.0008556147285117375,0.007032844219978704,0.0,0.28102659422362025,0.0,0.17245597
Letm2,-3.3343544,-1.7838184,0.0008549765436076173,0.007029748998389436,0.0425531914893617,0.3337503574492422,0.06749437,0.21545847
Dock10,-3.3348596,-1.1043578,0.000853424547492801,0.007019136085439719,0.23404255319148937,0.5919716900200171,0.6176211,1.0428271
Plcb4,-3.3368628,-2.1793478,0.0008472976645593708,0.006970878213934566,0.0425531914893617,0.33117672290534744,0.078520715,0.314806
Ctnnbl1,-3.3371425,-1.0593553,0.0008464453622321915,0.006965999045384069,0.06382978723404255,0.364991421218187,0.121091865,0.23765396
Egln1,-3.3375394,-27.45747,0.000845237007981123,0.006958185785677934,0.0,0.28131255361738633,0.0,0.16915092
Clip3,-3.3383696,-1.2875434,0.0008427156173062673,0.006939555205951395,0.06382978723404255,0.35884329425221617,0.11214074,0.25440058
Zfp26,-3.3383787,-3.60176,0.0008426882492524536,0.006939555205951395,0.02127659574468085,0.3063340005719188,0.01626127,0.18151644
Ubxn7,-3.3397954,-0.53505236,0.0008384016750087408,0.006908265258351691,0.10638297872340426,0.42657992565055763,0.22968285,0.3178222
