names,scores,logfoldchanges,pvals,pvals_adj
Cadm1,7.4286456,0.23912695,1.6814779148412373e-13,6.890514166088866e-12
Col19a1,7.393791,1.1236329,2.3907089389329836e-13,9.579582263763446e-12
Ank2,7.3330464,0.15995312,3.236973971885696e-13,1.272804360910546e-11
Cdh13,7.3280535,0.52938026,3.513402103463872e-13,1.3696227970666468e-11
Dmd,7.2782764,0.2854851,4.810295916067619e-13,1.8280468139134066e-11
ENSMUSG00000121513,7.2483506,0.3454678,6.151181087588642e-13,2.3117905717304828e-11
Slc8a1,7.165846,0.42245278,1.1026920519146034e-12,3.9583444238253774e-11
Col25a1,7.080133,0.45413658,2.029139568342799e-12,7.042460160026474e-11
Ksr2,7.0700107,0.36007106,2.1905532427799387e-12,7.544930852663561e-11
Gria3,6.9877887,0.20334421,3.720759286335676e-12,1.2437574960834611e-10
Grip1,6.9775586,0.3948249,4.113261225831002e-12,1.3715911514076172e-10
Ccser1,6.951329,0.19111642,4.927653988773203e-12,1.6272022455645493e-10
Hcn1,6.861402,0.5449406,9.419420871723881e-12,2.9872079477809655e-10
Mgat4c,6.8557434,0.5683701,9.904203286711805e-12,3.133643853853816e-10
Macrod2,6.7601056,0.18931156,1.799774213058397e-11,5.465608966218637e-10
Nrg1,6.7572217,0.48560396,1.839561987011928e-11,5.57399573124661e-10
Itga8,6.737403,0.27920234,2.1243928112611504e-11,6.35216795543032e-10
Frem1,6.7323065,1.3542843,2.4673796573374802e-11,7.297543530016614e-10
Nkain3,6.7125006,0.31134856,2.483588878258962e-11,7.329550257855353e-10
Sgcz,6.7098255,0.53240335,2.5440434494186064e-11,7.475531561412558e-10
Iqcj,6.701318,0.57030654,2.7926770821998075e-11,8.101145352522042e-10
Pam,6.681725,0.3936288,3.135070557404896e-11,9.03657519777407e-10
Rapgef4,6.66406,0.3070465,3.472553402110951e-11,9.9252287890167e-10
Cacnb2,6.652102,0.18898512,3.7286351125160836e-11,1.0634817758025433e-09
Sergef,6.6042666,0.56854665,5.364811478725243e-11,1.4987322416438795e-09
Chrm3,6.5314264,0.5756095,8.496500585491166e-11,2.3072832428264934e-09
Rbfox3,6.4938164,0.23414905,1.0564806417738304e-10,2.8073084240884695e-09
Grm5,6.491198,0.1339478,1.0855522334872019e-10,2.8789353092774623e-09
Sorbs1,6.433087,0.22329697,1.565833638759899e-10,4.088899549967068e-09
Ano2,6.413375,0.84807557,1.8828645927132246e-10,4.860791799594577e-09
Gm57223,6.399057,0.98327214,2.097072879474858e-10,5.3933225945662466e-09
Hivep2,6.3565726,0.21209699,2.598816617558317e-10,6.571914513360764e-09
Tafa1,6.3322678,0.28889552,2.970433716537802e-10,7.415183617155375e-09
Ncam2,6.2642627,0.19134209,4.5514875012685036e-10,1.0998754432461455e-08
Gm12216,6.2465353,0.58461666,5.329396468073784e-10,1.2742783646422465e-08
Trhr,6.240185,1.0560739,5.717123168083531e-10,1.359815746534553e-08
Ptprn2,6.230378,0.28389695,5.693825922541646e-10,1.3566462640311574e-08
Col23a1,6.2080684,0.829447,6.86452954629461e-10,1.6207632886480463e-08
Kcnq5,6.1903877,0.4625154,7.413917184051995e-10,1.7420784678588496e-08
Nav2,6.171728,0.22472948,8.170698151135626e-10,1.9100059853299004e-08
Hivep3,6.144433,0.28981382,9.773341073854627e-10,2.269049578665396e-08
Kcnab1,6.123106,0.2606702,1.1085834260458642e-09,2.551992810719794e-08
Cdk14,6.098244,0.21140553,1.3002667107444147e-09,2.9731308570886997e-08
Myo1b,6.0875096,1.0613624,1.4771477150233867e-09,3.3494324438155293e-08
Agbl4,6.0268235,0.44139117,2.023757886717579e-09,4.455214571002049e-08
Kcnma1,6.025193,0.16429392,2.0296340190355813e-09,4.4609322825491254e-08
Mlip,6.000009,0.371574,2.3848233984706997e-09,5.1829907885293725e-08
Ccdc148,5.9632177,0.45726353,3.00300041072911e-09,6.363834982549773e-08
Dock4,5.9297094,0.18256804,3.603050539125042e-09,7.53319112080972e-08
Cntn4,5.9229035,0.50540787,3.753735011453884e-09,7.78499463884605e-08
Nbea,5.9160333,0.11370092,3.902309016119757e-09,8.053451195319069e-08
Pvt1,5.8732476,0.35679772,5.0901550655843675e-09,1.0398132082173471e-07
Zmat4,5.8512793,0.31109455,5.7511349155791086e-09,1.164348073310324e-07
Marchf1,5.826602,0.23078953,6.615945785944304e-09,1.3197938770934347e-07
Gck,5.810102,1.1240538,7.72772459718945e-09,1.5171095691884917e-07
Kcnk10,5.7921767,0.4133556,8.233938671920558e-09,1.6118379227550965e-07
6530403H02Rik,5.7792373,0.43605012,8.826590815873883e-09,1.7155109721423454e-07
Trpc6,5.775539,0.32817984,8.879136430015451e-09,1.7208069961589776e-07
Slc44a5,5.7745347,0.27302027,8.97455652232591e-09,1.7343585438386931e-07
Gm26871,5.7489305,0.17430042,1.0456237783093048e-08,2.000803305752193e-07
Entrep2,5.740424,0.33393842,1.1087988978900708e-08,2.106872766172404e-07
Ak5,5.727737,0.22064681,1.1810464318638495e-08,2.2410232504194803e-07
Tmem108,5.689485,0.20512117,1.466852247010927e-08,2.756426080191114e-07
Rftn1,5.688662,0.57729465,1.5122269582313996e-08,2.823023185312196e-07
Ano4,5.680915,0.567953,1.5610239710101074e-08,2.9013293887421464e-07
Gcnt2,5.6690416,0.701406,1.7089636555233438e-08,3.159028605080855e-07
Car12,5.661225,0.44255581,1.7512640565709897e-08,3.2240794979226407e-07
Slc16a2,5.659518,0.37251955,1.7677270310477042e-08,3.24560408332038e-07
Grid1,5.6455526,0.21702135,1.89139457025027e-08,3.4447688257369376e-07
Ptprr,5.5905437,0.43885133,2.631570029321993e-08,4.6652643225486127e-07
Lin28b,5.5855684,1.3809464,2.8452402544590898e-08,5.007696463378514e-07
Tmeff2,5.5593038,0.23896989,3.078227796268002e-08,5.38294205247123e-07
Mtus2,5.5061145,0.35066378,4.198389860192836e-08,7.202912238073586e-07
Galnt14,5.5001407,0.40480933,4.3490210077888155e-08,7.405310489482708e-07
Adgrb3,5.456222,0.11152413,5.4637221855540377e-08,9.098401509726154e-07
Necab1,5.434778,0.58108276,6.310010169353624e-08,1.044375770730609e-06
Slco3a1,5.4174404,0.36022648,6.89559192617154e-08,1.1289353568659904e-06
Atp2b4,5.410142,0.4922974,7.218724770320251e-08,1.17617665269709e-06
Adamts18,5.400665,0.94300497,7.717072975581085e-08,1.2513799503311163e-06
Dach1,5.3869915,0.7649147,8.228326069004205e-08,1.3279522677200737e-06
Arid5b,5.3725133,0.39130068,8.811852187171471e-08,1.4137411439441965e-06
Shc3,5.3100886,0.69900763,1.2501113811773457e-07,1.959419970151819e-06
Nwd2,5.3033075,0.45961577,1.283857191874487e-07,2.0076870224657923e-06
2810049E08Rik,5.290048,1.5157032,1.442474381120691e-07,2.242841594873943e-06
Nyap2,5.2796507,0.5677375,1.4680671300363614e-07,2.2774291110769324e-06
Nalf1,5.272254,0.10824893,1.4827462477313706e-07,2.2975811731646124e-06
Pknox2,5.2653418,0.36176363,1.5721850213343852e-07,2.430633774460717e-06
4930447C04Rik,5.256976,1.2378964,1.7050371432493454e-07,2.6240984540619165e-06
Epb41l4a,5.2338815,0.765519,1.8877531993091058e-07,2.8987451779458675e-06
Ntn5,5.223739,1.0820366,2.0233043330881196e-07,3.085992763639447e-06
Lingo2,5.1804976,0.106459856,2.422874990120419e-07,3.6463732567022457e-06
Gm5087,5.1684804,0.49514535,2.642268177607704e-07,3.937355811210603e-06
Gm42722,5.1471825,0.88272214,2.998349918034578e-07,4.386295767189294e-06
Acyp2,5.1385994,0.36663973,3.0635914630302177e-07,4.4673271012353815e-06
Trio,5.1255894,0.23177479,3.285065731860523e-07,4.759671915011972e-06
Cpne4,5.1146965,0.27536085,3.471112000474663e-07,5.018541845532178e-06
Rai14,5.0863304,1.0510488,4.142393625205135e-07,5.90128432156187e-06
Npr3,5.0805326,1.2228814,4.2869893127424296e-07,6.100888033458238e-06
Fgf10,5.031105,1.1075606,5.521801925042123e-07,7.572995482882871e-06
Ttc28,5.0253687,0.42155224,5.550213927778876e-07,7.604296121594321e-06
Oxr1,5.0080004,0.19984193,5.983784869598492e-07,8.165435621954613e-06
Ctnnd2,5.004838,0.14861329,6.085222679733377e-07,8.287232688465725e-06
Thrb,4.99017,0.3743519,6.621190827231058e-07,8.945511539670164e-06
Shkbp1,4.9812098,0.6203026,7.021430676764933e-07,9.476841702121718e-06
Ptpro,4.973998,0.31914264,7.200163848354236e-07,9.679666912733141e-06
Ccdc30,4.9639835,0.35807067,7.591842131906984e-07,1.0166044508326233e-05
Thsd7b,4.9521594,0.40206298,8.019754512087506e-07,1.0696937268328483e-05
D430041D05Rik,4.940498,0.26395398,8.493106880666467e-07,1.1284054600729227e-05
Pla2g4e,4.912719,0.45796847,9.895933700064456e-07,1.2958053704463613e-05
Zfp385b,4.9028234,0.380005,1.0274127903494705e-06,1.3388841966192094e-05
1700022A22Rik,4.883289,1.2604498,1.1699452050910037e-06,1.500198352051188e-05
Unc79,4.863264,0.1793564,1.2528668666522655e-06,1.5945045576056195e-05
Grin2b,4.8357997,0.09564783,1.4354980183124294e-06,1.8083287536241297e-05
Foxn3,4.7878857,0.2308825,1.8207530229095055e-06,2.249895084167468e-05
Kirrel3,4.7863,0.1522239,1.8406056456804108e-06,2.2703027932440607e-05
Erbb4,4.782319,0.40820834,1.86411599360529e-06,2.2951400989140246e-05
Grem2,4.7527404,0.753212,2.20486483581206e-06,2.6783201867163462e-05
Unc5c,4.752367,0.2839996,2.164278285030362e-06,2.638441403928143e-05
Hdac9,4.7472224,0.22977261,2.2170107878219514e-06,2.6834903708467662e-05
Atp8a2,4.737733,0.32101405,2.337540867545543e-06,2.8118694520740155e-05
Cdr1os,4.730618,0.17520969,2.394787976767139e-06,2.8781881999926614e-05
Fgf12,4.721443,0.18803795,2.5165454106610564e-06,3.011222542835855e-05
Gm2824,4.7120204,0.57101077,2.6616887996998817e-06,3.16817813822545e-05
Brd9,4.6945972,0.3724787,2.8893568701863573e-06,3.4123003662226906e-05
Gm44643,4.6720705,1.0802683,3.271553975245914e-06,3.827127414722327e-05
Rgs7,4.650711,0.14165376,3.5365552183797987e-06,4.0879213038281365e-05
Grm7,4.640204,0.10890913,3.692265121048794e-06,4.239094259229438e-05
Rarb,4.6348677,0.63240826,3.859526656046722e-06,4.401413256958562e-05
Alcam,4.6309156,0.3106458,3.888150348393135e-06,4.427959754616429e-05
Stau2,4.628791,0.22175483,3.9312341347622146e-06,4.468207218332492e-05
Kcnh7,4.605233,0.24940611,4.390225319315098e-06,4.928136589874745e-05
Upp2,4.600303,0.23654322,4.500219903073314e-06,5.02672346316194e-05
Pde7b,4.594312,0.25789893,4.633208081878693e-06,5.149901630225459e-05
Edil3,4.5774446,0.2259823,4.991575928991584e-06,5.50773645692867e-05
Dlc1,4.5700107,0.5491217,5.233114138703052e-06,5.7509303600206e-05
Rspo3,4.568755,0.47080228,5.262749638320329e-06,5.7788304139909664e-05
Lcorl,4.558284,0.29226062,5.494490081164777e-06,6.004219883875244e-05
Frmd5,4.5473404,0.18780951,5.7650453693658e-06,6.2796991393292e-05
Epha6,4.5468173,0.102492094,5.782342925871046e-06,6.28847126350724e-05
BC002189,4.541361,1.1915057,6.105035516079909e-06,6.59198477748152e-05
Otud7a,4.534733,0.17386557,6.117419691950439e-06,6.600118549483403e-05
Cdh23,4.533741,0.72602594,6.255902196954194e-06,6.728185722495005e-05
Gm56976,4.5331726,1.7170289,6.36474105715992e-06,6.829045905572612e-05
Ccdc93,4.493139,0.5119282,7.523691466509646e-06,7.947191180268923e-05
Sfpq,4.488088,0.19338354,7.634028385714664e-06,8.029894466575851e-05
Kcnk9,4.471948,0.4180112,8.265391746179483e-06,8.60372262484865e-05
Adarb2,4.4713764,0.16029254,8.228205853103843e-06,8.576751421825971e-05
Dlx6os1,4.4624176,0.74013984,8.673092654890126e-06,8.96636972414743e-05
A830036E02Rik,4.4619546,0.5489497,8.68158554255388e-06,8.968334951134817e-05
Col5a2,4.460041,1.1065061,8.873478388440345e-06,9.152666677386724e-05
Frmpd3,4.426501,0.862523,1.0256535287340359e-05,0.00010452446635525512
Xlr5a,4.4221764,0.8742833,1.0513057404242546e-05,0.00010689846486152454
Zfp423,4.4188833,0.7693857,1.0644738987395816e-05,0.00010806726230126343
Sdk2,4.4094224,0.42414823,1.1021546298656752e-05,0.00011114095685270495
Glra2,4.409252,0.5181466,1.1028319864105233e-05,0.00011114095685270495
Pde9a,4.3982186,0.69490045,1.1660001080450366e-05,0.00011646749069340151
Erc2,4.395736,0.08658279,1.1608517901711064e-05,0.00011612785739174928
Gpr158,4.393805,0.2011436,1.174321573598281e-05,0.00011698420483639649
5830416I19Rik,4.3923535,0.7001321,1.1969683108530394e-05,0.00011886681656317956
Galnt10,4.373008,0.68573964,1.3096752211097607e-05,0.00012871389916060483
Cacng3,4.3710837,0.32453287,1.3103179003119271e-05,0.00012871389916060483
Nr2f1,4.333087,0.44996428,1.5585468760616766e-05,0.00015113350141709986
Dpp6,4.3280234,0.11968706,1.5778822469077775e-05,0.00015260347348064886
Klhl14,4.324821,1.1082673,1.6384624025892562e-05,0.00015780223575670923
Prkn,4.308836,0.19707474,1.7232812804862943e-05,0.00016421010743859844
Gabrg3,4.2969913,0.31051943,1.8181208134737114e-05,0.00017179420793119726
Ext1,4.288843,0.2792488,1.8921767846803112e-05,0.0001781527000385857
Map2k6,4.287891,0.27241123,1.900454708875616e-05,0.0001788083424222182
Nr3c2,4.277885,0.16237505,1.981520276999132e-05,0.00018490112049775854
Pex5l,4.2627687,0.24286291,2.116890829734088e-05,0.00019618732791915712
Rbms3,4.2551413,0.4425771,2.2021690993721492e-05,0.00020339789950412824
C130073E24Rik,4.2550206,0.48109105,2.2052859456721596e-05,0.00020341213888991079
Ank3,4.253013,0.08907683,2.2053135234297566e-05,0.00020341213888991079
Pcdh15,4.2529073,0.32501584,2.2091369763015443e-05,0.0002036267517790143
Vav3,4.248011,0.23791069,2.2698943208814955e-05,0.0002088026520324053
Sema3c,4.209992,0.51460284,2.6932601068147317e-05,0.00024201983984950085
Asic2,4.1905737,0.21430454,2.9093398540635353e-05,0.0002592113209858179
Ntm,4.187283,0.33215645,2.9427792172888313e-05,0.0002618476864042809
Tshz2,4.178359,0.5471971,3.0979166067318265e-05,0.0002745743025054495
Dok5,4.1747828,0.40627125,3.136201771430396e-05,0.00027742539076924924
Pdzrn3,4.1746397,0.583943,3.1423101305860104e-05,0.000277785115832506
Gm2762,4.1733136,0.5378874,3.160268454152335e-05,0.00027901007345063284
Gm32828,4.1724715,1.5183864,3.1968267383284347e-05,0.000281908192405557
Gm49678,4.1664734,0.48998332,3.256596241092486e-05,0.00028658468214788656
Gm45341,4.164342,1.0304828,3.307728041525976e-05,0.0002906545813650065
Sec1,4.1462855,0.99076396,3.5761328953334846e-05,0.00031048684135936223
Tox3,4.136659,0.51417434,3.7077436042501074e-05,0.0003206856435843783
A830082K12Rik,4.126071,0.3690455,3.873089843490201e-05,0.0003324503931904365
Sytl5,4.113652,0.6148259,4.0927750144059306e-05,0.0003491047277178225
Pkp4,4.112844,0.19150338,4.086929814284497e-05,0.0003488248439356373
Phkg2,4.1107583,0.54125094,4.1472640116227025e-05,0.0003528675852290611
Gpc3,4.106123,0.6689924,4.2322940759258355e-05,0.0003583096509207902
Dach2,4.098585,1.1835586,4.3970658133775526e-05,0.00036950018771464855
Dnah5,4.0974593,0.6342398,4.3918162430830026e-05,0.0003692871445435368
Gm15155,4.094949,0.64873576,4.4342635005226085e-05,0.0003721662857779771
Prickle2,4.0888753,0.1701945,4.5077669666153275e-05,0.00037763651219705375
Enox1,4.0847063,0.14523824,4.598129753639252e-05,0.0003833735043379556
Thsd7a,4.0788474,0.16309977,4.712882189787902e-05,0.00039241382947723563
A830018L16Rik,4.071775,0.17724577,4.866026920067142e-05,0.0004044123167227457
Aopep,4.059511,0.24429001,5.1326923000847034e-05,0.00042347045932475673
Miat,4.0564837,0.23769441,5.1962095028255415e-05,0.0004274149352233464
Glis3,4.0504155,0.17123188,5.305683148193621e-05,0.00043501791483440246
Vwa5b2,4.0417,0.68450165,5.574786339846831e-05,0.00045470604408642763
Gmnc,4.035,0.6596509,5.721894949269345e-05,0.0004644772123198654
Tmem132b,4.0316663,0.16681084,5.756620734269256e-05,0.00046701744239554697
Adamts3,4.0286646,0.2559253,5.842660798465105e-05,0.00047202731688312204
Kitl,4.0253544,0.40752175,5.953045176626354e-05,0.000478954344340636
Sgip1,4.020561,0.1205662,6.028895806543492e-05,0.0004844839187715547
Gm12940,4.0193043,0.33607984,6.0982688363232924e-05,0.0004891919075364292
Cers6,3.9878252,0.15696882,6.921528747497145e-05,0.0005462146091049806
Rasgef1b,3.9823072,0.537735,7.134798502172504e-05,0.0005610921018616007
Pcdh7,3.970006,0.30064243,7.440416401849551e-05,0.0005824330560826418
Snhg14,3.9616745,0.115570575,7.72333857497631e-05,0.0006007777090483288
Gm30003,3.9582124,1.4031012,7.952628628162655e-05,0.000615446601172656
Usp29,3.9558082,0.29146707,7.932759089086989e-05,0.0006142685565897263
Crocc,3.9554007,0.40928346,7.96946866064827e-05,0.0006163992105066499
Ephb1,3.9540818,0.38151434,8.004700930688609e-05,0.0006184211025668286
Plxna4,3.9525518,0.11187861,7.99349786896058e-05,0.0006179064687909584
Gm11639,3.9523308,1.4756917,8.176124284277653e-05,0.0006302332628192491
Spef2,3.9418435,0.776916,8.454050492321926e-05,0.0006479851095664214
Hlcs,3.9398947,0.37348807,8.479866391776947e-05,0.0006495978730862914
Sec61a1,3.9304242,0.3968551,8.836288259360129e-05,0.0006731114320749975
Tenm3,3.9264867,0.28166738,8.929715546172521e-05,0.0006775726715319417
Vps13a,3.922912,0.20458713,9.059524539207628e-05,0.0006851296906943845
Mapk10,3.9119332,0.14078368,9.478174556888949e-05,0.0007136168502848597
Gm31816,3.9083655,0.5508403,9.685927259697904e-05,0.0007268452309332046
Fmn1,3.8994813,0.40813693,0.00010010282332293386,0.0007474747043405682
P3h2,3.8921068,0.6222003,0.00010348712964458259,0.0007697880802703917
Fam13c,3.8908825,0.24008805,0.0001034522317568248,0.0007697880802703917
Gm50306,3.8900456,0.9212877,0.00010486908614360077,0.0007783654757139599
Lrfn5,3.8887856,0.097557686,0.00010393152734768198,0.00077224927884501
Dlg2,3.8441665,0.056298327,0.00012446923433738003,0.0009099430054594601
Terb1,3.8391342,1.1557313,0.00012934561187442456,0.000939239300032368
Gm44644,3.8359811,1.2022922,0.00013093247064388812,0.000949539585879583
Il27,3.8336825,0.7313828,0.00013141080762992503,0.000952500819288828
Ntf3,3.82525,0.32305455,0.0001353243939394316,0.0009777421027859622
Ptpn5,3.8249755,0.43983462,0.00013560595387485653,0.000978736871335503
Adam12,3.8245292,0.5668305,0.00013588859610560503,0.0009802568133704967
Trim9,3.814274,0.1529505,0.00014109546788408018,0.0010113824239003746
C030007H22Rik,3.8042471,2.0048873,0.0001499109370211617,0.0010645951372818317
A230077H06Rik,3.8035357,0.41050678,0.00014783865296951035,0.00105306014327235
Ltbp4,3.7941883,0.5235674,0.00015373543385709742,0.0010876602067736922
Aig1,3.7898524,0.24314992,0.00015565088844004003,0.0010989259663864788
Nrp1,3.7881792,0.19499455,0.00015636739336314723,0.0011022685941479886
Onecut2,3.7863295,0.4166698,0.00015825635725419938,0.0011144294722791835
Robo1,3.78286,0.21678858,0.0001597012289476999,0.001122860578725301
Dennd1b,3.779436,0.2388753,0.00016241168085802363,0.0011401501125249801
Bin1,3.7749221,0.25980243,0.00016533340409008597,0.0011588670595804324
Kalrn,3.770477,0.07457467,0.00016759159591187763,0.0011716771132482503
Sorbs2,3.7668884,0.12246123,0.00017048459089393067,0.0011894578764676546
Myt1l,3.7625685,0.11727868,0.0001732498488026579,0.0012062764549437876
Efnb2,3.7623992,0.5412479,0.00017438896676822893,0.0012129662029047826
Samd5,3.7541032,0.65719473,0.00018042916498961135,0.0012517790870390933
Bcl6,3.7501292,0.36913377,0.00018270717645808358,0.0012669373780388518
Gm1043,3.742757,0.33296442,0.0001878889911037604,0.0012975785400845992
Dcx,3.7352998,0.44648257,0.00019387942383635706,0.0013321866471179987
Atxn1,3.7151299,0.12539166,0.0002087715705505487,0.0014215901988689765
Dlg5,3.7142866,0.39170235,0.00021061702267591553,0.0014327222967529154
Maml3,3.697107,0.18304533,0.0002243865337700538,0.0015135244382457023
Foxp1,3.6887732,0.17860776,0.0002320072646614499,0.0015602861273944766
Spink10,3.6857402,0.37214524,0.00023521174081982541,0.0015787152115706584
Slc39a11,3.67695,0.30970523,0.000243113752110558,0.001624539586180816
Prkag2,3.6735542,0.17561202,0.0002462260381298034,0.0016405020806836315
Nfib,3.668727,0.093951836,0.0002508338453551032,0.001665492662789741
Myo5b,3.6610148,0.28087887,0.00025888800889999346,0.0017114535282237177
Gm49169,3.6584167,0.7923485,0.00026243590326740195,0.0017290268590571445
Klhl32,3.6581228,0.22012857,0.0002612958852982071,0.0017231849343102802
Gm56495,3.6515737,0.6342478,0.00026932358937649885,0.0017684109234880631
Etl4,3.6458087,0.32379517,0.00027432554619693904,0.0017951895411300412
Nos1ap,3.632449,0.19375864,0.0002886983692441644,0.001872135993120523
Cox16,3.6308541,0.21918507,0.0002900931076091725,0.0018802842920546889
Acoxl,3.630757,1.0716575,0.00029222773164833214,0.0018914168834802847
Dgkb,3.6282022,0.20046043,0.00029258824033492133,0.0018928497431082284
Spock1,3.613389,0.39379773,0.00031139679126170327,0.0019936721624072814
Plpp4,3.5951207,0.4628693,0.0003338704240738598,0.0021189314470604964
Sntg1,3.593578,0.102128595,0.0003339205455713123,0.0021189314470604964
Acvr2a,3.586816,0.20479119,0.0003430832601423606,0.002170998955458984
Actn2,3.5828865,0.46518883,0.0003497830535327416,0.002206211610251715
Nxph1,3.562699,0.4397534,0.0003764616496975911,0.0023517767787603894
Zmiz1os1,3.557745,0.5126879,0.00038514692511185073,0.0023970374730771862
Sptbn4,3.5564566,0.1898958,0.0003856661315111714,0.0023986346476682187
Ryr3,3.54411,0.15480234,0.0004034386123502162,0.002493767524318352
Dock11,3.5432742,0.27573046,0.00040530353474095435,0.0025030206945758893
Efcab1,3.5336523,0.49234834,0.0004214936025978671,0.0025947603906533857
