names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NP-CT-L6b Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Hs3st4,63.141068,3.4461055,0.0,0.0,0.976691042047532,0.5727501451519257,2.94514,0.97560346
Etl4,62.849003,2.928841,0.0,0.0,0.9716636197440585,0.6897619508418812,3.1928272,1.402972
Cdh18,57.669197,3.2024562,0.0,0.0,0.95018281535649,0.551809560673505,2.3789587,0.7246056
Dlc1,57.014843,2.735968,0.0,0.0,0.9456124314442413,0.5136442810141281,1.8881706,0.6106736
Grik3,56.319786,2.9146564,0.0,0.0,0.899908592321755,0.3155796400232243,1.2450535,0.28365836
Cntnap4,55.335796,3.1094165,0.0,0.0,0.8916819012797075,0.3052835300948326,1.526342,0.3487434
Tle4,51.255344,2.2596862,0.0,0.0,0.9405850091407678,0.551809560673505,1.6257263,0.61648947
Frmpd4,49.270737,1.8873976,0.0,0.0,0.9744058500914077,0.8206309270369654,3.2467687,2.038377
Garnl3,49.110844,2.17436,0.0,0.0,0.9287020109689214,0.48519450358041416,1.4484336,0.5431561
Pbx1,48.41233,1.5421051,0.0,0.0,0.9661791590493601,0.7991097348558157,2.4852405,1.5641419
Mmp16,48.175037,1.7088681,0.0,0.0,0.9629798903107861,0.7723243661699245,2.5286007,1.5104647
Rai14,48.081837,3.4335084,0.0,0.0,0.7125228519195612,0.13206889878072384,0.69950515,0.08960128
Htr1f,47.87166,2.5826309,0.0,0.0,0.8318098720292505,0.3148442035997678,1.1915952,0.32401845
Dpp10,47.785515,2.4142447,0.0,0.0,0.9771480804387569,0.8778014321656668,4.000708,2.403553
Phactr1,47.596542,1.3505797,0.0,0.0,0.9808043875685558,0.8812463712018579,3.1985314,2.3237457
Fut9,46.70993,1.633404,0.0,0.0,0.9588665447897623,0.7311786336365396,2.0260615,1.1385562
Asic2,46.452976,1.7950087,0.0,0.0,0.9670932358318098,0.7760402554673892,2.8545496,1.743332
Lrrtm3,45.82585,1.9197153,0.0,0.0,0.9456124314442413,0.5991871492161795,1.8855851,0.9072611
Pcsk5,45.169968,2.2528627,0.0,0.0,0.873400365630713,0.4270563189471647,1.4064846,0.49867508
Foxp2,44.897385,3.1665063,0.0,0.0,0.703382084095064,0.15966711825043545,0.9364573,0.15933803
Agbl4,44.511547,1.6720521,0.0,0.0,0.9634369287020109,0.7341590865105477,2.5282,1.5300645
Chsy3,44.166683,1.8423411,0.0,0.0,0.9529250457038391,0.681749564544223,2.1977863,1.1732116
Olfm3,44.105564,2.3820813,0.0,0.0,0.8249542961608776,0.3628411070253532,1.2650313,0.39734468
Slc35f1,43.951015,1.8323666,0.0,0.0,0.9492687385740403,0.6289529707760789,1.9183552,0.9675177
Mdga2,43.899605,1.0347176,0.0,0.0,0.979890310786106,0.9061350880588349,3.376588,2.694569
Sdk2,42.492176,2.2304666,0.0,0.0,0.7870201096892139,0.3559899361331527,0.93351,0.2843422
Pde1a,42.082573,1.7161837,0.0,0.0,0.9661791590493601,0.7446487323398491,2.5773647,1.5479127
Grm8,41.48947,2.12249,0.0,0.0,0.8848263254113345,0.4830269014902264,1.7991624,0.7694076
Nrg3,41.332565,1.0521338,0.0,0.0,0.9894881170018281,0.9442229533578479,4.2692847,3.5549216
Neto2,40.776485,1.8093474,0.0,0.0,0.8436928702010968,0.4137410489645829,0.9984979,0.39816892
Khdrbs3,40.67622,1.613093,0.0,0.0,0.9524680073126143,0.6496226049932262,1.9324552,1.0752774
Nrxn1,40.58199,0.9564363,0.0,0.0,0.9931444241316271,0.9645055157731759,4.219823,3.570603
Xylt1,40.384262,1.5392025,0.0,0.0,0.9369287020109689,0.6153280433520418,1.6259876,0.8775541
Grm3,40.206177,1.7792319,0.0,0.0,0.9328153564899452,0.5462744339074899,1.7202551,0.84846514
Cdh11,40.122726,1.4313716,0.0,0.0,0.9515539305301646,0.7078382039868396,1.9085926,1.1409032
Slc1a2,39.88722,1.4386749,0.0,0.0,0.9629798903107861,0.7099283917166634,1.9200122,1.1465839
Tmem178,39.858932,1.6933604,0.0,0.0,0.8606032906764168,0.4754790013547513,1.018875,0.4365231
Arpp21,39.851513,1.4056401,0.0,0.0,0.9698354661791591,0.7835494484226824,2.7004657,1.8312215
Hs3st2,39.740765,2.537104,0.0,0.0,0.6695612431444241,0.1863363653957809,0.6345129,0.14207697
Plcxd3,39.586197,1.9505055,0.0,0.0,0.8043875685557587,0.35699632281788274,1.045005,0.38997138
Esrrg,39.41088,1.5997033,0.0,0.0,0.8775137111517367,0.49560673504935165,1.146453,0.53555435
Sox5,39.396397,1.7401029,0.0,0.0,0.9515539305301646,0.5909425198374298,1.8876587,0.9848875
Pde4d,39.336655,1.4323939,0.0,0.0,0.9661791590493601,0.8121927617573059,2.6997695,1.8150506
Hivep1,39.273693,1.8889732,0.0,0.0,0.7545703839122486,0.29134894522934,0.6506837,0.22118129
Prickle1,39.01148,1.307059,0.0,0.0,0.9556672760511883,0.7227404683568802,1.9285791,1.216769
Tshz3,38.455982,1.7391411,0.0,0.0,0.8002742230347349,0.35211921811496033,0.8262491,0.32558322
Gas7,38.393997,1.4179035,0.0,0.0,0.8907678244972578,0.5757693052061157,1.1753684,0.6087248
Ptprd,38.149647,1.1480094,0.0,0.0,0.9945155393053017,0.9628023998451712,4.379194,3.598582
Dlg2,38.07776,0.91692525,0.0,0.0,0.9881170018281535,0.9524675827365976,4.2932954,3.6698012
Adgrb3,37.872997,0.9476818,0.0,0.0,0.9881170018281535,0.9313334623572673,3.809623,3.1730995
Thsd7b,37.81669,2.037704,0.0,0.0,0.8290676416819013,0.531488291077995,1.7503878,0.7694262
Igsf21,37.67831,2.0349963,0.0,0.0,0.7106946983546618,0.2803561060576737,0.63162106,0.1946516
Dync1i1,37.59366,1.2680777,2.729038321043124e-309,1.3835709374797874e-306,0.9529250457038391,0.6968066576349913,1.7950289,1.1262983
Xkr6,37.50918,1.486649,6.526914691268602e-308,3.2477444028590245e-305,0.9003656307129799,0.5572285658989743,1.2338265,0.6252283
Ipcef1,37.1958,2.1701686,7.979246569724434e-303,3.8982246423362824e-300,0.6755027422303473,0.2371588929746468,0.6108517,0.17149617
A830018L16Rik,36.809536,1.4489388,1.2994686567296637e-296,6.235129072558225e-294,0.9414990859232175,0.6666537642732727,1.9011436,1.1267099
Adgra1,36.537735,1.8055235,2.792608750483351e-292,1.3164455636050463e-289,0.7221206581352834,0.2980065802206309,0.6012813,0.21176518
Samd5,36.34854,1.5806088,2.7709071778439904e-289,1.283694411528759e-286,0.8414076782449725,0.45287400812850787,1.1194423,0.52460545
Ctnnd2,36.312057,0.9488661,1.0439802472898768e-288,4.754533770284575e-286,0.9748628884826326,0.8766789239403909,3.022687,2.4092574
Kcnh7,36.020695,1.47444,3.9682284760850204e-284,1.7771049858734085e-281,0.9657221206581352,0.781730210954132,2.6956003,1.7869868
Celf4,35.66376,1.1782463,1.4420229457164137e-278,6.351992877278695e-276,0.9620658135283364,0.7768531062512096,2.2251332,1.5363722
Smyd3,35.54364,1.2584805,1.0417809060403104e-276,4.5149440234359906e-274,0.9309872029250457,0.7090381265724792,1.6350933,1.0029266
Nalf1,35.371933,1.058317,4.613333887233399e-274,1.9676235166660544e-271,0.9835466179159049,0.892394039094252,3.496124,2.7948344
Sh3gl2,35.25118,1.230059,3.291158601019459e-272,1.3817723688967636e-269,0.9478976234003657,0.6920456744726147,1.6677395,1.0413951
Ldb2,35.223488,1.5465695,8.739300565339941e-272,3.612692402933604e-269,0.9108775137111518,0.5251403135281595,1.5026666,0.78661895
Mcc,35.173912,1.9200097,5.010893421918844e-271,2.0400410037418083e-268,0.6983546617915904,0.2821366363460422,0.7124296,0.24258734
Rasgef1b,35.067585,1.4904994,2.1039361085712577e-269,8.43772585631488e-267,0.8948811700182815,0.5141861815366751,1.3372289,0.69290113
Slc35f4,35.03184,1.4181302,7.370679569065103e-269,2.9125023532467548e-266,0.8925959780621572,0.5663634604219082,1.3769242,0.7460388
Mir100hg,34.992172,1.3158749,2.9595768903906507e-268,1.1525192905043012e-265,0.9478976234003657,0.7102380491581188,1.9071473,1.1948823
Osbpl10,34.76056,1.5421617,9.599638339014994e-265,3.684889745276184e-262,0.779707495429616,0.3919876137023418,0.7181842,0.3080592
Samd12,34.739338,1.1676552,2.008128230203241e-264,7.599775428952266e-262,0.9574954296160878,0.7321850203212696,1.9717245,1.3223798
Hecw2,34.72064,1.2229733,3.8465007757693506e-264,1.4354927200683674e-261,0.9492687385740403,0.7075672537255661,1.7901355,1.1435307
Sulf1,34.646507,2.8304768,5.041909389524374e-263,1.8558370588564373e-260,0.5521023765996343,0.12695955099670989,0.5449617,0.09700013
Myt1l,34.354244,1.0819608,1.2171727170266363e-258,4.419652825203475e-256,0.9680073126142597,0.7883491387652409,2.3375645,1.6900288
Sel1l3,34.288727,1.4632825,1.1555235015899543e-257,4.139855531696276e-255,0.7943327239488117,0.4183472034062319,0.79439306,0.36460897
Srrm4,34.258453,1.2893331,3.264269010986943e-257,1.1540908990160414e-254,0.8784277879341865,0.5418618153667505,1.0396127,0.55844915
ENSMUSG00000120124,34.071022,4.542705,1.9823648564887218e-254,6.917680999201553e-252,0.47714808043875684,0.04950648345268047,0.58559614,0.033584833
Rims2,34.031925,1.0883218,7.51338696507605e-254,2.588265483994788e-251,0.9625228519195612,0.7952003096574415,2.3346677,1.6838226
Elavl4,33.866177,1.3434291,2.0977201503852615e-251,7.134903853272402e-249,0.8720292504570384,0.5099670988968453,1.0580449,0.5545554
Csmd2,33.81888,1.1984565,1.0411384253080199e-250,3.4969236860033117e-248,0.9424131627056673,0.7053609444551965,1.7794434,1.1463608
Arap2,33.690277,1.3740834,8.024329307896749e-249,2.661897882755378e-246,0.8720292504570384,0.5527772401780531,1.197539,0.6376075
A230057D06Rik,33.318188,1.1075141,2.105439227501513e-243,6.899164883288495e-241,0.9597806215722121,0.7727888523321076,2.1586394,1.5161446
Ptk2,33.095573,0.9885552,3.441195641942707e-240,1.1140352638433801e-237,0.9570383912248629,0.7824656473775885,1.8291495,1.2906412
Rmst,33.038628,2.2969368,2.2658955117588035e-239,7.248168142971316e-237,0.6215722120658135,0.21873427520805108,0.9461143,0.2781189
Fmn1,32.997307,1.3259106,8.878456943218653e-239,2.8037893725963623e-236,0.8450639853747715,0.5024191987613702,1.0230986,0.5369349
Nav3,32.996983,0.9811883,8.973795535663831e-239,2.8037893725963623e-236,0.9789762340036563,0.8905360944455196,3.2900052,2.6455407
Zfpm2,32.98955,1.5502428,1.1469244572203354e-238,3.5422827776448752e-236,0.9104204753199269,0.6526417650474163,2.0494788,1.1968035
Kcnmb4,32.933636,1.6069607,7.256203851644966e-238,2.21561588061023e-235,0.6974405850091407,0.32479194890652213,0.56392866,0.22210273
Sgcz,32.86999,1.6268113,5.901316965029269e-237,1.7816672679813087e-234,0.9529250457038391,0.7296303464292626,2.608385,1.6238335
Camk4,32.677776,1.2610364,3.231619297270975e-234,9.6481789464079e-232,0.9177330895795247,0.6007741436036385,1.418768,0.83586943
Atp2b4,32.3082,1.3569983,5.365344891272878e-229,1.5842507387747498e-226,0.7925045703839122,0.4167215018385911,0.82417756,0.40526938
Zmiz1os1,32.306156,1.766607,5.732406816351541e-229,1.6742366429931078e-226,0.6407678244972578,0.2510547706599574,0.46828225,0.16172004
Ano3,32.11743,1.3084145,2.517693856569862e-226,7.274240207100236e-224,0.9076782449725777,0.6460228372363074,1.6933846,1.0266991
Pcdh9,31.794043,0.7497736,7.824519075183106e-222,2.2366471015975537e-219,0.993601462522852,0.9694213276562802,4.308156,3.7975836
Flrt2,31.784946,1.2552274,1.0451207633293152e-221,2.956041569543021e-219,0.8925959780621572,0.5780530288368493,1.2941145,0.7463226
Hs6st2,31.738861,1.4214388,4.523647941317921e-221,1.2661502102417973e-218,0.779707495429616,0.4164505515773176,0.86002076,0.41140705
Anks1b,31.641142,0.83644915,1.003963821056044e-219,2.781083285750093e-217,0.979890310786106,0.8960325140313529,3.28066,2.7299857
Meg3,31.5665,1.3165559,1.0647314330183802e-218,2.9193197556330483e-216,0.9849177330895795,0.9072188891039288,4.0654054,3.1780798
Gm26871,31.550102,1.2115469,1.787288019909036e-218,4.8509524338339184e-216,0.9643510054844607,0.7844784207470485,2.598523,1.8521229
St3gal1,31.537361,2.2229352,2.672534707972301e-218,7.181100760321572e-216,0.5479890310786106,0.1583123669440681,0.3875758,0.09658737
Ptprn2,31.523169,1.1344199,4.182727074080122e-218,1.1127710542627016e-215,0.9620658135283364,0.7459260692858525,2.2031054,1.5407932
Dock3,31.138477,0.9566894,7.264259215161547e-213,1.9136337756018703e-210,0.9593235831809872,0.7919101993419779,2.054985,1.5056483
Mapk8,30.942974,1.1185497,3.158414435059864e-210,8.239475327190149e-208,0.8706581352833638,0.5777046642152119,0.9877315,0.57441896
Ablim1,30.867403,1.1116767,3.272117941042624e-209,8.454020103443779e-207,0.8971663619744058,0.5884265531256048,1.15107,0.6932884
Sv2b,30.839752,1.2695687,7.686513193133596e-209,1.9619984913045757e-206,0.9478976234003657,0.5924520998645249,1.5388591,0.9233883
St6gal2,30.839529,1.373035,7.739927059109975e-209,1.9619984913045757e-206,0.7280621572212066,0.36980839945809946,0.6087447,0.2803409
Kazn,30.69749,1.1751214,6.148103681406343e-207,1.5439209899008265e-204,0.8583180987202925,0.5492935939616799,1.1162392,0.64674646
Slc8a1,30.678125,1.0328232,1.1145197962160273e-206,2.7728839744745047e-204,0.9744058500914077,0.8675440294174569,2.860041,2.2023165
Adcy2,30.545797,1.1687398,6.430063212366675e-205,1.5850990689568123e-202,0.9392138939670932,0.6778014321656667,1.7020149,1.0969329
Chrm3,30.42372,1.4121808,2.6680634146820954e-203,6.517351268409809e-201,0.9314442413162706,0.6363460421908264,1.9933852,1.2185676
Galnt9,30.27331,1.3490784,2.5749746632310742e-201,6.233294522614321e-199,0.7189213893967094,0.35730598025933813,0.61166376,0.28601196
A330076H08Rik,30.240978,1.0631772,6.855973761032452e-201,1.6448215621334105e-198,0.9154478976234004,0.6343332688213663,1.2637775,0.795249
Lmo3,30.207674,1.2180854,1.87805445754463e-200,4.465780820727805e-198,0.8313528336380256,0.47245984130056123,0.92991114,0.5065261
Serpini1,30.202662,1.2593735,2.1854694553031116e-200,5.151189847718825e-198,0.81672760511883,0.5029610992839172,0.99113774,0.53517854
Ncald,30.181938,1.118465,4.0884466033166425e-200,9.55274436792332e-198,0.9424131627056673,0.6803948132378557,1.5549988,1.0007484
Ext1,30.13234,1.1158688,1.8275889422829391e-199,4.2333892137191873e-197,0.9552102376599635,0.7590090961873428,2.039579,1.4074773
Syt16,30.131279,1.0976621,1.8870279081992155e-199,4.3337128113942664e-197,0.9181901279707495,0.6475711244435843,1.3929398,0.8814022
Fnbp1l,30.129526,1.1874056,1.989506112301981e-199,4.530341460809681e-197,0.8542047531992687,0.4963421714728082,0.99752265,0.5604894
Tanc2,30.122364,0.7796896,2.4691428191576473e-199,5.575282987459327e-197,0.9680073126142597,0.8417263402361138,2.3230894,1.8505207
Etv5,30.055862,1.3393792,1.8302604996097534e-198,4.09825830204284e-196,0.7052102376599635,0.33830075479001354,0.5895395,0.2756608
Grid1,29.955795,1.0194119,3.698027635512664e-197,8.212066327787214e-195,0.9524680073126143,0.7682988194310044,2.068383,1.4838312
Dip2a,29.839916,1.192994,1.1865343736973913e-195,2.613293329610566e-193,0.7541133455210237,0.41718598800077417,0.6722186,0.35014686
Slc4a10,29.772402,0.9930832,8.896306704400884e-195,1.9434452125792825e-192,0.9602376599634369,0.75734468743952,1.901859,1.3514023
Plxna2,29.758848,1.0420495,1.3323464081928071e-194,2.8871087087210265e-192,0.8962522851919561,0.6359976775691891,1.2393173,0.78453654
Gm49678,29.708342,1.4310731,5.991671017992829e-194,1.2879696020277385e-191,0.853290676416819,0.5297077607896264,1.5411111,0.8590662
Grik4,29.682898,1.2016243,1.276609868555598e-193,2.722421203816581e-191,0.8811700182815356,0.5410102574027482,1.240882,0.72706234
Ryr3,29.597185,1.2425401,1.6242904513836918e-192,3.4365893250928976e-190,0.9547531992687386,0.6984323592026321,2.0914564,1.3861067
Gm5468-1,29.59558,1.9511023,1.7033816155336127e-192,3.575770625733451e-190,0.5521023765996343,0.18951035417069867,0.35984924,0.10617023
Hs3st5,29.573502,1.8932942,3.2756547762670174e-192,6.823011150255408e-190,0.5964351005484461,0.2407199535513838,0.6411794,0.21666452
Vxn,29.536423,1.4081167,9.812355185948122e-192,2.0281383372802005e-189,0.6924131627056673,0.3561447648538804,0.6287366,0.2850233
Arhgap44,29.462675,1.0664817,8.662900128651942e-191,1.776886461502883e-188,0.8528336380255942,0.5598219469711632,0.9455286,0.5605522
Sgcd,29.334162,1.456369,3.805093479310719e-189,7.745671347657501e-187,0.899908592321755,0.6879814205535126,2.1469526,1.3229437
Gm28905,29.32962,1.7520845,4.348107922388381e-189,8.784485704855323e-187,0.6156307129798904,0.26758273659763887,0.6251939,0.22941639
B230209E15Rik,29.28876,1.0928928,1.4421050448583597e-188,2.8917434742794125e-186,0.8816270566727605,0.5684149409715502,1.0702579,0.6409727
Khdrbs2,29.281046,1.1863592,1.8080546779168744e-188,3.59869845893529e-186,0.9437842778793418,0.6927424037158892,1.8698484,1.2270601
Nr4a2,29.239035,1.9029533,6.190006030743871e-188,1.2229813385741751e-185,0.5626142595978062,0.20580607702728856,0.48092696,0.15283781
Plcl2,29.23313,1.01674,7.357933650188832e-188,1.4431217312450652e-185,0.9008226691042047,0.6282949487129863,1.2503903,0.8026657
Bcl11a,29.223036,1.1251601,9.88674804307245e-188,1.9250501443286718e-185,0.943327239488117,0.655854461002516,1.5962514,1.0309618
Ahi1,29.15449,0.96647197,7.328241780104745e-187,1.4166176736072986e-184,0.9488117001828154,0.7417069866460229,1.7863187,1.264726
Tenm1,29.114927,1.1578647,2.3236164164260357e-186,4.459683793526256e-184,0.9556672760511883,0.7341590865105477,2.0874357,1.4269526
Astn2,29.05854,1.2953693,1.2003055967636943e-185,2.287390878371664e-183,0.8834552102376599,0.6128120766402168,1.6416478,0.991923
Mpped1,28.950686,1.2113991,2.7510676426358885e-184,5.205717433635657e-182,0.770109689213894,0.4250822527578866,0.76942885,0.40567195
Foxp1,28.941763,0.95934975,3.5627893133440784e-184,6.694555863605271e-182,0.9556672760511883,0.780181923746855,1.9240106,1.3882239
Npas2,28.909353,1.2484506,9.107830908087649e-184,1.699495947918855e-181,0.779707495429616,0.4610025159667118,0.8742884,0.46251836
Kcnma1,28.904379,0.91069907,1.0518254446759639e-183,1.9491413585133206e-181,0.970292504570384,0.8469518095606735,2.7497315,2.1732266
A230006K03Rik,28.888847,1.1586336,1.6484991253306476e-183,3.0339158560023633e-181,0.8948811700182815,0.645713179794852,1.7556751,1.1456314
Osbpl3,28.84099,1.3363862,6.572626535246241e-183,1.2014045918507925e-180,0.676416819012797,0.3235920263208825,0.5849182,0.27365994
Gm2824,28.77431,1.4853144,4.497757514378276e-182,8.165861108874613e-180,0.659963436928702,0.32397909812270176,0.54789203,0.23158215
Brinp3,28.711708,1.568061,2.725133274509884e-181,4.9143846366497034e-179,0.8363802559414991,0.6126185407393071,1.8474036,1.0303655
Galnt18,28.61241,1.1223468,4.708978140402837e-180,8.435349508841615e-178,0.9154478976234004,0.6293013353977163,1.4554347,0.9201124
Arhgap26,28.57076,1.0315613,1.5514039068204443e-179,2.7606770182957176e-177,0.9213893967093236,0.6490419972904974,1.3437932,0.86967033
Rxfp1,28.382294,2.1618562,3.344936666647284e-177,5.913055804790298e-175,0.5109689213893968,0.15641571511515387,0.51892674,0.14150715
Sez6,28.368162,1.1736871,4.997686851609437e-177,8.776983379264416e-175,0.7161791590493601,0.3727888523321076,0.55749714,0.28579703
