names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NP-CT-L6b Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Itga6,3.346089,-0.50959176,0.000819600983143099,0.002684710278807152,0.236745886654479,0.17871105089994194,0.122774005,0.1705601
Selenof,3.3332934,-0.2659005,0.0008582436863985328,0.0028037699517967874,0.3359232175502742,0.27145345461583126,0.17075367,0.20202857
Vamp2,3.329941,-0.26752073,0.0008686434515211697,0.0028363652378629034,0.5077696526508226,0.41203793303657826,0.31434,0.36783773
Arl4c,3.319265,-0.32204932,0.0009025476111164986,0.0029417096446749534,0.14122486288848263,0.09305206115734468,0.053139765,0.06600033
Ltbp3,3.3131795,-0.25392535,0.0009224174030690323,0.0030031934594044467,0.113345521023766,0.06719566479581962,0.036682136,0.043589685
Mrps33,3.293356,-0.28632212,0.0009899902775343558,0.003215792886526613,0.2842778793418647,0.22550803173988776,0.14114228,0.16963021
Dach2,3.260298,-0.36960486,0.001112952084685479,0.003595650176205221,0.13939670932358317,0.09262628217534352,0.06667567,0.08533484
Cacybp,3.2264254,-0.27894056,0.001253469443458844,0.0040307233060961145,0.2152650822669104,0.1641184439713567,0.10076932,0.12101016
Rffl,3.2262285,-0.426645,0.0012543316630832782,0.0040326664578687905,0.37294332723948814,0.2987807238242694,0.20846689,0.27120748
Slc48a1,3.2239358,-0.29037628,0.0012644172576125915,0.004063982262206978,0.25822669104204754,0.20367718211728275,0.1203472,0.14531384
Anp32b,3.2214863,-0.25008583,0.0012752756738042192,0.004097902099392414,0.2340036563071298,0.1828527191794078,0.10787762,0.12704867
Gnai2,3.2079008,-0.55323625,0.0013370757686301988,0.004289305862355951,0.2646252285191956,0.20499322624346816,0.11309513,0.1618648
Igsf8,3.2031794,-0.28599092,0.001359193394502455,0.004357137498243971,0.4008226691042048,0.32711437971743756,0.21783738,0.2598587
Plekhh2,3.1748965,-0.29953596,0.00149889944061873,0.004788992624188499,0.2893053016453382,0.22864331333462357,0.13340512,0.16181578
Bmp2k,3.152819,-0.64369607,0.0016170211955438276,0.005151079967310332,0.32952468007312613,0.25748016257015677,0.1652114,0.2473753
Park7,3.147562,-0.28702325,0.001646382246337345,0.005241503668137969,0.26279707495429616,0.208128507838204,0.13504976,0.16247728
Atp6v1d,3.1472082,-0.285266,0.0016483750896573455,0.00524722647305922,0.5173674588665448,0.42229533578478806,0.31060344,0.36733794
Cdipt,3.1452155,-0.25007817,0.0016596447938000117,0.005280598651202642,0.26279707495429616,0.20952196632475323,0.12763606,0.15006217
Snx18,3.13141,-0.28361103,0.001739691054156704,0.005523508475995126,0.2961608775137112,0.23808786529901296,0.13502741,0.16209653
Ndufb5,3.1196315,-0.35906532,0.0018107743362380706,0.005734296572152853,0.329981718464351,0.2678149796787304,0.1731266,0.21707056
Cct2,3.108969,-0.30531937,0.0018774140696567836,0.005939029438624649,0.25914076782449724,0.2061931488291078,0.12429413,0.15146889
Chn2,3.102263,-0.4686958,0.0019204725245170796,0.00606738350779235,0.3619744058500914,0.2861621830849623,0.22752024,0.30273247
Trp53bp2,3.0929656,-0.3916227,0.0019816704118884015,0.006254108993122075,0.24040219378427788,0.18687826591832785,0.10593105,0.13679658
Map1lc3b,3.089264,-0.29475754,0.0020065316248509017,0.006325883463539098,0.2573126142595978,0.2032901103154635,0.122431196,0.14821683
Fat1,3.0789607,-0.29806465,0.0020772418266563814,0.006539600220533916,0.24223034734917734,0.18865879620669634,0.11648297,0.14140381
Polr2m,3.0711398,-0.27410161,0.0021324323889217235,0.006700790350874366,0.21160877513711152,0.16291852138571705,0.08956227,0.10732873
Ccdc85b,3.0571747,-0.3342955,0.0022343406537249245,0.007007906310912655,0.2742230347349177,0.21830849622604992,0.1320079,0.16374607
Arpc5,3.0449984,-0.26832828,0.00232681547049466,0.007283496236275805,0.4076782449725777,0.33257209212308886,0.21039476,0.2484452
Vps29,3.0339067,-0.26584938,0.0024140916968722784,0.007544387519767168,0.36060329067641683,0.2934391329591639,0.17247549,0.20402797
Cdk5rap2,3.0336354,-0.28047287,0.0024162619052325095,0.007550291591301027,0.3592321755027422,0.2898006580220631,0.16679248,0.19922772
Pgk1,3.0307484,-0.33668438,0.0024394851001934667,0.007617543828262457,0.3313528336380256,0.26886007354364233,0.17304474,0.21396366
Tbc1d4,3.0258603,-0.38132644,0.0024792690548392717,0.007734582550044262,0.19881170018281535,0.1497967873040449,0.08766857,0.1127453
Il6ra,3.0254707,-0.40325943,0.0024824641725735026,0.007742752445391759,0.170018281535649,0.12483065608670409,0.07418424,0.096980356
Acsl3,3.0092006,-0.35759684,0.0026193623139578867,0.008149868616957899,0.5470749542961609,0.44261660538029807,0.34246266,0.42087469
Pgp,3.0029733,-0.32587472,0.0026735584370541758,0.008308872912751064,0.22760511882998172,0.17797561447648538,0.1040947,0.12883964
Kctd13,3.000993,-0.33747602,0.0026910069809695145,0.00836019858696391,0.22943327239488118,0.17948519450358041,0.103945866,0.12963189
Rpn1,2.9987705,-0.29721746,0.0027107134941260934,0.008416555533529943,0.28793418647166363,0.23375266111863752,0.14297883,0.17300247
Pde6a,2.9938962,-0.25450313,0.0027543961255284107,0.008546261419509052,0.14488117001828155,0.10183859105864138,0.0678146,0.08038453
Pfdn2,2.9873443,-0.3098862,0.0028141255721048242,0.008720511373827313,0.24954296160877515,0.1991871492161796,0.11656603,0.14258829
Gpam,2.9770093,-0.37908947,0.002910750732846732,0.009007471172589161,0.2413162705667276,0.18993613315269983,0.10205676,0.13079686
Phactr4,2.9741828,-0.5074593,0.002937700204519163,0.00908459022849924,0.1773308957952468,0.1300561254112638,0.071016125,0.099504754
Otub1,2.9538295,-0.3107654,0.0031385741493556753,0.009675709889076066,0.2303473491773309,0.18134313915231276,0.10185035,0.1248597
Myo1e,2.9425051,-0.4737259,0.003255684725738572,0.0100183518759271,0.22394881170018283,0.17321463131410877,0.109392606,0.14887938
Tesk2,2.9380877,-0.26812276,0.003302437049702916,0.010156401914331847,0.2609689213893967,0.208631701180569,0.118884824,0.14152016
Vat1l,2.9354577,-0.2835509,0.003330559551558571,0.010241718373813092,0.23308957952468007,0.18083994580994775,0.10176264,0.12255919
Rpl15,2.929601,-0.35094997,0.003393976719744237,0.010425992278441482,0.4812614259597806,0.39539384555835105,0.28239843,0.3479567
Il6st,2.9266517,-0.4978057,0.0034263232166942465,0.01052174912372279,0.2920475319926874,0.23123669440681247,0.12606482,0.17371693
Tm7sf3,2.9146159,-0.28281522,0.0035612657534926915,0.010917422794791628,0.2819926873857404,0.2246177665957035,0.121308684,0.14574796
Tceal5,2.9130306,-0.29058114,0.0035793958897996437,0.010970499322335625,0.2522851919561243,0.2026320882523708,0.12162096,0.14685257
Zfhx2os,2.912004,-0.30319574,0.003591181158839345,0.011002854930218154,0.16544789762340037,0.12111476678923941,0.058640655,0.07187296
Ndufb2,2.9070525,-0.31778446,0.003648519329432549,0.011168342946212417,0.3148994515539305,0.25678343332688214,0.16582307,0.20278476
Gnb2,2.906476,-0.2614443,0.00365525040320725,0.011186398443528336,0.28244972577696525,0.2308109154248113,0.14505199,0.17152464
Dbndd2,2.9048645,-0.25821137,0.003674121988305342,0.011239032083989587,0.3053016453382084,0.2491968260112251,0.14929219,0.17611028
Zfp110,2.904629,-0.33080855,0.0036768851883181236,0.01124620432670552,0.16819012797074953,0.12374685504161022,0.062133573,0.07753992
Smim10l1,2.9021204,-0.35938036,0.0037064608278512086,0.01133150556882034,0.24542961608775138,0.19361331526998257,0.104556985,0.1322524
Hspd1,2.9012425,-0.36308202,0.003716862471712713,0.011360720579560984,0.3203839122486289,0.2603057867234372,0.16105652,0.20274524
Pdia3,2.9002295,-0.28195047,0.003728894818989857,0.011393609709603987,0.5155393053016454,0.4252370814786143,0.31192207,0.36814782
Dnajb2,2.8981557,-0.43791124,0.0037536422430578986,0.011465313978738859,0.23491773308957953,0.18467195664795819,0.10476135,0.13942648
Mtarc2,2.8898864,-0.29946384,0.0038538112264205563,0.011755239829029441,0.23263254113345522,0.18343332688213665,0.10090718,0.12280774
Nedd8,2.886164,-0.41455746,0.003899690786509527,0.011884392813146306,0.34186471663619744,0.278691697309851,0.17309101,0.2246481
Fkbp2,2.879685,-0.35867304,0.003980727923867973,0.012116239161116045,0.26371115173674586,0.2130443197213083,0.13161872,0.16583474
Ano10,2.87906,-0.26207832,0.003988622745290117,0.012137519044840932,0.2979890310786106,0.23986839558738146,0.1261416,0.14947514
P4hb,2.8787754,-0.29015508,0.003992227082933723,0.0121471115070127,0.18190127970749542,0.13799109734855816,0.07762976,0.09413246
Prpf19,2.8781905,-0.25596514,0.003999636563389132,0.01216552348406905,0.226691042047532,0.17871105089994194,0.09500773,0.11245004
Zfand6,2.8777444,-0.27437082,0.004005293587499276,0.012181351295541092,0.5132541133455211,0.42245016450551576,0.30145895,0.3545412
Rad51b,2.8713288,-0.3138939,0.004087500089583527,0.012421525379677605,0.11380255941499086,0.07389200696729244,0.046824176,0.05788146
Ostf1,2.8685477,-0.44988716,0.004123610454590891,0.012527011070079959,0.1425959780621572,0.10079349719372943,0.056279086,0.07610676
Tspyl4,2.8670807,-0.39334115,0.004142773676511655,0.012578116235917305,0.3596892138939671,0.29347784013934586,0.1903427,0.24324392
Tspan9,2.8601944,-0.32644933,0.004233813756583655,0.01284001982386036,0.33455210237659966,0.2709502612734662,0.16920999,0.20797645
Eif3k,2.8570514,-0.30409563,0.004275967648692233,0.012959085350818892,0.22257769652650822,0.17658215598993612,0.108333945,0.13213961
D8Ertd738e,2.8508062,-0.34081116,0.004360852981999959,0.013201455568537504,0.17550274223034734,0.13175924133926845,0.07481283,0.09383859
Gm5086,2.8352227,-0.43845138,0.004579375358129339,0.01383025917420876,0.09780621572212066,0.05914457131797948,0.039513487,0.05317929
Trim28,2.8201482,-0.26350605,0.0048001464523179434,0.014470990146278822,0.16224862888482633,0.12065028062705632,0.063964754,0.07630492
Psma7,2.8020737,-0.3397503,0.005077525120845271,0.015271222296520306,0.33318098720292505,0.27520805109347785,0.1746938,0.2163751
Creg1,2.8006673,-0.25334632,0.005099704908847124,0.015334497638845371,0.12705667276051189,0.08747822721114767,0.05095469,0.060446233
Tpi1,2.7908375,-0.38719383,0.005257185532198427,0.015776253657602383,0.36380255941499084,0.2987807238242694,0.19490047,0.24798048
Smoc1,2.7860527,-0.5420419,0.00533542086662907,0.015998522339730287,0.13025594149908593,0.08945229340042578,0.052854687,0.07606084
Ypel3,2.7821677,-0.33055165,0.005399712382837476,0.01618046969185268,0.396709323583181,0.32591445713179795,0.22183356,0.27179274
Rab22a,2.7783792,-0.2941274,0.0054630825396090685,0.0163667106521681,0.23720292504570384,0.1897038900716083,0.10003803,0.12133775
Arf5,2.764923,-0.34609538,0.0056936211502398755,0.017027000590645013,0.3756855575868373,0.30838010450938647,0.19600166,0.2431296
Pink1,2.7647235,-0.31710672,0.005697104911112966,0.017035522920276585,0.2202925045703839,0.1748790400619315,0.09687643,0.119320676
Crot,2.7615309,-0.31303638,0.005753107166379232,0.017191502397754667,0.21343692870201098,0.16682794658409134,0.08960093,0.11015601
Htatsf1,2.7599525,-0.3191891,0.005780977456819307,0.017261347290225,0.24588665447897623,0.19860654151345075,0.10533834,0.12979473
Ldhb,2.7474184,-0.456945,0.0060066449248750865,0.017901347507918542,0.35648994515539306,0.29034255854461005,0.1814186,0.2414077
Slc25a13,2.73935,-0.62047076,0.006156079499345755,0.018318256494730945,0.13711151736745886,0.0958389781304432,0.05342503,0.080997355
Rrbp1,2.7219334,-0.56006014,0.006490122254147475,0.019268722164585597,0.35283363802559414,0.28592994000387073,0.18392159,0.26059312
Arpc4,2.7143605,-0.32966158,0.006640388009703945,0.019700477621811305,0.24908592321755027,0.20143216566673117,0.11166193,0.13842377
Tgfbr2,2.7055764,-0.67217225,0.006818596164446386,0.020206868748061584,0.1540219378427788,0.11151538610412232,0.07430514,0.11592637
Ik,2.7027278,-0.28820875,0.006877304959941088,0.020365129410801968,0.2536563071297989,0.20661892781110897,0.120620966,0.14543684
Col26a1,2.694614,-0.33634365,0.007047022793784548,0.0208424328529434,0.17687385740402195,0.1330365782852719,0.074955806,0.09373866
Ap1s1,2.6923983,-0.33306137,0.007094016131980775,0.020964259685034667,0.3263254113345521,0.2681246371201858,0.15097673,0.18672052
Herpud1,2.6915588,-0.3289068,0.007111894428776351,0.02101348177932929,0.1489945155393053,0.1093864911941165,0.056518644,0.07049138
Dnajb11,2.6891823,-0.2574787,0.007162730106485667,0.021159032317641803,0.22989031078610603,0.18579446487323398,0.10336162,0.122366734
Pdha1,2.6847897,-0.256956,0.007257548563863767,0.02141793848555952,0.25822669104204754,0.2109541319914844,0.11969958,0.14145438
Cope,2.6788747,-0.32172725,0.007386999881245147,0.021773660246715346,0.20840950639853748,0.1651248306560867,0.08926763,0.11037818
Tbc1d31,2.6754138,-0.3240173,0.007463706120210392,0.021987696902757727,0.21617915904936014,0.17011805689955486,0.08365503,0.10366184
Naca,2.6652343,-0.44032595,0.007693468036813173,0.022644702174298384,0.35191956124314444,0.2885233210760596,0.1765587,0.2327181
Fgd3,2.6609697,-0.6726747,0.007791597329420581,0.022915961059712237,0.12705667276051189,0.08728469131023806,0.042861223,0.0674784
Ptpn13,2.6607096,-0.45213485,0.007797618104629436,0.02293115885645102,0.2006398537477148,0.15571898587187924,0.08893672,0.119777046
Tle5,2.6473582,-0.3696782,0.008112339295711429,0.0238175870712157,0.3857404021937843,0.3191794077801432,0.20716959,0.26037923
1700054A03Rik,2.644391,-0.419723,0.008183802924811355,0.02402215256605649,0.14351005484460694,0.1044706793110122,0.06320076,0.08367045
Eif3c,2.642166,-0.3519727,0.008237769842952871,0.024175281310631676,0.42458866544789764,0.35316431197987225,0.24582472,0.3042992
Cirbp,2.6413884,-0.2844915,0.008256701499558981,0.02422554807743501,0.16727605118829983,0.12703696535707373,0.06743493,0.08154969
Mknk1,2.6402833,-0.2986148,0.008283674890167191,0.024296730083920144,0.23446069469835465,0.1884265531256048,0.09607855,0.11692611
Sema6a,2.6379685,-0.30266795,0.008340430246440036,0.02445785885865369,0.46206581352833637,0.38165279659376816,0.34048095,0.4056694
Nme1,2.6375682,-0.38452536,0.008350284616995374,0.024481412728714208,0.3194698354661792,0.2645635765434488,0.1740243,0.22165608
Mrc2,2.6299098,-0.3418791,0.008540751625894474,0.024998910260107244,0.1293418647166362,0.09189084575188697,0.05215072,0.06564718
Rassf3,2.6231089,-0.34933624,0.00871314239625176,0.025481294752643102,0.12979890310786105,0.09134894522934005,0.04614056,0.058418874
Ap2m1,2.6225047,-0.3906463,0.008728605309925684,0.025520960247845826,0.32861060329067643,0.2707180181923747,0.1637567,0.20966104
Arap1,2.6146152,-0.46788514,0.008932802056879328,0.02608110303904678,0.09689213893967093,0.06061544416489259,0.0363241,0.049896963
Omg,2.604301,-0.28508556,0.009206187902545676,0.0268501323066756,0.22074954296160879,0.17789820011612154,0.108209886,0.13037038
Aamp,2.600657,-0.3277349,0.009304546269311433,0.027116394604815422,0.19881170018281535,0.15676407973679118,0.09522164,0.118122414
Atp5l,2.5936866,-0.2979406,0.009495298087188743,0.027645320143326636,0.5502742230347349,0.45577704664215213,0.3511513,0.41687065
Ndufs2,2.5936275,-0.32625479,0.009496932321493016,0.027647082500381077,0.25502742230347347,0.20793497193729438,0.12529624,0.15474175
Zfp808,2.5837824,-0.25323972,0.009772340969753527,0.028411902386634633,0.13391224862888482,0.0961873427520805,0.05108787,0.060599074
Psmd8,2.5822122,-0.38626477,0.009816918324927456,0.02852915805654345,0.15493601462522852,0.11646990516740856,0.06439122,0.08335562
Ssr3,2.5804687,-0.3110005,0.009866630572777438,0.02865813030921303,0.2563985374771481,0.20886394426166055,0.11465651,0.14038275
M6pr,2.5757196,-0.3042118,0.010003174003888515,0.029044481856970335,0.2070383912248629,0.1655893168182698,0.08925192,0.1090971
Phldb1,2.575692,-0.65180814,0.010003970211621156,0.029044481856970335,0.31855575868372943,0.2560867040836075,0.17362987,0.2607557
Mdh1,2.5740268,-0.330983,0.010052245915703103,0.029172032374440264,0.5712979890310786,0.46851170892200505,0.37164232,0.44864354
Fam222a,2.5733733,-0.31247658,0.010071253758591426,0.0292177271100574,0.10694698354661791,0.07114379717437584,0.036702212,0.04537952
Eya4,2.5717907,-0.41050774,0.010117405360852323,0.029345280877169894,0.12294332723948811,0.0855815753822334,0.061088588,0.080406494
Cntfr,2.566249,-0.32078987,0.010280504079412896,0.029795830505212437,0.18647166361974407,0.14519063286239597,0.073676676,0.091209196
Dek,2.5627809,-0.42974746,0.010383753889716395,0.03008209886972286,0.3523765996343693,0.2872072769498742,0.16734573,0.21943569
Cotl1,2.5604305,-0.31967407,0.010454257964989834,0.03027003356888759,0.17915904936014626,0.13876524095219664,0.07358209,0.09102575
Creb5,2.5542157,-0.71283877,0.010642728721170997,0.030789203352483276,0.24862888482632542,0.1940003870718018,0.14398988,0.22621077
Herc6,2.5492601,-0.2562159,0.010795171895746745,0.03117651212797883,0.11974405850091407,0.08364621637313721,0.04771399,0.056728315
Nudc,2.536228,-0.30429557,0.011205374752421537,0.03231602657481664,0.20978062157221206,0.16884071995355138,0.09711795,0.11861769
Ccdc141,2.5307193,-0.60141397,0.011382891442296076,0.03281037256538249,0.13208409506398539,0.09444551964389394,0.05810615,0.086884305
Ppp1r11,2.5303311,-0.36688343,0.01139549061193077,0.032843165584316186,0.18921389396709323,0.14925488678149798,0.0844507,0.10762988
Yeats4,2.5273628,-0.27843338,0.01149227104223711,0.03311499441339529,0.13071297989031078,0.09448422682407587,0.048527446,0.058560714
Cct7,2.520903,-0.3611464,0.011705406694067498,0.033707456635901155,0.28884826325411334,0.23820398683955873,0.14342554,0.1807269
Adamts6,2.5083141,-0.4102624,0.012130879166848036,0.034869140266710175,0.3414076782449726,0.27772401780530287,0.19742756,0.25468734
Dubr,2.5070617,-0.3961028,0.012173943639874429,0.034989182330027374,0.12431444241316271,0.0880201277336946,0.044443123,0.058083884
Cyth2,2.5053594,-0.31874257,0.012232700149869642,0.035150535025879295,0.1329981718464351,0.09703890071608283,0.05229506,0.06481364
Sat1,2.4969003,-0.5379447,0.01252842001954183,0.03593878999947571,0.1480804387568556,0.10996709889684536,0.0623936,0.08936103
Ehd4,2.4925516,-0.3908784,0.012682890887358049,0.03636249233283299,0.11197440585009141,0.07702728856202826,0.04627056,0.060243446
Gm2a,2.4887369,-0.38499558,0.012819780650465346,0.03673144658541307,0.13482632541133455,0.09862589510354171,0.056992613,0.07379475
Slc39a6,2.488584,-0.33432895,0.012825289288651833,0.036741385501793865,0.26279707495429616,0.21281207664021676,0.11881461,0.14761189
Prdx6,2.488565,-0.40177852,0.012825984220574113,0.036741385501793865,0.26142595978062155,0.213199148442036,0.11413603,0.14818843
Pja1,2.4859557,-0.41750383,0.012920406223299112,0.03700003359480413,0.20886654478976233,0.1664021676020902,0.08553371,0.112674855
Zfp281,2.483198,-0.26567337,0.013020874703260365,0.037279797898413,0.22486288848263253,0.18192374685504162,0.0916991,0.1092604
Extl2,2.4815822,-0.2748134,0.013080052426182157,0.03743327390473049,0.2312614259597806,0.18718792335978324,0.102818556,0.12311437
Stk32a,2.4791079,-0.5147716,0.013171145197607006,0.03766989584456628,0.11380255941499086,0.07780143216566673,0.050497726,0.07139216
Hsd17b11,2.4756346,-0.33780175,0.01329996590081527,0.03802213892487565,0.15585009140767825,0.11859880007741436,0.067562655,0.08465201
Dlx1,2.4724941,-0.4176307,0.013417392720307836,0.038317073269706826,0.090036563071298,0.05550609638087865,0.027845394,0.037022788
Tmed7,2.4701242,-0.3845499,0.013506608772721066,0.038555463478488795,0.25274223034734916,0.20499322624346816,0.10561273,0.13576818
Laptm4b,2.4682872,-0.39442757,0.01357613482011315,0.03874569756945728,0.24542961608775138,0.19806464099090382,0.10037336,0.1299585
