names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Ependymal NN (for_DEGs),mean_expr_Rest (for_DEGs)
Apoe,6.714338,4.876137,1.889221557266178e-11,2.8201879579856777e-08,1.0,0.34654103822591625,2.841902,0.43817505
Npas3,6.6040387,4.1146894,4.001047984829049e-11,5.6583241764398185e-08,1.0,0.5845663311002042,3.4759936,1.0326446
Dbi,6.555249,5.334954,5.5549003400792146e-11,7.463008606896424e-08,0.9444444444444444,0.2251997277254326,2.4132402,0.22471574
Ccdc180,6.5270605,11.797522,6.70729829797569e-11,8.181050849843387e-08,0.8888888888888888,0.0014330240389782538,1.3841268,0.00083999126
C230072F16Rik,6.5264463,11.830693,6.734841269813101e-11,8.181050849843387e-08,0.8888888888888888,0.002292838462365206,1.9265616,0.0016091212
Gm10714,6.520598,10.173995,7.002760310621433e-11,8.181050849843387e-08,0.8888888888888888,0.006806864185146705,1.5179749,0.0030794006
Ccdc146,6.504837,8.982122,7.777772758239789e-11,8.301713868013546e-08,0.8888888888888888,0.016909683659943397,1.8574535,0.010636253
Ak9,6.499983,8.719765,8.032920006265434e-11,8.301713868013546e-08,0.8888888888888888,0.03278042489162756,1.9334894,0.013928767
Dnah9,6.4851427,4.0763154,8.86478329877432e-11,8.579927638993348e-08,0.9444444444444444,0.41432307526958767,2.1998532,0.38909382
Hipk1,6.483856,3.8520224,8.940750796122582e-11,8.579927638993348e-08,0.9444444444444444,0.3795005911224161,1.6647702,0.25982502
Rgs22,6.4758,8.02377,9.431087318705786e-11,8.738390215642222e-08,0.8888888888888888,0.058897288002006234,2.127234,0.028005844
Ccdc162,6.4476113,7.4740252,1.1362679149020336e-10,1.0177172957805882e-07,0.8888888888888888,0.07863719413893168,2.1726408,0.042836946
Gm13481,6.4346867,7.138303,1.2372847112005234e-10,1.0724464577405828e-07,0.8888888888888888,0.10622290688926307,2.2880855,0.060966432
Ddo,6.4189544,6.4462295,1.372133983435961e-10,1.1207956928267916e-07,0.8888888888888888,0.05123060939347258,1.3808291,0.033583947
Lrguk,6.418472,6.2018175,1.3764889416927474e-10,1.1207956928267916e-07,0.8888888888888888,0.10507648765808046,1.5560458,0.049560633
Wwc1,6.412653,3.511657,1.4300881713526558e-10,1.124101957178138e-07,0.9444444444444444,0.4544119227600043,1.8307993,0.37797615
Gm973,6.4021697,6.6428094,1.5318409156069238e-10,1.124101957178138e-07,0.8888888888888888,0.04976175975351987,1.7401463,0.045944106
Macf1,6.3989973,2.135601,1.5640074467116715e-10,1.124101957178138e-07,1.0,0.8784437358936696,3.1692078,1.8223004
Dnah2,6.3942018,6.2009544,1.613884310763036e-10,1.124101957178138e-07,0.8888888888888888,0.12223695052484505,1.7952764,0.0660256
Pbxip1,6.387666,6.490749,1.6843664318739296e-10,1.124101957178138e-07,0.8888888888888888,0.06058109124780568,1.8409009,0.057285983
Zbbx,6.3876076,5.983171,1.6850105258112418e-10,1.124101957178138e-07,0.8888888888888888,0.1535485257765199,1.8725681,0.083444186
Cfap44,6.384888,6.374512,1.7152281445591238e-10,1.124101957178138e-07,0.8888888888888888,0.1684161501809193,2.145218,0.087024756
Kif9,6.3499885,5.2865243,2.1533121744923225e-10,1.352880748188155e-07,0.8888888888888888,0.1466700103894243,1.3659081,0.072130166
Vwa3a,6.345968,5.5105686,2.2103167915196167e-10,1.352880748188155e-07,0.8888888888888888,0.16433203166983126,1.7261219,0.09650736
Nnat,6.345617,4.5157094,2.215361106076621e-10,1.352880748188155e-07,0.9444444444444444,0.3420986637050836,2.3276858,0.3397186
Shroom3,6.315995,5.7242594,2.684285828563155e-10,1.602816893633155e-07,0.8888888888888888,0.07752660050872354,1.4579781,0.06050275
Ankfn1,6.291023,5.7005153,3.1538097051987493e-10,1.8422362343193564e-07,0.8888888888888888,0.13233976999964175,1.901393,0.1039255
Nme5,6.2606263,4.6366773,3.834345130324672e-10,2.1723470592188312e-07,0.8888888888888888,0.16014043635581987,1.1443238,0.082537845
Cfap54,6.2495146,5.0540123,4.1173061311895813e-10,2.2577962396951847e-07,0.8888888888888888,0.3195285350911762,2.1958687,0.21547128
Sox6,6.2179775,4.552812,5.036038347278831e-10,2.648488040041483e-07,0.9444444444444444,0.3093182388134561,2.7178066,0.47171777
Glis3,6.2152143,3.619624,5.125469969562975e-10,2.648488040041483e-07,1.0,0.3347544155053201,2.1486623,0.48003653
Ddx5,6.209644,2.2688093,5.31048900042281e-10,2.6923177253086965e-07,1.0,0.8068641851467059,2.4627964,1.1718796
Cfap69,6.198912,4.4439945,5.685480894150325e-10,2.8097871515805943e-07,0.8888888888888888,0.35327625120911404,1.9092363,0.23434547
Agbl4,6.197099,2.3181896,5.751332092926412e-10,2.8097871515805943e-07,1.0,0.7529466556801491,3.041066,1.6086037
Dnai3,6.116787,11.232203,9.548075540053353e-10,4.3221538815635417e-07,0.8333333333333334,0.0028660480779565075,1.5864238,0.0016141706
2010001K21Rik,6.116699,11.207339,9.553330814828194e-10,4.3221538815635417e-07,0.8333333333333334,0.003009350481854333,1.7768229,0.0020748074
Gm19935,6.112547,10.058339,9.805333188136295e-10,4.3221538815635417e-07,0.8333333333333334,0.0020062336545695553,1.1515023,0.0020264818
Ttc21a,6.1099887,9.761435,9.96383179328051e-10,4.3221538815635417e-07,0.8333333333333334,0.006842689786121162,1.2843127,0.0030051523
3300002A11Rik,6.1048274,9.6292095,1.0291184948480662e-09,4.3892720565980224e-07,0.8333333333333334,0.010246121878694515,1.7189057,0.005764773
Spag6l,6.098584,4.211572,1.070119548684346e-09,4.466879252300574e-07,0.8888888888888888,0.26854870490452476,1.4213684,0.1566886
Rarres2,6.096801,9.125655,1.0821238051538735e-09,4.466879252300574e-07,0.8333333333333334,0.006842689786121162,1.5306828,0.0064620227
Pla2g7,6.092078,4.91581,1.1145430620467219e-09,4.466879252300574e-07,0.8888888888888888,0.12836312829147709,1.6367626,0.12848116
Dnah10,6.090104,8.282475,1.1283717718142676e-09,4.466879252300574e-07,0.8333333333333334,0.017518718876509153,1.2701811,0.008192946
mt-Co1,6.089812,3.9500988,1.130434645167246e-09,4.466879252300574e-07,0.9444444444444444,0.5143839787912442,2.6263328,0.6041203
Ak7,6.0848994,8.65312,1.1656457165997229e-09,4.5392609282658774e-07,0.8333333333333334,0.02726328234156128,1.7426202,0.0116373515
Rmst,6.067354,4.9577537,1.3003444891411094e-09,4.991465203317373e-07,0.8888888888888888,0.24995521799878193,2.5714257,0.32848418
Spata17,6.062427,7.640692,1.34082542721166e-09,5.074363271715113e-07,0.8333333333333334,0.036255508186149824,1.5973663,0.01955092
9530026P05Rik,6.0578947,4.36523,1.37914610305545e-09,5.146896637374992e-07,0.8888888888888888,0.22874646222190378,1.8361942,0.22780167
Pltp,6.052602,7.8464303,1.4252469579815655e-09,5.24566116775887e-07,0.8333333333333334,0.024504711066528143,1.8372993,0.022680499
Ttll8,6.0477624,7.1811895,1.4687122356804317e-09,5.261906369697759e-07,0.8333333333333334,0.01909504531938523,1.2345235,0.016650809
Cfap46,6.027045,6.8930573,1.6698462315542876e-09,5.903785294982067e-07,0.8333333333333334,0.059398846415648625,1.4832456,0.028263884
Gm4876,6.003491,4.490945,1.9311965506803195e-09,6.668926282256506e-07,0.8888888888888888,0.22960627664529074,1.8298204,0.20921849
T2,6.003096,6.5393257,1.9358997023297635e-09,6.668926282256506e-07,0.8333333333333334,0.07688173969118332,1.6631198,0.04494506
Fhad1,5.9984612,6.079227,1.9919597060916315e-09,6.775184468693942e-07,0.8333333333333334,0.05979292802636764,1.182505,0.03291539
Timp3,5.9919114,4.2043824,2.073891619127426e-09,6.965683475744242e-07,0.8888888888888888,0.16325726364059756,1.2406346,0.12515335
Adgrv1,5.9792643,6.7934227,2.2414770736256418e-09,7.380617420980867e-07,0.8333333333333334,0.07157955074696377,2.0851216,0.06158164
Itm2c,5.9784746,3.345393,2.252365569484299e-09,7.380617420980867e-07,0.9444444444444444,0.5413964819259843,2.0988173,0.5330407
Tmem232,5.97267,6.2404504,2.334013269749088e-09,7.556016452790121e-07,0.8333333333333334,0.08730698957475011,1.5023284,0.04515298
Dnah7b,5.9611053,6.105079,2.505375222291811e-09,7.919933202703644e-07,0.8333333333333334,0.10178053236843047,1.7574837,0.06737825
2610307P16Rik,5.95321,6.1548433,2.6293349952646784e-09,8.215143177065338e-07,0.8333333333333334,0.04771970049797585,1.4208962,0.043137114
Ttc28,5.9479613,3.1227436,2.7150295533749988e-09,8.385384379216807e-07,0.9444444444444444,0.46594776627377926,1.8415214,0.47571826
Mlc1,5.939364,5.9436307,2.861296247945841e-09,8.736707975261904e-07,0.8333333333333334,0.04420879160247913,1.324691,0.043882903
Slc38a1,5.9373026,4.1882358,2.8974950529673707e-09,8.747830570026209e-07,0.8888888888888888,0.4470318489592663,2.1577263,0.35045826
Pitpnc1,5.914494,2.8445017,3.328968621049093e-09,9.829602950284519e-07,1.0,0.5073979866012253,1.9565125,0.6128827
Cfap47,5.9068623,5.670228,3.4868514798082068e-09,1.0183880354613752e-06,0.8333333333333334,0.14907032565471287,1.723923,0.08660042
Zfp36l1,5.8693748,5.458305,4.3744214364333425e-09,1.250433021244297e-06,0.8333333333333334,0.06394869773940458,1.3067251,0.05947233
Ccdc30,5.864038,3.0940788,4.5174404673492454e-09,1.2777223721860446e-06,0.8888888888888888,0.5298964640131838,1.8354441,0.48052427
Dnah5,5.84218,5.2461977,5.152210742088046e-09,1.4420823191656854e-06,0.8333333333333334,0.17106724465302905,1.5922481,0.09816458
Nfia,5.7821326,2.4691932,7.375958964773658e-09,1.9819201738346818e-06,0.9444444444444444,0.7395837065166768,2.7839139,1.319562
Pygb,5.7738423,3.2449353,7.7483872055242e-09,2.0466689304962363e-06,0.8888888888888888,0.37401927417332426,1.3840135,0.2742044
Cachd1,5.7364135,3.3781967,9.670249740194097e-09,2.474662957323956e-06,0.8888888888888888,0.34260022211872604,1.5022943,0.28956118
Tmem47,5.7321296,4.835274,9.917753256098088e-09,2.506717519710052e-06,0.8333333333333334,0.18417941460968007,1.6480072,0.13715546
Mt3,5.731033,3.4817255,9.982090606958525e-09,2.506717519710052e-06,0.9444444444444444,0.500626948017053,2.2735283,0.5766145
Maml2,5.720389,2.9432664,1.0628045856410342e-08,2.6199595611169347e-06,1.0,0.54168308673378,2.3925276,0.82963204
Fam216b,5.7118945,12.228009,1.1172547163892456e-08,2.7045616422863987e-06,0.7777777777777778,0.0006806864185146706,1.0796802,0.00040508978
Ttc29,5.7003145,9.753605,1.195864832906849e-08,2.8492963351839335e-06,0.7777777777777778,0.0058753985598108405,1.353237,0.0033191212
Stxbp4,5.6984725,2.941701,1.2088566513247803e-08,2.8492963351839335e-06,0.8888888888888888,0.4191237058001648,1.338202,0.31190017
Msi2,5.6945686,2.8065088,1.2368417504639063e-08,2.8723687298769508e-06,0.9444444444444444,0.6529574033604414,2.2841928,0.8155506
Odad2,5.689437,8.9982195,1.2745904065292161e-08,2.9272003609777807e-06,0.7777777777777778,0.012503134740085265,1.4969645,0.006759116
Iqcd,5.6874924,8.4792385,1.2891844956546105e-08,2.9356260506982535e-06,0.7777777777777778,0.011822448321570594,1.1367549,0.005913662
Rassf9,5.684027,8.511871,1.3155939238430675e-08,2.970588969215397e-06,0.7777777777777778,0.005947049761759754,1.1625438,0.0060035246
Itm2b,5.6775503,2.3292134,1.3663748893290452e-08,3.059541106355954e-06,1.0,0.7238920932898649,2.1066236,0.8906934
Fbxl13,5.675635,8.044185,1.3817527359986645e-08,3.0684046294449683e-06,0.7777777777777778,0.01737541647261133,1.1675735,0.008353294
Nudt4,5.6683097,4.6477513,1.4421303097620947e-08,3.1271369089431993e-06,0.8333333333333334,0.2217604700318848,1.625924,0.15090334
Prelp,5.6608095,7.5917287,1.506607271603126e-08,3.23860299103808e-06,0.7777777777777778,0.012825565148855371,1.1761916,0.011555445
Cfap43,5.658909,8.27102,1.5233860354955752e-08,3.2486811725211195e-06,0.7777777777777778,0.028194747966897145,1.6633039,0.0137497885
Cd24a,5.6548734,7.229856,1.559612537618602e-08,3.2997471563631365e-06,0.7777777777777778,0.01952495253107871,1.0070807,0.0115091745
Lrrc9,5.6526217,7.345248,1.58018812908972e-08,3.3108263426995846e-06,0.7777777777777778,0.022391000609035216,1.2351577,0.014887479
Cfap206,5.6516128,7.2592363,1.589492364005383e-08,3.3108263426995846e-06,0.7777777777777778,0.027800666356178123,1.0613039,0.012262531
Enkur,5.6403694,7.134044,1.6968560624711462e-08,3.4541304847424017e-06,0.7777777777777778,0.03722279941246014,1.2506258,0.017589517
Lmntd1,5.6342874,6.911103,1.757837762164155e-08,3.5513609525827708e-06,0.7777777777777778,0.0256869558986852,1.0983521,0.016475137
Dnai4,5.6321235,4.0592237,1.7800422383864968e-08,3.569383204883968e-06,0.8333333333333334,0.3300612617776663,1.5646367,0.20441245
Aebp1,5.627372,7.0266633,1.8297619899745055e-08,3.6419040496751827e-06,0.7777777777777778,0.024970443879196072,1.4284364,0.024037546
mt-Co3,5.617795,3.252092,1.9340970300634914e-08,3.718685028358155e-06,0.9444444444444444,0.6078529717336009,2.5085344,0.7814667
Dnah7a,5.61259,6.9932027,1.993203967252674e-08,3.798396496459529e-06,0.7777777777777778,0.05599541432307527,1.4474864,0.025209026
Cfap65,5.6074142,6.804845,2.053716197371189e-08,3.871051759988325e-06,0.7777777777777778,0.058897288002006234,1.3263824,0.024450485
mt-Cytb,5.6068735,3.7555037,2.0601429165550073e-08,3.871051759988325e-06,0.8888888888888888,0.3101422276358686,1.7547495,0.3031156
Pard3b,5.584679,3.4792407,2.3413221520708178e-08,4.3688420990377e-06,0.8888888888888888,0.32730269050263316,1.7202001,0.34443486
Ankub1,5.5746346,6.431379,2.4805000363119818e-08,4.596623170738134e-06,0.7777777777777778,0.04585676924730412,1.4877063,0.038938943
Nek11,5.5711546,6.0886903,2.5305631804758863e-08,4.625594058461705e-06,0.7777777777777778,0.07057643391967901,1.1814235,0.0326535
Wwox,5.562704,2.520182,2.6562619597708335e-08,4.822551274259614e-06,0.9444444444444444,0.6600866979543581,2.1780236,0.86066484
Sox9,5.5578647,6.191244,2.730951779338746e-08,4.924877470525645e-06,0.7777777777777778,0.05456239028409702,1.3862472,0.040232588
Anxa5,5.5476007,5.9718423,2.8961624160597864e-08,5.119729218389899e-06,0.7777777777777778,0.06215741769068176,1.2099311,0.036808476
Stk33,5.5328774,5.8530717,3.150191987953904e-08,5.5323959945308095e-06,0.7777777777777778,0.0778848565184681,1.258102,0.042651877
Prag1,5.530933,3.961752,3.1853180063303654e-08,5.557759404551748e-06,0.8333333333333334,0.23261562712714506,1.342528,0.16682231
Dnah7c,5.5248656,5.799059,3.297381483776452e-08,5.716170352843437e-06,0.7777777777777778,0.0911045032780425,1.2506311,0.043793347
Ankrd44,5.5218244,3.379845,3.354977694596502e-08,5.7787340162697436e-06,0.8888888888888888,0.3523806111847526,1.6530049,0.3404994
2210408I21Rik,5.4944544,2.0234027,3.919204167125794e-08,6.665127593080385e-06,0.9444444444444444,0.7028982911188335,2.0509615,0.9807966
Hsp90aa1,5.4795117,2.8281765,4.2650083879902244e-08,7.207595936182221e-06,0.9444444444444444,0.7955791208397521,2.7411358,1.1126444
Ckb,5.4663534,2.7715254,4.593885883391806e-08,7.714857105421113e-06,0.9444444444444444,0.5499229749579049,1.8595649,0.5843881
4632427E13Rik,5.4457817,2.3761256,5.157834437424496e-08,8.555000699604703e-06,0.8888888888888888,0.5892953104288324,1.5808194,0.5557981
Ttll3,5.430035,5.451348,5.634293784768341e-08,9.287943189983148e-06,0.7777777777777778,0.15000179128004873,1.5035344,0.07690227
Ccdc34,5.4232364,3.3011825,5.8529456152449626e-08,9.589551748880009e-06,0.8333333333333334,0.3111095188621789,1.1570463,0.19984281
Gnai2,5.4160724,3.7211735,6.092245078389982e-08,9.921128803414475e-06,0.8333333333333334,0.20965141690251854,1.1776744,0.15731658
Wwtr1,5.405209,5.0066314,6.473281619992666e-08,1.047813717645801e-05,0.7777777777777778,0.09092537527317021,1.2261671,0.07223635
Shank2,5.397665,2.194035,6.751384117148705e-08,1.0862855762142856e-05,0.9444444444444444,0.6395944541969691,1.8519461,0.7765844
Cnn3,5.339591,4.7570643,9.315642609420653e-08,1.446886224942965e-05,0.7777777777777778,0.13950489019453302,1.2606302,0.08936107
Dthd1,5.299077,10.723755,1.1638954181974834e-07,1.74091837856752e-05,0.7222222222222222,0.0022211872604162935,1.1808065,0.0013337358
Ttll6,5.2987113,10.414293,1.1662274214445612e-07,1.74091837856752e-05,0.7222222222222222,0.0023286640633396623,0.9060119,0.0010798814
Laptm4a,5.2926145,3.6306906,1.2057984125517224e-07,1.7802089750145483e-05,0.8333333333333334,0.316375882205424,1.4803454,0.24219777
Ccdc153,5.291445,9.866634,1.2135370860445877e-07,1.7818437979244846e-05,0.7222222222222222,0.003940816107190198,1.3847207,0.0032015592
Iqca,5.2904363,9.38349,1.2202502710182077e-07,1.7819633033836545e-05,0.7222222222222222,0.0044782001218070435,1.1025264,0.003007545
Rsph10b,5.2834473,4.4142704,1.26775269491649e-07,1.8314255329250582e-05,0.7777777777777778,0.20266542471249954,1.2267004,0.10708338
Armc2,5.27969,4.6023445,1.2940272257727917e-07,1.8593856447334177e-05,0.7777777777777778,0.23096764948232007,1.4525684,0.12644413
Mlf1,5.2719703,8.033147,1.3496706372955258e-07,1.9290239374537648e-05,0.7222222222222222,0.01038942428259234,0.91161644,0.005665699
Tm4sf1,5.2638702,8.026802,1.410540502891121e-07,2.0053557308298637e-05,0.7222222222222222,0.01089098269623473,1.2430439,0.009411644
Cd9,5.256282,4.637536,1.4699681346499805e-07,2.078844409370788e-05,0.7777777777777778,0.11288646867051194,1.3698258,0.111453645
Zfp462,5.252042,2.2426558,1.5042214518600904e-07,2.1161481890827554e-05,0.9444444444444444,0.5652921577759467,1.6967521,0.66350245
Cdhr3,5.250185,7.704049,1.519463924140553e-07,2.1264581063362843e-05,0.7222222222222222,0.02471966467237488,1.1786877,0.010732981
Gm16201,5.24653,7.4360905,1.5499064009675653e-07,2.157823056683859e-05,0.7222222222222222,0.015834915630709705,1.1208831,0.011868414
Plce1,5.243094,4.307376,1.5790595725204012e-07,2.1870789027640813e-05,0.7777777777777778,0.1551965034213449,1.2538813,0.11908434
Adgb,5.230725,7.0493736,1.688465928843242e-07,2.3147489544907094e-05,0.7222222222222222,0.027191631139612368,1.0229553,0.01335934
Cfap52,5.2084284,6.6023884,1.904469539525489e-07,2.5715123882939643e-05,0.7222222222222222,0.033962669723784616,1.0371777,0.018570013
Rsph1,5.2006063,6.656083,1.9863962745507156e-07,2.642300390949392e-05,0.7222222222222222,0.04438791960735141,1.0717524,0.018863808
Mt1,5.1980915,3.5681713,2.0134514776620815e-07,2.6650956258512378e-05,0.8333333333333334,0.2688711353132949,1.5512965,0.27263847
Rfx2,5.1708965,5.994029,2.3297326108279255e-07,3.0388308375216677e-05,0.7222222222222222,0.04420879160247913,0.91410804,0.023178484
Bmp6,5.1480885,5.8937106,2.6315452506467353e-07,3.367124804041799e-05,0.7222222222222222,0.03765270662415362,1.1431041,0.035304382
Id4,5.1329412,5.826084,2.8524896361882045e-07,3.598422372036482e-05,0.7222222222222222,0.0494035037437753,1.1840022,0.039189443
Cep128,5.1307774,4.127933,2.885480115149822e-07,3.606179102050034e-05,0.7777777777777778,0.22695518217318095,1.3673697,0.1546936
Sco2,5.128672,5.779032,2.917932440919818e-07,3.6298539207183105e-05,0.7222222222222222,0.04904524773403074,1.0667073,0.03411809
Nek1,5.1258793,2.3137577,2.9615210287161296e-07,3.667100001917162e-05,0.8888888888888888,0.5865009135528249,1.581524,0.57484597
Fads2,5.100644,3.841219,3.3849975903433225e-07,4.078694405942829e-05,0.7777777777777778,0.16558592770393724,1.037066,0.119602665
Gm5089,5.040962,5.361979,4.6319739947848235e-07,5.4349843336186994e-05,0.7222222222222222,0.06298140651309425,1.1986753,0.05477975
Hsp90ab1,5.0343094,2.2581213,4.795741369507092e-07,5.578422969638768e-05,0.9444444444444444,0.8092645004119944,2.4471102,1.1651633
Ccdc171,5.0211215,3.4678533,5.137061264700179e-07,5.918259853836787e-05,0.7777777777777778,0.298319779314298,1.2410328,0.20070219
Trps1,5.0202737,2.3550284,5.159792344726602e-07,5.918259853836787e-05,1.0,0.6819044889478021,2.5177944,1.1720245
Sparc,5.0188556,4.132742,5.198025029793382e-07,5.918259853836787e-05,0.7777777777777778,0.14588184716798624,1.4588081,0.17241196
mt-Nd5,5.00596,3.6807036,5.558432664893244e-07,6.297727564764749e-05,0.7777777777777778,0.18557661304768389,1.1679872,0.15936953
Zfp521,5.004103,3.633507,5.612272425835544e-07,6.297727564764749e-05,0.7777777777777778,0.135814853294164,1.0124611,0.13207911
Gas6,4.9962955,3.6213884,5.844206218861315e-07,6.513138580503418e-05,0.7777777777777778,0.26847705370257585,1.1676602,0.16546163
Ccdc138,4.9955792,3.5174086,5.86594542791897e-07,6.513138580503418e-05,0.7777777777777778,0.27596460430623726,1.1341165,0.16900393
Ston2,4.982128,3.570387,6.288879106426884e-07,6.925499245479114e-05,0.7777777777777778,0.23093182388134562,1.2018431,0.17883393
Aqp4,4.9604893,5.0207515,7.031582456932885e-07,7.649336867116867e-05,0.7222222222222222,0.08755776878157132,1.3595092,0.085401915
Stox2,4.9562054,1.954334,7.188320837568462e-07,7.788313746188088e-05,0.9444444444444444,0.7477877691398274,2.127799,1.0676595
Fhit,4.9426084,2.6016443,7.708432548141434e-07,8.285023302742413e-05,0.8888888888888888,0.5477734388994375,1.8503469,0.63307816
Tmem108,4.941117,2.1285095,7.767635087636893e-07,8.315392621705312e-05,1.0,0.6362268477053703,2.1071455,0.97540766
Scd2,4.9369793,2.693717,7.93419547619594e-07,8.426554642110074e-05,0.8888888888888888,0.5441192276000429,1.8306991,0.59313357
Rnf180,4.9288063,2.7624855,8.273362049281661e-07,8.71785248094895e-05,0.8333333333333334,0.473542793680364,1.5153631,0.42089334
Pacrg,4.919069,2.7682972,8.695694784599237e-07,9.056330188456648e-05,0.8333333333333334,0.5494930677462114,1.7883447,0.5486329
Tmcc3,4.8958073,2.525973,9.790308613437892e-07,0.00010117907401656775,0.8888888888888888,0.48647583563214275,1.6413835,0.54387546
Hoatz,4.888716,9.962276,1.0149579736157736e-06,0.00010371091766537597,0.6666666666666666,0.0027943968760075952,0.839529,0.0013176092
Dynlrb2,4.8886867,9.866431,1.0151087214735348e-06,0.00010371091766537597,0.6666666666666666,0.002042059255544012,0.9247126,0.0016282635
Nhsl1,4.87718,3.4625547,1.0761311387748753e-06,0.00010911563659955055,0.7777777777777778,0.2156701178662272,1.2096077,0.19340289
Rpgrip1l,4.8671503,3.0600493,1.132188886014936e-06,0.00011351460957918407,0.7777777777777778,0.4003152652885752,1.3035319,0.27885562
mt-Nd4,4.8621206,3.2208734,1.1613469799292808e-06,0.00011557553092851768,0.8333333333333334,0.4263963027979794,1.8858958,0.46987963
Frmpd2,4.8578367,8.195473,1.1867507926546832e-06,0.00011723527131849757,0.6666666666666666,0.015118403611220578,1.079061,0.006602568
Rora,4.855907,1.8265097,1.1983694186142614e-06,0.00011794940028631942,1.0,0.801848601010282,2.7530541,1.6374243
Yap1,4.849138,4.0073676,1.2399939853673614e-06,0.00012115868504298545,0.7222222222222222,0.1281123490846559,0.834178,0.07790289
Odad1,4.841345,7.2490754,1.289634340977509e-06,0.00012508102896338698,0.6666666666666666,0.014795973202450472,0.9833038,0.010939567
Erich3,4.8406577,3.9609075,1.2941021976859538e-06,0.00012508102896338698,0.7222222222222222,0.1684878013828682,0.90832,0.090800665
Unc13c,4.8269434,3.5733356,1.3864460174755037e-06,0.00013257581668884978,0.7777777777777778,0.2279941246014402,1.4439653,0.24056831
Rps15,4.8229666,2.5286088,1.414387960106215e-06,0.00013476810102146808,0.8888888888888888,0.4819259843083868,1.5129957,0.4784408
Zbtb20,4.819706,2.1129966,1.437699464293683e-06,0.00013650524595608222,1.0,0.8684483932217963,3.6959631,2.3106744
Cfap91,4.8180537,7.093797,1.4496526195087382e-06,0.00013673435562008132,0.6666666666666666,0.028409701572743883,0.994304,0.012388982
Ccdc148,4.817177,2.4750822,1.4560382091038925e-06,0.00013679631705811745,0.8333333333333334,0.5474868340916419,1.6146915,0.5447408
Vim,4.811577,6.8505774,1.4974414482437816e-06,0.00014019599900456592,0.6666666666666666,0.019381650127180884,1.1800594,0.019347552
Ckap5,4.78273,1.7670528,1.7293028270457395e-06,0.00015913139370794184,0.9444444444444444,0.6668577365385304,1.5292611,0.7236993
Lekr1,4.7740307,2.8846366,1.805748275671775e-06,0.00016559882650955837,0.7777777777777778,0.45896177408376027,1.4744446,0.3757807
Cdc14a,4.7577577,3.9349735,1.9575517282056214e-06,0.00017830310148096628,0.7222222222222222,0.12832730269050263,0.9937668,0.10547601
Cfap74,4.755799,4.1597776,1.97663439669364e-06,0.00017943299405120982,0.7222222222222222,0.20338193673198868,1.1628978,0.11603909
Adamts6,4.7479033,3.3088255,2.0553615321372596e-06,0.00018595139518022953,0.7777777777777778,0.28302224769820516,1.3384674,0.24989156
Cald1,4.7426543,3.0220366,2.1093579400087723e-06,0.0001901905679859011,0.7777777777777778,0.24479633145846022,1.0147557,0.1959811
