names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Ependymal NN (for_DEGs),mean_expr_Rest (for_DEGs)
B830012L14Rik,-3.7741165,-3.0233972,0.0001605756602522553,0.006623800582087938,0.16666666666666666,0.6143732311109519,0.13729712,0.7869111
Dock3,-3.7757833,-1.638372,0.0001595055862701031,0.006603875351429384,0.5555555555555556,0.8065417547379358,0.78570396,1.5511596
Epha3,-3.7939715,-3.660487,0.0001482566490882505,0.006176211102327583,0.1111111111111111,0.5947049761759754,0.10425696,0.87108195
Robo1,-3.7946587,-2.152301,0.00014784665580760872,0.006168695095575227,0.5,0.7935370615842081,0.7366881,1.7649064
Cntn3,-3.7990596,-2.8250856,0.0001452461585121145,0.006079072086013266,0.2222222222222222,0.6640275140615484,0.24849541,1.0983129
Pak5,-3.8039575,-2.447349,0.00014240258470892431,0.005978683517388744,0.2222222222222222,0.741876544979042,0.349274,1.1878537
Fnbp4,-3.814704,-28.987703,0.00013634635911979952,0.005742361551017262,0.0,0.5192920861247448,0.0,0.4267781
Ntm,-3.8176572,-2.5607517,0.00013472493125145886,0.005691916513721225,0.3333333333333333,0.8155698061834987,0.72631323,1.9876044
Lrfn2,-3.8213856,-4.381006,0.00013270401479016075,0.0056331072312979765,0.05555555555555555,0.5569806183498728,0.0345338,0.5493436
Sgcz,-3.829661,-2.7953784,0.00012831997527415102,0.005464275333781994,0.3333333333333333,0.7482176763515208,0.49865404,1.7025837
Fam171b,-3.8396468,-2.6682005,0.00012321141245720207,0.005271800402428375,0.16666666666666666,0.6760290903879913,0.16635863,0.76569295
Sipa1l1,-3.843843,-1.7907706,0.00012112250395908789,0.005207298690209107,0.5,0.7540572493103572,0.5633107,1.2857594
Grip1,-3.8484485,-2.0513456,0.00011886825340220985,0.005126789677234958,0.5555555555555556,0.7807831476373016,0.69710296,1.6443765
Ftx,-3.849282,-2.4774122,0.00011846459194802018,0.005117594189137142,0.2222222222222222,0.6934045068606026,0.23861806,0.91661346
Prr16,-3.8494427,-30.012331,0.00011838684131098072,0.005117594189137142,0.0,0.524021065453373,0.0,0.7337894
Schip1,-3.8537705,-1.6851635,0.00011631262202600322,0.00504898247793006,0.7222222222222222,0.8335542578726758,1.0757637,1.9759606
Frmd4a,-3.8609786,-1.4606199,0.00011293381897754115,0.004918203753527603,0.7777777777777778,0.8564468168953534,1.3522215,2.1847014
Purg,-3.8645606,-2.6950083,0.00011128934161194485,0.004862348957907249,0.16666666666666666,0.6720524486798266,0.16265556,0.76257515
Srrm4,-3.8676164,-4.2109475,0.00010990438205110798,0.004809659194972755,0.05555555555555555,0.5696987066958048,0.043159932,0.5970696
Bcl11a,-3.8683474,-2.539878,0.0001095754707686491,0.00480308792749364,0.2777777777777778,0.680328162504926,0.28780997,1.078221
1700025G04Rik,-3.8738887,-3.207664,0.00010711235270226403,0.0047104892260390096,0.1111111111111111,0.6204994088775839,0.0967774,0.6620563
Kcnt2,-3.8772223,-2.6540093,0.00010565584946040357,0.004661695689656887,0.2777777777777778,0.687708236305664,0.29268324,1.1442606
Prkag2,-3.8798685,-2.8314133,0.00010451291921124083,0.004626461514342736,0.16666666666666666,0.6643499444703185,0.18763685,0.9038373
Prkce,-3.8819594,-1.602791,0.00010361820235000174,0.004594424252713774,0.6111111111111112,0.8364203059506323,1.0076833,1.8377877
Sybu,-3.8916676,-2.3758645,9.955760692617365e-05,0.0044295287941206974,0.2777777777777778,0.7026475119120124,0.2723551,0.9650405
Cntnap5b,-3.8927057,-4.019494,9.913241992795901e-05,0.004424731102100098,0.1111111111111111,0.5967112098305449,0.08643297,0.9018303
Clvs1,-3.8986564,-3.2729769,9.672797143455023e-05,0.0043318009874106075,0.1111111111111111,0.6144807079138752,0.09882898,0.69520783
Zeb2,-3.899168,-1.6496515,9.652379243609549e-05,0.004329873627308657,0.7222222222222222,0.8605667610074159,1.166279,2.0711706
Etl4,-3.9038029,-2.8976853,9.469295796995404e-05,0.004254849131526196,0.2777777777777778,0.7129294593916813,0.40199688,1.544894
Mir124a-1hg,-3.905718,-3.8717642,9.394598484716357e-05,0.004235450692690075,0.05555555555555555,0.587539855981084,0.05261261,0.58267885
Pde8b,-3.9112446,-3.0166488,9.182166790454438e-05,0.00416062093860895,0.16666666666666666,0.6389854189804034,0.13308577,0.7663969
Slc7a14,-3.9122243,-4.0504146,9.144990125680168e-05,0.004150775079003819,0.05555555555555555,0.5843513774943575,0.052969363,0.6425444
Nr3c2,-3.9175317,-2.4129045,8.946029610027417e-05,0.004088092102405386,0.3888888888888889,0.7752660050872353,0.5683943,1.6245784
Pgbd5,-3.9223418,-29.251066,8.769243422374897e-05,0.004020982436164053,0.0,0.5339447569232973,0.0,0.49403822
Kcnn2,-3.926655,-3.1818213,8.613538289465315e-05,0.003963112565718031,0.1111111111111111,0.643893526313904,0.15328173,0.9175809
Plppr5,-3.9337754,-3.5866258,8.362194779258816e-05,0.003874002995149731,0.05555555555555555,0.6082112277433454,0.07150023,0.63681567
Atp2b2,-3.9434543,-2.5231411,8.031630707017755e-05,0.003733735589923306,0.2222222222222222,0.7199154515817002,0.24983674,0.9675386
Scn3a,-3.9446385,-3.175402,7.992042925673508e-05,0.0037217711163405054,0.1111111111111111,0.63855551176871,0.115308255,0.743915
Prickle1,-3.9515982,-1.978528,7.763105247060718e-05,0.0036277328345829824,0.5,0.7424855801956077,0.5032823,1.2747774
Map2k4,-3.9604144,-2.2252922,7.481981856091988e-05,0.003520855559950818,0.3333333333333333,0.7188048579514922,0.29001424,0.94516534
Spock3,-3.9613793,-5.121496,7.451803500308135e-05,0.0035128063167242035,0.05555555555555555,0.5722423243649912,0.036956474,0.8375017
Ttc3,-3.9665112,-1.2224425,7.293234018755038e-05,0.003450161938097674,0.7222222222222222,0.8958549779672554,1.2324297,1.8974868
Agfg1,-3.9678564,-4.0861382,7.252202615453962e-05,0.0034428742805167486,0.05555555555555555,0.5883280192025221,0.043273047,0.5602453
Runx1t1,-3.9702542,-3.8311555,7.179600663133109e-05,0.0034253524199330536,0.05555555555555555,0.6100025077920682,0.100669116,0.91925055
Ablim2,-3.9703565,-4.1847286,7.176517149901523e-05,0.0034253524199330536,0.05555555555555555,0.5844946798982553,0.043159932,0.58893955
Hs3st4,-3.976702,-4.5399184,6.98776706904005e-05,0.0033830865071190295,0.1111111111111111,0.6055243076702612,0.08643297,1.1314257
Itga8,-3.998399,-29.940247,6.377235041696992e-05,0.0031269398826714997,0.0,0.5442983556049152,0.0,0.70812476
Mycbp2,-3.9990277,-1.0503815,6.360320608606337e-05,0.0031243476188894384,0.8333333333333334,0.880664923154086,1.3270102,1.9075282
Mef2c,-4.0048175,-2.417226,6.206534296484853e-05,0.0030720701943554025,0.4444444444444444,0.7809981012431484,0.5077444,1.5115055
Cdh11,-4.009175,-2.4933667,6.093134678767292e-05,0.003037523725760244,0.3333333333333333,0.7284061190126464,0.34628373,1.2029985
Ksr2,-4.019789,-3.111063,5.825021316384973e-05,0.002909262505042086,0.1111111111111111,0.6611972915845663,0.14418557,0.8501842
Shtn1,-4.0202427,-3.137327,5.8138254465218114e-05,0.002909262505042086,0.1111111111111111,0.6579729874968653,0.12712868,0.7851848
Chl1,-4.022772,-2.3722246,5.7517185511936486e-05,0.0028887603265527724,0.2777777777777778,0.7478952459427507,0.3628776,1.1832262
Atp2c1,-4.0237517,-2.411351,5.727834823785111e-05,0.002882152092043182,0.2777777777777778,0.7191989395622111,0.25615117,0.9372986
Cntn4,-4.035682,-3.695731,5.4443899638428945e-05,0.0027601568020117805,0.16666666666666666,0.6518109841292588,0.17347509,1.2397007
Prkcb,-4.0360184,-2.230356,5.436596601053283e-05,0.0027601568020117805,0.3888888888888889,0.7984451689177086,0.55806625,1.5055573
Dtnb,-4.041896,-2.5595818,5.302077200717975e-05,0.0027136536073008003,0.2222222222222222,0.7277612581951062,0.27536952,1.0539424
Edil3,-4.04849,-2.6623116,5.154916664018609e-05,0.002663704053118847,0.2777777777777778,0.75914448464873,0.42068723,1.4611429
Tafa1,-4.0633154,-2.6329439,4.8380603557684524e-05,0.0025185812331125186,0.5,0.7916024791315874,0.6710078,1.9360373
Rims2,-4.072468,-1.8061959,4.651760937807684e-05,0.0024508395372331853,0.5555555555555556,0.809622756421739,0.8495253,1.7371478
Nlk,-4.076664,-2.1650107,4.5686421093508854e-05,0.0024165238873672893,0.3888888888888889,0.7565650413785692,0.39943066,1.1637377
Caln1,-4.0776877,-2.8039756,4.548583944826957e-05,0.0024106597750986262,0.2222222222222222,0.7034356751334504,0.28482795,1.1943238
A330076H08Rik,-4.078784,-3.2504416,4.527185743649099e-05,0.0024040608879812506,0.1111111111111111,0.6582595923046609,0.12831496,0.834178
Cnksr2,-4.0814595,-1.2338202,4.4753740882046315e-05,0.0023859782093265565,0.9444444444444444,0.8612474474259306,1.5011811,2.2193062
Snap25,-4.08608,-1.8954401,4.387228486050882e-05,0.0023483033749041276,0.5555555555555556,0.8536165944183713,0.894358,1.8529668
Epha4,-4.0882874,-2.82212,4.345692122297478e-05,0.0023307135194836973,0.2777777777777778,0.7011786622720596,0.26369226,1.1422522
Kcnq5,-4.0956273,-2.7243786,4.210269637292274e-05,0.002271685645663522,0.4444444444444444,0.7825027764840755,0.57853913,1.8209174
Tafa2,-4.1197805,-2.9808297,3.792331483304122e-05,0.0020627519626797925,0.2777777777777778,0.7292301078350589,0.39032832,1.562198
Gpr158,-4.1304684,-2.2466574,3.620247124056275e-05,0.0019771552890933356,0.3888888888888889,0.7531257836850214,0.4897106,1.3859483
Ryr2,-4.1307173,-1.8128185,3.616334780005886e-05,0.0019771552890933356,0.6666666666666666,0.8048579514921362,0.96151733,1.8985614
Camkmt,-4.138027,-3.8905084,3.503045034228402e-05,0.0019288282801171552,0.05555555555555555,0.6269121914520116,0.067153655,0.70810026
Kcnb2,-4.1399865,-2.5337799,3.4732609415312687e-05,0.0019163556775964104,0.5,0.7719700497975853,0.56747323,1.6906675
Rab3c,-4.140396,-3.5654304,3.467067851005951e-05,0.0019163556775964104,0.1111111111111111,0.6466162719879626,0.11126685,0.87268376
B230209E15Rik,-4.1435103,-4.7815256,3.420298291169707e-05,0.0018949157749222686,0.05555555555555555,0.5946691505750009,0.0345338,0.6761929
Mgat4c,-4.1483207,-3.0815165,3.3492337841006314e-05,0.0018632279871383843,0.2777777777777778,0.7359294952172822,0.3540882,1.5253211
Camk4,-4.152502,-3.9262254,3.288599006105255e-05,0.0018371030206662828,0.1111111111111111,0.6270196682549349,0.0891963,0.88306946
Slc16a7,-4.157502,-3.8652444,3.217460559813251e-05,0.0018048677503587067,0.05555555555555555,0.6310321355640741,0.068125874,0.70676017
Chsy3,-4.1624293,-3.204733,3.148793956389004e-05,0.0017700437993341536,0.16666666666666666,0.7044746175617096,0.2407643,1.2555661
Ccdc85a,-4.173541,-3.184527,2.999013104903659e-05,0.001692930296822717,0.16666666666666666,0.6940135420771684,0.20088193,1.1061465
Pcdh15,-4.1786437,-3.0899007,2.9325240917117346e-05,0.001658882575669354,0.2222222222222222,0.7432737434170458,0.3888637,1.6187696
Gabrb2,-4.182577,-2.7171397,2.8822348115555163e-05,0.001637328739672235,0.2777777777777778,0.7217783828323721,0.30638587,1.2111719
Hdac9,-4.189244,-2.3678994,2.7988536877114394e-05,0.0015940491724124829,0.3888888888888889,0.8008454841829972,0.57118636,1.6047375
Ak5,-4.193367,-3.2257073,2.7484421764751945e-05,0.0015712902400401804,0.16666666666666666,0.6711926342564396,0.17524168,1.0266734
Znrf1,-4.199683,-4.574147,2.6728869908362408e-05,0.0015313533783319784,0.05555555555555555,0.6061691684878013,0.0345338,0.6081279
Pde4dip,-4.203324,-2.4482985,2.6302395201091372e-05,0.0015101396560968485,0.2777777777777778,0.7524092716655322,0.34186262,1.1707412
Unc80,-4.2069645,-2.1826003,2.5882396935169196e-05,0.0014892077208736537,0.4444444444444444,0.7510120732275284,0.48321173,1.3403579
Gabra2,-4.208134,-2.4993463,2.574881710087176e-05,0.001487873728656519,0.3888888888888889,0.7699638161430158,0.44664463,1.4311959
Hcn1,-4.212155,-2.6644404,2.5294619954816055e-05,0.001464798358159283,0.4444444444444444,0.7491133163758822,0.45937192,1.5468427
Entrep2,-4.2126226,-3.260978,2.5242265671977988e-05,0.001464798358159283,0.16666666666666666,0.686525991473507,0.19715506,1.1279036
Grin1,-4.21831,-2.7787209,2.4614020460825893e-05,0.0014346610190507413,0.2222222222222222,0.7063017232114068,0.2333073,1.030777
Osbpl8,-4.2319074,-3.5060546,2.3171785378990208e-05,0.001368408512381246,0.05555555555555555,0.661018163579694,0.097820945,0.7735969
Syt16,-4.23239,-3.230009,2.31221167493547e-05,0.001368408512381246,0.16666666666666666,0.670440296635976,0.14987701,0.9231113
Cntnap5a,-4.24299,-3.4185786,2.2056136551167072e-05,0.0013177691636057092,0.2222222222222222,0.7058359903987389,0.2627777,1.4383172
Mical2,-4.252742,-3.0336664,2.1116886407892052e-05,0.001272221385157084,0.2222222222222222,0.6918998316196754,0.1956031,1.018543
Nalcn,-4.260915,-2.5252333,2.035916969156684e-05,0.0012432974763918205,0.2777777777777778,0.7461039658940278,0.31342718,1.1375331
Zfp804a,-4.26264,-3.884539,2.0202565839700508e-05,0.0012393674523122208,0.1111111111111111,0.6614122451904131,0.12575,1.0916132
Unc5c,-4.2733865,-2.559833,1.9252633163897175e-05,0.0011837946295512978,0.3888888888888889,0.8078673019739906,0.58787084,1.7436118
Cdh12,-4.2755504,-3.445044,1.9066570732115055e-05,0.0011750430173668154,0.2222222222222222,0.6858094794540178,0.21053185,1.26754
Dscaml1,-4.2874956,-2.709673,1.8069890928222984e-05,0.0011239304843549804,0.2777777777777778,0.7387238920932898,0.31889665,1.2404406
Samd12,-4.307307,-2.454642,1.652544412693883e-05,0.001037473560025342,0.3888888888888889,0.7512270268333752,0.43133402,1.3753226
Gabra1,-4.307672,-4.758547,1.6498166955389045e-05,0.001037473560025342,0.05555555555555555,0.6214667001038943,0.036956474,0.7026378
Msra,-4.3094997,-2.6569064,1.6362423547906295e-05,0.001032061785756437,0.3333333333333333,0.7418407193780676,0.38359654,1.3733987
Rapgef5,-4.3178334,-2.9169624,1.5756814938186597e-05,0.0009962014526801739,0.2777777777777778,0.7171210547056927,0.24220374,1.1216111
Bicd1,-4.3211966,-2.418486,1.551854851109863e-05,0.0009834514115406134,0.3333333333333333,0.7646258015978218,0.35267946,1.181953
Galntl6,-4.3240037,-3.0482323,1.5322282162783864e-05,0.000975615454298584,0.3888888888888889,0.8139218285386738,0.5618484,1.9791195
Phactr3,-4.3241496,-4.440747,1.531212506932055e-05,0.000975615454298584,0.05555555555555555,0.6287034715007345,0.043159932,0.67183244
Arpp21,-4.351929,-2.4469087,1.3494482947813886e-05,0.0008653860544337926,0.5555555555555556,0.7995199369469422,0.7159876,1.9027616
Hecw1,-4.3528795,-3.2104332,1.3436096567767957e-05,0.0008637031453969498,0.2222222222222222,0.7149356930462508,0.21531932,1.1705899
Nrcam,-4.353713,-2.586592,1.3385094594460384e-05,0.0008624879898157087,0.3888888888888889,0.824776985633934,0.60491776,1.7904633
Slc35f4,-4.3599997,-30.182838,1.3006251315455854e-05,0.0008421155972199971,0.0,0.5935227313438183,0.0,0.7969743
Rasgrf1,-4.3617105,-2.9195015,1.2904954617522269e-05,0.0008375751946203462,0.2222222222222222,0.7503313868090137,0.2891649,1.2632556
Sptbn4,-4.364401,-4.3141646,1.274717160946646e-05,0.0008333545694774656,0.05555555555555555,0.6379823021531186,0.052969363,0.7333823
Faf1,-4.3706584,-2.1536653,1.2387244299524204e-05,0.0008150569104035993,0.4444444444444444,0.7848314405474152,0.4410818,1.243227
Zdhhc14,-4.3759804,-3.5828593,1.208878884775533e-05,0.0008000634392590781,0.1111111111111111,0.6870275498871493,0.118389435,0.9186831
Kctd16,-4.3989205,-2.496099,1.0879073688665411e-05,0.0007253615633112645,0.5,0.8047146490882384,0.7416386,1.9743745
Rbfox3,-4.3993444,-3.1545131,1.085784146708955e-05,0.0007253615633112645,0.2222222222222222,0.7204528355963171,0.21932271,1.1580265
Kcnab1,-4.3997684,-3.9083834,1.0836648813732316e-05,0.0007253615633112645,0.1111111111111111,0.6769247304123527,0.12667558,1.1078434
Tmeff2,-4.400017,-2.7758987,1.0824243902306666e-05,0.0007253615633112645,0.3888888888888889,0.8499265575180024,0.6919858,2.0583656
Rimbp2,-4.401713,-4.522923,1.0739959815891991e-05,0.0007232649630401449,0.05555555555555555,0.6370508365277827,0.05223983,0.80330193
Dcc,-4.4081755,-2.5647168,1.0424515463342827e-05,0.0007091309632911944,0.5,0.84612904381471,0.84750295,2.1850724
Kcnd3,-4.415135,-4.869191,1.009470712251382e-05,0.0006901902808700925,0.05555555555555555,0.6321069035933078,0.043273047,0.82963073
Ppp3ca,-4.4256325,-1.3981905,9.616011174488202e-06,0.0006591383169859643,0.9444444444444444,0.9404220255794791,1.7304052,2.5830436
Cntn5,-4.4295216,-3.2870522,9.444234464666962e-06,0.0006490193863570366,0.3333333333333333,0.7670261168631104,0.4241698,1.8176
Scn1a,-4.4338055,-3.4279528,9.258415553598581e-06,0.0006378810921158817,0.16666666666666666,0.6843764554150396,0.13993734,0.9618583
Cdh8,-4.4367294,-3.6299925,9.133588217942593e-06,0.000632098910059115,0.16666666666666666,0.6909683659943395,0.18222862,1.2455158
Rtl4,-4.4401364,-5.478304,8.990192142765608e-06,0.0006258198520106526,0.05555555555555555,0.6290259019095046,0.0345338,0.9425012
Kcnj6,-4.448836,-5.102974,8.633704540852056e-06,0.0006088914462275453,0.05555555555555555,0.6330025436176692,0.036956474,0.8302393
Dpp10,-4.488677,-2.8206968,7.1666784311248075e-06,0.0005218662586567034,0.6111111111111112,0.8860387633002543,0.9687504,2.5296252
Cacna1e,-4.4923615,-2.8539827,7.0437669835445655e-06,0.0005157112230186443,0.3333333333333333,0.7745853186687207,0.4919627,1.7218318
Grm1,-4.5069385,-4.041474,6.576966344175184e-06,0.0004868404563856396,0.1111111111111111,0.6888904811378211,0.13235474,1.2030438
Slc24a2,-4.5090146,-2.8410697,6.512938982776006e-06,0.0004834327913458323,0.4444444444444444,0.8157847597893455,0.54644966,1.826178
9530059O14Rik,-4.5110617,-30.23094,6.450397482515892e-06,0.0004801168430892023,0.0,0.6140866263031562,0.0,0.81542635
Gls,-4.519118,-2.2525232,6.209787649351461e-06,0.0004634916503835382,0.4444444444444444,0.8041772650736216,0.56997305,1.5391607
Rian,-4.527642,-2.719903,5.964563863587689e-06,0.00044767550562737767,0.4444444444444444,0.7620105327266865,0.45813847,1.5745662
5330434G04Rik,-4.52789,-4.921828,5.9575542098993226e-06,0.00044767550562737767,0.05555555555555555,0.646652097588937,0.043808036,0.85757554
Dscam,-4.531531,-3.2518482,5.855782499940051e-06,0.000443225002178561,0.2222222222222222,0.7571382509941604,0.3232479,1.53367
Epha5,-4.535449,-2.0132873,5.748104968125793e-06,0.00043630389969926574,0.6666666666666666,0.8534016408125247,0.9553713,2.0092537
Ctnna2,-4.549748,-1.614571,5.3710154729054275e-06,0.00040883622027469924,0.7777777777777778,0.8866477985168201,1.5160892,2.475208
Fam135b,-4.551737,-3.5058527,5.3204920667837096e-06,0.0004061409711206769,0.16666666666666666,0.7012503134740086,0.18196066,1.1838796
Trank1,-4.555538,-29.996212,5.225166894691981e-06,0.00040114352702963864,0.0,0.6201411528678393,0.0,0.7279967
Nfasc,-4.5560203,-3.3135803,5.213185533253847e-06,0.00040114352702963864,0.16666666666666666,0.7235338372801203,0.15423472,0.97758764
Ptprn2,-4.5621467,-2.9076533,5.06332767314172e-06,0.00039095291545206324,0.3333333333333333,0.764482499193924,0.4213368,1.5957534
Gria4,-4.5694714,-3.2266529,4.889554492641172e-06,0.00037971771450077545,0.2777777777777778,0.7925697703578978,0.38788593,1.6929947
Snhg14,-4.5707145,-1.8702534,4.860644584435588e-06,0.00037856672459067896,0.6666666666666666,0.8171103070254003,1.0098367,1.9988049
Dclk1,-4.5742965,-2.1885908,4.778229146203659e-06,0.0003743178342813187,0.5555555555555556,0.8285744993372264,0.79575336,1.8785063
Dpp6,-4.584385,-2.0945437,4.553251101029108e-06,0.00035878550464707367,0.6111111111111112,0.8218034607530541,0.8032712,1.8350265
Dgkg,-4.6048245,-4.9521203,4.128136579662729e-06,0.00033111352207623143,0.05555555555555555,0.6588328019202522,0.05261261,0.9829235
Elavl3,-4.6165214,-2.9271991,3.902261609780413e-06,0.0003139334414814362,0.2777777777777778,0.7357145416114356,0.21142761,1.0263448
Hecw2,-4.6247087,-3.3521109,3.7512496937715855e-06,0.00030451987695360273,0.2222222222222222,0.7282986422097231,0.20385647,1.1966515
Cacna1b,-4.6335692,-5.2527514,3.594148536359882e-06,0.00029265082173330313,0.05555555555555555,0.6533873105721348,0.0345338,0.8500106
Nptn,-4.6341977,-2.182866,3.583244100787478e-06,0.00029264975376340285,0.4444444444444444,0.8414000644860817,0.6472924,1.6357925
Ica1,-4.6343293,-4.8381367,3.5809657947910876e-06,0.00029264975376340285,0.05555555555555555,0.6591194067280478,0.043159932,0.81605923
Galnt17,-4.635572,-3.845206,3.559516851621095e-06,0.00029264975376340285,0.1111111111111111,0.7191631139612367,0.17696367,1.3303266
Dip2c,-4.6421804,-1.7381927,3.447512323367314e-06,0.0002867946010182035,0.6666666666666666,0.8393580052305377,0.91572785,1.7916889
Pex5l,-4.6490965,-3.3821669,3.3339258123265392e-06,0.00027820679061246615,0.2777777777777778,0.780890624440225,0.35571358,1.6963778
Hivep2,-4.655164,-2.0848167,3.237231000159587e-06,0.0002709794298264427,0.6111111111111112,0.826424963278759,0.7994442,1.8235439
Amph,-4.6665387,-2.9608424,3.0631575697261053e-06,0.00026046532879284954,0.2777777777777778,0.7457457098842833,0.23542134,1.1205924
Kcnip4,-4.669858,-2.1877139,3.0140836081589063e-06,0.0002571061160356502,0.8888888888888888,0.9528893347185899,2.267586,3.699715
Slit3,-4.669931,-3.8959632,3.0130112198846924e-06,0.0002571061160356502,0.2222222222222222,0.7270805717765916,0.24885903,1.6498952
Dgkb,-4.6711445,-3.2702572,2.9952629551932335e-06,0.0002571061160356502,0.2777777777777778,0.7798875076129402,0.3557218,1.6335015
A230006K03Rik,-4.678133,-5.030328,2.8949859744829917e-06,0.00024932138825114737,0.05555555555555555,0.6666427829326836,0.068125874,1.1951107
Ano3,-4.6879873,-5.1716323,2.7590485615072025e-06,0.00023837824709870912,0.05555555555555555,0.6680758069716619,0.05261261,1.0808064
Ryr3,-4.703266,-3.9459693,2.5603223990084876e-06,0.00022192213826244535,0.16666666666666666,0.7203095331924193,0.19084959,1.4447404
Shisa9,-4.7059126,-5.7518535,2.5273282823144278e-06,0.00021977123283426755,0.05555555555555555,0.6644215956722674,0.036956474,1.108137
Reps2,-4.708325,-4.47741,2.4976066922907933e-06,0.00021789185656445977,0.05555555555555555,0.6872783290939706,0.063317016,0.8985562
Gucy1a2,-4.7201095,-3.9688027,2.3571791641636543e-06,0.00020631076267451918,0.1111111111111111,0.6997098126321069,0.11178427,1.0479714
Tenm1,-4.7294664,-3.521937,2.2511046314779285e-06,0.00019897099160464453,0.2222222222222222,0.7531616092859957,0.25920066,1.4813616
Khdrbs2,-4.737654,-4.0902553,2.1620628152117404e-06,0.0001931168047317964,0.16666666666666666,0.7138967506179916,0.14180891,1.2795659
St6galnac5,-4.741982,-3.8151035,2.116374388827109e-06,0.0001901905679859011,0.16666666666666666,0.721384301221653,0.18447563,1.3484626
Large1,-4.762495,-1.9833828,1.9121400643359828e-06,0.00017475919567587706,0.6111111111111112,0.8458782646078888,0.9188258,1.9396569
Tanc2,-4.7835927,-2.0398834,1.721894323632008e-06,0.00015899415971131292,0.6666666666666666,0.8533658152115502,0.8623866,1.8914162
Otud7a,-4.7943535,-2.7786317,1.6320021548270385e-06,0.00015121344103518112,0.3333333333333333,0.7699279905420413,0.39910117,1.4737822
Rgs7bp,-4.796254,-3.124273,1.6166005053214043e-06,0.0001503046905812669,0.2222222222222222,0.7563859133736969,0.24564928,1.231973
Clstn2,-4.798462,-3.6783714,1.5988862720916193e-06,0.00014917386851077017,0.2777777777777778,0.7521943180596854,0.27057087,1.6050181
Cacna1c,-4.817966,-3.0384476,1.4502899647087151e-06,0.00013673435562008132,0.3333333333333333,0.7845448357396195,0.41102192,1.6441674
Egfem1,-4.8335667,-3.7259288,1.3410847484373222e-06,0.00012869623996611016,0.2777777777777778,0.7737255042453337,0.34788007,1.8725969
Pclo,-4.8368416,-2.2497776,1.3191852453573263e-06,0.0001270484141317253,0.5555555555555556,0.8332318274639057,0.6777193,1.7246276
Ralyl,-4.8438597,-2.8411689,1.2734100500014772e-06,0.0001239729276939844,0.4444444444444444,0.8562676888904811,0.78330314,2.2532043
Nell2,-4.8532753,-3.2654443,1.2143894928450521e-06,0.00011908994771075384,0.2777777777777778,0.7678501056855229,0.31574827,1.5195782
Slc8a1,-4.8609657,-2.7639978,1.1681444751530512e-06,0.00011582303338510141,0.5,0.8772614910615125,0.8153924,2.2575142
Sgip1,-4.865747,-2.6099083,1.1402543879052154e-06,0.00011389827287365478,0.3888888888888889,0.8150324221688818,0.48947403,1.5799713
Macrod2,-4.870791,-2.3586957,1.1115240283483298e-06,0.00011186011476299483,0.6666666666666666,0.8881524737577473,1.1909142,2.5452125
Grid1,-4.8728523,-3.377839,1.099983704759439e-06,0.00011111489528904558,0.2222222222222222,0.7846164869415685,0.29965365,1.5329876
Cadps,-4.8794904,-2.701915,1.0636035988379784e-06,0.0001082538965938503,0.5,0.8296134417654856,0.6865029,2.004226
Nkain2,-4.891713,-1.9827805,9.99620091055655e-07,0.00010291107987228141,0.8333333333333334,0.930283380503708,1.9597402,3.2228935
Unc79,-4.9146824,-3.610428,8.892646794935719e-07,9.225691867950686e-05,0.2222222222222222,0.7409450793537061,0.20245467,1.3193035
Nlgn1,-4.9195514,-1.7224156,8.674288288436825e-07,9.056330188456648e-05,0.8888888888888888,0.9545731379643894,2.2826896,3.4028182
Adgrb3,-4.927183,-1.3874141,8.342351857875097e-07,8.75621071957437e-05,0.9444444444444444,0.9360871278615699,2.3258333,3.225264
Cttnbp2,-4.931935,-2.5794523,8.141902336285405e-07,8.613106920314521e-05,0.5,0.8160713645971411,0.60897356,1.7937694
Scn2a,-4.9380317,-2.9639575,7.891496335472517e-07,8.414464545005816e-05,0.3888888888888889,0.7979436105040663,0.3657174,1.4918321
Grin2a,-4.954919,-2.796893,7.23604950600282e-07,7.808540169730753e-05,0.6666666666666666,0.8356321427291943,0.7916823,2.2395017
Gm20754,-4.970826,-4.3640304,6.666818934449929e-07,7.282009136937788e-05,0.16666666666666666,0.7455307562784366,0.17602518,1.6020796
Ntrk3,-4.978283,-3.2829475,6.415087876533338e-07,7.035649438467379e-05,0.3333333333333333,0.7786336115788343,0.3570844,1.6442536
Lrrc4c,-4.9852276,-2.6470973,6.188889613500836e-07,6.843434729002777e-05,0.6666666666666666,0.9154874073012574,1.1126819,2.6242588
Dab1,-5.0036645,-2.3968203,5.625063697594119e-07,6.297727564764749e-05,0.7777777777777778,0.8778347006771039,1.2152646,2.6017778
Auts2,-5.004337,-2.2132924,5.605461885260456e-07,6.297727564764749e-05,0.8333333333333334,0.9054920646293841,1.3745936,2.687585
Robo2,-5.019572,-3.4769013,5.178677594176769e-07,5.918259853836787e-05,0.2777777777777778,0.7866585461971125,0.3307566,1.6798489
Brinp1,-5.028695,-3.3744967,4.938286431438304e-07,5.719472259170139e-05,0.2777777777777778,0.7807114964353526,0.31581604,1.5793077
Kcnh7,-5.034953,-3.7916536,4.779663784611064e-07,5.578422969638768e-05,0.3333333333333333,0.7973704008884749,0.33070368,1.8606408
