names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PV (for_DEGs),mean_expr_Rest (for_DEGs)
Cdc14a,-2.7171526,-1.5741999,0.006584624542550184,0.04285029340235492,0.058212058212058215,0.1296424033399891,0.037265953,0.10711337
Fam20a,-2.7196283,-3.159965,0.006535534210011238,0.042561755749636936,0.018711018711018712,0.09047013977128335,0.008414657,0.07281199
Gsn,-2.7196567,-1.4776092,0.006534972517526193,0.042561755749636936,0.07276507276507277,0.1454347431475767,0.050726313,0.13532636
Rab22a,-2.7204525,-0.62135637,0.0065192627452334145,0.04248668201902058,0.11642411642411643,0.19473588673080414,0.079866186,0.12035679
Gfod1,-2.7238207,-0.30841684,0.006453152159647707,0.042117123762383746,0.5280665280665281,0.5577055726992195,0.45238775,0.5355632
Ippk,-2.7242103,-0.40441546,0.006445548021023949,0.042077715093516405,0.1995841995841996,0.28527863496097294,0.1322077,0.17149472
Cdk5r1,-2.7265694,-0.56503654,0.0063996512678040065,0.04178824533800575,0.31392931392931395,0.3921219822109276,0.21608664,0.3051674
Wnt7b,-2.7265835,-1.8889353,0.006399375674704754,0.04178824533800575,0.02702702702702703,0.09976402250862225,0.016344521,0.05924131
Morn1,-2.7270808,-0.36400846,0.0063897366413910904,0.04174379371606579,0.18295218295218296,0.26861499364675984,0.11584715,0.1467587
Ids,-2.7274191,-0.44307572,0.006383189563156505,0.04171116331761072,0.22661122661122662,0.3163550553639499,0.16746674,0.22141774
Jph3,-2.7279932,-0.40093833,0.006372089854387945,0.041648760493165675,0.20166320166320167,0.2887275367580323,0.13318963,0.1723625
Sec14l2,-2.7317538,-0.58388335,0.006299820660198466,0.04122654192389985,0.12058212058212059,0.1992739154111454,0.07500226,0.11041604
Chtop,-2.7321289,-0.49284148,0.006292650758514736,0.04118965307705017,0.20166320166320167,0.2869849337447813,0.13437882,0.18431444
Flna,-2.734667,-0.4420422,0.006244337907089509,0.04088337221332727,0.1787941787941788,0.26208023234706845,0.11772146,0.15676573
Zfp386,-2.739931,-0.41431096,0.006145204426042983,0.04029322667832478,0.21413721413721415,0.2982392448720276,0.13715981,0.17891312
Elf2,-2.7399454,-0.53305644,0.006144938716451173,0.04029322667832478,0.29521829521829523,0.3710292249047014,0.20257097,0.28135034
Ap1s1,-2.7469745,-0.5075244,0.006014779807349585,0.03952485532489199,0.1891891891891892,0.2740969322926121,0.13345742,0.18479122
Hcrtr2,-2.7510278,-1.1839366,0.005940860716274829,0.03907733842014802,0.04158004158004158,0.11577418769286622,0.03609444,0.08019924
Gm13481,-2.7529037,-1.4144577,0.005906926466529199,0.038882683526614295,0.033264033264033266,0.10764204029769468,0.024045996,0.06285624
Stx1a,-2.7529948,-0.29479912,0.005905285618811292,0.038881407639661705,0.23700623700623702,0.3250317662007624,0.17795935,0.21425271
Exph5,-2.7534325,-1.3776331,0.005897394783393352,0.03883964455551292,0.02286902286902287,0.09696859684153204,0.019972682,0.05109139
Fam107b,-2.7565448,-1.6103295,0.005841561342464768,0.038509016995100176,0.04158004158004158,0.115265928480668,0.026967337,0.08015723
Pfkl,-2.7609363,-0.5536541,0.005763593093195183,0.038069750839271034,0.15592515592515593,0.23746596478489745,0.10023981,0.14389138
Fam241a,-2.7615957,-1.4999093,0.0057519666223140135,0.038009906260044156,0.02702702702702703,0.1015066255218733,0.018253025,0.05078648
Ehd1,-2.763716,-1.1511118,0.005714724704876776,0.037774822341953,0.062370062370062374,0.137593029587947,0.037882663,0.082266934
Sema3c,-2.7639549,-0.7841327,0.0057105448963052025,0.03775648163477382,0.24740124740124741,0.31711744418224724,0.1809411,0.29383364
Apcdd1,-2.7679908,-3.4981008,0.005640302262112389,0.03731041895198422,0.010395010395010396,0.08379016155382102,0.0050445674,0.05556875
Wipi1,-2.7726154,-0.5869171,0.005560778895819867,0.03683878918409266,0.14345114345114346,0.2247594844799419,0.09740915,0.14295255
Rad51ap2,-2.7729366,-0.73642117,0.005555293517378951,0.03681152572428419,0.079002079002079,0.1564349246687239,0.046450503,0.076232836
Plat,-2.775324,-0.73574185,0.005514670070652412,0.036596489206823984,0.09147609147609148,0.16935923035033582,0.057310004,0.09369391
Zdhhc9,-2.7753584,-0.5000493,0.005514091683139468,0.036596489206823984,0.16632016632016633,0.24955527318932655,0.11797826,0.16304818
Slc16a10,-2.7769728,-0.5223365,0.005486777221479427,0.036447392816106844,0.19334719334719336,0.27275367580323107,0.13550805,0.1893227
Slc9b2,-2.7773707,-3.4203055,0.005480063571623063,0.03641179727238173,0.006237006237006237,0.08015973860954802,0.0034694092,0.036531426
Pou2f1,-2.777456,-0.3051358,0.0054786258974240925,0.036411248544097295,0.604989604989605,0.6360137956071883,0.575964,0.67411005
Cnst,-2.779241,-0.40968606,0.00544860863442418,0.03622967433976187,0.20582120582120583,0.2921764385550917,0.13638406,0.17739934
Arl6ip1,-2.7801704,-0.59763974,0.0054330374782494105,0.036135078475386544,0.4303534303534304,0.5018333635868578,0.34393132,0.48313966
Ubtf,-2.785264,-0.5509303,0.005348416757793759,0.035616346538269714,0.17463617463617465,0.25982937012161916,0.114478506,0.16355608
G630016G05Rik,-2.7866566,-1.8988456,0.005325486433311184,0.03549003483707131,0.018711018711018712,0.09348339081502995,0.013180954,0.048293915
Coro1a,-2.791335,-0.97733265,0.005249107867431872,0.03499839414339812,0.0893970893970894,0.16663641314213107,0.055696588,0.10685041
B3gnt2,-2.7920856,-0.55155283,0.005236950108856155,0.034925998864473784,0.16632016632016633,0.24675984752223634,0.10733748,0.15364271
Rph3al,-2.7924693,-2.7778862,0.005230742908974331,0.03489326265246779,0.018711018711018712,0.09250317662007623,0.0070450855,0.047350116
Cx3cr1,-2.7949166,-1.4326099,0.005191310903002536,0.034656030798429355,0.10395010395010396,0.17752768197495009,0.07129176,0.18187712
Gm57146,-2.79893,-0.35741678,0.005127225358215242,0.03427078243165263,0.12266112266112267,0.20805953893628606,0.089647725,0.113467775
Klhl26,-2.8015563,-0.49814585,0.005085676296746763,0.03402692283206811,0.14760914760914762,0.23241967689235796,0.09328616,0.12935898
Otub2,-2.805058,-1.7709441,0.005030751015519539,0.03370139112116929,0.02494802494802495,0.10038119440914867,0.014467188,0.04853503
Cacnb1,-2.8054504,-0.39945525,0.005024632191974509,0.03367146734607366,0.18295218295218296,0.27239063350880377,0.12280011,0.15900172
S100pbp,-2.8055272,-0.3603063,0.005023435818182731,0.03367146734607366,0.3305613305613306,0.41768015973860956,0.24334586,0.3028205
Gm12339,-2.8056862,-2.328024,0.0050209552713428186,0.03366934568030485,0.014553014553014554,0.08938101288800145,0.009091072,0.044835616
Cep112,-2.8062234,-0.3087647,0.0050125915999307035,0.033621651595141785,0.4158004158004158,0.48988927210019967,0.45002493,0.5329703
Prdm5,-2.807551,-0.7950599,0.0049919797993765135,0.03349175960280822,0.2079002079002079,0.27500453802868036,0.14111264,0.23346572
Smad7,-2.8081477,-0.7698229,0.004982736114977179,0.0334380917605986,0.16424116424116425,0.24367398801960427,0.11179627,0.18372287
Med27,-2.8084207,-0.37488213,0.004978515588164203,0.03341811487733503,0.41164241164241167,0.487565801415865,0.30639845,0.38179222
Pisd,-2.8094609,-0.4299716,0.00496245447051218,0.033318628591369887,0.19126819126819128,0.2782719186785261,0.12288956,0.16225553
Egr1,-2.8111777,-0.73376936,0.004936051685297341,0.03315792719598489,0.10187110187110188,0.18014158649482664,0.0714443,0.1161439
Eif4a1,-2.8131928,-0.5124809,0.004905221158130546,0.03298380693667862,0.2390852390852391,0.32655654383735705,0.17026968,0.23490927
Slc39a11,-2.8156118,-0.3821711,0.0048684459000670356,0.03275291470575895,0.2598752598752599,0.34881103648575057,0.18305773,0.23254876
Fn1,-2.8165157,-2.9816833,0.004854767937304175,0.03266907449921442,0.02079002079002079,0.09504447268106735,0.012046681,0.09142363
Apbb1ip,-2.8190823,-1.6500224,0.00481611701192799,0.03242522277887875,0.079002079002079,0.15240515520058087,0.06502345,0.19132192
Tmem144,-2.8201454,-1.6148108,0.004800190472387744,0.03233419854426139,0.037422037422037424,0.11294245779633327,0.022880875,0.068485826
Gm20713,-2.8212879,-3.2785828,0.0047831247307722575,0.0322354054466643,0.010395010395010396,0.08535124341985842,0.0061895936,0.058504935
Adam19,-2.821845,-0.47102797,0.004774824048321474,0.032187536923832916,0.18503118503118504,0.26984933744781264,0.1249205,0.16926317
Rab2a,-2.82228,-0.3473239,0.004768353496677247,0.032151984556014465,0.683991683991684,0.68204755854057,0.63942534,0.7603923
Dbpht2,-2.8262336,-0.6912955,0.0047098894913380485,0.031797671013128984,0.08316008316008316,0.1632964240333999,0.056227073,0.08928544
Abca8a,-2.8287606,-3.4825172,0.004672865319780835,0.03156357243401484,0.010395010395010396,0.08542385187874388,0.006032314,0.06544082
Chgb,-2.8418553,-0.705165,0.004485185233428766,0.030402857523267136,0.49272349272349275,0.5428571428571428,0.40331635,0.59327966
Csf1r,-2.8440125,-2.079759,0.004454928816499611,0.030213007899885045,0.05405405405405406,0.12837175530949355,0.04027925,0.16020451
Gm11767,-2.8458915,-2.714289,0.004428729829615379,0.030042911012816264,0.012474012474012475,0.08821927754583408,0.006107873,0.039419506
Zfp995,-2.8466077,-0.6412089,0.004418778533254318,0.029982974542561498,0.10810810810810811,0.18921764385550915,0.06242832,0.095736295
Siglech,-2.8476934,-2.5901396,0.004403732271139522,0.029888427917534464,0.033264033264033266,0.10796877836267925,0.02523404,0.14313182
Gm27188,-2.8502686,-0.8034455,0.004368232132850138,0.029677470900046323,0.07692307692307693,0.15520058086767108,0.044562913,0.07652856
Ptprf,-2.8552513,-0.4595219,0.0043002793291533874,0.0292305857764613,0.1891891891891892,0.27623888182973316,0.12761603,0.17157423
Serinc2,-2.85603,-2.3526883,0.004289745117151171,0.02917713658805701,0.014553014553014554,0.09079687783626793,0.008653669,0.043435458
1700094M23Rik,-2.8571641,-3.0085738,0.0042744469960443775,0.02908442410324447,0.008316008316008316,0.08444363768379017,0.0050030085,0.039570212
Prcp,-2.8573716,-0.72942066,0.004271653451453478,0.029072778176432362,0.0997920997920998,0.1815211472136504,0.06652105,0.10799411
Trim59,-2.8601742,-2.3687415,0.004234083329653467,0.02883840224898368,0.029106029106029108,0.10488291886004719,0.018267563,0.09095281
Gsap,-2.862252,-1.3286079,0.004206423357894725,0.028679674099627323,0.07068607068607069,0.1473951715374841,0.053358003,0.12896812
Fscn1,-2.8623884,-0.7099085,0.004204612855605484,0.0286746059467308,0.16216216216216217,0.2442911599201307,0.1046186,0.16585064
D030068K23Rik,-2.8643012,-1.7971932,0.004179302433060844,0.028516469369310536,0.018711018711018712,0.09580686149936468,0.013289854,0.04544771
Cd9,-2.8652763,-2.3863783,0.0041664560139902185,0.028449644223849282,0.0395010395010395,0.11432201851515701,0.022753742,0.113623396
Rgsl1,-2.865751,-1.5579758,0.004160214320207763,0.02841508865886695,0.029106029106029108,0.10626247957887094,0.01775467,0.051399823
Tmem50a,-2.8690453,-0.67231685,0.0041171294442195845,0.02813511397919131,0.21621621621621623,0.2985296787075694,0.14595345,0.22348475
Zfp521,-2.869949,-1.6182779,0.004105379053993328,0.02806909292132334,0.062370062370062374,0.1373388999818479,0.04573234,0.13423552
Spef2,-2.8763926,-2.4154599,0.004022489298640208,0.02752337342868917,0.016632016632016633,0.09341078235614449,0.010831662,0.0564747
Gna12,-2.8773563,-0.6536441,0.004010225658968511,0.02744645019268566,0.2806652806652807,0.36144490833182064,0.19240415,0.28800023
Atad2,-2.8784819,-1.0966033,0.003995942982927699,0.027362637092575755,0.06652806652806653,0.14427300780540933,0.03823493,0.0800571
5430402O13Rik,-2.8787405,-0.7063944,0.003992667385798456,0.02734717630803072,0.10395010395010396,0.18351787983300055,0.06054462,0.0969852
Cebpz,-2.880767,-0.47488034,0.003967086805225123,0.027192760830714043,0.2203742203742204,0.30756943183880925,0.14697091,0.19887853
Gm11639,-2.8814464,-3.3533456,0.0039585454694826315,0.02714113721995364,0.010395010395010396,0.08680341259756762,0.0050105373,0.050062634
Homer3,-2.881742,-2.766568,0.003954833954721941,0.027136462809851523,0.014553014553014554,0.09115992013069522,0.007974607,0.05305066
Spsb1,-2.8819125,-2.3991249,0.003952694133936253,0.02712870788732238,0.02702702702702703,0.10328553276456708,0.015115731,0.0772745
Prss12,-2.8831859,-0.6429638,0.003936750009045721,0.027039998144953607,0.09563409563409564,0.1777818115810492,0.07051006,0.10802752
4933431E20Rik,-2.8854628,-0.92454195,0.003908388271414634,0.0268589240033021,0.07484407484407485,0.1543655835904883,0.047880154,0.089009844
Mphosph10,-2.8863437,-1.0249915,0.003897461721618661,0.026797542594650312,0.07484407484407485,0.15418406244327465,0.045897715,0.091280304
Rab36,-2.887785,-0.4353313,0.0038796513103381883,0.026688743141010527,0.14553014553014554,0.23336358685786895,0.09224126,0.12280531
Ttc26,-2.8883533,-0.37094116,0.0038726458655842285,0.026654199387358666,0.1704781704781705,0.262007623888183,0.11767049,0.14970016
Ogfrl1,-2.8896892,-0.46767774,0.0038562282808040443,0.02654800253784388,0.3659043659043659,0.450571791613723,0.2874337,0.3787806
Zfp438,-2.8911276,-0.5151876,0.003838623881522056,0.02644713428115324,0.17463617463617465,0.26066436739880194,0.11939242,0.1665626
Lpcat3,-2.8952005,-0.4694303,0.003789163436512144,0.026113060153649992,0.16424116424116425,0.2543111272463242,0.12112186,0.1640554
Afap1l1,-2.9010842,-2.9853568,0.003718738908110079,0.025673821803935716,0.010395010395010396,0.08763840987475041,0.009029646,0.06936883
Pcsk2os2,-2.9019597,-2.9562917,0.003708362581546842,0.02560876447344221,0.012474012474012475,0.08959883826465784,0.0050337533,0.03841928
Ints7,-2.9087586,-0.37704015,0.0036286692970282325,0.025110055114897917,0.19542619542619544,0.284334724995462,0.13436529,0.17122956
Kdsr,-2.9144802,-0.40650564,0.0035628133641706656,0.024705237443939557,0.22453222453222454,0.3164276638228354,0.15036221,0.19479701
Mex3c,-2.918829,-0.49403653,0.003513488245056548,0.02438838262585106,0.15384615384615385,0.24095117081139952,0.10228332,0.1412203
C130026L21Rik,-2.923826,-1.3362244,0.0034575804119635653,0.024015782499371505,0.035343035343035345,0.11446723543292793,0.019978464,0.04969535
Opalin,-2.9262648,-2.2063518,0.003430589432197918,0.02386226716105567,0.0498960498960499,0.12604828462515882,0.032845557,0.14332199
Gm48159,-2.9290757,-1.5326226,0.0033997155021878857,0.023665895218598052,0.029106029106029108,0.10811399528045017,0.019404318,0.055138595
E130308A19Rik,-2.9299512,-0.5324347,0.003390152352279779,0.023611558762508467,0.3180873180873181,0.39680522780903976,0.2429744,0.33490258
G2e3,-2.930565,-0.46777266,0.0033834603455736713,0.02357717310310284,0.2702702702702703,0.36144490833182064,0.1805342,0.2418719
Aifm3,-2.9334643,-0.4621684,0.003352021411541658,0.023376282202991008,0.22661122661122662,0.3131965874024324,0.15039468,0.20177832
Prrg1,-2.9335012,-0.8296095,0.00335162244177857,0.023376282202991008,0.11434511434511435,0.19520784171355962,0.08785144,0.15116918
Znrf2,-2.9341862,-0.44641307,0.003344233983530892,0.023340147308435085,0.288981288981289,0.3794881103648575,0.2058803,0.2711791
Akt2,-2.9359117,-0.5158961,0.0033256905587692362,0.023216758980028417,0.14553014553014554,0.23241967689235796,0.095162794,0.13344312
Gm50024,-2.9376228,-5.258354,0.0033073924187345693,0.02310102269077148,0.002079002079002079,0.08012343438010529,0.00091857126,0.034570504
Ern1,-2.9382138,-0.41562265,0.0033010914845931004,0.023063007849978317,0.1787941787941788,0.2698130332183699,0.12664361,0.16559052
Irak2,-2.9399648,-1.8894186,0.0032824951125380686,0.022950987164688498,0.04781704781704782,0.12597567616627336,0.028593346,0.102072254
Erf,-2.9405532,-2.3529537,0.0032762674619674272,0.022913406221516077,0.018711018711018712,0.09725903067707388,0.010552221,0.052775938
Rasgrp3,-2.9446235,-2.9898543,0.0032334793036926947,0.022655433869679976,0.02702702702702703,0.10426574695952079,0.015967613,0.12032549
Ywhae,-2.9448025,-0.43652517,0.0032316086101662586,0.022648232487002443,0.6528066528066528,0.6859321110909421,0.6214873,0.7729586
Zmat2,-2.9479177,-0.67817736,0.0031992218940342675,0.02243881291900307,0.24116424116424118,0.32568524233073154,0.17724232,0.27025253
mt-Co2,-2.9488358,-0.8104795,0.0031897338588682466,0.022378106733104385,0.2702702702702703,0.34891994917407876,0.21761586,0.35512882
Btg3,-2.9496999,-0.66357785,0.0031808273774217434,0.022321449890656108,0.0893970893970894,0.17346160827736432,0.06322923,0.0983871
Gmip,-2.950669,-2.1209307,0.00317086385957122,0.022257343758275518,0.031185031185031187,0.10974768560537303,0.015482951,0.065666914
Tpcn1,-2.950922,-0.7522936,0.0031682680959100504,0.022244934344683318,0.10187110187110188,0.18584135051733527,0.06499435,0.10716427
Ldha,-2.9517806,-0.81042945,0.0031594744292475947,0.022188990568186844,0.13513513513513514,0.220039934652387,0.09079866,0.15417063
Epb41l4b,-2.9532273,-0.37956756,0.0031447036495852025,0.02209680624067845,0.39501039501039503,0.4644400072608459,0.31944656,0.39853057
Rhob,-2.9545603,-0.80548096,0.003131149390156472,0.02200731993552299,0.15384615384615385,0.23590488291886005,0.10701984,0.18016702
Abhd17b,-2.9572804,-0.513692,0.0031036568453435965,0.021831219747220534,0.446985446985447,0.5134144127790887,0.3531601,0.47294497
Abcb1b,-2.9581048,-0.7689472,0.0030953693304087175,0.021784330515474654,0.079002079002079,0.16209838446178979,0.05689471,0.09509308
Nr2f2,-2.9613507,-1.2106934,0.0030629294850354994,0.02156167546840552,0.08108108108108109,0.161263387184607,0.048712805,0.10933545
Robo3,-2.9613621,-4.4680686,0.0030628164072939194,0.02156167546840552,0.002079002079002079,0.08084951896895988,0.0017989486,0.039076798
Gm5087,-2.9622688,-0.8696595,0.003053810706467021,0.021514392680327437,0.08108108108108109,0.1626792521328735,0.06582762,0.11718694
Dcaf13,-2.967257,-0.459275,0.0030046957164710014,0.021173924443109313,0.25363825363825365,0.3427845343982574,0.1589311,0.21255031
Utp4,-2.9691927,-0.5179719,0.00298583227703922,0.021063675444853765,0.15384615384615385,0.24058812851697223,0.09464869,0.13291465
Arhgef10,-2.9698892,-0.9017806,0.002979072341267958,0.02102644439450224,0.14760914760914762,0.229188600471955,0.095571406,0.17174433
Atp1b2,-2.970111,-1.1939272,0.002976923130654379,0.021016795722722848,0.09563409563409564,0.17516790706117263,0.066157624,0.14537294
Gramd2,-2.970435,-1.089836,0.0029737845213392896,0.021011199076620225,0.056133056133056136,0.13726629152296244,0.030200293,0.063220635
Dock5,-2.971151,-3.6566944,0.0029668572537037054,0.02096776812388705,0.014553014553014554,0.09308404429115992,0.007540493,0.09117266
2600014E21Rik,-2.971441,-4.0099015,0.0029640575479676213,0.02095349284764272,0.008316008316008316,0.087021237974224,0.0033309613,0.05235704
Hcfc2,-2.9733057,-0.39532283,0.002946109129856247,0.020834215056353318,0.31392931392931395,0.40435650753312763,0.22217223,0.28308126
Slc6a11,-2.9787316,-0.9129315,0.002894440923794078,0.020493709518404974,0.10187110187110188,0.1846796151751679,0.06995497,0.12789369
Fbxo31,-2.979573,-0.60930526,0.0028865039902542513,0.02044289989934943,0.13097713097713098,0.21826102740969322,0.08157442,0.121917106
Agap1,-2.9822106,-0.28673458,0.002861749237128324,0.020288971504389994,0.7463617463617463,0.7057542203666727,0.8055821,0.92036414
Gm29237,-2.983649,-1.5306919,0.002848333293728834,0.020204518374470373,0.031185031185031187,0.1115265928480668,0.018751355,0.053245354
Rit2,-2.99611,-0.2658888,0.0027344788921261705,0.019437949161754023,0.6943866943866944,0.6652387003085859,0.8009081,0.9066427
Brk1,-2.9985402,-0.49642873,0.002712764686621263,0.019298911074798343,0.30353430353430355,0.39604283899074244,0.22585621,0.3056224
Folh1,-2.9995975,-2.6607697,0.002703366382503795,0.019237143722954708,0.016632016632016633,0.09638772917044836,0.014485122,0.08825482
Zfhx2,-3.0021243,-0.40049812,0.0026810268437641544,0.01908828598090695,0.41164241164241167,0.4842621165365765,0.29905435,0.37851602
Phf24,-3.0031788,-0.3514489,0.002671754037879197,0.01903235180217763,0.5571725571725572,0.5725903067707387,0.47647837,0.5759193
Bcl2l1,-3.004111,-0.5262023,0.0026635803994826896,0.018979158136860217,0.30353430353430355,0.39557088400798696,0.21722962,0.2996743
Vmn2r84,-3.0084856,-1.5127993,0.002625533424446207,0.018717984376457834,0.02702702702702703,0.10829551642766383,0.01752584,0.04922162
Clcn2,-3.0105803,-0.68001395,0.002607489897563044,0.018609097887787248,0.10810810810810811,0.19317480486476674,0.06731537,0.10576651
Cdk9,-3.0152104,-0.48894122,0.0025680096205763633,0.018351707049172043,0.1891891891891892,0.28284625158831006,0.12722972,0.17429985
Cpd,-3.0196588,-0.36752298,0.0025305960447462032,0.018098779803654638,0.5051975051975052,0.5675803231076421,0.43124762,0.528044
Elf1,-3.0207958,-1.0896947,0.002521113806430825,0.01804056670540513,0.10395010395010396,0.18489744055182428,0.07946338,0.16213785
Mib1,-3.0229132,-0.26386502,0.0025035397250746036,0.017924357157675087,0.6673596673596673,0.6819023416227991,0.69217116,0.78770447
Mpp2,-3.0229132,-0.4104112,0.0025035397250746036,0.017924357157675087,0.21413721413721415,0.31181702668360867,0.15134494,0.1965256
Camta2,-3.0237973,-0.5577688,0.002496236643516701,0.017881599203224144,0.28274428274428276,0.3688509711381376,0.18296787,0.25892797
Pdk1,-3.0242777,-0.36731407,0.0024922762660305087,0.01785799020486394,0.22661122661122662,0.32568524233073154,0.16864267,0.2126569
Itgb5,-3.0297208,-2.7805076,0.002447799686458961,0.017562717643565363,0.02702702702702703,0.1069522599382828,0.018842464,0.1228307
Arntl,-3.0297265,-0.4403975,0.002447753617850697,0.017562717643565363,0.3700623700623701,0.449627881648212,0.27216318,0.35379678
Hrh1,-3.0330265,-2.8733246,0.0024211443113204808,0.017380750105578765,0.016632016632016633,0.09700490107097477,0.008014861,0.057292048
Rap1b,-3.0339956,-0.5538216,0.0024133792834685323,0.01732963691790472,0.288981288981289,0.37847159194046104,0.19323698,0.27225897
Tbata,-3.0342855,-3.3239052,0.0024110610393682217,0.017317618318049753,0.010395010395010396,0.09097839898348158,0.0043535726,0.042762965
Ninj2,-3.0356328,-1.8740506,0.00240031474410114,0.017258886051377476,0.04573804573804574,0.12612089308404428,0.037911743,0.1324636
Slitrk1,-3.0358262,-0.40876755,0.002398776682713643,0.01725244364681895,0.27234927234927236,0.36928662189145034,0.1926304,0.24843532
Pknox1,-3.0366561,-0.71032494,0.0023921823155706678,0.017223456275290417,0.10602910602910603,0.19270284988201125,0.07132891,0.11419407
Sipa1l3,-3.0371337,-0.39963925,0.0023883958208719956,0.017200802923299525,0.5051975051975052,0.5341078235614449,0.42219508,0.526485
Gm56518,-3.037645,-1.2275423,0.002384344951516936,0.01717623293492227,0.033264033264033266,0.11584679615175168,0.023636427,0.054495983
Tmem19,-3.0401351,-0.52395767,0.0023647203636842896,0.017057727831462244,0.19542619542619544,0.28680341259756764,0.12290179,0.17230347
Dnah2,-3.040516,-1.397852,0.0023617315041988126,0.017040742620252982,0.04158004158004158,0.12376111817026683,0.02624027,0.06771526
Pip5k1c,-3.0462377,-0.47580764,0.002317246007799355,0.016755758942295123,0.24116424116424118,0.33280087130150665,0.15938486,0.21535109
Trim36,-3.0478408,-2.365316,0.002304920474834921,0.016675609358862233,0.02494802494802495,0.1059720457433291,0.01638513,0.0816927
Phc2,-3.04991,-0.33352056,0.002289099702063703,0.01657007246617772,0.5675675675675675,0.5917226356870575,0.4791086,0.57351506
Mob3b,-3.0503647,-1.788856,0.002285635969883051,0.016549457965712094,0.06444906444906445,0.14409148665819568,0.038312964,0.12659352
Eefsec,-3.051354,-0.37177995,0.0022781189236568016,0.01650837526393157,0.41372141372141374,0.496569250317662,0.32451794,0.40283033
Gm48623,-3.0612793,-1.879041,0.0022039333138185943,0.015996674268586072,0.02702702702702703,0.10927573062261753,0.01614704,0.058151834
Eef1a1,-3.0618935,-0.6696942,0.002199418044935767,0.015968214770987317,0.4885654885654886,0.5514249410056271,0.41394284,0.59646267
