names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PV (for_DEGs),mean_expr_Rest (for_DEGs)
Gad2,23.777008,2.737242,5.776489581074698e-125,2.2494822470069152e-122,0.7983367983367984,0.21357778181158105,0.97572124,0.22147375
Afap1,23.56713,2.9792142,8.379124723999002e-123,3.2163868761979024e-120,0.7546777546777547,0.22443274641495733,0.83251184,0.1524997
Zfp804b,23.513763,3.074791,2.949567135285015e-122,1.1162657595085684e-119,0.8565488565488566,0.45953893628607734,2.2116435,0.67548645
Zfp804a,23.211624,2.3197744,3.4749591360007546e-119,1.2968354442269484e-116,0.9251559251559252,0.6553276456707207,2.3544707,1.0679321
Klhl32,22.914913,2.0304403,3.2994712691753505e-116,1.1820905733698889e-113,0.8690228690228691,0.5101470321292431,1.2649592,0.4839463
A230057D06Rik,22.886473,1.474457,6.336389455621446e-116,2.240247166744056e-113,0.9896049896049897,0.7837720094390996,2.4272676,1.5511024
Pam,22.841393,1.6912041,1.779600294381767e-115,6.210111676628323e-113,0.9812889812889813,0.7246324196768924,2.1430109,1.2030574
Sh3rf3,22.718624,1.7985381,2.9325459015163993e-114,9.974368148575398e-112,0.9022869022869023,0.6115810491922309,1.5586485,0.7317341
Dner,22.598011,1.8869469,4.533367360086633e-113,1.5226447620690977e-110,0.9126819126819127,0.5372662915229625,1.4156846,0.6116092
Rims2,22.415043,1.3981444,2.807710185674688e-111,9.200386913302301e-109,0.997920997920998,0.8048647667453258,2.5711396,1.7198389
Cntnap5c,22.364437,2.2982168,8.737813594429111e-111,2.762177073909532e-108,0.8981288981288982,0.500344890179706,1.8484156,0.7360555
Col19a1,22.347446,2.980154,1.2785098065329054e-110,3.994599825760368e-108,0.7588357588357588,0.2641132691958613,1.2328677,0.2685687
Slit2,22.270128,2.1537232,7.199506683648351e-110,2.1983039157912635e-107,0.9085239085239085,0.5669994554365584,1.9232273,0.8385955
Il1rapl1,22.199888,1.3327245,3.4430825053634407e-109,1.0279514102123961e-106,1.0,0.9229624251225268,3.7297692,2.8417945
Ntrk2,22.184958,1.3666338,4.798915372489796e-109,1.4169984182285805e-106,0.9812889812889813,0.77632964240334,2.1300929,1.3547423
Mef2c,22.150436,1.7502819,1.0331307189578128e-108,3.0174154802604814e-106,0.9875259875259875,0.7760755127972409,2.533136,1.4919832
Fgf13,22.115513,2.0517848,2.2414831220918746e-108,6.476199085011685e-106,0.9313929313929314,0.6326738064984571,1.882797,0.8517985
Utrn,22.099775,2.3129196,3.1764987090670435e-108,9.080055352407601e-106,0.8378378378378378,0.3669994554365584,1.2550732,0.40863425
Msi2,22.012985,1.6031013,2.1626905435523808e-107,6.053280719297132e-105,0.9417879417879418,0.6466146306044654,1.555875,0.8023783
Epb41l3,21.887356,1.6217108,3.4282566472474885e-106,9.496624341395878e-104,0.918918918918919,0.6194227627518606,1.4485761,0.7219163
Tafa2,21.856983,1.9178338,6.670982841970202e-106,1.829074581262646e-103,0.9833679833679834,0.7232891631875114,2.6970253,1.5393571
A330076H08Rik,21.795872,1.5597378,2.539068727351036e-105,6.8913915862547815e-103,0.9438669438669439,0.6511889635142494,1.5559107,0.81909686
Nek7,21.567335,2.6433735,3.640666890010896e-103,9.685615775702254e-101,0.7484407484407485,0.27921582864403705,1.0245173,0.2513936
Srrm4,21.315588,1.743351,8.137803838443544e-101,2.1229397003784274e-98,0.8752598752598753,0.5627155563623162,1.29585,0.5837315
