names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NLL Gata3 Gly-Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Cdr1os,-3.1187217,-2.1478174,0.0018163740953230012,0.036207915024052816,0.25,0.7709863494679517,0.61245537,1.5569797
Pakap-1,-3.1191657,-1.7658226,0.0018136398973530366,0.03620542647984851,0.1,0.5408620257246247,0.17859633,0.509801
Jakmip3,-3.1192212,-1.563096,0.0018132983886881956,0.03620542647984851,0.05,0.4766221203109885,0.14091404,0.36959454
Arhgef3,-3.119984,-3.4204457,0.0018086086335611458,0.036158715761747014,0.05,0.4581706137365196,0.04301334,0.38565773
Vps54,-3.1204834,-1.2721485,0.001805545014459652,0.03612434440694776,0.15,0.588943427322561,0.26978412,0.55844104
Fbxl20,-3.1207886,-1.2290407,0.0018036751514570282,0.03611382363610309,0.15,0.6243416574110566,0.32090896,0.6349711
Greb1l,-3.121718,-3.5523021,0.0017979915267297276,0.03602686974140774,0.05,0.4541220307405682,0.04301334,0.41582245
Polb,-3.1227305,-1.2814063,0.001791817662361147,0.03592995566242091,0.15,0.6397835978646412,0.33418426,0.67525333
Phtf2,-3.123868,-1.6815777,0.0017849058775938663,0.03581808882072232,0.05,0.47715954283257495,0.13529065,0.38165697
Tbc1d1,-3.1245754,-28.481035,0.001780619454659963,0.03575877783760329,0.0,0.4035326573752284,0.0,0.318212
Itpr1,-3.1257267,-1.4727925,0.0017736637377152131,0.03564573270935511,0.2,0.6708466196123393,0.4486441,0.94449085
Zup1,-3.1271276,-3.9204404,0.0017652332457060553,0.03550285726955218,0.05,0.44638314642972304,0.025996074,0.33560187
Atl2,-3.1273494,-28.314827,0.0017639011074456741,0.03550263876933728,0.0,0.40389093905628604,0.0,0.28810418
Abca8b,-3.1284869,-1.8307261,0.0017570883932491528,0.035392027831038037,0.05,0.47769696535416145,0.1319668,0.40667117
Zkscan3,-3.1293192,-1.7236258,0.0017521188163010712,0.03531840404651897,0.05,0.4777327935222672,0.12782493,0.37179086
Dip2a,-3.1304011,-4.1157336,0.00174567768602705,0.035214984552212336,0.05,0.44487836336928094,0.025996074,0.37609634
Cdc42,-3.1311224,-1.1935047,0.0017413957024404365,0.035154998140176204,0.15,0.5922754469563971,0.28483242,0.5617184
Garnl3,-3.131372,-2.1181848,0.0017399157289500413,0.03515153055405083,0.1,0.5213356741069829,0.17882845,0.61525476
Trim9,-3.1322181,-1.8099015,0.001734908860044746,0.03507675024033283,0.2,0.7387051700046576,0.5141695,1.2110548
Reep3,-3.1337302,-28.470455,0.0017259951355961727,0.034922808202913526,0.0,0.4047149869227186,0.0,0.31621903
Pacrg,-3.1340768,-1.8748443,0.0017239566498897523,0.03490784866807659,0.1,0.5499982085915948,0.18213992,0.54969496
Akap17b,-3.134285,-28.277939,0.0017227346214481526,0.03490784866807659,0.0,0.40478664325893016,0.0,0.28176466
Cog3,-3.1359494,-28.23587,0.00171298703473791,0.03473808424408124,0.0,0.40500161226756476,0.0,0.27468404
Acbd5,-3.136005,-1.6090225,0.0017126629904993815,0.03473808424408124,0.05,0.4787718103973344,0.14091404,0.37953922
Icam5,-3.136227,-28.447632,0.0017113673772378368,0.03473808424408124,0.0,0.4050374404356705,0.0,0.3119533
Ptchd4,-3.13631,-3.0530446,0.0017108817547091951,0.03473808424408124,0.05,0.4698147683708932,0.09324403,0.5939444
Gdpd1,-3.137184,-3.3028107,0.0017057903645058868,0.03469688652102436,0.05,0.4636881516248074,0.04301334,0.36028114
Ybx1,-3.1375585,-1.6073757,0.0017036126091459227,0.03467884152102344,0.05,0.4789151230697574,0.13974497,0.3763695
Ccnt2,-3.1377666,-1.1138844,0.001702403850324552,0.03467884152102344,0.15,0.6135573788112214,0.31724322,0.5922257
Cul4a,-3.1392784,-28.265501,0.0016936438686474594,0.03452823273942127,0.0,0.40543155028483396,0.0,0.2796557
Igsf9b,-3.1398335,-28.506903,0.0016904396098089052,0.03448907541045199,0.0,0.40550320662104544,0.0,0.32313108
Robo2,-3.140721,-1.9830174,0.001685324392790304,0.03441084075552847,0.25,0.7867149152663824,0.743765,1.6796492
Nbeal1,-3.1407628,-1.2093719,0.001685084966717552,0.03441084075552847,0.15,0.6107627816989717,0.32367235,0.6332782
D130040H23Rik,-3.1409986,-3.2791343,0.0016837288098984012,0.03441084075552847,0.05,0.4642972304826054,0.04301334,0.3553447
Dctn1,-3.142469,-1.920255,0.0016752953963295968,0.034284224904323125,0.05,0.4780194188671133,0.119487666,0.3922968
Efr3b,-3.142774,-3.529851,0.00167354994219299,0.03427460895329698,0.05,0.45856472358568307,0.04301334,0.41055322
Spred2,-3.1433566,-1.178972,0.0016702223565442237,0.03423255127409862,0.15,0.6526459102146107,0.41291547,0.76893985
Astn2,-3.1450906,-1.837514,0.0016603548117725922,0.03405628533765615,0.15,0.6353767331876321,0.41555515,1.0442725
Ipo11,-3.1481977,-1.1987654,0.001642806243380418,0.03372208079421836,0.15,0.5918096807710221,0.29004142,0.57232034
Ewsr1,-3.1486275,-1.3148472,0.001640391136709787,0.0336982491157431,0.15,0.628999319264806,0.29945356,0.62515324
Ncor2,-3.1515126,-1.7074699,0.0016242708707739615,0.03339262302807678,0.05,0.48063487513883413,0.1319668,0.3789288
Fnbp4,-3.1523173,-1.714373,0.0016198018637749384,0.03332624508394533,0.1,0.5192576403568485,0.15029645,0.42670095
Lrrc8b,-3.1542315,-2.047158,0.0016092141681286368,0.033133781377483885,0.05,0.48024076528967075,0.1079521,0.38603035
Rab6a,-3.1543424,-0.95998406,0.0016086023464561756,0.033133781377483885,0.15,0.6512844398265917,0.4126498,0.6899859
Fam184a,-3.1553688,-28.409004,0.001602953137767021,0.033055526332923905,0.0,0.4075095840349683,0.0,0.30484918
Exoc6,-3.1575744,-1.0761888,0.001590876696396923,0.03283168727510393,0.1,0.5639353659847371,0.28265333,0.5239703
Tent2,-3.157727,-1.1150658,0.001590044324923235,0.03283168727510393,0.15,0.5951417004048583,0.2983732,0.5613626
Dcaf1,-3.1622765,-3.2848144,0.0015654079794406154,0.032355778775053336,0.05,0.4677367346207588,0.04301334,0.35652292
Cyb5r4,-3.1623044,-28.308855,0.0015652588419010488,0.032355778775053336,0.0,0.4084052882376124,0.0,0.28707004
Efr3a,-3.163511,-1.6857984,0.0015587840075189576,0.03226851023269214,0.15,0.6256672996309699,0.2966501,0.7471787
Usp47,-3.1639967,-1.2344929,0.0015561861529796342,0.032239569722870294,0.15,0.6315072910322095,0.32170215,0.6381085
BC005537,-3.1641076,-1.6648746,0.0015555929177220973,0.032239569722870294,0.1,0.5503564902726523,0.17859633,0.48244122
Ankrd17,-3.1642878,-1.7871451,0.0015546293545717189,0.032239569722870294,0.25,0.808104331625524,0.5984129,1.3421874
Reps2,-3.164385,-1.3319354,0.0015541107405570916,0.032239569722870294,0.2,0.6872200924366737,0.45627123,0.8983345
Qrich1,-3.1650786,-1.2664417,0.0015504109854173474,0.03221929093438834,0.15,0.6305757586614597,0.32048345,0.6464993
Epc2,-3.1655223,-1.4969505,0.001548047400607398,0.032195072487864386,0.1,0.5587044534412956,0.20615461,0.4984594
Hectd1,-3.165897,-1.1962668,0.001546055707487547,0.03217855682431479,0.15,0.6186808068503458,0.30931538,0.6046633
Cept1,-3.1665905,-3.3322341,0.0015423736171246572,0.03212680549778259,0.05,0.4674859374440185,0.04301334,0.366496
Clcn3,-3.1666043,-1.0574262,0.0015423000577629098,0.03212680549778259,0.2,0.6771165490308481,0.42423216,0.74181914
Clk1,-3.1670065,-1.070625,0.0015401682412133336,0.03212680549778259,0.15,0.5975421876679445,0.30402148,0.55746996
Mllt10,-3.1671176,-1.5664479,0.0015395806316528785,0.03212680549778259,0.25,0.7909068109347569,0.5927607,1.2225964
Arhgap5,-3.168782,-1.2484183,0.0015307912290486421,0.031984728090619766,0.2,0.6925943176525384,0.45060605,0.8554638
Mark2,-3.1692815,-1.0971007,0.0015281634345808736,0.03195467041804519,0.15,0.6555121636630719,0.396069,0.7127591
Nup98,-3.169337,-1.1095625,0.0015278717140353093,0.03195467041804519,0.15,0.5964315144566659,0.29848775,0.5599148
Uba6,-3.1694894,-3.3233235,0.0015270697469938039,0.03195467041804519,0.05,0.46730679660348967,0.04301334,0.36460444
Ryr2,-3.1696699,-2.1623194,0.001526122467645732,0.03195467041804519,0.3,0.8051305936727455,0.8190368,1.8987304
Snph,-3.1699333,-1.7756112,0.0015247389560226997,0.03195467041804519,0.1,0.5388198201425961,0.162501,0.4725839
Camk2g,-3.1702247,-1.8222127,0.0015232111557316145,0.03195467041804519,0.1,0.5364193328795098,0.17083828,0.50609255
Atl3,-3.1703496,-28.335514,0.0015225568159421483,0.03195467041804519,0.0,0.4094443051126796,0.0,0.29171348
Rap1gap2,-3.1717088,-1.8155673,0.0015154485228043926,0.031862364481810665,0.1,0.5173945756153487,0.16128674,0.48000014
Fam172a,-3.1725135,-1.5658406,0.0015112559868374444,0.031799098172531036,0.25,0.7945612840815449,0.59229517,1.2215589
Zfp950,-3.173845,-1.4950526,0.0015043400889070786,0.031678384160605956,0.15,0.6445845723908137,0.3064403,0.6985045
Lingo1,-3.1742887,-1.9090959,0.0015020412766818018,0.0316547836113255,0.1,0.5180394826412525,0.14890608,0.4718995
Capza2,-3.1752737,-1.8609025,0.0014969523386715816,0.03157229932504348,0.1,0.5225538318225789,0.15147373,0.46628618
Wipf3,-3.175454,-2.046504,0.0014960222835687812,0.03157229932504348,0.1,0.5294328400988857,0.17632918,0.58589137
Zc3h6,-3.1756065,-3.3376663,0.0014952357297187565,0.03157229932504348,0.05,0.4679875317974992,0.04301334,0.3676518
Kdm2a,-3.1760228,-1.2587087,0.0014930925189656418,0.03156522107364815,0.15,0.6413958654294006,0.33058512,0.66137946
Ncoa5,-3.1761475,-3.9013865,0.0014924501078742575,0.03156522107364815,0.05,0.45186485614990507,0.025996074,0.3318535
Shank2,-3.1767025,-1.5519083,0.0014895980273920808,0.03154097635620584,0.15,0.6401418795456988,0.3373034,0.7775927
Tsc22d2,-3.176869,-1.2442868,0.001488743383003581,0.03154097635620584,0.15,0.596861452473935,0.2873829,0.58150524
Dagla,-3.177285,-28.363642,0.0014866087482405203,0.031527369427957995,0.0,0.4103400093153237,0.0,0.29668233
Ash1l,-3.178575,-1.5003275,0.0014800092896015166,0.03141220348467042,0.25,0.7835620364730751,0.5538888,1.1293144
Atp2b4,-3.1789079,-4.385343,0.001478310591214598,0.03140095303236067,0.05,0.44727885063236716,0.025996074,0.438518
Zfp236,-3.1793518,-1.6779133,0.0014760484546478697,0.03137770725980084,0.05,0.4846834581347856,0.13529065,0.38085115
Zcchc18,-3.1810994,-1.7043172,0.0014671722636175478,0.03121371237007404,0.1,0.5224105191501559,0.16826321,0.46822602
Zfhx2,-3.1818624,-2.0104334,0.001463313179546163,0.031156279821240414,0.05,0.4845759736304683,0.1079521,0.3779478
Esco1,-3.1823757,-1.5968887,0.0014607223340208507,0.03112578042437768,0.05,0.48518505248826627,0.14188713,0.37921283
Cacng2,-3.1836658,-28.468657,0.0014542288647350263,0.03101200761542076,0.0,0.4111640571817563,0.0,0.3158804
Pank2,-3.1849418,-3.937913,0.001447831403868231,0.03090010311512261,0.05,0.4534412955465587,0.025996074,0.33906922
Lpp,-3.1854966,-2.2238526,0.0014450579984790041,0.030865427996129444,0.1,0.5311525921679624,0.15096545,0.5660149
Gpbp1l1,-3.1864398,-28.369097,0.00144035444488342,0.030789438292774463,0.0,0.4115223388628139,0.0,0.29765427
Fkbp15,-3.1867173,-28.34407,0.0014389737348132357,0.030784414215311817,0.0,0.4115581670309197,0.0,0.29321724
Taok1,-3.1889505,-1.3183992,0.0014279033788356826,0.030571923338099435,0.2,0.7365913080864176,0.48328143,0.9359648
Jpx,-3.1894915,-28.405106,0.001425233578752128,0.030539095901969442,0.0,0.41191644871197736,0.0,0.30413994
Casc3,-3.1899352,-3.9315064,0.00142304641140288,0.030516565901353057,0.05,0.4542653434129913,0.025996074,0.33779356
Asap2,-3.1904485,-4.1819644,0.0014205213566500288,0.03048674828529255,0.05,0.45025258858514566,0.025996074,0.39071506
Cpd,-3.192002,-1.1280705,0.0014129031020373838,0.030347487091722223,0.1,0.5684855433341693,0.27620468,0.5278593
Memo1,-3.1931534,-1.4257759,0.0014072817521996984,0.030250928545284717,0.15,0.6321880262262191,0.29695424,0.65694994
Neto2,-3.1937637,-4.4153595,0.001404310129851275,0.03021121952690453,0.05,0.4486044928522805,0.025996074,0.44595397
Afg1l,-3.194485,-28.410154,0.0014008056723056872,0.030159974691389275,0.0,0.4125613557378811,0.0,0.3050585
Chfr,-3.1951647,-2.3352733,0.0013975107762506823,0.030113163238056,0.05,0.48554333416932394,0.08766193,0.3800467
Foxn3,-3.1956224,-1.4637884,0.0013952957933192447,0.0300895649811301,0.2,0.7005839991401239,0.45233354,0.9468965
Cnot10,-3.1961079,-1.4166656,0.0013929501068250816,0.03006310792802405,0.05,0.4871197735659776,0.15805994,0.3764799
Lclat1,-3.1977308,-1.8530447,0.0013851351824689798,0.029918474560242353,0.05,0.48694063272544874,0.12291,0.38693854
Pcdh17,-3.1981192,-1.5554695,0.0013832709499829528,0.02990224491234267,0.15,0.647880763856544,0.36937085,0.8386952
Map3k13,-3.1989236,-28.35454,0.0013794166841711044,0.029842935832268578,0.0,0.4131346064275734,0.0,0.2950665
Adcy8,-3.19952,-2.0921295,0.0013765656073003887,0.029805252109719137,0.1,0.5579520619110745,0.21057193,0.69282687
Eri3,-3.2012262,-1.2454973,0.0013684401817784773,0.029653215874506197,0.15,0.5998351904267135,0.28129888,0.571104
Nsun2,-3.2028077,-28.39865,0.001360948822968195,0.029514685127647617,0.0,0.41363620078105406,0.0,0.30296803
Emc2,-3.203848,-3.3434908,0.0013560409471167906,0.029432003432171377,0.05,0.4729318189960947,0.04301334,0.3688947
Zdhhc21,-3.204472,-1.6249723,0.0013531040635794925,0.029392001769103445,0.1,0.5448389523843646,0.1800998,0.4754007
Mphosph9,-3.2054431,-1.6184449,0.0013485472387626148,0.02931671869381186,0.1,0.5237719895381749,0.16826321,0.4463853
Raf1,-3.2062614,-1.3855137,0.0013447174855681298,0.029257132661713075,0.1,0.5671599011142561,0.22112235,0.49869344
Zdhhc20,-3.2068717,-1.3658651,0.001341867932783832,0.029218793641735467,0.15,0.6482390455376017,0.32699132,0.6915828
Ccnl1,-3.2072878,-1.743762,0.0013399282510403988,0.029200220685689796,0.05,0.4884095876177851,0.1310114,0.38445002
Fam193b,-3.2076485,-3.2716427,0.0013382492862870142,0.02918730383322408,0.05,0.4739708358711619,0.04301334,0.35379493
Smarca2,-3.2077873,-1.4058503,0.001337604047595645,0.02918730383322408,0.2,0.6795528644620401,0.39508897,0.8258603
Rbm25,-3.208023,-1.3628613,0.0013365078005060287,0.02918730383322408,0.25,0.7836336928092866,0.579739,1.1054074
Pola1,-3.2087443,-4.164314,0.0013331597176125419,0.02914727551851017,0.05,0.45279638852065496,0.025996074,0.38677448
Smarcad1,-3.2096736,-1.3645263,0.0013288572502972902,0.029076868335088102,0.1,0.5698111855540826,0.23342976,0.5170117
Ggps1,-3.2098541,-3.9493403,0.001328023928732823,0.029076868335088102,0.05,0.4562358926588084,0.025996074,0.34135345
Kcnab2,-3.2111301,-28.416382,0.001322140342614201,0.028977088911944192,0.0,0.414711045824227,0.0,0.30619523
Dnah9,-3.213072,-28.831768,0.0013132331950051835,0.028805368122276964,0.0,0.41496184300096733,0.0,0.3905404
Lrpprc,-3.213405,-1.4867774,0.0013117118270674917,0.028795503916097632,0.1,0.5693095912006019,0.22106898,0.5267375
Rbm27,-3.213613,-4.002508,0.0013107617982231867,0.028795503916097632,0.05,0.4570241123571352,0.025996074,0.35215127
Jph4,-3.2136548,-1.3162723,0.0013105718686682879,0.028795503916097632,0.1,0.5703486080756691,0.25157362,0.5378496
Rab2a,-3.213738,-1.1112578,0.0013101920857479072,0.028795503916097632,0.2,0.6839597291390491,0.42278814,0.75930727
5031425E22Rik,-3.2139459,-1.2204939,0.0013092430727421158,0.028795503916097632,0.15,0.6199347927340475,0.325318,0.63970184
Slc16a2,-3.2144315,-2.10704,0.001307031175514022,0.028795503916097632,0.05,0.4891619791480062,0.12374868,0.44948623
Glg1,-3.2144454,-0.9862752,0.001306968029154083,0.028795503916097632,0.2,0.7054208018344023,0.49372053,0.8174504
Hivep3,-3.2144592,-1.8409544,0.0013069048856096182,0.028795503916097632,0.25,0.782666332270431,0.578942,1.3374217
Fam118b,-3.2158463,-28.369942,0.0013006047298581842,0.028739514055336684,0.0,0.415320124682025,0.0,0.29780552
Vps53,-3.2158463,-28.33886,0.0013006047298581842,0.028739514055336684,0.0,0.415320124682025,0.0,0.2923002
Lnpep,-3.2162209,-1.1925458,0.0012989085000548702,0.028739514055336684,0.2,0.6844613234925299,0.41777578,0.78172666
Tpd52,-3.2177882,-28.451435,0.0012918315945027723,0.028616253045580783,0.0,0.4155709218587654,0.0,0.31266165
Slc1a1,-3.218135,-1.1951324,0.0012902707228835614,0.028605259343136385,0.1,0.5723908136576977,0.2793536,0.55267674
Mapt,-3.2190921,-1.7585608,0.00128597174510307,0.028533493634120142,0.25,0.8074594245996202,0.60742694,1.342259
Ap1b1,-3.2194529,-28.352125,0.0012843552728922494,0.028521178663317968,0.0,0.4157858908674,0.0,0.2946397
Wwp1,-3.2197578,-3.1042097,0.0012829889538873121,0.028514402970183688,0.05,0.4795600300956612,0.055686325,0.40041602
Rhot1,-3.220396,-1.779424,0.0012801364395966604,0.02847455805626015,0.1,0.5272831500125399,0.14974476,0.44117993
Tbcel,-3.2213948,-28.344555,0.0012756833855626125,0.02839901621380895,0.0,0.4160366880441403,0.0,0.29330325
Pcbp2,-3.222019,-1.6007109,0.0012729074929348073,0.028360716695819462,0.1,0.5488158790441044,0.18528047,0.4808029
Mir9-3hg,-3.2221022,-3.1296144,0.0012725377955248183,0.028360716695819462,0.05,0.4803124216258823,0.055686325,0.4062595
Crtac1,-3.2225044,-3.5928838,0.0012707523216722817,0.028359729969546686,0.05,0.4683099853104511,0.04301334,0.4254807
Fbxo34,-3.2233088,-1.2643079,0.0012671883101764384,0.028303698997872734,0.1,0.5725341263301208,0.27249166,0.5609985
Eda,-3.2244463,-28.84275,0.001262165279789994,0.028214959291145703,0.0,0.41643079789330373,0.0,0.39300707
Baz2a,-3.2257364,-3.9680643,0.0012564906789957957,0.02811149420867363,0.05,0.45756153487872164,0.025996074,0.3451247
Iqcb1,-3.2265408,-4.0144067,0.0012529636168077828,0.028055943653020936,0.05,0.4574182222062986,0.025996074,0.35460725
Sanbr,-3.2265546,-1.7840817,0.0012529028856363698,0.028055943653020936,0.1,0.5577729210705457,0.17859633,0.5148755
Snx27,-3.2277615,-1.6938658,0.0012476296661324264,0.027983146184456006,0.1,0.5284654795600301,0.15931192,0.44387606
Chpt1,-3.228122,-1.7126302,0.0012460577434261955,0.0279712377325496,0.1,0.5271756655082226,0.16826321,0.47038543
Ppp1r14c,-3.2282887,-4.095985,0.0012453328576296576,0.0279712377325496,0.05,0.4558776109777507,0.025996074,0.37182555
Spata5,-3.228663,-1.6351588,0.0012437032881003353,0.02796511075418913,0.1,0.5477768621690373,0.18265028,0.48394817
Gm1976,-3.229218,-1.5451806,0.0012412927301553597,0.027934284471754202,0.1,0.5719608756404285,0.22927645,0.56078196
Mfhas1,-3.2293427,-4.0339184,0.0012407509495439692,0.027934284471754202,0.05,0.45705994052524096,0.025996074,0.3586625
Arhgap23,-3.2302165,-4.306441,0.001236964595261061,0.02788358949216838,0.05,0.4574182222062986,0.025996074,0.4194434
Crk,-3.2304525,-3.9841871,0.0012359447103347486,0.02788358949216838,0.05,0.4596753967969618,0.025996074,0.34839916
N4bp2l1,-3.2324915,-28.369644,0.001227158040627142,0.02770902231231202,0.0,0.4174698147683709,0.0,0.29775143
4732471J01Rik,-3.2325885,-1.3451204,0.0012267410703321832,0.02770902231231202,0.15,0.6025581312027516,0.2987291,0.63364536
St7l,-3.2339756,-1.6828756,0.001220798621185826,0.027611834134059886,0.1,0.5493174733975852,0.17498013,0.47868672
Srgap3,-3.2342808,-1.808137,0.0012194948554773277,0.027605582785742034,0.2,0.7511733725054638,0.48376855,1.1565056
Srrm3,-3.234711,-1.5652872,0.0012176599138094728,0.02758728658015222,0.15,0.6002293002758768,0.25685817,0.6241643
Mdm2,-3.2352657,-28.386782,0.0012152960153627903,0.027556965344133485,0.0,0.41782809644942853,0.0,0.30082422
Drosha,-3.236528,-3.9457846,0.0012099339290167605,0.027458551243817866,0.05,0.45960374046075025,0.025996074,0.34064254
Unc80,-3.238137,-2.0467114,0.001203130426267156,0.027327231237361357,0.2,0.7512092006735696,0.52038074,1.3403926
Atxn1,-3.2384284,-2.0204747,0.0012019025422130057,0.027322437655891253,0.25,0.7905127010855935,0.64017993,1.5344006
Apex2,-3.239316,-1.8085905,0.0011981675559663183,0.027260594605262468,0.1,0.5273189781806457,0.15029645,0.44987226
Cry2,-3.2405367,-28.361387,0.001193049456406383,0.027167151604779248,0.0,0.41850883164343805,0.0,0.2962816
Gabrg2,-3.2409112,-1.4229295,0.001191483184386024,0.027154498019043648,0.2,0.6864318727383469,0.4321927,0.8959225
Cyth1,-3.241147,-1.8727554,0.0011904979879787448,0.027154498019043648,0.1,0.5304718569739529,0.14890608,0.46249756
Ubr5,-3.2412024,-1.5980994,0.001190266286464951,0.027154498019043648,0.2,0.7567983948980689,0.4826641,1.0571576
Faf2,-3.2419238,-28.37718,0.0011872579557598126,0.027127228972165105,0.0,0.4186879724839669,0.0,0.2991001
Hipk3,-3.2427006,-3.9800963,0.0011840260724659748,0.02707640899332829,0.05,0.46042778832718284,0.025996074,0.34756508
Sgcd,-3.243075,-2.016533,0.0011824707491651138,0.027063874812663206,0.2,0.7057790835154598,0.5561593,1.3888277
Ankrd11,-3.243921,-1.5501448,0.0011789638182685806,0.027006613637576095,0.25,0.7815556590591523,0.5567177,1.1573555
Tmem135,-3.2441154,-1.2165992,0.0011781603059920363,0.027006613637576095,0.2,0.7031277990756333,0.45170927,0.8445707
Zfp704,-3.244254,-1.4967356,0.0011775866784903839,0.027006613637576095,0.15,0.6037762889183476,0.25685817,0.60238457
Prrc2b,-3.246515,-1.1453124,0.0011682728627070023,0.026830334889689875,0.15,0.6064992296943857,0.30917725,0.5885615
Gtf2a1,-3.2471254,-2.830914,0.0011657703979126523,0.026795766117975163,0.05,0.4884095876177851,0.06578799,0.39463165
Hdac4,-3.2473333,-1.766318,0.00116491841777227,0.026795766117975163,0.1,0.559241875962882,0.18765311,0.5319166
Adgrb2,-3.2494695,-3.409722,0.0011562046403653305,0.026621438463253155,0.05,0.47715954283257495,0.04301334,0.38328505
Cadps,-3.2501354,-2.122464,0.001153500996985228,0.026581965513716187,0.35,0.8297445451614059,0.9059908,2.004163
Suco,-3.2517028,-4.0308943,0.0011471592233779787,0.026458513589842306,0.05,0.46153846153846156,0.025996074,0.35803175
Vgll4,-3.251911,-28.643166,0.0011463198221573832,0.026458513589842306,0.0,0.41997778653577444,0.0,0.3501143
Rnf180,-3.2520494,-3.5778003,0.0011457605367834842,0.026458513589842306,0.05,0.4740783203754792,0.04301334,0.42186984
Kcnb2,-3.2534783,-2.2122445,0.0011400145574847365,0.02636161029226753,0.25,0.772168679015442,0.67013645,1.6906744
Rnf13,-3.253825,-1.6780785,0.0011386239253489564,0.026352131674527525,0.1,0.5607466590233241,0.19757345,0.5300507
Pigu,-3.2557948,-28.392466,0.001130754838566372,0.026192571131274496,0.0,0.4204793808892551,0.0,0.30184996
Tenm3,-3.2561693,-1.9628104,0.0011292643041994261,0.026180614196582037,0.25,0.7361613700691484,0.6362511,1.4967159
Ppwd1,-3.2563496,-28.348394,0.001128547287516991,0.026180614196582037,0.0,0.42055103722546666,0.0,0.29398087
Ice1,-3.2565022,-1.8232768,0.0011279409098557693,0.026180614196582037,0.05,0.49500197054924583,0.12547766,0.38737288
Lmbr1,-3.2581112,-2.0395129,0.001121564692744789,0.026069587624612877,0.1,0.5295044964350972,0.13394818,0.463263
Pik3r3,-3.2582638,-2.1649911,0.0011209617845848385,0.026069587624612877,0.05,0.49417792268281324,0.119487666,0.45055798
Krit1,-3.2589295,-1.4722407,0.0011183344176114644,0.02603955442046798,0.15,0.649564687757515,0.3134851,0.7038598
Rnf138,-3.2596786,-28.381958,0.001115385436185214,0.02599341428473261,0.0,0.42098097524273587,0.0,0.2999569
Dpp8,-3.260386,-2.097132,0.0011126068906052095,0.025951169401529497,0.05,0.4946795170362939,0.1079521,0.39725462
Sptlc2,-3.2607882,-28.46999,0.0011110297890038082,0.025936898723312188,0.0,0.4211242879151589,0.0,0.3161308
Ube2q2,-3.2613015,-4.0409274,0.0011090206259511677,0.025912508016789456,0.05,0.4616459460427788,0.025996074,0.36013138
Miat,-3.2647831,-1.7262137,0.001095479351800746,0.02561839006343433,0.15,0.6033821790691842,0.25769687,0.6793253
Nbas,-3.265116,-1.3292723,0.001094192610184275,0.02561058835858142,0.15,0.6278886460535272,0.31591186,0.65933704
Zfp266,-3.2660592,-28.39227,0.0010905544290077784,0.025547687451995645,0.0,0.42180502310916845,0.0,0.30181354
Jam3,-3.2660592,-28.61734,0.0010905544290077784,0.025547687451995645,0.0,0.42180502310916845,0.0,0.34486002
Scaf4,-3.2664754,-1.6692793,0.0010889529085084445,0.025547687451995645,0.1,0.5329440005732506,0.16308254,0.4468533
Fyco1,-3.268001,-28.41957,0.001083099258321348,0.025439577859348445,0.0,0.42205582028590877,0.0,0.30677873
Eefsec,-3.2685144,-1.701303,0.001081136853595984,0.025415701886372783,0.05,0.49690086345885137,0.14188713,0.40262663
Sergef,-3.268889,-1.7854221,0.0010797069046495265,0.025404312196088245,0.05,0.4969725197950629,0.14226714,0.42332017
Ccdc30,-3.2693744,-1.8166392,0.0010778558707617736,0.02538298619401302,0.1,0.5304360288058472,0.1618112,0.48162654
Cpt1c,-3.270276,-1.879472,0.0010744260217493762,0.02532440982842609,0.1,0.533194797749991,0.14548375,0.45501065
Rtn4rl1,-3.270498,-28.63292,0.0010735833010365415,0.02532440982842609,0.0,0.42237827379886067,0.0,0.34802124
Upp2,-3.2726479,-1.6845466,0.0010654510376168092,0.025157002970794082,0.2,0.7071047257353732,0.43827134,1.0181249
Grik5,-3.2728422,-1.6277333,0.001064719323682131,0.025157002970794082,0.1,0.5648668983554871,0.19795346,0.5166953
Tbc1d19,-3.2733414,-1.6398982,0.0010628399076837262,0.02513953197135715,0.1,0.5330873132456737,0.16691011,0.44858512
Chic1,-3.274257,-3.384438,0.0010594022806006784,0.02508029892488126,0.05,0.4811006413242091,0.04301334,0.37773713
Kdm7a,-3.2751307,-1.2860545,0.0010561305077608904,0.02502489130823203,0.1,0.5803088388090717,0.27520296,0.57241696
Atp13a3,-3.275214,-1.7892255,0.0010558193984004868,0.02502489130823203,0.1,0.5533660563935366,0.17083828,0.4970742
Htr4,-3.2754915,-29.012545,0.001054782979463683,0.02502489130823203,0.0,0.4230231808247644,0.0,0.4327947
Gucy1a2,-3.2760742,-1.8468634,0.0010526095628672876,0.025007620649198956,0.2,0.6996882949374799,0.41521206,1.047821
Kif1a,-3.2775028,-1.2305253,0.0010472970461748148,0.024903426221873696,0.15,0.6454802765934577,0.3481574,0.6816921
Supt3,-3.2784598,-1.6740168,0.0010437520639983906,0.024841114224656114,0.1,0.569130450360073,0.20767513,0.55188763
Ccni,-3.278543,-28.451374,0.0010434443299927594,0.024841114224656114,0.0,0.42341729067392786,0.0,0.31265068
A330008L17Rik,-3.2802076,-28.929213,0.0010373072531810734,0.024731540277706694,0.0,0.4236322596825624,0.0,0.4128808
