names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OEC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Gfra1,4.5123568,2.4993722,6.411123669236626e-06,0.0002877898334951502,0.575,0.2770427736545839,0.9298893,0.24006678
Arhgef6,4.5000625,2.9468465,6.793345775048647e-06,0.00030271509282845294,0.525,0.19160302606575597,0.7191687,0.1279792
Tmod2,4.483677,1.2030797,7.336771795113606e-06,0.0003251348148146417,0.75,0.6632605499982073,1.2455755,0.7299516
Cpne8,4.4771423,2.0685403,7.5648835375563855e-06,0.00033105605969729657,0.65,0.43282779391201465,1.276562,0.48001635
Ntn1,4.4737473,4.456706,7.686053200736184e-06,0.00033581178781102647,0.45,0.060628876698576604,0.73793685,0.04851652
Col27a1,4.43763,4.248227,9.095467862944918e-06,0.0003904077020404632,0.45,0.059481553189200814,0.7183982,0.05383643
Tes,4.424512,5.554268,9.666056644264558e-06,0.000413577933171001,0.425,0.031407981069162094,0.67605823,0.020351648
Dock10,4.3961067,1.5701475,1.1020970669610322e-05,0.0004619867112206386,0.825,0.5921623462765767,1.864516,1.0425235
Elf1,4.385991,2.9143674,1.1545895185798834e-05,0.0004809894630114956,0.525,0.1835000537807895,0.836391,0.15999208
B130024G19Rik,4.3761005,2.8372357,1.2082125484689494e-05,0.0005007439362462572,0.525,0.21530242730629953,0.81183445,0.1614348
Yap1,4.366426,3.7667398,1.2629592454896142e-05,0.0005196893556861552,0.475,0.12799827901473593,0.7400178,0.0774414
Pnisr,4.359244,0.91458255,1.3051253298196023e-05,0.0005345841099428768,0.775,0.7383743860026531,1.406139,0.96851075
Entpd1,4.328121,2.950402,1.5038681578079307e-05,0.0006013234732187366,0.5,0.138252482879782,0.7749182,0.14099503
Fmnl2,4.3226757,1.1763432,1.541483683110718e-05,0.0006127169610234467,0.775,0.7185113477465849,1.5639468,0.9826398
Dpyd,4.3192706,1.3642721,1.5654557858104308e-05,0.000620409984730476,0.8,0.6510343838514216,1.7598282,1.0539262
Pdlim5,4.307644,2.5330179,1.6500276877601675e-05,0.0006510461669620513,0.55,0.2409737908285827,0.8880696,0.2208577
Bcas3,4.2948394,0.9714398,1.7481976069867815e-05,0.0006843615218094216,0.8,0.7627908644365566,1.5705236,1.0793144
Antxr1,4.2770996,2.7891827,1.8934391723913525e-05,0.0007352125803779718,0.525,0.2346276576673479,0.8023958,0.16387652
Cmtm5,4.2734694,3.588501,1.9245465537714365e-05,0.0007451378371734654,0.45,0.07647628267182963,0.6408118,0.0719967
Rbms3,4.2625785,1.7864703,2.0208157386988896e-05,0.0007779272048544293,0.7,0.5112401850059158,1.4542592,0.6684393
Cdc14a,4.2406,3.310925,2.2292307712216855e-05,0.000847233816445922,0.475,0.1282134021727439,0.7420319,0.10513639
Smoc1,4.2300816,3.8697078,2.3360635874203054e-05,0.0008816015251963989,0.45,0.09235954250475063,0.7485739,0.07344052
Ift57,4.2284236,2.4776955,2.3533439971247758e-05,0.0008859441720317201,0.575,0.39503782582194974,1.0099152,0.27257955
B4galt6,4.2151484,1.9208087,2.496141408918263e-05,0.000929895028421386,0.625,0.4798680577964218,1.0241106,0.38616583
B3gat2,4.2149224,3.1974344,2.498638669595239e-05,0.000929895028421386,0.5,0.2059087160732853,0.8046255,0.12638956
Acss1,4.2130976,2.7815695,2.5189214126419008e-05,0.0009348538447194458,0.525,0.22584346204868955,0.86834896,0.18326335
Dab2,4.2109585,4.532079,2.542893012647657e-05,0.0009424487620667937,0.425,0.0563981212577534,0.7851588,0.0502687
Nedd4l,4.170279,0.92069656,3.0422692346387616e-05,0.001101695071896813,0.825,0.749847621096411,1.6582534,1.1771628
Marcks,4.1668253,1.5395229,3.088710472120483e-05,0.0011155060535736206,0.675,0.4726972858628231,1.0022582,0.46574625
Dock5,4.16034,3.4802535,3.17774594946453e-05,0.0011400004494273954,0.45,0.0914990498727188,0.7128562,0.08908501
Nipbl,4.149056,0.88226575,3.338489150619548e-05,0.0011884597420754428,0.8,0.7974256928758381,1.6168234,1.1600751
Ppara,4.148821,5.152293,3.341924679547704e-05,0.0011884597420754428,0.4,0.028037718260370728,0.574787,0.021606663
Wwox,4.121426,1.3091898,3.765340998197447e-05,0.0013242763432142067,0.725,0.6601771180667599,1.4774216,0.86063045
Nmnat2,4.114342,1.6105325,3.882852426569612e-05,0.0013602639465700843,0.675,0.6378401634936001,1.4606098,0.73404264
P3h2,4.1129193,2.5210078,3.906868375601651e-05,0.001366895224640838,0.55,0.3312538094725897,1.0279577,0.272154
Dnajc1,4.1072288,0.9890568,4.00434937907009e-05,0.0013991790353135671,0.775,0.7525008067118425,1.6089065,1.1032292
A330049N07Rik,4.0966907,4.1103616,4.1909823714222904e-05,0.0014552447650001844,0.425,0.06937721845756696,0.78753865,0.06706003
Nme7,4.078382,1.7544999,4.5350221063993043e-05,0.0015526338189702817,0.65,0.5929152773296046,1.297311,0.58120763
Lbh,4.076763,4.0762143,4.566699730468167e-05,0.0015592426627564976,0.425,0.07791043705854936,0.64924276,0.052773587
Mgat3,4.076753,2.3090112,4.56689235425889e-05,0.0015592426627564976,0.575,0.39654368792800543,0.9549676,0.27959412
Sat1,4.073211,3.4955266,4.6369352827339674e-05,0.001581147855927179,0.45,0.11265282707683483,0.70170265,0.086348854
Ttc28,4.061221,1.6369675,4.881670204680295e-05,0.0016561929090878728,0.65,0.4659926141049084,1.0629102,0.47575754
Lpcat2,4.034445,2.6723626,5.4731551075748864e-05,0.0018291502206534476,0.525,0.24653113907712165,0.88275576,0.20079243
Zfp608,4.029284,1.1508331,5.5947038334599904e-05,0.001865132655149751,0.775,0.659782725610412,1.3576939,0.8330421
Fads2,4.0178137,3.083365,5.874056942322809e-05,0.0019510001241064756,0.475,0.16553727008712488,0.72955245,0.11932002
Eci2,4.0076585,3.8475153,6.132366177571041e-05,0.002024283528149065,0.425,0.08597755548384783,0.6004451,0.055592693
Dennd1b,3.9981804,1.3263983,6.383126976053613e-05,0.002101894875570595,0.675,0.6272274210318741,1.2549249,0.69311106
Zdhhc2,3.9976115,1.5887653,6.398487782026124e-05,0.002104374133452166,0.625,0.478756588146714,0.95271003,0.42494908
Akap13,3.988084,1.485824,6.660903048653102e-05,0.0021720687489964665,0.675,0.5058621060557169,1.0963222,0.53745085
Dtx4,3.9848464,2.9946277,6.752381975186182e-05,0.0021992303475545784,0.5,0.24420063819870208,0.8194423,0.14776969
Lpp,3.964271,1.5968984,7.362058064849175e-05,0.002369083834760447,0.65,0.5306729769459683,1.1928014,0.5648183
Hexb,3.943362,1.2303053,8.034719743164693e-05,0.002567097734825628,0.75,0.6792155175504643,1.4570779,0.87702376
Cnn3,3.9403794,3.384277,8.135286597150254e-05,0.002593062287846113,0.45,0.1394715141084938,0.68056124,0.0892691
Nckap1,3.9379165,0.7835561,8.21921594331469e-05,0.0026158580645666675,0.875,0.7892868667312036,1.6219263,1.2120156
Mybpc1,3.9377105,6.365704,8.226274896013525e-05,0.0026158580645666675,0.375,0.02366354738087555,0.85127866,0.016150286
Etv6,3.9171352,1.6374525,8.960748621636022e-05,0.0028062391079645677,0.625,0.46782116094797604,1.0017738,0.44073337
Rassf8,3.863298,2.8408806,0.00011186639059340659,0.003414604488485121,0.475,0.19508085045355134,0.70200837,0.1328341
Fam171b,3.860109,1.168945,0.00011333636575816764,0.0034449639682375163,0.7,0.675665985443333,1.2757581,0.76457465
Col12a1,3.8559391,4.337231,0.00011528614411083052,0.00350026970876612,0.4,0.06980746477358288,0.70017856,0.04895264
Sh3pxd2a,3.81993,2.0025122,0.00013348956322988527,0.003985405071096686,0.55,0.36312789071743573,0.76631165,0.25266594
Tiam1,3.8140233,1.1541121,0.00013672257348727935,0.004063866758410615,0.725,0.6032770427736546,1.2231803,0.73117286
Hnrnpa2b1,3.8009343,1.1811593,0.00014415147377704694,0.004256428681746431,0.7,0.6737657308809293,1.2485871,0.740058
Kiz,3.7961855,2.3618457,0.00014693957432614722,0.004315045204528498,0.525,0.31508371876232477,0.81783277,0.2201065
Gab1,3.7826846,2.2782068,0.0001551460253288563,0.004511659849119447,0.525,0.24545552328708187,0.95998096,0.28686735
Etnk1,3.7770722,0.93216795,0.00015868277527371016,0.0045995751581495055,0.75,0.7433939263561723,1.4773133,1.019556
Gm30173,3.7716267,7.586921,0.0001621868260983504,0.004685978513185672,0.35,0.00813882614463447,0.55014044,0.00380785
Lhfp,3.7681925,2.8377693,0.00016443388555000547,0.00473181347471195,0.5,0.2638485532967624,1.0229428,0.22248097
Cuedc1,3.767859,2.298943,0.00016465372530166257,0.00473181347471195,0.525,0.31228711770822126,0.7946321,0.22043851
Insc,3.7635908,3.6951632,0.0001674908925521075,0.004808205430422145,0.4,0.07357212003872217,0.63661474,0.06645969
Igf1,3.7371676,3.9161181,0.00018610483374569548,0.005241757738728341,0.4,0.08658707109820372,0.74743587,0.07104804
Nedd4,3.7317615,0.8379908,0.0001901455815954391,0.005344363783963858,0.775,0.755333261625614,1.3863269,0.98519665
Notch1,3.7280035,3.4416168,0.0001930027269117877,0.005407698928174906,0.4,0.074468466530422,0.5567207,0.0663151
A830019P07Rik,3.7158368,3.8000119,0.00020253223314616305,0.005621943289914671,0.4,0.09045928794234699,0.61912334,0.059728306
Huwe1,3.7145712,0.6816594,0.0002035486003367904,0.005638165145089514,0.8,0.7725431142662508,1.4266999,1.0896267
Eeig1,3.7059565,2.6851308,0.0002105945240722669,0.005791888292550473,0.475,0.21680828941235525,0.6914294,0.14406009
Enpp2,3.6764622,1.6436776,0.000236490869734271,0.006380029788915524,0.625,0.41938259653651716,1.1326292,0.51479965
Epn2,3.655789,1.2599831,0.0002563923806092095,0.006834586574374464,0.675,0.6467677745509304,1.2811916,0.7352561
Lars2,3.6552198,0.9583312,0.00025696180988397227,0.006842977038238191,0.75,0.7973181312968342,1.6725008,1.1712753
Fyn,3.6502745,0.9588261,0.0002619601195906876,0.0069498647459723594,0.7,0.6775303861460686,1.2119563,0.7948866
Wwtr1,3.6502256,3.4618165,0.0002620101595708969,0.0069498647459723594,0.4,0.0909253881180309,0.6016855,0.072221756
E130114P18Rik,3.647498,3.4994993,0.0002648065262177524,0.007017111794350105,0.4,0.0963034670682299,0.54847574,0.06259924
Pten,3.6340754,0.8383112,0.0002789793370184929,0.007363629455488118,0.75,0.7109103294969703,1.2323606,0.8581164
Gucy2f,3.633575,5.376244,0.0002795212092725321,0.007370691749904748,0.35,0.023914524398551504,0.59699994,0.019471336
Hmgcll1,3.6330156,1.4445783,0.0002801279982833303,0.007379450307718711,0.625,0.5632282815245061,1.163839,0.5928228
Glul,3.621585,2.1022282,0.00029280361999124113,0.0076757397747947795,0.525,0.271198594528701,0.8102191,0.2552239
Chl1,3.6142948,0.93613666,0.00030116622644747146,0.007849016978315769,0.775,0.7475529740776594,1.6725943,1.1819955
Iqub,3.5828676,4.6197753,0.00033984276465835994,0.00865552140888164,0.375,0.07468358968842996,0.6165042,0.03408399
Ap1s2,3.5761564,2.7556474,0.000348683045151876,0.008830455629812356,0.45,0.18281883044709762,0.6690491,0.1319218
Sparc,3.5679343,2.4119625,0.00035980687041772407,0.009052444389629443,0.45,0.14585350112939657,0.6941167,0.17249401
Gm12688,3.554139,11.615755,0.00037921899937408806,0.009487536790672017,0.325,0.00046610017568391235,0.45955372,0.00018586968
Cdh20,3.5488012,1.4771285,0.00038698911649863584,0.009646008868569892,0.65,0.47936610376106986,1.312967,0.6810847
Plxdc2,3.5473294,1.0218444,0.00038915763537634865,0.009682097835706008,0.775,0.6883941056254705,1.6699035,1.1389321
Ptch1,3.5440524,2.5976472,0.0003940270615620482,0.009788404702312284,0.5,0.3128607794629092,0.9330603,0.22697261
Acaca,3.543964,0.95814776,0.00039415905797922927,0.009788404702312284,0.7,0.6837331038686315,1.2351668,0.81331444
Rab31,3.5430515,2.1184149,0.0003955254423585217,0.009813267438756674,0.525,0.31217955612921733,0.8839607,0.2830211
Zfp36l1,3.5413933,3.62311,0.0003980197770846316,0.009866043736405952,0.375,0.06399913950736796,0.56309557,0.05955499
Gpt2,3.5386755,2.8123684,0.0004021399335870494,0.009940018752353437,0.475,0.2674697931232297,0.8065899,0.16259903
Gm10635,3.5245564,8.315573,0.0004241926424000933,0.010399686406286959,0.325,0.004159047721487218,0.6062988,0.0026131854
Gm29927,3.5212498,7.7875643,0.00042951787866397256,0.010493891777170946,0.325,0.004266609300491198,0.5646797,0.0034287837
Rhobtb3,3.5192776,2.3686628,0.00043272370683732775,0.01056065940301453,0.5,0.3161234806926966,0.7989318,0.21255694
Ddx5,3.513312,0.7300743,0.0004425574436369369,0.010733436884478717,0.875,0.8068911118281883,1.5469925,1.1721752
Pcm1,3.496318,0.77077353,0.0004717261232964577,0.011286982130877843,0.725,0.7262557814348715,1.2356963,0.88811326
Tmprss5,3.4764688,4.991309,0.0005080633321819449,0.011985655606434468,0.35,0.0484027105517909,0.53144604,0.021811292
Fxyd1,3.4676676,4.607314,0.0005249961647759257,0.012352580514473837,0.35,0.04531927862034348,0.62865174,0.035271738
Slc25a35,3.4536467,4.9321003,0.0005530615795018106,0.012927105892001512,0.35,0.05048223441253451,0.55050546,0.023762546
Cd2ap,3.449359,1.2205496,0.000561919373828881,0.013083859250244394,0.625,0.6005521494388871,1.0388715,0.5786252
Ntrk2,3.4460227,0.7205618,0.0005689022181355764,0.013223531662026763,0.85,0.7810763328672331,1.763236,1.3691267
Pdzrn3,3.4389877,1.6536753,0.0005838934953638733,0.013455590240503667,0.6,0.3931017173998781,1.1536311,0.5244871
Serpine2,3.438046,2.096691,0.000585928384463206,0.013479362748738307,0.5,0.25983292101394717,0.75996894,0.23594628
Rreb1,3.4370844,1.7683554,0.0005880124753884766,0.013515735854309978,0.55,0.37417087949517763,0.9079828,0.36063784
Phkb,3.4347296,1.4397267,0.0005931455511274571,0.013622069195551088,0.6,0.5363378867735111,1.0406214,0.51579326
Tulp3,3.4288325,2.0386143,0.0006061832059812268,0.013885884692852143,0.525,0.37244989423111396,0.78186363,0.25352365
Slc13a3,3.4218369,5.440183,0.0006219962645760595,0.014175606131601966,0.325,0.014664228604209243,0.46980125,0.013717547
Ddx17,3.4149098,0.75964344,0.0006380315312907111,0.01449189116295977,0.725,0.7161808468681654,1.1855986,0.85114455
Dip2b,3.410818,0.821417,0.0006476825668458776,0.014661525333739454,0.75,0.7177584166935571,1.2564486,0.88460416
Dennd2b,3.4061477,2.1139874,0.0006588649666031813,0.014902105768204952,0.5,0.3265928077157506,0.75275743,0.23062426
Stx7,3.4030669,1.9402746,0.000666339587059838,0.015045835885964576,0.525,0.3711591552830662,0.7657268,0.26220813
BC006965,3.3945405,4.458662,0.0006874387552026052,0.015392899460245,0.35,0.057402029328457206,0.55917233,0.033506133
Epb41l4a,3.387064,3.3332112,0.0007064492855853005,0.015739877532070498,0.4,0.1372485748090782,0.6902062,0.09407149
Numb,3.3867302,1.188446,0.0007073088034876783,0.01574597145792371,0.675,0.6553727008712488,1.2928368,0.76998264
Cgnl1,3.3777525,5.1267633,0.0007308081455051122,0.016215371486145633,0.325,0.019719622817396292,0.5108461,0.01890213
Abtb2,3.3700602,2.5756438,0.0007515178935664863,0.01652478379716161,0.425,0.1510881646409236,0.69924784,0.15683252
Rin2,3.3605819,2.46767,0.0007777845817424873,0.017004940367307268,0.45,0.20393675379154566,0.7058481,0.17008406
Synpo2,3.3314312,4.0216613,0.0008640067032771352,0.018543019262824777,0.35,0.06410670108637195,0.52012086,0.041145783
Prdx1,3.3297336,2.4298778,0.0008692907644730915,0.01862666893252948,0.45,0.21146606432182424,0.670481,0.16319199
Atp8a1,3.3262997,0.62020206,0.0008800728123180995,0.01880171057649508,0.85,0.8163565307805385,1.735268,1.395873
Cyp2d22,3.3262408,4.8544416,0.0008802587236781098,0.01880171057649508,0.325,0.026782833171990966,0.47618523,0.020864263
Unc13b,3.3102965,1.2852678,0.0009319716371611138,0.019702657663665718,0.6,0.537521064142555,1.008836,0.539356
Stat5b,3.3098452,2.2301533,0.0009334756677654219,0.019718939617025852,0.475,0.2644222150514503,0.7034698,0.19684835
Hepacam,3.304076,2.7556293,0.0009529002308820236,0.020003460315468728,0.4,0.12509411638162848,0.61206377,0.11778962
Gm48742,3.2951179,3.614948,0.0009838043998676804,0.020555850874373695,0.375,0.11032232619841525,0.5741568,0.061383363
Gpr156,3.2944505,4.9075074,0.0009861428733280914,0.02057271661981818,0.325,0.03255530457853788,0.44479322,0.01849224
Ugdh,3.291301,2.4999447,0.000997251495349936,0.020724012126877633,0.45,0.24323258398766628,0.63853806,0.14668868
Afap1,3.276495,2.3771324,0.001051041657540894,0.021640987998562317,0.45,0.23373131117564805,0.65415406,0.16362156
Znrf3,3.271491,1.55059,0.0010698198748758173,0.021977110120728754,0.575,0.5081926069341365,1.0228337,0.47499326
1700057H21Rik,3.2668893,9.307113,0.001087361927484549,0.02223547564041844,0.3,0.0021870854397475887,0.42239657,0.00082940346
2310022B05Rik,3.2486982,3.8199306,0.0011593438462683668,0.023457506889481186,0.35,0.07296260442436628,0.52142763,0.04732586
Psat1,3.2366788,3.4208956,0.0012092942556118328,0.024230974383512262,0.35,0.06909038758022301,0.43392253,0.049483147
Cacng4,3.2208722,2.7650588,0.0012780118214002834,0.025305952572605463,0.4,0.14316446165429708,0.63598204,0.12289023
Gm4876,3.2182622,2.3720171,0.0012896989091584,0.02549978637901855,0.45,0.22971567889283281,0.79119235,0.20942973
Chd7,3.2161329,1.787698,0.0012993060904691468,0.02565198725268624,0.525,0.324549137714675,0.8693023,0.33733875
Iqgap1,3.2147005,1.726883,0.0013058070311835251,0.025723632645088944,0.525,0.42938582338388726,0.8105429,0.3201734
Lifr,3.205085,2.1614485,0.0013502263588289593,0.02651507557004909,0.5,0.35911225843462047,0.8526522,0.26301202
Bach2,3.2022688,1.1007696,0.0013634963362803077,0.026742442741497712,0.675,0.617260048044172,1.2167599,0.745722
Ppp6r3,3.1997473,0.9874857,0.0013754811919813807,0.026898966250756697,0.625,0.632892330859417,1.0136371,0.63416654
Itpr3,3.192467,6.19364,0.001410630711875278,0.027514686803394407,0.3,0.010792011760065971,0.41224647,0.0069464906
Hsp90aa1,3.1923788,0.7991899,0.001411062092113044,0.027514686803394407,0.8,0.7956688537521064,1.5165583,1.1131159
Zfp638,3.1894057,0.6613771,0.0014256563990906802,0.027718804228340502,0.725,0.7789968090064896,1.4400011,1.1106668
Nid1,3.181154,5.8191614,0.001466896270790077,0.02835647683174775,0.3,0.011150550356745904,0.4937698,0.011245063
Eps15,3.1721272,1.346782,0.0015132672419693027,0.02908547266932415,0.6,0.5181599799218386,0.9568488,0.48884654
Dclk2,3.1636891,1.188605,0.0015578314097689215,0.029705202891993063,0.6,0.5674948908249973,0.97584355,0.54545504
Prima1,3.1635125,4.260154,0.0015587769288317908,0.029705202891993063,0.325,0.04757807177942706,0.5598005,0.03841022
Arl6ip1,3.1621487,1.3328995,0.0015660962531504842,0.02980241240945716,0.6,0.5014162274568857,0.93694913,0.4800584
Shc4,3.1517284,3.6381946,0.0016230711690750417,0.030712621347215755,0.35,0.08249973109605249,0.5923338,0.06289076
Sh3kbp1,3.1506786,1.0734862,0.0016289161253865683,0.030801531519449046,0.65,0.5753827399519559,1.0583432,0.63873035
Arhgap31,3.1438792,2.0256038,0.0016672432127691384,0.03141160914806626,0.45,0.2031838227385178,0.65482056,0.20468025
Fgd4,3.1393852,0.8791505,0.0016930269023234272,0.031790099836080006,0.65,0.6380194327919401,1.0485982,0.69704163
Cldn5,3.138257,5.1262116,0.0016995583294104294,0.03186820119417881,0.3,0.014556667025205264,0.518429,0.019265667
Pld2,3.1204584,3.482919,0.0018056982120793065,0.033600492353581,0.35,0.08981391846832311,0.47897586,0.05349753
Acss3,3.1180644,5.090827,0.0018204308678494065,0.033851195445753324,0.3,0.0180703452726686,0.41124433,0.014816432
Adam23,3.1170242,0.90219253,0.0018268654710370351,0.03394735491477533,0.725,0.670036929475458,1.2764349,0.86817104
Carmil1,3.112717,1.237431,0.0018537375733192526,0.034399121957933924,0.625,0.5505001613423685,1.0117444,0.5552588
Gpm6b,3.098735,0.6914086,0.001943487066797036,0.035743666998519066,0.875,0.8326700369294755,1.9063749,1.5145731
Nalcn,3.0951636,0.5869258,0.0019670435859977307,0.036102774013496604,0.775,0.7457602810942598,1.4299444,1.1365817
Asap3,3.088894,3.795799,0.0020090318187547273,0.03672291494553709,0.325,0.054426158976013765,0.44982943,0.040086616
Prxl2a,3.074137,2.098509,0.0021111247748757896,0.038236331802725704,0.475,0.2983399662973719,0.7222784,0.22098453
Asrgl1,3.0727732,1.9401592,0.0021207964682478726,0.03834845296219404,0.475,0.27532178839052024,0.66475827,0.21993871
Ankhd1,3.068505,0.7366647,0.0021513271480282283,0.038744075380374325,0.7,0.6988992865081926,1.125717,0.81080544
Nsmf,3.0411007,1.8922632,0.0023571495717484943,0.04183395574166581,0.525,0.42633824531210784,0.8695342,0.31722516
Cpne2,3.0365088,3.298777,0.002393351055967905,0.04233663125336248,0.35,0.10057007636872109,0.46193957,0.057952642
2610035D17Rik,3.028993,1.3396581,0.0024537036688107275,0.04298119875552171,0.575,0.5115628697429279,0.9306139,0.47432056
Atxn2,3.0077603,0.67971396,0.002631806123516039,0.045594216981867164,0.725,0.712738876340038,1.1816782,0.879957
Grin3a,2.9943182,1.9952629,0.0027505893032319095,0.047436706030971776,0.525,0.4021010361765444,1.162259,0.43896094
Elovl5,2.9891376,2.491244,0.002797661340714458,0.0479420664700239,0.425,0.239288659424187,0.6484001,0.15038963
Metrn,2.9739096,4.256663,0.0029403159168232633,0.04994076402341408,0.3,0.034921659316625435,0.44173902,0.02864152
