names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OEC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Sdk1,9.2275915,4.1436796,2.767852319194959e-20,3.718609590838427e-17,0.925,0.4637696748054928,2.7094266,0.58401585
Gm10863,9.207036,5.6649156,3.352546446305777e-20,4.289663000582678e-17,0.875,0.09791689075328959,1.8262289,0.09776016
Ptprz1,9.200541,3.8824408,3.561537749736259e-20,4.3499326970642404e-17,0.975,0.5666343981929655,3.001801,0.8314183
Syne2,9.191464,5.4404736,3.875284951340755e-20,4.5273437670663516e-17,0.875,0.1708077874583199,1.8339033,0.114298604
Efna5,9.161725,4.132881,5.1074204943707853e-20,5.718182861822625e-17,0.925,0.41317987881395435,2.5602984,0.519132
Brinp3,9.104601,3.756207,8.658414259182059e-20,9.306063645768877e-17,0.95,0.6307052454196694,3.3236878,1.092121
Il1rapl1,9.003392,1.7338234,2.188482809018865e-19,2.2617128107052655e-16,0.975,0.9249578717148901,4.018173,2.857363
Luzp2,8.863692,3.5455608,7.740710332796913e-19,7.703440246009371e-16,0.95,0.5586031336273349,2.9514441,0.937257
Fabp7,8.803468,6.5439124,1.3265227868710984e-18,1.272988117258086e-15,0.825,0.05854935283783299,1.808602,0.05323627
Pde4b,8.794814,3.3851583,1.4328540683340885e-18,1.28298675125515e-15,0.975,0.7633645261912445,3.807206,1.651286
St6gal1,8.791163,4.3182106,1.4801856825050111e-18,1.28298675125515e-15,0.875,0.3227922985909433,2.0013435,0.27821898
Nfia,8.775053,2.5338206,1.7082358883953698e-18,1.4343843225369872e-15,0.975,0.739378294073357,2.824441,1.3183483
Stard13,8.694489,4.2703834,3.483960247511048e-18,2.8367882378976325e-15,0.875,0.345631207199455,2.154222,0.33283705
Zfhx4,8.49211,4.139894,2.0291754942349713e-17,1.5578270151455337e-14,0.85,0.31300419490158116,1.898514,0.2791186
Gm34838,8.457838,9.919429,2.7237969726669815e-17,2.0330117959878277e-14,0.775,0.009106880355670288,1.646505,0.0043162596
Grik3,8.453884,3.5073297,2.8176914882064515e-17,2.0462532510299283e-14,0.875,0.3612634900147001,1.7716328,0.3571073
Prkg1,8.44731,2.438797,2.980910336491724e-17,2.107817387935069e-14,1.0,0.8102255207773117,3.4875474,1.9239131
Grb14,8.39255,3.1557138,4.7570698340067444e-17,3.19556166099403e-14,0.9,0.5165465562367789,1.9842203,0.5329441
Dock7,8.37016,2.530696,5.753996746057046e-17,3.770972989428118e-14,0.9,0.6557312394679288,2.029612,0.76271546
Mboat2,8.336927,2.758685,7.624565455089903e-17,4.877906518530136e-14,0.9,0.6231042271700549,1.980458,0.6538407
Ddhd1,8.3340435,2.764186,7.812751022636071e-17,4.8820609297263077e-14,0.9,0.5981140869814635,1.8705304,0.59242356
Apod,8.326419,4.986269,8.33243118446377e-17,5.0884642256032156e-14,0.825,0.17252877272238357,1.9761484,0.17904364
Igfbp5,8.314949,4.6532636,9.179149011619834e-17,5.480971865382776e-14,0.825,0.23878670538883512,1.8435175,0.1917494
Ror1,8.306727,3.7863925,9.837789153429066e-17,5.746552055492152e-14,0.85,0.3334767487720053,1.8451746,0.32658684
Gsap,8.246904,5.169063,1.6255000413484022e-16,9.099413773131577e-14,0.8,0.14545910867304865,1.7589712,0.1253919
Lamc1,8.196296,3.219978,2.4790842562279435e-16,1.3594488564254048e-13,0.85,0.4405363737406332,1.5616242,0.33949265
Timp3,8.184472,4.797256,2.734993609063331e-16,1.4697855655106342e-13,0.8,0.16281237675235738,1.5402472,0.12384377
Afap1l2,8.120932,5.4094687,4.626199363494079e-16,2.403749109543012e-13,0.775,0.07220967337133842,1.2862828,0.059803084
Phldb2,8.118733,5.6336503,4.710738819377307e-16,2.403749109543012e-13,0.775,0.08070703811265283,1.568309,0.07372418
Zbtb20,8.096019,2.2437236,5.678687185007312e-16,2.82567267891012e-13,0.975,0.8683804811587967,3.7831028,2.3094573
Adam12,8.061737,4.1648374,7.521798933783673e-16,3.6747406791048597e-13,0.825,0.2968699580509842,1.8807914,0.26995626
Eepd1,8.033607,4.3726196,9.464843439313273e-16,4.461760407269257e-13,0.8,0.23731669714244738,1.456827,0.14749914
Maml2,7.937147,2.997675,2.0688492556804815e-15,9.584479224161126e-13,0.925,0.5414291348463662,2.4247835,0.82835287
Csmd1,7.902227,1.4027896,2.739642916039339e-15,1.2067902484258532e-12,1.0,0.9436377326019146,4.5385303,3.5836093
Gas7,7.891326,2.3257933,2.9899263264845415e-15,1.295795490203865e-12,0.9,0.6017353268079308,1.7264687,0.6532009
Cdh19,7.8885884,4.441141,3.0562357200306687e-15,1.2980532678220188e-12,0.8,0.1442400774443369,1.6231455,0.1716943
Utrn,7.887146,3.3530781,3.0917532244365167e-15,1.2980532678220188e-12,0.85,0.3752464952852175,1.8498303,0.42161915
Rasa2,7.850205,2.9769087,4.153584663926345e-15,1.6910124230257712e-12,0.85,0.5344734860707755,1.7676849,0.48054656
Kank1,7.7746935,4.508365,7.56303776720174e-15,2.9885121294810407e-12,0.775,0.12749632497938404,1.4288868,0.13055755
Cep85l,7.7638807,2.9227424,8.236932010138516e-15,3.2076284509046654e-12,0.85,0.5361586174751712,1.7469318,0.48531997
Sorcs1,7.7513413,3.1479228,9.092689901695427e-15,3.4902939665508015e-12,0.875,0.4644150442795167,2.225158,0.65820056
Apoe,7.7417846,4.169472,9.803090852076315e-15,3.709986636553389e-12,0.85,0.3462407228138109,2.3850932,0.436934
Slc25a13,7.7080812,4.9312644,1.2772344596299535e-14,4.606959812730355e-12,0.75,0.09831128320963751,1.2375658,0.077152774
Frzb,7.7072177,6.449673,1.2859024412161394e-14,4.606959812730355e-12,0.725,0.06317450073500412,1.4143387,0.03500399
Ptprj,7.6586494,2.0809052,1.8789841012225922e-14,6.5569224415390976e-12,0.9,0.71306156107705,2.1037621,0.9936653
Zeb1,7.605028,2.4107413,2.84841861770387e-14,9.567126032212873e-12,0.9,0.6949553619447133,2.2869601,0.9795945
Pbx3,7.5920963,4.0068326,3.147710746999446e-14,1.0441850342206804e-11,0.8,0.33706213473880464,2.0479953,0.3506769
Dmd,7.583226,1.5359674,3.370659178607578e-14,1.1045074649900687e-11,0.975,0.8747983220393676,3.2761014,2.2807539
Xylt1,7.5807734,2.585766,3.4350094716510656e-14,1.1120325843766763e-11,0.875,0.6416048187587394,2.3324754,0.93597776
Camk2d,7.5356,2.5084198,4.860943496206542e-14,1.501305192449078e-11,0.925,0.5600731418737227,2.0718474,0.7973235
Gm29521,7.5270247,7.295156,5.190961263051168e-14,1.5672036981818527e-11,0.7,0.030511634577462265,1.5547613,0.023496123
Plp1,7.4838037,3.0105395,7.220178608051514e-14,2.0638957361525977e-11,0.95,0.7184396400272489,2.9912672,1.2079595
Ghr,7.4598827,3.5538285,8.659962264388984e-14,2.398898825197237e-11,0.8,0.39873077336775303,1.8071802,0.3602563
Foxo1,7.43655,3.374192,1.0334872225015085e-13,2.8050304715773266e-11,0.8,0.34014556667025203,1.5481968,0.30536714
Pard3b,7.4186144,3.6149504,1.1835205871388586e-13,3.148633482813973e-11,0.8,0.32698720017209854,1.7946465,0.34324285
Frmd4a,7.4089007,1.434894,1.2735071428656004e-13,3.354817345960655e-11,0.975,0.8562260227313471,3.103763,2.1828463
Dlc1,7.3982644,2.5220518,1.3797568250568982e-13,3.5994238727455195e-11,0.9,0.547846975726937,1.9360052,0.7092954
Sh3pxd2b,7.37662,4.697568,1.6235872658017874e-13,4.1156405501975494e-11,0.725,0.13979419884550573,1.1700314,0.08216542
Matn4,7.3570356,4.702428,1.8803928068900758e-13,4.6783476593644755e-11,0.725,0.11423039690222653,1.2216624,0.08792368
Vstm4,7.3092227,7.576991,2.686919860911959e-13,6.563412423882211e-11,0.675,0.015596428955577068,1.1863788,0.01184522
Mir99ahg,7.290757,1.5724599,3.0821821785338216e-13,7.394485280107481e-11,0.975,0.8750134451973755,3.1192174,2.1129148
Abca8a,7.2828293,5.5535493,3.2689123633337644e-13,7.773068602015774e-11,0.7,0.08350363916675631,1.3956522,0.06267099
Msi2,7.212194,2.4496806,5.50574021432408e-13,1.2537223691431192e-10,0.875,0.6528270768348212,2.0637202,0.8147082
Megf10,7.2072196,4.3577976,5.710588554658518e-13,1.2894412980140706e-10,0.725,0.13427270445663475,1.3932976,0.13774894
Tmem132b,7.186389,1.8122234,6.652724727099652e-13,1.4652353558784235e-10,0.925,0.7222760030117242,2.059059,1.08089
Bmp6,7.175704,6.260736,7.193596856892332e-13,1.558806028586266e-10,0.675,0.03718045247570901,1.2997037,0.034205973
Mapk4,7.153706,2.8716443,8.446578239129639e-13,1.8012663276620114e-10,0.8,0.4870746835896884,1.7163925,0.48467168
Ext1,7.135427,1.8102769,9.64872919155917e-13,2.0020151423156241e-10,0.95,0.7756624000573662,2.5307527,1.457916
Srgap1,7.1070023,2.9972107,1.1859063480955585e-12,2.395887486716365e-10,0.8,0.45455523287081856,1.6802565,0.43626812
Stox2,7.0581,1.7385172,1.687943211659485e-12,3.239645292663597e-10,0.925,0.7476605356566635,1.9963892,1.067012
Sparcl1,7.0483966,2.4552872,1.8099147284434546e-12,3.449107003778413e-10,0.9,0.590584776451185,1.8972738,0.7097343
Ncam2,7.015792,1.7696468,2.28650265442901e-12,4.2722435984768496e-10,0.975,0.8597397009788104,3.2198417,2.085158
Foxp2,6.985856,3.5733888,2.8312413311554705e-12,5.210647573160787e-10,0.75,0.2015703990534581,1.36048,0.21789044
Hey2,6.9811563,7.0453935,2.9276043837393246e-12,5.351342162658208e-10,0.65,0.03079846545480621,1.0787954,0.014588458
Fndc1,6.979753,4.7079473,2.9569907868298104e-12,5.368536651494392e-10,0.7,0.17987881395432218,1.3768094,0.10736527
Trmt9b,6.972286,4.4342823,3.118308462768744e-12,5.623419355342023e-10,0.7,0.17457244272345918,1.2819251,0.113708526
Abca1,6.9588637,3.6013293,3.4302764882728615e-12,6.144768615992785e-10,0.75,0.25922340539959127,1.4345449,0.2338635
Sorbs1,6.921883,1.7706478,4.456782124035478e-12,7.776216602132031e-10,0.875,0.7504212828510989,2.2192008,1.2247219
Col23a1,6.911836,3.9731174,4.784204940120933e-12,8.293650757487062e-10,0.725,0.23423326521099996,1.4545871,0.18981738
Zfp521,6.9089417,4.2609377,4.882828712939541e-12,8.410359456197786e-10,0.7,0.13542002796601055,1.303662,0.1309671
Sema6a,6.874836,3.174313,6.206126702727792e-12,1.0487963805175834e-09,0.775,0.388297300204367,1.6922096,0.39937434
Ptpn13,6.8602753,4.161869,6.872801441876772e-12,1.1542010921451803e-09,0.7,0.1589401599082141,1.1647638,0.11617744
Fign,6.8187027,3.7838764,9.186627894760641e-12,1.523732663779126e-09,0.725,0.18020149869133412,1.3473854,0.18790582
Qki,6.8084593,2.1428063,9.864954033976572e-12,1.6262043858463218e-09,0.95,0.8295507511383601,2.9101872,1.5955507
Pmepa1,6.7488823,3.5847447,1.48988562838309e-11,2.3688299902161912e-09,0.725,0.25441898820408015,1.2220438,0.18193837
Scd2,6.7378044,2.736787,1.6079756864517548e-11,2.5266846020443657e-09,0.825,0.5439389050231257,1.8539226,0.5921241
Slc7a11,6.724441,4.62572,1.7626782857866155e-11,2.7536724150631604e-09,0.675,0.09644688250690187,1.4168211,0.119151406
Aspa,6.714835,4.1364384,1.8827880040062896e-11,2.8908864952942285e-09,0.7,0.1567889283281345,1.5291531,0.186901
Dst,6.7109203,1.393719,1.934006351425777e-11,2.9526562876596945e-09,0.925,0.8574092001003908,2.3868232,1.5601926
Pik3r1,6.678414,2.659131,2.415419641477921e-11,3.6461980767703227e-09,0.8,0.5061130830733929,1.6273962,0.49932158
Lrp4,6.531787,4.645141,6.498962752368947e-11,9.439304278711005e-09,0.65,0.10322326198415259,1.1449777,0.08214992
Ttyh1,6.5196595,3.0477939,7.04671983169524e-11,1.0071561802002718e-08,0.75,0.40561471442400776,1.4383849,0.32832772
Arhgap32,6.515931,1.6145407,7.224019381026838e-11,1.0270338664983657e-08,0.9,0.7265784661718834,1.8051399,0.9780438
Hmgcs2,6.511133,7.8626757,7.458606094047732e-11,1.0548039249845398e-08,0.6,0.008604926320318382,1.0573196,0.008038893
Snx29,6.5060015,2.4023314,7.717747972524974e-11,1.0857376336217071e-08,0.8,0.6055716897924062,1.6984857,0.6123258
Lrig1,6.4887133,4.548772,8.657263916304713e-11,1.205288504824392e-08,0.65,0.11946506041375354,1.0834458,0.08021585
Mmd2,6.463016,2.8128858,1.026363894835748e-10,1.4181349972392462e-08,0.75,0.4047542217919759,1.2833169,0.31570753
Lpar1,6.462604,3.9324162,1.0291638424326499e-10,1.4181349972392462e-08,0.675,0.15384891183535906,1.2302774,0.14725265
Notch2,6.3806267,3.7917402,1.7636486331680117e-10,2.3230019006482584e-08,0.675,0.18360761535979347,1.1583296,0.14647108
Kctd12,6.370609,3.9365444,1.8827935635742168e-10,2.4558574297688934e-08,0.675,0.21049801011078842,1.2363386,0.14803383
Nr2f2,6.3605223,4.38674,2.0106890281973731e-10,2.597462220560741e-08,0.65,0.159513821662902,1.2091383,0.106489934
Ptprt,6.3521824,2.357094,2.1228158947939596e-10,2.7161934806244616e-08,0.925,0.6200207952386074,2.4771116,1.14066
Nkain2,6.306224,1.3113291,2.8592531898338505e-10,3.556858019020165e-08,1.0,0.9301208275070811,4.105628,3.220813
Erbb3,6.295215,5.4662204,3.0697389199221693e-10,3.749267489923122e-08,0.6,0.04119608475852426,0.92979306,0.03411118
9430041J12Rik,6.276975,4.865409,3.4522355419623986e-10,4.122736400556873e-08,0.625,0.12097092251980926,1.1456716,0.07098987
Tox,6.2762194,2.4760249,3.4690435808440164e-10,4.1244779211185274e-08,0.825,0.41350256355096626,1.682876,0.5807826
Kirrel,6.234922,5.462548,4.5200400743031593e-10,5.2805859476750385e-08,0.6,0.06629378652611953,0.98724115,0.037475046
Klf7,6.221774,1.7653686,4.915648971015303e-10,5.6688192210807376e-08,0.825,0.633286723315765,1.4575213,0.67768615
Selenop,6.1626186,3.718899,7.155162587949298e-10,8.078118434378053e-08,0.65,0.12573948585565237,1.0211817,0.12655738
Gpam,6.159793,4.092275,7.284010320325009e-10,8.155056554463875e-08,0.65,0.1937184037861676,1.1968164,0.12698877
Slc1a3,6.134253,2.8876202,8.556030170321162e-10,9.422152896579083e-08,0.75,0.31458176472697286,1.524346,0.39567998
6030407O03Rik,6.108438,6.1990004,1.006108346664562e-09,1.0857080833283846e-07,0.575,0.030439926858126277,0.9417051,0.021070054
Fut9,6.0603504,1.5915451,1.3582512474069175e-09,1.436858701489129e-07,0.925,0.7504212828510989,2.0897708,1.2090418
Wls,5.9875865,3.1744251,2.129776568342069e-09,2.1433369434963068e-07,0.7,0.3424760675486716,1.4359661,0.30369645
Plcb4,5.9382725,2.8375175,2.8804092858666375e-09,2.8026400600327343e-07,0.7,0.3308594170162418,1.289474,0.31339538
Fbln2,5.9377723,5.185938,2.889212119944427e-09,2.8026400600327343e-07,0.575,0.06779964863217525,0.88219154,0.038166683
Inhba,5.9007816,4.55023,3.617832297458986e-09,3.4718269225972485e-07,0.6,0.14000932200351368,1.0467861,0.07593896
Hivep3,5.880216,1.311413,4.097307849394029e-09,3.904066025291403e-07,0.925,0.7820802409379369,2.074035,1.3358214
Lama4,5.879608,4.4064503,4.112393652622681e-09,3.9045942560413936e-07,0.6,0.1297551181384676,1.1312093,0.09439789
Usp54,5.876802,3.0446978,4.182685726885215e-09,3.957350897232596e-07,0.7,0.4210318740812449,1.497513,0.3510688
Fmo1,5.8718762,6.433381,4.308903269257135e-09,4.0482598197531194e-07,0.55,0.02355598580187157,0.9267558,0.01750623
Crybg1,5.8517623,6.33359,4.863919663420848e-09,4.522267174952187e-07,0.55,0.029328457208418486,0.90605,0.018118085
Fat1,5.84039,3.8632228,5.207867680149772e-09,4.825358778124979e-07,0.625,0.19267864185579578,1.1493181,0.13815477
Mfap3l,5.8231707,3.4523344,5.774155662440393e-09,5.295275175760183e-07,0.65,0.2965831271736402,1.1749104,0.18601827
Pitpnc1,5.813506,2.1123033,6.117777428603991e-09,5.572362017172517e-07,0.8,0.5072962604424366,1.5375483,0.6124236
Itga7,5.809022,4.623802,6.283882154964625e-09,5.704321402158765e-07,0.575,0.09160661145172277,0.7958928,0.048159346
Cmss1,5.7895164,1.4587585,7.0589439992717966e-09,6.301455988718711e-07,0.95,0.8415976479868058,2.21014,1.3744786
Gramd1b,5.778017,1.4161847,7.558625333676129e-09,6.702978967520713e-07,0.875,0.680936502814528,1.5071542,0.8401233
Malat1,5.731823,0.82245415,9.935693432938264e-09,8.667924757891272e-07,1.0,0.9937255745581012,5.552799,4.985698
Tspan18,5.683657,3.763085,1.3184458922668674e-08,1.1246552738162135e-06,0.6,0.16607507798214477,0.9976249,0.1187463
Bcl2,5.651965,3.2160563,1.586239415319707e-08,1.3074310763693411e-06,0.65,0.29367896454053277,1.2537957,0.23856407
Clca3a1,5.64494,7.98545,1.652391348837527e-08,1.3577906893964632e-06,0.525,0.019217668782044388,1.0907098,0.0077682594
Bcar3,5.6105886,5.0576177,2.0163949258807944e-08,1.6270429927452536e-06,0.55,0.06887526442221505,0.920053,0.044325724
Rgcc,5.591456,4.779771,2.251737029165128e-08,1.8007194635019938e-06,0.55,0.06234986196264028,0.9035203,0.05207116
Adamts12,5.5277576,6.0700197,3.243496017412158e-08,2.51041707628584e-06,0.525,0.03377433580724965,1.1239707,0.030448075
Gja1,5.525089,3.830902,3.293188363759959e-08,2.5354719580008625e-06,0.575,0.09028001864400703,0.9541613,0.10632999
Gulp1,5.510754,4.632988,3.573000264573955e-08,2.7197313628640838e-06,0.55,0.07425334337241404,1.0727402,0.07465924
Plcl1,5.4324365,1.7554859,5.55898004888723e-08,4.103565766857139e-06,0.875,0.6859201893083791,2.1903553,1.2093015
Cyp2j9,5.419053,5.153928,5.991554192281481e-08,4.362955586628818e-06,0.525,0.047219533182747124,0.9314059,0.042293526
Fap,5.407426,5.408428,6.393691453927006e-08,4.6306870449331165e-06,0.525,0.056290559678749415,0.8919818,0.033341974
Spon1,5.4057384,1.9292114,6.454191805353239e-08,4.661939080909719e-06,0.75,0.4940303323652791,1.3390803,0.55347115
Sik2,5.390707,1.7352057,7.018109162752741e-08,5.042154898480379e-06,0.75,0.590656484170521,1.3073758,0.59328616
Gpsm2,5.3432765,4.272186,9.128125865025783e-08,6.420752408200073e-06,0.55,0.11817432146570578,0.89153564,0.07182504
0610040J01Rik,5.341295,3.307885,9.22850769065992e-08,6.474412575666633e-06,0.6,0.1868344627299129,1.0085868,0.16201349
Dock6,5.3354173,4.728302,9.532497916826413e-08,6.63570515609134e-06,0.525,0.06227815424330429,0.731588,0.03987699
Gm11149,5.322633,3.3364,1.0227610758598379e-07,6.992771019937365e-06,0.6,0.25169409486931266,0.9989058,0.15684901
Ahcyl2,5.308062,1.4881995,1.1079680987822441e-07,7.5203832174033465e-06,0.825,0.7470510200423075,2.0385365,1.218143
Anks1b,5.3080034,1.0568987,1.108325922624386e-07,7.5203832174033465e-06,0.975,0.9034097020544262,3.4750564,2.7753668
Map4k4,5.2954245,1.7649968,1.1874013157119212e-07,8.036643162009904e-06,0.75,0.6353662471765086,1.4551821,0.6763162
Col5a2,5.2900085,4.9135685,1.2231062398563668e-07,8.257503684658436e-06,0.525,0.07597432863647771,0.9889785,0.054509945
Vtn,5.2849946,5.7844877,1.2570835540687854e-07,8.423400273772634e-06,0.5,0.022623785450503746,0.8793465,0.02524718
Vat1l,5.2802067,3.5977118,1.2903829178986388e-07,8.608453667890926e-06,0.575,0.18471908500950127,0.9326518,0.11983135
Peli2,5.2794905,2.9093163,1.2954369795207514e-07,8.608453667890926e-06,0.625,0.2565702197841598,1.0016948,0.20647214
Mxi1,5.2787447,2.7599113,1.300719087891223e-07,8.608453667890926e-06,0.65,0.37402746405650567,1.1623927,0.28098613
Nf1,5.278097,1.0668976,1.3053230808426048e-07,8.617698079174641e-06,0.9,0.7968520311211502,1.7993921,1.2263174
Apcdd1,5.232855,4.5503817,1.669116827352562e-07,1.0755196439079937e-05,0.525,0.08210533863970457,0.8291379,0.05364621
Nnat,5.178488,2.8396115,2.2369152643117084e-07,1.4043437652349439e-05,0.65,0.3420458212326557,1.3594594,0.33953914
Grid2,5.171747,1.4092222,2.3191513504369418e-07,1.4525780136652826e-05,0.95,0.8126635832347352,2.6398406,1.7747545
Mast4,5.1491604,1.273452,2.6165484507740067e-07,1.6199690523570868e-05,0.9,0.7626833028575526,1.9731064,1.2702793
Kansl1l,5.140389,2.0685308,2.74170512335347e-07,1.678123386435256e-05,0.7,0.5509304076583844,1.3579917,0.5238971
Tasor,5.1061654,1.2815078,3.287620345405493e-07,1.991978893646311e-05,0.8,0.6646229966655911,1.2915167,0.7349171
Agmo,5.10594,3.18567,3.2915468134684114e-07,1.991978893646311e-05,0.575,0.14391739270732495,1.0117956,0.1759619
Arl15,5.087474,1.2553114,3.628642635966847e-07,2.1763756167060084e-05,0.9,0.7622172026818687,2.0654416,1.357308
Adgrl3,5.0455384,1.1014494,4.5224605972543156e-07,2.682527952499414e-05,1.0,0.883259832921014,3.1061037,2.392656
Bmp7,5.026425,5.731493,4.997076324814335e-07,2.9445491413982715e-05,0.475,0.022050123695815854,0.67120236,0.017844051
Sox2ot,4.9910045,2.1668792,6.00660820867511e-07,3.463467007877687e-05,0.775,0.46631529884192036,1.8717339,0.79962337
Rps6ka5,4.9903765,1.755274,6.026168850246963e-07,3.467305289210619e-05,0.725,0.5324298160696999,1.2193267,0.53441375
Exoc4,4.968722,0.92361635,6.739560695685828e-07,3.85302118921443e-05,0.925,0.8422788713204976,2.1689,1.6262903
Spata13,4.9648952,4.0775166,6.87381005614759e-07,3.913120258658597e-05,0.525,0.12416191603026065,1.0000912,0.096935585
Met,4.877453,4.5881553,1.0746450754300464e-06,5.833477409455626e-05,0.5,0.09888494496432541,0.90520155,0.059415046
Baz2b,4.876825,1.2333661,1.0780703738938109e-06,5.8402723682513506e-05,0.825,0.7571618084686816,1.6509426,1.0265497
Rgl1,4.86769,1.5979824,1.1291016465850714e-06,6.092160892317444e-05,0.725,0.579685203112115,1.2503428,0.60051197
Garem1,4.848204,1.4140933,1.2458426209285622e-06,6.655226883568681e-05,0.75,0.601125811193575,1.2679031,0.67200166
Vwa8,4.828688,1.3590115,1.3743529535027626e-06,7.283799578031406e-05,0.725,0.6005521494388871,1.1320456,0.59854126
Son,4.790697,1.1190841,1.662028109198053e-06,8.688462119484763e-05,0.8,0.7849844035710444,1.6537836,1.0804241
Gpd2,4.783819,2.1586304,1.719954781138381e-06,8.956431195579128e-05,0.65,0.45301351690509484,1.0975938,0.36966664
Slc27a1,4.7815723,3.02331,1.739294960954999e-06,9.039623907323179e-05,0.575,0.26248610662937866,0.9401494,0.17556497
Diaph2,4.778678,1.0895644,1.7645173654339225e-06,9.153008032665925e-05,0.875,0.7726506758452547,1.8703918,1.2754087
Dock1,4.7636757,2.2167175,1.9009808568975872e-06,9.710904111185963e-05,0.65,0.2854325768168943,1.024098,0.32491833
Galnt10,4.7535496,3.0300744,1.998758530463598e-06,0.00010152484255870866,0.55,0.2064106701086372,0.79136735,0.13775156
Nid2,4.7510576,5.855333,2.0235547636667245e-06,0.00010239720621417116,0.45,0.02344842422286759,0.6939136,0.017151615
Phka1,4.714911,2.7867227,2.4181640019288916e-06,0.00012099826207044566,0.575,0.25187336416765266,0.94700193,0.20593345
Hs2st1,4.7114964,1.6866012,2.459042940939066e-06,0.00012281502569336933,0.725,0.6370872324405722,1.4208206,0.6808868
Tle4,4.692756,1.6031749,2.695488679804308e-06,0.00013363059193051985,0.75,0.5831630274999103,1.3987099,0.6950973
Cyp2j6,4.679373,3.770858,2.877538531691555e-06,0.00014187056944321485,0.5,0.11505503567459037,0.7691787,0.08142609
Tspan15,4.6466994,4.1485415,3.372878347136074e-06,0.000163590688064163,0.475,0.0761177440751497,0.7077097,0.056417536
Mkln1,4.6229944,1.1468642,3.7824009492850155e-06,0.00018075140313618371,0.8,0.7206625793266646,1.4141464,0.87789667
Cpq,4.6168127,3.643842,3.896783055327712e-06,0.00018564993031321917,0.5,0.11527015883259834,0.8908526,0.10883446
Sfxn5,4.6126623,2.3701646,3.975434956641597e-06,0.0001883949511198584,0.625,0.41952601197518913,1.13273,0.3414501
Sox10,4.610857,3.5055494,4.010120439559568e-06,0.00018970411304747463,0.5,0.10971281058405938,0.83149993,0.10811735
Fras1,4.6049113,2.13145,4.126418755753693e-06,0.0001945208280124592,0.65,0.4021368900362124,1.260145,0.45520145
Lhfpl2,4.5751915,3.1502929,4.757849316683936e-06,0.0002204196743780989,0.525,0.16499946219210498,0.8069968,0.13085
Npy,4.5600123,3.442486,5.115056831757609e-06,0.00023534516621460095,0.5,0.12093506866014127,0.87090045,0.12024257
Cd47,4.539123,1.4752024,5.648860902261786e-06,0.000257262529565719,0.725,0.6342906313864688,1.2791057,0.6589761
Aatk,4.536082,2.308756,5.730901072640931e-06,0.0002596784347754837,0.625,0.42967265426123125,1.1230161,0.34969032
Cyp39a1,4.514957,6.5028462,6.33296558273423e-06,0.00028503649113579356,0.425,0.01936108422071636,0.8020601,0.013473195
