names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Tenm2,7.417964,1.3475671,1.189342801320186e-13,1.2811600655821045e-09,0.9685534591194969,0.8958333333333334,2.972657,3.8751655
Tenm3,7.226951,1.8862175,4.939577288860517e-13,2.660456327780274e-09,0.9245283018867925,0.7083333333333334,1.3987652,2.5076058
Meg3,6.582939,1.3319384,4.612372834461597e-11,1.656149339094011e-07,0.9622641509433962,0.8333333333333334,3.2101412,4.1087475
Sh3rf1,6.3840404,1.202147,1.724754528921946e-10,3.2046781288407594e-07,0.8742138364779874,0.5833333333333334,0.56632763,1.012593
Tenm4,6.378783,1.1948472,1.7850045277612843e-10,3.2046781288407594e-07,0.9182389937106918,0.7083333333333334,1.4101753,2.0904958
Runx1t1,6.2061706,1.493462,5.429125024385116e-10,8.354647823239496e-07,0.8427672955974843,0.5104166666666666,0.5605373,1.1366376
Tmem132d,6.1351976,1.423197,8.50532755609118e-10,1.1452423554276774e-06,0.8679245283018868,0.5625,0.61478126,1.1870862
Mlip,6.084378,1.3793418,1.1694450265016072e-09,1.3996957583861458e-06,0.8679245283018868,0.5416666666666666,0.5387045,1.0497409
Gm1043,5.9161463,1.2210912,3.2957223620053853e-09,2.958460106960168e-06,0.8427672955974843,0.5208333333333334,0.36343452,0.7039318
Frmd4a,5.9161463,1.147588,3.2957223620053853e-09,2.958460106960168e-06,0.9245283018867925,0.71875,1.8010513,2.5015385
Auts2,5.8583164,0.850753,4.675826118594491e-09,3.874461457653835e-06,0.9119496855345912,0.8125,2.1164095,2.650946
Rbfox3,5.8364115,1.0711931,5.333709278635686e-09,4.103908310675972e-06,0.89937106918239,0.6666666666666666,0.8973314,1.3994824
Ptprr,5.7969823,1.2753054,6.751887740219439e-09,4.848755649176254e-06,0.8490566037735849,0.5625,0.57675046,1.0607656
