names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Peri NN (for_DEGs),mean_expr_Rest (for_DEGs)
Wbp11,-3.1199217,-2.0747688,0.0018089906158719731,0.016866442683713748,0.021739130434782608,0.29356284740900124,0.050685436,0.1980554
Vps33a,-3.1215873,-1.0639675,0.001798789757938211,0.016782458609652683,0.06521739130434782,0.35183790568405954,0.114461444,0.22596693
Zfp949,-3.121688,-1.1996145,0.0017981749200760512,0.016782458609652683,0.06521739130434782,0.352626860319168,0.10636155,0.22932762
Flvcr1,-3.1218984,-1.8398551,0.0017968899741187083,0.016776384157251457,0.021739130434782608,0.29402904787520173,0.050685436,0.17068553
Rtn4r,-3.1220264,-1.6297908,0.0017961082463500361,0.01677491434807976,0.043478260869565216,0.3222879684418146,0.07285257,0.21015717
Dnajc24,-3.1226668,-1.274152,0.0017922042941523793,0.016744273082014753,0.06521739130434782,0.3495427649273803,0.10301948,0.23305157
Arl5a,-3.1230695,-1.1616088,0.0017897543749669403,0.01672720001925624,0.043478260869565216,0.32293347677963063,0.09946768,0.21022752
Taf1d,-3.1231427,-0.86301106,0.0017893092659794592,0.01672720001925624,0.06521739130434782,0.35334409180563026,0.13315342,0.23035562
Golgb1,-3.124195,-0.34281984,0.0017829220584203852,0.016680750595318854,0.17391304347826086,0.5246189707728169,0.36748993,0.4467544
Tpm3,-3.1246526,-0.250135,0.0017801515542232786,0.016660631230226226,0.15217391304347827,0.48757396449704143,0.3418972,0.39526924
Bbs4,-3.1248448,-2.3192923,0.0017789891230009542,0.016655553217782452,0.021739130434782608,0.29402904787520173,0.03772424,0.17552659
Ift140,-3.1268487,-2.5694034,0.0017669081387049663,0.016548212508540414,0.021739130434782608,0.29406490944952485,0.031303916,0.17290024
Rspo3,-3.127535,-2.3055134,0.0017627881838772326,0.016515383019798203,0.043478260869565216,0.3194549040702887,0.055906285,0.25016767
Atg3,-3.1280107,-0.6075441,0.0017599368683743964,0.01649442052780608,0.10869565217391304,0.4148825533440918,0.20644888,0.29964763
Cpne1,-3.1283402,-0.53431106,0.00175796536526473,0.016481692032331925,0.15217391304347827,0.4805809575040344,0.270752,0.37179372
Lias,-3.1292005,-1.3222052,0.0017528271203576826,0.016439254702970658,0.043478260869565216,0.3222521068674915,0.08573971,0.20200107
Plekhm3,-3.1298776,-0.26343468,0.0017487918368206052,0.016407135703690526,0.1956521739130435,0.5605522682445759,0.4366241,0.50510067
Sin3b,-3.1303809,-1.6584703,0.0017457981749844358,0.016384770157817603,0.021739130434782608,0.2948180025103102,0.06256503,0.18549669
Gtpbp4,-3.1310306,-2.3938093,0.001741940597251395,0.01635427807412473,0.021739130434782608,0.29445938676707906,0.036573242,0.1787874
Gm55122,-3.1310396,-2.2204638,0.0017418863211864386,0.01635427807412473,0.021739130434782608,0.29463869463869463,0.047009535,0.20238243
Kifc2,-3.1317167,-0.639938,0.0017378742048608253,0.016328528162205418,0.06521739130434782,0.35463510848126234,0.15156108,0.22714289
Grik1,-3.1317441,-1.1372541,0.0017377117308686847,0.016328528162205418,0.1956521739130435,0.4999462076385153,0.41532227,0.75729376
Luc7l,-3.1322749,-0.38028395,0.0017345733111117432,0.016313610384869635,0.17391304347826086,0.5224672763134302,0.3446345,0.42890477
Gmeb1,-3.132458,-0.62209576,0.0017334923065060414,0.01630915205735901,0.08695652173913043,0.3856195086964318,0.17983781,0.2648545
Rnf24,-3.133849,-0.7453511,0.001725296894892802,0.016237732947730156,0.08695652173913043,0.3856195086964318,0.1699146,0.27038753
Phrf1,-3.1341417,-1.6554079,0.0017235760917062677,0.016227221297879263,0.043478260869565216,0.3234355388201542,0.06787716,0.19987096
Rae1,-3.1352763,-1.8670155,0.0017169228770598456,0.016170248056991958,0.021739130434782608,0.29514075667921824,0.051091302,0.17497137
Inka2,-3.1363013,-27.397411,0.0017109338315949494,0.016119492305384394,0.0,0.26720459028151333,0.0,0.16278523
Nvl,-3.136466,-0.30562097,0.001709973100509342,0.016116091620724665,0.17391304347826086,0.5241169087322933,0.35940862,0.428222
Stxbp4,-3.1365483,-0.50557554,0.0017094929210522258,0.016116091620724665,0.10869565217391304,0.41993903532365073,0.22998714,0.31269774
Ddx55,-3.137564,-27.274948,0.001703580895911136,0.01606711782138723,0.0,0.2673121750044827,0.0,0.15048438
Rogdi,-3.1393392,-2.2722912,0.0016932933030979144,0.015975699106123932,0.021739130434782608,0.2951048951048951,0.04430526,0.19790462
Ccdc66,-3.1400163,-1.1167606,0.0016893842486839176,0.015950019241790885,0.043478260869565216,0.3248341402187556,0.099442035,0.20435674
Mipep,-3.1419196,-1.3449044,0.001678441052081176,0.015852271026158594,0.043478260869565216,0.3247982786444325,0.0833476,0.19949596
Afg3l2,-3.141938,-0.6731196,0.0016783361462947876,0.015852271026158594,0.10869565217391304,0.41696252465483236,0.19598812,0.29656675
Kcnmb4,-3.1420202,-0.738791,0.0016778641448972921,0.015852271026158594,0.06521739130434782,0.35545992469069393,0.15696025,0.24967352
Neurod6,-3.142066,-1.7711272,0.0016776019746680584,0.015852271026158594,0.043478260869565216,0.3232562309485386,0.08247254,0.2572969
Zfp810,-3.1431732,-1.24548,0.0016712689349363014,0.015806756874951925,0.06521739130434782,0.3528778913394298,0.10030616,0.22327149
Ssbp3,-3.143228,-0.5160322,0.0016709554730210763,0.015806756874951925,0.15217391304347827,0.4886139501524117,0.29889372,0.4042442
Cobl,-3.143521,-1.0069836,0.0016692845894612394,0.015799111278204825,0.13043478260869565,0.4328850636542944,0.2529725,0.45646924
Slc39a14,-3.1440609,-1.6776448,0.0016662079271128492,0.015775548626329197,0.021739130434782608,0.29600143446297295,0.058346365,0.17580487
Nme7,-3.1441798,-0.42048925,0.0016655307202601936,0.01577469526027191,0.21739130434782608,0.593616639770486,0.4640787,0.5824281
Tpd52,-3.144253,-0.8434235,0.0016651141034589663,0.01577469526027191,0.10869565217391304,0.4157790927021696,0.18611197,0.31264618
Gcn1,-3.144619,-1.0554652,0.0016630324572946412,0.015762145371254678,0.08695652173913043,0.384113322574861,0.13102373,0.25538853
Kifap3,-3.1456165,-0.87218803,0.0016573721175423212,0.015714039801821515,0.30434782608695654,0.7351981351981351,0.6171375,0.9409781
Clstn1,-3.1475656,-0.5465858,0.0016463622197585464,0.01561516161133503,0.2608695652173913,0.6671328671328671,0.5541173,0.7330674
Mtmr12,-3.148087,-0.6775407,0.0016434273453711662,0.015592829367981368,0.15217391304347827,0.4844181459566075,0.2703909,0.4031823
Septin6,-3.148087,-1.7832522,0.0016434273453711662,0.015592829367981368,0.043478260869565216,0.32469069392146316,0.06911255,0.22017922
Grb14,-3.1486545,-0.77622277,0.0016402404927500147,0.015573590826923283,0.17391304347826086,0.5176618253541331,0.3460037,0.5353343
Ints2,-3.150521,-1.2713766,0.0016297948157305766,0.01547988218405111,0.043478260869565216,0.32573067957683344,0.08689895,0.19815542
Supt16,-3.1510336,-0.7518743,0.0016269381036013737,0.015458213169649545,0.08695652173913043,0.38630087860857093,0.17410819,0.27783325
Fig4,-3.151784,-1.4797573,0.0016227633744889407,0.015424001369832982,0.043478260869565216,0.3254079254079254,0.07880607,0.20594363
Eif3e,-3.152095,-0.74202496,0.0016210352825231878,0.015413028323212336,0.10869565217391304,0.4166039089116012,0.18934579,0.2991053
Rmnd1,-3.1522963,-1.8156873,0.0016199180080730116,0.015407857301565245,0.021739130434782608,0.2966828043751121,0.05371732,0.17753582
Ppfia4,-3.152717,-27.378027,0.0016175841786781591,0.015391107252507837,0.0,0.26860319168011476,0.0,0.16077851
Sfmbt1,-3.1534858,-0.42881376,0.0016133303869479982,0.01535607066854152,0.17391304347826086,0.5271651425497579,0.3634175,0.4636842
Mtm1,-3.1536689,-1.0650258,0.0016123190981234686,0.015351883120686607,0.06521739130434782,0.35485027792720103,0.11956355,0.23564255
Ap3s2,-3.153733,-2.5147383,0.0016119652849024143,0.015351883120686607,0.021739130434782608,0.29639591178052715,0.033539843,0.17808643
Naa25,-3.1538243,-1.4068806,0.001611459961411909,0.015351883120686607,0.043478260869565216,0.3253720638336023,0.08263195,0.20572624
Coa8,-3.1554258,-2.413448,0.0016026403697874873,0.015281386350670612,0.021739130434782608,0.2965393580778196,0.03772424,0.18632461
Ccnl1,-3.1566153,-0.56825244,0.0015961174603343518,0.01522459217578418,0.15217391304347827,0.48864981172673483,0.27473167,0.38444927
Emb,-3.156643,-1.398712,0.001595967220569755,0.01522459217578418,0.043478260869565216,0.32608929532006453,0.08715047,0.21518926
Cd2ap,-3.1574755,-0.44958487,0.0015914161296374841,0.015190533358209309,0.21739130434782608,0.6012192935269859,0.4541995,0.57949066
Pank2,-3.1574938,-0.44907477,0.001591316239970344,0.015190533358209309,0.13043478260869565,0.4536847767616998,0.25895602,0.33897683
Rbm10,-3.157567,-0.7527767,0.0015909167390187203,0.015190533358209309,0.08695652173913043,0.38612157073695536,0.1642219,0.26293176
Med23,-3.158537,-0.9830491,0.0015856320607963528,0.015151469940824324,0.06521739130434782,0.35639232562309486,0.12089464,0.22634634
Ppp2r2a,-3.1598456,-0.4084139,0.0015785283369384381,0.0150889563904432,0.21739130434782608,0.6068854222700376,0.4824358,0.60043
Sertad2,-3.1599278,-1.0807302,0.0015780822309994,0.0150889563904432,0.10869565217391304,0.4129101667563206,0.16560948,0.32277486
Zfp975,-3.1602938,-27.37364,0.0015761009419490751,0.01507647999650112,0.0,0.2692487000179308,0.0,0.16032726
Top1,-3.1605227,-0.5435153,0.00157486379958636,0.015070010788776884,0.2826086956521739,0.6993006993006993,0.6261581,0.81918204
Xpot,-3.1610808,-2.6037147,0.0015718489235890293,0.015046519621245891,0.021739130434782608,0.2967545275237583,0.033352517,0.18743491
Gtpbp8,-3.1611357,-27.324171,0.0015715526656462009,0.015046519621245891,0.0,0.269320423166577,0.0,0.15532142
Pcyt2,-3.1622064,-1.2500092,0.0015657859020228255,0.01499916833773737,0.06521739130434782,0.35545992469069393,0.11119489,0.24665229
Dnaja2,-3.1623528,-0.81142324,0.001564998801019096,0.014996974958410524,0.13043478260869565,0.4471579702348933,0.2106552,0.34466013
Nfs1,-3.1625082,-1.4582218,0.001564162905406486,0.014994312261245906,0.043478260869565216,0.32637618791464945,0.078643054,0.20278703
Tor1aip2,-3.1631305,-0.8675677,0.00156082343236085,0.014967639410255546,0.08695652173913043,0.38784292630446476,0.15462346,0.26628312
Ccz1,-3.164558,-1.4237698,0.0015531870805160226,0.014899727544971627,0.06521739130434782,0.3547785547785548,0.09314577,0.23262253
Ankrd13b,-3.164924,-27.285015,0.0015512345911930705,0.014886311951913502,0.0,0.26964317733548504,0.0,0.1514623
Mfap3l,-3.1649423,-2.3567343,0.0015511370260848163,0.014886311951913502,0.021739130434782608,0.2975434821588668,0.03951387,0.18767852
Rps6kl1,-3.166498,-3.0159895,0.0015428646160597166,0.014816573350080266,0.021739130434782608,0.296969696969697,0.023019878,0.17258328
6430548M08Rik,-3.1678705,-27.440994,0.001535599192508016,0.014752073758559308,0.0,0.2698942083557468,0.0,0.16738218
Pfn2,-3.1692157,-0.79310375,0.001528509661383668,0.014689218383898126,0.08695652173913043,0.38673121750044825,0.18159723,0.296434
5730480H06Rik,-3.1695542,-27.351583,0.0015267299768666363,0.014677364750771563,0.0,0.27003765465303925,0.0,0.15807717
Zfx,-3.1696458,-0.93351734,0.0015262493087854245,0.014677364750771563,0.10869565217391304,0.41473910704679934,0.17237689,0.30697456
Psmd13,-3.1701946,-1.7887541,0.0015233682262600404,0.014655533204299064,0.043478260869565216,0.3254437869822485,0.064593025,0.20745715
Zscan26,-3.1703136,-1.19468,0.0015227446523633464,0.014654781092049826,0.06521739130434782,0.35589026358257125,0.105788805,0.22746727
Cd99l2,-3.1705332,-1.3288996,0.0015215940566787114,0.014648954605144026,0.06521739130434782,0.3551013089474628,0.10106406,0.23677595
Aggf1,-3.170817,-27.384459,0.0015201090558249928,0.014639903344092315,0.0,0.2701452393760086,0.0,0.16144156
Map2,-3.1722262,-1.342734,0.0015127517237599147,0.014574269923782327,0.43478260869565216,0.8415277030661646,1.0407784,1.7307727
Fbn2,-3.1726744,-1.7624788,0.0015104176425427204,0.014557002171851827,0.043478260869565216,0.3271292809754348,0.09216038,0.28333065
Ngef,-3.1736262,-2.7239518,0.0015054746635077682,0.014514569145480348,0.021739130434782608,0.29790209790209793,0.033352517,0.20218082
Ankrd12,-3.1743124,-0.83226484,0.0015019192684285689,0.014485488421635192,0.30434782608695654,0.7595840057378519,0.71778953,1.0540732
Cdk5rap2,-3.1761699,-3.320542,0.0014923347672212747,0.014398217305291078,0.021739130434782608,0.2965034965034965,0.021597907,0.1973079
Pitpnb,-3.1762156,-1.3505847,0.001492099408443834,0.014398217305291078,0.043478260869565216,0.3275954814416353,0.08486013,0.20363806
Mecp2,-3.176536,-0.5124277,0.001490452854346905,0.014390394608803932,0.21739130434782608,0.5996055226824457,0.43696502,0.5775664
Ankmy2,-3.1769662,-1.6225935,0.0014882444008508001,0.014379405627781732,0.043478260869565216,0.32741617357001973,0.07205317,0.20706326
Fbxw8,-3.1769843,-1.0460948,0.0014881504910204937,0.014379405627781732,0.08695652173913043,0.38752017213555673,0.13316496,0.25783533
Casc3,-3.1774511,-0.5969321,0.0014857576343402317,0.014369336807386354,0.13043478260869565,0.4545095929711314,0.23557553,0.33773866
Camkmt,-3.1779819,-0.7198725,0.0014830406550557856,0.014349766799189397,0.2391304347826087,0.6271830733369195,0.4857468,0.70805323
Dgcr8,-3.1783204,-0.9729335,0.0014813098022158225,0.01433818241554004,0.06521739130434782,0.35829298906221985,0.123887114,0.23021734
2610316D01Rik,-3.1784575,-2.8752134,0.0014806086355336177,0.014336560013257048,0.021739130434782608,0.29804554419939033,0.033539843,0.22335094
Lrch1,-3.1790433,-0.48291397,0.0014776204257186984,0.014312783287332886,0.21739130434782608,0.6062757755065448,0.49196368,0.63561803
Arfgap1,-3.1794093,-0.43372467,0.0014757556176636212,0.014299875025828166,0.08695652173913043,0.3909987448448987,0.19837263,0.25956786
Gm20275,-3.1806903,-2.0522404,0.00146924585439838,0.014245531096060195,0.021739130434782608,0.29915725300340684,0.04841138,0.18708172
Anapc4,-3.1809556,-0.6788005,0.001467900716236478,0.01423916687555024,0.10869565217391304,0.42011834319526625,0.19684997,0.29882547
Snrnp40,-3.18134,-27.351196,0.0014659545970540852,0.014225424349166944,0.0,0.2710417787340864,0.0,0.15803804
Prickle2,-3.1815596,-1.2785712,0.0014648435967836426,0.01421977870143659,0.43478260869565216,0.8122287968441815,1.0206485,1.6688643
Zfp664,-3.1823833,-1.683645,0.0014606842529910624,0.014184526880328821,0.043478260869565216,0.32694997310381924,0.06686414,0.20060079
Hycc1,-3.1825478,-1.1385362,0.0014598536914590616,0.014181586655641714,0.06521739130434782,0.35811368119060427,0.13328715,0.27299693
Mamld1,-3.1830053,-0.8137021,0.0014575488592356001,0.014164317485591528,0.10869565217391304,0.4230231307154384,0.19683866,0.32381192
Focad,-3.18371,-1.0820385,0.0014540059760089648,0.014135000208162404,0.2826086956521739,0.696324188631881,0.5940072,0.99967766
Plekha7,-3.1839113,-2.6074893,0.0014529951824553825,0.014130286121091615,0.021739130434782608,0.29915725300340684,0.03772424,0.21050315
Tmem130,-3.1840394,-0.88113475,0.0014523522874330904,0.014129147705766525,0.06521739130434782,0.3586157432311278,0.14377595,0.25059736
Dgke,-3.185412,-1.0331059,0.0014454805601841919,0.014067389587884546,0.10869565217391304,0.41807423345884887,0.15606202,0.29686832
Gm36975,-3.18597,-27.429434,0.0014426946391485696,0.014045364113739878,0.0,0.2714362560516407,0.0,0.16615134
Nr2f1,-3.186263,-0.9865994,0.0014412351523209247,0.014036240863669173,0.10869565217391304,0.4151335843643536,0.18043983,0.33062044
Ccar1,-3.1872694,-0.46529904,0.0014362285399374978,0.013992552889093752,0.21739130434782608,0.60921642460104,0.45791307,0.5887951
Rbm33,-3.188697,-0.6523359,0.0014291557398336248,0.01393374990178864,0.21739130434782608,0.5864801864801865,0.37727132,0.54250735
Spast,-3.1888435,-0.70751065,0.0014284321428347409,0.013931750155342827,0.15217391304347827,0.4878249955173032,0.25545844,0.38885108
Gmps,-3.1889532,-1.080906,0.0014278896667410652,0.013931516102154111,0.08695652173913043,0.3873050026896181,0.13967526,0.27542746
Frrs1l,-3.1892736,-0.7030426,0.0014263085293900737,0.013921144273414923,0.2391304347826087,0.61843284920208,0.45147854,0.65697634
Rilpl1,-3.1892917,-2.1466248,0.0014262182274533553,0.013921144273414923,0.021739130434782608,0.2997310381925766,0.04841138,0.19855165
Gm41361,-3.189548,-2.4782772,0.001424954553618412,0.013918040296520075,0.021739130434782608,0.29980276134122286,0.033315346,0.1729198
Cnot10,-3.1896944,-0.54146546,0.0014242329177976856,0.013916050364081386,0.15217391304347827,0.48735879505110274,0.27315682,0.3764937
Arhgap35,-3.1903625,-0.74788857,0.0014209447276016798,0.013888972291981497,0.2391304347826087,0.6237762237762238,0.41616818,0.62421054
Pot1a,-3.1915977,-2.0015438,0.0014148822605711717,0.013834747576982309,0.021739130434782608,0.3000896539358078,0.050685436,0.18912376
Ash1l,-3.192531,-1.0416102,0.0014103175554275823,0.013795133860334596,0.32608695652173914,0.7839340147032454,0.70183164,1.129607
Zcchc17,-3.1926134,-0.9806223,0.0014099154399103348,0.013795133860334596,0.06521739130434782,0.3586157432311278,0.13667855,0.25387543
Cacnb1,-3.192705,-27.359583,0.0014094687688743354,0.013795133860334596,0.0,0.27201004124081046,0.0,0.15888983
Gopc,-3.1940684,-0.651796,0.0014028288070446066,0.013736884127291755,0.10869565217391304,0.42115832885063653,0.20555882,0.3064167
Gtpbp2,-3.1952672,-2.2858038,0.0013970148274444893,0.01368493926847737,0.021739130434782608,0.30026896180742335,0.03951387,0.17943542
Ablim3,-3.1955233,-1.9938253,0.001395775030417039,0.013677780841468213,0.021739130434782608,0.30048413125336204,0.058346365,0.2145484
Ccdc186,-3.1959076,-1.1230437,0.0013939172371190188,0.013664558978981407,0.06521739130434782,0.35872332795409717,0.11994928,0.2449606
Acadsb,-3.1965482,-0.5413831,0.001390825981363696,0.01363923143038048,0.15217391304347827,0.4942442173211404,0.2916076,0.40062448
Csnk1g1,-3.1967037,-0.8439777,0.001390076202506899,0.013636855626637596,0.2608695652173913,0.6877174107943339,0.54314995,0.83070934
Lrig2,-3.19825,-0.51962197,0.0013826427633642662,0.01356888643228555,0.1956521739130435,0.5571812802582033,0.3737703,0.5005952
Vps29,-3.1983416,-2.679605,0.0013822040657413177,0.01356888643228555,0.021739130434782608,0.29983862291554597,0.034308378,0.20181492
Nfatc3,-3.198351,-0.4459523,0.0013821602030400701,0.01356888643228555,0.10869565217391304,0.4241348395194549,0.24734232,0.3237203
Brap,-3.1986437,-3.1801775,0.00138075727420405,0.013565246054063188,0.021739130434782608,0.29922897615205307,0.021597907,0.18056698
Sptlc1,-3.198781,-1.1013188,0.0013801001034986961,0.013563749005490112,0.06521739130434782,0.3590102205486821,0.113405325,0.22924137
Scamp1,-3.2000163,-0.60521483,0.0013741985346972883,0.013510689581893939,0.1956521739130435,0.5554599246906939,0.3511685,0.49470323
Fbxl4,-3.2002816,-27.447285,0.0013729338311040632,0.013503196208552774,0.0,0.2726555495786265,0.0,0.16805501
Sf3b6,-3.2007024,-27.518597,0.001370929951272077,0.013488424676192132,0.0,0.2726914111529496,0.0,0.17586298
Slc16a10,-3.2007024,-27.63398,0.001370929951272077,0.013488424676192132,0.0,0.2726914111529496,0.0,0.1892016
Rangap1,-3.2007117,-1.0794712,0.0013708864186415398,0.013488424676192132,0.06521739130434782,0.35804195804195804,0.12828198,0.25406063
Rnf214,-3.2007298,-0.5084851,0.0013707993572053404,0.013488424676192132,0.13043478260869565,0.4571992110453649,0.25714612,0.3486416
Tmem87a,-3.2012057,-0.54447305,0.0013685375490412983,0.013484636575995483,0.13043478260869565,0.4587771203155819,0.2512834,0.3482964
Bhlhb9,-3.2014346,-1.1169318,0.0013674513669715488,0.013478876827045311,0.043478260869565216,0.33021337636722253,0.10445507,0.21414496
Ccdc171,-3.201645,-3.262302,0.0013664527817959357,0.013473976604351116,0.021739130434782608,0.2990855298547606,0.023019878,0.20166689
Zfp131,-3.2021482,-1.7428365,0.0013640675874049613,0.013455395034350701,0.043478260869565216,0.32938856015779094,0.06784823,0.21104132
Cep97,-3.2031822,-2.2021568,0.0013591791428588542,0.013412098262437536,0.021739130434782608,0.3009503317195625,0.04841138,0.20559333
Cep78,-3.2032738,-3.142944,0.0013587473163838416,0.013412098262437536,0.021739130434782608,0.29980276134122286,0.021597907,0.17634936
Stx3,-3.203768,-3.106177,0.0013564176394698132,0.013394686502224874,0.021739130434782608,0.3000896539358078,0.021597907,0.17227301
Zfp397,-3.2039783,-1.5106266,0.001355426489038584,0.013389819764877483,0.043478260869565216,0.3299264837726376,0.07880607,0.20996131
Clip3,-3.2039967,-1.0073252,0.0013553403336251865,0.013389819764877483,0.06521739130434782,0.3595840057378519,0.13457817,0.2543124
Itch,-3.204381,-0.6092595,0.0013535322364741757,0.013380945987513281,0.2608695652173913,0.6619329388560158,0.5231386,0.71710014
Ptpra,-3.2050123,-0.83599436,0.0013505666210002867,0.013356542181184285,0.2826086956521739,0.7152590998744844,0.5590382,0.84887326
Psmb1,-3.2055614,-1.1206238,0.0013479926985027542,0.013335995511328795,0.06521739130434782,0.3587950511027434,0.12980814,0.26343697
Mapkap1,-3.2055798,-0.44954625,0.0013479069790737666,0.013335995511328795,0.21739130434782608,0.5969517661825354,0.4405827,0.5630491
Snap47,-3.206138,-0.90898144,0.0013452949508535106,0.01331911397547304,0.10869565217391304,0.4191142191142191,0.18135178,0.31725916
Gpbp1,-3.206266,-0.3489673,0.001344696128180987,0.01331809250432109,0.17391304347826086,0.5332616101846871,0.37571737,0.45794937
Cramp1,-3.2065039,-0.8938486,0.001343584681285931,0.013311991292829265,0.08695652173913043,0.3920028689259458,0.15051548,0.26376492
Gm10125,-3.207245,-1.2234577,0.0013401275274158848,0.013282636171768655,0.08695652173913043,0.3857988165680473,0.13450955,0.28982309
Retreg1,-3.2078216,-0.6188399,0.0013374443058930049,0.013260933025588575,0.10869565217391304,0.4236686390532544,0.2500909,0.3620988
Wsb1,-3.207977,-0.36785227,0.0013367211116699724,0.01325865495406872,0.15217391304347827,0.49327595481441633,0.3269102,0.40478438
Xpo5,-3.2079954,-1.2098686,0.0013366360537205428,0.01325865495406872,0.043478260869565216,0.3307512999820692,0.09368968,0.20473257
Nrg3os,-3.2097523,-1.7870536,0.0013284937016621481,0.013186784545128156,0.021739130434782608,0.30173928635467095,0.058346365,0.18842752
Prkar2b,-3.209908,-1.2809525,0.0013277749741674335,0.01318452090017699,0.08695652173913043,0.3894208355746817,0.12938775,0.289424
Gnpat,-3.2099628,-27.369492,0.0013275213913113456,0.01318452090017699,0.0,0.2734803657880581,0.0,0.15990189
Phf6,-3.210338,-0.5725297,0.0013257897707478821,0.013174545539939199,0.10869565217391304,0.42456517841133223,0.21463764,0.30456638
Man1c1,-3.210402,-1.7145805,0.0013254943365865503,0.013174545539939199,0.043478260869565216,0.3282051282051282,0.07994427,0.24149519
Axin1,-3.2113538,-0.55893815,0.0013211121785638633,0.013137780991121764,0.06521739130434782,0.362166039089116,0.16939011,0.24053074
Atxn10,-3.2126713,-0.8545761,0.001315066642759824,0.01308250303256441,0.2826086956521739,0.6913035682266452,0.5171202,0.7995388
Sptlc2,-3.2131197,-0.83668536,0.001313015309723471,0.01306693384158136,0.10869565217391304,0.4213376367222521,0.18910985,0.31611353
Ap3m1,-3.213385,-0.94192874,0.0013118026468359248,0.013059702527040126,0.08695652173913043,0.3909270216962525,0.14607495,0.26402092
Mfsd11,-3.2137604,-2.3432088,0.0013100899558900056,0.013047485958029818,0.021739130434782608,0.30173928635467095,0.03951387,0.18608086
Pik3c2b,-3.214593,-27.634892,0.0013062959877519675,0.013014524727806958,0.0,0.27387484310561233,0.0,0.1893102
Map9,-3.2149498,-0.7044381,0.0013046731075424315,0.013003177447947007,0.06521739130434782,0.3617715617715618,0.15936781,0.24805388
Olfm2,-3.215993,-3.338459,0.001299939966626664,0.012960811466886258,0.021739130434782608,0.300161377084454,0.02320602,0.21307632
Trmt13,-3.2166152,-1.4040794,0.0012971242405801304,0.012937538360945845,0.043478260869565216,0.3312533620225928,0.0850393,0.21099196
Ascc2,-3.2174387,-0.7004197,0.0012934061995273382,0.012905244924359294,0.06521739130434782,0.3627039627039627,0.14955218,0.23280224
Hmgxb3,-3.2206507,-1.3086257,0.0012789996309713952,0.012766240744502744,0.043478260869565216,0.33168370091447014,0.08880849,0.20705275
Pcgf6,-3.2208703,-1.00177,0.001278019997318001,0.012761203020414228,0.043478260869565216,0.3320781782320244,0.1104012,0.21004921
Rnft2,-3.2209067,-27.359863,0.001277856792399412,0.012761203020414228,0.0,0.274412766720459,0.0,0.15891828
Mapk8,-3.2210166,-0.622897,0.0012773672930717526,0.012761203020414228,0.21739130434782608,0.6027254796485566,0.43411654,0.6081999
Drosha,-3.2210534,-0.55208844,0.0012772041650984062,0.012761203020414228,0.13043478260869565,0.4598529675452752,0.24430846,0.34057572
St18,-3.2219958,-1.7337768,0.0012730102373081256,0.012730102373081255,0.10869565217391304,0.4027254796485566,0.23786901,0.6382519
Fam131a,-3.2226088,-0.67589235,0.0012702889768880085,0.01270761906514549,0.10869565217391304,0.42535413304644076,0.21338166,0.3220819
Rcor3,-3.2229383,-0.5140355,0.0012688290260654711,0.012697741501072331,0.13043478260869565,0.4603191680114757,0.25503796,0.34703112
Cttn,-3.2229567,-1.6627893,0.0012687479631242433,0.012697741501072331,0.043478260869565216,0.33082302313071543,0.06998038,0.20661947
Tent4a,-3.2230115,-27.304844,0.0012685048029869035,0.012697741501072331,0.0,0.2745920745920746,0.0,0.15340532
Hnrnpll,-3.2252533,-0.68918306,0.001258612432947169,0.012609588394217164,0.17391304347826086,0.5241886318809396,0.3123096,0.46440116
Farsb,-3.2263696,-0.552082,0.0012537130464096455,0.01256518819732457,0.15217391304347827,0.4951048951048951,0.2805787,0.38858607
Uimc1,-3.2265892,-0.60539365,0.0012527513079217676,0.012560234195469363,0.10869565217391304,0.4251389636005021,0.21450558,0.31041634
Bcap29,-3.2270286,-1.067183,0.0012508298742452794,0.012545650885020776,0.06521739130434782,0.3618791464945311,0.1319174,0.25887546
Map7d1,-3.2287672,-1.2855356,0.0012432508725715766,0.012474290868557978,0.06521739130434782,0.3609467455621302,0.11377514,0.25754133
Klhl22,-3.2292063,-0.6580938,0.0012413428987969712,0.012459799660319244,0.10869565217391304,0.4256051640667025,0.19958696,0.2990499
Ergic1,-3.2296274,-0.73588026,0.0012395169615566852,0.012446121359128598,0.13043478260869565,0.4538282230589923,0.21463792,0.3355585
Kcnt2,-3.2305973,-1.1138678,0.0012353188058745722,0.012408604229476544,0.32608695652173914,0.6880401649632419,0.68770576,1.144464
Slain2,-3.2310457,-1.0501924,0.0012333825903914127,0.012393788408308624,0.08695652173913043,0.39207459207459205,0.13874689,0.26865605
Fam227a,-3.2314298,-27.327038,0.0012317252082213943,0.012381764438798678,0.0,0.2753093060785369,0.0,0.15560769
Sfxn5,-3.231805,-1.0562292,0.0012301092717051576,0.012370148252514066,0.10869565217391304,0.42033351264120494,0.17953756,0.3428522
Atg10,-3.2321804,-0.47359762,0.001228495293291407,0.012358543066544405,0.13043478260869565,0.46236327774789315,0.2865938,0.3790116
Dop1a,-3.2323267,-0.6101212,0.0012278659787617145,0.012356838520347291,0.21739130434782608,0.6069212838443607,0.42474765,0.592096
Irf2,-3.2328758,-0.70590246,0.0012255087000337301,0.01233773651926052,0.1956521739130435,0.5633136094674556,0.35170096,0.52325475
