names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Nktr,5.280642,0.76839453,1.2873195298183046e-07,0.0009236378127376158,0.9770992366412213,1.164755,1.5594431
Kcnq1ot1,5.12472,0.6457718,2.979797223586243e-07,0.0009236378127376158,0.9847328244274809,1.7179551,2.0986304
Meg3,4.8377137,0.27495974,1.313410035825957e-06,0.0030533499807863934,1.0,4.381786,4.5702014
Fus,4.6279783,0.8894926,3.6925242745466306e-06,0.006867356645801823,0.9007633587786259,0.79641896,1.1803783
Snhg14,4.509312,0.30756167,6.5038097053298146e-06,0.008639846635694564,1.0,2.8544264,3.056493
Celf4,4.120198,0.5252929,3.785471636862948e-05,0.03911233416798729,0.9847328244274809,1.563029,1.8610635
Nfasc,4.0153303,0.8380908,5.93626396847226e-05,0.04186272789024033,0.8320610687022901,0.63763106,0.95343304
Flnb,3.9987721,0.91831684,6.367195814291567e-05,0.04186272789024033,0.9083969465648855,0.6322992,0.9808689
Cplane1,3.9352994,0.58517706,8.309300721553291e-05,0.04186272789024033,0.9847328244274809,1.3072976,1.6183698
Gucy1a2,3.9297802,0.7830973,8.502356387483715e-05,0.04186272789024033,0.916030534351145,0.84850144,1.1936992
Med13,3.8580287,0.7545395,0.0001143052996175698,0.04621412961494703,0.8473282442748091,0.738027,1.0444994
Syne1,3.7641995,0.5858017,0.0001670834376843316,0.06147850091819608,0.9923664122137404,1.5266694,1.8574498
Stau2,3.7476416,0.4308194,0.00017850516451137693,0.06147850091819608,0.9618320610687023,1.4023385,1.6353403
Miga1,3.605518,0.90224624,0.00031153078096454224,0.09198287445173965,0.7480916030534351,0.4401586,0.7097364
Eif4g3,3.6013787,0.5581982,0.00031653424910804055,0.09198287445173965,0.9465648854961832,1.142095,1.4209793
A830018L16Rik,3.5765414,1.3551254,0.00034817008289616424,0.09447540715121557,0.6641221374045801,0.46071166,0.9151139
Ide,3.5337665,1.2117805,0.00040968285155511947,0.105683753994705,0.6259541984732825,0.30383322,0.6001337
Dock3,3.5268674,0.37681073,0.0004205074629319373,0.105683753994705,0.9847328244274809,1.8463804,2.0706182
Macf1,3.4909916,0.30873257,0.0004812315688862245,0.11187430897682504,0.9770992366412213,1.9373631,2.1232107
Garnl3,3.4123406,0.6574869,0.0006440755914505733,0.13286276097229482,0.9618320610687023,1.2485456,1.5933286
Ankib1,3.391643,0.77674276,0.0006947486741687715,0.13745676427862566,0.816793893129771,0.63714117,0.9268854
Ptprs,3.324031,0.503562,0.000887263217367513,0.16501321316601006,0.9007633587786259,1.0388647,1.2778033
Safb2,3.289535,1.5708443,0.0010035304967729493,0.17281166832391953,0.48091603053435117,0.13601284,0.3596539
Zup1,3.1598303,0.97197217,0.0015786108331668836,0.2446583689603142,0.6335877862595419,0.313544,0.5436957
Kcnma1,3.1239545,0.2941444,0.001784380799434878,0.2720156894089333,0.9923664122137404,1.9862809,2.164534
Anapc1,3.1184351,0.8049051,0.001818141839592044,0.27269195107042604,0.7404580152671756,0.45734337,0.6996523
Man2a2,3.052203,0.8487728,0.002271685323999396,0.3130546749019136,0.6793893129770993,0.3948316,0.6269595
Rian,3.0466835,0.27361625,0.0023138120980614528,0.3130546749019136,1.0,2.4903293,2.6655638
A330076H08Rik,3.0453036,0.45014334,0.0023244549944272464,0.3130546749019136,0.9770992366412213,1.6022481,1.8587589
Dlgap1,3.0190866,0.2920126,0.002535379490510104,0.3130546749019136,1.0,3.3868396,3.5830317
Vps13d,2.9873505,0.50817204,0.002814069539907244,0.3234706522814217,0.8244274809160306,0.7461688,0.9466789
Arfgef2,2.9832108,0.8961358,0.0028524135377004604,0.3234706522814217,0.6641221374045801,0.38105622,0.6223071
Srsf5,2.9638932,0.6395147,0.003037737194158974,0.33628474010100357,0.7938931297709924,0.6431846,0.8779514
Chd2,2.9597538,0.46091643,0.0030788512179040616,0.3368263232387043,0.8702290076335878,0.94199634,1.1487429
Cttnbp2,2.9459553,0.50771254,0.003219589497504687,0.33789650783229025,0.9312977099236641,1.3002008,1.5678322
Srcin1,2.922498,0.63163257,0.0034723582894427836,0.3429132427327274,0.8320610687022901,0.6712049,0.90909153
Etfa,2.9197383,1.1326146,0.0035032539046789012,0.3429132427327274,0.5572519083969466,0.24203454,0.47025737
Wdfy3,2.914219,0.36394924,0.0035657967620470687,0.3453994176070384,0.9465648854961832,1.1455917,1.324311
B830012L14Rik,2.8811028,0.3122966,0.003962862860406697,0.3648580370190285,0.9618320610687023,1.4123015,1.5801971
