names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA2-FC-IG Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Grk5,-2.9289143,-1.2719579,0.003401481547978297,0.049324235938573574,0.18181818181818182,0.29300028835063435,0.092539854,0.21037465
Foxo3,-2.9291055,-0.8268557,0.0033993909719183184,0.04932053748134191,0.27807486631016043,0.37521626297577854,0.1640394,0.27475008
Fbxl20,-2.929929,-0.46704212,0.0033903949613735686,0.04921659244306202,0.5882352941176471,0.6242430795847751,0.4963038,0.6356792
Gm16759,-2.9332323,-0.9574552,0.003354528933109676,0.04874861678348134,0.11764705882352941,0.24344002306805074,0.08991623,0.16779752
Rassf8,-2.9337099,-1.9840345,0.003349370393117681,0.048699990510320396,0.0748663101604278,0.19629469434832755,0.035691913,0.13430946
Med13,-2.9339738,-0.35615692,0.0033465240121627036,0.048684948677212694,0.6470588235294118,0.6826701268742791,0.6466341,0.77180076
Ppp6r2,-2.937086,-0.40035272,0.0033131221219762095,0.04825126906097601,0.5989304812834224,0.628135813148789,0.51122314,0.6316771
Snapc1,-2.9377503,-0.682551,0.003306031921933044,0.04817412025072716,0.1711229946524064,0.287449538638985,0.11251273,0.17490306
Oprm1,-2.941099,-2.5531545,0.0032704995385392528,0.047682215192919,0.058823529411764705,0.17856113033448673,0.02110939,0.11797089
Nap1l5,-2.9415357,-0.40458834,0.003265890618293276,0.047640869117014296,0.24064171122994651,0.3565455594002307,0.22549759,0.28880188
Gmps,-2.9424548,-0.6620163,0.003256212000889131,0.04752548422807765,0.28342245989304815,0.3875072087658593,0.18293232,0.27582577
Tmod1,-2.944152,-1.3343061,0.0032384087487817826,0.04731704354527814,0.20320855614973263,0.3064446366782007,0.09648658,0.22746973
B230216N24Rik,-2.944575,-2.0801191,0.003233983703549244,0.04727809690662034,0.0855614973262032,0.20227797001153403,0.028220672,0.114246696
Ift81,-2.9446936,-0.8361716,0.0032327475799465953,0.04727809690662034,0.2994652406417112,0.39435553633217996,0.16332379,0.27516297
Apba2,-2.9464087,-0.30337572,0.0032148721015461176,0.04704989834888027,0.7165775401069518,0.7193267012687428,0.89100003,1.0202882
Atosa,-2.9480922,-0.5807038,0.003197416152125187,0.04684545910992571,0.49732620320855614,0.5488033448673587,0.35895193,0.4982473
St3gal6,-2.9484608,-1.8561101,0.0031936062580497078,0.04681516647779359,0.053475935828877004,0.17708333333333334,0.049718596,0.16935955
Stac,-2.9488885,-2.8774028,0.003189190086360272,0.04677594848280595,0.0427807486631016,0.16428777393310265,0.016847907,0.11765114
Serpine2,-2.9541438,-0.7229753,0.0031353800306919443,0.04608734213604625,0.13368983957219252,0.2610294117647059,0.1503513,0.23727873
Lrch2,-2.9547079,-0.71612406,0.0031296524951698493,0.04602833198971749,0.3689839572192513,0.450151384083045,0.21879654,0.33774522
Chrm2,-2.9613416,-2.1931028,0.003063019534218007,0.045122442370854075,0.053475935828877004,0.17542531718569782,0.036026433,0.15507708
Rabgap1,-2.9630387,-0.31126764,0.0030461819525075665,0.04489901758852348,0.679144385026738,0.7372044405997693,0.841455,0.9698445
Tnpo1,-2.9652228,-0.31615344,0.003024638508401735,0.044654965231183855,0.6470588235294118,0.6687572087658593,0.6361059,0.74524033
Fggy,-2.9680345,-1.1503572,0.002997105993127332,0.044297160635495825,0.20855614973262032,0.3183751441753172,0.10886474,0.22736652
Gm57223,-2.9684305,-0.76870024,0.0029932484691828722,0.044264494423194155,0.37433155080213903,0.4485294117647059,0.23003316,0.36509985
Abtb3,-2.9718657,-2.2559314,0.002959961986175677,0.043796353837302,0.03208556149732621,0.15765570934256054,0.03170418,0.14311178
Ewsr1,-2.972325,-0.3792535,0.002955534798607288,0.043779062865809175,0.5828877005347594,0.6289648212226067,0.5119345,0.62568146
Gabbr1,-2.973126,-0.28935194,0.0029478345313832875,0.04373733509567584,0.5935828877005348,0.6225850634371396,0.53572875,0.62384385
Pcbp3,-2.9754555,-0.6670666,0.0029255377314167004,0.04343049659843466,0.41711229946524064,0.4810049019607843,0.26139542,0.38821915
Tmem65,-2.976625,-1.2299213,0.0029144038993136156,0.04331307122486551,0.2192513368983957,0.32446655132641294,0.10087867,0.22231267
1600020E01Rik,-2.9771209,-1.0703455,0.002909693458312593,0.043266996804017355,0.2192513368983957,0.32551182237600923,0.105594605,0.2101581
Prpf39,-2.980251,-0.5404289,0.0028801215023850028,0.042850977170036005,0.5133689839572193,0.5635092272202998,0.3667798,0.49738625
Sclt1,-2.9803648,-0.4476851,0.0028790521241765835,0.042850977170036005,0.5882352941176471,0.62449538638985,0.5397673,0.68106633
Dcc,-2.9804785,-0.37327594,0.002877983108437627,0.042850977170036005,0.786096256684492,0.8463091118800461,1.959646,2.1857238
Cntln,-2.981052,-0.68563306,0.002872600782295145,0.04283395284143759,0.45989304812834225,0.49531430219146483,0.2839897,0.42411217
Tmem132a,-2.9812884,-0.571397,0.0028703821847758347,0.04282463592722192,0.25133689839572193,0.36840397923875434,0.19867933,0.28261995
Lyzl4,-2.9821484,-2.359526,0.002862331604725187,0.04275200123344401,0.053475935828877004,0.17729959630911188,0.019305248,0.09534409
Fgf14,-2.9844189,-0.44490987,0.0028411753298673774,0.04250689371577752,0.8288770053475936,0.9252450980392157,2.785612,3.0774953
Jph4,-2.9870896,-0.3927321,0.0028164709056927133,0.042184266017816725,0.5240641711229946,0.5703215109573241,0.43386462,0.5383443
Adgrb3,-2.9891827,-0.37337235,0.002797248654088341,0.04194312016481792,0.8716577540106952,0.9365268166089965,2.9791942,3.2263403
Trpm7,-2.9900925,-0.377038,0.0027889285854098304,0.04186508999439226,0.6684491978609626,0.7174524221453287,0.7266143,0.87006736
St6gal1,-2.99022,-1.4283231,0.0027877655811336037,0.04186508999439226,0.22459893048128343,0.32425028835063435,0.114179134,0.28180897
Clec16a,-2.991635,-0.5243677,0.0027748776762308177,0.04173840149056058,0.5240641711229946,0.5758722606689735,0.4013245,0.5366305
Pde10a,-2.9937098,-0.38190028,0.002756079317816698,0.04155771676191621,0.7219251336898396,0.7456026528258363,1.2411197,1.436238
Mecp2,-2.9937143,-0.3974355,0.0027560382214920033,0.04155771676191621,0.5401069518716578,0.5993728373702422,0.46635208,0.57808304
Rab3b,-2.999288,-1.577406,0.002706113504960621,0.040988314474798136,0.0427807486631016,0.1702350057670127,0.03910681,0.11245296
Vstm2a,-2.9999523,-0.5258251,0.002700218734198653,0.04092209666549228,0.37433155080213903,0.4579728950403691,0.31185672,0.42323506
Tab2,-3.0020862,-0.61568725,0.0026813620884448904,0.04068221305280305,0.5614973262032086,0.5679426182237601,0.36441368,0.5150385
Carmil3,-3.003765,-1.6162523,0.0026666107223759063,0.04048125994928847,0.11764705882352941,0.2358708189158016,0.04416097,0.12964274
Cdk12,-3.004079,-0.3766419,0.002663860582064921,0.0404623707405791,0.6470588235294118,0.6837153979238755,0.6515363,0.7850368
Smap2,-3.0084333,-0.53284806,0.002625983701206107,0.03990960523269689,0.45989304812834225,0.5238249711649365,0.3412348,0.4627172
Dyrk1a,-3.010531,-0.3726908,0.0026079141616204187,0.03967987175693128,0.6577540106951871,0.6802912341407151,0.62997115,0.7590441
Gtf2h2,-3.0106037,-0.8725319,0.0026072890652954145,0.03967987175693128,0.33689839572192515,0.42474048442906576,0.18785681,0.32090148
Atp10a,-3.011896,-2.9857435,0.00259621637610758,0.03956910608395387,0.0374331550802139,0.162449538638985,0.016481038,0.12366226
