names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA2-FC-IG Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Prdm8,9.357895,2.4839578,8.134092641544053e-21,1.9005484285068583e-18,0.5347593582887701,0.1655493079584775,0.44714862,0.096027754
Tafa5,9.348199,1.3539592,8.91526100719316e-21,2.0301107056210188e-18,0.7272727272727273,0.5935337370242214,1.1595658,0.6185306
Arhgef17,9.341998,1.7776229,9.45333725544954e-21,2.1345476643187324e-18,0.6256684491978609,0.30226355247981546,0.5335562,0.1869929
Hunk,9.286694,1.7968938,1.591559657630635e-20,3.505344918076653e-18,0.6363636363636364,0.3570141291810842,0.7603224,0.28351328
Syndig1,9.283299,1.6601393,1.6431046526294363e-20,3.589448944402679e-18,0.6577540106951871,0.3984284890426759,0.84348506,0.35000044
Lrp2,9.239179,4.725739,2.483970001067733e-20,5.339541914295199e-18,0.4117647058823529,0.02418540945790081,0.2737239,0.011828939
Col11a1,9.225865,2.0482879,2.812802667914287e-20,5.998413308480706e-18,0.5614973262032086,0.1978085351787774,0.5439017,0.1610394
Hectd2,9.217816,1.5631971,3.032112833753489e-20,6.365068112730957e-18,0.6684491978609626,0.5135164359861591,1.0294346,0.47557938
Slc17a7,9.17936,1.2045035,4.336586527383797e-20,8.827581817485047e-18,0.8823529411764706,0.7135236447520185,1.5659882,0.97207665
Ablim1,9.119425,1.2192087,7.552434697456961e-20,1.503214224597545e-17,0.7058823529411765,0.6131415801614764,1.2484511,0.72625804
Gm30439,9.105788,1.6141237,8.564219463849741e-20,1.6920630661297247e-17,0.6577540106951871,0.5152104959630911,1.2364337,0.5867532
Khdrbs3,9.085837,1.1474488,1.0290393539230553e-19,1.9892293122239207e-17,0.7219251336898396,0.6744881776239908,1.7431318,1.1405736
Snap25,8.980133,0.7424579,2.7043958551132155e-19,5.0463275435341734e-17,0.8983957219251337,0.8531213956170703,2.298594,1.849341
Adcy1,8.941864,1.3220042,3.826617095478959e-19,7.091117334863423e-17,0.7754010695187166,0.6087442329873126,1.3007882,0.72697955
Neurod6,8.9192915,1.6894823,4.692809888180741e-19,8.577945693565748e-17,0.6577540106951871,0.3205377739331027,0.65955323,0.25429577
Dock4,8.908167,0.6751152,5.1883271886610945e-19,9.419618348602946e-17,0.7967914438502673,0.8607987312572087,2.4202936,2.0040288
Asic2,8.906192,1.0415303,5.28153342940275e-19,9.518598479636854e-17,0.7807486631016043,0.7920631487889274,2.4633222,1.8276771
Tmem178,8.903508,1.4805541,5.410900073622519e-19,9.608434738948877e-17,0.6737967914438503,0.5056949250288351,0.99920416,0.47931814
Zdhhc23,8.9030075,1.8036132,5.435363157127761e-19,9.608434738948877e-17,0.5935828877005348,0.3068771626297578,0.5625242,0.1958153
Nedd4l,8.886031,0.83342344,6.33304253995991e-19,1.1122147258086455e-16,0.7647058823529411,0.7498558246828143,1.6070195,1.1749588
Fgf5,8.881003,3.0388033,6.625968776606901e-19,1.156102474204074e-16,0.44385026737967914,0.08459486735870819,0.27851668,0.038336348
Epha4,8.855087,1.0701957,8.361824430429306e-19,1.4495627254557126e-16,0.7967914438502673,0.7002595155709342,1.6960136,1.13795
Dlgap2,8.834071,0.51377094,1.009332392813921e-18,1.7274370315229335e-16,0.7486631016042781,0.8135813148788927,2.4462912,2.1265593
Scn8a,8.832766,0.7575523,1.0211896861770887e-18,1.7366687890872386e-16,0.8181818181818182,0.7583261245674741,1.6822562,1.2779837
Gse1,8.811654,1.2517439,1.2331290428182372e-18,2.070886086282877e-16,0.7112299465240641,0.575151384083045,1.0389675,0.56924623
Ksr1,8.802272,1.3515434,1.3407387458723591e-18,2.237618018732316e-16,0.679144385026738,0.5052263552479815,0.914061,0.4609791
Kcnj6,8.780228,1.1289787,1.6314431229184676e-18,2.689378939436762e-16,0.7593582887700535,0.6317762399077278,1.3376368,0.82630515
Cpe,8.770044,0.94415873,1.785952523517119e-18,2.9261307504210355e-16,0.9197860962566845,0.8451196655132641,2.0614407,1.5181836
Galnt17,8.707524,1.0415419,3.105837869414351e-18,5.057809912191734e-16,0.7486631016042781,0.7185697808535179,1.9008266,1.3257333
Ptpn5,8.687878,1.4925796,3.692730995396567e-18,5.977330231705166e-16,0.6524064171122995,0.44232987312572086,0.7674097,0.3437099
Dab1,8.6145735,0.5690236,7.02022359231024e-18,1.1161740113927584e-15,0.8288770053475936,0.8780997693194925,2.9682765,2.5984042
Necab2,8.580045,2.244026,9.483649205320496e-18,1.4989744361585986e-15,0.5026737967914439,0.1649726066897347,0.39366186,0.09697492
6530403H02Rik,8.537312,1.4796059,1.3738077920310365e-17,2.133769674674795e-15,0.7058823529411765,0.4606401384083045,1.254205,0.64094526
Dgkg,8.513824,1.1005828,1.682881798988047e-17,2.5839447965033613e-15,0.7379679144385026,0.6579080161476355,1.5177459,0.9787153
Neurod2,8.5009165,1.5034978,1.8809933077567662e-17,2.8717210329218357e-15,0.6417112299465241,0.36764705882352944,0.6302358,0.26978755
Efr3b,8.418576,1.4219139,3.8108566501260873e-17,5.688762121604887e-15,0.6577540106951871,0.4569276239907728,0.8531853,0.40730497
Plcxd3,8.413044,1.3887048,3.995050745539248e-17,5.891963528244398e-15,0.6898395721925134,0.3909313725490196,0.8931482,0.43891215
Zfp385b,8.347516,1.0350131,6.971361330304379e-17,9.911136452131147e-15,0.7379679144385026,0.6662341407151096,1.6804773,1.1415738
Pde4d,8.313305,0.8944183,9.307284608973307e-17,1.3162459865426987e-14,0.7647058823529411,0.8256199538638985,2.4288511,1.8818554
Shisa6,8.291865,1.2485132,1.1148565259984012e-16,1.5521344483718672e-14,0.7379679144385026,0.6170343137254902,1.6806115,1.0433655
Ptk2b,8.289208,1.0940033,1.1400438962959547e-16,1.579019561519191e-14,0.7754010695187166,0.6026888696655133,1.2184644,0.749463
Lats2,8.287775,1.9707602,1.1538616443788892e-16,1.5899621735620897e-14,0.48663101604278075,0.1522491349480969,0.32998222,0.09507114
Gabrb1,8.277484,0.52196246,1.2580555016806842e-16,1.7246913943959175e-14,0.8074866310160428,0.8455882352941176,2.3975878,2.0746672
Cap2,8.272392,1.0578738,1.3129762529394426e-16,1.790846290176793e-14,0.7433155080213903,0.6331459054209919,1.2596712,0.79412425
Ryr3,8.256654,0.9373965,1.4981295998698505e-16,2.0330677953789334e-14,0.7379679144385026,0.7198313148788927,1.970046,1.4403851
Rhbdl3,8.252933,1.818789,1.5455485897003791e-16,2.0868789248868937e-14,0.5454545454545454,0.2382136678200692,0.4667943,0.15582526
Ctsc,8.237699,2.8981354,1.7555422904027857e-16,2.3585710671561425e-14,0.40106951871657753,0.055074971164936565,0.29329377,0.044707064
Pkp2,8.232917,1.5626421,1.8270881037298106e-16,2.4424804650358215e-14,0.6042780748663101,0.32774653979238755,0.64495015,0.26748306
Gria1,8.230019,0.77501583,1.8718423939987433e-16,2.489921045878526e-14,0.8502673796791443,0.8496611880046137,2.7461326,2.2535636
Lrrn2,8.192786,1.2377943,2.5524639851764966e-16,3.3293547224122554e-14,0.6898395721925134,0.5027753748558247,0.8289422,0.43655458
Uhrf1bp1l,8.168016,1.2499044,3.135001266727119e-16,4.055074191900665e-14,0.6844919786096256,0.513588523644752,0.8335626,0.4364806
Sorl1,8.143015,1.0853528,3.8555442939354313e-16,4.9098803401917085e-14,0.7647058823529411,0.630262399077278,1.1941034,0.7343944
Arhgef6,8.131995,1.7567804,4.2228190858254917e-16,5.35222400170429e-14,0.5080213903743316,0.18995098039215685,0.37721288,0.12715161
Kcnma1,8.121312,0.47298738,4.611712663014095e-16,5.790500899775175e-14,0.8342245989304813,0.8576629181084199,2.5155916,2.2186153
Kcnk2,8.116544,1.5438944,4.79648647894568e-16,5.994492636710252e-14,0.6524064171122995,0.38350634371395614,0.75563025,0.32727504
Ly6e,8.084967,1.5327494,6.218099716023132e-16,7.699554809656293e-14,0.6149732620320856,0.3015787197231834,0.54008245,0.2211526
Srgap2,8.080267,1.0788273,6.462512448165069e-16,7.965491260651165e-14,0.6951871657754011,0.7218497693194925,1.571982,1.03199
Homer2,8.015135,1.3965458,1.1001627575252611e-15,1.3315933916533228e-13,0.6363636363636364,0.4024653979238754,0.66871405,0.30858728
Susd6,7.9691854,1.1985967,1.5972405063795974e-15,1.915975553858026e-13,0.6898395721925134,0.5696006343713956,1.0327413,0.58114016
A330008L17Rik,7.923631,1.4662876,2.3067300275919464e-15,2.7304773498412157e-13,0.6631016042780749,0.4217128027681661,0.8747109,0.4094707
Gabra5,7.8847747,1.2032177,3.1510299727723075e-15,3.6652889769866623e-13,0.7540106951871658,0.5467848904267589,1.0613576,0.59936726
Arhgef25,7.881822,1.3597369,3.2264142157713675e-15,3.736799568007614e-13,0.6684491978609626,0.40722318339100344,0.65368974,0.30711877
Ndrg3,7.8787827,0.9945066,3.305859608247958e-15,3.812379728481658e-13,0.7433155080213903,0.6302984429065744,1.0435221,0.6539446
Clmn,7.8773084,1.2065513,3.345083603408873e-15,3.8411280522904447e-13,0.6524064171122995,0.3754325259515571,0.63835025,0.32721043
Cck,7.8631854,1.3393738,3.744857857043305e-15,4.281886409308664e-13,0.8342245989304813,0.5955161476355249,1.256846,0.6899625
Ndst1,7.861889,1.7641236,3.783839422938589e-15,4.3081256480660977e-13,0.5668449197860963,0.3064806805074971,0.5431342,0.19258705
Pcp4,7.850018,1.5152398,4.159774858480626e-15,4.716166685543225e-13,0.6898395721925134,0.38909313725490197,0.81753695,0.36638778
Dock11,7.8361273,1.5117037,4.6465554262827434e-15,5.180620095610677e-13,0.5989304812834224,0.321330738177624,0.66501826,0.28611258
Nt5dc3,7.8213763,1.311647,5.224892251218861e-15,5.707026617489871e-13,0.6417112299465241,0.4029700115340254,0.63671577,0.3064929
Tafa2,7.801884,1.1033415,6.098952226715124e-15,6.634771106552039e-13,0.8181818181818182,0.7283376585928489,2.2023833,1.5571237
Kcng2,7.785118,2.0363283,6.964823375381084e-15,7.48579216385959e-13,0.47593582887700536,0.15433967704728951,0.32438126,0.08930276
Slit1,7.778766,1.2325405,7.323526832849397e-15,7.808855793597751e-13,0.6737967914438503,0.5127234717416378,0.9641288,0.52501523
Phf20,7.7479224,1.2234992,9.34083017285652e-15,9.920478527456707e-13,0.7379679144385026,0.5672938292964245,0.95706195,0.52290225
Slc9a2,7.7116365,1.840148,1.2421441347349382e-14,1.3037661289190543e-12,0.47593582887700536,0.16594579008073818,0.31987303,0.10009905
Rims1,7.687722,0.3936435,1.497775940372543e-14,1.559893004566288e-12,0.7967914438502673,0.8446510957324106,2.418682,2.1733778
Dusp5,7.6687856,2.7028286,1.7363265870843452e-14,1.8013550345542992e-12,0.39572192513368987,0.07918829296424452,0.22141631,0.03735988
Mcu,7.633992,1.0261974,2.2759383363299533e-14,2.343082877286814e-12,0.679144385026738,0.620927047289504,1.1239772,0.70302045
Sms,7.6188273,1.391049,2.5599084600959877e-14,2.61538936588514e-12,0.6256684491978609,0.37355824682814304,0.58985096,0.26731202
Prickle2,7.602279,0.5624355,2.909602802450448e-14,2.950227445352586e-12,0.7486631016042781,0.8120314302191465,1.9924688,1.6656083
Onecut2,7.5847983,1.5948035,3.33004622570371e-14,3.32633241950404e-12,0.5401069518716578,0.24239475201845445,0.41789168,0.15849292
Camk1d,7.5777416,0.55249345,3.516223909027868e-14,3.499293942058475e-12,0.9411764705882353,0.9540801614763552,2.6733224,2.3220575
Mdga1,7.5526757,1.6249048,4.264053201301968e-14,4.212320202903819e-12,0.5294117647058824,0.24073673587081892,0.4229313,0.1575893
