names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VLMC (for_DEGs),mean_expr_Rest (for_DEGs)
Atxn2,-2.5961177,-0.39515886,0.009428375533289481,0.04993898099339412,0.4236111111111111,0.7128254788035292,0.72916365,0.88026863
Spag1,-2.598436,-0.6466879,0.009364948564250979,0.049622592766993455,0.04861111111111111,0.1811563015565598,0.06154768,0.09475024
4933406C10Rik,-2.5986528,-1.1325643,0.009359035042765949,0.04960551589584632,0.027777777777777776,0.15709059608349474,0.03532056,0.07587113
Dhrs7b,-2.5996132,-0.672552,0.009332886615485312,0.04948197777389313,0.05555555555555555,0.18893910049494297,0.07296345,0.11390285
Mre11a,-2.599825,-0.8277,0.009327131489868478,0.04946122422197869,0.034722222222222224,0.16508858761925257,0.05182804,0.090217896
Zfp420,-2.6000419,-1.1382993,0.00932123927870851,0.049439735376805696,0.034722222222222224,0.16483752958898215,0.039211042,0.084365524
Megf11,-2.601978,-0.273787,0.00926877727916303,0.049190607444422406,0.09722222222222222,0.24130263252277456,0.1612196,0.19186108
Hexb,-2.6022828,-0.3771622,0.009260547289784874,0.04915663881401019,0.4166666666666667,0.6799010114052076,0.73488694,0.87942
Inhba,-2.6027474,-2.4746113,0.009248005629176043,0.04909976511676749,0.013888888888888888,0.14091528584750018,0.014406409,0.07756535
5330439K02Rik,-2.6036716,-0.6733734,0.009223106703936387,0.04898692965700152,0.034722222222222224,0.16537551108241877,0.053693566,0.08431456
Rpap1,-2.6042757,-1.8975329,0.009206864337181687,0.04892000093732884,0.013888888888888888,0.14130980560935372,0.019712783,0.07155175
Tbc1d13,-2.6044927,-0.46352288,0.009201039973854979,0.04890830208220592,0.05555555555555555,0.18915429309231763,0.075037025,0.10205992
Elovl2,-2.6060314,-25.926886,0.009159809085212354,0.04872779056021698,0.0,0.12570834229969155,0.0,0.061840396
Ccar2,-2.60678,-0.927959,0.00913980678471815,0.04863101154561915,0.041666666666666664,0.17315831002080195,0.0505884,0.094150186
Mir22hg,-2.6070228,-1.921169,0.009133331652889704,0.048606183702346276,0.020833333333333332,0.14898500824904956,0.021404922,0.07875632
Gm8098,-2.6070845,-0.55234736,0.009131679084112028,0.048606183702346276,0.041666666666666664,0.1727996556918442,0.0573231,0.08297872
B3galnt1,-2.608396,-0.3267107,0.00909676227365517,0.04844034924556369,0.0625,0.19797718958467828,0.09120324,0.11311506
Ctxnd1,-2.6087987,-0.52313626,0.009086063735827724,0.04839296978824399,0.1111111111111111,0.25134495373359156,0.168078,0.23351079
Phyhip,-2.6089485,-2.3644588,0.009082088939855884,0.04838138973313394,0.013888888888888888,0.14098701671329172,0.016291019,0.08119213
Lrsam1,-2.6098263,-0.581475,0.009058819619613525,0.048267000432087134,0.034722222222222224,0.16594935800875116,0.060136776,0.08869593
Islr2,-2.610136,-1.767069,0.009050619636099919,0.04823287378461023,0.034722222222222224,0.16300839251129762,0.029919373,0.09837165
Cars,-2.6106112,-0.74243635,0.009038059199469222,0.04818504974002738,0.04861111111111111,0.18173014848289218,0.05877922,0.09647769
Mttp,-2.612217,-0.2943168,0.008995714619465852,0.04798558213528032,0.06944444444444445,0.20769672189943333,0.095994115,0.11649635
Itpa,-2.612434,-0.82066804,0.008990009657827843,0.047966949862159276,0.041666666666666664,0.1727996556918442,0.05453731,0.0944007
Ano2,-2.6134872,-2.1212554,0.008962345776665654,0.04784785039121918,0.013888888888888888,0.14163259450541568,0.022162914,0.093036056
Man1b1,-2.615444,-0.3321247,0.00891115237829524,0.047602915388626856,0.08333333333333333,0.22376443583674055,0.098546065,0.122549154
Rfc2,-2.6156662,-0.82297885,0.00890536068543044,0.047581435994733724,0.027777777777777776,0.15787963560720178,0.049719736,0.08634308
Arid3b,-2.6182375,-0.93220854,0.008838529346084756,0.047261946971004457,0.041666666666666664,0.1735528297826555,0.052355096,0.09763957
Efna5,-2.6193888,-0.3902547,0.008808748374184806,0.0471402248186309,0.24305555555555555,0.41385123018434833,0.42050707,0.5218296
Zfp112,-2.6221564,-0.616537,0.008737533609278944,0.04678707215650164,0.04861111111111111,0.1827343806039739,0.061122768,0.092247374
Setd2,-2.6227243,-0.26054406,0.00872298242492795,0.04671846477134024,0.375,0.6738038878129259,0.6454834,0.7354464
Gm32834,-2.6238756,-25.985838,0.008693549640264864,0.046570111410270516,0.0,0.12656911268919016,0.0,0.064338475
4930578M01Rik,-2.624232,-0.44715545,0.00868446063226173,0.046530699339755274,0.04861111111111111,0.18352342012768094,0.072608985,0.097738095
Plch1,-2.6243043,-1.6215855,0.008682617522436554,0.0465301022791923,0.027777777777777776,0.1572699232479736,0.040711727,0.12032237
Gdap1l1,-2.6251252,-0.839015,0.008661709579436025,0.046455117045797606,0.034722222222222224,0.1666308012337709,0.050574142,0.08873898
Prpsap1,-2.6265452,-0.42964625,0.008625654242507764,0.04628021755115488,0.05555555555555555,0.19051717954235708,0.08283857,0.1100443
Ifngr2,-2.6278567,-0.54420125,0.008592471466018714,0.04611138571837884,0.0763888888888889,0.21415249982067283,0.09616672,0.13732065
Cox18,-2.631151,-1.3979326,0.008509625375889576,0.04570330478715829,0.034722222222222224,0.16541137651531454,0.031935558,0.082055554
Plpp4,-2.63128,-1.5609752,0.008506393647203106,0.04569508142749849,0.027777777777777776,0.15795136647299332,0.042896185,0.12161629
4930488L21Rik,-2.6320493,-0.33424547,0.008487155295948994,0.04560085238995191,0.0625,0.19984219209525858,0.100856684,0.12556161
Pnma8c,-2.6320803,-1.4832871,0.008486381412805935,0.04560085238995191,0.034722222222222224,0.16580589627716807,0.037298135,0.100975
Sv2c,-2.632736,-2.3785017,0.008470015682687649,0.04553607871024752,0.013888888888888888,0.1424933648949143,0.021314004,0.106179595
Rcc1l,-2.6336808,-0.69374704,0.008446483201919054,0.04544593585013316,0.04861111111111111,0.18359515099347248,0.05900679,0.09377674
Pitrm1,-2.6337118,-0.3020383,0.008445712636117993,0.04544593585013316,0.0763888888888889,0.21669894555627287,0.09419143,0.114909895
Sh3yl1,-2.6342075,-0.75459886,0.008433392130580747,0.04539367919645526,0.027777777777777776,0.1591349257585539,0.04888041,0.08113567
Prr3,-2.6346,-0.47548252,0.008423649799492235,0.04535032460676344,0.0625,0.20002151925973746,0.07840594,0.10742015
Mcoln1,-2.6346774,-0.8620501,0.008421728160788195,0.04534906526660898,0.041666666666666664,0.17470052363532027,0.054650486,0.097215794
6430590A07Rik,-2.6348374,-0.5913956,0.008417758016515564,0.04533677248021111,0.04861111111111111,0.18294957320134855,0.062598385,0.092881575
Psma5,-2.6355965,-0.2674434,0.008398954628201246,0.04524456913788442,0.09722222222222222,0.24245032637543934,0.132747,0.15775129
Zbtb41,-2.63682,-0.42688558,0.00836871806384817,0.04510881732710137,0.06944444444444445,0.20841403055734883,0.08997757,0.1191761
Gm56822,-2.6372125,-2.3279932,0.008359042589575929,0.04506570513280602,0.013888888888888888,0.1424574994620185,0.0149382455,0.072849706
Gm13832,-2.640233,-26.063217,0.008284901230529438,0.044718338925671966,0.0,0.1273581522128972,0.0,0.067766
Eapp,-2.6403673,-0.2789338,0.008281619757533337,0.04471109561682153,0.08333333333333333,0.22448174449465605,0.1188572,0.14247935
Gm48747,-2.6419888,-1.6498946,0.008242081388970332,0.044515522999323175,0.034722222222222224,0.16580589627716807,0.028222851,0.086019926
Ppp1r16a,-2.643269,-1.0828669,0.008210973111158312,0.04436534234804421,0.034722222222222224,0.16627214690481315,0.0453179,0.093674816
Hspbap1,-2.643987,-0.661896,0.008193583410729602,0.04428028685565253,0.05555555555555555,0.1909116993042106,0.0666922,0.10356311
Pdp1,-2.6455874,-0.6596396,0.008154919295955422,0.04410681994410672,0.05555555555555555,0.1910551610357937,0.070155635,0.108678736
Ncbp2,-2.6462743,-1.2448215,0.008138381262615544,0.04403509958245664,0.027777777777777776,0.1591349257585539,0.03949197,0.091178425
Hsf5,-2.646429,-2.0500836,0.008134655031133663,0.044032671371184835,0.013888888888888888,0.14295961552255937,0.017799135,0.07173591
Tspan18,-2.6466615,-1.2361814,0.008129068547213745,0.044011297977762105,0.034722222222222224,0.16695359012983288,0.052779995,0.120158814
Kcnk13,-2.6474876,-1.9058771,0.008109233294817155,0.04394818447594533,0.034722222222222224,0.1646223369916075,0.041390218,0.14700447
Spcs3,-2.6521552,-0.6074193,0.007997975872888103,0.043380220368288924,0.05555555555555555,0.19227458575425005,0.07437939,0.11121935
Nphp1,-2.6523514,-0.4647101,0.007993329202796383,0.043363770579272924,0.05555555555555555,0.19213112402266697,0.07582589,0.10319905
Fbxo31,-2.6551862,-0.3104368,0.007926466274064847,0.043044492478601946,0.0763888888888889,0.2174879850799799,0.09896886,0.12133967
Slc25a53,-2.6585371,-0.829772,0.007848070710809873,0.04266776120427465,0.041666666666666664,0.17602754465246395,0.052487906,0.0914702
Apip,-2.6587489,-0.8305793,0.007843141546386595,0.04265234028565226,0.027777777777777776,0.16024675417832293,0.04741427,0.08282588
Lamp5,-2.659611,-1.5889993,0.007823092860467038,0.04255192412160917,0.034722222222222224,0.16670253209956243,0.038190655,0.11074937
Vac14,-2.660685,-0.7086269,0.007798186253665617,0.04243362993843562,0.04861111111111111,0.18406140162111756,0.06114006,0.09806618
Sbds,-2.6611395,-0.5922288,0.007787670247476138,0.042402168095174025,0.05555555555555555,0.19299189441216555,0.07529446,0.11144711
Sf3a3,-2.661222,-1.2527131,0.007785759612029846,0.04240035686567531,0.034722222222222224,0.16756330248906104,0.04006099,0.09294252
Zscan22,-2.6614544,-0.98761964,0.007780388201395221,0.04237969409517324,0.027777777777777776,0.16031848504411447,0.040049087,0.07790988
Faf1,-2.6669378,-0.61882555,0.007654582963142262,0.04177064261162319,0.5138888888888888,0.7843411519977046,0.9570495,1.2421756
Gm28791,-2.667165,-1.8730148,0.007649410253866496,0.041750894479259136,0.013888888888888888,0.14443009827128614,0.020043248,0.07153771
Trp53inp2,-2.6672115,-1.7487044,0.007648352585762111,0.041750894479259136,0.020833333333333332,0.15221289720966932,0.024700398,0.08069574
Kbtbd2,-2.6689568,-0.42764726,0.007608726053029787,0.04154571612373712,0.06944444444444445,0.209346531812639,0.091175735,0.12080019
Gpalpp1,-2.6694884,-0.42782885,0.007596687153839722,0.04149684566449956,0.04861111111111111,0.18567534610142744,0.07650966,0.10161837
Rilpl2,-2.669535,-1.0227216,0.007595636022882074,0.04149684566449956,0.041666666666666664,0.17559715945771465,0.04638715,0.092093386
Nfatc2,-2.6697261,-2.1823273,0.0075913160764486814,0.04148437318978566,0.027777777777777776,0.1587045405638046,0.021634331,0.094641715
Polr3h,-2.6697261,-1.9429662,0.0075913160764486814,0.04148437318978566,0.020833333333333332,0.15178251201492002,0.02281345,0.08500724
Nme5,-2.671239,-1.1207094,0.007557184480416133,0.04137358333104757,0.027777777777777776,0.16078473567175955,0.039153956,0.08326579
Emx2os,-2.6713834,-1.8960999,0.0075539299713490455,0.0413641936682594,0.027777777777777776,0.15938598378882432,0.028442476,0.10200087
Rhot2,-2.6728137,-0.40214875,0.007521801222359888,0.041205055829726854,0.05555555555555555,0.19356574133849797,0.07646695,0.099857055
Cops8,-2.6757207,-0.37233326,0.007456877183686238,0.040866059540209915,0.09027777777777778,0.23538483609497166,0.10900771,0.13896377
Gm15834,-2.6762009,-2.3683648,0.007446201109096187,0.040824203999472466,0.006944444444444444,0.13697008822896492,0.013924211,0.069900386
Efcab12,-2.6791646,-1.7157071,0.007380610802459848,0.04048938592529524,0.013888888888888888,0.1450756760634101,0.021766696,0.0697856
Dcps,-2.6799908,-1.165972,0.007362420394559154,0.04039784276124249,0.04861111111111111,0.18320063123161898,0.050357174,0.109649606
