names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VLMC (for_DEGs),mean_expr_Rest (for_DEGs)
Nfia,9.666305,1.4874967,4.192437287864363e-22,2.85191873227634e-20,0.8680555555555556,0.7376084929345097,2.155754,1.3144362
Add3,9.621698,1.960217,6.47528527937057e-22,4.328132225290726e-20,0.7152777777777778,0.5917079119144968,1.4347028,0.59991
Nedd4,9.602496,1.3551806,7.803127147232839e-22,5.1898521397560986e-20,0.7847222222222222,0.7537838031705043,1.6617342,0.98150647
Prkag2,9.529409,1.6744484,1.581804416069957e-21,1.0291303791719066e-19,0.7291666666666666,0.6621117566889032,1.7295437,0.8973287
Gjb6,9.52483,5.238755,1.6531289485662983e-21,1.0677782415378951e-19,0.4861111111111111,0.039380245319561004,0.90984833,0.03854766
Uaca,9.506144,6.391335,1.978619450671105e-21,1.2568677219747657e-19,0.4722222222222222,0.021017143676924182,0.8544137,0.015954372
Lrrk1,9.4048395,4.6632724,5.2109826437721386e-21,3.211447331150398e-19,0.4930555555555556,0.055053439495014705,0.85633427,0.052076425
Eya2,9.364276,5.588936,7.657335149335033e-21,4.676195351423462e-19,0.4791666666666667,0.04587188867369629,0.9163811,0.030692853
Zfp521,9.216755,3.7125945,3.062274773241551e-20,1.7926649925272434e-18,0.5277777777777778,0.13402912273151138,1.0266485,0.12809974
Plekhg1,9.048126,2.7713828,1.454428735117717e-19,8.192976962811961e-18,0.6041666666666666,0.27476508141453265,1.2356211,0.30560604
Nxn,8.997433,4.1314187,2.310577471112328e-19,1.2774735935964661e-17,0.5,0.10813428018076178,0.9786328,0.09053831
Pdzrn3,8.994783,2.3182874,2.3669774352199746e-19,1.3032926984500148e-17,0.6597222222222222,0.3910049494297396,1.4806647,0.51932514
Neat1,8.946641,3.5038183,3.664639409276654e-19,1.9973399782406428e-17,0.5208333333333334,0.13151854242880712,0.97469276,0.1358296
Itpr1,8.945288,1.5254959,3.7098060967635743e-19,2.017864166397515e-17,0.7430555555555556,0.6686392654759343,1.7010326,0.93845856
Vtn,8.8954,5.991829,5.820917799140226e-19,3.1407241217449373e-17,0.4444444444444444,0.021124739975611505,0.8846276,0.022100234
Pcca,8.793936,1.6485442,1.4441020870924777e-18,7.623383709268148e-17,0.7152777777777778,0.6779642780288359,1.5722088,0.79641134
Notch2,8.759373,3.447736,1.9634036320567293e-18,1.0283948458745479e-16,0.5277777777777778,0.1819812065131626,0.98551494,0.14314416
Sh3d19,8.757777,2.0514266,1.991386675272531e-18,1.0410225674041422e-16,0.6736111111111112,0.5405279391722259,1.4019165,0.55327004
Acss3,8.7052355,6.6671715,3.169173168460149e-18,1.637609289163927e-16,0.4305555555555556,0.01631877196757765,0.7756339,0.011465826
Nnat,8.699571,3.359077,3.331415447512357e-18,1.7181407499934173e-16,0.5902777777777778,0.3403270927480095,1.6224828,0.33377594
Tmem164,8.6020565,2.7503712,7.830030023486394e-18,3.9252407972216306e-16,0.5902777777777778,0.3315041962556488,1.1604482,0.28191385
Foxp2,8.47966,3.104572,2.2585320909509137e-17,1.087576295409517e-15,0.5347222222222222,0.20038017358869523,1.1206243,0.21533953
Syne2,8.476221,3.5423768,2.3262646525498743e-17,1.114201982424512e-15,0.5069444444444444,0.16967936302991177,0.8716389,0.112769954
Kcnk2,8.458159,2.6114948,2.7162971780865427e-17,1.2918036314192106e-15,0.5972222222222222,0.38318628505846064,1.2079487,0.3249593
Dcdc2a,8.417096,4.911848,3.859316965791683e-17,1.8161094022911123e-15,0.4652777777777778,0.10691485546230543,1.0069451,0.05610508
Slc7a2,8.401864,4.694352,4.394461651197841e-17,2.060718753362757e-15,0.4444444444444444,0.057743346962197836,0.8572588,0.051074293
Pard3,8.33155,1.5618501,7.97907154057686e-17,3.677489747775304e-15,0.7013888888888888,0.6086363962413026,1.3891357,0.70310366
Arhgap28,8.305248,7.121901,9.961112080135334e-17,4.551957169953001e-15,0.4097222222222222,0.014166845993831145,0.75217026,0.008020274
Ddr2,8.206195,5.6115665,2.2830867235765143e-16,1.0139924010330734e-14,0.4166666666666667,0.03156158094828205,0.73818886,0.02209143
Dock6,8.131476,4.893627,4.2409276704926687e-16,1.8439114321381554e-14,0.4305555555555556,0.060863639624130265,0.7533752,0.037120398
Itga1,8.112754,4.940361,4.948506914634611e-16,2.1377231639265598e-14,0.4236111111111111,0.04673265906319489,0.7850858,0.03810614
Lrmda,8.043106,3.0911365,8.758931325983066e-16,3.677382573893203e-14,0.5208333333333334,0.2066924897783516,1.1827788,0.23555322
Slc22a6,8.031153,9.416637,9.656070771065409e-16,4.035126308219713e-14,0.3888888888888889,0.002187791406642278,0.626889,0.0012747907
Ehbp1,7.982189,0.93838507,1.4376021115105857e-15,5.902151247417307e-14,0.7916666666666666,0.7722545011118285,1.7036347,1.2074603
Zic2,7.9820914,6.2683363,1.4387454659688634e-15,5.902151247417307e-14,0.3958333333333333,0.014955885517538197,0.66446805,0.012165232
Sptbn1,7.9549737,0.8011876,1.7916980304663914e-15,7.261376482448257e-14,0.8194444444444444,0.8474284484613729,1.9734824,1.5163568
Tmem64,7.929193,3.6269507,2.2057438960657743e-15,8.872505761569964e-14,0.4861111111111111,0.18144322501972598,0.8523762,0.103355475
Plpp3,7.928398,2.5130434,2.2199101820458403e-15,8.91614149350848e-14,0.5625,0.2621763144681156,1.1067624,0.30356
Slc13a3,7.868199,6.591779,3.597836428270157e-15,1.4010705047481034e-13,0.3888888888888889,0.013198479305645218,0.71745354,0.010818994
Lpp,7.848506,1.7809784,4.210229567066573e-15,1.6277535031234364e-13,0.6388888888888888,0.5290510006455778,1.277277,0.5611807
Pdgfra,7.8202004,3.5864198,5.273925291318911e-15,2.024433893967702e-13,0.4444444444444444,0.0852521339932573,0.8099046,0.09882173
Cst3,7.731691,1.6280321,1.061273880447107e-14,3.999499181993516e-13,0.7361111111111112,0.5854314611577361,1.5705055,0.8030557
Zic4,7.712442,6.3045077,1.234327514728874e-14,4.625715525908626e-13,0.3819444444444444,0.013019152141166343,0.6840246,0.0123455515
Lhfp,7.708394,2.8341405,1.2741089610172846e-14,4.74830898509493e-13,0.5208333333333334,0.26228391076680296,1.0113953,0.21939379
Plxna2,7.704124,1.4203631,1.3174396075546873e-14,4.896210547025512e-13,0.7013888888888888,0.6560146330966214,1.4769782,0.8165639
Slc22a8,7.6436977,6.9025807,2.110708421096807e-14,7.758513717492641e-13,0.375,0.008033856968653611,0.666751,0.007891562
Pbx3,7.5826674,2.4659822,3.385226009954932e-14,1.222594393649046e-12,0.5625,0.33587977906893335,1.1951985,0.34857813
Sdk1,7.56552,2.1641464,3.8631686284158447e-14,1.3877452011434993e-12,0.6180555555555556,0.4624847571910193,1.5112158,0.58114886
Wnk1,7.549875,1.0011933,4.3567661786945534e-14,1.5629680536918913e-12,0.7569444444444444,0.76052650455491,1.5379158,1.0388358
Pld1,7.5480576,3.129356,4.4179827978944167e-14,1.5828159703923065e-12,0.4652777777777778,0.14224230686464387,0.8456204,0.14143564
Tcf7l2,7.4895,2.7048643,6.913639972270355e-14,2.4251893740849146e-12,0.4861111111111111,0.16383329746790043,0.8540934,0.1880884
Sema3a,7.4013004,3.2673392,1.348573557808e-13,4.604341994701519e-12,0.4861111111111111,0.22204289505774336,1.0513701,0.17675255
Ghr,7.3841634,2.4332435,1.5341511645994376e-13,5.185237961356841e-12,0.5625,0.39738899648518755,1.1999998,0.35737222
Tmsb4x,7.363448,1.2996141,1.7921961799623805e-13,6.012023889586662e-12,0.7847222222222222,0.7209669320708701,1.7568315,1.0809624
Tbx15,7.3578405,5.436176,1.8690898264538634e-13,6.2621500794034055e-12,0.375,0.027150132702101714,0.6829058,0.022373756
Col1a1,7.3576136,7.191398,1.8722726083009366e-13,6.265001866132773e-12,0.3611111111111111,0.008607703894986012,0.66202265,0.0064019687
Ddx5,7.335024,0.99641806,2.216818775351328e-13,7.408696578817186e-12,0.7569444444444444,0.8060397388996485,1.6922257,1.1697782
Phf21a,7.3243256,0.89563334,2.401032154385483e-13,7.98462054311113e-12,0.75,0.7720393085144538,1.5988655,1.1384054
Gja1,7.2962112,3.3823879,2.9598407528490056e-13,9.758395218288685e-12,0.4236111111111111,0.08908973531310523,0.7628143,0.104120046
Sparc,7.2422185,3.0242753,4.414042776254686e-13,1.4324315144681571e-11,0.4583333333333333,0.14439423283839037,0.91686004,0.16935995
Rbpms,7.2265425,5.2279663,4.954454219027536e-13,1.59051594821111e-11,0.3680555555555556,0.024890610429667885,0.6329303,0.023290439
Marchf3,7.152211,2.5145748,8.539093331260989e-13,2.6867147284658408e-11,0.5208333333333334,0.3189512947421275,0.9907683,0.2595365
Slc16a12,7.1331277,5.4952016,9.81134109423288e-13,3.061913300836672e-11,0.3680555555555556,0.035506778566817304,0.6239882,0.019025601
Sncaip,7.119285,2.9175797,1.0848845841568768e-12,3.370040320958992e-11,0.4791666666666667,0.22351337780647013,0.89380103,0.17493246
Dcn,7.09179,3.832063,1.3238810448459432e-12,4.0841198249150973e-11,0.4166666666666667,0.11333476795064916,0.85850453,0.091180995
Bmp7,7.0247703,5.6356897,2.1441869351060608e-12,6.502742996196372e-11,0.3541666666666667,0.020909547378236856,0.5832256,0.01580059
Lamc3,7.023428,6.980855,2.1648998166661e-12,6.558157618243304e-11,0.3472222222222222,0.012050785452980417,0.6098054,0.006628725
Fut8,7.005924,1.0886365,2.4536076311698815e-12,7.374545531267866e-11,0.6944444444444444,0.7364607990818449,1.5343937,0.9972641
Gnas,6.9668274,1.2600583,3.241676954738431e-12,9.646053131098742e-11,0.7013888888888888,0.7106376873968869,1.4645203,0.8706568
Flrt2,6.901207,1.6945022,5.156257821059349e-12,1.5092445277980906e-10,0.6319444444444444,0.6023958109174378,1.580796,0.78492105
Kdm7a,6.860985,1.6374328,6.838753492950007e-12,1.982279464461345e-10,0.625,0.5783301054443727,1.2176172,0.56799173
Efemp1,6.8574734,4.4882245,7.008899874925238e-12,2.0294088323194087e-10,0.375,0.0639839322860627,0.6757601,0.0421207
Mrc2,6.854861,3.8034434,7.138193978004285e-12,2.064620798589614e-10,0.3958333333333333,0.09325012552901514,0.6353504,0.06163873
Airn,6.8488455,3.0372715,7.444827547763303e-12,2.1417828287837253e-10,0.4652777777777778,0.22760203715658847,0.91502357,0.16748898
Clmp,6.841085,2.5620813,7.85955112382699e-12,2.253854201678028e-10,0.5069444444444444,0.316010329244674,0.93825245,0.23380378
Pdlim5,6.8311095,2.5890322,8.42603082587296e-12,2.4034760965096225e-10,0.4861111111111111,0.23954522631088157,0.9022195,0.21792214
Tcf7l1,6.806718,3.7522376,9.98503107985704e-12,2.8301454126134884e-10,0.3819444444444444,0.07151567319417546,0.63451064,0.06368593
Ror1,6.7014327,2.1588056,2.0638572821735062e-11,5.66453985413709e-10,0.5208333333333334,0.3322932357793559,0.99758404,0.3244907
Gjb2,6.6895003,7.4576616,2.2393378661834273e-11,6.121160576230792e-10,0.3263888888888889,0.004698371709346532,0.55481803,0.0042100707
Laptm4a,6.6413627,2.4707046,3.107960778664697e-11,8.317819334932311e-10,0.5069444444444444,0.31504196255648803,0.91594845,0.23937105
Dennd4a,6.623957,1.1632462,3.497080676637353e-11,9.285232982336528e-10,0.6736111111111112,0.7024245032637544,1.4149075,0.8718644
Bnc2,6.5738573,5.404325,4.90281580181012e-11,1.2852552253135406e-09,0.3333333333333333,0.01918800659923965,0.81681025,0.029392311
Fbxl7,6.540833,2.1744227,6.117715889454854e-11,1.5897778138264211e-09,0.5347222222222222,0.3796714726346747,1.1289577,0.38085636
Prdm6,6.4884458,6.6682615,8.672632093619767e-11,2.2104394314073244e-09,0.3194444444444444,0.007854529804174736,0.66524935,0.009248341
Gm29683,6.485446,4.110002,8.846971144594577e-11,2.246863087478793e-09,0.3680555555555556,0.07922674126676708,0.7252724,0.05986474
Calm1,6.480288,0.9074314,9.154782821764374e-11,2.3228424402342657e-09,0.8055555555555556,0.836740549458432,1.8379453,1.3394274
Dock5,6.4171095,3.194327,1.3888612113500433e-10,3.4650604223747134e-09,0.3819444444444444,0.09023742916577003,0.60581404,0.08707191
Col3a1,6.396668,7.244585,1.588042886037905e-10,3.936412578213884e-09,0.3125,0.004734237142242307,0.53948,0.004704531
Igf1r,6.3940034,1.0348085,1.615976858818519e-10,3.998277918642136e-09,0.6805555555555556,0.685747076967219,1.3372685,0.8632449
Pds5b,6.346718,1.2055956,2.1995700215749247e-10,5.368069616686487e-09,0.6527777777777778,0.673158310020802,1.2973077,0.76691175
Foxc1,6.332725,6.490559,2.4086826965289957e-10,5.857131588754218e-09,0.3125,0.008787031059464889,0.52393407,0.0076294392
Cgnl1,6.311757,5.400808,2.7588517907050795e-10,6.648461669618429e-09,0.3194444444444444,0.018614159672907252,0.5439583,0.016964141
Apcdd1,6.3082666,3.9101493,2.821778617807764e-10,6.787931196105158e-09,0.3611111111111111,0.08109174377734739,0.5886526,0.051943965
ENSMUSG00000121393,6.308029,6.187355,2.826111188891437e-10,6.792272597988632e-09,0.3194444444444444,0.02180618320063123,0.50470424,0.008968159
Gli3,6.262194,3.1724124,3.795975747220871e-10,8.970788771136745e-09,0.3680555555555556,0.07632164120220931,0.6591337,0.098487906
Trabd2b,6.235949,3.1105547,4.4904703415764346e-10,1.0492081572013808e-08,0.4097222222222222,0.16756330248906104,0.7215903,0.115522675
Pde7b,6.195634,2.0252829,5.805091130057401e-10,1.3446792988331239e-08,0.5486111111111112,0.4205222007029625,1.2508342,0.47777605
Cald1,6.180516,2.6295846,6.389253684446661e-10,1.4698565625092617e-08,0.4513888888888889,0.24334696219783372,0.83962876,0.19274525
Kank2,6.1790237,4.9496045,6.449929073102077e-10,1.4825457159474148e-08,0.3194444444444444,0.02718599813499749,0.4792313,0.019701192
Prdm5,6.1673284,2.3081532,6.945333506677585e-10,1.586914211942404e-08,0.4722222222222222,0.2728283480381608,0.82130516,0.22883648
Sparcl1,6.127339,1.3316665,8.93611316808356e-10,2.0059595724845886e-08,0.6597222222222222,0.5898787748368123,1.2809662,0.70953596
Rbm39,6.0851955,0.51077795,1.1634914579748492e-09,2.5879979698496853e-08,0.8125,0.8574349042392941,1.8212104,1.5336494
C1qtnf7,6.074079,5.2764254,1.247013183212507e-09,2.764624111627068e-08,0.3125,0.026289362312603114,0.55166507,0.018815117
Pdgfrb,6.0675063,4.7147813,1.299116787604847e-09,2.8777632384948258e-08,0.3194444444444444,0.034897066207589124,0.5731836,0.02904524
Robo1,6.0557284,0.85220546,1.3978353061870247e-09,3.0786749735447016e-08,0.8541666666666666,0.7916577003084427,2.2700722,1.7592771
Son,6.0254664,0.7579544,1.6862269962544521e-09,3.67767202835691e-08,0.6875,0.7838390359371638,1.4535688,1.0779377
Mapk4,5.998235,1.7386622,1.9947371661019077e-09,4.305107442020744e-08,0.5625,0.48590488487196043,1.1209141,0.48216042
Baz2b,5.9783664,0.78981805,2.2538615600689296e-09,4.829446580466678e-08,0.6944444444444444,0.7559715945771466,1.4073234,1.02404
Nipbl,5.9759293,0.6552796,2.287820008274234e-09,4.882742146332698e-08,0.7361111111111112,0.7959974176888315,1.4895184,1.1572093
Hlf,5.9558907,2.495383,2.586593211013849e-09,5.44684636206443e-08,0.4791666666666667,0.33695574205580664,0.97151196,0.25556204
Wls,5.942425,2.1618383,2.8083673901151494e-09,5.867871833001094e-08,0.4930555555555556,0.3413313248690912,0.94567966,0.30148813
Foxd1,5.928819,6.420681,3.0512060909378586e-09,6.326073122183662e-08,0.2916666666666667,0.0064916433541352845,0.48741138,0.007305018
Bmp5,5.92694,5.6677527,3.086319386647173e-09,6.389014015347422e-08,0.2986111111111111,0.0158166559070368,0.51886874,0.013290357
Glul,5.90845,2.2252917,3.4534157515875157e-09,7.067271991253354e-08,0.4722222222222222,0.2701743060038735,0.85350823,0.25328442
Wnt5a,5.883315,4.3038197,4.021296247525901e-09,8.142594587115371e-08,0.3333333333333333,0.07040384477440642,0.57466114,0.038563598
Nr2f2,5.8719764,3.1919365,4.306302903862929e-09,8.686963890900668e-08,0.3888888888888889,0.1587045405638046,0.7001879,0.10523809
Pard6g,5.845881,4.1171956,5.0389452708886865e-09,1.0111759479371098e-07,0.3402777777777778,0.08385338211032208,0.5738207,0.043691844
Wwtr1,5.8154483,3.4864864,6.047161082369617e-09,1.202718122007932e-07,0.3472222222222222,0.08984290940391651,0.5965388,0.0702608
Lama4,5.8056226,3.3784294,6.412730849615017e-09,1.2707232885630937e-07,0.3680555555555556,0.128828634961624,0.69796443,0.092659414
Mill2,5.78356,5.0404587,7.3136257132999905e-09,1.4386319393584973e-07,0.3055555555555556,0.0359371637615666,0.56488574,0.02280822
Enpp1,5.783038,5.2501116,7.336343477976051e-09,1.4420449835641295e-07,0.2986111111111111,0.025464457356000288,0.5084695,0.017264364
Tut4,5.741396,0.94001967,9.389926063486969e-09,1.824347891004301e-07,0.6388888888888888,0.6925256437845205,1.2213533,0.80944085
