names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VLMC (for_DEGs),mean_expr_Rest (for_DEGs)
Nid1,5.7279816,6.015585,1.0163257521797795e-08,1.9632403278986824e-07,0.2847222222222222,0.010114052076608565,0.48001227,0.009477981
Slc38a2,5.6836443,1.9763467,1.3185446200354717e-08,2.5180734854550906e-07,0.5277777777777778,0.4526934940104727,1.0516251,0.38748527
Svep1,5.673018,4.92826,1.4030342477408952e-08,2.66804884903028e-07,0.2986111111111111,0.0329244673983215,0.49050808,0.020581316
Rplp1,5.6657996,1.2286705,1.4634035607358935e-08,2.776952943289086e-07,0.6666666666666666,0.6532888601965425,1.3712189,0.81296885
Ogn,5.660244,5.2422757,1.5115790974849065e-08,2.858277997847955e-07,0.2916666666666667,0.02449609066781436,0.5007998,0.01702768
Macf1,5.6578226,0.3906577,1.5330563843185518e-08,2.8968512691026364e-07,0.8333333333333334,0.8773043540635536,2.051308,1.8197304
Vstm4,5.6517296,5.7050924,1.588412412710788e-08,2.99934234220231e-07,0.2847222222222222,0.015135212682017072,0.46309942,0.011227022
Gm6209,5.6377163,5.5601873,1.7231994645911184e-08,3.2266459661019756e-07,0.2916666666666667,0.027042536403414388,0.53835887,0.015002444
Ubb,5.628221,1.4412391,1.8207761068117228e-08,3.395159888274184e-07,0.5972222222222222,0.4820314181192167,1.1741356,0.6005751
Fign,5.616846,2.5011075,1.9447426652469425e-08,3.611280954746741e-07,0.4027777777777778,0.1794347607775626,0.7695212,0.18621416
Grk5,5.611652,2.4824793,2.0040414586326035e-08,3.708580853543943e-07,0.4513888888888889,0.2907251990531526,0.8241559,0.20622605
Dpyd,5.609308,0.9919901,2.0313739385065944e-08,3.753990215108129e-07,0.7152777777777778,0.6494153934437988,1.5469573,1.0504208
Aldh1a1,5.582505,3.8529725,2.370787182115327e-08,4.330594941090336e-07,0.3194444444444444,0.06588480022953877,0.6109404,0.056646973
B130024G19Rik,5.5805583,2.6062102,2.3974752232995168e-08,4.3763695142702456e-07,0.4097222222222222,0.21422423068646437,0.71857786,0.15930054
Rarb,5.5667257,2.6269968,2.5957014322666435e-08,4.71897817895837e-07,0.4027777777777778,0.19604045620830643,0.65424365,0.13935068
Fchsd2,5.5586143,1.070351,2.7192475056980163e-08,4.926917092252576e-07,0.6388888888888888,0.6435693278817876,1.2431759,0.77684814
Lgr4,5.5446115,2.038542,2.9460764999771095e-08,5.316391910972796e-07,0.5,0.41252420916720467,0.9130834,0.30980957
Ebf1,5.5271235,3.4498048,3.2552423780522e-08,5.823459567128003e-07,0.3333333333333333,0.0855390574564235,0.7116687,0.09069901
mt-Co1,5.500997,1.4665142,3.7764991265629e-08,6.70241291484446e-07,0.5902777777777778,0.5138440570977691,1.1910647,0.6036925
St6gal1,5.4649363,2.0674722,4.630732243265831e-08,8.137853196635244e-07,0.4722222222222222,0.3217846639408938,0.8491649,0.27698267
Fmod,5.4202995,8.057621,5.949932667900398e-08,1.0314496179773141e-06,0.2638888888888889,0.0030844272290366545,0.4310095,0.0020202775
Tjp1,5.4094462,0.5886403,6.321999889678307e-08,1.0917232457304378e-06,0.7708333333333334,0.7967505917796428,1.6400498,1.3252761
Epb41l2,5.4082894,1.6573231,6.362953361470525e-08,1.0980896391953308e-06,0.5069444444444444,0.33609497166630803,0.9174667,0.38965595
Egfr,5.3449717,2.6157942,9.043121052022813e-08,1.5243956252688394e-06,0.3541666666666667,0.11738756186787175,0.6211093,0.13143547
Gm5089,5.3120246,3.6632607,1.0841402867720929e-07,1.8082464000972151e-06,0.3055555555555556,0.06208306434258661,0.5254631,0.053124115
Agmo,5.299793,2.3405366,1.1593431069590023e-07,1.9217488762485127e-06,0.375,0.14292375008966357,0.67474294,0.17415154
Slc22a23,5.286337,1.382583,1.2478992873568914e-07,2.058382679636567e-06,0.5694444444444444,0.5746359658561079,1.135222,0.59330815
Phkb,5.259555,1.426495,1.4440457130446105e-07,2.3587543045294032e-06,0.5625,0.5349329316404849,1.0300732,0.51290405
Slc41a1,5.242201,3.3532887,1.5867246664182328e-07,2.577708088673393e-06,0.3402777777777778,0.12445305214833943,0.567764,0.072123624
Mt3,5.2319517,1.4401873,1.6772957232072907e-07,2.7182711750651326e-06,0.5763888888888888,0.5001434617315831,1.1362342,0.57629097
Osbpl8,5.218858,1.0061152,1.8003017647976797e-07,2.904012650936406e-06,0.6111111111111112,0.6593501183559286,1.2023244,0.7696457
Abca9,5.2158575,2.7497287,1.8296866217076348e-07,2.9492309253319826e-06,0.3402777777777778,0.10741697152284628,0.5721907,0.108676374
Stag1,5.1810775,0.4178231,2.2060778883894022e-07,3.503387284930452e-06,0.7638888888888888,0.8226095688974966,1.6782451,1.4494616
Zcchc24,5.161746,2.821067,2.4465705913943025e-07,3.867020693574406e-06,0.3333333333333333,0.10512158381751668,0.53643245,0.09572302
Eml4,5.125613,1.0721684,2.965710403644149e-07,4.6384539316599695e-06,0.5972222222222222,0.633778064701241,1.1131968,0.67913383
Afap1,5.0951495,2.4661636,3.4846611189969746e-07,5.387390349105219e-06,0.4027777777777778,0.23265906319489277,0.67734253,0.16152008
Ror2,5.0309486,4.158623,4.880584978319896e-07,7.404930455531089e-06,0.2847222222222222,0.05573488272003443,0.47273317,0.033280354
Gm29478,5.0235033,6.021113,5.073735641565252e-07,7.684964864084459e-06,0.25,0.009038089089735314,0.4687141,0.00916492
Pid1,5.0157843,1.1498635,5.28176080973881e-07,7.97351329772217e-06,0.6041666666666666,0.5863280969801306,1.2472936,0.75050324
Zfp536,4.9950433,1.2571031,5.882264093383748e-07,8.800469721003413e-06,0.5833333333333334,0.47579083279535184,1.2086358,0.6844828
Egflam,4.993417,5.235331,5.932040365562864e-07,8.870001370210025e-06,0.2569444444444444,0.019690122659780502,0.46183428,0.015462199
Nhsl1,4.9620547,2.2933261,6.975137882264479e-07,1.0314912212242519e-05,0.3958333333333333,0.21447528871673482,0.7086301,0.19092727
Zfp36l1,4.9550633,3.2911944,7.230668337209656e-07,1.066656526673426e-05,0.2916666666666667,0.0631231618965641,0.461491,0.05818066
Sash1,4.9393516,1.6850379,7.838281641810165e-07,1.1508996050023997e-05,0.5069444444444444,0.4299906749874471,0.9802344,0.41728252
Rai14,4.9284053,2.6052907,8.290352541952439e-07,1.2159485414970635e-05,0.3611111111111111,0.1764220644143175,0.62977165,0.13466322
Ahnak,4.921512,4.2193084,8.587804389162404e-07,1.2568317207886374e-05,0.2638888888888889,0.03116706118642852,0.4458607,0.0297167
Camk1d,4.907442,0.34884045,9.227185466102128e-07,1.3445470361939489e-05,0.9166666666666666,0.9537335915644501,2.5447242,2.3241646
Pde1a,4.8763385,0.77571815,1.0807319281685457e-06,1.552901973790846e-05,0.8263888888888888,0.7615307366759917,2.078107,1.625793
Tmtc4,4.8688564,3.0555463,1.1224578563477744e-06,1.6076994989373506e-05,0.3541666666666667,0.1761351409511513,0.6344568,0.10126217
Cmbl,4.851859,4.662161,1.2230956240803006e-06,1.740708655669369e-05,0.2638888888888889,0.03877053296033283,0.42183805,0.02051396
E130308A19Rik,4.8310094,1.8002895,1.3584250764282606e-06,1.9150515112081514e-05,0.4791666666666667,0.3950218779140664,0.8606155,0.33060154
Pten,4.8210235,0.8427001,1.4282341573998399e-06,2.0050497288053133e-05,0.625,0.7099203787389714,1.2313254,0.8555247
Phip,4.819428,0.6288211,1.4397025929209144e-06,2.0190401185691528e-05,0.6736111111111112,0.7456782153360592,1.360351,1.0556599
Nadk2,4.8176675,3.0046864,1.4524614735574948e-06,2.0348091655104214e-05,0.3611111111111111,0.19101929560289793,0.69002146,0.116730735
Msi2,4.767263,0.9376418,1.8674531900629466e-06,2.571935787646918e-05,0.625,0.6518183774478158,1.2249538,0.81319386
Tns1,4.7606487,3.4497058,1.929714554348568e-06,2.6522470626775457e-05,0.2777777777777778,0.05867584821748798,0.4269494,0.047592703
Col26a1,4.757174,2.9882994,1.9632190895838854e-06,2.695538933935565e-05,0.3263888888888889,0.13546374004734238,0.55738145,0.08986009
Dse,4.716874,2.8367624,2.3949553747840468e-06,3.2403046787737836e-05,0.3541666666666667,0.1852808263395739,0.58881295,0.10637461
Cyp1b1,4.688027,7.2780766,2.7585184656694774e-06,3.683965764042687e-05,0.22916666666666666,0.003514812423785955,0.37054116,0.0028855845
Itgbl1,4.6807723,2.5391684,2.8579612594619127e-06,3.809197373102262e-05,0.375,0.2178107739760419,0.7612702,0.1792324
Antxr1,4.6562414,2.4551606,3.220342659087777e-06,4.237541980885826e-05,0.3819444444444444,0.2337708916146618,0.6752863,0.16203475
Hsp90aa1,4.6529884,0.65212893,3.2715842973831022e-06,4.29865379318748e-05,0.7291666666666666,0.7956387633598737,1.4401069,1.1150583
Tgfbr1,4.6338277,1.5302393,3.589662130676609e-06,4.682243759770897e-05,0.4513888888888889,0.30069578939817804,0.7941846,0.35054296
Ptpn14,4.6307087,2.8185742,3.6441605834519984e-06,4.7467727181621645e-05,0.3333333333333333,0.1556918442005595,0.5040776,0.088845104
Rhoj,4.596595,3.8558137,4.294517207457224e-06,5.508051425507189e-05,0.2638888888888889,0.05315257155153863,0.4527092,0.038784772
Hspa8,4.5962076,1.0623411,4.302502332499925e-06,5.515660194383253e-05,0.6458333333333334,0.6712574420773258,1.3289361,0.8457759
Fam20a,4.595469,3.0824926,4.317766742799066e-06,5.532589050024363e-05,0.2916666666666667,0.08819309949071086,0.47667176,0.06961527
Gramd3,4.5906,2.5258298,4.419733452555709e-06,5.649773447677065e-05,0.3194444444444444,0.1200416039021591,0.54999375,0.1198432
Rbp1,4.5685887,4.8770494,4.910187925714041e-06,6.21171137306668e-05,0.2361111111111111,0.018506563374219926,0.37006176,0.015124485
Itpr2,4.5573587,1.7890258,5.180092121319202e-06,6.528568259842728e-05,0.4027777777777778,0.22509145685388424,0.6944673,0.25474456
Cox7c,4.5382543,1.4332211,5.6721808901110185e-06,7.085611367609626e-05,0.5277777777777778,0.4625206226239151,0.9757483,0.477579
Fmo1,4.495569,4.763027,6.938408195257084e-06,8.499350591604632e-05,0.2361111111111111,0.02313320421777491,0.37994552,0.016879145
Rps29,4.468405,1.2557516,7.880500133525759e-06,9.546845743365065e-05,0.5555555555555556,0.5164980991320566,1.026668,0.5598114
Ston1,4.4667215,4.384894,7.942732938925212e-06,9.609240615439912e-05,0.25,0.04425794419338641,0.42460927,0.02500485
Arhgap24,4.463097,2.6532924,8.07834245940583e-06,9.755733118392569e-05,0.3333333333333333,0.1565884800229539,0.6540034,0.13693443
Hmgcs2,4.4556875,5.757327,8.362468193541007e-06,0.00010049173540270432,0.2222222222222222,0.008320780431819812,0.3510632,0.0077452273
Zfand3,4.4430275,0.55131763,8.870192012816483e-06,0.00010583572796819666,0.6527777777777778,0.7471486980847859,1.275435,1.0155061
Gxylt2,4.441463,3.683148,8.934940359804823e-06,0.00010651368565570347,0.2847222222222222,0.09586830213040672,0.49440193,0.048587147
Ndnf,4.4206285,3.3802593,9.84141140299785e-06,0.00011623680193342955,0.2638888888888889,0.06014633096621476,0.5088628,0.061763853
mt-Co3,4.4201794,1.1210704,9.86189174732895e-06,0.00011637638614436929,0.6111111111111112,0.6075604332544294,1.2745059,0.78150386
Prrx1,4.4047875,3.144488,1.0588752076684127e-05,0.00012402779786421206,0.2708333333333333,0.07119288429811348,0.46934256,0.06553765
Dock1,4.371918,1.5667062,1.2315977842216509e-05,0.00014270389159998172,0.4375,0.28441288286349614,0.7560805,0.32312194
Ogt,4.3391466,0.43276447,1.4303720608303463e-05,0.00016354935010430387,0.6805555555555556,0.7729000789039524,1.3380507,1.1258873
Abca1,4.323047,1.9980327,1.5388880874199746e-05,0.0001752115377498929,0.3958333333333333,0.258446309446955,0.7156273,0.23247924
Vamp5,4.3163295,4.9899087,1.586449718182497e-05,0.00018009253877297716,0.2222222222222222,0.016390502833369198,0.35801202,0.013456072
Tnrc6b,4.3157773,0.3779464,1.590423145800296e-05,0.00018046735611340351,0.7152777777777778,0.8048203141811922,1.4575856,1.2630076
Cxcl12,4.3064985,3.5859673,1.65858877118486e-05,0.0001874896099357896,0.25,0.051287569040958325,0.4081291,0.04111399
Septin11,4.299621,1.3010476,1.7109029598565476e-05,0.00019283541330262347,0.5138888888888888,0.5316333118140736,0.9216596,0.47884336
Eva1c,4.298279,4.150715,1.7212962076422608e-05,0.00019388033319280094,0.24305555555555555,0.04504698371709347,0.36903176,0.024818156
Rps8,4.2600803,1.2333769,2.043533069826641e-05,0.00022635424228569732,0.5555555555555556,0.5445807330894484,1.0719953,0.59725744
Ptprm,4.255206,1.2468661,2.0885634901391604e-05,0.00023075534942450343,0.5069444444444444,0.37949214547019583,0.9801268,0.53150076
Lamc1,4.2494597,1.861519,2.14286918045646e-05,0.0002359790773723979,0.4652777777777778,0.4397460727350979,0.8999549,0.3376374
Smoc1,4.226209,2.9659388,2.376611666763222e-05,0.00025896007901836084,0.2777777777777778,0.09167204648160103,0.46081167,0.0722445
Cox6c,4.223524,1.3472264,2.4051156437589364e-05,0.0002618535548938518,0.5069444444444444,0.43264471702173446,0.8871602,0.44555593
Yap1,4.20553,2.8292665,2.604710375256899e-05,0.0002816441359483013,0.2986111111111111,0.12717882504841835,0.4465422,0.0762218
Ctnna1,4.1882224,2.2229755,2.811477544769401e-05,0.000301333871671136,0.3472222222222222,0.19356574133849797,0.5529321,0.14682592
Ggact,4.1677036,2.8290153,3.076837793789746e-05,0.00032561887167833976,0.3125,0.15447241948210316,0.47971725,0.08308556
Hsp90ab1,4.1671095,0.61661834,3.08486031064836e-05,0.0003262109269859167,0.7222222222222222,0.8094469550247472,1.4803643,1.167492
Stard13,4.158518,1.7118957,3.203190517692342e-05,0.00033739603767304286,0.4375,0.34513306075604333,0.82963294,0.3325649
Afdn,4.157609,0.77198803,3.215955388595001e-05,0.00033821025945811225,0.5972222222222222,0.6840614016211176,1.1714418,0.8346207
Zkscan2,4.150541,2.1014595,3.3169088083335365e-05,0.000348009916750965,0.4097222222222222,0.3365970877268489,0.68639344,0.20692103
Akap12,4.1489296,3.290645,3.3403340187519266e-05,0.00034964851999947125,0.2708333333333333,0.09195896994476724,0.44601405,0.055850364
Kmt2c,4.1455684,0.4551128,3.3897186301451226e-05,0.00035344097629801883,0.6805555555555556,0.7873897137938455,1.378842,1.1526912
Selenos,4.1406064,2.1126251,3.463888891012455e-05,0.00036019618615133384,0.375,0.24632379312818306,0.6165349,0.17991816
Mcc,4.1290817,1.7390089,3.64214711165021e-05,0.0003764018957309275,0.4166666666666667,0.31407359586830214,0.7251923,0.27693906
Osr1,4.0836396,5.992942,4.4335797086387286e-05,0.0004500577513076035,0.20833333333333334,0.01405924969514382,0.32457414,0.0060025994
Lrp1,4.0696883,1.2798148,4.707610083230441e-05,0.00047500369108675157,0.5208333333333334,0.5586041173516965,0.971668,0.5166486
Erbin,4.069306,1.0912428,4.715336308816247e-05,0.00047560467949659367,0.5277777777777778,0.4452693494010473,0.90546185,0.52555436
Cemip,4.0498457,2.2406566,5.125144856811544e-05,0.0005119429081878297,0.4166666666666667,0.3453123879205222,0.9686741,0.29701343
Lef1,4.041698,3.5931487,5.306558641404767e-05,0.000528492330224411,0.22916666666666666,0.03973889964851876,0.3820063,0.037824605
Slc22a4,4.038213,3.3505359,5.386003263209965e-05,0.0005360070654905621,0.2847222222222222,0.12316189656409153,0.49470955,0.06085572
Irag1,4.0364776,6.0536,5.425967858536177e-05,0.0005395845905213437,0.2013888888888889,0.007818664371278962,0.32735446,0.005813821
Tcf4,4.0241323,0.3907637,5.718578694308001e-05,0.0005655436493045858,0.9583333333333334,0.9328599096191091,3.033311,2.7773218
Anpep,3.9641137,6.73703,7.366911566480869e-05,0.0007148750949488658,0.19444444444444445,0.0035865432895775054,0.3040765,0.003325932
Fam114a1,3.954004,3.7142336,7.685412850286145e-05,0.0007425639816152057,0.2222222222222222,0.03647514525500323,0.31518725,0.027838912
Hs3st3a1,3.9523568,7.1052375,7.738521178870823e-05,0.0007474265423301904,0.19444444444444445,0.004554909977763431,0.34087062,0.0029456397
Kirrel,3.9480557,3.5173752,7.878843003179947e-05,0.0007598869759348355,0.24305555555555555,0.0659923965282261,0.36019826,0.03716821
Dlg1,3.9320908,0.43759313,8.421022678506944e-05,0.0008075406116041455,0.6875,0.7736532529947636,1.4448968,1.2218131
Dnajc6,3.9318223,0.66999775,8.430435391054514e-05,0.0008081548303875662,0.6041666666666666,0.7059751811204361,1.2681772,0.9575994
Ppia,3.9196267,1.2322743,8.868626771690108e-05,0.0008465364168927645,0.5416666666666666,0.5323864859048849,1.1126761,0.62560445
Pdgfrl,3.909558,5.169261,9.246510774463798e-05,0.0008788600796244862,0.2013888888888889,0.015027616383329747,0.3603909,0.011985923
Itm2b,3.898808,0.73903394,9.666735136766752e-05,0.0009135235473535589,0.625,0.7237285704038448,1.2230414,0.8905406
Fbn2,3.8955088,1.8946992,9.799283536566857e-05,0.0009248568620567315,0.4027777777777778,0.32526361093178396,0.7884852,0.27969965
Appl2,3.8949976,2.0833075,9.819972083959129e-05,0.0009264840235111721,0.3611111111111111,0.24119503622408722,0.6142225,0.18245173
Fth1,3.8818517,1.0034678,0.00010366407494455008,0.000972574613743038,0.5833333333333334,0.5799081844917868,1.1551313,0.7345824
Rin3,3.8704872,3.56357,0.00010861802938121038,0.0010109339970464574,0.2222222222222222,0.040635535470913135,0.34143287,0.033840984
Enpp2,3.8689227,1.2950004,0.00010931725230469146,0.001016737476437196,0.4930555555555556,0.41858546732659063,0.9730537,0.51330924
Mxi1,3.8680708,1.749261,0.00010969980101350368,0.001019237086180098,0.4305555555555556,0.37310809841474785,0.7341573,0.27941713
Tnrc6a,3.8562005,0.69490016,0.00011516310718777638,0.0010641102785885663,0.5833333333333334,0.705042679865146,1.1425977,0.84106696
Mmp14,3.83532,3.6718898,0.00012540097315636432,0.0011460966492216017,0.2152777777777778,0.03468187361021448,0.32162583,0.02933105
Parva,3.8298469,2.8445683,0.00012822307621441857,0.0011669749519897126,0.2847222222222222,0.13219998565382685,0.46639204,0.07948423
Atad2b,3.8222463,0.78006005,0.0001322414711575604,0.0011984243946049403,0.5763888888888888,0.6600315615809483,1.0217377,0.71069926
Sulf1,3.8099937,2.3224745,0.0001389702753524601,0.0012532473951466986,0.3055555555555556,0.15938598378882432,0.5270684,0.1299218
Fzd6,3.8081865,4.479735,0.00013998959911647415,0.0012618317773430596,0.2013888888888889,0.02029983501900868,0.32397225,0.017002903
Slc25a4,3.8010252,1.2226388,0.00014409869436839032,0.001294527555225225,0.5069444444444444,0.4627358152212897,0.87022746,0.46657315
Col13a1,3.7958462,4.7024827,0.00014714064046030608,0.0013181640185857546,0.2013888888888889,0.02159099060325658,0.30786213,0.013751293
Chchd2,3.7895212,1.3550304,0.00015093790876918102,0.0013478569653133578,0.4930555555555556,0.456315902732946,0.89555794,0.44873866
Mob3b,3.7881684,2.2071776,0.0001517619468839304,0.0013534163666681746,0.2986111111111111,0.14191951796858188,0.4736468,0.12327821
Col5a2,3.7588923,3.1442127,0.00017066719912628021,0.0015001071771420182,0.24305555555555555,0.07560433254429381,0.39955723,0.05406684
Zfand6,3.7445436,1.6197659,0.0001807220308225072,0.0015807294818361876,0.4513888888888889,0.4293809626282189,0.8236548,0.34791443
Dennd2b,3.7190368,1.8635783,0.00019998396323309454,0.0017222977859209134,0.3958333333333333,0.325729861559429,0.66084325,0.22898543
Vcam1,3.7078066,4.1930575,0.000209062287655738,0.0017918671991418438,0.2013888888888889,0.026002438849436912,0.36193407,0.02356283
Kl,3.697139,3.8122404,0.00021804288184538686,0.0018628973720780748,0.22916666666666666,0.06376873968868804,0.3929456,0.03369104
Foxd2os,3.685186,7.3816366,0.0002285356703732933,0.0019402064653808503,0.18055555555555555,0.00326375439351553,0.31642902,0.0022295637
Wnt4,3.6792223,3.063053,0.0002339462107286085,0.0019811328970304794,0.2638888888888889,0.11125457284269422,0.428505,0.062045325
Fgfr2,3.6665773,0.89866775,0.0002458185357920273,0.0020679849895841496,0.5694444444444444,0.6404131697869593,1.0597484,0.6988455
Plekhh2,3.6508293,2.275869,0.0002613949582967193,0.002181267866283493,0.3402777777777778,0.23280252492647585,0.601557,0.15729806
Prpf4b,3.6493473,0.8621429,0.0002629073608832751,0.0021925266253673497,0.5763888888888888,0.6540061688544581,1.0301219,0.6886449
Slco1a4,3.6404974,3.7478905,0.00027211178276668617,0.0022615662242316294,0.19444444444444445,0.01958252636109318,0.3569244,0.031427838
Serping1,3.640389,5.32243,0.00027222640625875004,0.002261819275254364,0.1875,0.013951653396456496,0.29258716,0.008458411
Fbln1,3.6386697,4.23557,0.0002740500666087339,0.002275564057409357,0.2013888888888889,0.030557348827200344,0.32764226,0.020371478
Nsa2,3.6232262,2.30733,0.00029095121167380214,0.0024018000177189135,0.3472222222222222,0.24768667957822252,0.62462884,0.16150254
Myo1b,3.618894,2.1511683,0.0002958646328504828,0.002438614320457814,0.3472222222222222,0.24198407574779426,0.61931103,0.17654015
Cdh5,3.6072714,5.3053055,0.00030943383345346414,0.002534132003930077,0.18055555555555555,0.00702962484757191,0.25341132,0.007267414
Eci2,3.6000686,3.0320506,0.0003181331561106637,0.002596670080405083,0.24305555555555555,0.08535973029194463,0.3773178,0.054523338
Snx6,3.5922463,1.5586154,0.0003278398479614393,0.0026677942806553226,0.4375,0.4092604547736891,0.7103479,0.3010355
Itm2a,3.5906765,3.685344,0.00032982068595778394,0.0026831007664806705,0.2013888888888889,0.03199196614303135,0.3068917,0.02753824
Ddo,3.58604,3.5671065,0.0003357375809643904,0.0027271066506992653,0.2152777777777778,0.05078545298041747,0.33327556,0.03282671
Stat5b,3.577247,1.9820538,0.00034723231265023784,0.0028077436776743577,0.3611111111111111,0.2636109317839466,0.61572576,0.19508405
Foxo1,3.57703,1.5596162,0.0003475203972242837,0.0028092277597522573,0.4097222222222222,0.3396815149558855,0.718035,0.30478898
Jag1,3.5708442,3.9587944,0.00035583241960608105,0.0028720988629664756,0.20833333333333334,0.04389928986442866,0.37020192,0.028405696
Gm33906,3.5615141,4.5111356,0.0003687222325741517,0.0029654493831988795,0.2013888888888889,0.03647514525500323,0.33787987,0.01747466
Calm2,3.5551271,0.33860728,0.0003777963844229664,0.0030329814309665694,0.7361111111111112,0.8573273079406069,1.5882103,1.4061397
Eln,3.551988,4.079572,0.0003823325537582886,0.0030602549060128733,0.2152777777777778,0.05444372713578653,0.42233157,0.030608851
Auts2,3.5481412,0.5400846,0.00038796025492622983,0.0030997597531572394,0.9861111111111112,0.9041316978695932,3.034951,2.682184
Dock11,3.5460706,1.6930705,0.0003910213476387934,0.0031223606570741098,0.3958333333333333,0.32196399110537266,0.7276745,0.28592867
Sphk1,3.5401845,7.5624986,0.00039984743975368566,0.00318621017383794,0.1736111111111111,0.0033354852593070797,0.29237854,0.0017949459
Sdc2,3.526636,1.9235286,0.00042087508020953934,0.0033379319377893515,0.3819444444444444,0.3132128254788035,0.67413825,0.22608432
Angpt1,3.518865,1.8128272,0.00043339698973247405,0.0034220914234826855,0.3333333333333333,0.2059751811204361,0.5976611,0.2092799
Kif13b,3.5183592,1.2710328,0.00043422431328902334,0.0034266100728564046,0.4930555555555556,0.5195825263610931,0.91260254,0.4810244
Id3,3.516051,3.6209424,0.00043801665545471817,0.0034513913022425047,0.19444444444444445,0.02725772900078904,0.29999834,0.028039785
Pcolce,3.5011342,6.484883,0.0004632823571368462,0.0036175284051699064,0.1736111111111111,0.0054515458001578075,0.27665386,0.0035520545
Maml3,3.4877975,0.90998673,0.0004870169286544125,0.0037755755548020955,0.5347222222222222,0.5027257729000789,1.0055709,0.65364355
Mdfic,3.4468575,4.591632,0.0005671477540058617,0.004323276990307887,0.18055555555555555,0.0159601176386199,0.3017013,0.014499916
Adamts10,3.4332778,2.5558178,0.000596330514469873,0.004531504786144086,0.2986111111111111,0.18280611146976544,0.4691056,0.096942015
Tmem132c,3.398725,2.844341,0.0006770075837777138,0.005069649348816192,0.2361111111111111,0.08848002295387705,0.432953,0.072731234
Adamts9,3.396324,2.3925998,0.0006829745711730257,0.005107794428689043,0.2916666666666667,0.16623628147191738,0.54053336,0.12797967
Cd81,3.3952088,1.2952671,0.0006857629291128936,0.005122727246389617,0.4583333333333333,0.40258948425507496,0.8136518,0.4133176
Fbxl17,3.3903399,0.3022349,0.0006980605611853216,0.005201577171117468,0.7777777777777778,0.8166917724696937,1.6645544,1.49823
Tfpi,3.384252,4.3286185,0.0007137241637066421,0.005300654582309971,0.1875,0.02862061545082849,0.29967737,0.017240854
Nrgn,3.382481,0.6194054,0.000718342042151578,0.005330530426018475,0.6458333333333334,0.7351337780647013,1.3319021,1.034955
Rpl27a,3.3817892,1.2492737,0.0007201536400628896,0.005342498152537229,0.4652777777777778,0.4282332687755541,0.8039213,0.41819265
Calcrl,3.3751183,2.3772821,0.0007378397510872617,0.005460136081441675,0.2638888888888889,0.1240585323864859,0.44352037,0.102045946
Znrf3,3.3743129,1.1339338,0.0007400023105044549,0.005474631630852066,0.4791666666666667,0.5071013557133635,0.8446917,0.47299623
Errfi1,3.373941,2.6875505,0.0007410023990817268,0.005480521459764933,0.3125,0.20948999354422207,0.6118594,0.12309264
Aff1,3.3465703,2.2113345,0.0008181794045352445,0.005974043641266853,0.3055555555555556,0.18764794491069509,0.49228418,0.12869655
Rpl34,3.3463275,1.5269194,0.0008188958708888859,0.0059776506522098245,0.4027777777777778,0.32712861344236427,0.7256357,0.31476432
Nbeal1,3.3380146,1.0123957,0.0008437930236427468,0.0061393768061956695,0.5208333333333334,0.6094613011979054,1.0192481,0.630197
Sos2,3.3278532,1.4366187,0.000875179617402652,0.006350547210264451,0.4583333333333333,0.47091313392152645,0.80312765,0.37523326
Mt1,3.3195868,1.6398268,0.000901507896962787,0.006513449096905106,0.3680555555555556,0.2687038232551467,0.68134475,0.27259248
Adra1a,3.2961402,1.9489056,0.0009802311518909426,0.007005002939178092,0.3125,0.19898142170576,0.5166076,0.1614201
Nfe2l2,3.2871044,2.8156781,0.0010122333549671828,0.007202197566213291,0.20833333333333334,0.05598594075030486,0.3095857,0.050254785
Rpl37,3.2822094,1.2977513,0.001029970613715181,0.007309907657297124,0.4583333333333333,0.42113191306219067,0.8634879,0.44329756
Nsd1,3.2709844,0.26249978,0.0010717381760398776,0.00757034826240576,0.6527777777777778,0.8003371350692203,1.3007882,1.1717556
Ampd3,3.2677832,2.6397371,0.0010839337982377004,0.0076464429400490965,0.2638888888888889,0.13589412524209168,0.41222492,0.07868303
Rps3a1,3.2674425,1.4578048,0.0010852395733202554,0.007653644969846526,0.4166666666666667,0.3592281758840829,0.7462411,0.33914524
Plxdc2,3.2562947,0.6224438,0.0011287650160387594,0.00792524587953004,0.6388888888888888,0.6876838103435908,1.4495487,1.1373106
Ust,3.2483587,0.76692075,0.0011607282665149694,0.008134785738460415,0.5416666666666666,0.590093967434187,1.037339,0.72781974
Spp1,3.2466962,6.535398,0.001167529635991279,0.008173924262398559,0.1597222222222222,0.003371350692202855,0.2720285,0.003364658
Aox1,3.2440422,3.4420288,0.0011784628368415725,0.008237590121210472,0.1875,0.03486120077469335,0.2712043,0.028262626
Picalm,3.2250206,0.65039676,0.001259636354431629,0.008741329763320732,0.5833333333333334,0.6884369844344022,1.0722117,0.7994914
Myof,3.2207453,3.4905312,0.0012785772194094452,0.008858035954267783,0.2013888888888889,0.05544795925686823,0.31036478,0.031865202
Msx1,3.2154632,5.872226,0.00130234181085117,0.008998180626786048,0.1597222222222222,0.0050570260383042825,0.2258939,0.0043174336
Matr3,3.209422,0.4066913,0.0013300206393661103,0.009170555447720653,0.6458333333333334,0.7661215120866509,1.2074685,1.0184746
