names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_rest (for_DEGs),mean_expr_Rest (for_DEGs)
Cst3,27.227283,2.0747373,3.088046599182853e-163,2.053856735644635e-162,0.5818492315198829,0.5869519789359301,1.6119335,0.66910213
mt-Co3,26.549168,2.1118798,2.625643655220905e-155,1.6963463576769826e-154,0.5686752866552818,0.6142433234421365,1.59322,0.64541316
Map1b,25.740576,0.53859454,4.109975113125782e-146,2.558735664728679e-145,0.6896804098560625,0.8851924604003845,1.935221,1.6251972
Actb,23.788155,1.7908124,4.4294270744484513e-125,2.5269364223021207e-124,0.5803854598682605,0.7002549421156016,1.54883,0.7280594
Cox4i1,23.475496,2.301387,7.260019410502583e-122,4.087944709979137e-121,0.5125640400097585,0.5299870439252727,1.3487881,0.45662102
Atp2b1,22.35354,0.21252845,1.1154115690331416e-110,5.990627395546775e-110,0.7440839229080264,0.9245622100555857,2.1279716,1.9993775
Cck,21.838295,2.0747328,1.0043276382497793e-105,5.260484140306349e-105,0.5296413759453525,0.6077234922890459,1.4387976,0.56719995
Pcsk1n,21.15012,2.0795507,2.7524209679278316e-99,1.3975349850381867e-98,0.5096364967065138,0.5607890667446818,1.3310648,0.5061634
Lars2,20.784018,1.052843,6.038686437446587e-96,3.0103804188161374e-95,0.6108807026103927,0.8283947005474986,1.6338037,1.0944407
Gapdh,20.547548,2.6253479,8.095100809833181e-94,4.002859012885859e-93,0.41034398633813124,0.33907301375015675,1.0575048,0.26585817
Mt3,20.38125,2.2024958,2.4530577283990863e-92,1.2030235656521892e-91,0.48377653086118566,0.5034061938395954,1.2974765,0.456112
Cox8a,20.33686,2.346668,6.069316069800855e-92,2.968375005379486e-91,0.46401561356428395,0.46161240439670664,1.2276888,0.3882927
Chgb,19.929415,2.2544913,2.2619352751006515e-88,1.0870720951878824e-87,0.49377897048060504,0.5502570318050738,1.3360085,0.46222255
Aldoa,19.187885,2.338267,4.6726338755144255e-82,2.173336891727066e-81,0.4569407172481093,0.4664186901826389,1.1857847,0.37123954
Ndufa4,17.637691,2.338869,1.265233160855326e-69,5.482472993417612e-69,0.4215662356672359,0.40548334517490703,1.0848767,0.32731625
mt-Co1,16.704832,1.9935561,1.2086674844355533e-62,5.03517756694315e-62,0.468406928519151,0.5220880177205667,1.2651184,0.4939192
Plp1,16.167229,1.2707968,8.58752805422227e-59,3.4845496650098516e-58,0.5969748719199804,0.7390395787186024,1.781524,1.1141005
Serinc1,15.518745,1.4573823,2.590677675716997e-54,1.0238492299825814e-53,0.535740424493779,0.7298449450411669,1.3856499,0.7378922
Slc25a4,15.287101,2.1743357,9.320796125792873e-53,3.648212554989868e-52,0.4308367894608441,0.4684665858653404,1.0890069,0.36237153
Ckb,15.270096,1.8774028,1.2099600821506685e-52,4.7310284353009985e-52,0.47353012929982924,0.5627951686379404,1.1888956,0.4833486
Gpm6a,14.474717,-0.17989966,1.7504385145298384e-47,6.645137452022713e-47,0.6845572090753842,0.9270280436327162,1.9052209,2.0123107
Rps8,14.312367,1.8254571,1.8316941939813578e-46,6.906767189486259e-46,0.4669431568675287,0.5579470890625653,1.1908768,0.4984201
Rps21,14.131435,2.0104046,2.431389050902842e-45,9.094017789220401e-45,0.42546962673822886,0.46491411376269487,1.0983468,0.40293503
Eef1a1,14.00168,1.7959719,1.52227444331904e-44,5.662953660803352e-44,0.46718711880946573,0.5645923015839847,1.1698831,0.49455926
Rps29,13.633794,1.9012597,2.5212515419116336e-42,9.227189993348623e-42,0.45010978287387166,0.5281063234003427,1.1577688,0.46018428
Olfm1,13.283726,0.9860451,2.8771324733932822e-40,1.0379773034382048e-39,0.5506221029519395,0.7807497805826055,1.4585682,0.9805573
Sparcl1,13.233318,1.5555407,5.63435980917431e-40,2.028067623208489e-39,0.48621615028055626,0.608057842604589,1.2582291,0.61897844
Ptgds,13.205339,2.016347,8.17303360186262e-40,2.938704842527079e-39,0.3776530861185655,0.3629790613114891,0.9876325,0.34816954
Cox6c,13.097889,2.1237464,3.3854518327468274e-39,1.2130562841166458e-38,0.40448889973164187,0.4379153257825887,1.0335058,0.3474909
Itm2b,12.472472,1.1854528,1.0550178792439181e-35,3.6744433461158884e-35,0.5318370334227861,0.7560078572324153,1.3500762,0.8138143
Eif1,12.339983,2.0559,5.516775056392375e-35,1.9132130325924513e-34,0.3876555257379849,0.41313160864295567,0.9690172,0.33167526
