names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NFOL (for_DEGs),mean_expr_Rest (for_DEGs)
Ust,17.868628,3.817747,2.0702737459618494e-71,2.6489645501902333e-68,0.9395973154362416,0.5879757506187897,2.761698,0.7185471
Dscam,17.767408,2.8055577,1.2639639388288796e-70,1.543759592560545e-67,1.0,0.7539190013272591,3.2579265,1.5206642
Ppfibp1,17.619492,5.341444,1.7456448809333697e-69,2.039368606551289e-66,0.8791946308724832,0.2771101624995516,2.3821547,0.21704808
Slc22a23,17.424599,3.380777,5.368345616106137e-68,6.010310279365496e-65,0.9261744966442953,0.5727302076981023,2.2326782,0.5873452
Enpp6,17.020731,6.768786,5.764695517239228e-65,6.195894741928721e-62,0.825503355704698,0.0647845894464971,2.0538726,0.060475204
Mpzl1,16.959875,4.8923283,1.626914559557115e-64,1.6813536236653725e-61,0.8590604026845637,0.2883380564623166,2.0252128,0.2000648
Zeb2,16.932,2.111437,2.613470579952631e-64,2.600887203086192e-61,0.9932885906040269,0.8577680525164114,3.4190056,2.0587006
Maml2,16.925858,3.4506135,2.9009100188418323e-64,2.7838375787957153e-61,0.9798657718120806,0.5385084478243714,2.6998305,0.81946886
Ncam1,16.869133,2.0716593,7.590120087822464e-64,7.032638853785848e-61,0.9798657718120806,0.8538221472898806,3.0327623,1.7403507
Sirt2,16.866722,4.318282,7.906323438369431e-64,7.081430359632888e-61,0.87248322147651,0.33274742619363634,1.8942133,0.24926385
Dock4,16.795933,2.0804217,2.613660563253075e-63,2.2654535269229075e-60,0.9932885906040269,0.858090899307673,3.3287768,1.9962486
Arhgap35,16.696669,3.0400343,1.3859106288865888e-62,1.148609861835796e-59,0.8993288590604027,0.6200451985507767,2.0778427,0.6149138
Ncam2,16.695612,2.2364366,1.4106485091396079e-62,1.148609861835796e-59,1.0,0.8581985149047602,3.523764,2.077472
Sh3d19,16.660032,3.0738473,2.5588894565362863e-62,2.0222752852097064e-59,0.9194630872483222,0.5391900132725903,1.9706367,0.5500781
Fchsd2,16.596378,2.6765397,7.40244086624427e-62,5.682959602170958e-59,0.9664429530201343,0.6418194210280876,2.1332614,0.77200717
Luzp2,16.524374,3.2039907,2.4496621742904683e-61,1.828400628421802e-58,0.9731543624161074,0.5559063026868027,2.716792,0.9296208
Ankrd28,16.332851,2.530335,5.762598152300285e-60,4.184892225738072e-57,0.9328859060402684,0.6963446568856047,2.2084284,0.87644714
9530059O14Rik,16.312075,3.08028,8.099445540050219e-60,5.727160570030247e-57,0.9060402684563759,0.6106108978727983,2.4380975,0.8045497
Sh3rf1,16.272007,2.885649,1.559619814502322e-59,1.074538061940446e-56,0.8993288590604027,0.5531441690282312,1.9992043,0.6225709
Cask,16.238512,2.4126422,2.6937729157017866e-59,1.809541956122675e-56,0.9395973154362416,0.7336872690748646,2.3131745,0.9970563
Chn2,16.16501,4.527372,8.902171769019275e-59,5.777008615480579e-56,0.8456375838926175,0.28909136564192706,2.1589618,0.28687528
Lrch3,16.164133,2.8673277,9.02993531262316e-59,5.777008615480579e-56,0.8993288590604027,0.5930336836818882,1.8889117,0.5704685
Lcorl,16.145132,2.6327121,1.2288531113254325e-58,7.678903046817297e-56,0.9194630872483222,0.6625533594002224,2.217459,0.8413904
Grid2,16.024694,2.3963697,8.591229249072796e-58,5.246507498240592e-55,0.9865771812080537,0.81059654912652,3.277829,1.7659243
Tcf7l2,15.899272,4.9181566,6.410575441117971e-57,3.744612219626954e-54,0.8187919463087249,0.1619973454819385,1.9514838,0.18210347
Dscaml1,15.782037,2.296256,4.136201024765201e-56,2.3646749262859775e-53,0.9530201342281879,0.7353373748968683,2.5563834,1.2297916
Gpr17,15.538532,6.326206,1.902919859945765e-54,1.0434991150355653e-51,0.7583892617449665,0.04968253398859274,1.506058,0.042802397
Ptpro,15.509003,3.5301754,3.015254984220219e-54,1.6203980285199456e-51,0.8456375838926175,0.41023065609642356,1.8532264,0.38234535
Arhgap31,15.391854,4.1970496,1.856343680389135e-53,9.592298979241549e-51,0.8187919463087249,0.19969867632815583,1.6098331,0.19736704
Rictor,15.361995,2.6319175,2.943738595043016e-53,1.4924199254491665e-50,0.8859060402684564,0.6447967858808337,1.9457258,0.6769019
