names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NP SUB Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Selenow,-2.78387,-0.77595645,0.005371454596109491,0.049717872889239415,0.508130081300813,0.5458551562217807,0.36288372,0.5590943
Ppp1r1a,-2.785117,-0.9827983,0.005350840735576733,0.04959540895651839,0.21138211382113822,0.30251038468484737,0.11670054,0.2188397
Gm41804,-2.7861972,-0.91598177,0.005333041917224507,0.04944749355273378,0.12195121951219512,0.22730720606826801,0.07210116,0.13196534
Tgfb2,-2.7918203,-1.3011838,0.005241244180851445,0.048680342599197485,0.13008130081300814,0.22698212028174103,0.07057605,0.16568854
Ctxnd1,-2.793679,-1.0572858,0.005211219599085635,0.04843496043840575,0.15447154471544716,0.2520859671302149,0.11954888,0.23449054
Tnfrsf19,-2.7972648,-0.8527042,0.005153726374144376,0.04803351636255962,0.24390243902439024,0.3354885316958642,0.13573803,0.23312747
Gpc5,-2.8060253,-0.8319758,0.005015675407235884,0.04698481601041927,0.6300813008130082,0.6139425681777135,0.82962173,1.194142
Dipk2a,-2.815171,-2.413922,0.004875129595832465,0.04575435984632146,0.056910569105691054,0.1569441936066462,0.017968396,0.092235334
Slc44a5,-2.827847,-0.490838,0.004686220551661447,0.044135557736818466,0.6422764227642277,0.6092830052374932,0.64050156,0.8158632
Slc24a3,-2.8322113,-0.26328322,0.004622729335272107,0.04368133215185586,0.8130081300813008,0.7295647462524832,1.0750797,1.1989646
Dock1,-2.8516185,-1.4649711,0.004349727818105944,0.04140176637354117,0.1991869918699187,0.2867256637168142,0.13141565,0.3276479
Adgrb2,-2.8524961,-0.58083546,0.004337734855007816,0.04133599108888592,0.4024390243902439,0.47751489976521583,0.27232614,0.38402522
Glra3,-2.8615384,-1.7625235,0.004215903581489235,0.040313640297016284,0.056910569105691054,0.16160375654686654,0.035234243,0.11482554
Mamld1,-2.864771,-0.6701152,0.00417310913038274,0.04000408217387949,0.34146341463414637,0.4232255734152068,0.21588816,0.32455993
Lifr,-2.8653588,-0.9663594,0.004165370795923124,0.039958412454999766,0.2804878048780488,0.360014448257179,0.1443086,0.26491874
Mrtfa,-2.8658035,-0.36026472,0.004159523415336001,0.03991656934645655,0.7154471544715447,0.6399494310998736,0.5864446,0.7049906
mt-Nd4,-2.8674357,-1.0103184,0.004138129371868279,0.03978230276282671,0.35772357723577236,0.42727108542532055,0.26233536,0.47264448
